"X1";"X288";"X32";"X46";"X4";"X2";"X36";"X19";"X61";"X64";"X18";"X11";"X14";"X29";"X22";"X37";"X59";"X3";"X58";"X56";"X52";"X15";"X12";"X1.1";"X51";"X43";"X54";"X28";"X25";"X23";"X30";"X13";"X20";"X35";"X44";"X26";"X48";"X55";"X27";"X49";"X21";"X57";"X38";"X39";"X45";"X6";"X31";"X33";"X7";"X8";"X41";"X5";"X42";"X47";"X40";"X24";"X50";"X16";"X10";"X62";"X34";"X17";"X63";"X9";"X60";"X53"
33;260;5;17;40;8;62;42;18;20;6;58;15;63;43;32;53;36;54;64;57;51;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;44;1;34;26;4;61;10;21;19;38;39;30;27;14;28;48;7;55;56;50;45;47;46;11;35;29
5;17;40;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;57;51;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;44;1;34;26;4;61;10;21;32;38;39;30;27;14;28;48;7;55;56;50;45;47;46;11;35;29;33;256
34;256;5;17;40;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;57;51;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;44;1;34;26;4;61;10;21;32;38;39;30;27;14;28;48;7;55;56;50;45;47;46;11;35;29
5;17;40;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;57;51;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;48;1;34;26;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;262
34;262;5;17;40;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;57;51;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;48;1;34;26;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
5;17;51;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;57;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;48;1;34;26;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;258
34;258;5;17;51;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;57;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;9;48;1;34;26;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
5;17;51;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;1;34;26;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;274
34;274;5;17;51;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;1;34;26;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
5;17;51;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;274
34;274;5;17;51;8;62;42;18;20;6;58;15;63;43;19;53;36;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;32;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
5;17;51;32;62;42;18;20;6;58;15;63;43;19;53;36;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;274
34;274;5;17;51;32;62;42;18;20;6;58;15;63;43;19;53;36;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
5;17;51;32;62;42;36;20;6;58;15;63;43;19;53;18;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;274
34;274;5;17;51;32;62;42;36;20;6;58;15;63;43;19;53;18;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
18;17;51;32;62;42;36;20;6;58;15;63;43;19;53;5;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;274
34;274;18;17;51;32;62;42;36;20;6;58;15;63;43;19;53;5;54;64;9;40;12;25;37;41;3;24;52;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
18;17;51;32;62;42;36;20;6;58;15;63;43;19;53;5;54;52;9;40;12;25;37;41;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;262
34;262;18;17;51;32;62;42;36;20;6;58;15;63;43;19;53;5;54;52;9;40;12;25;37;41;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;39;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
18;17;51;32;62;39;36;20;6;58;15;63;43;19;53;5;54;52;9;40;12;25;37;41;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;42;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;258
34;258;18;17;51;32;62;39;36;20;6;58;15;63;43;19;53;5;54;52;9;40;12;25;37;41;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;61;10;21;8;38;42;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
18;17;51;32;62;39;36;20;6;58;15;63;43;19;53;5;54;52;9;40;12;25;37;61;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29;34;266
34;266;18;17;51;32;62;39;36;20;6;58;15;63;43;19;53;5;54;52;9;40;12;25;37;61;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;50;45;47;46;11;35;29
18;17;51;32;62;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;61;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;46;11;35;29;34;250
34;250;18;17;51;32;62;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;61;3;24;64;49;22;23;13;33;16;31;2;60;59;57;48;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;46;11;35;29
18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;61;3;24;64;49;22;23;13;33;16;31;2;60;59;57;62;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;46;11;35;29;34;250
34;250;18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;61;3;24;64;49;22;23;13;33;16;31;2;60;59;57;62;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;46;11;35;29
18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;64;3;24;61;49;22;23;13;33;16;31;2;60;59;57;62;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;46;11;35;29;34;254
34;254;18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;64;3;24;61;49;22;23;13;33;16;31;2;60;59;57;62;26;34;1;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;46;11;35;29
18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;64;3;24;61;49;22;23;13;33;16;31;2;60;59;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;1;11;35;29;34;254
34;254;18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;64;3;24;61;49;22;23;13;33;16;31;2;60;59;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;7;55;56;15;45;47;1;11;35;29
18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;59;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;35;29;34;254
34;254;18;17;51;32;48;39;36;20;6;58;50;63;43;19;53;5;54;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;59;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;35;29
18;17;51;32;48;39;36;20;6;58;50;63;43;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;59;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;35;29;34;254
34;254;18;17;51;32;48;39;36;20;6;58;50;63;43;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;59;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;35;29
18;17;51;32;48;59;36;20;6;58;50;63;43;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;35;29;34;254
34;254;18;17;51;32;48;59;36;20;6;58;50;63;43;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;10;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;35;29
18;17;51;32;48;59;36;20;6;58;50;63;43;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;10;29;34;254
34;254;18;17;51;32;48;59;36;20;6;58;50;63;43;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;49;55;56;15;45;47;1;11;10;29
18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;34;254
34;254;18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;40;12;25;37;64;3;24;61;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;40;12;25;37;64;3;61;24;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;34;262
35;262;18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;40;12;25;37;64;3;61;24;7;22;23;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;13;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;8;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;8;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;32;48;59;36;20;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;8;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;8;59;36;20;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;32;8;59;36;20;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;46;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;8;59;36;46;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;32;8;59;36;46;6;58;50;63;49;54;53;5;19;52;9;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;8;9;36;46;6;58;50;63;49;54;53;5;19;52;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;32;8;9;36;46;6;58;50;63;49;54;53;5;19;52;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;41;35;21;13;38;42;30;27;14;28;44;43;55;56;15;45;47;1;11;10;29
18;17;51;32;8;9;36;46;6;58;50;63;49;54;53;5;19;52;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;43;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29;35;272
35;272;18;17;51;32;8;9;36;46;6;58;50;63;49;54;53;5;19;52;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;43;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29
18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;43;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29;35;272
35;272;18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;43;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29
18;17;51;52;8;9;36;46;6;58;1;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;43;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;50;11;10;29;35;276
35;272;18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;22;40;48;33;16;31;2;60;39;57;62;26;34;20;4;43;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29
18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;27;14;28;44;41;55;56;15;45;47;1;11;10;29
18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;45;47;1;11;10;29;35;264
35;264;18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;19;32;59;23;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;45;47;1;11;10;29
18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;10;32;59;23;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;45;47;1;11;19;29;35;264
35;264;18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;10;32;59;23;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;45;47;1;11;19;29
18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;23;47;1;11;19;29;35;272
35;272;18;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;43;40;48;33;16;31;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;23;47;1;11;19;29
31;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;43;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;23;47;1;11;19;29;35;272
35;272;31;17;51;52;8;9;36;46;6;58;50;63;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;43;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;42;30;28;14;27;44;41;55;56;15;23;47;1;11;19;29
31;17;51;52;8;9;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;43;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;15;23;47;1;11;19;29;35;272
35;272;31;17;51;52;8;9;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;43;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;15;23;47;1;11;19;29
31;17;51;52;8;9;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;19;29;35;272
35;272;31;17;51;52;8;9;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;19;29
31;17;51;52;8;9;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;26;16;18;2;60;39;57;62;33;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;19;29;35;276
35;272;31;17;51;52;8;9;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;19;29
31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;19;29;35;252
35;252;31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;35;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;19;29
31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;19;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;35;29;35;252
35;252;31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;15;40;48;33;16;18;2;60;39;57;62;26;34;20;4;22;19;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;35;29
31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;15;34;20;4;22;19;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;35;29;35;252
35;252;31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;15;34;20;4;22;19;21;13;38;63;30;28;14;27;44;41;55;56;43;23;47;1;11;35;29
31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;15;34;20;4;22;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;47;1;13;35;29;35;252
36;252;31;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;15;34;20;4;22;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;47;1;13;35;29
15;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;31;34;20;4;22;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;47;1;13;35;29;36;252
36;252;15;17;51;52;8;49;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;31;34;20;4;22;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;47;1;13;35;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;31;34;20;4;49;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;47;1;13;35;29;36;252
36;252;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;62;31;34;20;4;49;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;47;1;13;35;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;47;31;34;20;4;49;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;62;1;13;35;29;36;258
36;258;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;47;31;34;20;4;49;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;62;1;13;35;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;47;31;34;20;4;62;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;35;29;36;254
36;254;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;3;61;24;7;26;40;48;33;16;18;2;60;39;57;47;31;34;20;4;62;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;35;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;2;60;39;57;47;31;34;20;4;62;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;35;29;36;254
36;254;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;2;60;39;57;47;31;34;20;4;62;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;35;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;39;57;47;31;34;20;4;2;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;35;29;36;270
36;270;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;39;57;47;31;34;20;4;2;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;35;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;39;57;47;31;34;20;35;2;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;4;29;36;270
36;270;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;39;57;47;31;34;20;35;2;19;21;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;4;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;19;39;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;4;29;36;270
36;270;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;19;39;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;4;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;4;39;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;19;29;36;270
36;270;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;4;39;11;38;63;30;28;14;27;44;41;55;56;43;23;49;1;13;19;29
15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;4;39;11;38;63;30;28;14;27;44;41;55;23;43;56;49;1;13;19;29;36;270
36;270;15;17;51;52;8;22;36;46;6;58;50;42;9;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;4;39;11;38;63;30;28;14;27;44;41;55;23;43;56;49;1;13;19;29
15;17;51;52;8;22;36;46;6;58;50;42;49;54;53;5;10;32;59;45;12;25;37;64;48;61;24;7;26;40;3;33;16;18;62;60;21;57;47;31;34;20;35;2;4;39;11;38;63;30;28;14;27;44;41;55;23;43;56;9;1;13;19;29;36;270
