"X1";"X286";"X46";"X52";"X12";"X42";"X4";"X57";"X64";"X48";"X27";"X11";"X59";"X24";"X31";"X6";"X33";"X53";"X18";"X34";"X60";"X30";"X7";"X5";"X62";"X50";"X16";"X15";"X45";"X40";"X19";"X2";"X58";"X37";"X13";"X61";"X10";"X8";"X39";"X56";"X55";"X41";"X35";"X28";"X38";"X25";"X21";"X54";"X14";"X43";"X36";"X49";"X47";"X44";"X26";"X9";"X22";"X63";"X17";"X51";"X3";"X32";"X1.1";"X23";"X29";"X20"
37;270;50;2;54;46;43;55;10;35;51;14;37;16;40;6;20;21;45;48;32;59;23;12;7;18;64;58;63;62;27;29;8;30;44;38;3;60;11;36;19;56;42;39;4;15;52;24;9;1;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47
50;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;45;48;32;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;3;60;11;36;19;56;42;39;4;15;52;24;9;1;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47;37;270
37;270;50;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;45;48;32;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;3;60;11;36;19;56;42;39;4;15;52;24;9;1;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47
50;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;32;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;3;60;45;36;19;56;42;39;4;15;52;24;9;1;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47;37;270
37;270;50;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;32;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;3;60;45;36;19;56;42;39;4;15;52;24;9;1;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47
50;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;1;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;3;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47;37;266
37;266;50;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;1;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;3;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47
3;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;1;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;50;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47;37;266
37;266;3;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;1;59;23;12;54;18;64;58;63;62;27;29;8;30;44;38;50;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;33;31;26;57;47
3;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;64;31;26;57;47;37;266
37;266;3;2;7;46;43;55;10;35;51;14;37;16;40;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;64;31;26;57;47
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;64;31;26;57;47;37;258
37;258;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;36;19;56;42;39;4;15;52;24;9;32;22;61;53;34;13;5;25;49;17;28;41;64;31;26;57;47
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;36;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;47;37;258
37;258;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;36;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;47
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;36;37;258
37;258;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;63;1;59;23;12;54;18;33;58;48;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;36;37;274
37;258;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;30;59;23;12;54;18;33;58;63;62;27;29;8;1;44;38;50;60;45;47;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;36;37;278
37;258;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;52;24;9;32;22;61;53;34;13;5;56;49;17;28;41;64;31;26;57;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;57;36;37;258
37;258;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;8;30;44;38;50;60;45;47;19;25;42;39;4;15;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;57;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;57;36;37;250
37;250;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;27;29;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;57;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;29;27;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;57;36;37;254
37;254;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;29;27;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;57;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;57;27;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;29;36;37;254
37;254;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;58;63;62;57;27;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;53;34;13;5;56;49;17;52;41;64;31;26;29;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;53;63;62;57;27;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;58;34;13;5;56;49;17;52;41;64;31;26;29;36;37;254
37;254;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;53;63;62;57;27;15;30;44;38;50;60;45;47;19;25;42;39;4;8;28;24;9;32;22;61;58;34;13;5;56;49;17;52;41;64;31;26;29;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;13;5;56;49;17;52;41;64;31;26;29;36;37;254
37;254;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;48;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;13;5;56;49;17;52;41;64;31;26;29;36
3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;13;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;29;36;37;254
38;254;3;2;7;46;43;55;10;35;51;40;37;16;14;6;20;21;11;13;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;29;36
3;2;7;46;43;55;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36;38;270
38;270;3;2;7;46;43;55;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36
3;55;7;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36;38;262
38;262;3;55;7;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;33;53;63;62;57;42;15;30;44;38;50;60;45;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36
3;55;7;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;60;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36;38;250
38;250;3;55;7;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;60;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36
3;55;60;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36;38;244
38;244;3;55;60;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;49;17;52;41;64;31;26;37;36
3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;31;26;37;36;38;246
38;246;3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;31;26;37;36
3;55;49;46;43;2;10;35;51;40;29;16;14;6;62;21;11;13;1;59;23;12;54;18;45;53;63;20;57;42;15;30;44;38;50;7;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;31;26;37;36;38;274
38;246;3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;27;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;31;26;37;36
3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;31;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36;38;246
38;246;3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;62;57;42;15;30;44;38;50;7;33;47;19;25;31;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36
3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;57;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36;38;252
38;252;3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;57;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;32;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36
3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36;38;252
38;252;3;55;49;46;43;2;10;35;51;40;29;16;14;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36
3;55;49;46;43;2;10;35;51;40;14;16;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36;38;236
38;236;3;55;49;46;43;2;10;35;51;40;14;16;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36
3;55;49;46;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36;38;244
38;244;3;55;49;46;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;52;41;64;27;26;37;36
3;55;52;46;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;49;41;64;27;26;37;36;38;244
38;244;3;55;52;46;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;5;56;60;17;49;41;64;27;26;37;36
3;55;52;5;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;46;56;60;17;49;41;64;27;26;37;36;38;248
38;248;3;55;52;5;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;24;9;57;22;61;58;34;48;46;56;60;17;49;41;64;27;26;37;36
3;55;52;5;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;61;58;34;48;46;56;60;17;49;41;64;27;26;37;24;38;240
38;240;3;55;52;5;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;61;58;34;48;46;56;60;17;49;41;64;27;26;37;24
3;55;52;5;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;37;24;38;240
38;240;3;55;52;5;43;16;10;35;51;40;14;2;29;6;20;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;37;24
3;55;52;5;43;16;10;35;51;40;14;2;29;6;37;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;38;230
38;230;3;55;52;5;43;16;10;35;51;40;14;2;29;6;37;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;38;230
38;230;3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;36;7;33;47;62;25;31;39;4;8;28;50;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;38;246
38;230;3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;21;11;13;1;59;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;38;226
38;226;3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;30;44;38;50;7;33;47;62;25;31;39;4;8;28;36;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;33;47;62;25;31;39;4;8;28;30;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;38;244
39;244;3;55;52;5;43;40;10;35;51;16;14;2;29;6;37;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;33;47;62;25;31;39;4;8;28;30;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
3;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;33;47;62;25;31;39;4;8;28;30;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;39;264
39;264;3;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;33;47;62;25;31;39;4;8;28;30;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;3;47;62;25;31;39;4;8;28;30;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24;39;252
39;252;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;3;47;62;25;31;39;4;8;28;30;9;57;22;48;58;34;61;46;56;60;17;49;41;64;27;26;20;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;34;61;46;56;60;17;49;41;64;30;26;20;24;39;248
39;248;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;54;18;45;53;63;19;32;42;15;36;44;38;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;34;61;46;56;60;17;49;41;64;30;26;20;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;20;18;45;53;63;19;32;42;15;36;44;38;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;34;61;46;56;60;17;49;41;64;30;26;54;24;39;248
39;248;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;20;18;45;53;63;19;32;42;15;36;44;38;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;34;61;46;56;60;17;49;41;64;30;26;54;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;20;18;45;53;63;19;32;42;15;36;44;34;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;41;64;30;26;54;24;39;248
39;248;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;23;12;20;18;45;53;63;19;32;42;15;36;44;34;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;41;64;30;26;54;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;20;18;45;23;63;19;32;42;15;36;44;34;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;41;64;30;26;54;24;39;248
39;248;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;20;18;45;23;63;19;32;42;15;36;44;34;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;41;64;30;26;54;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;20;18;45;23;63;19;32;42;15;41;44;34;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;36;64;30;26;54;24;39;250
39;250;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;20;18;45;23;63;19;32;42;15;41;44;34;50;7;3;47;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;36;64;30;26;54;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;18;45;23;63;19;32;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;36;64;30;26;54;24;39;250
39;250;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;18;45;23;63;19;32;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;27;9;57;22;48;58;38;61;46;56;60;17;49;36;64;30;26;54;24
33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;18;45;23;63;19;61;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;27;9;57;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24;39;250
39;250;33;37;52;5;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;18;45;23;63;19;61;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;27;9;57;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24
33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;18;45;23;63;19;61;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;27;9;5;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24;39;258
39;258;33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;18;45;23;63;19;61;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;27;9;5;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24
33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;18;9;5;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24;39;258
39;258;33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;7;3;20;62;25;31;39;4;8;28;18;9;5;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24
33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;28;18;9;5;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24;39;264
39;264;33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;28;18;9;5;22;48;58;38;32;46;56;60;17;49;36;64;30;26;54;24
33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;60;18;9;5;22;48;58;38;32;46;56;28;17;49;36;64;30;26;54;24;39;264
39;264;33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;60;18;9;5;22;48;58;38;32;46;56;28;17;49;36;64;30;26;54;24
33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;60;18;9;5;22;48;58;38;32;17;56;28;46;49;36;64;30;26;54;24;39;264
39;264;33;37;52;57;43;40;10;35;51;16;14;2;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;60;18;9;5;22;48;58;38;32;17;56;28;46;49;36;64;30;26;54;24
33;37;52;57;43;40;10;35;51;16;14;22;29;6;55;59;11;13;1;21;53;12;47;27;45;23;63;19;61;42;15;41;44;34;50;62;3;20;7;25;31;39;4;8;60;18;9;5;2;48;58;38;32;17;56;28;46;49;36;64;30;26;54;24;39;264
