"X1";"X288";"X18";"X49";"X56";"X39";"X25";"X51";"X61";"X19";"X57";"X5";"X34";"X52";"X11";"X60";"X26";"X12";"X33";"X35";"X31";"X21";"X58";"X40";"X45";"X50";"X54";"X13";"X1.1";"X10";"X23";"X32";"X29";"X27";"X16";"X53";"X3";"X37";"X47";"X48";"X44";"X6";"X4";"X59";"X62";"X46";"X15";"X42";"X38";"X30";"X20";"X17";"X7";"X24";"X64";"X22";"X43";"X36";"X2";"X28";"X14";"X63";"X8";"X41";"X55";"X9"
52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;33;32;55;4;9;25;37;38;63;60;21;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;61;51;23;45;3;42;39;15;47;29;6;19;46;18;43;48;28;272
28;272;52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;33;32;55;4;9;25;37;38;63;60;21;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;61;51;23;45;3;42;39;15;47;29;6;19;46;18;43;48
52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;33;32;55;4;9;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;43;48;28;272
29;272;52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;33;32;55;4;9;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;43;48
52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;9;32;55;4;33;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;43;48;29;280
29;280;52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;9;32;55;4;33;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;43;48
52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;9;32;55;43;33;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;4;48;29;296
29;296;52;35;56;8;13;59;11;5;17;30;2;26;58;7;1;9;32;55;43;33;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;22;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;4;48
52;35;56;8;13;59;11;5;17;30;2;26;58;22;1;9;32;55;43;33;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;4;48;29;300
29;300;52;35;56;8;13;59;11;5;17;30;2;26;58;22;1;9;32;55;43;33;25;37;38;63;60;61;12;27;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;21;51;23;45;3;42;39;15;47;29;6;19;46;18;4;48
52;35;56;8;13;59;11;5;17;30;2;26;58;22;1;9;32;55;43;33;25;37;38;63;60;61;12;47;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;21;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;296
29;296;52;35;56;8;13;59;11;5;17;30;2;26;58;22;1;9;32;55;43;33;25;37;38;63;60;61;12;47;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;21;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;11;5;17;30;2;26;58;33;1;9;32;55;43;22;25;37;38;63;60;61;12;47;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;21;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;276
29;276;52;35;56;8;13;59;11;5;17;30;2;26;58;33;1;9;32;55;43;22;25;37;38;63;60;61;12;47;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;21;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;11;5;17;30;2;26;58;33;1;21;32;55;43;22;25;37;38;63;60;61;12;47;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;276
29;276;52;35;56;8;13;59;11;5;17;30;2;26;58;33;1;21;32;55;43;22;25;37;38;63;60;61;12;47;40;62;50;34;10;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;11;5;10;30;2;26;58;33;1;21;32;55;43;22;25;37;38;63;60;61;12;47;40;62;50;34;17;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;282
29;282;52;35;56;8;13;59;11;5;10;30;2;26;58;33;1;21;32;55;43;22;25;37;38;63;60;61;12;47;40;62;50;34;17;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;40;5;10;30;2;26;58;33;1;21;32;55;43;22;25;37;38;63;60;61;12;47;11;62;50;34;17;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;282
29;282;52;35;56;8;13;59;40;5;10;30;2;26;58;33;1;21;32;55;43;22;25;37;38;63;60;61;12;47;11;62;50;34;17;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;37;38;63;60;61;12;47;11;62;50;34;17;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;288
29;288;52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;37;38;63;60;61;12;47;11;62;50;34;17;20;44;24;28;14;31;57;36;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;37;38;63;60;61;12;47;11;62;50;36;17;20;44;24;28;14;31;57;34;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;286
29;286;52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;37;38;63;60;61;12;47;11;62;50;36;17;20;44;24;28;14;31;57;34;53;54;49;41;7;64;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;37;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;31;57;34;53;54;49;41;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;286
29;286;52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;37;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;31;57;34;53;54;49;41;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;49;41;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;306
29;306;52;35;56;8;13;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;49;41;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;41;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;49;13;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48;29;306
29;306;52;35;56;8;41;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;49;13;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;46;18;4;48
52;35;56;8;46;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;49;13;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;306
29;306;52;35;56;8;46;59;40;5;10;30;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;49;13;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;30;13;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;310
29;310;52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;61;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;30;13;7;44;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;44;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;30;13;7;61;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;310
29;310;52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;32;55;43;58;25;31;38;63;60;44;12;47;11;62;50;36;17;20;64;24;28;14;37;57;34;53;54;30;13;7;61;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;17;55;43;58;25;31;38;63;60;44;12;47;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;278
29;278;52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;17;55;43;58;25;31;38;63;60;44;12;47;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;16;9;51;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;17;55;43;58;25;31;38;63;60;44;12;47;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;278
29;278;52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;17;55;43;58;25;31;38;63;60;44;12;47;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;47;55;43;58;25;31;38;63;60;44;12;17;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;298
29;298;52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;47;55;43;58;25;31;38;63;60;44;12;17;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48;29;290
30;290;52;35;56;8;46;59;40;5;10;49;2;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;11;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;56;8;46;59;40;5;10;49;11;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48;30;282
30;282;52;35;56;8;46;59;40;5;10;49;11;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;29;6;19;41;18;4;48
52;35;29;8;46;59;40;5;10;49;11;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;56;6;19;41;18;4;48;30;282
30;282;52;35;29;8;46;59;40;5;10;49;11;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;61;51;9;16;23;45;3;42;39;15;27;56;6;19;41;18;4;48
52;35;29;8;46;59;40;5;10;49;11;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;19;61;18;4;48;30;282
30;282;52;35;29;8;46;59;40;5;10;49;11;26;22;33;1;21;47;55;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;19;61;18;4;48
52;35;29;8;46;59;40;5;10;49;11;26;22;33;1;21;47;19;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;55;61;18;4;48;30;282
30;282;52;35;29;8;46;59;40;5;10;49;11;26;22;33;1;21;47;19;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;55;61;18;4;48
52;35;29;8;46;59;40;5;10;49;61;26;22;33;1;21;47;19;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;55;11;18;4;48;30;294
30;294;52;35;29;8;46;59;40;5;10;49;61;26;22;33;1;21;47;19;12;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;55;11;18;4;48
52;35;29;8;46;59;40;5;10;49;61;26;22;33;1;21;47;12;19;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;55;11;18;4;48;30;282
30;282;52;35;29;8;46;59;40;5;10;49;61;26;22;33;1;21;47;12;19;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;56;6;55;11;18;4;48
52;35;56;8;46;59;40;5;10;49;61;26;22;33;1;21;47;12;19;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;29;6;55;11;18;4;48;30;282
30;282;52;35;56;8;46;59;40;5;10;49;61;26;22;33;1;21;47;12;19;58;25;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;15;27;29;6;55;11;18;4;48
52;35;56;8;46;59;40;5;10;49;61;26;22;33;1;21;47;12;19;58;15;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48;30;282
30;282;52;35;56;8;46;59;40;5;10;49;61;26;22;33;1;21;47;12;19;58;15;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48
52;35;56;49;46;59;40;5;10;8;61;26;22;33;1;21;47;12;19;58;15;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48;30;290
30;290;52;35;56;49;46;59;40;5;10;8;61;26;22;33;1;21;47;12;19;58;15;31;38;63;60;44;43;17;2;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48
52;35;56;49;46;59;40;5;10;2;61;26;22;33;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48;30;282
30;282;52;35;56;49;46;59;40;5;10;2;61;26;22;33;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;46;59;40;5;10;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48;30;282
30;282;52;35;56;33;46;59;40;5;10;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;46;59;40;24;10;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;5;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48;30;286
30;282;52;35;56;33;46;59;40;5;10;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;3;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;46;59;40;5;3;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48;30;282
30;282;52;35;56;33;46;59;40;5;3;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;62;50;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;46;59;40;5;3;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;50;62;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48;30;278
30;278;52;35;56;33;46;59;40;5;3;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;60;44;43;17;8;50;62;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;3;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;46;44;43;17;8;50;62;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48;30;278
30;278;52;35;56;33;60;59;40;5;3;2;61;26;22;49;1;21;47;12;19;58;15;31;38;63;46;44;43;17;8;50;62;36;32;20;64;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;3;2;61;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;62;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48;30;294
30;294;52;35;56;33;60;59;40;5;3;2;61;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;62;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;2;61;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;3;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48;30;294
30;294;52;35;56;33;60;59;40;5;62;2;61;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;3;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;39;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;2;39;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;3;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;61;25;27;29;6;55;11;18;4;48;30;294
30;294;52;35;56;33;60;59;40;5;62;2;39;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;3;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;10;42;61;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;10;39;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;3;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;2;42;61;25;27;29;6;55;11;18;4;48;30;294
30;294;52;35;56;33;60;59;40;5;62;10;39;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;50;3;36;32;20;19;24;28;14;37;57;34;53;54;30;13;7;41;51;9;16;23;45;2;42;61;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;10;39;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;25;27;29;6;55;11;18;4;48;30;302
31;302;52;35;56;33;60;59;40;5;62;10;39;26;22;49;1;21;47;12;64;58;15;31;38;63;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;25;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;10;39;26;22;49;1;21;47;12;64;58;15;31;38;25;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;4;48;31;302
31;302;52;35;56;33;60;59;40;5;62;10;39;26;22;49;1;21;47;12;64;58;15;31;38;25;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;58;15;31;38;26;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;4;48;31;302
31;302;52;35;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;58;15;31;38;26;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;4;48
52;35;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;58;48;31;302
31;302;52;35;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;34;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;58;48
52;34;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;58;48;31;302
31;302;52;34;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;20;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;27;29;6;55;11;18;58;48
52;34;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;27;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;20;29;6;55;11;18;58;48;31;302
31;302;52;34;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;27;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;20;29;6;55;11;18;58;48
52;34;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;20;29;6;55;27;18;58;48;31;302
31;302;52;34;56;33;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;23;45;2;42;61;63;20;29;6;55;27;18;58;48
52;34;56;23;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;33;45;2;42;61;63;20;29;6;55;27;18;58;48;31;306
31;306;52;34;56;23;60;59;40;5;62;10;39;25;22;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;33;45;2;42;61;63;20;29;6;55;27;18;58;48
52;34;56;23;60;59;40;5;62;10;39;25;20;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;33;45;2;42;61;63;22;29;6;55;27;18;58;48;31;306
31;306;52;34;56;23;60;59;40;5;62;10;39;25;20;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;9;16;33;45;2;42;61;63;22;29;6;55;27;18;58;48
52;34;56;23;60;59;40;5;62;10;39;25;20;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;33;16;9;45;2;42;61;63;22;29;6;55;27;18;58;48;31;306
31;306;52;34;56;23;60;59;40;5;62;10;39;25;20;49;1;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;53;54;30;50;7;41;51;33;16;9;45;2;42;61;63;22;29;6;55;27;18;58;48
52;34;56;23;60;59;40;5;62;10;39;25;20;49;53;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;1;54;30;50;7;41;51;33;16;9;45;2;42;61;63;22;29;6;55;27;18;58;48;31;300
31;300;52;34;56;23;60;59;40;5;62;10;39;25;20;49;53;21;47;12;64;4;15;31;38;26;46;44;43;17;8;13;3;36;32;11;19;24;28;14;37;57;35;1;54;30;50;7;41;51;33;16;9;45;2;42;61;63;22;29;6;55;27;18;58;48
