"X1";"X27336";"X17";"X10";"X22";"X23";"X16";"X31";"X20";"X11";"X8";"X4";"X19";"X26";"X27";"X24";"X32";"X1.1";"X9";"X5";"X6";"X21";"X14";"X18";"X2";"X28";"X15";"X7";"X25";"X29";"X13";"X30";"X12";"X3"
80;25700;30;10;8;14;12;16;19;23;6;4;5;25;7;27;29;15;3;18;26;22;17;1;20;32;21;31;28;11;24;13;9;2
30;10;8;14;12;16;19;23;6;4;11;25;7;27;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;2;80;25140
80;25140;30;10;8;14;12;16;19;23;6;4;11;25;7;27;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;2
30;10;8;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;27;80;25192
80;25192;30;10;8;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;27
30;10;24;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;22;17;1;20;32;21;31;28;5;8;13;9;27;80;26204
80;25192;30;10;8;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;27
30;10;22;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;8;17;1;20;32;21;31;28;5;24;13;9;27;80;25354
80;25192;30;10;8;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;27
30;10;8;14;12;16;19;23;6;4;11;25;7;2;29;15;24;18;26;22;17;1;20;32;21;31;28;5;3;13;9;27;80;26458
80;25192;30;10;8;14;12;16;19;23;6;4;11;25;7;2;29;15;3;18;26;22;17;1;20;32;21;31;28;5;24;13;9;27
30;10;8;14;12;16;18;23;6;4;11;25;7;2;29;15;3;19;26;22;17;1;20;32;21;31;28;5;24;13;9;27;80;25112
80;25112;30;10;8;14;12;16;18;23;6;4;11;25;7;2;29;15;3;19;26;22;17;1;20;32;21;31;28;5;24;13;9;27
30;10;8;14;12;16;18;23;6;4;11;25;7;2;29;15;3;19;13;22;17;1;20;32;21;31;28;5;24;26;9;27;80;25100
80;25100;30;10;8;14;12;16;18;23;6;4;11;25;7;2;29;15;3;19;13;22;17;1;20;32;21;31;28;5;24;26;9;27
30;10;8;14;32;16;18;23;6;4;11;25;7;2;29;15;3;19;13;22;17;1;20;12;21;31;28;5;24;26;9;27;80;25390
80;25390;30;10;8;14;32;16;18;23;6;4;11;25;7;2;29;15;3;19;13;22;17;1;20;12;21;31;28;5;24;26;9;27
30;10;8;14;32;16;18;23;6;4;11;25;7;2;29;15;3;28;13;22;17;1;20;12;21;31;19;5;24;26;9;27;80;25730
80;25730;30;10;8;14;32;16;18;23;6;4;11;25;7;2;29;15;3;28;13;22;17;1;20;12;21;31;19;5;24;26;9;27
30;10;8;14;32;16;18;23;17;4;11;25;7;2;29;15;3;28;13;22;6;1;20;12;21;31;19;5;24;26;9;27;80;25886
80;25886;30;10;8;14;32;16;18;23;17;4;11;25;7;2;29;15;3;28;13;22;6;1;20;12;21;31;19;5;24;26;9;27
30;10;8;14;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;21;31;19;5;24;26;2;27;80;25846
80;25846;30;10;8;14;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;21;31;19;5;24;26;2;27
30;10;8;14;32;16;18;23;17;4;11;25;12;9;29;15;3;28;13;22;6;1;20;7;21;31;19;5;24;26;2;27;80;26606
80;25846;30;10;8;14;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;21;31;19;5;24;26;2;27
30;10;8;21;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;14;31;19;5;24;26;2;27;80;26164
80;26164;30;10;8;21;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;14;31;19;5;24;26;2;27
30;10;8;21;32;16;18;20;17;4;11;25;7;9;29;15;3;28;13;22;6;1;23;12;14;31;19;5;24;26;2;27;80;26444
80;26164;30;10;8;21;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;14;31;19;5;24;26;2;27
30;10;8;21;32;16;18;23;17;12;11;25;7;9;29;15;3;28;13;22;6;1;20;4;14;31;19;5;24;26;2;27;80;26604
80;26164;30;10;8;21;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;14;31;19;5;24;26;2;27
30;10;8;21;32;22;18;23;17;4;11;25;7;9;29;15;3;28;13;16;6;1;20;12;14;31;19;5;24;26;2;27;80;27282
80;26164;30;10;8;21;32;16;18;23;17;4;11;25;7;9;29;15;3;28;13;22;6;1;20;12;14;31;19;5;24;26;2;27
30;10;8;21;32;16;18;23;17;4;11;25;7;1;29;15;3;28;13;22;6;9;20;12;14;31;19;5;24;26;2;27;80;26004
80;26004;30;10;8;21;32;16;18;23;17;4;11;25;7;1;29;15;3;28;13;22;6;9;20;12;14;31;19;5;24;26;2;27
30;10;8;21;32;16;18;23;14;4;11;25;7;1;29;15;3;28;13;22;6;9;20;12;17;31;19;5;24;26;2;27;80;26186
80;26004;30;10;8;21;32;16;18;23;17;4;11;25;7;1;29;15;3;28;13;22;6;9;20;12;14;31;19;5;24;26;2;27
30;10;20;21;32;16;18;23;17;4;11;25;7;1;29;15;3;28;13;22;6;9;8;12;14;31;19;5;24;26;2;27;80;26428
80;26428;30;10;20;21;32;16;18;23;17;4;11;25;7;1;29;15;3;28;13;22;6;9;8;12;14;31;19;5;24;26;2;27
30;10;20;21;32;16;18;2;17;4;11;25;7;1;29;15;3;28;13;22;6;9;8;12;14;31;19;5;24;26;23;27;80;26652
81;26428;30;10;20;21;32;16;18;23;17;4;11;25;7;1;29;15;3;28;13;22;6;9;8;12;14;31;19;5;24;26;2;27
30;10;20;21;32;16;18;23;17;4;11;25;7;26;29;15;3;28;13;22;6;9;8;12;14;31;19;5;24;1;2;27;81;26240
81;26240;30;10;20;21;32;16;18;23;17;4;11;25;7;26;29;15;3;28;13;22;6;9;8;12;14;31;19;5;24;1;2;27
30;10;20;21;32;16;18;23;17;4;11;25;7;24;29;15;3;28;13;22;6;9;8;12;14;31;19;5;26;1;2;27;81;26260
81;26260;30;10;20;21;32;16;18;23;17;4;11;25;7;24;29;15;3;28;13;22;6;9;8;12;14;31;19;5;26;1;2;27
30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;3;28;13;22;6;9;8;25;14;31;19;5;26;1;2;27;81;25440
81;25440;30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;3;28;13;22;6;9;8;25;14;31;19;5;26;1;2;27
30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;3;28;13;22;6;9;8;27;14;31;19;5;26;1;2;25;81;25360
81;25360;30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;3;28;13;22;6;9;8;27;14;31;19;5;26;1;2;25
30;10;20;21;32;16;18;23;3;4;11;12;7;24;29;15;17;28;13;22;6;9;8;27;14;31;19;5;26;1;2;25;81;25862
81;25360;30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;3;28;13;22;6;9;8;27;14;31;19;5;26;1;2;25
30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;26;1;2;25;81;25640
81;25640;30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;26;1;2;25
30;10;20;21;32;16;18;23;17;4;5;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;11;26;1;2;25;81;26160
81;25640;30;10;20;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;26;1;2;25
30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25;81;24440
81;24440;30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25
30;10;26;21;32;16;18;23;17;4;11;7;12;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25;81;25000
81;24440;30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25
30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;20;1;2;25;81;24840
81;24440;30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25
30;10;26;21;32;16;12;23;17;4;11;18;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25;81;25218
81;24440;30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;8;27;14;31;19;5;20;1;2;25
30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;20;1;2;25;81;24840
81;24840;30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;20;1;2;25
30;10;26;21;32;16;18;23;17;4;11;12;31;24;29;15;13;28;3;22;6;9;14;27;8;7;19;5;20;1;2;25;81;25768
81;24840;30;10;26;21;32;16;18;23;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;20;1;2;25
30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;23;1;2;25;81;24880
81;24880;30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;23;1;2;25
30;10;26;21;32;16;18;20;17;4;11;12;7;31;29;15;13;28;3;22;6;9;14;27;8;24;19;5;23;1;2;25;81;25440
81;24880;30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;28;3;22;6;9;14;27;8;31;19;5;23;1;2;25
30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;28;3;22;6;9;1;27;8;31;19;5;23;14;2;25;81;24880
81;24880;30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;28;3;22;6;9;1;27;8;31;19;5;23;14;2;25
30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;25;3;22;6;9;1;27;8;31;19;5;23;14;2;28;81;25260
81;25260;30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;25;3;22;6;9;1;27;8;31;19;5;23;14;2;28
30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;25;3;22;6;2;1;27;8;31;19;5;23;14;9;28;81;25560
81;25260;30;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;25;3;22;6;9;1;27;8;31;19;5;23;14;2;28
25;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28;81;25140
81;25140;25;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28
25;10;26;21;32;16;18;20;17;4;11;19;7;24;29;15;13;30;3;22;6;9;1;27;8;31;12;5;23;14;2;28;81;25640
82;25140;25;10;26;21;32;16;18;20;17;4;11;12;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28
32;10;26;21;25;16;18;20;17;4;11;12;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28;82;25180
82;25180;32;10;26;21;25;16;18;20;17;4;11;12;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28
32;12;26;21;25;16;18;20;17;4;11;10;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28;82;25620
82;25620;32;12;26;21;25;16;18;20;17;4;11;10;7;24;29;15;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;28
32;12;26;21;25;16;18;20;17;4;11;10;7;24;29;28;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;15;82;25464
82;25464;32;12;26;21;25;16;18;20;17;4;11;10;7;24;29;28;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;15
32;31;26;21;25;16;18;20;17;4;11;10;7;24;29;28;13;30;3;22;6;9;1;27;8;12;19;5;23;14;2;15;82;25578
82;25464;32;12;26;21;25;16;18;20;17;4;11;10;7;24;29;28;13;30;3;22;6;9;1;27;8;31;19;5;23;14;2;15
32;12;26;31;25;16;18;20;17;4;11;10;7;24;29;28;13;30;3;22;6;9;1;27;8;21;19;5;23;14;2;15;82;26264
82;26264;32;12;26;31;25;16;18;20;17;4;11;10;7;24;29;28;13;30;3;22;6;9;1;27;8;21;19;5;23;14;2;15
32;12;26;31;25;16;18;20;17;4;11;8;7;24;29;28;13;30;3;22;6;9;1;27;10;21;19;5;23;14;2;15;82;26224
82;26224;32;12;26;31;25;16;18;20;17;4;11;8;7;24;29;28;13;30;3;22;6;9;1;27;10;21;19;5;23;14;2;15
32;12;26;31;25;16;18;20;17;4;11;8;7;24;28;29;13;30;3;22;6;9;1;27;10;21;19;5;23;14;2;15;82;26744
82;26224;32;12;26;31;25;16;18;20;17;4;11;8;7;24;29;28;13;30;3;22;6;9;1;27;10;21;19;5;23;14;2;15
32;12;26;31;25;16;18;20;17;4;11;8;7;24;29;28;13;30;3;22;27;9;1;6;10;21;19;5;23;14;2;15;82;26326
82;26224;32;12;26;31;25;16;18;20;17;4;11;8;7;24;29;28;13;30;3;22;6;9;1;27;10;21;19;5;23;14;2;15
32;12;26;31;25;16;18;20;17;4;11;8;7;27;29;28;13;30;3;22;6;9;1;24;10;21;19;5;23;14;2;15;82;26224
82;26224;32;12;26;31;25;16;18;20;17;4;11;8;7;27;29;28;13;30;3;22;6;9;1;24;10;21;19;5;23;14;2;15
32;12;26;31;25;16;18;7;17;4;11;8;20;27;29;28;13;30;3;22;6;9;1;24;10;21;19;5;23;14;2;15;82;26820
82;26820;32;12;26;31;25;16;18;7;17;4;11;8;20;27;29;28;13;30;3;22;6;9;1;24;10;21;19;5;23;14;2;15
32;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;1;24;10;21;19;17;23;14;2;15;82;27054
82;27054;32;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;1;24;10;21;19;17;23;14;2;15
32;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;1;30;3;22;6;9;13;24;10;21;19;17;23;14;2;15;82;27674
82;27054;32;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;1;24;10;21;19;17;23;14;2;15
32;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;1;6;9;22;24;10;21;19;17;23;14;2;15;82;27444
82;27054;32;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;1;24;10;21;19;17;23;14;2;15
1;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;32;24;10;21;19;17;23;14;2;15;82;26836
82;26836;1;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;32;24;10;21;19;17;23;14;2;15
1;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;32;9;6;24;10;21;19;17;23;14;2;15;82;27000
82;26836;1;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;32;24;10;21;19;17;23;14;2;15
14;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;32;24;10;21;19;17;23;1;2;15;82;26076
82;26076;14;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;32;24;10;21;19;17;23;1;2;15
14;12;26;31;25;16;18;7;5;4;11;30;20;27;29;28;13;8;3;22;6;9;32;24;10;21;19;17;23;1;2;15;82;26634
82;26076;14;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;30;3;22;6;9;32;24;10;21;19;17;23;1;2;15
14;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;21;3;22;6;9;32;24;10;30;19;17;23;1;2;15;82;25496
82;25496;14;12;26;31;25;16;18;7;5;4;11;8;20;27;29;28;13;21;3;22;6;9;32;24;10;30;19;17;23;1;2;15
14;12;26;31;25;16;18;7;5;4;11;8;20;10;29;28;13;21;3;22;6;9;32;24;27;30;19;17;23;1;2;15;82;25588
82;25588;14;12;26;31;25;16;18;7;5;4;11;8;20;10;29;28;13;21;3;22;6;9;32;24;27;30;19;17;23;1;2;15
14;12;26;31;25;16;18;7;5;4;11;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;27;2;15;82;25772
83;25772;14;12;26;31;25;16;18;7;5;4;11;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;27;2;15
11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;27;2;15;83;25892
83;25892;11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;27;2;15
11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;15;2;27;83;25996
83;25996;11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;15;2;27
11;7;26;31;25;16;18;12;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;15;2;27;83;26196
83;25996;11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;15;2;27
11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;17;6;9;32;24;1;30;19;22;23;15;2;27;83;26676
83;25996;11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;15;2;27
11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;19;30;17;23;15;2;27;83;27156
83;25996;11;12;26;31;25;16;18;7;5;4;14;8;20;10;29;28;13;21;3;22;6;9;32;24;1;30;19;17;23;15;2;27
11;12;26;31;25;16;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;27;83;26196
83;26196;11;12;26;31;25;16;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;27
11;12;26;31;27;16;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;25;83;25756
83;25756;11;12;26;31;27;16;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;25
11;12;26;31;27;24;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;16;1;30;19;17;23;15;2;25;83;26230
83;25756;11;12;26;31;27;16;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;25
11;12;26;31;27;16;18;7;5;6;14;8;20;10;29;28;13;21;3;32;4;9;22;24;1;30;19;17;23;15;2;25;83;25996
83;25756;11;12;26;31;27;16;18;7;5;6;14;8;20;10;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;25
11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;25;83;25250
83;25250;11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;22;4;9;32;24;1;30;19;17;23;15;2;25
11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;25214
83;25214;11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;18;27;16;31;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;26174
83;25214;11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
25;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;11;83;26154
83;25214;11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;27;16;18;7;5;6;14;8;20;26;4;28;13;21;3;15;29;9;32;24;1;30;19;17;23;22;2;25;83;26002
83;25214;11;12;10;31;27;16;18;7;5;6;14;8;20;26;29;28;13;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;13;16;18;7;5;6;14;8;20;26;29;28;27;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;25040
83;25040;11;12;10;31;13;16;18;7;5;6;14;8;20;26;29;28;27;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;13;16;18;21;5;6;14;8;20;26;29;28;27;7;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;26090
83;25040;11;12;10;31;13;16;18;7;5;6;14;8;20;26;29;28;27;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;13;16;18;7;5;6;14;8;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;25200
83;25200;11;12;10;31;13;16;18;7;5;6;14;8;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;6;16;18;7;5;13;14;8;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;25080
83;25080;11;12;10;31;6;16;18;7;5;13;14;8;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;13;16;18;7;5;6;14;8;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25;83;25200
83;25200;11;12;10;31;13;16;18;7;5;6;14;8;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;23;22;2;25
11;12;10;31;13;16;18;7;5;6;14;23;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25;83;25262
84;25262;11;12;10;31;13;16;18;7;5;6;14;23;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25
11;12;10;31;13;21;18;7;5;6;14;23;20;27;29;28;26;16;3;15;4;9;32;24;1;30;19;17;8;22;2;25;84;26374
84;25262;11;12;10;31;13;16;18;7;5;6;14;23;20;27;29;28;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25
11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25;84;24862
84;24862;11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25
11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;17;19;30;8;22;2;25;84;25982
84;24862;11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25
11;12;10;31;13;22;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;16;2;25;84;24920
84;24862;11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25
31;12;10;11;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25;84;25416
84;24862;11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;30;19;17;8;22;2;25
11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;25;19;17;8;22;2;30;84;24862
84;24862;11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;25;19;17;8;22;2;30
11;12;10;4;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;31;9;32;24;1;25;19;17;8;22;2;30;84;26510
84;24862;11;12;10;31;13;16;18;7;5;6;14;23;20;28;29;27;26;21;3;15;4;9;32;24;1;25;19;17;8;22;2;30
11;12;10;31;13;16;18;7;5;6;24;23;20;28;29;27;26;21;3;15;4;9;32;14;1;25;19;17;8;22;2;30;84;24326
84;24326;11;12;10;31;13;16;18;7;5;6;24;23;20;28;29;27;26;21;3;15;4;9;32;14;1;25;19;17;8;22;2;30
11;12;10;31;27;16;18;7;5;6;24;23;20;28;29;13;26;21;3;15;4;9;32;14;1;25;19;17;8;22;2;30;84;24804
84;24326;11;12;10;31;13;16;18;7;5;6;24;23;20;28;29;27;26;21;3;15;4;9;32;14;1;25;19;17;8;22;2;30
11;12;10;31;13;16;18;7;5;6;25;23;20;28;29;27;26;21;3;15;4;9;32;14;1;24;19;17;8;22;2;30;84;25126
84;24326;11;12;10;31;13;16;18;7;5;6;24;23;20;28;29;27;26;21;3;15;4;9;32;14;1;25;19;17;8;22;2;30
11;12;10;31;13;16;18;7;5;6;24;23;20;28;29;27;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30;84;24406
84;24406;11;12;10;31;13;16;18;7;5;6;24;23;20;28;29;27;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30
18;12;10;31;13;16;11;7;5;6;24;23;20;28;29;27;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30;84;24492
84;24492;18;12;10;31;13;16;11;7;5;6;24;23;20;28;29;27;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30
18;12;10;31;13;16;11;7;5;6;24;27;20;28;29;23;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30;84;24652
84;24652;18;12;10;31;13;16;11;7;5;6;24;27;20;28;29;23;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30
18;1;10;31;13;16;11;7;5;6;24;27;20;28;29;23;26;21;3;14;4;9;32;15;12;25;19;17;8;22;2;30;84;25512
84;24652;18;12;10;31;13;16;11;7;5;6;24;27;20;28;29;23;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30
18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30;84;24732
84;24732;18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;4;9;32;15;1;25;19;17;8;22;2;30
18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30;84;25310
84;25310;18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30
18;12;11;31;13;16;10;7;5;6;24;27;20;28;25;23;26;21;3;14;22;9;32;15;1;29;19;17;8;4;2;30;84;25690
84;25310;18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30
18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;4;8;2;30;84;25490
84;25310;18;12;11;31;13;16;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30
18;12;16;31;13;11;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30;84;25310
84;25310;18;12;16;31;13;11;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30
18;12;16;31;11;13;10;7;5;6;24;27;20;28;29;23;26;21;3;14;22;9;32;15;1;25;19;17;8;4;2;30;84;25150
