"X1";"X27114";"X23";"X21";"X18";"X25";"X22";"X7";"X29";"X10";"X31";"X28";"X11";"X2";"X1.1";"X26";"X9";"X20";"X8";"X15";"X4";"X6";"X14";"X13";"X27";"X30";"X17";"X12";"X3";"X5";"X24";"X32";"X19";"X16"
61;28094;15;26;25;32;4;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;18;23;2;24;29;6;21;17;3;8
15;26;25;32;18;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;4;23;2;24;29;6;21;17;3;8;61;28534
61;28534;15;26;25;32;18;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;4;23;2;24;29;6;21;17;3;8
15;26;25;32;18;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;4;23;2;29;24;6;21;17;3;8;61;28494
61;28494;15;26;25;32;18;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;4;23;2;29;24;6;21;17;3;8
15;26;25;32;18;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;29;23;2;4;24;6;21;17;3;8;61;28180
61;28180;15;26;25;32;18;9;13;31;30;10;28;5;1;22;14;12;20;7;19;11;27;16;29;23;2;4;24;6;21;17;3;8
15;26;25;12;18;9;13;31;30;10;28;5;1;22;14;32;20;7;19;11;27;16;29;23;2;4;24;6;21;17;3;8;61;27998
61;27998;15;26;25;12;18;9;13;31;30;10;28;5;1;22;14;32;20;7;19;11;27;16;29;23;2;4;24;6;21;17;3;8
15;26;25;12;18;9;13;31;30;10;28;5;1;22;14;7;20;32;19;11;27;16;29;23;2;4;24;6;21;17;3;8;61;28132
62;28132;15;26;25;12;18;9;13;31;30;10;28;5;1;22;14;7;20;32;19;11;27;16;29;23;2;4;24;6;21;17;3;8
15;26;25;28;18;9;13;31;30;10;12;5;1;22;14;7;20;32;19;11;27;16;29;23;2;4;24;6;21;17;3;8;62;27994
62;27994;15;26;25;28;18;9;13;31;30;10;12;5;1;22;14;7;20;32;19;11;27;16;29;23;2;4;24;6;21;17;3;8
15;26;25;28;18;9;13;31;30;10;12;5;1;22;14;7;20;32;19;11;27;16;29;23;2;4;24;6;21;8;3;17;62;27650
62;27650;15;26;25;28;18;9;13;31;30;10;12;5;1;22;14;7;20;32;19;11;27;16;29;23;2;4;24;6;21;8;3;17
15;26;25;28;18;9;13;31;30;10;12;2;1;22;14;7;20;32;19;11;27;16;29;23;5;4;24;6;21;8;3;17;62;27970
62;27970;15;26;25;28;18;9;13;31;30;10;12;2;1;22;14;7;20;32;19;11;27;16;29;23;5;4;24;6;21;8;3;17
15;26;25;10;18;9;13;31;30;28;12;2;1;22;14;7;20;32;19;11;27;16;29;23;5;4;24;6;21;8;3;17;62;27786
62;27786;15;26;25;10;18;9;13;31;30;28;12;2;1;22;14;7;20;32;19;11;27;16;29;23;5;4;24;6;21;8;3;17
15;26;14;10;18;9;13;31;30;28;12;2;1;22;25;7;20;32;19;11;27;16;29;23;5;4;24;6;21;8;3;17;62;27654
62;27654;15;26;14;10;18;9;13;31;30;28;12;2;1;22;25;7;20;32;19;11;27;16;29;23;5;4;24;6;21;8;3;17
15;26;14;10;18;9;13;31;30;28;12;2;1;22;25;7;20;32;19;11;27;16;29;23;8;4;24;6;21;5;3;17;62;27494
62;27494;15;26;14;10;18;9;13;31;30;28;12;2;1;22;25;7;20;32;19;11;27;16;29;23;8;4;24;6;21;5;3;17
15;26;14;10;18;9;13;31;30;28;12;2;1;22;21;7;20;32;19;11;27;16;29;23;8;4;24;6;25;5;3;17;62;27454
62;27454;15;26;14;10;18;9;13;31;30;28;12;2;1;22;21;7;20;32;19;11;27;16;29;23;8;4;24;6;25;5;3;17
15;26;14;10;18;9;13;31;30;16;12;2;1;22;21;7;20;32;19;11;27;28;29;23;8;4;24;6;25;5;3;17;62;27070
62;27070;15;26;14;10;18;9;13;31;30;16;12;2;1;22;21;7;20;32;19;11;27;28;29;23;8;4;24;6;25;5;3;17
15;26;14;10;18;9;13;31;30;16;12;2;1;22;21;7;20;32;19;11;27;28;29;23;8;4;24;6;3;5;25;17;62;27576
62;27070;15;26;14;10;18;9;13;31;30;16;12;2;1;22;21;7;20;32;19;11;27;28;29;23;8;4;24;6;25;5;3;17
15;26;9;10;18;14;13;31;30;16;12;2;1;22;21;7;20;32;19;11;27;28;29;23;8;4;24;6;25;5;3;17;62;27070
62;27070;15;26;9;10;18;14;13;31;30;16;12;2;1;22;21;7;20;32;19;11;27;28;29;23;8;4;24;6;25;5;3;17
15;26;9;10;18;14;13;31;30;16;12;2;1;22;28;7;20;32;19;11;27;21;29;23;8;4;24;6;25;5;3;17;62;27230
62;27230;15;26;9;10;18;14;13;31;30;16;12;2;1;22;28;7;20;32;19;11;27;21;29;23;8;4;24;6;25;5;3;17
15;26;9;10;18;14;13;31;30;16;12;32;1;22;28;7;20;2;19;11;27;21;29;23;8;4;24;6;25;5;3;17;62;27332
62;27332;15;26;9;10;18;14;13;31;30;16;12;32;1;22;28;7;20;2;19;11;27;21;29;23;8;4;24;6;25;5;3;17
15;26;9;10;18;14;13;31;30;16;12;32;1;22;28;7;20;2;19;21;27;11;29;23;8;4;24;6;25;5;3;17;62;26866
62;26866;15;26;9;10;18;14;13;31;30;16;12;32;1;22;28;7;20;2;19;21;27;11;29;23;8;4;24;6;25;5;3;17
15;26;9;27;18;14;13;31;30;16;12;32;1;22;28;7;20;2;19;21;10;11;29;23;8;4;24;6;25;5;3;17;62;26558
62;26558;15;26;9;27;18;14;13;31;30;16;12;32;1;22;28;7;20;2;19;21;10;11;29;23;8;4;24;6;25;5;3;17
15;26;9;27;18;14;13;11;30;16;12;32;1;22;28;7;20;2;19;21;10;31;29;23;8;4;24;6;25;5;3;17;62;26716
62;26716;15;26;9;27;18;14;13;11;30;16;12;32;1;22;28;7;20;2;19;21;10;31;29;23;8;4;24;6;25;5;3;17
15;26;9;27;18;14;13;11;30;16;12;32;1;20;28;7;22;2;19;21;10;31;29;23;8;4;24;6;25;5;3;17;62;25716
62;25716;15;26;9;27;18;14;13;11;30;16;12;32;1;20;28;7;22;2;19;21;10;31;29;23;8;4;24;6;25;5;3;17
15;26;9;27;18;14;13;11;30;16;12;32;1;20;28;7;22;2;19;21;10;31;29;23;8;4;24;6;3;5;25;17;62;26410
62;26410;15;26;9;27;18;14;13;11;30;16;12;32;1;20;28;7;22;2;19;21;10;31;29;23;8;4;24;6;3;5;25;17
15;26;9;27;18;22;13;11;30;16;12;32;1;20;28;7;14;2;19;21;10;31;29;23;8;4;24;6;3;5;25;17;62;25852
62;25852;15;26;9;27;18;22;13;11;30;16;12;32;1;20;28;7;14;2;19;21;10;31;29;23;8;4;24;6;3;5;25;17
15;26;9;27;18;22;13;11;30;16;12;32;1;20;28;7;14;2;19;21;10;6;29;23;8;4;24;31;3;5;25;17;62;26154
62;26154;15;26;9;27;18;22;13;11;30;16;12;32;1;20;28;7;14;2;19;21;10;6;29;23;8;4;24;31;3;5;25;17
15;26;9;27;18;22;13;20;30;16;12;32;1;11;28;7;14;2;19;21;10;6;29;23;8;4;24;31;3;5;25;17;62;27026
63;27026;15;26;9;27;18;22;13;20;30;16;12;32;1;11;28;7;14;2;19;21;10;6;29;23;8;4;24;31;3;5;25;17
15;26;9;27;18;22;13;23;30;16;12;32;1;11;28;7;14;2;19;21;10;6;29;20;8;4;24;31;3;5;25;17;63;26426
63;26426;15;26;9;27;18;22;13;23;30;16;12;32;1;11;28;7;14;2;19;21;10;6;29;20;8;4;24;31;3;5;25;17
15;26;9;27;18;22;13;23;30;16;12;32;1;11;28;24;14;2;19;21;10;6;29;20;8;4;7;31;3;5;25;17;63;26906
63;26426;15;26;9;27;18;22;13;23;30;16;12;32;1;11;28;7;14;2;19;21;10;6;29;20;8;4;24;31;3;5;25;17
15;26;9;27;12;22;13;23;30;16;18;32;1;11;28;7;14;2;19;21;10;6;29;20;8;4;24;31;3;5;25;17;63;26732
63;26732;15;26;9;27;12;22;13;23;30;16;18;32;1;11;28;7;14;2;19;21;10;6;29;20;8;4;24;31;3;5;25;17
15;26;9;27;12;22;13;23;30;16;18;32;1;29;28;7;14;2;19;21;10;6;11;20;8;4;24;31;3;5;25;17;63;26662
63;26662;15;26;9;27;12;22;13;23;30;16;18;32;1;29;28;7;14;2;19;21;10;6;11;20;8;4;24;31;3;5;25;17
15;26;9;27;12;22;13;23;30;16;18;32;1;29;28;7;14;2;3;21;10;6;11;20;8;4;24;31;19;5;25;17;63;26708
63;26708;15;26;9;27;12;22;13;23;30;16;18;32;1;29;28;7;14;2;3;21;10;6;11;20;8;4;24;31;19;5;25;17
15;26;9;27;12;22;13;23;30;16;18;32;1;29;28;7;14;2;3;21;10;31;11;20;8;4;24;6;19;5;25;17;63;26406
63;26406;15;26;9;27;12;22;13;23;30;16;18;32;1;29;28;7;14;2;3;21;10;31;11;20;8;4;24;6;19;5;25;17
15;26;9;27;12;22;13;23;30;16;18;32;1;7;28;29;14;2;3;21;10;31;11;20;8;4;24;6;19;5;25;17;63;26118
63;26118;15;26;9;27;12;22;13;23;30;16;18;32;1;7;28;29;14;2;3;21;10;31;11;20;8;4;24;6;19;5;25;17
15;26;9;27;12;22;13;23;30;16;18;32;1;7;28;2;14;29;3;21;10;31;11;20;8;4;24;6;19;5;25;17;63;27000
63;27000;15;26;9;27;12;22;13;23;30;16;18;32;1;7;28;2;14;29;3;21;10;31;11;20;8;4;24;6;19;5;25;17
15;26;9;27;12;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;31;11;20;8;4;24;6;19;5;25;17;63;27220
63;27220;15;26;9;27;12;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;31;11;20;8;4;24;6;19;5;25;17
4;26;9;27;12;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;31;11;20;8;15;24;6;19;5;25;17;63;27500
63;27500;4;26;9;27;12;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;31;11;20;8;15;24;6;19;5;25;17
4;26;9;27;31;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;12;11;20;8;15;24;6;19;5;25;17;63;27404
63;27404;4;26;9;27;31;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;12;11;20;8;15;24;6;19;5;25;17
4;26;9;27;31;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;12;11;20;8;15;17;6;19;5;25;24;63;27244
63;27244;4;26;9;27;31;22;13;23;21;16;18;32;1;7;28;2;14;29;3;30;10;12;11;20;8;15;17;6;19;5;25;24
4;2;9;27;31;22;13;23;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;15;17;6;19;5;25;24;63;27386
63;27386;4;2;9;27;31;22;13;23;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;15;17;6;19;5;25;24
4;22;9;27;31;2;13;23;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;15;17;6;19;5;25;24;63;27306
63;27306;4;22;9;27;31;2;13;23;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;15;17;6;19;5;25;24
4;22;9;27;31;2;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;6;19;5;25;24;63;26570
63;26570;4;22;9;27;31;2;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;6;19;5;25;24
4;22;9;27;31;2;13;15;21;28;18;32;1;7;16;26;14;29;3;30;10;12;11;20;8;23;17;6;19;5;25;24;63;27362
63;26570;4;22;9;27;31;2;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;6;19;5;25;24
4;6;9;27;31;2;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;22;19;5;25;24;63;26892
63;26892;4;6;9;27;31;2;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;22;19;5;25;24
4;2;9;27;31;6;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;22;19;5;25;24;63;26972
63;26972;4;2;9;27;31;6;13;15;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;23;17;22;19;5;25;24
4;2;9;27;31;6;13;23;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;15;17;22;19;5;25;24;63;27616
63;27616;4;2;9;27;31;6;13;23;21;16;18;32;1;7;28;26;14;29;3;30;10;12;11;20;8;15;17;22;19;5;25;24
4;2;9;27;31;6;13;23;21;16;18;32;1;7;28;26;25;29;3;30;10;12;11;20;8;15;17;22;19;5;14;24;63;27444
64;27444;4;2;9;27;31;6;13;23;21;16;18;32;1;7;28;26;25;29;3;30;10;12;11;20;8;15;17;22;19;5;14;24
4;2;9;27;31;6;13;23;21;16;18;32;1;7;24;26;25;29;3;30;10;12;11;20;8;15;17;22;19;5;14;28;64;27624
64;27624;4;2;9;27;31;6;13;23;21;16;18;32;1;7;24;26;25;29;3;30;10;12;11;20;8;15;17;22;19;5;14;28
13;2;9;27;31;6;4;23;21;16;18;32;1;7;24;26;25;29;3;30;10;12;11;20;8;15;17;22;19;5;14;28;64;27544
64;27544;13;2;9;27;31;6;4;23;21;16;18;32;1;7;24;26;25;29;3;30;10;12;11;20;8;15;17;22;19;5;14;28
13;2;9;27;31;6;4;23;21;16;18;17;1;7;24;26;25;29;3;30;10;12;11;20;8;15;32;22;19;5;14;28;64;26944
64;26944;13;2;9;27;31;6;4;23;21;16;18;17;1;7;24;26;25;29;3;30;10;12;11;20;8;15;32;22;19;5;14;28
13;2;5;27;31;6;4;23;21;16;18;17;1;7;24;26;25;29;3;30;10;12;11;20;8;15;32;22;19;9;14;28;64;27044
64;27044;13;2;5;27;31;6;4;23;21;16;18;17;1;7;24;26;25;29;3;30;10;12;11;20;8;15;32;22;19;9;14;28
13;2;5;27;31;6;4;23;21;16;18;17;1;7;8;26;25;29;3;30;10;12;11;20;24;15;32;22;19;9;14;28;64;26998
64;26998;13;2;5;27;31;6;4;23;21;16;18;17;1;7;8;26;25;29;3;30;10;12;11;20;24;15;32;22;19;9;14;28
13;2;5;27;31;6;4;23;21;3;18;17;1;7;8;26;25;29;16;30;10;12;11;20;24;15;32;22;19;9;14;28;64;26918
64;26918;13;2;5;27;31;6;4;23;21;3;18;17;1;7;8;26;25;29;16;30;10;12;11;20;24;15;32;22;19;9;14;28
13;2;5;6;31;27;4;23;21;3;18;17;1;7;8;26;25;29;16;30;10;12;11;20;24;15;32;22;19;9;14;28;64;26814
64;26814;13;2;5;6;31;27;4;23;21;3;18;17;1;7;8;26;25;29;16;30;10;12;11;20;24;15;32;22;19;9;14;28
13;2;5;6;31;27;30;23;21;3;18;17;1;7;8;26;25;29;16;4;10;12;11;20;24;15;32;22;19;9;14;28;64;26652
64;26652;13;2;5;6;31;27;30;23;21;3;18;17;1;7;8;26;25;29;16;4;10;12;11;20;24;15;32;22;19;9;14;28
13;2;5;6;31;27;30;23;21;3;18;17;1;7;28;26;25;29;16;4;10;12;11;20;24;15;32;22;19;9;14;8;64;26862
64;26862;13;2;5;6;31;27;30;23;21;3;18;17;1;7;28;26;25;29;16;4;10;12;11;20;24;15;32;22;19;9;14;8
13;2;5;6;31;27;30;23;21;3;18;17;1;7;28;26;25;29;16;4;14;12;11;20;24;15;32;22;19;9;10;8;64;27042
64;27042;13;2;5;6;31;27;30;23;21;3;18;17;1;7;28;26;25;29;16;4;14;12;11;20;24;15;32;22;19;9;10;8
13;2;5;6;31;27;30;23;21;3;18;17;12;7;28;26;25;29;16;4;14;1;11;20;24;15;32;22;19;9;10;8;64;27462
64;27462;13;2;5;6;31;27;30;23;21;3;18;17;12;7;28;26;25;29;16;4;14;1;11;20;24;15;32;22;19;9;10;8
13;2;5;6;31;27;30;23;21;3;18;17;12;7;28;26;25;29;16;4;14;1;11;20;24;9;32;22;19;15;10;8;64;27262
64;27262;13;2;5;6;31;27;30;23;21;3;18;17;12;7;28;26;25;29;16;4;14;1;11;20;24;9;32;22;19;15;10;8
13;2;5;6;31;27;30;23;21;3;18;17;12;7;28;26;8;29;16;4;14;1;11;20;24;9;32;22;19;15;10;25;64;28338
64;27262;13;2;5;6;31;27;30;23;21;3;18;17;12;7;28;26;25;29;16;4;14;1;11;20;24;9;32;22;19;15;10;8
13;2;5;6;31;27;30;23;21;3;18;9;12;7;28;26;25;29;16;4;14;1;11;20;24;17;32;22;19;15;10;8;64;27506
64;27506;13;2;5;6;31;27;30;23;21;3;18;9;12;7;28;26;25;29;16;4;14;1;11;20;24;17;32;22;19;15;10;8
13;2;5;6;31;27;30;23;21;3;18;9;12;7;28;26;25;29;16;4;14;1;11;20;24;17;32;22;19;10;15;8;64;27346
64;27346;13;2;5;6;31;27;30;23;21;3;18;9;12;7;28;26;25;29;16;4;14;1;11;20;24;17;32;22;19;10;15;8
13;2;5;6;31;27;30;23;21;12;18;9;3;7;28;26;25;29;16;4;14;1;11;20;24;17;32;22;19;10;15;8;64;27126
64;27126;13;2;5;6;31;27;30;23;21;12;18;9;3;7;28;26;25;29;16;4;14;1;11;20;24;17;32;22;19;10;15;8
13;2;5;6;31;27;30;23;21;12;18;9;3;7;28;26;25;29;16;4;14;11;1;20;24;17;32;22;19;10;15;8;64;26886
64;26886;13;2;5;6;31;27;30;23;21;12;18;9;3;7;28;26;25;29;16;4;14;11;1;20;24;17;32;22;19;10;15;8
13;2;5;6;31;27;30;23;21;12;18;9;3;7;28;26;25;29;15;4;14;11;1;20;24;17;32;22;19;10;16;8;64;26846
64;26846;13;2;5;6;31;27;30;23;21;12;18;9;3;7;28;26;25;29;15;4;14;11;1;20;24;17;32;22;19;10;16;8
13;2;5;6;31;27;30;8;21;12;18;9;3;7;28;26;25;29;15;4;14;11;1;20;24;17;32;22;19;10;16;23;64;27206
64;27206;13;2;5;6;31;27;30;8;21;12;18;9;3;7;28;26;25;29;15;4;14;11;1;20;24;17;32;22;19;10;16;23
13;2;5;6;31;27;30;8;21;12;7;9;3;18;28;26;25;29;15;4;14;11;1;20;24;17;32;22;19;10;16;23;64;26770
65;26770;13;2;5;6;31;27;30;8;21;12;7;9;3;18;28;26;25;29;15;4;14;11;1;20;24;17;32;22;19;10;16;23
13;2;5;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;9;4;14;11;1;20;24;17;32;22;19;10;16;23;65;26970
65;26970;13;2;5;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;9;4;14;11;1;20;24;17;32;22;19;10;16;23
13;2;9;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;5;4;14;11;1;20;24;17;32;22;19;10;16;23;65;26790
65;26790;13;2;9;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;5;4;14;11;1;20;24;17;32;22;19;10;16;23
20;2;9;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;5;4;14;11;1;13;24;17;32;22;19;10;16;23;65;27906
65;27906;20;2;9;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;5;4;14;11;1;13;24;17;32;22;19;10;16;23
20;2;9;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;5;4;14;11;1;13;24;19;32;22;17;10;16;23;65;27266
65;27266;20;2;9;6;31;27;30;8;21;12;7;15;3;18;28;26;25;29;5;4;14;11;1;13;24;19;32;22;17;10;16;23
20;2;9;6;31;27;30;8;21;12;7;15;3;18;22;26;25;29;5;4;14;11;1;13;24;19;32;28;17;10;16;23;65;26726
65;26726;20;2;9;6;31;27;30;8;21;12;7;15;3;18;22;26;25;29;5;4;14;11;1;13;24;19;32;28;17;10;16;23
20;2;15;6;31;27;30;8;21;12;7;9;3;18;22;26;25;29;5;4;14;11;1;13;24;19;32;28;17;10;16;23;65;26786
65;26786;20;2;15;6;31;27;30;8;21;12;7;9;3;18;22;26;25;29;5;4;14;11;1;13;24;19;32;28;17;10;16;23
20;2;22;6;31;27;30;8;21;12;7;9;3;18;15;26;25;29;5;4;14;11;1;13;24;19;32;28;17;10;16;23;65;26718
65;26718;20;2;22;6;31;27;30;8;21;12;7;9;3;18;15;26;25;29;5;4;14;11;1;13;24;19;32;28;17;10;16;23
20;2;22;6;31;27;30;8;21;12;7;9;3;18;15;26;25;29;5;4;14;11;1;13;32;19;24;28;17;10;16;23;65;26878
65;26878;20;2;22;6;31;27;30;8;21;12;7;9;3;18;15;26;25;29;5;4;14;11;1;13;32;19;24;28;17;10;16;23
20;2;22;6;31;27;30;8;21;12;7;9;3;18;15;26;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23;65;26658
65;26658;20;2;22;6;31;27;30;8;21;12;7;9;3;18;15;26;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23
20;2;22;6;31;27;30;8;21;12;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23;65;27036
65;27036;20;2;22;6;31;27;30;8;21;12;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23
30;2;22;6;31;27;20;8;21;12;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23;65;26576
65;26576;30;2;22;6;31;27;20;8;21;12;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23
29;2;22;6;31;27;20;8;21;12;7;9;3;18;26;15;25;30;5;4;14;11;10;13;32;19;24;28;17;1;16;23;65;26676
65;26576;30;2;22;6;31;27;20;8;21;12;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23
30;2;22;12;31;27;20;8;21;6;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23;65;27176
65;27176;30;2;22;12;31;27;20;8;21;6;7;9;3;18;26;15;25;29;5;4;14;11;10;13;32;19;24;28;17;1;16;23
30;2;22;12;31;27;20;8;21;6;7;9;3;18;26;15;25;29;5;4;1;11;10;13;32;19;24;28;17;14;16;23;65;27096
65;27096;30;2;22;12;31;27;20;8;21;6;7;9;3;18;26;15;25;29;5;4;1;11;10;13;32;19;24;28;17;14;16;23
30;2;22;12;31;26;20;8;21;6;7;9;3;18;27;15;25;29;5;4;1;11;10;13;32;19;24;28;17;14;16;23;65;26936
65;26936;30;2;22;12;31;26;20;8;21;6;7;9;3;18;27;15;25;29;5;4;1;11;10;13;32;19;24;28;17;14;16;23
30;2;22;12;31;26;20;8;21;6;7;9;3;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;16;23;65;27054
65;27054;30;2;22;12;31;26;20;8;21;6;7;9;3;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;16;23
30;2;1;12;31;26;20;8;21;6;7;9;3;18;27;15;25;29;5;17;22;11;10;13;32;19;24;28;4;14;16;23;65;27690
65;27054;30;2;22;12;31;26;20;8;21;6;7;9;3;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;16;23
3;2;22;12;31;26;20;8;21;6;7;9;30;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;16;23;65;26846
65;26846;3;2;22;12;31;26;20;8;21;6;7;9;30;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;16;23
3;2;22;12;31;26;20;8;21;6;7;9;16;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;30;23;65;27614
65;27614;3;2;22;12;31;26;20;8;21;6;7;9;16;18;27;15;25;29;5;17;1;11;10;13;32;19;24;28;4;14;30;23
3;2;22;12;31;26;20;8;21;6;7;9;16;18;27;15;25;29;5;19;1;11;10;13;32;17;24;28;4;14;30;23;65;27614
66;27614;3;2;22;12;31;26;20;8;21;6;7;9;16;18;27;15;25;29;5;19;1;11;10;13;32;17;24;28;4;14;30;23
3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;15;25;29;5;19;1;11;10;13;32;17;24;28;4;14;30;23;66;26686
66;26686;3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;15;25;29;5;19;1;11;10;13;32;17;24;28;4;14;30;23
3;16;22;21;31;26;20;8;12;6;7;9;2;18;27;15;25;29;5;19;1;11;10;13;32;17;24;28;4;14;30;23;66;27066
66;26686;3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;15;25;29;5;19;1;11;10;13;32;17;24;28;4;14;30;23
3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;10;25;29;5;19;1;11;15;13;32;17;24;28;4;14;30;23;66;26446
66;26446;3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;10;25;29;5;19;1;11;15;13;32;17;24;28;4;14;30;23
3;2;22;21;31;26;20;8;12;6;24;9;16;18;27;10;25;29;5;19;1;11;15;13;32;17;7;28;4;14;30;23;66;27042
66;26446;3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;10;25;29;5;19;1;11;15;13;32;17;24;28;4;14;30;23
3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;23;25;29;5;19;1;11;15;13;32;17;24;28;4;14;30;10;66;26222
66;26222;3;2;22;21;31;26;20;8;12;6;7;9;16;18;27;23;25;29;5;19;1;11;15;13;32;17;24;28;4;14;30;10
3;2;22;21;31;26;20;8;12;6;7;9;16;4;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;14;30;10;66;26540
66;26540;3;2;22;21;31;26;20;8;12;6;7;9;16;4;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;14;30;10
3;2;22;10;31;26;20;8;12;6;7;9;16;4;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;14;30;21;66;26766
66;26766;3;2;22;10;31;26;20;8;12;6;7;9;16;4;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;14;30;21
3;12;22;10;31;26;20;8;2;6;7;9;16;4;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;14;30;21;66;27086
66;26766;3;2;22;10;31;26;20;8;12;6;7;9;16;4;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;14;30;21
3;2;22;10;31;26;20;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;4;30;21;66;26246
66;26246;3;2;22;10;31;26;20;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;4;30;21
3;2;22;10;31;21;20;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;4;30;26;66;26446
66;26446;3;2;22;10;31;21;20;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;4;30;26
20;2;22;10;31;21;3;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;4;30;26;66;25884
66;25884;20;2;22;10;31;21;3;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;18;4;30;26
20;2;22;10;31;21;3;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;4;18;30;26;66;25434
66;25434;20;2;22;10;31;21;3;8;12;6;7;9;16;14;27;23;25;29;5;19;1;11;15;13;32;17;24;28;4;18;30;26
20;2;22;10;31;21;3;8;12;6;19;9;16;14;27;23;25;29;5;7;1;11;15;13;32;17;24;28;4;18;30;26;66;25134
66;25134;20;2;22;10;31;21;3;8;12;6;19;9;16;14;27;23;25;29;5;7;1;11;15;13;32;17;24;28;4;18;30;26
20;2;22;10;31;21;3;8;12;6;19;9;16;14;27;23;25;13;5;7;1;11;15;29;32;17;24;28;4;18;30;26;66;25548
66;25134;20;2;22;10;31;21;3;8;12;6;19;9;16;14;27;23;25;29;5;7;1;11;15;13;32;17;24;28;4;18;30;26
20;2;22;10;31;21;3;8;12;6;19;9;16;14;27;23;25;29;15;7;1;11;5;13;32;17;24;28;4;18;30;26;66;24894
