"X1";"X290";"X45";"X36";"X2";"X34";"X18";"X56";"X16";"X17";"X63";"X49";"X28";"X4";"X58";"X57";"X40";"X12";"X7";"X25";"X21";"X62";"X44";"X48";"X29";"X31";"X59";"X60";"X32";"X47";"X22";"X41";"X54";"X24";"X19";"X30";"X50";"X10";"X35";"X55";"X33";"X27";"X14";"X13";"X51";"X52";"X37";"X43";"X26";"X5";"X46";"X53";"X11";"X8";"X1.1";"X39";"X6";"X20";"X9";"X15";"X61";"X3";"X64";"X38";"X23";"X42"
39;248;54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;35;32;4;49;57;51;14;3;2;37;46;53;58;61;25;47;63;22;8;50;56;18;64;45;16;60;28;19;26;1;21
54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;53;58;61;25;47;63;22;8;50;56;18;64;45;16;60;28;19;26;1;21;39;248
39;248;54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;53;58;61;25;47;63;22;8;50;56;18;64;45;16;60;28;19;26;1;21
54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;16;58;61;25;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21;39;248
39;248;54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;16;58;61;25;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21
54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21;39;248
39;248;54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21
54;10;40;9;30;41;24;38;15;39;13;7;27;11;22;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;25;58;61;16;47;63;33;8;50;56;18;64;45;53;60;28;19;26;1;21;39;280
39;248;54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;5;4;32;35;49;57;51;14;3;2;37;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21
54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;49;57;51;14;3;2;5;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21;39;250
39;250;54;10;40;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;49;57;51;14;3;2;5;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21
54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;49;57;40;14;3;2;5;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21;39;258
39;258;54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;49;57;40;14;3;2;5;46;25;58;61;16;47;63;22;8;50;56;18;64;45;53;60;28;19;26;1;21
54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;49;57;40;14;3;2;5;46;25;58;61;16;47;63;50;8;22;56;18;64;45;53;60;28;19;26;1;21;39;258
40;258;54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;49;57;40;14;3;2;5;46;25;58;61;16;47;63;50;8;22;56;18;64;45;53;60;28;19;26;1;21
54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;14;57;40;49;3;2;5;46;25;58;61;16;47;63;50;8;22;56;18;64;45;53;60;28;19;26;1;21;40;262
40;262;54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;14;57;40;49;3;2;5;46;25;58;61;16;47;63;50;8;22;56;18;64;45;53;60;28;19;26;1;21
54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;16;47;40;50;8;22;56;18;64;45;53;60;28;19;26;1;21;40;256
40;256;54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;48;20;55;12;6;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;16;47;40;50;8;22;56;18;64;45;53;60;28;19;26;1;21
54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;6;20;55;12;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;16;47;40;50;8;22;56;18;64;45;53;60;28;19;26;1;21;40;254
40;254;54;10;51;9;30;41;24;38;15;39;13;7;27;11;33;31;52;17;43;6;20;55;12;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;16;47;40;50;8;22;56;18;64;45;53;60;28;19;26;1;21
54;10;51;9;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;12;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;16;47;40;50;8;22;56;18;64;45;53;60;28;19;39;1;21;40;250
40;250;54;10;51;9;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;12;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;16;47;40;50;8;22;56;18;64;45;53;60;28;19;39;1;21
54;10;51;9;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;12;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;64;45;53;60;16;19;39;1;21;40;250
40;250;54;10;51;9;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;12;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;64;45;53;60;16;19;39;1;21
54;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;64;45;53;60;16;19;39;1;21;40;250
40;250;54;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;64;45;53;60;16;19;39;1;21
21;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;64;45;53;60;16;19;39;1;54;40;250
40;250;21;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;37;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;64;45;53;60;16;19;39;1;54
21;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;64;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54;40;242
40;242;21;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;52;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;64;4;32;35;14;57;63;49;3;2;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54
21;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;2;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54;40;222
40;222;21;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;2;17;43;6;20;55;9;48;29;44;23;42;59;36;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54
48;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;2;17;43;6;20;55;9;21;29;44;23;42;59;36;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54;40;222
40;222;48;10;51;12;30;41;24;38;15;26;13;7;27;11;33;31;2;17;43;6;20;55;9;21;29;44;23;42;59;36;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54
48;10;51;12;30;41;24;38;15;23;13;7;27;11;33;31;2;17;43;6;20;55;9;21;29;44;26;42;59;36;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54;40;262
40;262;48;10;51;12;30;41;24;38;15;23;13;7;27;11;33;31;2;17;43;6;20;55;9;21;29;44;26;42;59;36;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54
48;10;51;12;30;41;24;38;15;23;13;7;27;11;33;31;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54;40;272
40;272;48;10;51;12;30;41;24;38;15;23;13;7;27;11;33;31;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54
48;31;51;12;30;41;24;38;15;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54;40;272
40;272;48;31;51;12;30;41;24;38;15;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;64;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;19;39;1;54
48;31;51;12;30;41;24;38;15;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;64;39;1;54;40;276
40;276;48;31;51;12;30;41;24;38;15;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;47;40;50;8;22;56;18;37;45;53;60;16;64;39;1;54
48;31;51;12;30;41;24;38;47;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;15;40;50;8;22;56;18;37;45;53;60;16;64;39;1;54;40;276
40;276;48;31;51;12;30;41;24;38;47;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;49;3;52;5;46;25;58;61;28;15;40;50;8;22;56;18;37;45;53;60;16;64;39;1;54
48;31;51;12;30;41;24;38;47;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;40;3;52;5;46;25;58;61;28;15;49;50;8;22;56;18;37;45;53;60;16;64;39;1;54;40;276
40;276;48;31;51;12;30;41;24;38;47;23;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;40;3;52;5;46;25;58;61;28;15;49;50;8;22;56;18;37;45;53;60;16;64;39;1;54
48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;40;3;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;64;39;1;54;40;252
40;252;48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;62;19;4;32;35;14;57;63;40;3;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;64;39;1;54
48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;40;19;4;32;35;14;57;63;62;3;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;64;39;1;54;40;254
40;254;48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;40;19;4;32;35;14;57;63;62;3;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;64;39;1;54
48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;40;19;4;32;35;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;3;39;1;54;40;254
40;254;48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;40;19;4;32;35;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;3;39;1;54
48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;40;35;4;32;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;3;39;1;54;40;258
41;258;48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;9;21;29;44;26;42;59;6;34;40;35;4;32;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;3;39;1;54
48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;21;29;44;26;42;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;3;39;1;54;41;254
41;254;48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;21;29;44;26;42;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;53;60;16;3;39;1;54
48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;21;29;44;26;53;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;42;60;16;3;39;1;54;41;254
41;254;48;31;51;12;30;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;21;29;44;26;53;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;42;60;16;3;39;1;54
48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;21;29;44;26;53;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;42;60;16;30;39;1;54;41;254
41;254;48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;21;29;44;26;53;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;18;37;45;42;60;16;30;39;1;54
48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;18;29;44;26;53;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;1;54;41;254
41;254;48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;18;29;44;26;53;59;6;34;40;35;4;9;19;14;57;63;62;64;52;5;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;1;54
48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;18;29;44;26;5;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;1;54;41;250
41;250;48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;32;18;29;44;26;5;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;1;54
48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;5;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;32;54;41;250
41;250;48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;5;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;32;54
48;31;51;12;3;24;41;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;5;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;32;54;41;274
41;250;48;31;51;12;3;41;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;5;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;32;54
48;31;51;12;3;5;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;32;54;41;262
41;262;48;31;51;12;3;5;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;9;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;39;32;54
48;31;51;12;3;5;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;9;32;54;41;258
41;258;48;31;51;12;3;5;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;60;16;30;9;32;54
48;60;51;12;3;5;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;31;16;30;9;32;54;41;258
41;258;48;60;51;12;3;5;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;46;25;58;61;28;15;49;50;23;22;56;21;37;45;42;31;16;30;9;32;54
48;60;51;12;3;46;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;15;49;50;23;22;56;21;37;45;42;31;16;30;9;32;54;41;258
41;258;48;60;51;12;3;46;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;18;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;15;49;50;23;22;56;21;37;45;42;31;16;30;9;32;54
48;60;51;12;3;46;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;15;49;50;18;22;56;21;37;45;42;31;16;30;9;32;54;41;258
41;258;48;60;51;12;3;46;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;15;49;50;18;22;56;21;37;45;42;31;16;30;9;32;54
48;60;51;12;3;46;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;30;9;32;15;41;258
41;258;48;60;51;12;3;46;24;38;47;8;13;7;27;11;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;30;9;32;15
48;60;51;12;3;46;24;38;47;8;13;7;30;11;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15;41;258
41;258;48;60;51;12;3;46;24;38;47;8;13;7;30;11;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15
48;11;51;12;3;46;24;38;47;8;13;7;30;60;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15;41;270
41;270;48;11;51;12;3;46;24;38;47;8;13;7;30;60;33;10;2;17;43;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15
48;11;51;12;43;46;24;38;47;8;13;7;30;60;33;10;2;17;3;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15;41;270
41;270;48;11;51;12;43;46;24;38;47;8;13;7;30;60;33;10;2;17;3;36;20;55;1;23;29;44;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15
48;11;51;12;43;46;24;38;47;8;13;7;30;44;33;10;2;17;3;36;20;55;1;23;29;60;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15;41;254
41;254;48;11;51;12;43;46;24;38;47;8;13;7;30;44;33;10;2;17;3;36;20;55;1;23;29;60;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15
48;11;51;12;43;46;24;38;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15;41;258
41;258;48;11;51;12;43;46;24;38;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;41;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;32;15
48;11;51;12;43;46;24;38;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;41;15;41;254
41;254;48;11;51;12;43;46;24;38;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;54;49;50;18;22;56;21;37;45;42;31;16;27;9;41;15
48;11;51;12;43;46;24;54;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;45;42;31;16;27;9;41;15;41;270
42;270;48;11;51;12;43;46;24;54;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;45;42;31;16;27;9;41;15
48;11;51;12;43;46;24;54;47;8;13;7;30;19;33;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;44;14;57;63;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;45;42;31;16;27;9;41;15;42;282
42;270;48;11;51;12;43;46;24;54;47;8;13;7;30;44;33;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;45;42;31;16;27;9;41;15
48;11;51;12;43;46;24;54;47;8;13;7;30;44;45;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;31;16;27;9;41;15;42;266
42;266;48;11;51;12;43;46;24;54;47;8;13;7;30;44;45;10;2;17;3;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;63;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;31;16;27;9;41;15
48;11;51;12;43;46;24;54;47;8;13;7;30;44;45;10;2;17;63;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;3;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;31;16;27;9;41;15;42;266
42;266;48;11;51;12;43;46;24;54;47;8;13;7;30;44;45;10;2;17;63;55;20;36;1;23;29;60;26;32;59;6;34;40;35;4;39;19;14;57;3;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;31;16;27;9;41;15
48;11;51;12;43;29;24;54;47;8;13;7;30;44;45;10;2;17;63;55;20;36;1;23;46;60;26;32;59;6;34;40;35;4;39;19;14;57;3;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;31;16;27;9;41;15;42;278
42;278;48;11;51;12;43;29;24;54;47;8;13;7;30;44;45;10;2;17;63;55;20;36;1;23;46;60;26;32;59;6;34;40;35;4;39;19;14;57;3;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;31;16;27;9;41;15
48;11;51;12;43;29;24;54;47;8;13;7;30;44;45;10;2;17;63;55;20;36;1;23;46;60;26;32;59;6;34;40;35;4;39;19;14;57;31;62;64;52;53;5;25;58;61;28;38;49;50;18;22;56;21;37;33;42;3;16;27;9;41;15;42;272
