"X1";"X28646";"X4";"X16";"X3";"X13";"X19";"X1.1";"X12";"X6";"X17";"X29";"X10";"X27";"X11";"X23";"X5";"X21";"X8";"X7";"X32";"X30";"X25";"X31";"X9";"X18";"X15";"X20";"X22";"X14";"X2";"X28";"X24";"X26"
62;27608;11;1;19;12;31;24;20;23;27;18;17;30;3;16;14;13;10;7;22;4;8;26;5;28;15;6;2;25;21;32;29;9
11;1;19;12;31;9;20;23;27;18;17;30;3;16;14;13;10;7;22;4;8;26;5;28;15;6;2;25;21;32;29;24;62;26874
62;26874;11;1;19;12;31;9;20;23;27;18;17;30;3;16;14;13;10;7;22;4;8;26;5;28;15;6;2;25;21;32;29;24
11;1;19;12;31;9;20;23;27;18;17;30;10;16;14;13;3;7;22;4;8;26;5;28;15;6;2;25;21;32;29;24;62;26834
62;26834;11;1;19;12;31;9;20;23;27;18;17;30;10;16;14;13;3;7;22;4;8;26;5;28;15;6;2;25;21;32;29;24
5;1;19;12;31;9;20;23;27;18;17;30;10;16;14;13;3;7;22;4;8;26;11;28;15;6;2;25;21;32;29;24;62;27254
62;27254;5;1;19;12;31;9;20;23;27;18;17;30;10;16;14;13;3;7;22;4;8;26;11;28;15;6;2;25;21;32;29;24
5;1;19;12;31;9;20;25;27;18;17;30;10;16;14;13;3;7;22;4;8;26;11;28;15;6;2;23;21;32;29;24;62;27694
63;27694;5;1;19;12;31;9;20;25;27;18;17;30;10;16;14;13;3;7;22;4;8;26;11;28;15;6;2;23;21;32;29;24
5;1;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;7;22;4;8;26;11;28;15;6;2;23;25;32;29;24;63;27594
63;27594;5;1;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;7;22;4;8;26;11;28;15;6;2;23;25;32;29;24
5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;1;22;4;8;26;11;28;15;6;2;23;25;32;29;24;63;27434
63;27434;5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;1;22;4;8;26;11;28;15;6;2;23;25;32;29;24
5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;1;22;29;8;26;11;28;15;6;2;23;25;32;4;24;63;27250
63;27250;5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;1;22;29;8;26;11;28;15;6;2;23;25;32;4;24
5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;11;1;22;29;8;26;3;28;15;6;2;23;25;32;4;24;63;27170
63;27170;5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;11;1;22;29;8;26;3;28;15;6;2;23;25;32;4;24
5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;1;22;29;8;26;11;28;15;6;2;23;25;32;4;24;63;27250
63;27250;5;7;19;12;31;9;20;21;27;18;17;30;10;16;14;13;3;1;22;29;8;26;11;28;15;6;2;23;25;32;4;24
5;3;19;12;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;29;8;26;11;28;15;6;2;23;25;32;4;24;63;27270
63;27270;5;3;19;12;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;29;8;26;11;28;15;6;2;23;25;32;4;24
5;3;19;29;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;12;8;26;11;28;15;6;2;23;25;32;4;24;63;27708
63;27708;5;3;19;29;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;12;8;26;11;28;15;6;2;23;25;32;4;24
5;3;19;29;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;12;8;26;15;28;11;6;2;23;25;32;4;24;63;27728
63;27728;5;3;19;29;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;12;8;26;15;28;11;6;2;23;25;32;4;24
5;3;28;29;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;12;8;26;15;19;11;6;2;23;25;32;4;24;63;27748
63;27748;5;3;28;29;31;9;20;21;27;18;17;30;10;16;14;13;7;1;22;12;8;26;15;19;11;6;2;23;25;32;4;24
5;3;28;29;31;9;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;11;6;2;23;25;32;4;24;63;27014
63;27014;5;3;28;29;31;9;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;11;6;2;23;25;32;4;24
5;3;28;29;31;9;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;24;6;2;23;25;32;4;11;63;27198
63;27198;5;3;28;29;31;9;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;24;6;2;23;25;32;4;11
24;3;28;29;31;9;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;5;6;2;23;25;32;4;11;63;26882
63;26882;24;3;28;29;31;9;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;5;6;2;23;25;32;4;11
9;3;28;29;31;24;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;5;6;2;23;25;32;4;11;63;27272
63;27272;9;3;28;29;31;24;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;5;6;2;23;25;32;4;11
9;32;28;29;31;24;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;5;6;2;23;25;3;4;11;63;26842
63;26842;9;32;28;29;31;24;20;15;27;18;17;30;10;16;14;13;7;1;22;12;8;26;21;19;5;6;2;23;25;3;4;11
9;32;28;29;31;24;20;15;27;18;17;30;10;16;26;13;7;1;22;12;8;14;21;19;5;6;2;23;25;3;4;11;63;26922
63;26922;9;32;28;29;31;24;20;15;27;18;17;30;10;16;26;13;7;1;22;12;8;14;21;19;5;6;2;23;25;3;4;11
9;32;28;29;31;24;20;15;27;18;17;25;10;16;26;13;7;1;22;12;8;14;21;19;5;6;2;23;30;3;4;11;63;27042
63;27042;9;32;28;29;31;24;20;15;27;18;17;25;10;16;26;13;7;1;22;12;8;14;21;19;5;6;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;18;17;25;10;16;26;13;7;1;15;12;8;14;21;19;5;6;2;23;30;3;4;11;63;27346
63;27346;9;32;28;29;31;24;20;22;27;18;17;25;10;16;26;13;7;1;15;12;8;14;21;19;5;6;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;18;17;25;10;7;26;13;16;1;15;12;8;14;21;19;5;6;2;23;30;3;4;11;63;27306
63;27306;9;32;28;29;31;24;20;22;27;18;17;25;10;7;26;13;16;1;15;12;8;14;21;19;5;6;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;18;17;25;10;7;26;13;16;1;15;5;8;14;21;19;12;6;2;23;30;3;4;11;63;28066
63;28066;9;32;28;29;31;24;20;22;27;18;17;25;10;7;26;13;16;1;15;5;8;14;21;19;12;6;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;18;17;25;10;7;26;13;16;1;15;5;8;6;21;19;12;14;2;23;30;3;4;11;63;28066
64;28066;9;32;28;29;31;24;20;22;27;18;17;25;10;7;26;13;16;1;15;5;8;6;21;19;12;14;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;18;17;7;10;25;26;13;16;1;15;5;8;6;21;19;12;14;2;23;30;3;4;11;64;28774
64;28774;9;32;28;29;31;24;20;22;27;18;17;7;10;25;26;13;16;1;15;5;8;6;21;19;12;14;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;15;17;7;10;25;26;13;16;1;18;5;8;6;21;19;12;14;2;23;30;3;4;11;64;29284
64;29284;9;32;28;29;31;24;20;22;27;15;17;7;10;25;26;13;16;1;18;5;8;6;21;19;12;14;2;23;30;3;4;11
9;32;28;29;31;24;20;22;27;15;17;7;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;23;30;13;4;11;64;29204
64;29204;9;32;28;29;31;24;20;22;27;15;17;7;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;23;30;13;4;11
9;32;28;29;31;24;20;22;27;15;23;7;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;17;30;13;4;11;64;28484
64;28484;9;32;28;29;31;24;20;22;27;15;23;7;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;17;30;13;4;11
9;32;28;29;31;24;20;22;27;15;23;13;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;17;30;7;4;11;64;29244
64;29244;9;32;28;29;31;24;20;22;27;15;23;13;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;17;30;7;4;11
9;32;30;29;31;24;20;22;27;15;23;13;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;17;28;7;4;11;64;28924
64;28924;9;32;30;29;31;24;20;22;27;15;23;13;10;25;26;3;16;1;18;5;8;6;21;19;12;14;2;17;28;7;4;11
9;32;30;29;31;24;21;22;27;15;23;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11;64;28484
64;28484;9;32;30;29;31;24;21;22;27;15;23;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11
9;32;30;29;31;24;21;27;22;15;23;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11;64;28324
64;28324;9;32;30;29;31;24;21;27;22;15;23;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11
9;32;30;29;31;24;21;27;22;15;23;13;10;25;28;3;16;1;18;5;8;6;20;19;12;14;2;17;26;7;4;11;64;28764
64;28324;9;32;30;29;31;24;21;27;22;15;23;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11
23;32;30;29;31;24;21;27;22;15;9;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11;64;27636
64;27636;23;32;30;29;31;24;21;27;22;15;9;13;10;25;26;3;16;1;18;5;8;6;20;19;12;14;2;17;28;7;4;11
23;32;30;29;31;24;5;27;22;15;9;13;10;25;26;3;16;1;18;21;8;6;20;19;12;14;2;17;28;7;4;11;64;26854
64;26854;23;32;30;29;31;24;5;27;22;15;9;13;10;25;26;3;16;1;18;21;8;6;20;19;12;14;2;17;28;7;4;11
23;32;30;29;31;24;5;27;22;15;9;13;10;1;26;3;16;25;18;21;8;6;20;19;12;14;2;17;28;7;4;11;64;27376
64;27376;23;32;30;29;31;24;5;27;22;15;9;13;10;1;26;3;16;25;18;21;8;6;20;19;12;14;2;17;28;7;4;11
23;32;30;29;31;25;5;27;22;15;9;13;10;1;26;3;16;24;18;21;8;6;20;19;12;14;2;17;28;7;4;11;64;27176
64;27176;23;32;30;29;31;25;5;27;22;15;9;13;10;1;26;3;16;24;18;21;8;6;20;19;12;14;2;17;28;7;4;11
15;32;30;29;31;25;5;27;22;23;9;13;10;1;26;3;16;24;18;21;8;6;20;19;12;14;2;17;28;7;4;11;64;26730
64;26730;15;32;30;29;31;25;5;27;22;23;9;13;10;1;26;3;16;24;18;21;8;6;20;19;12;14;2;17;28;7;4;11
15;32;30;29;9;25;5;27;22;23;31;13;10;1;26;3;16;24;18;21;8;6;20;19;12;14;2;17;28;7;4;11;64;27480
64;26730;15;32;30;29;31;25;5;27;22;23;9;13;10;1;26;3;16;24;18;21;8;6;20;19;12;14;2;17;28;7;4;11
15;32;30;29;31;25;5;27;22;23;9;13;10;1;26;3;16;24;19;21;8;6;20;18;12;14;2;17;28;7;4;11;64;26810
64;26810;15;32;30;29;31;25;5;27;22;23;9;13;10;1;26;3;16;24;19;21;8;6;20;18;12;14;2;17;28;7;4;11
15;32;30;29;31;25;5;12;22;23;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;2;17;28;7;4;11;64;26602
64;26602;15;32;30;29;31;25;5;12;22;23;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;2;17;28;7;4;11
15;32;30;29;31;25;5;2;22;23;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;12;17;28;7;4;11;64;26602
64;26602;15;32;30;29;31;25;5;2;22;23;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;12;17;28;7;4;11
15;32;30;29;31;25;5;2;22;28;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;12;17;23;7;4;11;64;26562
64;26562;15;32;30;29;31;25;5;2;22;28;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;12;17;23;7;4;11
15;32;30;29;7;25;5;2;22;28;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;12;17;23;31;4;11;64;26304
65;26304;15;32;30;29;7;25;5;2;22;28;9;13;10;1;26;3;16;24;19;21;8;6;20;18;27;14;12;17;23;31;4;11
15;32;30;29;7;3;5;2;22;28;9;13;10;1;26;25;16;24;19;21;8;6;20;18;27;14;12;17;23;31;4;11;65;26586
65;26586;15;32;30;29;7;3;5;2;22;28;9;13;10;1;26;25;16;24;19;21;8;6;20;18;27;14;12;17;23;31;4;11
15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;24;19;21;8;6;20;18;27;14;7;17;23;31;4;11;65;26826
65;26826;15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;24;19;21;8;6;20;18;27;14;7;17;23;31;4;11
15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;24;19;21;8;7;20;18;27;14;6;17;23;31;4;11;65;26966
65;26966;15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;24;19;21;8;7;20;18;27;14;6;17;23;31;4;11
15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;19;21;8;7;20;18;27;14;6;17;23;24;4;11;65;27026
65;27026;15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;19;21;8;7;20;18;27;14;6;17;23;24;4;11
15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;19;23;8;7;20;18;27;14;6;17;21;24;4;11;65;27266
65;27266;15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;19;23;8;7;20;18;27;14;6;17;21;24;4;11
15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;11;23;8;7;20;18;27;14;6;17;21;24;4;19;65;27358
65;27358;15;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;11;23;8;7;20;18;27;14;6;17;21;24;4;19
4;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;11;23;8;7;20;18;27;14;6;17;21;24;15;19;65;28198
65;28198;4;32;30;29;12;3;5;2;22;28;9;13;10;1;26;25;16;31;11;23;8;7;20;18;27;14;6;17;21;24;15;19
4;32;30;8;12;3;5;2;22;28;9;13;10;1;26;25;16;31;11;23;29;7;20;18;27;14;6;17;21;24;15;19;65;28214
65;28214;4;32;30;8;12;3;5;2;22;28;9;13;10;1;26;25;16;31;11;23;29;7;20;18;27;14;6;17;21;24;15;19
4;32;30;8;12;3;24;2;22;28;9;13;10;1;26;25;16;31;11;23;29;7;20;18;27;14;6;17;21;5;15;19;65;27828
65;27828;4;32;30;8;12;3;24;2;22;28;9;13;10;1;26;25;16;31;11;23;29;7;20;18;27;14;6;17;21;5;15;19
4;32;30;8;12;11;24;2;22;28;9;13;10;1;26;25;16;31;3;23;29;7;20;18;27;14;6;17;21;5;15;19;65;27068
65;27068;4;32;30;8;12;11;24;2;22;28;9;13;10;1;26;25;16;31;3;23;29;7;20;18;27;14;6;17;21;5;15;19
4;32;30;8;12;11;24;2;22;28;9;13;10;1;26;25;16;31;3;23;29;14;20;18;27;7;6;17;21;5;15;19;65;26888
65;26888;4;32;30;8;12;11;24;2;22;28;9;13;10;1;26;25;16;31;3;23;29;14;20;18;27;7;6;17;21;5;15;19
4;32;30;8;12;11;24;2;22;28;9;13;10;1;26;29;16;31;3;23;25;14;20;18;27;7;6;17;21;5;15;19;65;26868
65;26868;4;32;30;8;12;11;24;2;22;28;9;13;10;1;26;29;16;31;3;23;25;14;20;18;27;7;6;17;21;5;15;19
4;32;30;8;12;11;24;2;22;28;9;13;27;1;26;29;16;31;3;23;25;14;20;18;10;7;6;17;21;5;15;19;65;27044
65;27044;4;32;30;8;12;11;24;2;22;28;9;13;27;1;26;29;16;31;3;23;25;14;20;18;10;7;6;17;21;5;15;19
4;22;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;20;18;10;7;6;17;21;5;15;19;65;26684
65;26684;4;22;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;20;18;10;7;6;17;21;5;15;19
4;22;30;8;12;11;24;2;32;28;9;13;19;1;26;29;16;31;3;23;25;14;20;18;10;7;6;17;21;5;15;27;65;27084
65;26684;4;22;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;20;18;10;7;6;17;21;5;15;19
4;20;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;22;18;10;7;6;17;21;5;15;19;65;26804
65;26804;4;20;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;22;18;10;7;6;17;21;5;15;19
4;20;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;22;18;10;7;6;17;15;5;21;19;65;27882
65;27882;4;20;30;8;12;11;24;2;32;28;9;13;27;1;26;29;16;31;3;23;25;14;22;18;10;7;6;17;15;5;21;19
4;20;29;8;12;11;24;2;32;28;9;13;27;1;26;30;16;31;3;23;25;14;22;18;10;7;6;17;15;5;21;19;65;27662
65;27662;4;20;29;8;12;11;24;2;32;28;9;13;27;1;26;30;16;31;3;23;25;14;22;18;10;7;6;17;15;5;21;19
4;20;29;8;12;11;24;2;32;28;9;13;27;1;26;30;16;31;3;21;25;14;22;18;10;7;6;17;15;5;23;19;65;28342
65;27662;4;20;29;8;12;11;24;2;32;28;9;13;27;1;26;30;16;31;3;23;25;14;22;18;10;7;6;17;15;5;21;19
4;20;29;8;12;11;24;2;32;28;9;5;27;1;26;30;16;31;3;23;25;14;22;18;10;7;6;17;15;13;21;19;65;27782
66;27782;4;20;29;8;12;11;24;2;32;28;9;5;27;1;26;30;16;31;3;23;25;14;22;18;10;7;6;17;15;13;21;19
4;20;29;8;12;11;24;2;32;28;9;5;27;17;26;30;16;31;3;23;25;14;22;18;10;7;6;1;15;13;21;19;66;28058
66;28058;4;20;29;8;12;11;24;2;32;28;9;5;27;17;26;30;16;31;3;23;25;14;22;18;10;7;6;1;15;13;21;19
4;29;20;8;12;11;24;2;32;28;9;5;27;17;26;30;16;31;3;23;25;14;22;18;10;7;6;1;15;13;21;19;66;28458
66;28458;4;29;20;8;12;11;24;2;32;28;9;5;27;17;26;30;16;31;3;23;25;14;22;18;10;7;6;1;15;13;21;19
4;29;20;8;12;11;24;2;32;9;28;5;27;17;26;30;16;31;3;23;25;14;22;18;10;7;6;1;15;13;21;19;66;27896
66;27896;4;29;20;8;12;11;24;2;32;9;28;5;27;17;26;30;16;31;3;23;25;14;22;18;10;7;6;1;15;13;21;19
4;29;20;8;12;11;24;2;32;9;10;5;27;17;26;30;16;31;3;23;25;14;22;18;28;7;6;1;15;13;21;19;66;27952
66;27952;4;29;20;8;12;11;24;2;32;9;10;5;27;17;26;30;16;31;3;23;25;14;22;18;28;7;6;1;15;13;21;19
4;29;20;8;12;11;24;2;32;9;10;5;23;17;26;30;16;31;3;27;25;14;22;18;28;7;6;1;15;13;21;19;66;27952
66;27952;4;29;20;8;12;11;24;2;32;9;10;5;23;17;26;30;16;31;3;27;25;14;22;18;28;7;6;1;15;13;21;19
4;29;20;8;12;25;24;2;32;9;10;5;23;17;26;30;16;31;3;27;11;14;22;18;28;7;6;1;15;13;21;19;66;28136
66;28136;4;29;20;8;12;25;24;2;32;9;10;5;23;17;26;30;16;31;3;27;11;14;22;18;28;7;6;1;15;13;21;19
4;29;20;8;12;25;24;16;32;9;10;5;23;17;26;30;2;31;3;27;11;14;22;18;28;7;6;1;15;13;21;19;66;28216
66;28216;4;29;20;8;12;25;24;16;32;9;10;5;23;17;26;30;2;31;3;27;11;14;22;18;28;7;6;1;15;13;21;19
4;29;20;8;12;25;24;16;32;9;10;5;3;17;26;30;2;31;23;27;11;14;22;18;28;7;6;1;15;13;21;19;66;28600
66;28600;4;29;20;8;12;25;24;16;32;9;10;5;3;17;26;30;2;31;23;27;11;14;22;18;28;7;6;1;15;13;21;19
4;29;20;8;12;25;24;16;32;9;10;5;3;17;26;30;2;6;23;27;11;14;22;18;28;7;31;1;15;13;21;19;66;28306
66;28306;4;29;20;8;12;25;24;16;32;9;10;5;3;17;26;30;2;6;23;27;11;14;22;18;28;7;31;1;15;13;21;19
4;8;20;29;12;25;24;16;32;9;10;5;3;17;26;30;2;6;23;27;11;14;22;18;28;7;31;1;15;13;21;19;66;28002
66;28002;4;8;20;29;12;25;24;16;32;9;10;5;3;17;26;30;2;6;23;27;11;14;22;18;28;7;31;1;15;13;21;19
4;8;20;29;12;25;24;16;32;9;10;5;3;17;26;30;2;6;23;27;11;19;22;18;28;7;31;1;15;13;21;14;66;28140
66;28002;4;8;20;29;12;25;24;16;32;9;10;5;3;17;26;30;2;6;23;27;11;14;22;18;28;7;31;1;15;13;21;19
4;8;20;29;12;23;24;16;32;9;10;5;3;17;26;30;2;6;25;27;11;14;22;18;28;7;31;1;15;13;21;19;66;27582
66;27582;4;8;20;29;12;23;24;16;32;9;10;5;3;17;26;30;2;6;25;27;11;14;22;18;28;7;31;1;15;13;21;19
4;8;20;29;12;23;24;16;32;9;6;5;3;17;26;30;2;10;25;27;11;14;22;18;28;7;31;1;15;13;21;19;66;27322
66;27322;4;8;20;29;12;23;24;16;32;9;6;5;3;17;26;30;2;10;25;27;11;14;22;18;28;7;31;1;15;13;21;19
4;8;20;29;12;23;9;16;32;24;6;5;3;17;26;30;2;10;25;27;11;14;22;18;28;7;31;1;15;13;21;19;66;27702
66;27702;4;8;20;29;12;23;9;16;32;24;6;5;3;17;26;30;2;10;25;27;11;14;22;18;28;7;31;1;15;13;21;19
4;8;20;29;12;23;9;16;32;24;6;5;3;17;26;30;2;10;25;27;11;14;22;18;28;7;31;1;13;15;21;19;66;27742
66;27742;4;8;20;29;12;23;9;16;32;24;6;5;3;17;26;30;2;10;25;27;11;14;22;18;28;7;31;1;13;15;21;19
4;8;20;29;12;23;9;16;32;24;6;30;3;17;26;5;2;10;25;27;11;14;22;18;28;7;31;1;13;15;21;19;66;27282
66;27282;4;8;20;29;12;23;9;16;32;24;6;30;3;17;26;5;2;10;25;27;11;14;22;18;28;7;31;1;13;15;21;19
4;8;20;29;22;23;9;16;32;24;6;30;3;17;26;5;2;10;25;27;11;14;12;18;28;7;31;1;13;15;21;19;66;27210
66;27210;4;8;20;29;22;23;9;16;32;24;6;30;3;17;26;5;2;10;25;27;11;14;12;18;28;7;31;1;13;15;21;19
4;8;20;29;22;23;9;24;32;16;6;30;3;17;26;5;2;10;25;27;11;14;12;18;28;7;31;1;13;15;21;19;66;26964
66;26964;4;8;20;29;22;23;9;24;32;16;6;30;3;17;26;5;2;10;25;27;11;14;12;18;28;7;31;1;13;15;21;19
4;8;20;29;22;23;9;24;32;16;6;14;3;17;26;5;2;10;25;27;11;30;12;18;28;7;31;1;13;15;21;19;66;26826
66;26826;4;8;20;29;22;23;9;24;32;16;6;14;3;17;26;5;2;10;25;27;11;30;12;18;28;7;31;1;13;15;21;19
4;8;20;29;22;23;9;24;32;16;1;14;3;17;26;5;2;10;25;27;11;30;12;18;28;7;31;6;13;15;21;19;66;27146
67;26826;4;8;20;29;22;23;9;24;32;16;6;14;3;17;26;5;2;10;25;27;11;30;12;18;28;7;31;1;13;15;21;19
4;8;20;29;22;23;9;24;32;16;6;14;3;28;26;5;2;10;25;27;11;30;12;18;17;7;31;1;13;15;21;19;67;26746
67;26746;4;8;20;29;22;23;9;24;32;16;6;14;3;28;26;5;2;10;25;27;11;30;12;18;17;7;31;1;13;15;21;19
4;8;20;29;22;23;9;24;32;16;6;14;3;28;26;5;2;10;25;27;11;30;12;18;17;7;19;1;13;15;21;31;67;26826
67;26826;4;8;20;29;22;23;9;24;32;16;6;14;3;28;26;5;2;10;25;27;11;30;12;18;17;7;19;1;13;15;21;31
4;8;20;29;22;23;9;24;32;16;6;14;3;28;26;30;2;10;25;27;11;5;12;18;17;7;19;1;13;15;21;31;67;27384
67;27384;4;8;20;29;22;23;9;24;32;16;6;14;3;28;26;30;2;10;25;27;11;5;12;18;17;7;19;1;13;15;21;31
4;8;20;29;22;23;9;24;32;31;6;14;3;28;26;30;2;10;25;27;11;5;12;18;17;7;19;1;13;15;21;16;67;27658
67;27658;4;8;20;29;22;23;9;24;32;31;6;14;3;28;26;30;2;10;25;27;11;5;12;18;17;7;19;1;13;15;21;16
4;8;20;29;22;10;9;24;32;31;6;14;3;28;26;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16;67;27090
67;27090;4;8;20;29;22;10;9;24;32;31;6;14;3;28;26;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16
4;8;20;29;22;10;9;24;26;31;6;14;3;28;32;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16;67;27170
67;27170;4;8;20;29;22;10;9;24;26;31;6;14;3;28;32;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16
4;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16;67;27024
67;27024;4;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16
4;8;20;29;22;10;9;24;14;31;12;26;3;28;32;30;2;23;25;27;11;5;6;18;17;7;19;1;13;15;21;16;67;27484
67;27024;4;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;23;25;27;11;5;12;18;17;7;19;1;13;15;21;16
23;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;25;27;11;5;12;18;17;7;19;1;13;15;21;16;67;26810
67;26810;23;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;25;27;11;5;12;18;17;7;19;1;13;15;21;16
23;8;20;29;22;10;9;24;14;11;6;26;3;28;32;30;2;4;25;27;31;5;12;18;17;7;19;1;13;15;21;16;67;26850
67;26810;23;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;25;27;11;5;12;18;17;7;19;1;13;15;21;16
23;8;20;29;22;10;9;24;14;31;6;25;3;28;32;30;2;4;26;27;11;5;12;18;17;7;19;1;13;15;21;16;67;27210
67;26810;23;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;25;27;11;5;12;18;17;7;19;1;13;15;21;16
23;8;20;29;22;10;1;24;14;31;6;26;3;28;32;30;2;4;25;27;11;5;12;18;17;7;19;9;13;15;21;16;67;27250
67;26810;23;8;20;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;25;27;11;5;12;18;17;7;19;1;13;15;21;16
23;8;25;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;20;27;11;5;12;18;17;7;19;1;13;15;21;16;67;26430
67;26430;23;8;25;29;22;10;9;24;14;31;6;26;3;28;32;30;2;4;20;27;11;5;12;18;17;7;19;1;13;15;21;16
23;8;25;29;22;10;9;30;14;31;6;26;3;28;32;24;2;4;20;27;11;5;12;18;17;7;19;1;13;15;21;16;67;26390
67;26390;23;8;25;29;22;10;9;30;14;31;6;26;3;28;32;24;2;4;20;27;11;5;12;18;17;7;19;1;13;15;21;16
23;32;25;29;22;10;9;30;14;31;6;26;3;28;8;24;2;4;20;27;11;5;12;18;17;7;19;1;13;15;21;16;67;26618
67;26618;23;32;25;29;22;10;9;30;14;31;6;26;3;28;8;24;2;4;20;27;11;5;12;18;17;7;19;1;13;15;21;16
23;5;25;29;22;10;9;30;14;31;6;26;3;28;8;24;2;4;20;27;11;32;12;18;17;7;19;1;13;15;21;16;67;26178
