"X1";"X29290";"X18";"X8";"X6";"X13";"X9";"X12";"X29";"X32";"X24";"X3";"X31";"X22";"X7";"X11";"X23";"X20";"X21";"X30";"X26";"X14";"X27";"X1.1";"X15";"X25";"X19";"X16";"X10";"X17";"X2";"X4";"X5";"X28"
82;25758;12;24;8;15;22;11;26;13;10;19;3;27;4;2;31;6;7;9;21;23;1;28;25;5;17;32;18;29;14;20;16;30
12;24;8;15;22;11;26;13;10;19;3;27;4;2;31;6;7;9;21;5;1;28;25;23;17;32;18;29;14;20;16;30;82;25590
82;25590;12;24;8;15;22;11;26;13;10;19;3;27;4;2;31;6;7;9;21;5;1;28;25;23;17;32;18;29;14;20;16;30
12;24;8;15;22;11;26;13;10;19;3;27;4;2;31;6;7;9;18;5;1;28;25;23;17;32;21;29;14;20;16;30;82;25430
82;25430;12;24;8;15;22;11;26;13;10;19;3;27;4;2;31;6;7;9;18;5;1;28;25;23;17;32;21;29;14;20;16;30
12;24;8;15;20;11;26;13;10;19;3;27;4;2;31;6;7;9;18;5;1;28;25;23;17;32;21;29;14;22;16;30;82;26130
82;25430;12;24;8;15;22;11;26;13;10;19;3;27;4;2;31;6;7;9;18;5;1;28;25;23;17;32;21;29;14;20;16;30
12;24;8;15;22;11;26;13;10;19;3;27;20;2;31;6;7;9;18;5;1;28;25;23;17;32;21;29;14;4;16;30;82;25982
82;25982;12;24;8;15;22;11;26;13;10;19;3;27;20;2;31;6;7;9;18;5;1;28;25;23;17;32;21;29;14;4;16;30
12;24;8;15;22;11;26;13;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;17;32;21;29;14;18;16;30;82;25946
82;25946;12;24;8;15;22;11;26;13;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;17;32;21;29;14;18;16;30
12;24;8;15;22;11;26;13;10;19;3;27;20;2;31;6;7;9;14;5;1;28;25;23;17;32;21;29;4;18;16;30;82;26086
82;26086;12;24;8;15;22;11;26;13;10;19;3;27;20;2;31;6;7;9;14;5;1;28;25;23;17;32;21;29;4;18;16;30
12;24;8;15;22;32;26;13;10;19;3;27;20;2;31;6;7;9;14;5;1;28;25;23;17;11;21;29;4;18;16;30;82;25852
82;25852;12;24;8;15;22;32;26;13;10;19;3;27;20;2;31;6;7;9;14;5;1;28;25;23;17;11;21;29;4;18;16;30
12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;14;5;1;28;25;23;17;11;21;29;4;18;16;30;82;26194
82;26194;12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;14;5;1;28;25;23;17;11;21;29;4;18;16;30
12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;17;11;21;29;14;18;16;30;82;26054
82;26054;12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;17;11;21;29;14;18;16;30
12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30;82;25614
83;25614;12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30
12;24;8;15;22;32;13;7;10;19;3;27;20;2;31;6;26;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30;83;26026
83;25614;12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30
12;24;8;15;22;32;13;30;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;26;83;25894
83;25614;12;24;8;15;22;32;13;26;10;19;3;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30
12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30;83;26034
83;26034;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;21;17;14;18;16;30
12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;14;17;21;18;16;30;83;25356
83;25356;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;5;1;28;25;23;29;11;14;17;21;18;16;30
12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;29;11;5;17;21;18;16;30;83;25396
83;25396;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;29;11;5;17;21;18;16;30
12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30;83;25316
83;25316;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
12;24;8;3;22;32;13;26;10;19;15;11;20;2;31;6;7;9;4;14;1;28;25;23;5;27;29;17;21;18;16;30;83;25868
83;25316;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
12;24;8;3;22;32;13;26;19;10;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30;83;25816
83;25316;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;4;9;14;1;28;25;23;5;11;29;17;21;18;16;30;83;25696
83;25316;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
12;24;8;2;22;32;13;26;10;19;15;27;20;3;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30;83;25456
83;25316;12;24;8;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
8;24;12;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30;83;25416
83;25416;8;24;12;3;22;32;13;26;10;19;15;27;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
8;27;12;3;22;32;13;26;10;19;15;24;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30;83;25016
83;25016;8;27;12;3;22;32;13;26;10;19;15;24;20;2;31;6;7;9;4;14;1;28;25;23;5;11;29;17;21;18;16;30
8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;14;10;28;25;23;5;11;29;17;21;18;16;30;83;24896
83;24896;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;14;10;28;25;23;5;11;29;17;21;18;16;30
8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;14;10;28;25;23;5;11;16;17;21;18;29;30;83;24952
83;24952;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;14;10;28;25;23;5;11;16;17;21;18;29;30
8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;21;4;14;10;28;25;23;5;11;16;17;9;18;29;30;83;25568
83;24952;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;14;10;28;25;23;5;11;16;17;21;18;29;30
8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;25;10;28;14;23;5;11;16;17;21;18;29;30;83;25182
83;25182;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;25;10;28;14;23;5;11;16;17;21;18;29;30
8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30;83;24962
83;24962;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30
8;27;25;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;12;10;28;5;23;14;11;16;17;21;18;29;30;83;26104
83;24962;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30
8;27;12;3;22;32;13;26;29;19;15;24;20;2;31;6;7;9;4;25;10;28;5;23;14;11;16;17;21;18;1;30;83;25200
83;24962;8;27;12;3;22;32;13;26;1;19;15;24;20;2;31;6;7;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30
8;27;12;7;22;32;13;26;1;19;15;24;20;2;31;6;3;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30;83;24862
84;24862;8;27;12;7;22;32;13;26;1;19;15;24;20;2;31;6;3;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30
8;27;12;7;22;32;13;26;1;19;15;24;20;2;31;6;4;9;3;25;10;28;5;23;14;11;16;17;21;18;29;30;84;25102
84;24862;8;27;12;7;22;32;13;26;1;19;15;24;20;2;31;6;3;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30
8;27;12;7;22;32;13;26;1;19;15;24;20;2;31;6;3;9;4;25;10;28;5;23;14;11;16;17;29;18;21;30;84;25262
84;24862;8;27;12;7;22;32;13;26;1;19;15;24;20;2;31;6;3;9;4;25;10;28;5;23;14;11;16;17;21;18;29;30
8;27;12;7;22;32;13;26;1;19;23;24;20;2;31;6;3;9;4;25;10;28;5;15;14;11;16;17;21;18;29;30;84;24698
84;24698;8;27;12;7;22;32;13;26;1;19;23;24;20;2;31;6;3;9;4;25;10;28;5;15;14;11;16;17;21;18;29;30
8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;6;3;9;4;25;10;28;5;15;14;11;16;17;21;18;29;30;84;24698
84;24698;8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;6;3;9;4;25;10;28;5;15;14;11;16;17;21;18;29;30
8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;5;15;14;11;16;17;21;18;29;30;84;24698
84;24698;8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;5;15;14;11;16;17;21;18;29;30
8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;14;11;16;17;21;5;29;30;84;24272
84;24272;8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;14;11;16;17;21;5;29;30
8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;14;11;17;16;21;5;29;30;84;24756
84;24272;8;27;32;7;22;12;13;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;14;11;16;17;21;5;29;30
8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30;84;23812
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;14;26;1;23;19;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30;84;24232
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;14;26;1;19;23;24;20;2;30;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;31;84;24032
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;14;26;1;19;23;25;20;2;31;3;6;9;4;24;10;28;18;15;13;11;16;17;21;5;29;30;84;24452
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;11;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;32;16;17;21;5;29;30;84;24914
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;3;7;22;12;14;26;1;19;23;24;20;2;31;32;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30;84;24350
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;16;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;7;17;21;5;29;30;84;24272
84;23812;8;27;32;7;22;12;14;26;1;19;23;24;20;2;31;3;6;9;4;25;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30;84;23818
84;23818;8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;25;17;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;26;21;5;29;30;84;24498
84;23818;8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;21;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;12;5;29;30;84;24010
84;23818;8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;24;22;12;25;26;1;19;23;7;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30;84;24520
84;23818;8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;13;18;15;28;11;16;17;21;5;29;30;84;25176
84;23818;8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;17;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;7;21;5;29;30;84;25280
85;23818;8;27;32;7;22;12;25;26;1;19;23;24;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;30
8;27;32;7;22;12;25;26;1;19;23;30;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;24;85;24498
85;24498;8;27;32;7;22;12;25;26;1;19;23;30;20;2;31;3;6;9;4;14;10;28;18;15;13;11;16;17;21;5;29;24
8;27;32;7;22;12;25;14;1;19;23;30;20;2;31;3;6;9;4;26;10;28;18;15;13;11;16;17;21;5;29;24;85;24274
85;24274;8;27;32;7;22;12;25;14;1;19;23;30;20;2;31;3;6;9;4;26;10;28;18;15;13;11;16;17;21;5;29;24
8;27;32;7;22;12;25;14;1;5;23;30;20;2;31;3;6;9;4;26;10;28;18;15;13;11;16;17;21;19;29;24;85;24572
85;24572;8;27;32;7;22;12;25;14;1;5;23;30;20;2;31;3;6;9;4;26;10;28;18;15;13;11;16;17;21;19;29;24
8;27;32;7;22;12;25;14;1;5;23;30;15;2;31;3;6;9;4;26;10;28;18;20;13;11;16;17;21;19;29;24;85;24984
85;24572;8;27;32;7;22;12;25;14;1;5;23;30;20;2;31;3;6;9;4;26;10;28;18;15;13;11;16;17;21;19;29;24
8;27;32;7;22;12;25;14;13;5;23;30;20;2;31;3;6;9;4;26;10;28;18;15;1;11;16;17;21;19;29;24;85;25072
85;25072;8;27;32;7;22;12;25;14;13;5;23;30;20;2;31;3;6;9;4;26;10;28;18;15;1;11;16;17;21;19;29;24
8;27;32;7;22;12;25;14;13;5;23;30;20;2;31;3;18;9;4;26;10;28;6;15;1;11;16;17;21;19;29;24;85;25654
85;25654;8;27;32;7;22;12;25;14;13;5;23;30;20;2;31;3;18;9;4;26;10;28;6;15;1;11;16;17;21;19;29;24
8;27;32;7;22;25;12;14;13;5;23;30;20;2;31;3;18;9;4;26;10;28;6;15;1;11;16;17;21;19;29;24;85;25794
85;25794;8;27;32;7;22;25;12;14;13;5;23;30;20;2;31;3;18;9;4;26;10;28;6;15;1;11;16;17;21;19;29;24
8;27;32;7;22;25;12;14;30;5;23;13;20;2;31;3;18;9;4;26;10;28;6;15;1;11;16;17;21;19;29;24;85;26136
85;26136;8;27;32;7;22;25;12;14;30;5;23;13;20;2;31;3;18;9;4;26;10;28;6;15;1;11;16;17;21;19;29;24
8;27;32;7;22;25;12;14;30;5;23;13;20;2;31;3;10;9;4;26;18;28;6;15;1;11;16;17;21;19;29;24;85;25810
85;25810;8;27;32;7;22;25;12;14;30;5;23;13;20;2;31;3;10;9;4;26;18;28;6;15;1;11;16;17;21;19;29;24
19;27;32;7;22;25;12;14;30;5;23;13;20;2;31;3;10;9;4;26;18;28;6;15;1;11;16;17;21;8;29;24;85;25706
85;25706;19;27;32;7;22;25;12;14;30;5;23;13;20;2;31;3;10;9;4;26;18;28;6;15;1;11;16;17;21;8;29;24
19;27;32;11;22;25;12;14;30;5;23;13;20;2;31;3;10;9;4;26;18;28;6;15;1;7;16;17;21;8;29;24;85;25406
85;25406;19;27;32;11;22;25;12;14;30;5;23;13;20;2;31;3;10;9;4;26;18;28;6;15;1;7;16;17;21;8;29;24
19;27;32;11;23;25;12;14;30;5;22;13;20;2;31;3;10;9;4;26;18;28;6;15;1;7;16;17;21;8;29;24;85;25466
85;25466;19;27;32;11;23;25;12;14;30;5;22;13;20;2;31;3;10;9;4;26;18;28;6;15;1;7;16;17;21;8;29;24
19;27;32;11;23;25;12;14;30;5;22;13;20;2;31;3;10;9;4;26;18;28;24;15;1;7;16;17;21;8;29;6;85;25332
85;25332;19;27;32;11;23;25;12;14;30;5;22;13;20;2;31;3;10;9;4;26;18;28;24;15;1;7;16;17;21;8;29;6
19;27;32;11;23;25;12;14;30;16;22;13;20;2;31;3;10;9;4;26;18;28;24;15;1;7;5;17;21;8;29;6;85;25232
85;25232;19;27;32;11;23;25;12;14;30;16;22;13;20;2;31;3;10;9;4;26;18;28;24;15;1;7;5;17;21;8;29;6
19;27;23;11;32;25;12;14;30;16;22;13;20;2;31;3;10;9;4;26;18;28;24;15;1;7;5;17;21;8;29;6;85;25152
85;25152;19;27;23;11;32;25;12;14;30;16;22;13;20;2;31;3;10;9;4;26;18;28;24;15;1;7;5;17;21;8;29;6
19;27;23;11;32;25;12;14;30;16;22;13;20;2;31;3;10;9;4;26;17;28;24;15;1;7;5;18;21;8;29;6;85;25172
85;25172;19;27;23;11;32;25;12;14;30;16;22;13;20;2;31;3;10;9;4;26;17;28;24;15;1;7;5;18;21;8;29;6
19;27;23;11;32;25;12;14;30;16;22;13;20;2;31;3;10;9;4;15;17;28;24;26;1;7;5;18;21;8;29;6;85;25276
85;25276;19;27;23;11;32;25;12;14;30;16;22;13;20;2;31;3;10;9;4;15;17;28;24;26;1;7;5;18;21;8;29;6
19;27;10;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;17;28;24;26;1;7;5;18;21;8;29;6;85;25402
85;25402;19;27;10;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;17;28;24;26;1;7;5;18;21;8;29;6
19;27;17;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6;85;25710
85;25710;19;27;17;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6
19;27;17;11;32;25;12;14;30;16;22;13;8;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;20;29;6;85;25734
86;25710;19;27;17;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6
19;27;17;11;5;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;32;18;21;8;29;6;86;26252
86;25710;19;27;17;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6
19;27;17;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;29;8;6;86;26134
86;25710;19;27;17;11;32;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6
32;27;17;11;19;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6;86;25710
86;25710;32;27;17;11;19;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;24;26;1;7;5;18;21;8;29;6
32;27;24;11;19;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6;86;25110
86;25110;32;27;24;11;19;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6
32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6;86;24990
86;24990;32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6
32;27;19;23;24;25;12;14;30;16;22;13;20;2;31;3;11;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6;86;25320
86;24990;32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6
32;27;19;11;24;25;12;14;30;7;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;16;5;18;21;8;29;6;86;25890
86;24990;32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6
32;27;19;11;24;25;1;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;12;7;5;18;21;8;29;6;86;26490
86;24990;32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;1;7;5;18;21;8;29;6
32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;29;7;5;18;21;8;1;6;86;25174
86;25174;32;27;19;11;24;25;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;29;7;5;18;21;8;1;6
32;27;19;11;24;6;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25;86;24936
86;24936;32;27;19;11;24;6;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;24;6;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;29;7;5;18;8;21;1;25;86;25374
86;24936;32;27;19;11;24;6;12;14;30;16;22;13;20;2;31;3;23;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;24;6;12;14;30;16;22;13;20;2;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25;86;24936
86;24936;32;27;19;11;24;6;12;14;30;16;22;13;20;2;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;1;6;12;14;30;16;22;13;20;2;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;24;25;86;25930
86;24936;32;27;19;11;24;6;12;14;30;16;22;13;20;2;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;24;6;12;14;30;16;22;2;20;13;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25;86;24656
86;24656;32;27;19;11;24;6;12;14;30;16;22;2;20;13;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;24;6;12;14;30;16;22;2;20;23;13;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25;86;25474
86;24656;32;27;19;11;24;6;12;14;30;16;22;2;20;13;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;24;6;12;14;30;18;22;2;20;13;23;3;31;9;4;15;10;28;17;26;29;7;5;16;21;8;1;25;86;25238
86;24656;32;27;19;11;24;6;12;14;30;16;22;2;20;13;23;3;31;9;4;15;10;28;17;26;29;7;5;18;21;8;1;25
32;27;19;11;24;6;12;14;30;16;22;2;20;13;23;3;31;9;8;15;10;28;17;26;29;7;5;18;21;4;1;25;86;24696
86;24696;32;27;19;11;24;6;12;14;30;16;22;2;20;13;23;3;31;9;8;15;10;28;17;26;29;7;5;18;21;4;1;25
32;27;19;11;24;6;12;14;30;16;26;2;20;13;23;3;31;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25;86;24696
86;24696;32;27;19;11;24;6;12;14;30;16;26;2;20;13;23;3;31;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25
32;27;19;11;24;6;12;14;30;16;26;2;20;31;23;3;13;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25;86;25760
86;24696;32;27;19;11;24;6;12;14;30;16;26;2;20;13;23;3;31;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;26;2;20;13;12;3;31;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25;86;25084
87;25084;32;27;19;11;24;6;23;14;30;16;26;2;20;13;12;3;31;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;7;2;20;13;12;3;31;9;8;15;10;28;17;22;29;26;5;18;21;4;1;25;87;25248
87;25084;32;27;19;11;24;6;23;14;30;16;26;2;20;13;12;3;31;9;8;15;10;28;17;22;29;7;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;8;15;10;28;17;22;29;12;5;18;21;4;1;25;87;25084
87;25084;32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;8;15;10;28;17;22;29;12;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;5;2;20;13;7;3;31;9;8;15;10;28;17;22;29;12;26;18;21;4;1;25;87;26236
87;25084;32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;8;15;10;28;17;22;29;12;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;8;15;10;28;17;22;29;4;5;18;21;12;1;25;87;25844
87;25084;32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;8;15;10;28;17;22;29;12;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;17;15;10;28;8;22;29;12;5;18;21;4;1;25;87;24850
87;24850;32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;17;15;10;28;8;22;29;12;5;18;21;4;1;25
32;27;19;11;9;6;23;14;30;16;26;2;20;13;7;3;31;24;17;15;10;28;8;22;29;12;5;18;21;4;1;25;87;26138
87;24850;32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;17;15;10;28;8;22;29;12;5;18;21;4;1;25
32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25;87;24770
87;24770;32;27;19;11;24;6;23;14;30;16;26;2;20;13;7;3;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25
3;27;19;11;24;6;23;14;30;16;26;2;20;13;7;32;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25;87;24866
87;24866;3;27;19;11;24;6;23;14;30;16;26;2;20;13;7;32;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25
3;27;19;11;24;14;23;6;30;16;26;2;20;13;7;32;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25;87;25026
87;25026;3;27;19;11;24;14;23;6;30;16;26;2;20;13;7;32;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25
3;27;19;11;24;14;23;2;30;16;26;6;20;13;7;32;31;9;17;15;10;28;8;22;5;12;29;18;21;4;1;25;87;25226
