"X1";"X26680";"X30";"X6";"X15";"X11";"X32";"X7";"X31";"X17";"X10";"X8";"X18";"X5";"X14";"X22";"X12";"X16";"X26";"X25";"X19";"X24";"X3";"X27";"X20";"X9";"X1.1";"X4";"X2";"X13";"X23";"X21";"X28";"X29"
86;26152;9;6;18;7;13;32;14;2;11;29;28;16;5;27;3;23;8;31;15;26;30;24;17;4;12;10;1;25;19;21;22;20
9;6;18;7;13;32;14;2;11;28;29;16;5;27;3;23;8;31;15;26;30;24;17;4;12;10;1;25;19;21;22;20;86;26592
86;26152;9;6;18;7;13;32;14;2;11;29;28;16;5;27;3;23;8;31;15;26;30;24;17;4;12;10;1;25;19;21;22;20
9;6;18;7;13;32;14;12;11;29;28;16;5;27;3;23;8;31;15;26;30;24;17;4;2;10;1;25;19;21;22;20;86;25992
87;25992;9;6;18;7;13;32;14;12;11;29;28;16;5;27;3;23;8;31;15;26;30;24;17;4;2;10;1;25;19;21;22;20
9;6;18;7;13;32;14;12;11;29;28;16;5;27;3;23;8;31;15;17;30;24;26;4;2;10;1;25;19;21;22;20;87;26372
87;26372;9;6;18;7;13;32;14;12;11;29;28;16;5;27;3;23;8;31;15;17;30;24;26;4;2;10;1;25;19;21;22;20
8;6;18;7;13;32;14;12;11;29;28;16;5;27;3;23;9;31;15;17;30;24;26;4;2;10;1;25;19;21;22;20;87;26372
87;26372;8;6;18;7;13;32;14;12;11;29;28;16;5;27;3;23;9;31;15;17;30;24;26;4;2;10;1;25;19;21;22;20
8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;23;9;31;15;17;30;24;26;28;2;10;1;25;19;21;22;20;87;26488
87;26488;8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;23;9;31;15;17;30;24;26;28;2;10;1;25;19;21;22;20
8;6;18;7;13;32;14;12;11;29;4;30;5;27;3;23;9;31;15;17;16;24;26;28;2;10;1;25;19;21;22;20;87;26998
87;26488;8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;23;9;31;15;17;30;24;26;28;2;10;1;25;19;21;22;20
8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;21;9;31;15;17;30;24;26;28;2;10;1;25;19;23;22;20;87;26968
87;26968;8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;21;9;31;15;17;30;24;26;28;2;10;1;25;19;23;22;20
8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;2;9;31;15;17;30;24;26;28;21;10;1;25;19;23;22;20;87;25984
87;25984;8;6;18;7;13;32;14;12;11;29;4;16;5;27;3;2;9;31;15;17;30;24;26;28;21;10;1;25;19;23;22;20
8;6;18;7;13;32;14;12;17;29;4;16;5;27;3;2;9;31;15;11;30;24;26;28;21;10;1;25;19;23;22;20;87;25906
87;25906;8;6;18;7;13;32;14;12;17;29;4;16;5;27;3;2;9;31;15;11;30;24;26;28;21;10;1;25;19;23;22;20
8;6;18;7;13;32;14;12;17;29;4;16;5;27;3;2;9;31;15;25;30;24;26;28;21;10;1;11;19;23;22;20;87;26570
87;25906;8;6;18;7;13;32;14;12;17;29;4;16;5;27;3;2;9;31;15;11;30;24;26;28;21;10;1;25;19;23;22;20
8;6;18;7;13;23;14;12;17;29;4;16;5;27;3;2;9;31;15;11;30;24;26;28;21;10;1;25;19;32;22;20;87;25166
87;25166;8;6;18;7;13;23;14;12;17;29;4;16;5;27;3;2;9;31;15;11;30;24;26;28;21;10;1;25;19;32;22;20
8;6;18;7;13;23;14;12;17;29;4;16;5;27;3;2;9;31;19;11;30;24;26;28;21;10;1;25;15;32;22;20;87;25120
87;25120;8;6;18;7;13;23;14;12;17;29;4;16;5;27;3;2;9;31;19;11;30;24;26;28;21;10;1;25;15;32;22;20
16;6;18;7;13;23;14;12;17;29;4;8;5;27;3;2;9;31;19;11;30;24;26;28;21;10;1;25;15;32;22;20;87;25080
87;25080;16;6;18;7;13;23;14;12;17;29;4;8;5;27;3;2;9;31;19;11;30;24;26;28;21;10;1;25;15;32;22;20
16;6;18;7;13;23;14;12;17;29;4;8;25;27;3;2;9;31;19;11;30;24;26;28;21;10;1;5;15;32;22;20;87;25580
87;25580;16;6;18;7;13;23;14;12;17;29;4;8;25;27;3;2;9;31;19;11;30;24;26;28;21;10;1;5;15;32;22;20
16;6;18;7;13;23;14;12;17;29;4;8;25;27;3;10;9;31;19;11;30;24;26;28;21;2;1;5;15;32;22;20;87;25580
87;25580;16;6;18;7;13;23;14;12;17;29;4;8;25;27;3;10;9;31;19;11;30;24;26;28;21;2;1;5;15;32;22;20
16;6;18;11;13;23;14;12;17;29;4;8;25;27;3;10;9;31;19;7;30;24;26;28;21;2;1;5;15;32;22;20;87;25760
87;25760;16;6;18;11;13;23;14;12;17;29;4;8;25;27;3;10;9;31;19;7;30;24;26;28;21;2;1;5;15;32;22;20
16;6;18;11;13;23;14;12;17;29;4;31;25;27;3;10;9;8;19;7;30;24;26;28;21;2;1;5;15;32;22;20;87;25630
87;25630;16;6;18;11;13;23;14;12;17;29;4;31;25;27;3;10;9;8;19;7;30;24;26;28;21;2;1;5;15;32;22;20
16;6;18;11;13;23;14;12;17;29;4;31;25;27;3;10;9;8;21;7;30;24;26;28;19;2;1;5;15;32;22;20;87;25510
87;25510;16;6;18;11;13;23;14;12;17;29;4;31;25;27;3;10;9;8;21;7;30;24;26;28;19;2;1;5;15;32;22;20
16;6;18;11;13;23;14;12;25;29;4;31;17;27;3;10;9;8;21;7;30;24;26;28;19;2;1;5;15;32;22;20;87;25630
87;25630;16;6;18;11;13;23;14;12;25;29;4;31;17;27;3;10;9;8;21;7;30;24;26;28;19;2;1;5;15;32;22;20
16;6;18;11;13;7;14;12;25;29;4;31;17;27;3;10;9;8;21;23;30;24;26;28;19;2;1;5;15;32;22;20;87;25584
87;25584;16;6;18;11;13;7;14;12;25;29;4;31;17;27;3;10;9;8;21;23;30;24;26;28;19;2;1;5;15;32;22;20
16;6;18;11;13;7;14;12;25;29;4;31;17;27;3;10;9;8;19;23;30;24;26;28;21;2;1;5;15;32;22;20;87;25704
87;25704;16;6;18;11;13;7;14;12;25;29;4;31;17;27;3;10;9;8;19;23;30;24;26;28;21;2;1;5;15;32;22;20
16;6;18;11;13;7;14;12;25;29;1;31;17;27;3;10;9;8;19;23;30;24;26;28;21;2;4;5;15;32;22;20;87;25104
88;25104;16;6;18;11;13;7;14;12;25;29;1;31;17;27;3;10;9;8;19;23;30;24;26;28;21;2;4;5;15;32;22;20
3;6;18;11;13;7;14;12;25;29;1;31;17;27;16;10;9;8;19;23;30;24;26;28;21;2;4;5;15;32;22;20;88;25184
88;25184;3;6;18;11;13;7;14;12;25;29;1;31;17;27;16;10;9;8;19;23;30;24;26;28;21;2;4;5;15;32;22;20
3;6;18;11;13;7;14;12;25;29;1;31;17;27;16;10;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20;88;25424
88;25424;3;6;18;11;13;7;14;12;25;29;1;31;17;27;16;10;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20
3;6;18;11;13;7;14;12;25;29;1;31;16;27;17;10;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20;88;26010
88;25424;3;6;18;11;13;7;14;12;25;29;1;31;17;27;16;10;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20
3;6;18;23;13;7;14;12;25;29;1;31;17;27;16;10;9;8;11;19;30;24;26;28;21;2;4;5;15;32;22;20;88;26134
88;25424;3;6;18;11;13;7;14;12;25;29;1;31;17;27;16;10;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20
10;6;18;11;13;7;14;12;25;29;1;31;17;27;16;3;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20;88;25424
88;25424;10;6;18;11;13;7;14;12;25;29;1;31;17;27;16;3;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20
10;6;18;14;13;7;11;12;25;29;1;31;17;27;16;3;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20;88;25744
88;25424;10;6;18;11;13;7;14;12;25;29;1;31;17;27;16;3;9;8;23;19;30;24;26;28;21;2;4;5;15;32;22;20
10;6;18;11;23;7;14;12;25;29;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;5;15;32;22;20;88;25154
88;25154;10;6;18;11;23;7;14;12;25;29;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;5;15;32;22;20
10;6;18;11;23;7;22;12;25;29;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;5;15;32;14;20;88;24536
88;24536;10;6;18;11;23;7;22;12;25;29;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;5;15;32;14;20
10;6;30;11;23;7;22;12;25;29;1;31;17;27;16;3;9;8;13;19;18;24;26;28;21;2;4;5;15;32;14;20;88;24896
88;24536;10;6;18;11;23;7;22;12;25;29;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;5;15;32;14;20
10;6;18;11;23;7;22;12;25;5;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20;88;24594
88;24594;10;6;18;11;23;7;22;12;25;5;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20
10;29;18;11;23;7;22;12;25;5;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;6;15;32;14;20;88;25872
88;24594;10;6;18;11;23;7;22;12;25;5;1;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20
10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20;88;24914
88;24914;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20
10;1;18;11;23;14;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;7;20;88;25454
88;24914;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20
10;1;18;11;23;7;32;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;22;14;20;88;26114
88;24914;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;26;28;21;2;4;29;15;32;14;20
10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;4;29;15;32;26;20;88;24888
88;24888;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;4;29;15;32;26;20
10;1;18;11;23;7;22;12;25;5;6;31;3;27;16;17;9;8;13;19;30;24;14;28;21;2;4;29;15;32;26;20;88;26628
88;24888;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;4;29;15;32;26;20
10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;15;29;4;32;26;20;88;25728
88;24888;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;4;29;15;32;26;20
10;1;18;11;23;7;22;12;25;5;32;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;4;29;15;6;26;20;88;25824
88;24888;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;14;28;21;2;4;29;15;32;26;20
10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;15;28;21;2;4;29;14;32;26;20;88;24928
88;24928;10;1;18;11;23;7;22;12;25;5;6;31;17;27;16;3;9;8;13;19;30;24;15;28;21;2;4;29;14;32;26;20
10;1;18;11;23;5;22;12;25;7;6;31;17;27;16;3;9;8;13;19;30;24;15;28;21;2;4;29;14;32;26;20;88;25488
89;25488;10;1;18;11;23;5;22;12;25;7;6;31;17;27;16;3;9;8;13;19;30;24;15;28;21;2;4;29;14;32;26;20
10;15;18;11;23;5;22;12;25;7;6;31;17;27;16;3;9;8;13;19;30;24;1;28;21;2;4;29;14;32;26;20;89;25848
89;25488;10;1;18;11;23;5;22;12;25;7;6;31;17;27;16;3;9;8;13;19;30;24;15;28;21;2;4;29;14;32;26;20
10;1;18;11;23;5;22;12;25;7;6;31;17;27;16;15;9;8;13;19;30;24;3;28;21;2;4;29;14;32;26;20;89;26268
89;25488;10;1;18;11;23;5;22;12;25;7;6;31;17;27;16;3;9;8;13;19;30;24;15;28;21;2;4;29;14;32;26;20
10;1;18;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;13;19;30;25;15;28;21;2;4;29;14;32;26;20;89;25728
89;25728;10;1;18;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;13;19;30;25;15;28;21;2;4;29;14;32;26;20
10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;13;18;30;25;15;28;21;2;4;29;14;32;26;20;89;25708
89;25708;10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;13;18;30;25;15;28;21;2;4;29;14;32;26;20
10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;15;28;21;2;4;29;14;13;26;20;89;25576
89;25576;10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;15;28;21;2;4;29;14;13;26;20
10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20;89;25598
89;25598;10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20
10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;32;20;30;25;28;15;21;2;4;29;14;13;26;18;89;25998
89;25598;10;1;19;11;23;5;22;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20
10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20;89;25598
89;25598;10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20
10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;14;32;18;30;25;28;15;21;2;4;29;8;13;26;20;89;26198
89;25598;10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20
10;1;19;11;22;5;23;32;24;7;6;31;17;27;16;3;9;8;12;18;30;25;28;15;21;2;4;29;14;13;26;20;89;25814
89;25598;10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;25;28;15;21;2;4;29;14;13;26;20
10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;2;28;15;21;25;4;29;14;13;26;20;89;25844
89;25844;10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;2;28;15;21;25;4;29;14;13;26;20
10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20;89;26064
89;26064;10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20
10;1;19;23;22;5;11;12;24;7;6;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20;89;26712
89;26064;10;1;19;11;22;5;23;12;24;7;6;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20
10;1;19;11;22;7;23;12;24;5;6;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20;89;25584
89;25584;10;1;19;11;22;7;23;12;24;5;6;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20
10;1;19;11;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20;89;25262
89;25262;10;1;19;11;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20
10;1;19;11;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;30;18;2;25;15;21;28;4;29;14;13;26;20;89;25442
89;25262;10;1;19;11;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20
10;1;19;11;6;7;23;12;24;5;16;31;17;27;22;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20;89;26040
89;25262;10;1;19;11;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;2;25;15;21;28;4;29;14;13;26;20
10;1;19;2;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;29;14;13;26;20;89;25462
89;25462;10;1;19;2;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;29;14;13;26;20
10;29;19;2;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;1;14;13;26;20;89;25672
89;25462;10;1;19;2;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;29;14;13;26;20
10;1;19;2;6;7;23;12;24;5;22;31;17;27;16;13;9;8;32;18;30;11;25;15;21;28;4;29;14;3;26;20;89;26422
90;25462;10;1;19;2;6;7;23;12;24;5;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;29;14;13;26;20
10;1;19;2;6;7;23;12;24;29;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;14;13;26;20;90;25456
90;25456;10;1;19;2;6;7;23;12;24;29;22;31;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;14;13;26;20
10;1;19;2;6;7;23;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;14;13;26;20;90;25616
90;25616;10;1;19;2;6;7;23;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;14;13;26;20
10;1;19;2;6;7;23;12;24;31;22;29;3;27;16;17;9;8;32;18;30;11;25;15;21;28;4;5;14;13;26;20;90;27264
90;25616;10;1;19;2;6;7;23;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;14;13;26;20
10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;26088
90;26088;10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;3;9;8;32;18;30;13;25;15;21;28;4;5;23;11;26;20;90;26348
90;26088;10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;1;19;2;27;7;14;12;24;31;22;29;17;6;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;26738
90;26088;10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;4;9;8;32;18;30;11;25;15;21;28;3;5;23;13;26;20;90;26608
90;26088;10;1;19;2;6;7;14;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;1;14;2;6;7;19;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;25296
90;25296;10;1;14;2;6;7;19;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;1;14;2;6;7;19;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;23;15;21;28;4;5;25;13;26;20;90;25496
90;25296;10;1;14;2;6;7;19;12;24;31;22;29;17;27;16;3;9;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;9;14;2;6;7;19;12;24;31;22;29;17;27;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;25096
90;25096;10;9;14;2;6;7;19;12;24;31;22;29;17;27;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;9;14;2;6;29;19;12;24;31;22;7;17;27;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;25670
90;25670;10;9;14;2;6;29;19;12;24;31;22;7;17;27;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;9;14;2;6;29;19;12;24;31;22;27;17;7;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;25734
90;25734;10;9;14;2;6;29;19;12;24;31;22;27;17;7;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;9;14;2;6;7;19;12;24;31;22;27;17;29;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;25056
90;25056;10;9;14;2;6;7;19;12;24;31;22;27;17;29;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;9;14;2;22;7;19;12;24;31;6;27;17;29;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20;90;25378
90;25056;10;9;14;2;6;7;19;12;24;31;22;27;17;29;16;3;1;8;32;18;30;11;25;15;21;28;4;5;23;13;26;20
10;9;14;2;6;7;19;12;24;31;22;28;17;29;16;3;1;8;32;18;30;11;25;15;21;27;4;5;23;13;26;20;90;24856
90;24856;10;9;14;2;6;7;19;12;24;31;22;28;17;29;16;3;1;8;32;18;30;11;25;15;21;27;4;5;23;13;26;20
10;9;14;2;6;7;19;12;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;27;4;5;23;13;26;20;90;24816
90;24816;10;9;14;2;6;7;19;12;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;27;4;5;23;13;26;20
10;9;14;2;6;7;19;12;24;31;22;28;3;29;16;21;1;8;32;18;30;11;25;15;17;27;4;5;23;13;26;20;90;26620
90;24816;10;9;14;2;6;7;19;12;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;27;4;5;23;13;26;20
10;9;14;2;6;7;19;12;24;31;22;11;21;29;16;3;1;8;32;18;30;28;25;15;17;27;4;5;23;13;26;20;90;25066
90;24816;10;9;14;2;6;7;19;12;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;27;4;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;12;4;5;23;13;26;20;90;24056
90;24056;10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;12;4;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;1;13;32;18;30;11;25;15;17;12;4;5;23;8;26;20;90;24116
91;24116;10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;1;13;32;18;30;11;25;15;17;12;4;5;23;8;26;20
10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;12;4;5;23;13;26;20;91;24056
91;24056;10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;1;8;32;18;30;11;25;15;17;12;4;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;25;8;32;18;30;11;1;15;17;12;4;5;23;13;26;20;91;24838
91;24838;10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;25;8;32;18;30;11;1;15;17;12;4;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;25;4;32;18;30;11;1;15;17;12;8;5;23;13;26;20;91;24978
91;24978;10;9;14;2;6;7;19;27;24;31;22;28;21;29;16;3;25;4;32;18;30;11;1;15;17;12;8;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;1;22;17;12;8;5;23;13;26;20;91;24942
91;24942;10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;1;22;17;12;8;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;8;22;17;12;1;5;23;13;26;20;91;24782
91;24782;10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;8;22;17;12;1;5;23;13;26;20
10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;20;22;17;12;1;5;23;13;26;8;91;24944
91;24782;10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;8;22;17;12;1;5;23;13;26;20
10;9;14;18;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;2;30;11;8;22;17;12;1;5;23;13;26;20;91;25656
91;24782;10;9;14;2;6;7;19;27;24;31;15;28;21;29;16;3;25;4;32;18;30;11;8;22;17;12;1;5;23;13;26;20
10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;25;31;32;18;30;11;8;22;17;12;1;5;23;13;26;20;91;24542
91;24542;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;25;31;32;18;30;11;8;22;17;12;1;5;23;13;26;20
10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;32;18;30;11;8;22;17;25;1;5;23;13;26;20;91;24046
91;24046;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;32;18;30;11;8;22;17;25;1;5;23;13;26;20
10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;26;18;30;11;8;22;17;25;1;5;23;13;32;20;91;24006
91;24006;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;26;18;30;11;8;22;17;25;1;5;23;13;32;20
10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;17;31;26;18;30;11;8;22;12;25;1;5;23;13;32;20;91;25326
91;24006;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;26;18;30;11;8;22;17;25;1;5;23;13;32;20
10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20;91;23706
91;23706;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20
10;9;14;2;6;7;19;27;24;4;15;28;21;3;16;29;12;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20;91;25238
91;23706;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20
10;9;14;2;6;28;19;27;24;4;15;7;21;29;16;3;12;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20;91;24028
91;23706;10;9;14;2;6;7;19;27;24;4;15;28;21;29;16;3;12;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20
10;9;12;2;6;7;19;27;24;4;15;28;21;29;16;3;14;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20;91;23686
91;23686;10;9;12;2;6;7;19;27;24;4;15;28;21;29;16;3;14;31;30;18;26;11;8;22;17;25;1;5;23;13;32;20
10;9;12;2;6;7;19;27;24;4;22;28;21;29;16;3;14;31;30;18;26;11;8;15;17;25;1;5;23;13;32;20;91;23814
91;23814;10;9;12;2;6;7;19;27;24;4;22;28;21;29;16;3;14;31;30;18;26;11;8;15;17;25;1;5;23;13;32;20
10;20;12;2;6;7;19;27;24;4;22;28;21;29;16;3;14;31;30;18;26;11;8;15;17;25;1;5;23;13;32;9;91;24448
91;23814;10;9;12;2;6;7;19;27;24;4;22;28;21;29;16;3;14;31;30;18;26;11;8;15;17;25;1;5;23;13;32;20
10;9;12;2;6;7;19;27;24;4;22;28;21;29;16;3;14;11;30;18;26;31;8;15;17;25;1;5;23;13;32;20;91;24554
