"X1";"X286";"X38";"X39";"X9";"X32";"X14";"X22";"X43";"X44";"X18";"X21";"X58";"X42";"X29";"X16";"X1.1";"X10";"X36";"X25";"X23";"X8";"X15";"X62";"X28";"X56";"X20";"X37";"X11";"X64";"X31";"X34";"X55";"X59";"X7";"X46";"X52";"X17";"X33";"X24";"X47";"X3";"X51";"X40";"X4";"X49";"X45";"X26";"X61";"X53";"X6";"X60";"X5";"X57";"X50";"X48";"X12";"X19";"X27";"X2";"X54";"X41";"X30";"X35";"X13";"X63"
37;232;3;40;23;5;8;4;61;50;56;42;12;35;51;30;16;36;44;31;57;52;18;13;47;39;43;49;64;38;24;48;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;32;15;14;58
3;40;23;5;8;4;61;50;56;42;12;35;51;30;16;36;44;31;57;52;18;13;47;39;43;49;64;38;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;48;15;14;58;37;232
37;232;3;40;23;5;8;4;61;50;56;42;12;35;51;30;16;36;44;31;57;52;18;13;47;39;43;49;64;38;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;48;15;14;58
3;40;23;5;8;4;61;50;56;42;12;35;51;30;16;36;38;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;48;15;14;58;37;248
37;248;3;40;23;5;8;4;61;50;56;42;12;35;51;30;16;36;38;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;48;15;14;58
3;40;23;5;8;4;61;33;56;42;12;35;51;30;16;36;38;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;50;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;48;15;14;58;37;256
37;248;3;40;23;5;8;4;61;50;56;42;12;35;51;30;16;36;38;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;17;20;25;48;15;14;58
3;17;23;5;8;4;61;50;56;42;12;35;51;30;16;36;38;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;40;20;25;48;15;14;58;37;248
37;248;3;17;23;5;8;4;61;50;56;42;12;35;51;30;16;36;38;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;40;20;25;48;15;14;58
3;17;23;5;8;4;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;40;20;25;48;15;14;58;37;252
37;252;3;17;23;5;8;4;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;26;6;28;37;46;10;40;20;25;48;15;14;58
3;17;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;48;15;14;58;37;244
37;244;3;17;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;53;62;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;48;15;14;58
3;17;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;48;15;14;58;37;244
37;244;3;17;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;49;64;44;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;48;15;14;58
3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;17;64;44;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;48;15;14;58;37;244
37;244;3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;17;64;44;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;48;15;14;58
3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;44;15;14;58;37;240
37;240;3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;36;30;31;57;52;18;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;44;15;14;58
3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;44;30;31;57;52;18;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;36;15;14;58;37;240
37;240;3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;44;30;31;57;52;18;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;29;33;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;36;15;14;58
3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;44;30;31;57;52;33;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;29;18;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;36;15;14;58;37;240
37;240;3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;44;30;31;57;52;33;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;29;18;19;21;60;45;2;55;9;27;1;41;4;6;28;37;46;10;40;20;25;36;15;14;58
3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;44;30;31;57;52;33;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;45;2;55;9;27;1;41;29;6;28;37;46;10;40;20;25;36;15;14;58;37;240
37;240;3;49;23;5;8;26;61;50;56;42;12;35;51;38;16;44;30;31;57;52;33;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;45;2;55;9;27;1;41;29;6;28;37;46;10;40;20;25;36;15;14;58
3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;33;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;45;2;55;9;27;1;41;29;6;28;37;46;10;40;20;25;36;15;38;58;37;224
37;224;3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;33;13;47;39;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;45;2;55;9;27;1;41;29;6;28;37;46;10;40;20;25;36;15;38;58
3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;33;13;47;45;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;39;2;55;9;27;1;41;29;6;28;37;46;10;40;20;25;36;15;38;58;37;224
37;224;3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;33;13;47;45;43;17;64;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;39;2;55;9;27;1;41;29;6;28;37;46;10;40;20;25;36;15;38;58
3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;33;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;36;15;38;58;37;224
37;224;3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;33;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;60;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;36;15;38;58
3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;33;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;36;15;38;58;37;232
38;232;3;49;23;5;8;26;61;50;56;42;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;33;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;36;15;38;58
3;49;23;5;8;26;61;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;33;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;42;15;38;58;38;244
38;244;3;49;23;5;8;26;61;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;21;33;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;42;15;38;58
3;49;23;5;8;26;21;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;61;33;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;42;15;38;58;38;244
38;244;3;49;23;5;8;26;21;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;59;62;53;11;34;22;7;4;18;19;61;33;39;2;55;9;27;1;41;64;6;28;37;46;10;40;20;25;42;15;38;58
3;49;23;5;8;26;21;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;62;53;11;34;22;7;4;18;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;25;42;15;38;58;38;240
38;240;3;49;23;5;8;26;21;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;62;53;11;34;22;7;4;18;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;25;42;15;38;58
3;49;23;5;8;26;21;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;62;53;11;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58;38;240
38;240;3;49;23;5;8;26;21;50;56;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;62;53;11;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58
3;49;23;5;8;26;21;50;11;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;62;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58;38;240
38;240;3;49;23;5;8;26;21;50;11;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;62;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58
3;49;23;5;8;26;21;50;62;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58;38;240
38;240;3;49;23;5;8;26;21;50;62;36;12;35;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58
35;49;23;5;8;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58;38;240
38;240;35;49;23;5;8;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58
35;49;23;5;8;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;61;56;34;22;7;4;25;19;53;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58;38;242
38;240;35;49;23;5;8;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;18;42;15;38;58
35;49;18;5;8;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58;38;242
38;242;35;49;18;5;8;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;53;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58
35;49;18;5;53;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58;38;246
38;246;35;49;18;5;53;26;21;50;62;36;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;61;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58
35;49;18;5;53;26;21;50;62;61;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58;38;258
38;258;35;49;18;5;53;26;21;50;62;61;12;3;51;14;16;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;27;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58
35;49;18;5;53;26;21;50;62;61;12;3;51;14;27;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58;38;264
38;264;35;49;18;5;53;26;21;50;62;61;12;3;51;14;27;44;30;31;57;52;60;13;47;45;43;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58
35;49;18;5;53;26;21;50;62;61;12;43;51;14;27;44;30;31;57;52;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58;38;264
38;264;35;49;18;5;53;26;21;50;62;61;12;43;51;14;27;44;30;31;57;52;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;28;37;46;10;40;20;23;42;15;38;58
35;49;18;5;53;26;21;50;62;61;12;43;51;14;27;44;30;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;260
38;260;35;49;18;5;53;26;21;50;62;61;12;43;51;14;27;44;30;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;18;5;53;26;30;50;62;61;12;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;268
38;268;35;49;18;5;53;26;30;50;62;61;12;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;12;5;53;26;30;50;62;61;18;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;246
38;246;35;49;12;5;53;26;30;50;62;61;18;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;1;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;250
38;250;35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;33;56;34;22;7;4;25;19;36;8;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;270
38;250;35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;55;11;8;56;34;22;7;4;25;19;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;19;11;8;56;34;22;7;4;25;55;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;250
38;250;35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;13;47;45;3;17;29;48;24;32;63;54;19;11;8;56;34;22;7;4;25;55;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;47;13;45;3;17;29;48;24;32;63;54;19;11;8;56;34;22;7;4;25;55;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58;38;254
39;254;35;49;12;5;53;26;30;50;62;61;1;43;51;14;27;44;21;31;57;28;60;47;13;45;3;17;29;48;24;32;63;54;19;11;8;56;34;22;7;4;25;55;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;12;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;29;48;24;27;63;54;19;11;8;56;34;22;7;4;25;55;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58;39;262
39;262;35;49;12;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;29;48;24;27;63;54;19;11;8;56;34;22;7;4;25;55;36;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;29;48;24;27;63;54;19;11;8;56;34;22;7;4;25;55;12;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58;39;266
39;266;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;29;48;24;27;63;54;19;11;8;56;34;22;7;4;25;55;12;33;39;2;59;9;16;18;41;64;6;52;37;46;10;40;20;23;42;15;38;58
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;29;48;24;27;63;54;19;11;8;56;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;6;52;37;46;10;40;20;23;42;15;38;58;39;266
39;266;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;29;48;24;27;63;54;19;11;8;56;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;6;52;37;46;10;40;20;23;42;15;38;58
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;58;48;24;27;63;54;19;11;8;56;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;6;52;37;46;10;40;20;23;42;15;38;29;39;282
39;282;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;60;47;13;45;3;17;58;48;24;27;63;54;19;11;8;56;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;6;52;37;46;10;40;20;23;42;15;38;29
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;56;47;13;45;3;17;58;48;24;27;63;54;19;11;8;60;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;6;52;37;46;10;40;20;23;42;15;38;29;39;282
39;282;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;56;47;13;45;3;17;58;48;24;27;63;54;19;11;8;60;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;6;52;37;46;10;40;20;23;42;15;38;29
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;56;47;6;45;3;17;58;48;24;27;63;54;19;11;8;60;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;13;52;37;46;10;40;20;23;42;15;38;29;39;282
39;282;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;56;47;6;45;3;17;58;48;24;27;63;54;19;11;8;60;34;64;7;4;25;55;12;33;39;2;59;9;16;18;41;22;13;52;37;46;10;40;20;23;42;15;38;29
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;56;47;6;45;3;17;58;48;24;55;63;54;19;11;8;60;34;64;7;4;25;27;12;33;39;2;59;9;16;18;41;22;13;52;37;46;10;40;20;23;42;15;38;29;39;278
39;278;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;57;28;56;47;6;45;3;17;58;48;24;55;63;54;19;11;8;60;34;64;7;4;25;27;12;33;39;2;59;9;16;18;41;22;13;52;37;46;10;40;20;23;42;15;38;29
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;11;57;60;34;64;7;4;25;27;12;33;39;2;59;9;16;18;41;22;13;52;37;46;10;40;20;23;42;15;38;29;39;286
39;286;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;11;57;60;34;64;7;4;25;27;12;33;39;2;59;9;16;18;41;22;13;52;37;46;10;40;20;23;42;15;38;29
35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;11;57;60;34;64;7;4;25;27;12;52;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29;39;290
39;290;35;49;36;5;53;26;30;50;62;61;1;43;51;14;32;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;11;57;60;34;64;7;4;25;27;12;52;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29
35;49;36;5;11;26;30;50;62;61;1;43;51;14;32;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;53;57;60;34;64;7;4;25;27;12;52;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29;39;290
39;290;35;49;36;5;11;26;30;50;62;61;1;43;51;14;32;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;53;57;60;34;64;7;4;25;27;12;52;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29
35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;53;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29;39;296
39;296;35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;53;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29
35;49;36;5;11;13;30;50;62;61;1;43;51;14;52;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;53;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;26;33;37;46;10;40;20;23;42;15;38;29;39;304
39;296;35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;53;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;42;15;38;29
35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;42;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;53;15;38;29;39;296
39;296;35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;8;28;56;47;6;45;3;17;58;48;24;55;63;54;19;42;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;23;53;15;38;29
35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;23;28;56;47;6;45;3;17;58;48;24;55;63;54;19;42;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;8;53;15;38;29;39;300
39;300;35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;23;28;56;47;6;45;3;17;58;48;24;55;63;54;19;42;57;60;34;64;7;4;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;8;53;15;38;29
35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;23;28;56;47;6;45;3;17;58;4;24;55;63;54;19;42;57;60;34;64;7;48;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;8;53;15;38;29;39;304
39;304;35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;23;28;56;47;6;45;3;17;58;4;24;55;63;54;19;42;57;60;34;64;7;48;25;27;12;32;39;2;59;9;16;18;41;22;13;33;37;46;10;40;20;8;53;15;38;29
35;49;36;5;11;26;30;50;62;61;1;43;51;14;52;44;21;31;23;28;56;47;6;45;3;17;58;4;24;55;63;54;19;42;57;60;34;64;7;48;25;27;12;32;39;2;59;40;16;18;41;22;13;33;37;46;10;9;20;8;53;15;38;29;39;304
