"X1";"X282";"X20";"X26";"X7";"X42";"X60";"X17";"X56";"X34";"X23";"X14";"X30";"X41";"X21";"X57";"X64";"X15";"X29";"X46";"X27";"X8";"X22";"X38";"X11";"X9";"X32";"X47";"X62";"X12";"X53";"X13";"X49";"X2";"X28";"X40";"X33";"X48";"X18";"X35";"X51";"X61";"X50";"X39";"X25";"X5";"X6";"X55";"X1.1";"X43";"X24";"X59";"X44";"X4";"X37";"X45";"X16";"X58";"X19";"X3";"X63";"X36";"X52";"X31";"X10";"X54"
20;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;46;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;59;1;3;5;40;10;8;17;53;18;44;43;32;4;16;2;31;304
31;304;20;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;46;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;59;1;3;5;40;10;8;17;53;18;44;43;32;4;16;2
2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;46;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;59;1;3;5;40;10;8;17;53;18;44;43;32;4;16;20;31;304
31;304;2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;46;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;59;1;3;5;40;10;8;17;53;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;46;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;3;1;59;5;40;10;8;17;53;18;44;43;32;4;16;20;31;304
31;304;2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;46;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;3;1;59;5;40;10;8;17;53;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;3;1;59;5;40;10;8;17;46;18;44;43;32;4;16;20;31;304
31;304;2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;38;36;28;62;39;11;52;3;1;59;5;40;10;8;17;46;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;36;38;28;62;39;11;52;3;1;59;5;40;10;8;17;46;18;44;43;32;4;16;20;31;304
31;304;2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;36;38;28;62;39;11;52;3;1;59;5;40;10;8;17;46;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;36;38;28;46;39;11;52;3;1;59;5;40;10;8;17;62;18;44;43;32;4;16;20;31;304
31;304;2;21;29;42;12;50;31;55;23;33;26;48;25;13;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;36;38;28;46;39;11;52;3;1;59;5;40;10;8;17;62;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;36;38;28;46;39;11;52;3;1;59;5;40;10;8;17;62;18;44;43;32;4;16;20;31;300
31;300;2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;34;61;47;36;38;28;46;39;11;52;3;1;59;5;40;10;8;17;62;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;11;52;3;1;59;5;40;10;8;17;62;18;44;43;32;4;16;20;31;306
31;306;2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;11;52;3;1;59;5;40;10;8;17;62;18;44;43;32;4;16;20
2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;43;11;4;16;20;31;306
31;306;2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;19;51;56;14;22;49;7;27;58;45;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;43;11;4;16;20
2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;19;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;43;11;4;16;20;31;306
31;306;2;21;29;42;12;50;31;55;23;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;19;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;43;11;4;16;20
2;21;29;42;12;19;31;55;23;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;43;11;4;16;20;31;306
31;306;2;21;29;42;12;19;31;55;23;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;37;57;41;64;9;24;35;15;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;43;11;4;16;20
2;21;29;42;12;19;31;55;23;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;37;57;41;64;9;24;35;43;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;15;11;4;16;20;31;302
31;302;2;21;29;42;12;19;31;55;23;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;37;57;41;64;9;24;35;43;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;15;11;4;16;20
2;21;29;42;12;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;15;11;4;16;20;31;302
31;302;2;21;29;42;12;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;36;61;47;34;38;28;46;39;32;52;3;1;59;5;40;10;8;17;62;18;44;15;11;4;16;20
2;21;29;42;12;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;40;10;8;17;62;18;44;15;11;4;16;20;31;284
31;284;2;21;29;42;12;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;40;10;8;17;62;18;44;15;11;4;16;20
2;21;29;42;40;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;17;62;18;44;15;11;4;16;20;31;284
31;284;2;21;29;42;40;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;17;62;18;44;15;11;4;16;20
2;21;29;42;17;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;11;4;16;20;31;284
31;284;2;21;29;42;17;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;7;27;58;50;63;30;6;53;23;57;41;64;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;11;4;16;20
2;21;29;42;17;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;11;4;16;20;31;280
32;280;2;21;29;42;17;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;24;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;11;4;16;20
2;21;29;42;17;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;11;24;16;20;32;280
32;280;2;21;29;42;17;19;31;55;37;33;26;13;25;48;54;45;51;56;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;11;24;16;20
2;21;29;42;17;19;31;55;11;33;26;13;25;48;54;45;51;56;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;37;24;16;20;32;280
32;280;2;21;29;42;17;19;31;55;11;33;26;13;25;48;54;45;51;56;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;59;5;12;10;8;40;62;18;44;15;37;24;16;20
2;21;29;42;17;19;31;55;11;33;26;13;25;48;54;45;51;59;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20;32;280
32;280;2;21;29;42;17;19;31;55;11;33;26;13;25;48;54;45;51;59;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20
2;21;29;42;17;54;31;55;11;33;26;13;25;48;19;45;51;59;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20;32;284
32;284;2;21;29;42;17;54;31;55;11;33;26;13;25;48;19;45;51;59;14;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20
2;21;29;42;17;54;31;55;11;33;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20;32;278
32;278;2;21;29;42;17;54;31;55;11;33;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;4;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20
2;21;29;42;17;54;31;55;4;33;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20;32;278
32;278;2;21;29;42;17;54;31;55;4;33;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;62;18;44;15;37;24;16;20
2;21;29;42;17;54;31;55;4;62;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;33;18;44;15;37;24;16;20;32;270
32;270;2;21;29;42;17;54;31;55;4;62;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;9;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;33;18;44;15;37;24;16;20
2;21;29;42;17;54;31;55;4;62;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;33;18;44;9;37;24;16;20;32;270
32;270;2;21;29;42;17;54;31;55;4;62;26;13;25;48;14;45;51;59;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;33;18;44;9;37;24;16;20
2;21;29;59;17;54;31;55;4;62;26;13;25;48;14;45;51;42;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;33;18;44;9;37;24;16;20;32;274
32;274;2;21;29;59;17;54;31;55;4;62;26;13;25;48;14;45;51;42;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;40;33;18;44;9;37;24;16;20
2;21;29;59;17;54;31;55;4;62;26;13;25;48;14;45;51;42;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20;32;274
32;274;2;21;29;59;17;54;31;55;4;62;26;13;25;48;14;45;51;42;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20
2;21;29;59;17;54;31;55;4;42;26;13;25;48;14;45;51;62;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20;32;282
32;282;2;21;29;59;17;54;31;55;4;42;26;13;25;48;14;45;51;62;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20
2;21;29;59;17;54;31;55;4;42;51;13;25;48;14;45;26;62;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20;32;282
32;282;2;21;29;59;17;54;31;55;4;42;51;13;25;48;14;45;26;62;19;22;49;64;27;58;50;63;30;6;53;23;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20
2;21;29;59;17;54;31;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20;32;282
32;282;2;21;29;59;17;54;31;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;46;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20
2;21;29;59;17;54;46;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20;32;282
32;282;2;21;29;59;17;54;46;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;9;37;24;40;20
2;21;29;59;17;54;46;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;20;37;24;40;9;32;282
32;282;2;21;29;59;17;54;46;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;20;37;24;40;9;32;280
32;280;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;30;50;63;58;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;20;37;24;40;9;32;296
32;280;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;22;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;56;5;12;10;8;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;56;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;22;5;12;10;8;16;33;18;44;20;37;24;40;9;32;280
32;280;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;56;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;60;31;61;47;34;38;28;36;39;32;52;3;1;22;5;12;10;8;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;56;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;8;31;61;47;34;38;28;36;39;32;52;3;1;22;5;12;10;60;16;33;18;44;20;37;24;40;9;32;280
32;280;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;56;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;35;43;8;31;61;47;34;38;28;36;39;32;52;3;1;22;5;12;10;60;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;56;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;22;5;12;10;60;16;33;18;44;20;37;24;40;9;32;280
33;280;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;19;56;49;64;27;58;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;22;5;12;10;60;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;22;5;12;10;60;16;33;18;44;20;37;24;40;9;33;268
33;268;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;22;5;12;10;60;16;33;18;44;20;37;24;40;9
2;55;46;59;17;54;29;21;4;42;51;13;25;48;14;23;26;62;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;22;5;12;10;60;16;33;18;44;20;37;24;40;9;33;276
33;268;2;21;46;59;17;54;29;55;4;42;51;13;25;48;14;23;26;62;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;22;5;12;10;60;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;62;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;42;5;12;10;60;16;33;18;44;20;37;24;40;9;33;276
33;276;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;62;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;42;5;12;10;60;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;16;33;18;44;20;37;24;40;9;33;276
33;276;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;8;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;16;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;8;33;18;44;20;37;24;40;9;33;276
33;276;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;8;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;14;4;22;51;13;25;48;55;23;26;5;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;8;33;18;44;20;37;24;40;9;33;278
33;276;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;50;63;30;6;53;45;57;41;7;15;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;8;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;8;63;30;6;53;45;57;41;7;15;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;50;33;18;44;20;37;24;40;9;33;276
33;276;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;64;27;19;8;63;30;6;53;45;57;41;7;15;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;15;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;50;33;18;44;20;37;24;40;9;33;278
33;278;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;15;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;10;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9;33;280
33;280;2;21;46;59;17;54;29;55;4;22;51;13;25;48;14;23;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;32;52;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;23;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;25;52;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9;33;280
33;280;2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;23;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;25;52;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;52;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9;33;280
33;280;2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;52;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;7;64;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;52;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9;33;284
33;284;2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;52;26;5;58;56;49;10;27;19;8;63;30;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;15;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;52;26;5;58;56;49;10;27;19;15;63;30;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;8;60;50;33;18;44;20;37;24;40;9;33;284
33;284;2;21;46;59;17;54;29;55;4;22;51;13;32;48;14;52;26;5;58;56;49;10;27;19;15;63;30;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;8;60;50;33;18;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;18;32;48;14;52;26;5;58;56;49;10;27;19;15;63;30;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;8;60;50;33;13;44;20;37;24;40;9;33;284
33;284;2;21;46;59;17;54;29;55;4;22;51;18;32;48;14;52;26;5;58;56;49;10;27;19;15;63;30;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;8;60;50;33;13;44;20;37;24;40;9
2;21;46;59;17;54;29;55;4;22;51;18;32;48;14;52;26;5;58;56;49;30;27;19;15;63;10;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;8;60;50;33;13;44;20;37;24;40;9;33;300
33;300;2;21;46;59;17;54;29;55;4;22;51;18;32;48;14;52;26;5;58;56;49;30;27;19;15;63;10;6;53;45;57;41;64;7;11;1;43;16;31;61;47;34;38;28;36;39;25;23;3;35;42;62;12;8;60;50;33;13;44;20;37;24;40;9
