"X1";"X286";"X23";"X31";"X36";"X60";"X3";"X35";"X46";"X58";"X25";"X39";"X63";"X51";"X29";"X28";"X55";"X49";"X33";"X45";"X21";"X20";"X7";"X18";"X56";"X59";"X37";"X62";"X54";"X14";"X57";"X16";"X4";"X13";"X64";"X27";"X24";"X11";"X44";"X43";"X9";"X8";"X41";"X32";"X22";"X50";"X53";"X2";"X15";"X10";"X47";"X26";"X30";"X42";"X38";"X61";"X19";"X17";"X5";"X12";"X34";"X1.1";"X52";"X6";"X40";"X48"
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;18;16;36;10;19;49;11;44;63;57;51;12;56;20;7;21;2;43;52;30;3;29;47;24;58;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62;37;280
37;280;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;18;16;36;10;19;49;11;44;63;57;51;12;56;20;7;21;2;43;52;30;3;29;47;24;58;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;18;16;36;10;19;49;11;44;63;57;51;12;56;20;7;21;2;43;52;30;58;29;47;24;3;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62;37;288
37;288;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;18;16;36;10;19;49;11;44;63;57;51;12;56;20;7;21;2;43;52;30;58;29;47;24;3;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;12;56;20;7;21;2;43;52;30;58;29;47;18;3;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62;37;288
37;288;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;12;56;20;7;21;2;43;52;30;58;29;47;18;3;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;12;56;52;7;21;2;43;20;30;58;29;47;18;3;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62;37;288
37;288;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;12;56;52;7;21;2;43;20;30;58;29;47;18;3;5;35;1;33;9;61;45;17;37;39;4;48;64;42;55;62
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;12;56;52;7;21;2;43;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;4;48;64;42;55;33;37;288
37;288;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;12;56;52;7;21;2;43;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;4;48;64;42;55;33
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;43;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;4;48;64;42;55;33;37;284
37;284;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;43;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;4;48;64;42;55;33
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;43;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;284
37;284;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;19;49;11;44;63;57;51;43;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;44;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;282
37;282;59;25;13;26;50;6;22;8;34;23;31;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;44;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;13;26;50;6;22;8;34;23;44;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;282
37;282;59;25;13;26;50;6;22;8;34;23;44;60;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;13;60;50;6;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;282
37;282;59;25;13;60;50;6;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;13;6;50;60;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;282
37;282;59;25;13;6;50;60;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;58;29;47;18;3;5;35;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;13;6;50;60;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;35;29;47;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;282
37;282;59;25;13;6;50;60;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;35;29;47;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;47;6;50;60;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;294
37;294;59;25;47;6;50;60;22;8;34;23;44;26;15;53;54;28;41;40;14;27;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;47;6;50;60;22;8;34;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;290
37;290;59;25;47;6;50;60;22;8;34;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;43;49;11;31;63;57;51;19;56;52;7;21;2;12;20;30;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;47;6;50;60;22;8;34;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;49;11;31;63;57;51;19;56;52;7;21;2;12;20;43;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33;37;298
38;298;59;25;47;6;50;60;22;8;34;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;49;11;31;63;57;51;19;56;52;7;21;2;12;20;43;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;47;6;50;60;22;8;34;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;49;11;31;63;57;12;19;56;52;7;21;2;51;20;43;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33;38;298
38;298;59;25;47;6;50;60;22;8;34;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;49;11;31;63;57;12;19;56;52;7;21;2;51;20;43;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;49;11;31;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33;38;298
38;298;59;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;49;11;31;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;58;1;62;9;61;45;17;37;39;55;48;64;42;4;33
59;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;58;11;31;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;49;1;62;9;61;45;17;37;39;55;48;64;42;4;33;38;298
38;298;59;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;24;16;36;10;30;58;11;31;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;49;1;62;9;61;45;17;37;39;55;48;64;42;4;33
24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;59;16;36;10;30;58;11;31;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;49;1;62;9;61;45;17;37;39;55;48;64;42;4;33;38;298
38;298;24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;59;16;36;10;30;58;11;31;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;49;1;62;9;61;45;17;37;39;55;48;64;42;4;33
24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;39;55;48;64;42;4;33;38;298
38;298;24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;28;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;63;57;12;19;34;52;7;21;2;51;20;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;39;55;48;64;42;4;33
24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;63;57;12;19;34;52;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;39;55;48;64;42;4;33;38;298
38;298;24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;63;57;12;19;34;52;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;39;55;48;64;42;4;33
24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;12;19;34;52;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;39;55;48;63;42;4;33;38;296
38;296;24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;12;19;34;52;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;39;55;48;63;42;4;33
24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;39;19;34;52;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;48;63;42;4;33;38;296
38;296;24;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;39;19;34;52;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;48;63;42;4;33
52;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;48;63;42;4;33;38;296
38;296;52;25;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;48;63;42;4;33
52;48;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;25;63;42;4;33;38;296
38;296;52;48;47;6;50;60;22;8;56;23;44;27;15;53;54;20;41;40;14;26;32;46;38;59;16;36;10;30;58;11;37;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;25;63;42;4;33
52;48;47;6;50;60;22;8;56;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;37;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;25;63;42;4;33;38;278
38;278;52;48;47;6;50;60;22;8;56;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;37;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;25;63;42;4;33
52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;25;63;42;4;33;38;278
38;278;52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;17;31;12;55;25;63;42;4;33
52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;4;31;12;55;25;63;42;17;33;38;278
38;278;52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;61;45;4;31;12;55;25;63;42;17;33
52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;25;45;4;31;12;55;61;63;42;17;33;38;278
38;278;52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;64;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;1;62;9;25;45;4;31;12;55;61;63;42;17;33
52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;64;62;9;25;45;4;31;12;55;61;63;42;17;33;38;282
38;282;52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;40;14;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;18;3;5;49;64;62;9;25;45;4;31;12;55;61;63;42;17;33
52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;18;14;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;25;45;4;31;12;55;61;63;42;17;33;38;282
38;282;52;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;18;14;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;25;45;4;31;12;55;61;63;42;17;33
25;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;18;14;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;61;63;42;17;33;38;282
38;282;25;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;18;14;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;61;63;42;17;33
25;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;14;18;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;61;63;42;17;33;38;290
38;290;25;48;47;6;50;60;22;8;37;46;44;27;15;53;54;20;41;14;18;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;61;63;42;17;33
25;48;47;42;50;60;22;8;37;46;44;27;15;53;54;20;41;14;18;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;61;63;6;17;33;38;286
38;286;25;48;47;42;50;60;22;8;37;46;44;27;15;53;54;20;41;14;18;26;32;23;38;59;16;36;10;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;61;63;6;17;33
25;48;47;42;50;60;22;8;37;46;44;27;15;53;54;20;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33;38;278
39;278;25;48;47;42;50;60;22;8;37;46;44;27;15;53;54;20;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33
25;48;47;42;50;60;22;8;37;46;20;27;15;53;54;44;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33;39;278
39;278;25;48;47;42;50;60;22;8;37;46;20;27;15;53;54;44;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;57;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33
25;48;47;42;50;60;22;8;37;57;20;27;15;53;54;44;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33;39;284
39;284;25;48;47;42;50;60;22;8;37;57;20;27;15;53;54;44;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33;39;284
39;284;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;23;38;59;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33;39;286
39;286;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;10;63;6;17;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;17;63;6;10;33;39;286
39;286;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;21;2;51;28;43;35;29;13;40;3;5;49;64;62;9;52;45;4;31;12;55;17;63;6;10;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;28;43;35;29;13;21;3;5;49;64;62;9;52;45;4;31;12;55;17;63;6;10;33;39;298
39;298;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;28;43;35;29;13;21;3;5;49;64;62;9;52;45;4;31;12;55;17;63;6;10;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;28;43;35;29;13;21;3;5;49;64;62;17;52;45;4;31;12;55;9;63;6;10;33;39;298
39;298;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;28;43;35;29;13;21;3;5;49;64;62;17;52;45;4;31;12;55;9;63;6;10;33
25;27;47;40;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;42;2;51;28;43;35;29;13;21;3;5;49;64;62;17;52;45;4;31;12;55;9;63;6;10;33;39;304
39;298;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;28;43;35;29;13;21;3;5;49;64;62;17;52;45;4;31;12;55;9;63;6;10;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;49;64;62;17;52;28;4;31;12;55;9;63;6;10;33;39;298
39;298;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;41;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;49;64;62;17;52;28;4;31;12;55;9;63;6;10;33
25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;31;12;55;9;63;6;10;33;39;282
39;282;25;27;47;42;50;60;22;8;37;57;20;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;31;12;55;9;63;6;10;33
25;27;47;42;50;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;31;12;55;20;63;6;10;33;39;294
39;294;25;27;47;42;50;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;31;12;55;20;63;6;10;33
25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;10;33;39;294
39;294;25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;46;39;19;34;24;7;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;10;33
25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;7;39;19;34;24;46;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;10;33;39;286
39;286;25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;11;56;1;7;39;19;34;24;46;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;10;33
25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;10;11;39;290
39;290;25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;29;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;10;11
25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;10;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;29;11;39;290
39;290;25;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;26;32;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;10;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;29;11
26;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;25;32;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;10;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;29;11;39;288
39;288;26;27;47;42;31;60;22;8;37;57;9;48;15;53;54;44;49;14;18;25;32;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;10;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;29;11
26;27;47;42;31;60;22;8;32;57;9;48;15;53;54;44;49;14;18;25;37;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;10;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;29;11;39;288
39;288;26;27;47;42;31;60;22;8;32;57;9;48;15;53;54;44;49;14;18;25;37;59;38;23;16;36;61;30;58;33;56;1;7;39;19;34;24;46;40;2;51;45;43;35;10;13;21;3;5;41;64;62;17;52;28;4;50;12;55;20;63;6;29;11
