"X1";"X304";"X30";"X64";"X40";"X45";"X57";"X49";"X51";"X1.1";"X21";"X53";"X12";"X8";"X43";"X14";"X46";"X58";"X47";"X54";"X59";"X20";"X4";"X5";"X39";"X42";"X27";"X61";"X63";"X52";"X36";"X17";"X56";"X16";"X7";"X15";"X25";"X23";"X55";"X24";"X34";"X11";"X2";"X22";"X6";"X41";"X18";"X3";"X9";"X38";"X37";"X13";"X48";"X50";"X29";"X33";"X35";"X26";"X31";"X19";"X10";"X62";"X60";"X28";"X44";"X32"
18;23;61;52;19;46;41;54;60;30;63;31;58;7;45;17;56;37;27;43;38;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;25;3;35;44;40;2;22;36;47;27;284
27;284;18;23;61;52;19;46;41;54;60;30;63;31;58;7;45;17;56;37;27;43;38;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;25;3;35;44;40;2;22;36;47
18;23;61;52;40;46;41;54;60;30;63;31;58;7;45;17;56;37;27;43;38;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;25;3;35;44;19;2;22;36;47;27;284
27;284;18;23;61;52;40;46;41;54;60;30;63;31;58;7;45;17;56;37;27;43;38;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;25;3;35;44;19;2;22;36;47
18;23;61;52;40;46;41;54;60;30;63;38;58;7;45;17;56;37;27;43;31;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;25;3;35;44;19;2;22;36;47;27;284
27;284;18;23;61;52;40;46;41;54;60;30;63;38;58;7;45;17;56;37;27;43;31;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;25;3;35;44;19;2;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;17;56;37;27;43;31;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47;27;284
27;284;25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;17;56;37;27;43;31;11;21;51;33;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;55;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;17;56;37;27;43;31;11;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;33;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47;27;284
27;284;25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;17;56;37;27;43;31;11;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;33;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;11;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;33;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47;27;276
27;276;25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;11;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;34;13;33;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;11;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;33;13;34;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47;27;280
28;280;25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;11;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;33;13;34;10;32;29;49;15;48;59;18;3;35;44;19;2;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;33;13;34;10;32;29;49;15;48;59;18;3;35;44;19;11;22;36;47;28;282
28;282;25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;9;1;8;16;39;14;12;33;13;34;10;32;29;49;15;48;59;18;3;35;44;19;11;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;48;1;8;16;39;14;12;33;13;34;10;32;29;49;15;9;59;18;3;35;44;19;11;22;36;47;28;294
28;294;25;23;61;52;40;46;41;54;60;30;63;38;58;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;48;1;8;16;39;14;12;33;13;34;10;32;29;49;15;9;59;18;3;35;44;19;11;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;14;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;49;15;9;59;18;3;35;44;19;11;22;36;47;28;294
28;294;25;23;61;52;40;46;41;54;60;30;63;38;14;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;28;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;49;15;9;59;18;3;35;44;19;11;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;14;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47;28;298
28;298;25;23;61;52;40;46;41;54;60;30;63;38;14;7;45;43;56;37;27;17;31;2;21;51;55;64;5;4;26;62;53;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47
25;23;61;52;40;46;41;54;60;30;63;38;14;7;4;43;56;37;27;17;31;2;21;51;55;64;5;45;26;62;53;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47;28;292
28;292;25;23;61;52;40;46;41;54;60;30;63;38;14;7;4;43;56;37;27;17;31;2;21;51;55;64;5;45;26;62;53;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47
60;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;17;31;2;21;51;55;64;5;45;26;62;53;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47;28;292
28;292;60;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;17;31;2;21;51;55;64;5;45;26;62;53;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47
60;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;17;53;2;21;51;55;64;5;45;26;62;31;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47;28;292
28;292;60;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;17;53;2;21;51;55;64;5;45;26;62;31;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;3;35;44;19;11;22;36;47
60;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;17;53;3;21;51;55;64;5;45;26;62;31;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;2;35;44;19;11;22;36;47;28;288
28;288;60;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;17;53;3;21;51;55;64;5;45;26;62;31;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;2;35;44;19;11;22;36;47
17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;26;62;31;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;2;35;44;19;11;22;36;47;28;292
28;292;17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;26;62;31;49;50;57;24;42;20;6;48;1;8;16;39;58;12;33;13;34;10;32;29;28;15;9;59;18;2;35;44;19;11;22;36;47
17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;26;62;31;49;50;57;32;42;20;6;48;1;8;16;39;58;12;33;13;34;10;24;29;28;15;9;59;18;2;35;44;19;11;22;36;47;28;294
28;294;17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;26;62;31;49;50;57;32;42;20;6;48;1;8;16;39;58;12;33;13;34;10;24;29;28;15;9;59;18;2;35;44;19;11;22;36;47
17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;39;62;31;49;50;57;32;42;20;6;48;1;8;16;26;58;12;33;13;34;10;24;29;28;15;9;59;18;2;35;44;19;11;22;36;47;28;294
28;294;17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;39;62;31;49;50;57;32;42;20;6;48;1;8;16;26;58;12;33;13;34;10;24;29;28;15;9;59;18;2;35;44;19;11;22;36;47
17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;39;35;31;49;50;57;32;42;20;6;48;1;8;16;26;58;12;33;13;34;10;24;29;28;15;9;59;18;2;62;44;19;11;22;36;47;28;302
28;302;17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;39;35;31;49;50;57;32;42;20;6;48;1;8;16;26;58;12;33;13;34;10;24;29;28;15;9;59;18;2;62;44;19;11;22;36;47
17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;39;35;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;33;13;34;10;24;29;28;15;48;59;18;2;62;44;19;11;22;36;47;28;290
28;290;17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;27;60;53;3;21;51;55;64;5;45;39;35;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;33;13;34;10;24;29;28;15;48;59;18;2;62;44;19;11;22;36;47
17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;39;35;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;34;10;24;29;28;15;48;59;18;2;62;44;19;11;22;36;47;28;290
28;290;17;23;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;39;35;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;34;10;24;29;28;15;48;59;18;2;62;44;19;11;22;36;47
17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;39;23;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;34;10;24;29;28;15;48;59;18;2;62;44;19;11;22;36;47;28;290
28;290;17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;39;23;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;34;10;24;29;28;15;48;59;18;2;62;44;19;11;22;36;47
17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;39;23;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;36;47;28;290
28;290;17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;39;23;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;36;47
17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;36;23;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47;28;290
28;290;17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;64;5;45;36;23;31;49;50;57;32;42;20;6;9;1;8;16;26;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47
17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;32;42;20;6;9;1;64;16;26;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47;28;290
28;290;17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;32;42;20;6;9;1;64;16;26;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47
17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;32;42;26;6;9;1;64;16;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47;28;290
28;290;17;35;61;52;40;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;32;42;26;6;9;1;64;16;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47
17;35;61;52;32;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;16;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47;28;288
29;288;17;35;61;52;32;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;16;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;19;11;22;39;47
17;35;61;52;32;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;16;11;22;39;47;29;288
29;288;17;35;61;52;32;46;41;54;25;30;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;16;11;22;39;47
17;35;61;52;32;46;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;16;11;22;39;30;29;292
29;292;17;35;61;52;32;46;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;16;11;22;39;30
17;35;61;52;16;46;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;32;11;22;39;30;29;292
29;292;17;35;61;52;16;46;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;20;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;32;11;22;39;30
17;35;61;52;16;46;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;32;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;20;11;22;39;30;29;292
29;292;17;35;61;52;16;46;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;32;58;12;27;13;28;10;24;29;34;15;48;59;18;2;62;44;20;11;22;39;30
17;35;61;52;16;12;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;32;58;46;27;13;28;10;24;29;34;15;48;59;18;2;62;44;20;11;22;39;30;29;292
29;292;17;35;61;52;16;12;41;54;25;47;63;38;14;7;4;43;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;9;1;64;19;32;58;46;27;13;28;10;24;29;34;15;48;59;18;2;62;44;20;11;22;39;30
17;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;29;34;15;48;59;18;2;62;44;20;11;22;39;30;29;304
29;304;17;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;29;34;15;48;59;18;2;62;44;20;11;22;39;30
15;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;29;34;17;48;59;18;2;62;44;20;11;22;39;30;29;304
29;304;15;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;21;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;29;34;17;48;59;18;2;62;44;20;11;22;39;30
15;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;29;34;17;48;59;18;2;62;44;20;11;22;39;21;29;304
29;304;15;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;29;34;17;48;59;18;2;62;44;20;11;22;39;21
15;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;39;21;29;304
29;304;15;35;61;52;16;12;41;54;25;47;63;38;14;7;4;9;56;37;33;60;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;39;21
15;35;61;63;16;12;41;54;25;47;52;38;14;7;4;9;56;37;33;60;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;39;21;29;292
29;292;15;35;61;63;16;12;41;54;25;47;52;38;14;7;4;9;56;37;33;60;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;39;21
15;35;61;63;16;12;41;54;25;47;52;38;14;7;4;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21;29;280
29;280;15;35;61;63;16;12;41;54;25;47;52;38;14;7;4;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;58;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;25;47;52;38;14;58;4;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;7;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21;29;292
29;292;15;35;61;63;16;12;41;54;25;47;52;38;14;58;4;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;7;46;27;13;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;47;52;38;14;58;4;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;7;46;27;25;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21;29;292
29;292;15;35;61;63;16;12;41;54;13;47;52;38;14;58;4;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;7;46;27;25;28;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;7;46;27;25;4;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21;29;284
29;284;15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;6;43;1;64;19;32;7;46;27;25;4;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;43;1;64;6;32;7;46;27;25;4;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21;29;284
29;284;15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;37;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;43;1;64;6;32;7;46;27;25;4;10;24;44;34;17;48;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;43;1;64;6;32;7;46;27;25;4;10;24;37;34;17;48;59;18;2;62;29;20;11;22;60;21;29;284
29;284;15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;43;1;64;6;32;7;46;27;25;4;10;24;37;34;17;48;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;43;1;64;6;32;7;46;27;25;4;10;24;48;34;17;37;59;18;2;62;29;20;11;22;60;21;29;284
29;284;15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;43;1;64;6;32;7;46;27;25;4;10;24;48;34;17;37;59;18;2;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;2;1;64;6;32;7;46;27;25;4;10;24;48;34;17;37;59;18;43;62;29;20;11;22;60;21;29;272
29;272;15;35;61;63;16;12;41;54;13;47;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;31;49;50;57;40;42;26;19;2;1;64;6;32;7;46;27;25;4;10;24;48;34;17;37;59;18;43;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;47;49;50;57;40;42;26;19;2;1;64;6;32;7;46;27;25;4;10;24;48;34;17;37;59;18;43;62;29;20;11;22;60;21;29;268
29;268;15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;47;49;50;57;40;42;26;19;2;1;64;6;32;7;46;27;25;4;10;24;48;34;17;37;59;18;43;62;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;47;49;50;57;40;42;26;19;2;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;18;43;48;29;20;11;22;60;21;29;268
30;268;15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;47;49;50;57;40;42;26;19;2;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;18;43;48;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21;30;274
30;274;15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;5;45;36;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21;30;274
30;274;15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;9;56;44;33;39;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21
15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;39;56;44;33;9;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21;30;282
30;282;15;35;61;63;16;12;41;54;13;31;52;38;14;58;28;39;56;44;33;9;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21
15;35;16;63;61;12;41;54;13;31;52;38;14;58;28;39;56;44;33;9;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21;30;282
30;282;15;35;16;63;61;12;41;54;13;31;52;38;14;58;28;39;56;44;33;9;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21
15;35;16;63;13;12;41;54;61;31;52;38;14;58;28;39;56;44;33;9;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21;30;282
30;282;15;35;16;63;13;12;41;54;61;31;52;38;14;58;28;39;56;44;33;9;53;3;30;51;55;8;36;45;5;23;47;49;50;57;40;42;26;19;18;1;64;6;32;7;46;27;25;4;10;24;62;34;17;37;59;2;43;48;29;20;11;22;60;21
