"X1";"X280";"X39";"X21";"X42";"X46";"X43";"X28";"X9";"X6";"X3";"X22";"X1.1";"X49";"X52";"X53";"X4";"X2";"X51";"X18";"X32";"X33";"X31";"X14";"X54";"X34";"X48";"X61";"X38";"X58";"X37";"X44";"X63";"X29";"X7";"X24";"X26";"X59";"X27";"X55";"X15";"X62";"X23";"X47";"X10";"X17";"X30";"X35";"X36";"X25";"X56";"X19";"X41";"X64";"X50";"X11";"X20";"X8";"X60";"X16";"X5";"X40";"X13";"X57";"X12";"X45"
38;286;13;6;42;58;38;62;5;64;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;39;45;17;20;21;51;16;22;15;25;59;27;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;55;46;10;2;35;52;63;40;18;14;29
13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;39;45;17;20;21;51;16;22;15;25;59;64;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;55;46;10;2;35;52;63;40;18;14;29;38;298
38;298;13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;39;45;17;20;21;51;16;22;15;25;59;64;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;55;46;10;2;35;52;63;40;18;14;29
13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;39;16;22;15;25;59;64;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;55;46;10;2;35;52;63;40;18;14;29;38;294
38;294;13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;39;16;22;15;25;59;64;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;55;46;10;2;35;52;63;40;18;14;29
13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;55;16;22;15;25;59;64;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;35;52;63;40;18;14;29;38;296
39;296;13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;55;16;22;15;25;59;64;4;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;35;52;63;40;18;14;29
13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;55;16;22;15;25;59;64;35;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;284
39;284;13;6;42;58;38;62;5;27;61;11;32;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;55;16;22;15;25;59;64;35;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
13;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;55;16;22;15;25;59;64;35;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;280
39;280;13;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;26;51;45;17;20;21;55;16;22;15;25;59;64;35;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
13;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;51;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;286
39;286;13;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;51;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;44;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
13;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;290
39;290;13;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;28;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;290
39;290;28;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;6;42;58;32;62;5;27;61;11;38;50;30;17;56;24;49;43;33;36;34;54;41;60;57;16;44;45;37;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;302
39;290;28;6;42;58;32;62;5;27;61;11;38;50;30;37;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;6;42;58;32;62;5;27;61;37;38;50;30;11;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;302
39;302;28;6;42;58;32;62;5;27;61;37;38;50;30;11;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;23;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;23;42;58;32;62;5;27;61;37;38;50;30;11;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;6;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;302
39;302;28;23;42;58;32;62;5;27;61;37;38;50;30;11;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;20;21;55;26;22;15;25;59;64;35;9;3;6;1;48;51;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;23;42;58;32;62;5;27;61;37;38;50;30;11;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;59;64;35;9;3;6;1;48;20;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;298
39;298;28;23;42;58;32;62;5;27;61;37;38;50;30;11;56;24;49;43;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;59;64;35;9;3;6;1;48;20;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;24;49;32;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;59;64;35;9;3;6;1;48;20;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;298
39;298;28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;24;49;32;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;59;64;35;9;3;6;1;48;20;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;24;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;20;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;302
39;302;28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;24;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;20;8;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;24;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29;39;306
39;306;28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;24;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;12;13;7;31;53;47;39;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;12;13;7;31;53;47;24;46;10;2;4;52;63;40;18;14;29;39;306
39;306;28;23;42;58;43;62;5;27;61;37;38;50;30;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;12;13;7;31;53;47;24;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;31;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;12;13;7;30;53;47;24;46;10;2;4;52;63;40;18;14;29;39;306
39;306;28;23;42;58;43;62;5;27;61;37;38;50;31;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;12;13;7;30;53;47;24;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;31;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;24;13;7;30;53;47;12;46;10;2;4;52;63;40;18;14;29;39;306
39;306;28;23;42;58;43;62;5;27;61;37;38;50;31;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;6;1;48;8;20;19;24;13;7;30;53;47;12;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;31;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;63;40;18;14;29;39;306
39;306;28;23;42;58;43;62;5;27;61;37;38;50;31;11;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;63;40;18;14;29
28;23;42;58;43;62;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;11;40;18;14;29;39;278
39;278;28;23;42;58;43;62;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;16;44;45;17;51;21;55;26;22;15;25;32;64;35;9;3;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;58;43;45;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;16;44;62;17;51;21;55;26;22;15;25;32;64;35;9;3;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;11;40;18;14;29;39;282
39;282;28;23;42;58;43;45;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;16;44;62;17;51;21;55;26;22;15;25;32;64;35;9;3;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;58;43;45;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;16;44;62;17;51;21;55;26;22;3;25;32;64;35;9;15;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;11;40;18;14;29;39;282
39;282;28;23;42;58;43;45;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;16;44;62;17;51;21;55;26;22;3;25;32;64;35;9;15;12;1;48;8;20;19;24;13;7;30;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;58;43;45;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;3;25;32;64;35;9;15;12;1;48;8;20;19;24;13;7;16;53;47;6;46;10;2;4;52;11;40;18;14;29;39;282
40;282;28;23;42;58;43;45;5;27;61;37;38;50;31;63;56;39;49;59;33;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;3;25;32;64;35;9;15;12;1;48;8;20;19;24;13;7;16;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;58;43;45;5;27;61;37;38;20;31;63;56;39;49;59;33;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;3;25;32;64;35;9;15;12;1;48;8;50;19;24;13;7;16;53;47;6;46;10;2;4;52;11;40;18;14;29;40;270
40;270;28;23;42;58;43;45;5;27;61;37;38;20;31;63;56;39;49;59;33;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;3;25;32;64;35;9;15;12;1;48;8;50;19;24;13;7;16;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;58;43;45;5;27;61;37;38;20;31;63;56;39;49;3;33;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;7;16;53;47;6;46;10;2;4;52;11;40;18;14;29;40;268
40;268;28;23;42;58;43;45;5;27;61;37;38;20;31;63;56;39;49;3;33;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;7;16;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;58;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;16;53;47;6;46;10;2;4;52;11;40;18;14;29;40;272
40;272;28;23;42;58;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;16;53;47;6;46;10;2;4;52;11;40;18;14;29
28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;16;53;47;6;46;10;2;4;52;11;58;18;14;29;40;264
40;264;28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;34;54;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;16;53;47;6;46;10;2;4;52;11;58;18;14;29
28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;16;53;47;6;46;10;2;4;52;11;58;18;14;29;40;268
40;268;28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;16;53;47;6;46;10;2;4;52;11;58;18;14;29
28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;6;53;47;16;46;10;2;4;52;11;58;18;14;29;40;268
40;268;28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;57;30;44;62;17;51;21;55;26;22;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;6;53;47;16;46;10;2;4;52;11;58;18;14;29
28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;22;30;44;62;17;51;21;55;26;57;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;6;53;47;16;46;10;2;4;52;11;58;18;14;29;40;268
40;268;28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;22;30;44;62;17;51;21;55;26;57;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;33;6;53;47;16;46;10;2;4;52;11;58;18;14;29
28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;22;30;44;62;17;51;21;55;26;57;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29;40;268
40;268;28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;34;41;60;22;30;44;62;17;51;21;55;26;57;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29
28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29;40;264
40;264;28;23;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;12;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29;40;264
40;264;28;12;42;40;43;45;5;27;61;37;38;20;31;63;56;39;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;5;27;61;37;38;20;31;63;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29;40;256
40;256;28;12;42;40;43;39;5;27;61;37;38;20;31;63;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;27;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29;40;260
40;260;28;12;42;40;43;39;63;27;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;57;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29;40;252
40;252;28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;52;6;53;47;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;47;6;53;52;16;46;10;2;4;33;11;58;18;14;29;40;252
40;252;28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;47;6;53;52;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;47;52;53;6;16;46;10;2;4;33;11;58;18;14;29;40;252
40;252;28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;47;52;53;6;16;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;16;52;53;6;47;46;10;2;4;33;11;58;18;14;29;40;252
40;252;28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;41;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;16;52;53;6;47;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;41;52;53;6;47;46;10;2;4;33;11;58;18;14;29;40;252
40;252;28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;30;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;41;52;53;6;47;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29;40;252
40;252;28;12;42;40;43;39;63;57;61;37;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;44;62;17;51;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;63;57;61;51;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;44;62;17;37;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29;40;256
40;256;28;12;42;40;43;39;63;57;61;51;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;44;62;17;37;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;19;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;44;62;17;37;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29;40;256
41;256;28;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;44;62;17;37;34;55;26;27;59;25;32;64;35;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29
28;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;35;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29;41;276
41;276;28;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;21;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;35;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;28;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;35;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29;41;284
41;284;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;28;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;35;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;58;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;28;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;35;18;14;29;41;272
41;272;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;28;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;35;18;14;29
21;42;12;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;28;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;35;18;14;29;41;276
41;272;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;28;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;4;33;11;35;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;11;35;18;14;29;41;268
41;268;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;25;62;17;37;34;55;26;27;59;44;32;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;11;35;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;25;32;17;37;34;55;26;27;59;44;62;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;11;35;18;14;29;41;260
41;260;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;25;32;17;37;34;55;26;27;59;44;62;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;11;35;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;27;32;17;37;34;55;26;25;59;44;62;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;11;35;18;14;29;41;264
41;264;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;27;32;17;37;34;55;26;25;59;44;62;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;11;35;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;27;32;17;37;34;11;26;25;59;44;62;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;55;35;18;14;29;41;264
41;264;21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;27;32;17;37;34;11;26;25;59;44;62;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;55;35;18;14;29
21;12;42;40;43;39;19;57;61;51;38;20;31;5;56;45;49;3;7;36;54;4;16;60;22;53;27;32;17;37;34;11;26;25;62;44;59;64;58;9;15;23;1;48;8;50;63;24;13;41;52;30;6;47;46;10;2;28;33;55;35;18;14;29;41;262
