"X1";"X280";"X53";"X62";"X20";"X58";"X27";"X12";"X48";"X33";"X21";"X59";"X36";"X15";"X25";"X46";"X57";"X47";"X28";"X52";"X18";"X24";"X56";"X29";"X37";"X54";"X32";"X22";"X26";"X40";"X2";"X8";"X16";"X11";"X44";"X19";"X51";"X45";"X3";"X17";"X49";"X42";"X50";"X13";"X60";"X55";"X30";"X63";"X14";"X4";"X9";"X35";"X7";"X1.1";"X6";"X31";"X10";"X38";"X39";"X64";"X43";"X23";"X34";"X5";"X41";"X61"
42;41;45;10;37;3;4;32;46;23;39;5;22;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;26;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;27;57;9;30;63;40;49;33;18;37;250
37;250;42;41;45;10;37;3;4;32;46;23;39;5;22;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;26;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;27;57;9;30;63;40;49;33;18
42;41;45;10;37;3;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;26;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;27;57;9;30;63;40;49;33;18;37;250
37;250;42;41;45;10;37;3;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;26;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;27;57;9;30;63;40;49;33;18
42;26;45;10;37;3;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;27;57;9;30;63;40;49;33;18;37;250
37;250;42;26;45;10;37;3;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;27;57;9;30;63;40;49;33;18
42;26;45;27;37;3;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18;37;238
37;238;42;26;45;27;37;3;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;8;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18
42;26;45;27;37;8;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18;37;226
37;226;42;26;45;27;37;8;4;32;22;23;39;5;46;56;60;53;1;52;7;19;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18
42;26;45;27;37;8;4;19;22;23;39;5;46;56;60;53;1;52;7;32;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18;37;232
37;232;42;26;45;27;37;8;4;19;22;23;39;5;46;56;60;53;1;52;7;32;61;62;14;34;29;48;15;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18
42;26;45;27;37;8;4;19;15;23;39;5;46;56;60;53;1;52;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18;37;244
37;244;42;26;45;27;37;8;4;19;15;23;39;5;46;56;60;53;1;52;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18
42;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18;37;248
37;248;42;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;31;2;41;12;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18
42;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;12;2;41;31;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18;37;244
37;244;42;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;12;2;41;31;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;59;25;11;10;57;9;30;63;40;49;33;18
42;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;2;25;11;10;57;9;30;63;40;49;33;18;37;238
38;238;42;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;48;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;2;25;11;10;57;9;30;63;40;49;33;18
48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;42;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;2;25;11;10;57;9;30;63;40;49;33;18;38;238
38;238;48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;62;14;34;29;42;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;51;6;54;44;3;17;50;35;2;25;11;10;57;9;30;63;40;49;33;18
48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;62;6;54;44;3;17;50;35;2;25;11;10;57;9;30;63;40;49;33;18;38;234
38;234;48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;62;6;54;44;3;17;50;35;2;25;11;10;57;9;30;63;40;49;33;18
48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;35;6;54;44;3;17;50;62;2;25;11;10;57;9;30;63;40;49;33;18;38;234
38;234;48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;21;24;43;12;59;41;31;38;13;20;36;47;16;64;35;6;54;44;3;17;50;62;2;25;11;10;57;9;30;63;40;49;33;18
48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;36;47;16;64;35;6;54;44;3;17;50;21;2;25;11;10;57;9;30;63;40;49;33;18;38;234
38;234;48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;36;47;16;64;35;6;54;44;3;17;50;21;2;25;11;10;57;9;30;63;40;49;33;18
48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;47;16;64;35;6;54;44;3;17;50;21;36;25;11;10;57;9;30;63;40;49;33;18;38;234
38;234;48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;47;16;64;35;6;54;44;3;17;50;21;36;25;11;10;57;9;30;63;40;49;33;18
48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;50;16;64;35;6;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;234
38;234;48;26;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;61;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;50;16;64;35;6;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
48;61;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;26;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;50;16;64;35;6;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;234
38;234;48;61;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;26;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;50;16;64;35;6;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;26;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;230
38;230;6;61;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;26;51;14;34;29;42;22;28;55;58;62;24;43;12;59;41;31;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;34;12;59;41;31;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;236
38;236;6;61;45;27;37;8;4;19;15;23;39;5;46;52;60;53;1;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;34;12;59;41;31;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;4;19;15;23;39;5;46;34;60;53;1;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;52;12;59;41;31;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;256
38;256;6;61;45;27;37;8;4;19;15;23;39;5;46;34;60;53;1;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;52;12;59;41;31;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;4;19;15;23;39;5;46;34;60;53;31;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;52;12;59;41;1;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;256
38;256;6;61;45;27;37;8;4;19;15;23;39;5;46;34;60;53;31;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;52;12;59;41;1;38;13;20;2;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;4;19;15;23;39;5;46;34;60;53;31;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;52;12;59;41;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;250
38;250;6;61;45;27;37;8;4;19;15;23;39;5;46;34;60;53;31;56;7;32;26;51;14;43;29;42;22;28;55;58;62;24;52;12;59;41;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;4;19;43;23;39;5;46;34;60;53;31;56;7;32;26;51;14;15;29;42;22;28;55;58;62;24;52;12;59;41;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;250
38;250;6;61;45;27;37;8;4;19;43;23;39;5;46;34;60;53;31;56;7;32;26;51;14;15;29;42;22;28;55;58;62;24;52;12;59;41;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;43;19;4;23;39;5;46;34;60;53;31;56;7;32;26;51;14;15;29;42;22;28;55;58;62;24;52;12;59;41;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;250
38;250;6;61;45;27;37;8;43;19;4;23;39;5;46;34;60;53;31;56;7;32;26;51;14;15;29;42;22;28;55;58;62;24;52;12;59;41;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;43;19;4;23;39;5;46;34;41;53;31;56;7;32;26;51;14;15;29;42;22;28;55;58;62;24;52;12;59;60;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;252
38;252;6;61;45;27;37;8;43;19;4;23;39;5;46;34;41;53;31;56;7;32;26;51;14;15;29;42;22;28;55;58;62;24;52;12;59;60;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;43;15;4;23;39;5;46;34;41;53;31;56;7;32;26;51;14;19;29;42;22;28;55;58;62;24;52;12;59;60;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18;38;240
38;240;6;61;45;27;37;8;43;15;4;23;39;5;46;34;41;53;31;56;7;32;26;51;14;19;29;42;22;28;55;58;62;24;52;12;59;60;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;33;18
6;61;45;27;37;8;43;15;4;23;39;5;46;34;41;53;31;56;7;32;26;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;60;18;38;240
38;240;6;61;45;27;37;8;43;15;4;23;39;5;46;34;41;53;31;56;7;32;26;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;60;18
6;61;45;27;37;8;43;15;4;23;39;5;46;34;41;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;60;18;38;240
38;240;6;61;45;27;37;8;43;15;4;23;39;5;46;34;41;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;9;30;63;40;49;60;18
6;61;45;27;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;30;63;40;49;60;18;38;238
38;238;6;61;45;27;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;50;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;30;63;40;49;60;18
6;61;45;27;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18;38;238
39;238;6;61;45;27;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;52;12;59;33;1;38;2;20;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;27;12;59;33;1;38;2;20;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18;39;240
39;240;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;27;12;59;33;1;38;2;20;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;27;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18;39;240
39;240;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;28;55;58;62;24;27;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;27;55;58;62;24;28;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18;39;246
39;246;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;22;27;55;58;62;24;28;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;28;27;55;58;62;24;22;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18;39;256
39;256;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;28;27;55;58;62;24;22;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;36;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;28;36;55;58;62;24;22;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;27;25;11;10;57;41;50;63;40;49;60;18;39;256
39;256;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;53;51;14;19;29;42;28;36;55;58;62;24;22;12;59;33;1;20;2;38;13;30;16;64;35;48;54;44;3;17;47;21;27;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;55;58;62;24;22;12;59;33;1;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;27;25;11;10;57;41;50;63;40;49;60;18;39;256
39;256;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;55;58;62;24;22;12;59;33;1;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;27;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;1;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;55;25;11;10;57;41;50;63;40;49;60;18;39;256
39;256;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;1;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;55;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18;39;244
39;244;6;61;45;52;37;8;43;15;4;23;39;5;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;5;43;15;4;23;39;8;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18;39;248
39;248;6;61;45;52;37;5;43;15;4;23;39;8;46;34;9;26;31;56;7;32;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;5;43;15;4;23;39;8;46;32;9;26;31;56;7;34;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18;39;234
39;234;6;61;45;52;37;5;43;15;4;23;39;8;46;32;9;26;31;56;7;34;38;51;14;19;29;42;28;36;27;58;62;24;22;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;5;43;15;4;23;39;8;46;32;9;26;22;56;7;34;38;51;14;19;29;42;28;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18;39;248
39;248;6;61;45;52;37;5;43;15;4;23;39;8;46;32;9;26;22;56;7;34;38;51;14;19;29;42;28;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;5;43;15;4;23;39;8;46;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18;39;268
39;268;6;61;45;52;37;5;43;15;4;23;39;8;46;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;63;40;49;60;18
6;61;45;52;37;5;43;15;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;46;40;49;60;18;39;268
39;268;6;61;45;52;37;5;43;15;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;21;1;25;11;10;57;41;50;46;40;49;60;18
6;61;45;52;37;5;43;15;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;57;21;50;46;40;49;60;18;39;268
39;268;6;61;45;52;37;5;43;15;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;53;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;57;21;50;46;40;49;60;18
6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;15;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;57;21;50;46;40;49;60;18;39;276
39;276;6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;12;59;33;55;20;2;15;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;57;21;50;46;40;49;60;18
6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;57;59;33;55;20;2;15;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;12;21;50;46;40;49;60;18;39;276
39;276;6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;57;59;33;55;20;2;15;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;12;21;50;46;40;49;60;18
6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;60;59;33;55;20;2;15;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18;39;276
39;276;6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;60;59;33;55;20;2;15;13;30;16;64;35;48;54;44;3;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18
6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;60;59;33;55;20;2;15;13;30;16;64;3;48;54;44;35;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18;39;276
39;276;6;61;45;52;37;5;43;53;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;60;59;33;55;20;2;15;13;30;16;64;3;48;54;44;35;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18
6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;54;44;35;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18;39;288
39;288;6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;36;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;54;44;35;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18
6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;54;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;36;44;35;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18;39;284
40;284;6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;54;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;36;44;35;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18
6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;35;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;36;44;54;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18;40;292
40;292;6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;26;22;56;7;34;38;51;14;19;29;42;32;35;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;36;44;54;17;47;41;1;25;11;10;12;21;50;46;40;49;57;18
6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;46;22;56;7;34;38;51;14;19;29;42;32;35;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;36;44;54;17;47;41;1;25;11;10;12;21;50;26;40;49;57;18;40;292
40;292;6;61;45;52;37;5;43;2;4;23;39;8;63;28;9;46;22;56;7;34;38;51;14;19;29;42;32;35;27;58;62;24;31;60;59;33;55;20;53;15;13;30;16;64;3;48;36;44;54;17;47;41;1;25;11;10;12;21;50;26;40;49;57;18
