"X1";"X27752";"X28";"X23";"X13";"X29";"X16";"X8";"X31";"X21";"X15";"X26";"X4";"X3";"X7";"X22";"X19";"X9";"X1.1";"X10";"X12";"X14";"X5";"X18";"X30";"X32";"X20";"X27";"X6";"X11";"X17";"X2";"X25";"X24"
6;12;32;9;23;13;31;30;19;28;26;8;4;14;27;11;10;17;24;25;16;15;3;18;21;5;22;20;1;2;7;29;70;25310
70;25310;6;12;32;9;23;13;31;30;19;28;26;8;4;14;27;11;10;17;24;25;16;15;3;18;21;5;22;20;1;2;7;29
6;12;21;9;23;13;31;30;19;28;26;8;4;14;27;11;10;17;24;25;16;15;3;18;32;5;22;20;1;2;7;29;70;25570
70;25310;6;12;32;9;23;13;31;30;19;28;26;8;4;14;27;11;10;17;24;25;16;15;3;18;21;5;22;20;1;2;7;29
6;12;32;9;23;13;31;30;19;28;26;8;4;14;27;11;10;16;24;25;17;15;3;18;21;5;22;20;1;2;7;29;70;25406
70;25406;6;12;32;9;23;13;31;30;19;28;26;8;4;14;27;11;10;16;24;25;17;15;3;18;21;5;22;20;1;2;7;29
6;12;9;32;23;13;31;30;19;28;26;8;4;14;27;11;10;16;24;25;17;15;3;18;21;5;22;20;1;2;7;29;70;24918
70;24918;6;12;9;32;23;13;31;30;19;28;26;8;4;14;27;11;10;16;24;25;17;15;3;18;21;5;22;20;1;2;7;29
6;12;9;32;23;13;31;30;19;28;26;8;4;14;27;11;10;16;20;25;17;15;3;18;21;5;22;24;1;2;7;29;70;24838
70;24838;6;12;9;32;23;13;31;30;19;28;26;8;4;14;27;11;10;16;20;25;17;15;3;18;21;5;22;24;1;2;7;29
6;12;9;32;23;13;31;30;19;28;26;8;4;14;27;11;10;16;20;25;17;15;3;18;21;5;1;24;22;2;7;29;70;24560
70;24560;6;12;9;32;23;13;31;30;19;28;26;8;4;14;27;11;10;16;20;25;17;15;3;18;21;5;1;24;22;2;7;29
6;12;9;32;23;13;31;30;19;28;26;8;4;14;3;11;10;16;20;25;17;15;27;18;21;5;1;24;22;2;7;29;70;24724
70;24724;6;12;9;32;23;13;31;30;19;28;26;8;4;14;3;11;10;16;20;25;17;15;27;18;21;5;1;24;22;2;7;29
6;12;9;32;23;13;31;30;19;28;26;15;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;7;29;70;24784
70;24784;6;12;9;32;23;13;31;30;19;28;26;15;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;7;29
6;12;9;32;23;13;31;30;19;2;26;15;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;28;7;29;70;25810
70;24784;6;12;9;32;23;13;31;30;19;28;26;15;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;7;29
6;12;9;32;23;13;31;7;19;28;26;15;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;30;29;70;24612
70;24612;6;12;9;32;23;13;31;7;19;28;26;15;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;30;29
6;15;9;32;23;13;31;7;19;28;26;12;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;30;29;70;24372
70;24372;6;15;9;32;23;13;31;7;19;28;26;12;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;30;29
6;15;9;26;23;13;31;7;19;28;32;12;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;30;29;70;23952
71;23952;6;15;9;26;23;13;31;7;19;28;32;12;4;14;3;11;10;16;20;25;17;8;27;18;21;5;1;24;22;2;30;29
6;15;9;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;19;18;21;5;1;24;22;2;30;29;71;23832
71;23832;6;15;9;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;19;18;21;5;1;24;22;2;30;29
6;15;9;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29;71;23832
71;23832;6;15;9;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29
6;15;9;26;23;13;31;7;25;28;32;12;4;14;3;11;10;16;20;27;17;8;24;18;21;5;1;19;22;2;30;29;71;24032
71;23832;6;15;9;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29
6;15;19;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;24;18;21;5;1;9;22;2;30;29;71;25046
71;23832;6;15;9;26;23;13;31;7;27;28;32;12;4;14;3;11;10;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29
6;15;10;26;23;13;31;7;27;28;32;12;4;14;3;11;9;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29;71;24172
71;24172;6;15;10;26;23;13;31;7;27;28;32;12;4;14;3;11;9;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29
6;15;10;11;23;13;31;7;27;28;32;12;4;14;3;26;9;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29;71;24726
71;24172;6;15;10;26;23;13;31;7;27;28;32;12;4;14;3;11;9;16;20;25;17;8;24;18;21;5;1;19;22;2;30;29
6;15;10;26;23;13;31;7;27;28;32;12;4;1;3;11;9;16;20;25;17;8;24;18;21;5;14;19;22;2;30;29;71;23892
71;23892;6;15;10;26;23;13;31;7;27;28;32;12;4;1;3;11;9;16;20;25;17;8;24;18;21;5;14;19;22;2;30;29
6;15;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;5;14;1;22;2;30;29;71;24512
71;24512;6;15;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;5;14;1;22;2;30;29
6;14;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;5;15;1;22;2;30;29;71;24452
71;24452;6;14;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;5;15;1;22;2;30;29
6;14;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;20;16;25;17;8;24;18;21;5;15;1;22;2;30;29;71;24846
71;24452;6;14;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;5;15;1;22;2;30;29
6;14;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;22;15;1;5;2;30;29;71;25366
71;24452;6;14;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;25;17;8;24;18;21;5;15;1;22;2;30;29
6;25;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29;71;24798
71;24798;6;25;10;26;23;13;31;7;27;28;32;12;4;19;3;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29
6;25;10;26;23;13;31;7;3;28;32;12;4;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29;71;24402
71;24402;6;25;10;26;23;13;31;7;3;28;32;12;4;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29
6;25;10;26;23;13;31;4;3;28;32;12;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29;71;24722
71;24722;6;25;10;26;23;13;31;4;3;28;32;12;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29
6;25;24;26;23;13;31;4;3;28;32;12;7;19;27;11;9;16;20;14;17;8;10;18;21;5;15;1;22;2;30;29;71;25834
71;24722;6;25;10;26;23;13;31;4;3;28;32;12;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;2;30;29
6;25;10;26;23;13;31;2;3;28;32;12;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;4;30;29;71;24522
71;24522;6;25;10;26;23;13;31;2;3;28;32;12;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;4;30;29
6;25;10;26;23;13;31;2;3;28;32;12;30;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;4;7;29;71;25278
71;24522;6;25;10;26;23;13;31;2;3;28;32;12;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;4;30;29
6;25;10;26;23;13;31;12;3;28;32;2;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;4;30;29;71;24682
71;24682;6;25;10;26;23;13;31;12;3;28;32;2;7;19;27;11;9;16;20;14;17;8;24;18;21;5;15;1;22;4;30;29
6;25;10;26;23;13;31;12;3;28;32;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;4;30;29;71;24802
71;24802;6;25;10;26;23;13;31;12;3;28;32;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;4;30;29
6;25;10;26;23;13;31;12;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;4;30;29;71;24502
72;24502;6;25;10;26;23;13;31;12;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;4;30;29
6;25;10;26;23;13;4;12;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;30;29;72;24908
72;24908;6;25;10;26;23;13;4;12;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;30;29
6;25;10;26;23;13;4;12;14;32;28;2;7;19;27;3;9;16;20;11;17;8;24;18;21;5;15;1;22;31;30;29;72;25748
72;24908;6;25;10;26;23;13;4;12;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;30;29
6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;12;29;72;25460
72;25460;6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;12;29
6;25;2;26;23;13;4;30;3;32;28;10;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;12;29;72;25740
72;25460;6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;16;20;11;17;8;24;18;21;5;15;1;22;31;12;29
6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;24;20;11;17;8;16;18;21;5;15;1;22;31;12;29;72;26120
72;26120;6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;24;20;11;17;8;16;18;21;5;15;1;22;31;12;29
6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29;72;25780
72;25780;6;25;10;26;23;13;4;30;3;32;28;2;7;19;27;14;9;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29
6;25;10;26;23;13;4;30;7;32;28;2;3;19;27;14;9;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29;72;25640
72;25640;6;25;10;26;23;13;4;30;7;32;28;2;3;19;27;14;9;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29
6;25;10;26;23;13;4;30;7;32;2;28;3;19;27;14;9;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29;72;25044
72;25044;6;25;10;26;23;13;4;30;7;32;2;28;3;19;27;14;9;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29
6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;3;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29;72;26404
72;26404;6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;3;24;20;11;17;8;15;18;21;5;16;1;22;31;12;29
6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;3;24;20;11;17;8;15;18;21;5;16;22;1;31;12;29;72;26330
72;26330;6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;3;24;20;11;17;8;15;18;21;5;16;22;1;31;12;29
6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;3;24;20;11;17;8;31;18;21;5;16;22;1;15;12;29;72;26192
72;26192;6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;3;24;20;11;17;8;31;18;21;5;16;22;1;15;12;29
6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;24;3;20;11;17;8;31;18;21;5;16;22;1;15;12;29;72;26594
72;26594;6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;24;3;20;11;17;8;31;18;21;5;16;22;1;15;12;29
6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;24;3;15;11;17;8;31;18;21;5;16;22;1;20;12;29;72;26766
72;26766;6;25;10;26;23;13;4;30;7;32;2;28;9;19;27;14;24;3;15;11;17;8;31;18;21;5;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;32;2;28;9;19;27;14;24;3;15;11;17;8;31;18;21;5;16;22;1;20;12;29;72;26906
72;26906;10;25;6;26;23;13;4;30;7;32;2;28;9;19;27;14;24;3;15;11;17;8;31;18;21;5;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;32;2;28;9;19;27;31;24;3;15;11;17;8;14;18;21;5;16;22;1;20;12;29;72;27196
72;27196;10;25;6;26;23;13;4;30;7;32;2;28;9;19;27;31;24;3;15;11;17;8;14;18;21;5;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;32;18;28;9;19;27;31;24;3;15;11;17;8;14;2;21;5;16;22;1;20;12;29;72;27196
72;27196;10;25;6;26;23;13;4;30;7;32;18;28;9;19;27;31;24;3;15;11;17;8;14;2;21;5;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;32;18;28;9;15;27;31;24;3;19;11;17;8;14;2;21;5;16;22;1;20;12;29;72;26856
72;26856;10;25;6;26;23;13;4;30;7;32;18;28;9;15;27;31;24;3;19;11;17;8;14;2;21;5;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;32;18;28;9;15;27;31;24;3;19;11;17;8;14;2;5;21;16;22;1;20;12;29;72;26396
72;26396;10;25;6;26;23;13;4;30;7;32;18;28;9;15;27;31;24;3;19;11;17;8;14;2;5;21;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;32;18;28;9;15;27;31;24;11;19;3;17;8;14;2;5;21;16;22;1;20;12;29;72;26236
72;26236;10;25;6;26;23;13;4;30;7;32;18;28;9;15;27;31;24;11;19;3;17;8;14;2;5;21;16;22;1;20;12;29
10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;17;8;14;2;5;21;32;22;1;20;12;29;72;26374
73;26374;10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;17;8;14;2;5;21;32;22;1;20;12;29
10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;17;8;14;12;5;21;32;22;1;20;2;29;73;26814
73;26814;10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;17;8;14;12;5;21;32;22;1;20;2;29
10;25;6;26;23;13;4;30;7;31;18;28;9;15;27;16;24;11;19;3;17;8;14;12;5;21;32;22;1;20;2;29;73;27544
73;26814;10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;17;8;14;12;5;21;32;22;1;20;2;29
10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;8;17;14;12;5;21;32;22;1;20;2;29;73;26942
73;26942;10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;11;19;3;8;17;14;12;5;21;32;22;1;20;2;29
10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;22;19;3;8;17;14;12;5;21;32;11;1;20;2;29;73;26224
73;26224;10;25;6;26;23;13;4;30;7;16;18;28;9;15;27;31;24;22;19;3;8;17;14;12;5;21;32;11;1;20;2;29
10;25;6;26;23;13;9;30;7;16;18;28;4;15;27;31;24;22;19;3;8;17;14;12;5;21;32;11;1;20;2;29;73;25844
73;25844;10;25;6;26;23;13;9;30;7;16;18;28;4;15;27;31;24;22;19;3;8;17;14;12;5;21;32;11;1;20;2;29
10;25;6;26;23;13;9;30;7;16;18;28;4;15;27;11;24;22;19;3;8;17;14;12;5;21;32;31;1;20;2;29;73;26020
73;26020;10;25;6;26;23;13;9;30;7;16;18;28;4;15;27;11;24;22;19;3;8;17;14;12;5;21;32;31;1;20;2;29
10;25;6;26;23;13;9;30;7;16;18;24;4;15;27;11;28;22;19;3;8;17;14;12;5;21;32;31;1;20;2;29;73;25940
73;25940;10;25;6;26;23;13;9;30;7;16;18;24;4;15;27;11;28;22;19;3;8;17;14;12;5;21;32;31;1;20;2;29
10;25;6;26;27;13;9;30;7;16;18;24;4;15;23;11;28;22;19;3;8;17;14;12;5;21;32;31;1;20;2;29;73;25860
73;25860;10;25;6;26;27;13;9;30;7;16;18;24;4;15;23;11;28;22;19;3;8;17;14;12;5;21;32;31;1;20;2;29
10;25;6;26;27;13;9;30;7;16;18;24;4;15;23;11;28;22;19;32;8;17;14;12;5;21;3;31;1;20;2;29;73;26532
73;26532;10;25;6;26;27;13;9;30;7;16;18;24;4;15;23;11;28;22;19;32;8;17;14;12;5;21;3;31;1;20;2;29
10;25;6;26;27;13;9;30;15;16;18;24;4;7;23;11;28;22;19;32;8;17;14;12;5;21;3;31;1;20;2;29;73;26212
73;26212;10;25;6;26;27;13;9;30;15;16;18;24;4;7;23;11;28;22;19;32;8;17;14;12;5;21;3;31;1;20;2;29
10;25;6;26;27;13;9;30;15;16;18;24;4;7;23;11;28;32;19;22;8;17;14;12;5;21;3;31;1;20;2;29;73;26332
73;26332;10;25;6;26;27;13;9;30;15;16;18;24;4;7;23;11;28;32;19;22;8;17;14;12;5;21;3;31;1;20;2;29
10;25;6;26;27;13;9;30;15;16;18;24;4;21;23;11;28;32;19;22;8;17;14;12;5;7;3;31;1;20;2;29;73;26660
73;26660;10;25;6;26;27;13;9;30;15;16;18;24;4;21;23;11;28;32;19;22;8;17;14;12;5;7;3;31;1;20;2;29
10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;28;32;19;22;8;17;14;12;5;7;3;31;1;20;2;29;73;26726
73;26726;10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;28;32;19;22;8;17;14;12;5;7;3;31;1;20;2;29
10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;3;32;19;22;8;17;14;12;5;7;28;31;1;20;2;29;73;26542
73;26542;10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;3;32;19;22;8;17;14;12;5;7;28;31;1;20;2;29
10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;3;20;19;22;8;17;14;12;5;7;28;31;1;32;2;29;73;26362
73;26362;10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;3;20;19;22;8;17;14;12;5;7;28;31;1;32;2;29
10;25;6;17;27;13;9;30;15;16;18;24;4;21;23;26;3;20;19;22;8;11;14;12;5;7;28;31;1;32;2;29;73;26654
73;26362;10;25;6;11;27;13;9;30;15;16;18;24;4;21;23;26;3;20;19;22;8;17;14;12;5;7;28;31;1;32;2;29
10;25;6;11;27;13;9;14;15;16;18;24;4;21;23;26;3;20;19;22;8;17;30;12;5;7;28;31;1;32;2;29;73;26776
73;26776;10;25;6;11;27;13;9;14;15;16;18;24;4;21;23;26;3;20;19;22;8;17;30;12;5;7;28;31;1;32;2;29
10;25;6;11;27;13;9;14;15;16;18;24;4;21;23;26;3;20;7;22;8;17;30;12;5;19;28;31;1;32;2;29;73;26968
73;26776;10;25;6;11;27;13;9;14;15;16;18;24;4;21;23;26;3;20;19;22;8;17;30;12;5;7;28;31;1;32;2;29
10;25;6;11;27;13;9;14;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;5;7;28;31;1;32;2;29;73;27116
73;27116;10;25;6;11;27;13;9;14;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;5;7;28;31;1;32;2;29
21;25;6;11;27;13;9;14;15;16;18;24;4;10;19;26;3;20;23;22;8;17;30;12;5;7;28;31;1;32;2;29;73;27728
74;27116;10;25;6;11;27;13;9;14;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;5;7;28;31;1;32;2;29
10;25;6;11;27;13;9;14;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;2;7;28;31;1;32;5;29;74;27036
74;27036;10;25;6;11;27;13;9;14;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;2;7;28;31;1;32;5;29;74;26858
74;26858;10;14;6;11;27;13;9;25;15;16;18;24;4;21;19;26;3;20;23;22;8;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;15;16;18;24;4;21;19;22;3;20;23;26;8;17;30;12;2;7;28;31;1;32;5;29;74;26698
74;26698;10;14;6;11;27;13;9;25;15;16;18;24;4;21;19;22;3;20;23;26;8;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;15;18;16;24;4;21;19;22;3;20;23;26;8;17;30;12;2;7;28;31;1;32;5;29;74;26696
74;26696;10;14;6;11;27;13;9;25;15;18;16;24;4;21;19;22;3;20;23;26;8;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;15;18;16;4;24;21;19;22;3;20;23;26;8;17;30;12;2;7;28;31;1;32;5;29;74;26352
74;26352;10;14;6;11;27;13;9;25;15;18;16;4;24;21;19;22;3;20;23;26;8;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;8;18;16;4;24;21;19;22;3;20;23;26;15;17;30;12;2;7;28;31;1;32;5;29;74;25872
74;25872;10;14;6;11;27;13;9;25;8;18;16;4;24;21;19;22;3;20;23;26;15;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;3;25;8;18;16;4;24;21;19;22;9;20;23;26;15;17;30;12;2;7;28;31;1;32;5;29;74;25952
74;25872;10;14;6;11;27;13;9;25;8;18;16;4;24;21;19;22;3;20;23;26;15;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;8;18;21;4;24;16;19;22;3;20;23;26;15;17;30;12;2;7;28;31;1;32;5;29;74;26140
74;26140;10;14;6;11;27;13;9;25;8;18;21;4;24;16;19;22;3;20;23;26;15;17;30;12;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;12;18;21;4;24;16;19;22;3;20;23;26;15;17;30;8;2;7;28;31;1;32;5;29;74;26120
74;26120;10;14;6;11;27;13;9;25;12;18;21;4;24;16;19;22;3;20;23;26;15;17;30;8;2;7;28;31;1;32;5;29
10;14;6;11;27;13;9;25;12;18;21;4;24;16;19;22;3;2;23;26;15;17;30;8;20;7;28;31;1;32;5;29;74;26378
74;26378;10;14;6;11;27;13;9;25;12;18;21;4;24;16;19;22;3;2;23;26;15;17;30;8;20;7;28;31;1;32;5;29
1;14;6;11;27;13;9;25;12;18;21;4;24;16;19;22;3;2;23;26;15;17;30;8;20;7;28;31;10;32;5;29;74;26398
74;26398;1;14;6;11;27;13;9;25;12;18;21;4;24;16;19;22;3;2;23;26;15;17;30;8;20;7;28;31;10;32;5;29
1;14;6;11;27;13;9;25;24;18;21;4;12;16;19;22;3;2;23;26;15;17;30;8;20;7;28;31;10;32;5;29;74;26528
74;26528;1;14;6;11;27;13;9;25;24;18;21;4;12;16;19;22;3;2;23;26;15;17;30;8;20;7;28;31;10;32;5;29
1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;28;31;10;32;5;29;74;26298
74;26298;1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;28;31;10;32;5;29
1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;32;31;10;28;5;29;74;26298
74;26298;1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;32;31;10;28;5;29
1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;17;15;30;8;20;7;32;31;10;28;5;29;74;26590
74;26298;1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;32;31;10;28;5;29
1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;32;28;10;31;5;29;74;26138
74;26138;1;14;22;11;27;13;9;25;24;18;21;4;12;16;19;6;3;2;23;26;15;17;30;8;20;7;32;28;10;31;5;29
1;14;22;11;27;13;9;25;17;18;21;4;12;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29;74;26138
74;26138;1;14;22;11;27;13;9;25;17;18;21;4;12;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29
1;14;22;11;27;13;17;25;9;18;21;4;12;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29;74;26542
74;26542;1;14;22;11;27;13;17;25;9;18;21;4;12;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29
1;14;22;11;12;13;17;25;9;18;21;4;27;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29;74;26784
74;26784;1;14;22;11;12;13;17;25;9;18;21;4;27;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29
1;14;30;11;12;13;17;25;9;18;21;4;27;16;19;6;3;2;23;26;15;24;22;8;20;7;32;28;10;31;5;29;74;27304
75;26784;1;14;22;11;12;13;17;25;9;18;21;4;27;16;19;6;3;2;23;26;15;24;30;8;20;7;32;28;10;31;5;29
1;14;22;11;12;13;17;25;9;18;7;4;27;16;19;6;3;2;23;26;15;24;30;8;20;21;32;28;10;31;5;29;75;27156
75;27156;1;14;22;11;12;13;17;25;9;18;7;4;27;16;19;6;3;2;23;26;15;24;30;8;20;21;32;28;10;31;5;29
1;14;22;11;12;13;17;25;9;18;7;4;8;16;19;6;3;2;23;26;15;24;30;27;20;21;32;28;10;31;5;29;75;26932
75;26932;1;14;22;11;12;13;17;25;9;18;7;4;8;16;19;6;3;2;23;26;15;24;30;27;20;21;32;28;10;31;5;29
1;14;22;11;12;13;17;25;9;18;7;4;8;16;19;6;3;2;23;26;15;24;30;29;20;21;32;28;10;31;5;27;75;27172
75;27172;1;14;22;11;12;13;17;25;9;18;7;4;8;16;19;6;3;2;23;26;15;24;30;29;20;21;32;28;10;31;5;27
1;14;22;6;12;13;17;25;9;18;7;4;8;16;19;11;3;2;23;26;15;24;30;29;20;21;32;28;10;31;5;27;75;27252
75;27252;1;14;22;6;12;13;17;25;9;18;7;4;8;16;19;11;3;2;23;26;15;24;30;29;20;21;32;28;10;31;5;27
1;14;22;6;12;13;17;11;9;18;7;4;8;16;19;25;3;2;23;26;15;24;30;29;20;21;32;28;10;31;5;27;75;28028
75;27252;1;14;22;6;12;13;17;25;9;18;7;4;8;16;19;11;3;2;23;26;15;24;30;29;20;21;32;28;10;31;5;27
1;14;22;6;12;13;17;25;9;18;7;4;8;16;19;11;3;23;2;26;15;24;30;29;20;21;32;28;10;31;5;27;75;26582
75;26582;1;14;22;6;12;13;17;25;9;18;7;4;8;16;19;11;3;23;2;26;15;24;30;29;20;21;32;28;10;31;5;27
1;14;22;6;12;13;17;25;9;8;7;4;18;16;19;11;3;23;2;26;15;24;30;29;20;21;32;28;10;31;5;27;75;27676
75;27676;1;14;22;6;12;13;17;25;9;8;7;4;18;16;19;11;3;23;2;26;15;24;30;29;20;21;32;28;10;31;5;27
1;14;22;6;12;13;17;25;9;10;7;4;18;16;19;11;3;23;2;26;15;24;30;29;20;21;32;28;8;31;5;27;75;28476
75;27676;1;14;22;6;12;13;17;25;9;8;7;4;18;16;19;11;3;23;2;26;15;24;30;29;20;21;32;28;10;31;5;27
