"X1";"X306";"X61";"X59";"X7";"X24";"X21";"X20";"X54";"X63";"X9";"X19";"X38";"X27";"X44";"X15";"X50";"X51";"X28";"X5";"X12";"X48";"X4";"X39";"X42";"X29";"X31";"X32";"X11";"X2";"X1.1";"X13";"X43";"X25";"X14";"X57";"X47";"X46";"X17";"X36";"X53";"X26";"X30";"X33";"X58";"X41";"X60";"X55";"X10";"X22";"X23";"X40";"X56";"X49";"X6";"X62";"X37";"X18";"X35";"X3";"X45";"X8";"X64";"X34";"X16";"X52"
4;35;36;10;33;3;12;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;7;24;30;15;64;18;21;37;31;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;34;32;56;19;50;31;274
31;274;4;35;36;10;33;3;12;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;7;24;30;15;64;18;21;37;31;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;34;32;56;19;50
4;35;36;10;33;3;12;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;7;24;30;15;64;18;21;37;31;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;34;19;50;31;274
31;274;4;35;36;10;33;3;12;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;7;24;30;15;64;18;21;37;31;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;34;19;50
4;35;36;10;33;3;12;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;34;19;50;31;274
31;274;4;35;36;10;33;3;12;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;34;19;50
4;35;36;12;33;3;10;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;34;19;50;31;274
31;274;4;35;36;12;33;3;10;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;34;19;50
4;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;10;19;50;31;274
31;274;4;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;29;11;17;58;48;27;16;6;26;63;8;1;2;23;28;38;13;57;61;60;5;20;44;53;25;54;40;56;32;10;19;50
4;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;38;11;17;58;48;27;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;44;53;25;54;40;56;32;10;19;50;31;278
31;278;4;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;38;11;17;58;48;27;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;44;53;25;54;40;56;32;10;19;50
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;44;53;25;54;40;56;32;10;19;50;31;278
31;278;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;21;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;44;53;25;54;40;56;32;10;19;50
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;21;53;25;54;40;56;32;10;19;50;31;278
31;278;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;21;53;25;54;40;56;32;10;19;50
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;21;53;50;54;40;56;32;10;19;25;31;278
31;278;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;29;13;57;61;60;5;20;21;53;50;54;40;56;32;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;32;13;57;61;60;5;20;21;53;50;54;40;56;29;10;19;25;31;278
31;278;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;32;13;57;61;60;5;20;21;53;50;54;40;56;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;56;29;10;19;25;31;278
31;278;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;8;1;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;56;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;56;1;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25;31;278
31;278;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;63;56;1;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25;31;262
31;262;27;35;36;12;33;3;34;42;9;51;55;41;39;22;45;62;43;59;47;49;46;14;31;24;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;62;43;59;47;49;46;14;31;39;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25;31;262
31;262;27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;62;43;59;47;49;46;14;31;39;30;15;64;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;23;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;62;43;59;47;49;46;14;31;39;30;15;23;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;64;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25;31;258
31;258;27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;62;43;59;47;49;46;14;31;39;30;15;23;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;64;28;32;13;57;61;60;5;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;62;43;59;47;49;5;14;31;39;30;15;23;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;64;28;32;13;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;31;258
31;258;27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;62;43;59;47;49;5;14;31;39;30;15;23;18;44;37;7;52;38;11;17;58;48;4;16;6;26;1;56;63;2;64;28;32;13;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;58;43;59;47;49;5;14;31;39;30;15;23;18;44;37;7;52;38;11;17;62;48;4;16;6;26;1;56;63;2;64;28;32;13;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;31;258
31;258;27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;58;43;59;47;49;5;14;31;39;30;15;23;18;44;37;7;52;38;11;17;62;48;4;16;6;26;1;56;63;2;64;28;32;13;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;58;43;59;47;49;5;14;31;39;30;13;23;18;44;37;7;52;38;11;17;62;48;4;16;6;26;1;56;63;2;64;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;31;258
32;258;27;35;36;12;33;3;34;42;9;51;55;41;24;22;45;58;43;59;47;49;5;14;31;39;30;13;23;18;44;37;7;52;38;11;17;62;48;4;16;6;26;1;56;63;2;64;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;5;14;31;39;30;13;23;18;44;37;7;52;38;11;17;62;48;4;16;6;26;1;56;63;2;64;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;260
32;260;27;35;36;12;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;5;14;31;39;30;13;23;18;44;37;7;52;38;11;17;62;48;4;16;6;26;1;56;63;2;64;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;5;14;31;39;30;13;23;18;44;37;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;268
32;268;27;35;36;12;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;5;14;31;39;30;13;23;18;44;37;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;12;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;37;14;31;39;30;13;23;18;44;5;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;268
32;268;27;35;36;12;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;37;14;31;39;30;13;23;18;44;5;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;14;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;37;12;31;39;30;13;23;18;44;5;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;276
32;276;27;35;36;14;33;3;34;42;9;51;55;41;45;22;24;58;43;59;47;49;37;12;31;39;30;13;23;18;44;5;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;14;33;3;34;42;9;51;55;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;22;18;44;5;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;256
32;256;27;35;36;14;33;3;34;42;9;51;55;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;22;18;44;5;7;64;38;11;17;62;48;4;16;6;26;1;56;63;2;52;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;14;33;3;34;42;9;51;55;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;22;18;44;5;7;64;52;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;266
32;266;27;35;36;14;33;3;34;42;9;51;55;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;22;18;44;5;7;64;52;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;14;33;3;34;42;9;51;52;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;22;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;274
32;274;27;35;36;14;33;3;34;42;9;51;52;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;22;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;34;42;9;51;52;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;3;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25;32;282
32;282;27;35;36;14;33;22;34;42;9;51;52;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;3;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;57;61;60;46;20;50;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;34;42;9;51;52;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;3;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;282
32;282;27;35;36;14;33;22;34;42;9;51;52;41;45;23;24;58;43;59;47;49;37;12;31;39;30;13;3;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;34;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;282
32;282;27;35;36;14;33;22;34;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;11;17;62;48;4;16;6;26;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;11;17;62;48;4;16;34;26;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;282
32;282;27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;11;17;62;48;4;16;34;26;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;26;17;62;48;4;16;34;11;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;282
32;282;27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;26;17;62;48;4;16;34;11;1;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;26;17;62;48;4;1;34;11;16;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;270
32;270;27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;5;7;64;55;26;17;62;48;4;1;34;11;16;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;270
32;270;27;35;36;14;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;12;31;39;45;13;3;18;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;36;12;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;14;31;39;45;13;3;18;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;266
32;266;27;35;36;12;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;14;31;39;45;13;3;18;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;14;31;39;45;13;3;36;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;264
32;264;27;35;18;12;33;22;6;42;9;51;52;41;30;23;24;58;43;59;47;49;37;14;31;39;45;13;3;36;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;9;52;51;41;30;23;24;58;43;59;47;49;37;14;31;39;45;13;3;36;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;264
32;264;27;35;18;12;33;22;6;42;9;52;51;41;30;23;24;58;43;59;47;49;37;14;31;39;45;13;3;36;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;9;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;264
32;264;27;35;18;12;33;22;6;42;9;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;44;16;7;64;55;26;17;62;48;4;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;9;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;44;16;7;64;4;26;17;62;48;55;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;264
32;264;27;35;18;12;33;22;6;42;9;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;44;16;7;64;4;26;17;62;48;55;1;34;11;5;56;63;2;38;28;32;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;9;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;64;4;26;17;62;48;55;1;34;11;5;56;63;2;38;28;44;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;32;264
33;264;27;35;18;12;33;22;6;42;9;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;64;4;26;17;62;48;55;1;34;11;5;56;63;2;38;28;44;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;1;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;64;4;26;17;62;48;55;9;34;11;5;56;63;2;38;28;44;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25;33;270
33;270;27;35;18;12;33;22;6;42;1;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;64;4;26;17;62;48;55;9;34;11;5;56;63;2;38;28;44;15;50;61;60;46;20;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;1;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;64;4;26;17;62;48;55;9;34;11;5;56;63;2;38;20;44;15;50;61;60;46;28;57;53;21;54;40;8;29;10;19;25;33;270
33;270;27;35;18;12;33;22;6;42;1;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;64;4;26;17;62;48;55;9;34;11;5;56;63;2;38;20;44;15;50;61;60;46;28;57;53;21;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;1;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;21;4;26;17;62;48;55;9;34;11;5;56;63;2;38;20;44;15;50;61;60;46;28;57;53;64;54;40;8;29;10;19;25;33;274
33;274;27;35;18;12;33;22;6;42;1;52;59;41;30;23;24;58;43;51;47;49;37;14;31;39;45;13;3;36;32;16;7;21;4;26;17;62;48;55;9;34;11;5;56;63;2;38;20;44;15;50;61;60;46;28;57;53;64;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;32;16;7;21;4;26;17;62;48;55;9;34;11;5;56;63;2;38;20;44;15;50;61;60;46;28;57;53;64;54;40;8;29;10;19;25;33;290
33;290;27;35;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;32;16;7;21;4;26;17;62;48;55;9;34;11;5;56;63;2;38;20;44;15;50;61;60;46;28;57;53;64;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;32;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;38;20;5;15;50;61;60;46;28;57;53;64;54;40;8;29;10;19;25;33;290
33;290;27;35;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;32;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;38;20;5;15;50;61;60;46;28;57;53;64;54;40;8;29;10;19;25
27;35;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;38;20;5;15;50;61;60;46;28;57;53;64;54;40;8;32;10;19;25;33;290
33;290;27;35;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;38;20;5;15;50;61;60;46;28;57;53;64;54;40;8;32;10;19;25
27;54;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;38;20;5;15;50;61;60;46;28;57;53;64;35;40;8;32;10;19;25;33;290
33;290;27;54;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;38;20;5;15;50;61;60;46;28;57;53;64;35;40;8;32;10;19;25
27;54;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;10;20;5;15;50;61;60;46;28;57;53;64;35;40;8;32;38;19;25;33;298
33;298;27;54;18;12;33;22;6;42;43;52;59;41;30;23;24;58;1;51;47;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;10;20;5;15;50;61;60;46;28;57;53;64;35;40;8;32;38;19;25
27;54;18;12;47;22;6;42;43;52;59;41;30;23;24;58;1;51;33;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;10;20;5;15;50;61;60;46;28;57;53;64;35;40;8;32;38;19;25;33;302
33;302;27;54;18;12;47;22;6;42;43;52;59;41;30;23;24;58;1;51;33;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;10;20;5;15;50;61;60;46;28;57;53;64;35;40;8;32;38;19;25
27;54;18;12;47;22;6;42;43;52;59;41;30;23;24;58;1;51;33;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;10;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;40;19;25;33;302
33;302;27;54;18;12;47;22;6;42;43;52;59;41;30;23;24;58;1;51;33;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;10;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;40;19;25
27;54;18;12;47;22;6;10;43;52;59;41;30;23;24;58;1;51;33;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;42;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;40;19;25;33;302
33;302;27;54;18;12;47;22;6;10;43;52;59;41;30;23;24;58;1;51;33;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;42;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;40;19;25
27;54;18;12;47;22;6;10;43;52;59;41;30;23;24;58;1;51;40;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;42;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;33;19;25;33;294
33;294;27;54;18;12;47;22;6;10;43;52;59;41;30;23;24;58;1;51;40;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;42;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;33;19;25
27;54;18;12;33;22;6;10;43;52;59;41;30;23;24;58;1;51;40;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;42;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;47;19;25;33;294
33;294;27;54;18;12;33;22;6;10;43;52;59;41;30;23;24;58;1;51;40;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;55;9;34;11;44;56;63;2;42;20;5;15;50;61;60;46;28;57;53;64;35;38;8;32;47;19;25
27;54;18;12;33;22;6;10;43;52;59;41;30;23;24;58;1;51;40;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;20;9;34;11;44;56;63;2;42;55;5;15;50;61;60;46;28;57;53;64;35;38;8;32;47;19;25;33;294
33;294;27;54;18;12;33;22;6;10;43;52;59;41;30;23;24;58;1;51;40;49;37;14;31;39;45;13;3;36;29;16;7;21;4;26;17;62;48;20;9;34;11;44;56;63;2;42;55;5;15;50;61;60;46;28;57;53;64;35;38;8;32;47;19;25
