"X1";"X258";"X13";"X57";"X15";"X18";"X8";"X38";"X62";"X24";"X50";"X54";"X12";"X11";"X33";"X3";"X61";"X32";"X22";"X59";"X16";"X34";"X21";"X9";"X55";"X31";"X63";"X30";"X42";"X46";"X51";"X26";"X48";"X52";"X60";"X43";"X56";"X14";"X7";"X28";"X36";"X20";"X37";"X47";"X41";"X23";"X39";"X10";"X25";"X64";"X49";"X1.1";"X2";"X6";"X35";"X19";"X27";"X45";"X17";"X44";"X5";"X58";"X4";"X53";"X29";"X40"
32;236;39;53;44;10;18;32;45;29;48;15;24;54;51;21;41;49;64;57;7;35;58;63;28;40;60;13;12;55;14;43;59;52;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;31;62;47;42
39;58;44;10;18;32;45;29;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;13;12;55;14;43;59;52;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;31;62;47;42;32;236
32;236;39;58;44;10;18;32;45;29;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;13;12;55;14;43;59;52;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;31;62;47;42
39;58;44;10;18;32;45;29;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;31;12;55;14;43;59;52;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42;32;236
32;236;39;58;44;10;18;32;45;29;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;31;12;55;14;43;59;52;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42
39;58;44;10;18;32;45;52;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;31;12;55;14;43;59;29;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42;32;262
32;262;39;58;44;10;18;32;45;52;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;31;12;55;14;43;59;29;8;34;22;1;61;2;38;19;50;37;26;27;56;23;3;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42
39;58;44;10;18;32;45;52;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;31;12;3;14;43;59;29;8;34;22;1;61;2;38;19;50;37;26;27;56;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42;32;262
32;262;39;58;44;10;18;32;45;52;48;15;24;54;51;21;41;49;64;57;7;35;53;63;28;40;60;31;12;3;14;43;59;29;8;34;22;1;61;2;38;19;50;37;26;27;56;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42
39;58;44;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;43;59;29;8;34;22;1;61;2;38;49;50;37;26;27;56;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42;32;262
32;262;39;58;44;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;43;59;29;8;34;22;1;61;2;38;49;50;37;26;27;56;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42
39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;43;44;29;8;34;22;1;61;2;38;49;50;37;26;27;56;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42;32;262
32;262;39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;43;44;29;8;34;22;1;61;2;38;49;50;37;26;27;56;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42
39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;43;44;29;8;34;22;1;61;2;38;49;50;37;56;27;26;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42;32;262
32;262;39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;43;44;29;8;34;22;1;61;2;38;49;50;37;56;27;26;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;42
39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;42;44;29;8;34;22;1;61;2;38;49;50;37;56;27;26;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;43;32;270
32;270;39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;42;44;29;8;34;22;1;61;2;38;49;50;37;56;27;26;23;55;17;33;6;5;36;9;25;16;20;46;4;30;11;13;62;47;43
39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;42;44;29;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;46;4;30;11;13;62;47;43;32;268
32;268;39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;42;44;29;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;46;4;30;11;13;62;47;43
39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;29;4;30;11;13;62;47;43;32;270
32;270;39;58;59;10;18;32;45;52;48;15;24;54;51;21;41;19;64;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;29;4;30;11;13;62;47;43
39;58;59;10;18;32;45;52;48;15;24;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;29;4;30;11;13;62;47;43;32;266
32;266;39;58;59;10;18;32;45;52;48;15;24;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;29;4;30;11;13;62;47;43
24;58;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;29;4;30;11;13;62;47;43;32;270
32;270;24;58;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;9;25;16;20;29;4;30;11;13;62;47;43
24;58;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;25;9;16;20;29;4;30;11;13;62;47;43;32;270
32;270;24;58;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;2;38;49;50;37;56;27;26;23;55;17;33;22;5;36;25;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;23;55;17;33;22;5;36;25;9;16;20;29;4;30;11;13;62;47;43;32;270
33;270;24;2;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;53;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;23;55;17;33;22;5;36;25;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;36;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;23;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;52;48;15;39;54;51;64;41;19;21;57;7;35;36;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;23;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;52;48;15;23;54;51;64;41;19;21;57;7;35;36;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;39;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;52;48;15;23;54;51;64;41;19;21;57;7;35;36;63;28;40;60;31;12;3;14;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;39;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;52;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;39;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;52;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;39;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;39;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;52;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;39;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;52;55;17;33;22;5;53;25;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;39;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;29;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;39;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;50;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;29;4;30;11;13;62;47;43
24;2;59;10;18;32;45;39;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;39;48;15;23;54;51;64;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;13;62;47;43
24;2;59;10;18;32;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;13;62;47;43;33;270
33;270;24;2;59;10;18;32;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;13;62;47;43
24;2;59;10;18;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;32;62;47;43;33;270
33;270;24;2;59;10;18;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;3;36;42;44;46;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;32;62;47;43
24;2;59;10;18;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;46;36;42;44;3;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;32;62;47;43;33;264
33;264;24;2;59;10;18;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;46;36;42;44;3;8;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;33;22;5;53;17;9;16;20;50;4;30;11;32;62;47;43
24;2;59;10;18;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;46;36;42;44;3;33;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;5;53;17;9;16;20;50;4;30;11;32;62;47;43;33;268
33;268;24;2;59;10;18;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;46;36;42;44;3;33;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;5;53;17;9;16;20;50;4;30;11;32;62;47;43
24;2;59;10;5;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;46;36;42;44;3;33;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;47;43;33;268
33;268;24;2;59;10;5;13;45;64;48;15;23;54;51;39;41;19;21;57;7;35;14;63;28;40;60;31;12;46;36;42;44;3;33;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;47;43
24;2;59;10;5;13;45;64;48;15;23;14;51;39;41;19;21;57;7;35;54;63;28;40;60;31;12;46;36;42;44;3;33;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;47;43;33;268
33;268;24;2;59;10;5;13;45;64;48;15;23;14;51;39;41;19;21;57;7;35;54;63;28;40;60;31;12;46;36;42;44;3;33;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;47;43
24;2;59;10;5;13;45;64;48;15;23;14;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;47;43;33;270
33;270;24;2;59;10;5;13;45;64;48;15;23;14;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;49;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;47;43
24;2;59;10;5;13;45;64;48;15;23;14;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43;33;270
33;270;24;2;59;10;5;13;45;64;48;15;23;14;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43
24;2;59;10;5;13;45;14;48;15;23;64;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43;33;270
33;270;24;2;59;10;5;13;45;14;48;15;23;64;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;8;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43
24;2;59;10;5;13;45;14;48;15;8;64;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43;33;278
33;278;24;2;59;10;5;13;45;14;48;15;8;64;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43
24;2;59;10;5;13;45;14;48;15;8;64;51;39;41;19;21;57;18;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;7;53;17;9;16;20;50;4;30;11;32;62;49;43;33;298
33;278;24;2;59;10;5;13;45;14;48;15;8;64;51;39;41;19;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;34;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43
24;2;59;10;5;13;45;14;48;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43;33;278
33;278;24;2;59;10;5;13;45;14;48;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;30;11;32;62;49;43
24;2;30;10;5;13;45;14;48;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;59;11;32;62;49;43;33;278
33;278;24;2;30;10;5;13;45;14;48;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;59;11;32;62;49;43
24;2;30;10;5;13;45;14;32;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;59;11;48;62;49;43;33;278
34;278;24;2;30;10;5;13;45;14;32;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;33;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;20;50;4;59;11;48;62;49;43
24;2;30;10;5;13;45;14;32;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;20;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43;34;278
34;278;24;2;30;10;5;13;45;14;32;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;60;20;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43
24;60;30;10;5;13;45;14;32;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;2;20;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43;34;278
34;278;24;60;30;10;5;13;45;14;32;15;8;64;51;39;41;34;21;57;7;35;54;63;28;40;2;20;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;28;40;2;20;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43;34;268
34;268;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;28;40;2;20;12;46;36;42;44;3;31;19;6;1;61;58;38;47;29;37;56;27;26;52;55;25;23;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;28;40;2;20;12;46;36;42;44;3;31;19;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43;34;268
34;268;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;28;40;2;20;12;46;36;42;44;3;31;19;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;49;43
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;43;40;2;20;12;46;36;42;44;3;31;19;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;49;28;34;268
34;268;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;43;40;2;20;12;46;36;42;44;3;31;19;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;49;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;43;40;2;20;49;46;36;42;44;3;31;19;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;12;28;34;260
34;260;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;63;43;40;2;20;49;46;36;42;44;3;31;19;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;12;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;12;28;34;262
34;262;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;27;26;52;55;25;1;22;18;53;17;9;16;33;50;4;59;11;48;62;12;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;27;26;52;59;25;1;22;18;53;17;9;16;33;50;4;55;11;48;62;12;28;34;262
34;262;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;27;26;52;59;25;1;22;18;53;17;9;16;33;50;4;55;11;48;62;12;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;27;26;52;59;25;1;22;18;50;17;9;16;33;53;4;55;11;48;62;12;28;34;262
34;262;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;27;26;52;59;25;1;22;18;50;17;9;16;33;53;4;55;11;48;62;12;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;28;34;254
34;254;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;2;20;49;46;36;42;44;3;31;63;6;23;61;58;38;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;38;20;49;46;36;42;44;3;31;63;6;23;61;58;2;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;28;34;254
34;254;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;38;20;49;46;36;42;44;3;31;63;6;23;61;58;2;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;28
24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;254
34;254;24;60;30;10;5;13;45;14;41;15;8;64;51;39;32;34;21;57;7;35;54;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46
24;32;30;10;5;13;45;14;41;15;8;64;51;39;60;34;21;57;7;35;54;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;274
34;274;24;32;30;10;5;13;45;14;41;15;8;64;51;39;60;34;21;57;7;35;54;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;47;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46
24;32;30;10;5;13;45;14;41;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;54;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;274
34;274;24;32;30;10;5;13;45;14;41;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;54;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46
24;32;30;10;5;41;45;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;54;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;286
34;286;24;32;30;10;5;41;45;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;28;36;42;44;3;31;63;6;23;61;58;2;54;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46
24;32;30;10;5;41;45;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;63;36;42;44;3;31;28;6;23;61;58;2;54;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;290
34;290;24;32;30;10;5;41;45;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;63;36;42;44;3;31;28;6;23;61;58;2;54;29;37;56;55;26;52;59;25;1;22;18;50;17;9;16;33;53;4;27;11;48;62;12;46
24;32;30;10;5;41;45;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;63;36;42;44;3;31;28;6;23;61;22;2;54;29;37;56;55;26;52;59;25;1;58;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;290
34;290;24;32;30;10;5;41;45;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;63;36;42;44;3;31;28;6;23;61;22;2;54;29;37;56;55;26;52;59;25;1;58;18;50;17;9;16;33;53;4;27;11;48;62;12;46
24;32;30;10;5;41;52;14;13;15;8;64;51;39;60;34;21;57;7;35;47;19;43;40;38;20;49;63;36;42;44;3;31;28;6;23;61;22;2;54;29;37;56;55;26;45;59;25;1;58;18;50;17;9;16;33;53;4;27;11;48;62;12;46;34;270
