"X1";"X27374";"X8";"X18";"X22";"X6";"X30";"X32";"X13";"X17";"X26";"X21";"X10";"X9";"X23";"X7";"X11";"X20";"X4";"X5";"X29";"X25";"X31";"X28";"X3";"X16";"X12";"X24";"X15";"X2";"X27";"X19";"X14";"X1.1"
62;25872;7;21;32;20;29;25;17;3;6;16;22;12;18;24;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;15;23;14
15;21;32;20;29;25;17;3;6;16;22;12;18;24;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;7;23;14;62;26352
62;26352;15;21;32;20;29;25;17;3;6;16;22;12;18;24;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;7;23;14
15;21;32;20;29;25;17;3;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;7;24;14;62;26272
62;26272;15;21;32;20;29;25;17;3;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;7;24;14
15;21;3;20;29;25;17;32;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;7;24;14;62;26834
62;26272;15;21;32;20;29;25;17;3;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;7;24;14
15;21;32;20;29;7;17;3;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;25;24;14;62;26110
62;26110;15;21;32;20;29;7;17;3;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;25;24;14
15;21;32;20;29;7;17;3;6;16;22;12;18;9;27;11;31;19;10;5;23;4;2;26;30;28;13;8;1;25;24;14;62;26956
62;26110;15;21;32;20;29;7;17;3;6;16;22;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;8;1;25;24;14
15;21;32;20;29;7;17;3;6;16;8;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;22;1;25;24;14;62;26334
62;26334;15;21;32;20;29;7;17;3;6;16;8;12;18;23;27;11;31;19;10;5;9;4;2;26;30;28;13;22;1;25;24;14
15;21;32;20;29;7;17;3;6;16;8;5;18;23;27;11;31;19;10;12;9;4;2;26;30;28;13;22;1;25;24;14;62;27134
62;27134;15;21;32;20;29;7;17;3;6;16;8;5;18;23;27;11;31;19;10;12;9;4;2;26;30;28;13;22;1;25;24;14
15;21;32;20;29;7;17;3;6;16;8;5;18;23;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;25;24;14;62;27374
62;27374;15;21;32;20;29;7;17;3;6;16;8;5;18;23;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;25;24;14
15;21;32;20;29;7;17;3;6;16;8;5;18;14;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;25;24;23;62;28034
62;28034;15;21;32;20;29;7;17;3;6;16;8;5;18;14;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;25;24;23
15;21;32;20;29;7;17;3;6;25;8;5;18;14;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23;62;27588
62;27588;15;21;32;20;29;7;17;3;6;25;8;5;18;14;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23
15;21;32;14;29;7;17;3;6;25;8;5;18;20;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23;62;26526
62;26526;15;21;32;14;29;7;17;3;6;25;8;5;18;20;27;11;31;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23
15;31;32;14;29;7;17;3;6;25;8;5;18;20;27;11;21;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23;62;26566
62;26566;15;31;32;14;29;7;17;3;6;25;8;5;18;20;27;11;21;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23
15;31;32;14;29;7;17;3;6;25;18;5;8;20;27;11;21;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23;62;26898
62;26898;15;31;32;14;29;7;17;3;6;25;18;5;8;20;27;11;21;19;10;12;9;4;2;26;28;30;13;22;1;16;24;23
15;31;32;14;29;7;17;3;6;25;18;5;8;20;10;11;21;19;27;12;9;4;2;26;28;30;13;22;1;16;24;23;62;27108
63;27108;15;31;32;14;29;7;17;3;6;25;18;5;8;20;10;11;21;19;27;12;9;4;2;26;28;30;13;22;1;16;24;23
15;31;32;14;29;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;22;1;16;24;23;63;26468
63;26468;15;31;32;14;29;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;22;1;16;24;23
15;31;32;14;16;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;22;1;29;24;23;63;26086
63;26086;15;31;32;14;16;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;22;1;29;24;23
15;22;32;14;16;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;31;1;29;24;23;63;26266
63;26266;15;22;32;14;16;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;31;1;29;24;23
15;22;32;14;16;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;24;4;2;26;28;30;13;31;1;29;9;23;63;26588
63;26266;15;22;32;14;16;7;17;3;6;25;27;5;8;20;10;11;21;19;18;12;9;4;2;26;28;30;13;31;1;29;24;23
15;22;32;18;16;7;17;3;6;25;27;5;8;20;10;11;21;19;14;12;9;4;2;26;28;30;13;31;1;29;24;23;63;26744
63;26744;15;22;32;18;16;7;17;3;6;25;27;5;8;20;10;11;21;19;14;12;9;4;2;26;28;30;13;31;1;29;24;23
15;22;32;18;16;7;17;3;6;25;27;5;8;20;10;11;21;19;14;12;9;2;4;26;28;30;13;31;1;29;24;23;63;26784
63;26784;15;22;32;18;16;7;17;3;6;25;27;5;8;20;10;11;21;19;14;12;9;2;4;26;28;30;13;31;1;29;24;23
15;22;32;18;16;7;17;3;11;25;27;5;8;20;10;6;21;19;14;12;9;2;4;26;28;30;13;31;1;29;24;23;63;26824
63;26824;15;22;32;18;16;7;17;3;11;25;27;5;8;20;10;6;21;19;14;12;9;2;4;26;28;30;13;31;1;29;24;23
15;22;4;18;16;7;17;3;11;25;27;5;8;20;10;6;21;19;14;12;9;2;32;26;28;30;13;31;1;29;24;23;63;27368
63;27368;15;22;4;18;16;7;17;3;11;25;27;5;8;20;10;6;21;19;14;12;9;2;32;26;28;30;13;31;1;29;24;23
15;22;4;18;16;7;17;3;11;25;27;5;8;29;10;6;21;19;14;12;9;2;32;26;28;30;13;31;1;20;24;23;63;28128
63;28128;15;22;4;18;16;7;17;3;11;25;27;5;8;29;10;6;21;19;14;12;9;2;32;26;28;30;13;31;1;20;24;23
15;22;4;18;16;7;17;3;11;25;27;5;8;24;10;6;21;19;14;12;9;2;32;26;28;30;13;31;1;20;29;23;63;27648
63;27648;15;22;4;18;16;7;17;3;11;25;27;5;8;24;10;6;21;19;14;12;9;2;32;26;28;30;13;31;1;20;29;23
15;22;4;18;16;7;17;3;11;25;27;30;8;24;10;6;21;19;14;12;9;2;32;26;28;5;13;31;1;20;29;23;63;28264
63;28264;15;22;4;18;16;7;17;3;11;25;27;30;8;24;10;6;21;19;14;12;9;2;32;26;28;5;13;31;1;20;29;23
15;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;14;12;9;2;32;26;28;5;13;31;1;25;29;23;63;28124
63;28124;15;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;14;12;9;2;32;26;28;5;13;31;1;25;29;23
15;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;14;12;9;2;32;26;28;31;13;5;1;25;29;23;63;27584
63;27584;15;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;14;12;9;2;32;26;28;31;13;5;1;25;29;23
15;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;29;12;9;2;32;26;28;31;13;5;1;25;14;23;63;27636
63;27636;15;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;29;12;9;2;32;26;28;31;13;5;1;25;14;23
29;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;15;12;9;2;32;26;28;31;13;5;1;25;14;23;63;28184
63;28184;29;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;21;19;15;12;9;2;32;26;28;31;13;5;1;25;14;23
29;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;23;19;15;12;9;2;32;26;28;31;13;5;1;25;14;21;63;27424
63;27424;29;22;4;18;16;7;17;3;11;20;27;30;8;24;10;6;23;19;15;12;9;2;32;26;28;31;13;5;1;25;14;21
29;22;4;18;16;7;17;3;13;20;27;30;8;24;10;6;23;19;15;12;9;2;32;26;28;31;11;5;1;25;14;21;63;27444
63;27444;29;22;4;18;16;7;17;3;13;20;27;30;8;24;10;6;23;19;15;12;9;2;32;26;28;31;11;5;1;25;14;21
29;22;4;18;16;7;17;3;13;20;27;30;8;24;10;12;23;19;15;6;9;2;32;26;28;31;11;5;1;25;14;21;63;27364
63;27364;29;22;4;18;16;7;17;3;13;20;27;30;8;24;10;12;23;19;15;6;9;2;32;26;28;31;11;5;1;25;14;21
29;22;4;18;16;7;17;3;13;20;27;10;8;24;30;12;23;19;15;6;9;2;32;26;28;31;11;5;1;25;14;21;63;27206
63;27206;29;22;4;18;16;7;17;3;13;20;27;10;8;24;30;12;23;19;15;6;9;2;32;26;28;31;11;5;1;25;14;21
29;22;4;18;16;7;17;3;13;20;27;10;8;24;30;12;23;19;15;6;9;32;2;26;28;31;11;5;1;25;14;21;63;26466
64;26466;29;22;4;18;16;7;17;3;13;20;27;10;8;24;30;12;23;19;15;6;9;32;2;26;28;31;11;5;1;25;14;21
29;22;4;18;16;7;17;3;11;20;27;10;8;24;30;12;23;19;15;6;9;32;2;26;28;31;13;5;1;25;14;21;64;26406
64;26406;29;22;4;18;16;7;17;3;11;20;27;10;8;24;30;12;23;19;15;6;9;32;2;26;28;31;13;5;1;25;14;21
29;22;4;18;16;7;17;3;11;24;27;10;8;20;30;12;23;19;15;6;9;32;2;26;28;31;13;5;1;25;14;21;64;26466
64;26466;29;22;4;18;16;7;17;3;11;24;27;10;8;20;30;12;23;19;15;6;9;32;2;26;28;31;13;5;1;25;14;21
29;22;9;18;16;7;17;3;11;24;27;10;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;5;1;25;14;21;64;26186
64;26186;29;22;9;18;16;7;17;3;11;24;27;10;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;5;1;25;14;21
29;22;9;18;16;7;17;3;11;24;27;10;8;20;30;12;19;23;15;6;4;32;2;26;28;31;13;5;1;25;14;21;64;26486
64;26186;29;22;9;18;16;7;17;3;11;24;27;10;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;5;1;25;14;21
29;22;9;18;16;7;17;3;11;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;5;1;25;14;21;64;26224
64;26224;29;22;9;18;16;7;17;3;11;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;5;1;25;14;21
5;22;9;18;16;7;17;3;11;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;29;1;25;14;21;64;26192
64;26192;5;22;9;18;16;7;17;3;11;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;29;1;25;14;21
5;22;9;18;16;17;7;3;11;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;29;1;25;14;21;64;24820
64;24820;5;22;9;18;16;17;7;3;11;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;13;29;1;25;14;21
5;22;9;18;16;17;7;3;13;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;11;29;1;25;14;21;64;25360
64;25360;5;22;9;18;16;17;7;3;13;10;27;24;8;20;30;12;23;19;15;6;4;32;2;26;28;31;11;29;1;25;14;21
5;22;9;18;16;17;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;32;2;26;28;31;11;29;1;25;14;21;64;25428
64;25428;5;22;9;18;16;17;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;32;2;26;28;31;11;29;1;25;14;21
5;22;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;32;2;26;28;31;11;29;1;17;14;21;64;24948
64;24948;5;22;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;32;2;26;28;31;11;29;1;17;14;21
5;32;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;2;26;28;31;11;29;1;17;14;21;64;25028
64;25028;5;32;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;2;26;28;31;11;29;1;17;14;21
5;32;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;14;26;28;31;11;29;1;17;2;21;64;25208
64;25208;5;32;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;14;26;28;31;11;29;1;17;2;21
5;32;9;18;16;25;7;3;13;10;27;15;8;20;19;12;23;30;24;6;4;22;14;26;28;31;11;29;1;17;2;21;64;25848
64;25208;5;32;9;18;16;25;7;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;14;26;28;31;11;29;1;17;2;21
5;32;9;18;16;25;1;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;14;26;28;31;11;29;7;17;2;21;64;25928
64;25928;5;32;9;18;16;25;1;3;13;10;27;15;8;20;30;12;23;19;24;6;4;22;14;26;28;31;11;29;7;17;2;21
5;32;9;18;16;25;1;3;13;10;27;15;14;20;30;12;23;19;24;6;4;22;8;26;28;31;11;29;7;17;2;21;64;25688
64;25688;5;32;9;18;16;25;1;3;13;10;27;15;14;20;30;12;23;19;24;6;4;22;8;26;28;31;11;29;7;17;2;21
30;32;9;18;16;25;1;3;13;10;27;15;14;20;5;12;23;19;24;6;4;22;8;26;28;31;11;29;7;17;2;21;64;26266
64;25688;5;32;9;18;16;25;1;3;13;10;27;15;14;20;30;12;23;19;24;6;4;22;8;26;28;31;11;29;7;17;2;21
5;32;9;18;16;25;1;3;13;10;27;15;14;20;26;12;23;19;24;6;4;22;8;30;28;31;11;29;7;17;2;21;64;25788
64;25788;5;32;9;18;16;25;1;3;13;10;27;15;14;20;26;12;23;19;24;6;4;22;8;30;28;31;11;29;7;17;2;21
5;32;9;18;16;25;1;3;13;10;27;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;11;29;7;17;2;21;64;26008
64;26008;5;32;9;18;16;25;1;3;13;10;27;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;11;29;7;17;2;21
5;32;9;18;16;25;1;3;13;10;21;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;11;29;7;17;2;27;64;26328
64;26328;5;32;9;18;16;25;1;3;13;10;21;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;11;29;7;17;2;27
5;32;9;18;16;25;1;3;13;10;21;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;2;29;7;17;11;27;64;26248
65;26248;5;32;9;18;16;25;1;3;13;10;21;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;2;29;7;17;11;27
5;32;9;18;16;25;1;3;13;10;21;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;2;27;7;17;11;29;65;26208
65;26208;5;32;9;18;16;25;1;3;13;10;21;15;14;20;26;12;23;19;24;4;6;22;8;30;28;31;2;27;7;17;11;29
5;32;9;18;16;25;1;3;13;10;21;15;19;20;26;12;23;14;24;4;6;22;8;30;28;31;2;27;7;17;11;29;65;26662
65;26662;5;32;9;18;16;25;1;3;13;10;21;15;19;20;26;12;23;14;24;4;6;22;8;30;28;31;2;27;7;17;11;29
5;32;9;18;16;25;1;3;13;10;28;15;19;20;26;12;23;14;24;4;6;22;8;30;21;31;2;27;7;17;11;29;65;26902
65;26902;5;32;9;18;16;25;1;3;13;10;28;15;19;20;26;12;23;14;24;4;6;22;8;30;21;31;2;27;7;17;11;29
5;32;9;18;16;25;19;3;13;10;28;15;1;20;26;12;23;14;24;4;6;22;8;30;21;31;2;27;7;17;11;29;65;27832
65;26902;5;32;9;18;16;25;1;3;13;10;28;15;19;20;26;12;23;14;24;4;6;22;8;30;21;31;2;27;7;17;11;29
5;32;9;18;16;25;1;3;2;10;28;15;19;20;26;12;23;14;24;4;6;22;8;30;21;31;13;27;7;17;11;29;65;26022
65;26022;5;32;9;18;16;25;1;3;2;10;28;15;19;20;26;12;23;14;24;4;6;22;8;30;21;31;13;27;7;17;11;29
5;32;9;18;16;25;1;3;2;10;28;15;26;20;19;12;23;14;24;4;6;22;8;30;21;31;13;27;7;17;11;29;65;26682
65;26022;5;32;9;18;16;25;1;3;2;10;28;15;19;20;26;12;23;14;24;4;6;22;8;30;21;31;13;27;7;17;11;29
5;32;9;18;16;25;1;3;2;8;28;15;19;20;26;12;23;14;24;4;6;22;10;30;21;31;13;27;7;17;11;29;65;26062
65;26062;5;32;9;18;16;25;1;3;2;8;28;15;19;20;26;12;23;14;24;4;6;22;10;30;21;31;13;27;7;17;11;29
5;32;9;1;16;25;18;3;2;8;28;15;19;20;26;12;23;14;24;4;6;22;10;30;21;31;13;27;7;17;11;29;65;26558
65;26558;5;32;9;1;16;25;18;3;2;8;28;15;19;20;26;12;23;14;24;4;6;22;10;30;21;31;13;27;7;17;11;29
5;32;9;1;16;25;18;3;2;8;28;15;19;20;26;12;23;13;24;4;6;22;10;30;21;31;14;27;7;17;11;29;65;26778
65;26778;5;32;9;1;16;25;18;3;2;8;28;15;19;20;26;12;23;13;24;4;6;22;10;30;21;31;14;27;7;17;11;29
15;32;9;1;16;25;18;3;2;8;28;5;19;20;26;12;23;13;24;4;6;22;10;30;21;31;14;27;7;17;11;29;65;26538
65;26538;15;32;9;1;16;25;18;3;2;8;28;5;19;20;26;12;23;13;24;4;6;22;10;30;21;31;14;27;7;17;11;29
15;32;9;1;16;12;18;3;2;8;28;5;19;20;26;25;23;13;24;4;6;22;10;30;21;31;14;27;7;17;11;29;65;26684
65;26538;15;32;9;1;16;25;18;3;2;8;28;5;19;20;26;12;23;13;24;4;6;22;10;30;21;31;14;27;7;17;11;29
15;32;9;1;16;25;18;3;2;8;28;5;19;20;26;12;23;22;24;4;6;13;10;30;21;31;14;27;7;17;11;29;65;26278
65;26278;15;32;9;1;16;25;18;3;2;8;28;5;19;20;26;12;23;22;24;4;6;13;10;30;21;31;14;27;7;17;11;29
15;3;9;1;16;25;18;32;2;8;28;5;19;20;26;12;23;22;24;4;6;13;10;30;21;31;14;27;7;17;11;29;65;26948
65;26948;15;3;9;1;16;25;18;32;2;8;28;5;19;20;26;12;23;22;24;4;6;13;10;30;21;31;14;27;7;17;11;29
15;3;9;1;16;25;18;32;14;8;28;5;19;20;26;12;23;22;24;4;6;13;10;30;21;31;2;27;7;17;11;29;65;27248
65;26948;15;3;9;1;16;25;18;32;2;8;28;5;19;20;26;12;23;22;24;4;6;13;10;30;21;31;14;27;7;17;11;29
15;3;9;1;16;25;18;32;2;8;28;5;19;20;26;12;31;22;24;4;6;13;10;30;21;23;14;27;7;17;11;29;65;26588
65;26588;15;3;9;1;16;25;18;32;2;8;28;5;19;20;26;12;31;22;24;4;6;13;10;30;21;23;14;27;7;17;11;29
15;3;9;1;16;25;18;32;2;8;28;10;19;20;26;12;31;22;24;4;6;13;5;30;21;23;14;27;7;17;11;29;65;26268
65;26268;15;3;9;1;16;25;18;32;2;8;28;10;19;20;26;12;31;22;24;4;6;13;5;30;21;23;14;27;7;17;11;29
15;3;9;1;16;25;18;32;2;8;28;10;19;20;26;12;31;22;30;4;6;13;5;24;21;23;14;27;7;17;11;29;65;26268
65;26268;15;3;9;1;16;25;18;32;2;8;28;10;19;20;26;12;31;22;30;4;6;13;5;24;21;23;14;27;7;17;11;29
15;3;9;1;25;16;18;32;2;8;28;10;19;20;26;12;31;22;30;4;6;13;5;24;21;23;14;27;7;17;11;29;65;26152
65;26152;15;3;9;1;25;16;18;32;2;8;28;10;19;20;26;12;31;22;30;4;6;13;5;24;21;23;14;27;7;17;11;29
15;30;9;1;25;16;18;32;2;8;28;10;19;20;26;12;31;22;3;4;6;13;5;24;21;23;14;27;7;17;11;29;65;25614
65;25614;15;30;9;1;25;16;18;32;2;8;28;10;19;20;26;12;31;22;3;4;6;13;5;24;21;23;14;27;7;17;11;29
15;30;9;1;25;16;18;32;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;14;27;7;17;11;29;65;25814
66;25814;15;30;9;1;25;16;18;32;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;14;27;7;17;11;29
15;30;9;1;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;14;27;32;17;11;29;66;26196
66;26196;15;30;9;1;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;14;27;32;17;11;29
15;30;9;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;1;27;32;17;11;29;66;25316
66;25316;15;30;9;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;1;27;32;17;11;29
15;30;9;14;25;16;18;7;1;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;2;27;32;17;11;29;66;25576
66;25316;15;30;9;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;23;1;27;32;17;11;29
15;30;9;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;29;1;27;32;17;11;23;66;25396
66;25396;15;30;9;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;29;1;27;32;17;11;23
15;30;29;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;9;1;27;32;17;11;23;66;26314
66;26314;15;30;29;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;9;1;27;32;17;11;23
15;30;29;14;25;16;18;7;2;8;28;10;5;20;26;12;31;22;3;4;6;19;13;24;21;9;1;27;32;17;11;23;66;27404
66;26314;15;30;29;14;25;16;18;7;2;8;28;10;19;20;26;12;31;22;3;4;6;5;13;24;21;9;1;27;32;17;11;23
12;30;29;14;25;16;18;7;2;8;28;10;19;20;26;15;31;22;3;4;6;5;13;24;21;9;1;27;32;17;11;23;66;26074
66;26074;12;30;29;14;25;16;18;7;2;8;28;10;19;20;26;15;31;22;3;4;6;5;13;24;21;9;1;27;32;17;11;23
12;30;29;14;25;16;18;7;2;8;28;10;19;20;26;15;23;22;3;4;6;5;13;24;21;9;1;27;32;17;11;31;66;26194
66;26194;12;30;29;14;25;16;18;7;2;8;28;10;19;20;26;15;23;22;3;4;6;5;13;24;21;9;1;27;32;17;11;31
12;30;29;14;25;16;18;7;2;8;28;10;23;20;26;15;19;22;3;4;6;5;13;24;21;9;1;27;32;17;11;31;66;26754
66;26754;12;30;29;14;25;16;18;7;2;8;28;10;23;20;26;15;19;22;3;4;6;5;13;24;21;9;1;27;32;17;11;31
12;30;29;14;25;16;18;7;2;8;28;10;4;20;26;15;19;22;3;23;6;5;13;24;21;9;1;27;32;17;11;31;66;26910
66;26910;12;30;29;14;25;16;18;7;2;8;28;10;4;20;26;15;19;22;3;23;6;5;13;24;21;9;1;27;32;17;11;31
12;30;29;14;25;16;18;7;2;8;28;10;4;13;26;15;19;22;3;23;6;5;20;24;21;9;1;27;32;17;11;31;66;27304
66;27304;12;30;29;14;25;16;18;7;2;8;28;10;4;13;26;15;19;22;3;23;6;5;20;24;21;9;1;27;32;17;11;31
12;30;29;14;25;16;18;7;2;8;28;10;4;13;26;15;19;22;3;23;6;5;20;24;21;27;1;9;32;17;11;31;66;26904
66;26904;12;30;29;14;25;16;18;7;2;8;28;10;4;13;26;15;19;22;3;23;6;5;20;24;21;27;1;9;32;17;11;31
12;30;29;8;25;16;18;7;2;14;28;10;4;13;26;15;19;22;3;23;6;5;20;24;21;27;1;9;32;17;11;31;66;26984
66;26984;12;30;29;8;25;16;18;7;2;14;28;10;4;13;26;15;19;22;3;23;6;5;20;24;21;27;1;9;32;17;11;31
12;30;29;8;25;16;18;7;2;14;6;10;4;13;26;15;19;22;3;23;28;5;20;24;21;27;1;9;32;17;11;31;66;26326
66;26326;12;30;29;8;25;16;18;7;2;14;6;10;4;13;26;15;19;22;3;23;28;5;20;24;21;27;1;9;32;17;11;31
12;30;29;8;25;16;18;7;2;14;6;10;4;13;17;15;19;22;3;23;28;5;20;24;21;27;1;9;32;26;11;31;66;26706
66;26326;12;30;29;8;25;16;18;7;2;14;6;10;4;13;26;15;19;22;3;23;28;5;20;24;21;27;1;9;32;17;11;31
12;30;29;8;25;16;18;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;20;15;21;27;1;9;32;17;11;31;66;26374
66;26374;12;30;29;8;25;16;18;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;20;15;21;27;1;9;32;17;11;31
12;30;29;8;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;21;27;1;9;32;17;11;31;66;26574
66;26574;12;30;29;8;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;21;27;1;9;32;17;11;31
12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;21;27;1;9;32;17;11;31;66;26618
66;26618;12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;21;27;1;9;32;17;11;31
12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;17;27;1;9;32;21;11;31;66;26698
66;26698;12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;17;27;1;9;32;21;11;31
12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;27;18;15;17;5;1;9;32;21;11;31;66;26848
67;26698;12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;18;15;17;27;1;9;32;21;11;31
12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31;67;26164
67;26164;12;30;8;29;25;16;20;7;2;14;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31
12;30;2;29;25;16;20;7;8;14;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31;67;26084
67;26084;12;30;2;29;25;16;20;7;8;14;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31
12;30;2;29;25;16;20;14;8;7;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31;67;26544
67;26084;12;30;2;29;25;16;20;7;8;14;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31
12;30;2;29;25;16;20;7;8;14;6;10;4;32;26;24;19;22;3;23;28;5;11;15;17;27;1;9;13;21;18;31;67;26194
67;26084;12;30;2;29;25;16;20;7;8;14;6;10;4;13;26;24;19;22;3;23;28;5;11;15;17;27;1;9;32;21;18;31
12;30;2;29;25;16;20;7;8;14;6;10;4;13;26;24;19;22;3;23;32;5;11;15;17;27;1;9;28;21;18;31;67;26204
67;26204;12;30;2;29;25;16;20;7;8;14;6;10;4;13;26;24;19;22;3;23;32;5;11;15;17;27;1;9;28;21;18;31
12;30;2;20;25;16;29;7;8;14;6;10;4;13;26;24;19;22;3;23;32;5;11;15;17;27;1;9;28;21;18;31;67;26804
