"X1";"X300";"X62";"X27";"X30";"X14";"X41";"X3";"X25";"X23";"X24";"X33";"X32";"X59";"X50";"X13";"X55";"X36";"X46";"X53";"X60";"X63";"X64";"X12";"X49";"X38";"X31";"X37";"X4";"X28";"X26";"X8";"X35";"X15";"X47";"X54";"X51";"X5";"X45";"X7";"X16";"X19";"X9";"X56";"X44";"X20";"X1.1";"X29";"X18";"X22";"X61";"X17";"X43";"X6";"X2";"X52";"X40";"X11";"X39";"X57";"X10";"X34";"X21";"X58";"X48";"X42"
59;47;36;49;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;35;39;23;29;32;55;33;31;54;64;7;48;16;53;1;14;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46;36;270
36;270;59;47;36;49;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;35;39;23;29;32;55;33;31;54;64;7;48;16;53;1;14;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46
59;47;36;49;25;28;20;34;58;61;21;30;17;12;5;6;52;56;40;3;60;41;18;35;39;23;29;32;55;33;31;54;64;7;48;16;53;1;14;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;62;42;2;4;46;36;278
36;270;59;47;36;49;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;35;39;23;29;32;55;33;31;54;64;7;48;16;53;1;14;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;35;39;23;29;32;49;33;31;54;64;7;48;16;53;1;14;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46;36;270
36;270;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;35;39;23;29;32;49;33;31;54;64;7;48;16;53;1;14;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;14;39;23;29;32;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46;36;288
36;288;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;14;39;23;29;32;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;22;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;14;39;23;29;22;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46;36;284
36;284;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;14;39;23;29;22;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;51;27;8;5;42;2;4;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;14;39;23;29;22;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;51;8;27;5;42;2;4;46;36;284
36;284;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;60;41;18;14;39;23;29;22;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;51;8;27;5;42;2;4;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;14;39;23;29;22;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;60;8;27;5;42;2;4;46;36;284
36;284;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;14;39;23;29;22;49;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;60;8;27;5;42;2;4;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;14;39;23;29;22;4;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;60;8;27;5;42;2;49;46;36;284
36;284;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;14;39;23;29;22;4;33;31;54;64;7;48;16;53;1;35;43;10;50;45;32;38;24;37;57;44;13;9;11;19;26;63;15;60;8;27;5;42;2;49;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;14;39;23;29;22;4;33;31;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;2;49;46;36;284
36;284;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;14;39;23;29;22;4;33;31;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;2;49;46
59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;2;39;23;29;22;4;33;31;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46;36;284
36;284;59;47;36;55;25;28;20;34;58;61;21;30;17;12;62;6;52;56;40;3;51;41;18;2;39;23;29;22;4;33;31;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46
59;47;36;55;25;28;20;34;58;31;21;30;17;12;62;6;52;56;40;3;51;41;18;2;39;23;29;22;4;33;61;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46;36;276
36;276;59;47;36;55;25;28;20;34;58;31;21;30;17;12;62;6;52;56;40;3;51;41;18;2;39;23;29;22;4;33;61;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46
59;47;36;55;25;28;20;34;58;31;21;30;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46;36;272
36;272;59;47;36;55;25;28;20;34;58;31;21;30;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46
59;47;36;55;28;25;20;34;58;31;21;30;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46;36;280
36;280;59;47;36;55;28;25;20;34;58;31;21;30;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;16;53;1;35;43;10;15;45;32;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46
59;47;36;55;28;25;20;34;58;31;21;30;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;53;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46;36;288
36;288;59;47;36;55;28;25;20;34;58;31;21;30;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;53;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46
59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;53;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46;36;288
37;288;59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;53;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;42;14;49;46
59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;53;14;49;46;37;300
37;300;59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;53;14;49;46
59;47;36;18;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;55;2;12;23;29;22;4;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;53;14;49;46;37;304
37;300;59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;4;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;24;37;57;44;13;9;11;19;26;63;50;60;8;27;5;53;14;49;46
59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;24;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;50;60;8;27;5;53;14;49;46;37;304
37;304;59;47;36;55;30;25;20;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;24;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;50;60;8;27;5;53;14;49;46
59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;24;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;60;8;27;5;53;14;49;46;37;304
37;304;59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;56;40;3;51;41;18;2;12;23;29;22;24;33;61;54;64;7;48;32;42;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;60;8;27;5;53;14;49;46
59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;2;12;23;29;22;24;33;56;54;64;7;48;32;42;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;60;8;27;5;53;14;49;46;37;304
37;304;59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;2;12;23;29;22;24;33;56;54;64;7;48;32;42;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;60;8;27;5;53;14;49;46
59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;2;12;23;29;22;24;33;56;54;64;7;48;32;27;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;60;8;42;5;53;14;49;46;37;304
37;304;59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;2;12;23;29;22;24;33;56;54;64;7;48;32;27;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;60;8;42;5;53;14;49;46
59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;2;12;23;29;22;24;33;56;54;64;7;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;27;8;42;5;53;14;49;46;37;300
37;300;59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;2;12;23;29;22;24;33;56;54;64;7;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;27;8;42;5;53;14;49;46
59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;24;33;56;54;64;7;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;27;8;42;5;53;14;49;46;37;300
37;300;59;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;24;33;56;54;64;7;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;20;27;8;42;5;53;14;49;46
20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;24;33;56;54;64;7;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;5;53;14;49;46;37;300
37;300;20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;24;33;56;54;64;7;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;5;53;14;49;46
20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;24;33;56;54;64;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;53;14;49;46;37;300
37;300;20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;24;33;56;54;64;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;53;14;49;46
20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;53;33;56;54;64;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;24;14;49;46;37;300
37;300;20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;53;33;56;54;64;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;24;14;49;46
20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;24;64;49;46;37;302
37;302;20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;51;41;18;22;12;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;24;64;49;46
20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;24;64;49;46;37;302
37;302;20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;27;8;42;7;24;64;49;46
20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;46;8;42;7;24;64;49;27;37;302
37;302;20;47;36;55;30;25;50;34;58;31;21;28;17;39;62;6;52;61;40;3;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;46;8;42;7;24;64;49;27
20;47;36;55;30;25;50;34;58;31;3;28;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;46;8;42;7;24;64;49;27;37;284
37;284;20;47;36;55;30;25;50;34;58;31;3;28;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;46;8;42;7;24;64;49;27
55;47;36;20;30;25;50;34;58;31;3;28;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;46;8;42;7;24;64;49;27;37;288
37;288;55;47;36;20;30;25;50;34;58;31;3;28;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;59;46;8;42;7;24;64;49;27
55;47;36;20;30;25;50;34;58;31;3;59;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;28;46;8;42;7;24;64;49;27;37;288
37;288;55;47;36;20;30;25;50;34;58;31;3;59;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;35;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;28;46;8;42;7;24;64;49;27
55;47;36;20;30;35;50;34;58;31;3;59;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;28;46;8;42;7;24;64;49;27;37;240
37;240;55;47;36;20;30;35;50;34;58;31;3;59;17;39;62;6;52;61;40;21;12;41;18;22;51;23;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;63;28;46;8;42;7;24;64;49;27
55;47;36;20;30;35;50;34;58;31;3;59;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;23;28;46;8;42;7;24;64;49;27;37;240
37;240;55;47;36;20;30;35;50;34;58;31;3;59;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;23;28;46;8;42;7;24;64;49;27
55;47;36;20;30;35;50;34;58;31;46;59;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;23;28;3;8;42;7;24;64;49;27;37;240
38;240;55;47;36;20;30;35;50;34;58;31;46;59;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;23;28;3;8;42;7;24;64;49;27
55;47;36;20;30;35;50;34;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;23;28;3;8;42;7;24;64;49;59;38;240
38;240;55;47;36;20;30;35;50;34;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;44;13;9;11;19;26;23;28;3;8;42;7;24;64;49;59
55;47;36;20;30;35;50;44;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;34;13;9;11;19;26;23;28;3;8;42;7;24;64;49;59;38;228
38;228;55;47;36;20;30;35;50;44;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;45;16;38;4;37;57;34;13;9;11;19;26;23;28;3;8;42;7;24;64;49;59
55;47;36;20;30;35;50;44;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;11;16;38;4;37;57;34;13;9;45;19;26;23;28;3;8;42;7;24;64;49;59;38;228
38;228;55;47;36;20;30;35;50;44;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;11;16;38;4;37;57;34;13;9;45;19;26;23;28;3;8;42;7;24;64;49;59
55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;9;45;19;26;23;28;3;8;42;7;24;64;49;59;38;232
38;232;55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;52;61;40;21;12;41;18;22;51;63;29;2;53;33;56;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;9;45;19;26;23;28;3;8;42;7;24;64;49;59
55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;9;45;19;26;23;28;3;8;42;7;24;64;49;59;38;232
38;232;55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;9;45;19;26;23;28;3;8;42;7;24;64;49;59
55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59;38;232
38;232;55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59
55;47;36;20;30;35;16;44;58;31;46;27;17;39;29;6;56;61;40;21;12;41;18;22;51;63;62;2;53;33;52;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59;38;268
38;232;55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;48;32;60;1;25;43;10;15;11;50;38;4;37;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59
55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;37;32;60;1;25;43;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59;38;234
38;234;55;47;36;20;30;35;16;44;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;37;32;60;1;25;43;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59
55;47;36;44;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;37;32;60;1;25;43;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59;38;250
38;250;55;47;36;44;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;51;63;29;2;53;33;52;54;14;5;37;32;60;1;25;43;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;24;64;49;59
55;47;36;44;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;1;25;43;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;51;64;49;59;38;250
38;250;55;47;36;44;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;1;25;43;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;51;64;49;59
55;47;36;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;1;25;44;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;51;64;49;59;38;246
38;246;55;47;36;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;1;25;44;10;15;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;51;64;49;59
55;47;36;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;51;64;49;59;38;246
38;246;55;47;36;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;7;51;64;49;59
55;47;7;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;36;51;64;49;59;38;248
38;248;55;47;7;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;14;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;34;13;3;45;19;26;23;28;9;8;42;36;51;64;49;59
55;47;7;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;23;28;9;8;42;36;51;64;49;59;38;246
38;246;55;47;7;43;30;35;16;20;58;31;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;23;28;9;8;42;36;51;64;49;59
55;47;7;43;30;35;16;20;58;23;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;31;28;9;8;42;36;51;64;49;59;38;238
38;238;55;47;7;43;30;35;16;20;58;23;46;27;17;39;62;6;56;61;40;21;12;41;18;22;24;63;29;2;53;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;31;28;9;8;42;36;51;64;49;59
55;47;7;43;30;35;16;20;58;23;46;27;17;39;62;6;56;61;40;21;59;41;18;22;24;63;29;2;53;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;31;28;9;8;42;36;51;64;49;12;38;238
38;238;55;47;7;43;30;35;16;20;58;23;46;27;17;39;62;6;56;61;40;21;59;41;18;22;24;63;29;2;53;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;31;28;9;8;42;36;51;64;49;12
55;47;7;43;30;35;16;20;58;23;46;27;17;39;62;6;56;61;40;21;59;41;18;22;24;63;53;2;29;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;31;28;9;8;42;36;51;64;49;12;38;250
38;250;55;47;7;43;30;35;16;20;58;23;46;27;17;39;62;6;56;61;40;21;59;41;18;22;24;63;53;2;29;33;52;54;34;5;37;32;60;15;25;44;10;1;11;50;38;4;48;57;14;13;3;45;19;26;31;28;9;8;42;36;51;64;49;12
