"X1";"X5819398";"X25";"X19";"X23";"X8";"X3";"X10";"X1.1";"X4";"X9";"X12";"X7";"X18";"X11";"X26";"X20";"X15";"X21";"X24";"X22";"X17";"X2";"X14";"X13";"X16";"X6";"X5"
21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;23;2;17;3;22;8;10;140;5490395
140;5490395;21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;23;2;17;3;22;8;10
21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;22;19;9;5;23;2;17;3;15;8;10;140;5535393
140;5490395;21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;23;2;17;3;22;8;10
21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;22;2;17;3;23;8;10;140;5489905
140;5489905;21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;22;2;17;3;23;8;10
21;16;25;13;18;4;26;24;11;1;7;9;12;20;6;15;19;14;5;22;2;17;3;23;8;10;140;5537592
140;5489905;21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;22;2;17;3;23;8;10
21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;17;2;22;3;23;8;10;140;5490034
140;5490034;21;16;25;13;18;4;26;24;11;1;7;14;12;20;6;15;19;9;5;17;2;22;3;23;8;10
21;16;25;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;2;22;3;23;8;26;140;5491466
140;5491466;21;16;25;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;2;22;3;23;8;26
21;16;25;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;26;2;22;3;23;8;17;140;5515410
140;5491466;21;16;25;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;2;22;3;23;8;26
21;16;22;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;2;25;3;23;8;26;140;5491242
140;5491242;21;16;22;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;2;25;3;23;8;26
21;16;2;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;8;26;140;5490539
140;5490539;21;16;2;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;8;26
13;16;2;21;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;8;26;140;5498850
140;5490539;21;16;2;13;18;4;10;24;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;8;26
21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26;140;5485859
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;18;4;10;8;11;1;9;14;12;20;6;15;19;7;5;17;22;25;3;23;24;26;140;5499289
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;17;5;22;25;3;23;24;26;140;5776828
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
5;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;21;17;22;25;3;23;24;26;140;5653828
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;18;4;5;8;11;1;7;14;12;20;6;15;19;9;10;17;22;25;3;23;24;26;140;5616524
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;18;4;5;8;11;1;7;14;12;20;6;15;19;9;10;17;22;25;3;23;24;26;140;5616524
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;18;4;10;8;11;1;7;19;12;20;6;15;14;9;5;17;22;25;3;23;24;26;140;5541174
140;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;26;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;18;140;5633125
141;5485859;21;16;2;13;18;4;10;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;24;26
21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26;141;5485579
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;13;1;4;24;8;11;18;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26;141;5590171
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;13;18;4;22;8;11;1;7;14;12;20;6;15;19;9;5;17;24;25;3;23;10;26;141;5497026
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;13;18;4;24;12;11;1;7;14;8;20;6;15;19;9;5;17;22;25;3;23;10;26;141;5519210
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;3;19;9;5;17;22;25;15;23;10;26;141;5605824
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;25;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;16;3;23;10;26;141;5487778
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;5;18;4;24;8;11;1;7;14;12;20;6;15;19;9;13;17;22;25;3;23;10;26;141;5695118
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;8;2;13;18;4;24;16;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26;141;5523179
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
20;16;2;13;18;4;24;8;11;1;7;14;12;21;6;15;19;9;5;17;22;25;3;23;10;26;141;5496779
141;5485579;21;16;2;13;18;4;24;8;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;13;18;4;8;24;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26;141;5485103
141;5485103;21;16;2;13;18;4;8;24;11;1;7;14;12;20;6;15;19;9;5;17;22;25;3;23;10;26
21;16;2;13;18;4;8;24;11;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26;141;5484928
141;5484928;21;16;2;13;18;4;8;24;11;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26
21;11;2;13;18;4;8;24;16;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26;141;5482939
141;5482939;21;11;2;13;18;4;8;24;16;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26
21;11;2;14;18;4;8;24;16;1;7;13;12;20;6;15;19;9;5;17;22;23;3;25;10;26;141;5514870
141;5482939;21;11;2;13;18;4;8;24;16;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26
21;11;19;13;18;4;8;24;16;1;7;14;12;20;6;15;2;9;5;17;22;23;3;25;10;26;141;5518441
141;5482939;21;11;2;13;18;4;8;24;16;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26
21;11;2;13;18;4;8;24;16;1;7;14;12;20;6;15;19;25;5;17;22;23;3;9;10;26;141;5615608
141;5482939;21;11;2;13;18;4;8;24;16;1;7;14;12;20;6;15;19;9;5;17;22;23;3;25;10;26
21;11;2;6;18;4;8;24;16;1;7;14;12;20;13;15;19;9;5;17;22;23;3;25;10;26;141;5483457
141;5483457;21;11;2;6;18;4;8;24;16;1;7;14;12;20;13;15;19;9;5;17;22;23;3;25;10;26
21;11;2;6;18;16;8;24;4;1;7;14;12;20;13;15;19;9;5;17;22;23;3;25;10;26;141;5535722
141;5483457;21;11;2;6;18;4;8;24;16;1;7;14;12;20;13;15;19;9;5;17;22;23;3;25;10;26
21;11;2;6;18;4;8;24;16;1;10;14;12;20;13;15;19;9;5;17;22;23;3;25;7;26;141;5507353
141;5483457;21;11;2;6;18;4;8;24;16;1;7;14;12;20;13;15;19;9;5;17;22;23;3;25;10;26
21;12;2;6;18;4;8;24;16;1;7;14;11;20;13;15;19;9;5;17;22;23;3;25;10;26;141;5484795
141;5484795;21;12;2;6;18;4;8;24;16;1;7;14;11;20;13;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26;141;5486891
142;5486891;13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;3;23;25;10;26;142;5489354
142;5486891;13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;23;17;22;5;3;25;10;26;142;5791662
142;5486891;13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;20;2;6;18;4;8;24;16;1;7;14;11;12;21;15;19;9;5;17;22;23;3;25;10;26;142;5503029
142;5486891;13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;3;19;9;5;17;22;23;15;25;10;26;142;5608634
142;5486891;13;12;2;6;18;4;8;24;16;1;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26;142;5487291
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;16;2;6;18;4;8;1;12;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26;142;5522211
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;16;24;25;14;11;20;21;15;19;9;5;17;22;23;3;7;10;26;142;5525687
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;4;6;18;2;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26;142;5506067
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;16;24;7;14;23;20;21;15;19;9;5;17;22;11;3;25;10;26;142;5497040
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;16;3;7;14;11;20;21;15;19;9;5;17;22;23;24;25;10;26;142;5556116
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;24;2;6;18;4;8;1;16;12;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26;142;5511035
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;9;6;18;4;8;1;16;24;7;14;11;20;21;15;19;2;5;17;22;23;3;25;10;26;142;5574011
142;5487291;13;12;2;6;18;4;8;1;16;24;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26;142;5485191
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;24;16;7;14;10;20;21;15;19;9;5;17;22;23;3;25;11;26;142;5496167
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;24;16;7;14;11;10;21;15;19;9;5;17;22;23;3;25;20;26;142;5573698
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;24;16;7;14;17;20;21;15;19;9;5;11;22;23;3;25;10;26;142;5499952
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;24;16;7;14;11;23;21;15;19;9;5;17;22;20;3;25;10;26;142;5526600
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;3;19;9;5;17;22;23;15;25;10;26;142;5606934
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;20;8;1;24;16;7;14;11;4;21;15;19;9;5;17;22;23;3;25;10;26;142;5534550
142;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;15;4;8;1;24;16;7;14;11;20;21;18;19;9;5;17;22;23;3;25;10;26;142;5577382
143;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;3;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;8;25;10;26;143;5530823
143;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;9;18;4;8;1;24;16;7;14;11;20;21;15;19;6;5;17;22;23;3;25;10;26;143;5583953
143;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;19;16;7;14;11;20;21;15;24;9;5;17;22;23;3;25;10;26;143;5538455
143;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;9;4;8;1;24;16;7;14;11;20;21;15;19;18;5;17;22;23;3;25;10;26;143;5564658
143;5485191;13;12;2;6;18;4;8;1;24;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;10;26
13;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;24;26;143;5487750
143;5487750;13;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;17;22;23;3;25;24;26
13;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26;143;5487666
143;5487666;13;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26
25;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;23;22;17;3;13;24;26;143;5493564
143;5487666;13;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26
13;12;2;16;18;4;8;1;10;6;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26;143;5479058
143;5479058;13;12;2;16;18;4;8;1;10;6;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26
13;12;5;16;18;4;8;1;10;6;7;14;11;20;21;15;19;9;2;23;22;17;3;25;24;26;143;5667459
143;5479058;13;12;2;16;18;4;8;1;10;6;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26
13;12;2;6;18;4;8;1;10;16;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26;143;5487666
143;5479058;13;12;2;16;18;4;8;1;10;6;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26;143;5479058
143;5479058;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;9;5;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26;143;5476098
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;17;7;14;11;20;21;15;19;5;9;23;22;6;3;25;24;26;143;5484657
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;17;23;22;9;3;25;24;26;143;5588407
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;26;11;20;21;15;19;5;9;23;22;17;3;25;24;14;143;5718815
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;26;9;23;22;17;3;25;24;5;143;5703087
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;3;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;8;25;24;26;143;5522218
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;19;1;10;6;7;14;11;20;21;15;4;5;9;23;22;17;3;25;24;26;143;5507675
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;9;6;7;14;11;20;21;15;19;5;10;23;22;17;3;25;24;26;143;5536978
143;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;17;5;9;23;22;19;3;25;24;26;143;5545677
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;15;14;11;20;21;7;19;5;9;23;22;17;3;25;24;26;144;5495940
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;1;4;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26;144;5538710
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;3;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;18;25;24;26;144;5496374
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;3;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;8;25;24;26;144;5522218
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;11;7;14;6;20;21;15;19;5;9;23;22;17;3;25;24;26;144;5478142
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;1;4;8;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26;144;5506895
144;5476098;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;23;22;17;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;17;22;23;3;25;24;26;144;5476182
144;5476182;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;17;22;23;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;17;22;26;3;25;24;23;144;5494726
144;5476182;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;17;22;23;3;25;24;26
13;12;2;16;18;8;25;1;10;6;7;14;11;20;21;15;19;5;9;17;22;23;3;4;24;26;144;5510711
144;5476182;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;17;22;23;3;25;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26;144;5476514
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;23;19;5;9;25;22;15;3;17;24;26;144;5519970
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;12;2;16;18;8;4;1;10;6;7;21;11;20;14;15;19;5;9;25;22;23;3;17;24;26;144;5490581
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;12;2;16;26;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;18;144;5634174
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;12;2;16;18;8;4;24;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;1;26;144;5517321
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;10;2;16;18;8;4;1;12;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26;144;5516075
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;15;2;16;18;8;4;1;10;6;7;14;11;20;21;12;19;5;9;25;22;23;3;17;24;26;144;5547284
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;12;2;16;18;8;5;1;10;6;7;14;11;20;21;15;19;4;9;25;22;23;3;17;24;26;144;5605522
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
1;12;2;16;18;8;4;13;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26;144;5549201
144;5476514;13;12;2;16;18;8;4;1;10;6;7;14;11;20;21;15;19;5;9;25;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26;144;5473669
144;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;3;9;10;22;23;5;17;24;26;144;5912401
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;7;14;11;26;21;15;19;5;9;10;22;23;3;17;24;20;145;5572320
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;19;25;6;7;14;11;20;21;15;1;5;9;10;22;23;3;17;24;26;145;5528200
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;9;14;11;20;21;15;19;5;7;10;22;23;3;17;24;26;145;5508033
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;23;14;11;20;21;15;19;5;9;10;22;7;3;17;24;26;145;5499769
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;7;21;11;20;14;15;19;5;9;10;22;23;3;17;24;26;145;5487281
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;11;6;7;14;25;20;21;15;19;5;9;10;22;23;3;17;24;26;145;5483657
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;10;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;12;22;23;3;17;24;26;145;5480401
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;7;17;11;20;21;15;19;5;9;10;22;23;3;14;24;26;145;5524830
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;1;25;6;7;14;11;26;21;15;19;5;9;10;22;23;3;17;24;20;145;5572320
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;8;4;9;25;6;7;14;11;20;21;15;19;5;1;10;22;23;3;17;24;26;145;5551513
145;5473669;13;12;2;16;18;8;4;1;25;6;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;18;6;4;1;25;8;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26;145;5471937
145;5471937;13;12;2;16;18;6;4;1;25;8;7;14;11;20;21;15;19;5;9;10;22;23;3;17;24;26
13;12;2;16;11;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26;145;5464908
145;5464908;13;12;2;16;11;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;12;2;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26;145;5461156
145;5461156;11;12;2;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;12;2;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;26;3;17;24;23;145;5478324
145;5461156;11;12;2;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;12;2;16;13;5;4;1;25;8;7;14;18;20;21;15;19;6;9;10;22;23;3;17;24;26;145;5592070
145;5461156;11;12;2;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;12;2;16;13;3;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;6;17;24;26;145;5538089
145;5461156;11;12;2;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;2;12;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26;145;5457257
145;5457257;11;2;12;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;2;12;16;13;6;7;1;25;8;4;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26;145;5464605
145;5457257;11;2;12;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;2;15;16;13;6;4;1;25;8;7;14;18;20;21;12;19;5;9;10;22;23;3;17;24;26;145;5511149
145;5457257;11;2;12;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;2;12;16;13;6;4;1;9;8;7;14;18;20;21;15;19;5;25;10;22;23;3;17;24;26;145;5517856
146;5457257;11;2;12;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;2;12;16;13;6;4;1;25;8;7;14;5;20;21;15;19;18;9;10;22;23;3;17;24;26;146;5517833
146;5457257;11;2;12;16;13;6;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26
11;2;12;16;6;13;4;1;25;8;7;14;18;20;21;15;19;5;9;10;22;23;3;17;24;26;146;5474497
