"X1";"X29438";"X32";"X6";"X27";"X16";"X31";"X24";"X12";"X18";"X3";"X20";"X9";"X5";"X14";"X8";"X23";"X29";"X17";"X2";"X21";"X19";"X26";"X28";"X13";"X25";"X15";"X1.1";"X22";"X10";"X4";"X7";"X11";"X30"
88;25882;5;21;28;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;19;15;20;6
5;21;19;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6;88;25362
89;25362;5;21;19;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6
5;21;19;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;13;11;9;26;29;1;17;16;28;15;20;6;89;25716
89;25362;5;21;19;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6
5;21;19;2;3;23;20;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;22;6;89;26262
89;25362;5;21;19;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6
5;21;19;2;3;24;22;25;31;4;10;12;8;32;18;27;14;30;7;23;26;11;9;13;29;1;17;16;28;15;20;6;89;25622
89;25362;5;21;19;2;3;23;22;25;31;4;10;12;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6
5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6;89;25602
89;25602;5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6
21;5;19;2;3;23;22;25;31;4;12;10;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6;89;25648
89;25602;5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;27;14;30;7;24;26;11;9;13;29;1;17;16;28;15;20;6
5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;26;14;30;7;24;27;11;9;13;29;1;17;16;28;15;20;6;89;25462
89;25462;5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;26;14;30;7;24;27;11;9;13;29;1;17;16;28;15;20;6
5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;26;14;30;7;24;27;11;9;13;29;1;16;17;28;15;20;6;89;25762
89;25762;5;21;19;2;3;23;22;25;31;4;12;10;8;32;18;26;14;30;7;24;27;11;9;13;29;1;16;17;28;15;20;6
5;21;19;2;3;23;22;25;11;4;12;10;8;32;18;26;14;30;7;24;27;31;9;13;29;1;16;17;28;15;20;6;89;25830
89;25830;5;21;19;2;3;23;22;25;11;4;12;10;8;32;18;26;14;30;7;24;27;31;9;13;29;1;16;17;28;15;20;6
5;21;19;2;3;23;22;25;11;4;12;10;8;32;18;26;14;6;7;24;27;31;9;13;29;1;16;17;28;15;20;30;89;26144
89;26144;5;21;19;2;3;23;22;25;11;4;12;10;8;32;18;26;14;6;7;24;27;31;9;13;29;1;16;17;28;15;20;30
5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;6;7;24;27;31;9;12;29;1;16;17;28;15;20;30;89;26144
89;26144;5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;6;7;24;27;31;9;12;29;1;16;17;28;15;20;30
5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;6;7;24;27;31;9;12;30;1;16;17;28;15;20;29;89;26144
89;26144;5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;6;7;24;27;31;9;12;30;1;16;17;28;15;20;29
5;15;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;6;7;24;27;31;9;12;30;1;16;17;28;21;20;29;89;26494
89;26144;5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;6;7;24;27;31;9;12;30;1;16;17;28;15;20;29
5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;7;6;24;27;31;9;12;30;1;16;17;28;15;20;29;89;26204
89;26204;5;21;19;2;3;23;22;25;11;4;13;10;8;32;18;26;14;7;6;24;27;31;9;12;30;1;16;17;28;15;20;29
5;21;19;2;3;23;22;25;11;26;13;10;8;32;18;4;14;7;6;24;27;31;9;12;30;1;16;17;28;15;20;29;89;26142
89;26142;5;21;19;2;3;23;22;25;11;26;13;10;8;32;18;4;14;7;6;24;27;31;9;12;30;1;16;17;28;15;20;29
5;21;19;2;3;23;22;25;11;26;13;10;8;32;18;4;14;7;6;1;27;31;9;12;30;24;16;17;28;15;20;29;89;26642
89;26142;5;21;19;2;3;23;22;25;11;26;13;10;8;32;18;4;14;7;6;24;27;31;9;12;30;1;16;17;28;15;20;29
5;21;19;2;3;23;22;25;11;26;13;31;8;32;18;4;14;7;6;24;27;10;9;12;30;1;16;17;28;15;20;29;89;26344
89;26344;5;21;19;2;3;23;22;25;11;26;13;31;8;32;18;4;14;7;6;24;27;10;9;12;30;1;16;17;28;15;20;29
5;21;19;2;3;23;22;25;11;26;13;12;8;32;18;4;14;7;6;24;27;10;9;31;30;1;16;17;28;15;20;29;89;25688
89;25688;5;21;19;2;3;23;22;25;11;26;13;12;8;32;18;4;14;7;6;24;27;10;9;31;30;1;16;17;28;15;20;29
5;21;19;2;3;23;27;25;11;26;13;12;8;32;18;4;14;7;6;24;22;10;9;31;30;1;16;17;28;15;20;29;89;25888
89;25888;5;21;19;2;3;23;27;25;11;26;13;12;8;32;18;4;14;7;6;24;22;10;9;31;30;1;16;17;28;15;20;29
5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;9;31;30;1;16;17;28;15;20;29;89;26328
89;26328;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;9;31;30;1;16;17;28;15;20;29
5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;9;31;30;1;15;17;28;16;20;29;89;26328
90;26328;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;9;31;30;1;15;17;28;16;20;29
5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29;90;26088
90;26088;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29
5;21;19;2;3;23;27;25;26;11;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29;90;26800
90;26088;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29
5;21;19;2;3;23;27;25;11;26;13;4;8;32;22;12;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29;90;26208
90;26088;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29
5;21;19;2;3;23;27;25;30;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;11;1;15;17;28;9;20;29;90;26586
90;26088;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29
5;21;19;2;3;23;27;25;17;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;11;28;9;20;29;90;26822
90;26088;5;21;19;2;3;23;27;25;11;26;13;12;8;32;22;4;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29
5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29;90;25888
90;25888;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;7;6;24;18;10;16;31;30;1;15;17;28;9;20;29
5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;7;15;24;18;10;16;31;30;1;6;17;28;9;20;29;90;25768
90;25768;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;7;15;24;18;10;16;31;30;1;6;17;28;9;20;29
5;21;19;2;3;23;20;25;11;26;4;12;8;32;22;13;14;7;15;24;18;10;16;31;30;1;6;17;28;9;27;29;90;26308
90;25768;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;7;15;24;18;10;16;31;30;1;6;17;28;9;20;29
5;21;19;2;3;23;27;25;11;26;22;12;8;32;4;13;14;7;15;24;18;10;16;31;30;1;6;17;28;9;20;29;90;25922
90;25768;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;7;15;24;18;10;16;31;30;1;6;17;28;9;20;29
5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;24;18;10;7;31;30;1;6;17;28;9;20;29;90;25488
90;25488;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;24;18;10;7;31;30;1;6;17;28;9;20;29
5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;20;18;10;7;31;30;1;6;17;28;9;24;29;90;25728
90;25728;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;20;18;10;7;31;30;1;6;17;28;9;24;29
5;21;19;2;3;31;27;25;11;26;4;12;8;32;22;13;14;16;15;20;18;10;7;23;30;1;6;17;28;9;24;29;90;26248
90;25728;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;20;18;10;7;31;30;1;6;17;28;9;24;29
5;21;19;2;3;23;27;25;11;26;16;12;8;32;22;13;14;4;15;20;18;10;7;31;30;1;6;17;28;9;24;29;90;26268
90;25728;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;20;18;10;7;31;30;1;6;17;28;9;24;29
5;21;11;2;3;23;27;25;19;26;4;12;8;32;22;13;14;16;15;20;18;10;7;31;30;1;6;17;28;9;24;29;90;25904
90;25728;5;21;19;2;3;23;27;25;11;26;4;12;8;32;22;13;14;16;15;20;18;10;7;31;30;1;6;17;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;12;8;6;22;13;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;29;90;25080
90;25080;5;21;19;2;3;23;27;25;11;26;4;12;8;6;22;13;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;12;8;6;22;13;14;20;15;16;18;10;7;31;30;1;32;17;28;9;24;29;90;26338
90;25080;5;21;19;2;3;23;27;25;11;26;4;12;8;6;22;13;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;12;8;29;22;13;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;6;90;25872
90;25080;5;21;19;2;3;23;27;25;11;26;4;12;8;6;22;13;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;29;90;25160
90;25160;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;14;16;15;20;18;10;7;31;30;1;32;17;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29;90;25324
90;25324;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;13;16;6;22;12;17;8;15;20;18;10;7;31;30;1;32;14;28;9;24;29;90;25484
91;25324;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;19;2;3;23;27;25;11;26;10;13;8;6;22;12;17;16;15;20;18;4;7;31;30;1;32;14;28;9;24;29;91;25564
91;25324;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;13;1;6;22;12;17;16;15;20;18;10;7;31;30;8;32;14;28;9;24;29;91;25764
91;25324;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;19;2;3;23;27;25;11;26;4;13;17;6;22;12;8;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29;91;26172
91;25324;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;19;2;16;23;27;25;11;26;4;13;8;6;22;12;17;3;15;20;18;10;7;31;30;1;32;14;28;9;24;29;91;26404
91;25324;5;21;19;2;3;23;27;25;11;26;4;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;4;2;3;23;27;25;11;26;19;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29;91;25706
91;25706;5;21;4;2;3;23;27;25;11;26;19;13;8;6;22;12;17;16;15;20;18;10;7;31;30;1;32;14;28;9;24;29
5;21;4;2;3;23;27;25;11;26;19;13;8;6;22;12;17;16;15;20;18;10;7;31;14;1;32;30;28;9;24;29;91;25430
91;25430;5;21;4;2;3;23;27;25;11;26;19;13;8;6;22;12;17;16;15;20;18;10;7;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;17;16;15;20;18;2;7;31;14;1;32;30;28;9;24;29;91;25670
91;25670;5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;17;16;15;20;18;2;7;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;7;16;15;20;18;2;17;31;14;1;32;30;28;9;24;29;91;24492
91;24492;5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;7;16;15;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;7;16;15;20;18;2;17;31;14;1;32;30;29;9;24;28;91;24572
91;24492;5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;7;16;15;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;25;11;26;19;13;8;6;16;12;7;22;15;20;18;2;17;31;14;1;32;30;28;9;24;29;91;25064
91;24492;5;21;4;10;3;23;27;25;11;26;19;13;8;6;22;12;7;16;15;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;15;11;26;19;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29;91;24296
91;24296;5;21;4;10;3;23;27;15;11;26;19;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;15;11;26;19;13;8;6;16;12;7;22;25;20;18;2;17;31;14;1;32;30;28;9;24;29;91;24868
91;24296;5;21;4;10;3;23;27;15;11;26;19;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;10;3;23;27;15;14;26;19;13;8;6;22;12;7;16;25;20;18;2;17;31;11;1;32;30;28;9;24;29;91;24816
91;24296;5;21;4;10;3;23;27;15;11;26;19;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29;91;23598
91;23598;5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;29;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;4;91;24348
91;23598;5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;19;3;23;27;15;11;26;25;13;8;6;22;12;7;16;10;20;18;2;17;31;14;1;32;30;28;9;24;29;91;24574
91;23598;5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;17;31;14;1;32;30;28;9;24;29
5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;9;31;14;1;32;30;28;17;24;29;91;23720
91;23720;5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;9;31;14;1;32;30;28;17;24;29
5;21;4;14;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;9;31;19;1;32;30;28;17;24;29;91;24222
91;23720;5;21;4;19;3;23;27;15;11;26;10;13;8;6;22;12;7;16;25;20;18;2;9;31;14;1;32;30;28;17;24;29
5;21;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;16;25;20;18;2;9;31;14;1;32;30;28;17;24;29;91;23280
91;23280;5;21;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;16;25;20;18;2;9;31;14;1;32;30;28;17;24;29
5;21;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;16;25;20;24;2;9;31;14;1;32;30;28;17;18;29;91;23020
92;23020;5;21;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;16;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;21;4;19;20;23;27;15;11;26;8;13;10;6;22;12;7;16;25;3;24;2;9;31;14;1;32;30;28;17;18;29;92;23574
92;23020;5;21;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;16;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29;92;23300
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;19;3;23;27;15;11;26;8;20;10;6;22;12;7;21;25;13;24;2;9;31;14;1;32;30;28;17;18;29;92;24064
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;1;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;4;32;30;28;17;18;29;92;23960
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;19;3;23;29;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;27;92;25000
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;32;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;16;30;28;17;18;29;92;23990
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;31;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;19;14;1;32;30;28;17;18;29;92;23960
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;19;3;23;27;15;11;26;32;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;8;30;28;17;18;29;92;24712
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;25;21;7;20;24;2;9;31;14;1;32;30;28;17;18;29;92;25232
92;23300;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;21;25;20;24;2;9;31;14;1;32;30;28;17;18;29
5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29;92;23260
92;23260;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;21;7;18;25;20;24;2;9;31;14;1;32;30;28;17;12;29;92;24340
92;23260;5;16;4;19;3;23;27;15;11;26;8;13;10;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29;92;23740
92;23740;5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;24;7;18;25;20;12;2;9;31;14;1;32;30;28;17;21;29;92;24326
92;23740;5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;12;9;18;25;20;24;2;7;31;14;1;32;30;28;17;21;29;92;24360
92;23740;5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;18;15;11;26;8;10;13;6;22;12;7;27;25;20;24;2;9;31;14;1;32;30;28;17;21;29;92;24500
92;23740;5;16;4;19;3;23;27;15;11;26;8;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;8;11;26;15;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29;92;23580
92;23580;5;16;4;19;3;23;27;8;11;26;15;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;2;23;27;8;11;26;15;10;13;6;22;12;7;18;25;20;24;3;9;31;14;1;32;30;28;17;21;29;92;23820
92;23580;5;16;4;19;3;23;27;8;11;26;15;10;13;6;22;12;7;18;25;20;24;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;8;11;26;15;10;13;6;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;92;23560
92;23560;5;16;4;19;3;23;27;8;11;26;15;10;13;6;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;7;27;8;11;26;15;10;13;6;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;92;23974
92;23974;5;16;4;19;3;7;27;8;11;26;15;10;13;6;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;7;27;8;11;26;15;10;13;6;31;12;23;18;25;24;20;2;9;22;14;1;32;30;28;17;21;29;92;24354
93;23974;5;16;4;19;3;7;27;8;11;26;15;10;13;6;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;7;27;6;11;26;15;10;13;8;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;93;24614
93;24614;5;16;4;19;3;7;27;6;11;26;15;10;13;8;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;22;27;6;11;26;15;10;13;8;7;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;93;25102
93;24614;5;16;4;19;3;7;27;6;11;26;15;10;13;8;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;7;27;6;11;26;15;10;13;8;22;12;23;18;25;30;20;2;9;31;14;1;32;24;28;17;21;29;93;25534
93;24614;5;16;4;19;3;7;27;6;11;26;15;10;13;8;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;7;27;6;11;26;15;10;24;8;22;12;23;18;25;13;20;2;9;31;14;1;32;30;28;17;21;29;93;25106
93;24614;5;16;4;19;3;7;27;6;11;26;15;10;13;8;22;12;23;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;93;24200
93;24200;5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;6;11;17;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;26;21;29;93;24860
93;24200;5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;1;14;31;32;30;28;17;21;29;93;24968
93;24200;5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;20;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;3;2;9;31;14;1;32;30;28;17;21;29;93;25044
93;24200;5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
5;16;4;19;3;23;2;6;11;26;15;10;13;8;22;12;7;18;25;24;20;27;9;31;14;1;32;30;28;17;21;29;93;24416
93;24200;5;16;4;19;3;23;27;6;11;26;15;10;13;8;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;93;23080
93;23080;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;12;29;18;25;24;20;2;9;31;14;1;32;30;28;17;21;7;93;25560
93;23080;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;12;7;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;93;23080
93;23080;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
8;16;4;19;3;23;27;6;11;26;21;10;13;5;22;7;12;18;25;24;20;2;9;31;14;1;32;30;28;17;15;29;93;24068
93;23080;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
15;16;4;19;3;23;27;6;11;26;8;10;13;5;22;7;12;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29;93;23400
93;23080;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;9;31;14;1;32;30;28;17;21;29
8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;29;31;14;1;32;30;28;17;21;9;93;23294
93;23294;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;29;31;14;1;32;30;28;17;21;9
8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;28;29;31;14;1;32;30;2;17;21;9;93;24598
93;23294;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;29;31;14;1;32;30;28;17;21;9
8;16;4;19;3;23;27;30;11;26;15;10;13;5;22;7;12;18;25;24;20;2;29;31;14;1;32;6;28;17;21;9;93;24182
93;23294;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;29;31;14;1;32;30;28;17;21;9
8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;1;24;20;2;29;31;14;25;32;30;28;17;21;9;93;24074
93;23294;8;16;4;19;3;23;27;6;11;26;15;10;13;5;22;7;12;18;25;24;20;2;29;31;14;1;32;30;28;17;21;9
8;16;4;19;3;23;27;6;11;24;15;10;13;5;22;7;12;18;25;26;20;2;29;31;14;1;32;30;28;17;21;9;93;23914
