"X1";"X26600";"X9";"X14";"X25";"X7";"X23";"X26";"X22";"X12";"X3";"X13";"X5";"X16";"X2";"X6";"X27";"X28";"X32";"X21";"X10";"X20";"X8";"X24";"X31";"X29";"X17";"X18";"X19";"X1.1";"X4";"X11";"X15";"X30"
18;13;20;16;11;15;26;22;29;21;31;4;3;8;32;12;9;27;7;23;6;30;2;5;28;10;17;24;1;14;19;25;72;25946
72;25946;18;13;20;16;11;15;26;22;29;21;31;4;3;8;32;12;9;27;7;23;6;30;2;5;28;10;17;24;1;14;19;25
18;13;20;16;11;15;26;22;23;21;31;4;3;8;32;12;9;27;7;29;6;30;2;5;28;10;17;24;1;14;19;25;72;25946
72;25946;18;13;20;16;11;15;26;22;23;21;31;4;3;8;32;12;9;27;7;29;6;30;2;5;28;10;17;24;1;14;19;25
18;13;20;16;11;15;26;22;23;21;31;4;3;8;32;12;9;27;7;29;19;30;2;5;28;10;17;24;1;14;6;25;72;26232
72;26232;18;13;20;16;11;15;26;22;23;21;31;4;3;8;32;12;9;27;7;29;19;30;2;5;28;10;17;24;1;14;6;25
18;13;20;16;11;15;26;22;23;21;31;29;3;8;32;12;9;27;7;4;19;30;2;5;28;10;17;24;1;14;6;25;72;26192
72;26192;18;13;20;16;11;15;26;22;23;21;31;29;3;8;32;12;9;27;7;4;19;30;2;5;28;10;17;24;1;14;6;25
18;13;20;16;31;15;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;28;10;17;24;1;14;6;25;72;26258
72;26258;18;13;20;16;31;15;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;28;10;17;24;1;14;6;25
18;13;20;28;31;15;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;16;10;17;24;1;14;6;25;72;26060
72;26060;18;13;20;28;31;15;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;16;10;17;24;1;14;6;25
18;13;20;28;31;25;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;16;10;17;24;1;14;6;15;72;26206
72;26206;18;13;20;28;31;25;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;16;10;17;24;1;14;6;15
28;13;20;18;31;25;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;16;10;17;24;1;14;6;15;72;26526
72;26206;18;13;20;28;31;25;26;22;23;21;11;29;3;8;32;12;9;27;7;4;19;30;2;5;16;10;17;24;1;14;6;15
18;13;20;28;31;25;26;22;23;21;11;29;3;8;32;12;9;27;7;4;6;30;2;5;16;10;17;24;1;14;19;15;72;26052
72;26052;18;13;20;28;31;25;26;22;23;21;11;29;3;8;32;12;9;27;7;4;6;30;2;5;16;10;17;24;1;14;19;15
18;13;20;28;31;25;26;22;23;7;11;29;3;8;32;12;9;27;21;4;6;30;2;5;16;10;17;24;1;14;19;15;72;26226
73;26226;18;13;20;28;31;25;26;22;23;7;11;29;3;8;32;12;9;27;21;4;6;30;2;5;16;10;17;24;1;14;19;15
18;13;20;28;31;25;26;22;23;7;11;29;3;8;32;16;9;27;21;4;6;30;2;5;12;10;17;24;1;14;19;15;73;26546
73;26546;18;13;20;28;31;25;26;22;23;7;11;29;3;8;32;16;9;27;21;4;6;30;2;5;12;10;17;24;1;14;19;15
18;13;20;28;31;25;26;22;23;7;11;29;3;8;24;16;9;27;21;4;6;30;2;5;12;10;17;32;1;14;19;15;73;27066
73;26546;18;13;20;28;31;25;26;22;23;7;11;29;3;8;32;16;9;27;21;4;6;30;2;5;12;10;17;24;1;14;19;15
18;13;20;28;31;24;26;22;23;7;11;29;3;8;32;16;9;27;21;4;6;30;2;5;12;10;17;25;1;14;19;15;73;27066
73;26546;18;13;20;28;31;25;26;22;23;7;11;29;3;8;32;16;9;27;21;4;6;30;2;5;12;10;17;24;1;14;19;15
18;13;20;28;31;25;26;4;23;7;11;29;3;8;32;16;9;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15;73;26682
73;26682;18;13;20;28;31;25;26;4;23;7;11;29;3;8;32;16;9;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15
18;3;20;28;31;25;26;4;23;7;11;29;13;8;32;16;9;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15;73;27022
73;27022;18;3;20;28;31;25;26;4;23;7;11;29;13;8;32;16;9;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15
18;3;20;28;31;25;26;4;23;7;11;29;13;8;32;9;16;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15;73;27022
73;27022;18;3;20;28;31;25;26;4;23;7;11;29;13;8;32;9;16;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15
18;3;29;28;31;25;26;4;23;7;11;20;13;8;32;9;16;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15;73;26742
73;26742;18;3;29;28;31;25;26;4;23;7;11;20;13;8;32;9;16;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15
18;3;29;28;31;25;26;4;23;7;11;20;13;8;32;9;16;27;21;12;6;30;2;5;22;10;17;24;1;14;19;15;73;27350
73;26742;18;3;29;28;31;25;26;4;23;7;11;20;13;8;32;9;16;27;21;22;6;30;2;5;12;10;17;24;1;14;19;15
18;3;29;28;31;25;26;4;23;7;11;20;13;8;32;9;16;12;21;22;6;30;2;5;27;10;17;24;1;14;19;15;73;26676
73;26676;18;3;29;28;31;25;26;4;23;7;11;20;13;8;32;9;16;12;21;22;6;30;2;5;27;10;17;24;1;14;19;15
18;3;29;28;31;25;26;27;23;7;11;20;13;8;32;9;16;12;21;22;6;30;2;5;4;10;17;24;1;14;19;15;73;25792
73;25792;18;3;29;28;31;25;26;27;23;7;11;20;13;8;32;9;16;12;21;22;6;30;2;5;4;10;17;24;1;14;19;15
18;3;29;28;31;26;25;27;23;7;11;20;13;8;32;9;16;12;21;22;6;30;2;5;4;10;17;24;1;14;19;15;73;25992
73;25992;18;3;29;28;31;26;25;27;23;7;11;20;13;8;32;9;16;12;21;22;6;30;2;5;4;10;17;24;1;14;19;15
18;3;29;28;31;26;25;27;23;7;11;9;13;8;32;20;16;12;21;22;6;30;2;5;4;10;17;24;1;14;19;15;73;26008
73;26008;18;3;29;28;31;26;25;27;23;7;11;9;13;8;32;20;16;12;21;22;6;30;2;5;4;10;17;24;1;14;19;15
18;3;29;28;31;26;10;27;23;7;11;9;13;8;32;20;16;12;21;22;6;30;2;5;4;25;17;24;1;14;19;15;73;26298
73;26298;18;3;29;28;31;26;10;27;23;7;11;9;13;8;32;20;16;12;21;22;6;30;2;5;4;25;17;24;1;14;19;15
18;3;29;28;31;26;10;27;23;7;11;9;13;8;32;20;16;12;21;22;6;30;2;5;4;15;17;24;1;14;19;25;73;25406
73;25406;18;3;29;28;31;26;10;27;23;7;11;9;13;8;32;20;16;12;21;22;6;30;2;5;4;15;17;24;1;14;19;25
18;3;29;28;31;26;10;13;23;7;11;9;27;8;32;20;16;12;21;22;6;30;2;5;4;15;17;24;1;14;19;25;73;25002
73;25002;18;3;29;28;31;26;10;13;23;7;11;9;27;8;32;20;16;12;21;22;6;30;2;5;4;15;17;24;1;14;19;25
18;3;29;28;31;26;10;13;23;7;11;9;27;8;32;20;22;12;21;16;6;30;2;5;4;15;17;24;1;14;19;25;73;25114
73;25114;18;3;29;28;31;26;10;13;23;7;11;9;27;8;32;20;22;12;21;16;6;30;2;5;4;15;17;24;1;14;19;25
18;3;28;29;31;26;10;13;23;7;11;9;27;8;32;20;22;12;21;16;6;30;2;5;4;15;17;24;1;14;19;25;73;25154
73;25154;18;3;28;29;31;26;10;13;23;7;11;9;27;8;32;20;22;12;21;16;6;30;2;5;4;15;17;24;1;14;19;25
18;8;28;29;31;26;10;13;23;7;11;9;27;3;32;20;22;12;21;16;6;30;2;5;4;15;17;24;1;14;19;25;73;25194
73;25194;18;8;28;29;31;26;10;13;23;7;11;9;27;3;32;20;22;12;21;16;6;30;2;5;4;15;17;24;1;14;19;25
18;8;28;29;31;26;10;13;23;7;11;9;27;3;32;20;22;12;21;16;14;30;2;5;4;15;17;24;1;6;19;25;73;25474
73;25474;18;8;28;29;31;26;10;13;23;7;11;9;27;3;32;20;22;12;21;16;14;30;2;5;4;15;17;24;1;6;19;25
9;8;28;29;31;26;10;13;23;7;11;18;27;3;32;20;22;12;21;16;14;30;2;5;4;15;17;24;1;6;19;25;73;25250
74;25250;9;8;28;29;31;26;10;13;23;7;11;18;27;3;32;20;22;12;21;16;14;30;2;5;4;15;17;24;1;6;19;25
9;8;28;29;31;26;10;13;23;7;14;18;27;3;32;20;22;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25;74;25530
74;25530;9;8;28;29;31;26;10;13;23;7;14;18;27;3;32;20;22;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25
9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;20;22;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25;74;25930
74;25930;9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;20;22;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25
9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25;74;25930
74;25930;9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25
9;8;18;29;31;26;3;13;23;7;14;28;27;10;32;22;20;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25;74;26430
74;25930;9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;12;21;16;11;30;2;5;4;15;17;24;1;6;19;25
9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;24;21;16;11;30;2;5;4;15;17;12;1;6;19;25;74;25848
74;25848;9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;24;21;16;11;30;2;5;4;15;17;12;1;6;19;25
9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25;74;25528
74;25528;9;8;18;29;31;26;10;13;23;7;14;28;27;3;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25
9;8;18;29;31;26;10;13;23;3;14;28;27;7;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25;74;25428
74;25428;9;8;18;29;31;26;10;13;23;3;14;28;27;7;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25
9;8;23;29;31;26;10;13;18;3;14;28;27;7;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25;74;25228
74;25228;9;8;23;29;31;26;10;13;18;3;14;28;27;7;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25
9;8;23;29;31;26;10;13;18;22;14;28;27;7;32;3;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25;74;26410
74;25228;9;8;23;29;31;26;10;13;18;3;14;28;27;7;32;22;20;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25
9;8;23;29;31;26;10;13;18;3;20;28;27;7;32;22;14;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25;74;25252
74;25252;9;8;23;29;31;26;10;13;18;3;20;28;27;7;32;22;14;24;21;16;6;30;2;5;4;15;17;12;1;11;19;25
9;8;23;29;31;26;10;13;18;3;20;28;27;7;32;22;25;24;21;16;6;30;2;5;4;15;17;12;1;11;19;14;74;24676
74;24676;9;8;23;29;31;26;10;13;18;3;20;28;27;7;32;22;25;24;21;16;6;30;2;5;4;15;17;12;1;11;19;14
9;8;23;29;31;26;10;4;18;3;20;28;27;7;32;22;25;24;21;16;6;30;2;5;13;15;17;12;1;11;19;14;74;25196
74;25196;9;8;23;29;31;26;10;4;18;3;20;28;27;7;32;22;25;24;21;16;6;30;2;5;13;15;17;12;1;11;19;14
9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;25;24;21;16;6;30;2;5;13;15;17;12;1;11;19;14;74;24848
74;24848;9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;25;24;21;16;6;30;2;5;13;15;17;12;1;11;19;14
9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;25;24;21;16;6;30;2;5;17;15;13;12;1;11;19;14;74;25456
74;24848;9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;25;24;21;16;6;30;2;5;13;15;17;12;1;11;19;14
9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;25;24;11;16;6;30;2;5;13;15;17;12;1;21;19;14;74;25300
74;24848;9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;25;24;21;16;6;30;2;5;13;15;17;12;1;11;19;14
9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;30;24;21;16;6;25;2;5;13;15;17;12;1;11;19;14;74;24808
74;24808;9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;30;24;21;16;6;25;2;5;13;15;17;12;1;11;19;14
9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;30;24;21;16;6;25;15;5;13;2;17;12;1;11;19;14;74;25928
74;24808;9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;30;24;21;16;6;25;2;5;13;15;17;12;1;11;19;14
9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;30;24;21;16;6;25;1;5;13;15;17;12;2;11;19;14;74;24928
74;24928;9;8;23;29;31;26;10;27;18;3;20;28;4;7;32;22;30;24;21;16;6;25;1;5;13;15;17;12;2;11;19;14
9;8;23;29;31;26;28;27;18;3;20;10;4;7;32;22;30;24;21;16;6;25;1;5;13;15;17;12;2;11;19;14;74;25158
74;25158;9;8;23;29;31;26;28;27;18;3;20;10;4;7;32;22;30;24;21;16;6;25;1;5;13;15;17;12;2;11;19;14
9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;21;16;6;32;1;5;13;15;17;12;2;11;19;14;74;25478
75;25478;9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;21;16;6;32;1;5;13;15;17;12;2;11;19;14
9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;5;16;6;32;1;21;13;15;17;12;2;11;19;14;75;25570
75;25570;9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;5;16;6;32;1;21;13;15;17;12;2;11;19;14
9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;15;16;6;32;1;21;13;5;17;12;2;11;19;14;75;25810
75;25570;9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;5;16;6;32;1;21;13;15;17;12;2;11;19;14
9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;5;16;6;32;19;21;13;15;17;12;2;11;1;14;75;25732
75;25732;9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;5;16;6;32;19;21;13;15;17;12;2;11;1;14
9;8;23;29;3;26;28;27;18;31;20;10;4;7;25;22;30;24;5;16;6;32;19;21;13;15;17;12;2;11;1;14;75;26724
75;25732;9;8;23;29;31;26;28;27;18;3;20;10;4;7;25;22;30;24;5;16;6;32;19;21;13;15;17;12;2;11;1;14
9;8;23;29;31;26;28;27;18;3;20;19;4;7;25;22;30;24;5;16;6;32;10;21;13;15;17;12;2;11;1;14;75;25062
75;25062;9;8;23;29;31;26;28;27;18;3;20;19;4;7;25;22;30;24;5;16;6;32;10;21;13;15;17;12;2;11;1;14
9;8;23;29;31;26;28;27;18;3;20;19;4;7;25;22;30;24;5;16;6;32;10;21;13;15;17;12;1;11;2;14;75;25162
75;25162;9;8;23;29;31;26;28;27;18;3;20;19;4;7;25;22;30;24;5;16;6;32;10;21;13;15;17;12;1;11;2;14
9;8;23;29;31;26;28;27;25;3;20;19;4;7;18;22;30;24;5;16;6;32;10;21;13;15;17;12;1;11;2;14;75;25522
75;25522;9;8;23;29;31;26;28;27;25;3;20;19;4;7;18;22;30;24;5;16;6;32;10;21;13;15;17;12;1;11;2;14
9;8;13;29;31;26;28;27;25;3;20;19;4;7;18;22;30;24;5;16;6;32;10;21;23;15;17;12;1;11;2;14;75;26228
75;25522;9;8;23;29;31;26;28;27;25;3;20;19;4;7;18;22;30;24;5;16;6;32;10;21;13;15;17;12;1;11;2;14
9;8;23;29;31;26;28;27;25;3;20;19;5;7;18;22;30;24;4;16;6;32;10;21;13;15;17;12;1;11;2;14;75;25842
75;25522;9;8;23;29;31;26;28;27;25;3;20;19;4;7;18;22;30;24;5;16;6;32;10;21;13;15;17;12;1;11;2;14
9;8;23;29;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;21;13;15;17;12;1;11;2;14;75;25702
75;25702;9;8;23;29;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;21;13;15;17;12;1;11;2;14
9;8;23;29;31;26;28;27;25;5;20;19;4;7;18;11;30;24;3;16;6;32;10;21;13;15;17;12;1;22;2;14;75;26566
75;25702;9;8;23;29;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;21;13;15;17;12;1;11;2;14
9;8;23;17;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;21;13;15;29;12;1;11;2;14;75;26082
75;26082;9;8;23;17;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;21;13;15;29;12;1;11;2;14
9;8;23;17;7;26;28;27;25;5;20;19;4;31;18;22;30;24;3;16;6;32;10;21;13;15;29;12;1;11;2;14;75;26652
75;26082;9;8;23;17;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;21;13;15;29;12;1;11;2;14
9;8;23;17;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;1;13;15;29;12;21;11;2;14;75;26620
75;26620;9;8;23;17;31;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;1;13;15;29;12;21;11;2;14
31;8;23;17;9;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;1;13;15;29;12;21;11;2;14;75;26622
75;26622;31;8;23;17;9;26;28;27;25;5;20;19;4;7;18;22;30;24;3;16;6;32;10;1;13;15;29;12;21;11;2;14
31;8;23;17;9;26;28;27;25;5;20;19;4;7;18;22;3;24;30;16;6;32;10;1;13;15;29;12;21;11;2;14;75;26970
75;26970;31;8;23;17;9;26;28;27;25;5;20;19;4;7;18;22;3;24;30;16;6;32;10;1;13;15;29;12;21;11;2;14
31;8;23;17;9;26;28;27;25;5;20;19;4;7;13;22;3;24;30;16;6;32;10;1;18;15;29;12;21;11;2;14;75;27360
75;27360;31;8;23;17;9;26;28;27;25;5;20;19;4;7;13;22;3;24;30;16;6;32;10;1;18;15;29;12;21;11;2;14
31;8;23;17;9;26;28;27;25;5;20;19;4;7;13;22;3;24;30;16;6;10;32;1;18;15;29;12;21;11;2;14;75;27452
75;27452;31;8;23;17;9;26;28;27;25;5;20;19;4;7;13;22;3;24;30;16;6;10;32;1;18;15;29;12;21;11;2;14
31;8;23;17;9;26;28;27;25;5;20;19;4;7;13;22;3;24;30;16;6;10;32;1;21;15;29;12;18;11;2;14;75;27452
75;27452;31;8;23;17;9;26;28;27;25;5;20;19;4;7;13;22;3;24;30;16;6;10;32;1;21;15;29;12;18;11;2;14
31;8;23;17;9;26;28;27;25;6;20;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;29;12;18;11;2;14;75;27612
76;27612;31;8;23;17;9;26;28;27;25;6;20;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;29;12;18;11;2;14
31;8;23;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;29;12;18;11;2;14;76;27352
76;27352;31;8;23;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;29;12;18;11;2;14
9;8;23;17;31;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;29;12;18;11;2;14;76;27694
76;27352;31;8;23;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;29;12;18;11;2;14
31;29;23;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;8;12;18;11;2;14;76;26938
76;26938;31;29;23;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;10;32;1;21;15;8;12;18;11;2;14
31;29;10;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;12;18;11;2;14;76;26542
76;26542;31;29;10;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;12;18;11;2;14
31;29;10;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;12;16;5;23;32;1;21;15;8;30;18;11;2;14;76;27174
76;26542;31;29;10;17;9;26;28;27;20;6;25;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;12;18;11;2;14
25;29;10;17;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;12;18;11;2;14;76;26702
76;26702;25;29;10;17;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;12;18;11;2;14
25;29;10;17;9;26;28;27;20;6;31;19;4;7;13;2;3;24;30;16;5;23;32;1;21;15;8;12;18;11;22;14;76;27482
76;26702;25;29;10;17;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;12;18;11;2;14
25;29;10;17;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26542
76;26542;25;29;10;17;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;25;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26262
76;26262;17;29;10;25;9;26;28;27;20;6;31;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;25;9;26;28;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26022
76;26022;17;29;10;25;9;26;28;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;25;9;26;2;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;28;18;11;12;14;76;26700
76;26022;17;29;10;25;9;26;28;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;25;9;26;28;31;20;6;27;19;14;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;4;76;26822
76;26022;17;29;10;25;9;26;28;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26502
76;26502;17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;14;23;32;1;21;15;8;2;18;11;12;5;76;26442
76;26442;17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;14;23;32;1;21;15;8;2;18;11;12;5
17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26502
76;26502;17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
22;29;10;28;9;26;25;31;20;6;27;19;4;7;13;17;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26582
76;26502;17;29;10;28;9;26;25;31;20;6;27;19;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;19;9;26;25;31;20;6;27;28;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14;76;26602
76;26602;17;29;10;19;9;26;25;31;20;6;27;28;4;7;13;22;3;24;30;16;5;23;32;1;21;15;8;2;18;11;12;14
17;29;10;19;9;26;25;31;20;6;27;28;4;7;13;22;3;5;30;16;24;23;32;1;21;15;8;2;18;11;12;14;76;26110
76;26110;17;29;10;19;9;26;25;31;20;6;27;28;4;7;13;22;3;5;30;16;24;23;32;1;21;15;8;2;18;11;12;14
17;29;10;19;9;26;25;31;20;6;27;28;4;7;13;22;3;5;8;16;24;23;32;1;21;15;30;2;18;11;12;14;76;26386
76;26110;17;29;10;19;9;26;25;31;20;6;27;28;4;7;13;22;3;5;30;16;24;23;32;1;21;15;8;2;18;11;12;14
17;29;10;19;9;26;25;31;16;6;27;28;4;7;13;22;3;5;30;20;24;23;32;1;21;15;8;2;18;11;12;14;76;26208
77;26208;17;29;10;19;9;26;25;31;16;6;27;28;4;7;13;22;3;5;30;20;24;23;32;1;21;15;8;2;18;11;12;14
17;29;10;19;12;26;25;31;16;6;27;28;4;7;13;22;3;5;30;20;24;23;32;1;21;15;8;2;18;11;9;14;77;26428
77;26428;17;29;10;19;12;26;25;31;16;6;27;28;4;7;13;22;3;5;30;20;24;23;32;1;21;15;8;2;18;11;9;14
17;29;10;19;2;26;25;31;16;6;27;28;4;7;13;22;3;5;30;20;24;23;32;1;21;15;8;12;18;11;9;14;77;26508
77;26508;17;29;10;19;2;26;25;31;16;6;27;28;4;7;13;22;3;5;30;20;24;23;32;1;21;15;8;12;18;11;9;14
17;29;10;19;2;26;25;31;16;6;27;28;4;12;13;22;3;5;30;20;24;23;32;1;21;15;8;7;18;11;9;14;77;26548
77;26548;17;29;10;19;2;26;25;31;16;6;27;28;4;12;13;22;3;5;30;20;24;23;32;1;21;15;8;7;18;11;9;14
17;29;10;19;7;26;25;31;16;6;27;28;4;12;13;22;3;5;30;20;24;23;32;1;21;15;8;2;18;11;9;14;77;26188
77;26188;17;29;10;19;7;26;25;31;16;6;27;28;4;12;13;22;3;5;30;20;24;23;32;1;21;15;8;2;18;11;9;14
17;29;10;19;7;26;25;31;16;6;27;28;4;1;13;22;3;5;30;20;24;23;32;12;21;15;8;2;18;11;9;14;77;26668
77;26668;17;29;10;19;7;26;25;31;16;6;27;28;4;1;13;22;3;5;30;20;24;23;32;12;21;15;8;2;18;11;9;14
17;29;32;19;7;26;25;31;16;6;27;28;4;1;13;22;3;5;30;20;24;23;10;12;21;15;8;2;18;11;9;14;77;26868
77;26868;17;29;32;19;7;26;25;31;16;6;27;28;4;1;13;22;3;5;30;20;24;23;10;12;21;15;8;2;18;11;9;14
17;29;32;19;7;26;25;31;16;6;27;28;4;1;13;22;3;5;30;20;24;15;10;12;21;23;8;2;18;11;9;14;77;26606
77;26606;17;29;32;19;7;26;25;31;16;6;27;28;4;1;13;22;3;5;30;20;24;15;10;12;21;23;8;2;18;11;9;14
17;29;32;19;7;26;25;21;16;6;27;28;4;1;13;22;3;5;30;20;24;15;10;12;31;23;8;2;18;11;9;14;77;26406
77;26406;17;29;32;19;7;26;25;21;16;6;27;28;4;1;13;22;3;5;30;20;24;15;10;12;31;23;8;2;18;11;9;14
17;29;32;28;7;26;25;21;16;6;27;19;4;1;13;22;3;5;30;20;24;15;10;12;31;23;8;2;18;11;9;14;77;26466
77;26466;17;29;32;28;7;26;25;21;16;6;27;19;4;1;13;22;3;5;30;20;24;15;10;12;31;23;8;2;18;11;9;14
17;29;32;28;7;26;25;21;16;6;27;19;9;1;13;22;3;5;30;20;24;15;10;12;31;23;8;2;18;11;4;14;77;26546
77;26546;17;29;32;28;7;26;25;21;16;6;27;19;9;1;13;22;3;5;30;20;24;15;10;12;31;23;8;2;18;11;4;14
