"X1";"X272";"X51";"X35";"X12";"X5";"X54";"X24";"X4";"X26";"X11";"X9";"X62";"X7";"X27";"X63";"X49";"X23";"X17";"X1.1";"X40";"X46";"X57";"X39";"X25";"X56";"X42";"X10";"X47";"X44";"X2";"X28";"X41";"X36";"X53";"X20";"X38";"X18";"X19";"X64";"X22";"X21";"X48";"X29";"X61";"X55";"X30";"X58";"X3";"X32";"X50";"X8";"X15";"X34";"X37";"X33";"X52";"X16";"X45";"X59";"X13";"X6";"X43";"X31";"X60";"X14"
26;254;22;56;50;55;14;44;10;60;45;31;9;4;36;57;25;52;62;13;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;30;34;63;26;11;1;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2
22;56;50;55;14;44;10;60;45;13;9;4;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;30;34;63;26;11;1;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2;26;266
27;266;22;56;50;55;14;44;10;60;45;13;9;4;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;30;34;63;26;11;1;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;10;60;45;13;9;4;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;30;34;63;26;11;22;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2;27;266
27;266;1;56;50;55;14;44;10;60;45;13;9;4;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;30;34;63;26;11;22;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;10;60;45;13;9;4;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;26;34;63;30;11;22;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2;27;266
27;266;1;56;50;55;14;44;10;60;45;13;9;4;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;32;61;51;26;34;63;30;11;22;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;30;11;22;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2;27;266
27;266;1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;31;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;30;11;22;20;7;19;48;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;30;11;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;2;27;266
27;266;1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;30;11;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;2;27;266
27;266;1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;11;38;40;41;53;18;43;16;4;61;51;26;34;63;15;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;2;27;268
27;266;1;56;50;55;14;44;10;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;2
1;56;50;55;14;44;2;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;10;27;266
27;266;1;56;50;55;14;44;2;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;16;4;61;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;10
1;56;50;55;14;44;2;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;10;27;266
27;266;1;56;50;55;14;44;2;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;41;53;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;54;42;10
1;56;50;55;14;44;2;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;54;53;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10;27;266
27;266;1;56;50;55;14;44;2;60;45;13;9;32;36;57;25;52;62;48;23;12;3;33;64;47;6;35;17;29;59;46;39;49;15;38;40;54;53;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10
1;56;50;55;14;44;2;60;45;13;9;32;36;33;25;52;62;48;23;12;3;57;64;47;6;35;17;29;59;46;39;49;15;38;40;54;53;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10;27;290
27;290;1;56;50;55;14;44;2;60;45;13;9;32;36;33;25;52;62;48;23;12;3;57;64;47;6;35;17;29;59;46;39;49;15;38;40;54;53;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10
1;56;50;55;14;44;2;60;45;13;9;32;36;53;25;52;62;48;23;12;3;57;64;47;6;35;17;29;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10;27;290
27;290;1;56;50;55;14;44;2;60;45;13;9;32;36;53;25;52;62;48;23;12;3;57;64;47;6;35;17;29;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10
1;56;50;55;14;44;2;60;45;13;9;32;36;53;25;52;62;23;48;12;3;57;64;47;6;35;17;29;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10;27;282
27;282;1;56;50;55;14;44;2;60;45;13;9;32;36;53;25;52;62;23;48;12;3;57;64;47;6;35;17;29;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10
1;56;50;55;14;44;2;29;45;13;9;32;36;53;25;52;62;23;48;12;3;57;64;47;6;35;17;60;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10;27;274
27;274;1;56;50;55;14;44;2;29;45;13;9;32;36;53;25;52;62;23;48;12;3;57;64;47;6;35;17;60;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;30;22;20;7;19;31;24;58;37;21;8;28;5;27;41;42;10
1;56;50;55;14;44;2;29;45;13;9;32;36;53;25;52;62;23;48;12;3;57;64;47;6;35;17;60;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10;27;274
27;274;1;56;50;55;14;44;2;29;45;13;9;32;36;53;25;52;62;23;48;12;3;57;64;47;6;35;17;60;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10
1;56;50;55;14;44;2;29;45;13;9;32;36;47;25;52;62;23;48;12;3;57;64;53;6;35;17;60;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10;27;270
27;270;1;56;50;55;14;44;2;29;45;13;9;32;36;47;25;52;62;23;48;12;3;57;64;53;6;35;17;60;59;46;39;49;15;38;40;54;33;18;43;61;4;16;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;29;45;13;9;32;36;47;25;52;62;23;48;12;3;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;16;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10;27;270
27;270;1;56;15;55;14;44;2;29;45;13;9;32;36;47;25;52;62;23;48;12;3;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;16;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;9;32;36;47;25;52;62;23;48;12;3;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10;27;274
27;274;1;56;15;55;14;44;2;16;45;13;9;32;36;47;25;52;62;23;48;12;3;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;30;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;9;32;36;47;25;52;62;23;48;12;30;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;27;274
27;274;1;56;15;55;14;44;2;16;45;13;9;32;36;47;25;52;62;23;48;12;30;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;36;32;9;47;25;52;62;23;48;12;30;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;27;286
27;286;1;56;15;55;14;44;2;16;45;13;36;32;9;47;25;52;62;23;48;12;30;57;64;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;64;32;9;47;25;52;62;23;48;12;30;57;36;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;27;270
28;270;1;56;15;55;14;44;2;16;45;13;64;32;9;47;25;52;62;23;48;12;30;57;36;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;31;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;64;32;9;47;25;31;62;23;48;12;30;57;36;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;270
28;270;1;56;15;55;14;44;2;16;45;13;64;32;9;47;25;31;62;23;48;12;30;57;36;53;6;35;17;60;59;46;39;49;50;38;40;54;33;18;43;61;4;29;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;64;32;9;47;25;31;62;23;48;12;30;57;36;53;6;35;17;60;59;46;39;49;50;38;40;29;33;18;43;61;4;54;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;270
28;270;1;56;15;55;14;44;2;16;45;13;64;32;9;47;25;31;62;23;48;12;30;57;36;53;6;35;17;60;59;46;39;49;50;38;40;29;33;18;43;61;4;54;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;55;14;44;2;16;45;13;64;32;9;60;25;31;62;23;48;12;30;57;36;53;6;35;17;47;59;46;39;49;50;38;40;29;33;18;43;61;4;54;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;266
28;266;1;56;15;55;14;44;2;16;45;13;64;32;9;60;25;31;62;23;48;12;30;57;36;53;6;35;17;47;59;46;39;49;50;38;40;29;33;18;43;61;4;54;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;25;31;62;23;48;12;30;57;36;53;6;35;17;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;262
28;262;1;56;15;40;14;44;2;16;45;13;64;32;9;60;25;31;62;23;48;12;30;57;36;53;6;35;17;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;63;11;52;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;25;31;62;23;48;12;30;57;36;53;6;52;17;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;63;11;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;262
28;262;1;56;15;40;14;44;2;16;45;13;64;32;9;60;25;31;62;23;48;12;30;57;36;53;6;52;17;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;63;11;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;25;31;62;63;48;12;30;57;36;53;6;52;17;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;23;11;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;282
28;282;1;56;15;40;14;44;2;16;45;13;64;32;9;60;25;31;62;63;48;12;30;57;36;53;6;52;17;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;23;11;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;23;11;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;288
28;288;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;47;59;46;39;49;50;38;55;29;33;18;43;61;4;54;51;26;34;23;11;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;47;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;34;23;50;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;290
28;290;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;47;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;34;23;50;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;34;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;47;23;50;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10;28;286
28;286;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;34;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;47;23;50;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;10
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;10;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;47;23;50;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;34;28;290
28;290;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;12;30;57;36;53;6;52;25;10;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;47;23;50;35;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;34
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;35;30;57;36;53;6;52;25;10;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;47;23;50;12;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;34;28;292
28;292;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;35;30;57;36;53;6;52;25;10;59;46;39;49;11;38;55;29;33;18;43;61;4;54;51;26;47;23;50;12;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;34
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;35;30;57;36;53;6;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;4;54;51;26;47;39;50;12;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;34;28;288
28;288;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;35;30;57;36;53;6;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;4;54;51;26;47;39;50;12;22;20;7;19;3;24;58;37;21;8;28;5;27;41;42;34
1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;35;30;57;36;53;6;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;27;41;42;34;28;288
28;288;1;56;15;40;14;44;2;16;45;13;64;32;9;60;17;31;62;63;48;35;30;57;36;53;6;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;27;41;42;34
1;56;15;40;14;44;2;16;45;13;64;6;9;60;17;31;62;63;48;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;27;41;42;34;28;288
28;288;1;56;15;40;14;44;2;16;45;13;64;6;9;60;17;31;62;63;48;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;27;41;42;34
1;56;15;40;14;44;2;16;45;13;64;6;9;60;17;31;62;63;48;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;27;42;34;28;288
28;288;1;56;15;40;14;44;2;16;45;13;64;6;9;60;17;31;62;63;48;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;27;42;34
1;56;15;48;14;44;2;16;45;13;64;6;9;60;17;31;62;63;40;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;27;42;34;28;296
28;296;1;56;15;48;14;44;2;16;45;13;64;6;9;60;17;31;62;63;40;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;27;42;34
1;27;15;48;14;44;2;16;45;13;64;6;9;60;17;31;62;63;40;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;56;42;34;28;296
28;296;1;27;15;48;14;44;2;16;45;13;64;6;9;60;17;31;62;63;40;35;30;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;56;42;34
1;27;15;48;14;44;2;16;45;13;64;6;9;60;30;31;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;56;42;34;28;274
28;274;1;27;15;48;14;44;2;16;45;13;64;6;9;60;30;31;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;11;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;56;42;34
1;27;15;48;14;44;2;16;45;13;64;11;9;60;30;31;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;56;42;34;28;274
28;274;1;27;15;48;14;44;2;16;45;13;64;11;9;60;30;31;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;50;12;22;20;7;19;3;24;58;4;21;8;28;5;41;56;42;34
1;27;15;48;14;44;2;16;45;13;64;11;9;60;30;31;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;12;22;20;7;19;3;24;58;4;21;8;50;5;41;56;42;34;28;274
29;274;1;27;15;48;14;44;2;16;45;13;64;11;9;60;30;31;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;12;22;20;7;19;3;24;58;4;21;8;50;5;41;56;42;34
1;27;15;48;14;44;31;16;45;13;64;11;9;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;12;22;20;7;19;3;24;58;4;21;8;50;5;41;56;42;34;29;274
29;274;1;27;15;48;14;44;31;16;45;13;64;11;9;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;12;22;20;7;19;3;24;58;4;21;8;50;5;41;56;42;34
1;27;15;48;14;44;31;16;45;13;64;11;12;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;9;22;20;7;19;3;24;58;4;21;8;50;5;41;56;42;34;29;274
29;274;1;27;15;48;14;44;31;16;45;13;64;11;12;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;9;22;20;7;19;3;24;58;4;21;8;50;5;41;56;42;34
1;27;15;48;14;44;31;16;45;13;64;11;12;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;9;22;20;50;19;3;24;58;4;21;8;7;5;41;56;42;34;29;274
29;274;1;27;15;48;14;44;31;16;45;13;64;11;12;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;37;54;51;26;47;39;28;9;22;20;50;19;3;24;58;4;21;8;7;5;41;56;42;34
1;27;15;48;14;44;31;16;45;37;64;11;12;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;9;22;20;50;19;3;24;58;4;21;8;7;5;41;56;42;34;29;270
29;270;1;27;15;48;14;44;31;16;45;37;64;11;12;60;30;2;62;63;40;35;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;9;22;20;50;19;3;24;58;4;21;8;7;5;41;56;42;34
1;27;15;48;14;44;31;16;45;37;64;11;35;60;30;2;62;63;40;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;9;22;20;50;19;3;24;58;4;21;8;7;5;41;56;42;34;29;272
29;272;1;27;15;48;14;44;31;16;45;37;64;11;35;60;30;2;62;63;40;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;9;22;20;50;19;3;24;58;4;21;8;7;5;41;56;42;34
1;27;15;48;14;44;31;16;45;37;64;11;35;60;30;2;62;63;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;9;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34;29;292
29;292;1;27;15;48;14;44;31;16;45;37;64;11;35;60;30;2;62;63;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;9;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34
1;27;15;48;14;44;31;16;45;9;64;11;35;60;30;2;62;63;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34;29;284
29;284;1;27;15;48;14;44;31;16;45;9;64;11;35;60;30;2;62;63;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;28;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34
1;27;15;28;14;44;31;16;45;9;64;11;35;60;30;2;62;63;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34;29;280
29;280;1;27;15;28;14;44;31;16;45;9;64;11;35;60;30;2;62;63;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;55;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34
1;27;15;28;14;44;31;16;45;9;64;11;35;60;30;2;62;55;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;63;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34;29;282
29;282;1;27;15;28;14;44;31;16;45;9;64;11;35;60;30;2;62;55;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;63;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34
1;27;15;28;14;44;62;16;45;9;64;11;35;60;30;2;31;55;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;63;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34;29;282
29;282;1;27;15;28;14;44;62;16;45;9;64;11;35;60;30;2;31;55;3;12;17;57;36;53;32;52;25;10;59;46;23;49;6;38;63;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34
1;52;15;28;14;44;62;16;45;9;64;11;35;60;30;2;31;55;3;12;17;57;36;53;32;27;25;10;59;46;23;49;6;38;63;29;33;18;43;61;13;54;51;26;47;39;48;37;22;20;50;19;40;24;58;4;21;8;7;5;41;56;42;34;29;282
