"X1";"X234";"X7";"X1.1";"X27";"X45";"X39";"X46";"X25";"X58";"X19";"X42";"X14";"X22";"X54";"X34";"X33";"X15";"X55";"X20";"X62";"X36";"X64";"X4";"X56";"X12";"X40";"X13";"X41";"X47";"X44";"X43";"X10";"X5";"X6";"X18";"X35";"X57";"X30";"X53";"X26";"X23";"X37";"X59";"X63";"X8";"X28";"X2";"X48";"X60";"X52";"X24";"X29";"X51";"X38";"X61";"X49";"X16";"X11";"X50";"X17";"X21";"X32";"X9";"X31";"X3"
17;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;26;64;48;57;3;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;16;37;21;33;28;31;56;18;58;7;22;28;246
28;246;17;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;26;64;48;57;3;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;16;37;21;33;28;31;56;18;58;7;22
16;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;26;64;48;57;3;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;33;28;31;56;18;58;7;22;28;246
28;246;16;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;26;64;48;57;3;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;33;28;31;56;18;58;7;22
16;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;33;64;48;57;3;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;26;28;31;56;18;58;7;22;28;246
28;246;16;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;33;64;48;57;3;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;26;28;31;56;18;58;7;22
16;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;26;3;31;56;18;58;7;22;28;246
28;246;16;14;4;54;36;9;40;35;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;26;3;31;56;18;58;7;22
16;35;4;54;36;9;40;14;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;26;3;31;56;18;58;7;22;28;274
28;274;16;35;4;54;36;9;40;14;62;19;55;15;5;59;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;30;61;17;37;21;26;3;31;56;18;58;7;22
16;35;4;54;36;9;40;14;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;22;28;290
28;290;16;35;4;54;36;9;40;14;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;63;60;39;44;25;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;22
16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;14;60;39;44;25;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;22;28;290
28;290;16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;48;57;28;49;23;46;20;51;45;50;34;29;43;24;13;2;6;14;60;39;44;25;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;22
16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;50;34;29;43;24;13;2;6;14;60;39;44;25;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;22;28;286
28;286;16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;50;34;29;43;24;13;2;6;14;60;39;44;25;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;22
16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;50;34;29;43;24;13;2;6;14;60;39;44;22;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;25;28;286
28;286;16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;47;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;50;34;29;43;24;13;2;6;14;60;39;44;22;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;25
16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;50;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;22;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;25;28;286
28;286;16;35;4;54;36;9;40;63;62;19;55;15;5;30;42;27;1;50;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;22;32;8;12;59;61;17;37;21;26;3;31;56;18;58;7;25
16;35;4;54;36;9;40;63;62;19;61;15;5;30;42;27;1;50;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;22;32;8;12;59;55;17;37;21;26;3;31;56;18;58;7;25;28;274
28;274;16;35;4;54;36;9;40;63;62;19;61;15;5;30;42;27;1;50;41;38;52;11;10;53;33;64;45;57;28;49;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;22;32;8;12;59;55;17;37;21;26;3;31;56;18;58;7;25
16;35;4;54;36;9;40;63;62;19;61;15;5;30;42;27;1;50;41;38;52;11;10;53;33;64;45;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;18;58;7;25;28;278
28;278;16;35;4;54;36;9;40;63;62;19;61;15;5;30;42;27;1;50;41;38;52;11;10;53;33;64;45;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;18;58;7;25
16;35;4;54;36;9;40;63;62;19;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;45;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;18;1;7;25;28;274
28;274;16;35;4;54;36;9;40;63;62;19;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;45;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;18;1;7;25
16;35;4;54;36;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;45;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;254
28;254;16;35;4;54;36;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;45;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;60;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;36;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;60;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;45;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;258
28;258;16;35;4;54;36;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;60;57;28;22;23;46;20;51;48;47;34;29;43;24;13;2;6;14;45;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;60;57;28;22;23;46;20;51;48;47;34;29;36;24;13;2;6;14;45;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;258
28;258;16;35;4;54;43;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;10;53;33;64;60;57;28;22;23;46;20;51;48;47;34;29;36;24;13;2;6;14;45;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;47;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;14;45;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;258
28;258;16;35;4;54;43;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;47;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;14;45;39;44;49;32;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;14;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;258
28;258;16;35;4;54;43;9;40;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;14;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;14;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;270
28;270;16;35;4;54;43;9;14;63;62;18;61;15;5;30;42;27;58;50;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;42;27;58;61;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;28;266
29;266;16;35;4;54;43;9;14;63;62;18;50;15;5;30;42;27;58;61;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;34;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;42;27;58;34;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;61;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;29;270
29;270;16;35;4;54;43;9;14;63;62;18;50;15;5;30;42;27;58;34;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;10;61;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;42;61;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25;29;276
29;276;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;42;61;29;36;24;13;2;6;40;45;39;44;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;7;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;42;61;29;36;24;13;2;6;40;45;39;7;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;44;25;29;276
29;276;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;28;22;23;46;20;51;48;42;61;29;36;24;13;2;6;40;45;39;7;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;44;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;48;42;61;29;36;24;13;28;6;40;45;39;7;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;44;25;29;276
29;276;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;48;42;61;29;36;24;13;28;6;40;45;39;7;49;47;8;12;59;55;17;37;21;26;3;31;56;19;1;44;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;48;42;61;29;36;24;13;28;6;40;45;39;55;49;47;8;12;59;7;17;37;21;26;3;31;56;19;1;44;25;29;276
29;276;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;48;42;61;29;36;24;13;28;6;40;45;39;55;49;47;8;12;59;7;17;37;21;26;3;31;56;19;1;44;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;48;49;47;8;12;59;7;17;37;21;26;3;31;56;19;1;44;25;29;274
29;274;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;48;49;47;8;12;59;7;17;37;21;26;3;31;56;19;1;44;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;48;8;12;59;7;17;37;21;26;3;31;56;19;1;44;25;29;274
29;274;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;48;8;12;59;7;17;37;21;26;3;31;56;19;1;44;25
16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;48;8;12;59;7;17;26;21;37;3;31;56;19;1;44;25;29;274
29;274;16;35;4;54;43;9;14;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;48;8;12;59;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;9;48;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;14;8;12;59;7;17;26;21;37;3;31;56;19;1;44;25;29;274
29;274;16;35;4;54;43;9;48;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;64;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;14;8;12;59;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;9;48;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;59;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25;29;274
29;274;16;35;4;54;43;9;48;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;59;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;28;6;40;45;39;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;9;48;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;59;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25;29;258
29;258;16;35;4;54;43;9;48;63;62;18;50;15;5;30;10;27;58;34;41;38;52;11;32;53;33;59;60;57;2;22;23;46;20;51;55;42;61;29;36;24;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;9;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;32;53;33;59;60;57;2;22;23;46;20;51;55;42;61;50;36;24;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25;29;254
29;254;16;35;4;54;43;9;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;32;53;33;59;60;57;2;22;23;46;20;51;55;42;61;50;36;24;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;9;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;55;53;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;24;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25;29;252
29;252;16;35;4;54;43;9;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;55;53;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;24;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;24;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;55;53;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25;29;260
29;260;16;35;4;54;43;24;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;55;53;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;21;37;3;31;56;19;1;44;25
16;35;4;54;43;24;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;55;21;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;53;37;3;31;56;19;1;44;25;29;260
29;260;16;35;4;54;43;24;48;63;62;18;29;15;5;30;10;27;58;34;41;38;52;11;55;21;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;53;37;3;31;56;19;1;44;25
16;35;4;54;43;24;48;63;62;18;29;15;5;30;10;34;58;27;41;38;52;11;55;21;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;53;37;3;31;56;19;1;44;25;29;260
29;260;16;35;4;54;43;24;48;63;62;18;29;15;5;30;10;34;58;27;41;38;52;11;55;21;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;53;37;3;31;56;19;1;44;25
16;35;4;54;43;24;48;63;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;53;37;3;31;56;19;1;44;25;29;268
29;268;16;35;4;54;43;24;48;63;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;46;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;17;26;53;37;3;31;56;19;1;44;25
16;35;4;54;43;24;48;63;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;17;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;25;29;266
29;266;16;35;4;54;43;24;48;63;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;17;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;25
16;35;4;54;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;63;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;25;29;266
29;266;16;35;4;54;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;63;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;25
16;35;4;25;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;63;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54;29;262
30;262;16;35;4;25;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;21;33;59;60;57;2;22;23;63;20;51;32;42;61;50;36;9;13;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54
16;35;4;25;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;20;51;32;42;61;50;36;9;21;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54;30;262
30;262;16;35;4;25;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;20;51;32;42;61;50;36;9;21;39;6;40;45;28;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54
16;35;4;25;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;28;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54;30;260
30;260;16;35;4;25;43;24;48;17;62;18;29;15;5;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;28;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54
16;35;4;25;43;5;48;17;62;18;29;15;24;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;28;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54;30;260
30;260;16;35;4;25;43;5;48;17;62;18;29;15;24;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;28;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;54
16;35;4;25;43;5;48;17;62;18;29;15;24;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;28;30;264
30;264;16;35;4;25;43;5;48;17;62;18;29;15;24;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;14;8;12;64;7;46;26;53;37;3;31;56;19;1;44;28
16;35;14;25;43;5;48;17;62;18;29;15;24;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;4;8;12;64;7;46;26;53;37;3;31;56;19;1;44;28;30;262
30;262;16;35;14;25;43;5;48;17;62;18;29;15;24;30;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;4;8;12;64;7;46;26;53;37;3;31;56;19;1;44;28
16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;3;31;56;19;1;44;28;30;270
30;270;16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;33;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;3;31;56;19;1;44;28
16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;33;31;56;19;1;44;28;30;270
30;270;16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;63;54;51;32;42;61;50;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;33;31;56;19;1;44;28
16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;51;32;42;61;63;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;33;31;56;19;1;44;28;30;270
30;270;16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;51;32;42;61;63;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;33;31;56;19;1;44;28
16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;1;32;42;61;63;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;33;31;56;19;51;44;28;30;270
30;270;16;35;14;25;43;5;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;1;32;42;61;63;36;9;21;39;6;40;45;20;47;49;30;8;12;64;7;46;26;53;37;33;31;56;19;51;44;28
16;35;14;25;43;30;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;1;32;42;61;63;36;9;21;39;6;40;45;20;47;49;5;8;12;64;7;46;26;53;37;33;31;56;19;51;44;28;30;266
30;266;16;35;14;25;43;30;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;1;32;42;61;63;36;9;21;39;6;40;45;20;47;49;5;8;12;64;7;46;26;53;37;33;31;56;19;51;44;28
16;35;14;25;43;30;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;1;32;42;61;63;36;9;21;39;6;40;45;20;47;49;5;53;12;64;7;46;26;8;37;33;31;56;19;51;44;28;30;266
30;266;16;35;14;25;43;30;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;3;59;60;57;2;22;23;50;54;1;32;42;61;63;36;9;21;39;6;40;45;20;47;49;5;53;12;64;7;46;26;8;37;33;31;56;19;51;44;28
16;35;14;25;43;30;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;42;59;60;57;2;22;23;50;54;1;32;3;61;63;36;9;21;39;6;40;45;20;47;49;5;53;12;64;7;46;26;8;37;33;31;56;19;51;44;28;30;266
30;266;16;35;14;25;43;30;48;17;62;18;29;15;24;4;38;34;58;27;41;10;52;11;55;13;42;59;60;57;2;22;23;50;54;1;32;3;61;63;36;9;21;39;6;40;45;20;47;49;5;53;12;64;7;46;26;8;37;33;31;56;19;51;44;28
