"X1";"X270";"X24";"X48";"X43";"X34";"X52";"X47";"X17";"X16";"X5";"X60";"X20";"X13";"X57";"X7";"X19";"X3";"X35";"X58";"X22";"X53";"X38";"X8";"X64";"X54";"X50";"X6";"X23";"X46";"X36";"X40";"X44";"X33";"X27";"X15";"X25";"X49";"X37";"X30";"X1.1";"X28";"X31";"X26";"X29";"X12";"X55";"X21";"X39";"X51";"X14";"X11";"X2";"X9";"X42";"X32";"X59";"X18";"X62";"X45";"X56";"X4";"X41";"X63";"X10";"X61"
31;54;60;23;37;39;36;20;53;56;43;12;11;48;29;52;46;42;19;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;10;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;2;57;5;47;63;51;7;33;35;17;30;58;27;292
27;292;31;54;60;23;37;39;36;20;53;56;43;12;11;48;29;52;46;42;19;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;10;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;2;57;5;47;63;51;7;33;35;17;30;58
31;54;60;23;37;39;36;20;53;56;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;10;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;2;57;5;47;63;51;7;33;35;17;30;58;27;292
27;292;31;54;60;23;37;39;36;20;53;56;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;10;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;2;57;5;47;63;51;7;33;35;17;30;58
31;10;60;23;37;39;36;20;53;56;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;2;57;5;47;63;51;7;33;35;17;30;58;27;292
27;292;31;10;60;23;37;39;36;20;53;56;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;2;57;5;47;63;51;7;33;35;17;30;58
31;10;60;23;37;39;36;20;53;56;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;63;57;5;47;2;51;7;33;35;17;30;58;27;292
28;292;31;10;60;23;37;39;36;20;53;56;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;63;57;5;47;2;51;7;33;35;17;30;58
31;10;60;23;37;39;36;20;53;7;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;63;57;5;47;2;51;56;33;35;17;30;58;28;292
28;292;31;10;60;23;37;39;36;20;53;7;19;12;11;48;29;52;46;42;43;24;61;32;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;41;44;45;63;57;5;47;2;51;56;33;35;17;30;58
31;10;60;23;37;39;36;20;53;7;19;12;11;48;29;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;35;17;30;58;28;294
28;294;31;10;60;23;37;39;36;20;53;7;19;12;11;48;29;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;28;54;22;13;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;35;17;30;58
31;10;60;23;37;39;36;20;53;7;19;12;11;48;29;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;13;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;28;17;30;58;28;290
28;290;31;10;60;23;37;39;36;20;53;7;19;12;11;48;29;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;13;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;28;17;30;58
31;10;60;23;37;39;36;20;53;7;19;12;11;13;29;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;28;17;30;58;28;278
28;278;31;10;60;23;37;39;36;20;53;7;19;12;11;13;29;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;28;17;30;58
31;10;60;23;37;29;36;20;53;7;19;12;11;13;39;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;28;17;30;58;28;282
28;282;31;10;60;23;37;29;36;20;53;7;19;12;11;13;39;52;46;42;43;24;61;41;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;56;33;28;17;30;58
31;10;60;23;37;29;36;20;53;7;19;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;41;33;28;17;30;58;28;288
28;288;31;10;60;23;37;29;36;20;53;7;19;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;41;33;28;17;30;58
31;10;60;23;37;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;41;33;28;19;30;58;28;288
28;288;31;10;60;23;37;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;21;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;47;2;51;41;33;28;19;30;58
31;10;60;23;37;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;30;58;28;288
28;288;31;10;60;23;37;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;38;1;50;35;54;22;48;34;14;4;26;18;40;3;25;9;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;30;58
31;10;60;23;37;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;1;50;35;54;22;48;34;14;4;26;18;40;3;25;38;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;30;58;28;288
28;288;31;10;60;23;37;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;1;50;35;54;22;48;34;14;4;26;18;40;3;25;38;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;30;58
31;10;60;23;14;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;1;50;35;54;22;48;34;37;4;26;18;40;3;25;38;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;30;58;28;288
28;288;31;10;60;23;14;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;1;50;35;54;22;48;34;37;4;26;18;40;3;25;38;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;30;58
31;10;60;23;14;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;22;48;34;37;4;26;18;40;3;25;38;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;1;58;28;296
28;296;31;10;60;23;14;29;36;20;53;7;17;12;11;13;39;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;22;48;34;37;4;26;18;40;3;25;38;27;15;32;44;45;63;57;5;21;2;51;41;33;28;19;1;58
31;10;60;23;14;29;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;22;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;21;2;51;41;33;28;19;1;58;28;292
28;292;31;10;60;23;14;29;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;22;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;21;2;51;41;33;28;19;1;58
31;10;60;23;14;29;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;28;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;21;2;51;41;33;22;19;1;58;28;288
28;288;31;10;60;23;14;29;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;28;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;21;2;51;41;33;22;19;1;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;28;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;29;2;51;41;33;22;19;1;58;28;292
28;292;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;50;35;54;28;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;29;2;51;41;33;22;19;1;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;1;35;54;28;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58;28;292
28;292;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;64;55;6;9;30;1;35;54;28;48;34;37;4;26;18;40;3;25;38;39;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;3;55;6;9;30;1;35;54;28;48;34;37;4;26;18;40;64;25;38;39;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58;28;292
28;292;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;3;55;6;9;30;1;35;54;28;48;34;37;4;26;18;40;64;25;38;39;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;3;55;6;9;30;1;35;54;28;48;34;37;4;26;39;40;64;25;38;18;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58;28;292
28;292;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;3;55;6;9;30;1;35;54;28;48;34;37;4;26;39;40;64;25;38;18;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;3;55;6;9;38;1;35;54;28;48;34;37;4;26;39;40;64;25;30;18;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58;28;286
28;286;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;42;43;24;61;56;8;16;49;62;59;47;3;55;6;9;38;1;35;54;28;48;34;37;4;26;39;40;64;25;30;18;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;54;28;48;34;37;4;26;39;40;64;25;30;18;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58;28;290
28;290;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;54;28;48;34;37;4;26;39;40;64;25;30;18;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58
31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;40;64;25;30;54;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58;28;290
29;290;31;10;60;23;14;21;36;20;53;7;17;12;11;13;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;40;64;25;30;54;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;58
31;10;60;58;14;21;36;20;53;7;17;12;11;13;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;40;64;25;30;54;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;23;29;306
29;306;31;10;60;58;14;21;36;20;53;7;17;12;11;13;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;40;64;25;30;54;15;32;44;45;63;57;5;29;2;51;41;33;22;19;50;23
31;10;60;58;14;21;36;20;53;7;17;12;11;44;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;40;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;33;22;19;50;23;29;306
29;306;31;10;60;58;14;21;36;20;53;7;17;12;11;44;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;40;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;33;22;19;50;23
31;10;60;58;14;21;36;20;53;7;17;12;40;44;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;33;22;19;50;23;29;282
29;282;31;10;60;58;14;21;36;20;53;7;17;12;40;44;27;52;46;47;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;33;22;19;50;23
31;10;60;58;14;21;36;20;53;7;17;12;40;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23;29;282
29;282;31;10;60;58;14;21;36;20;53;7;17;12;40;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;26;39;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23
31;10;60;58;14;21;36;20;53;7;17;12;40;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23;29;282
29;282;31;10;60;58;14;21;36;20;53;7;17;12;40;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;6;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23
31;10;60;58;14;21;36;20;53;7;17;12;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23;29;282
29;282;31;10;60;58;14;21;36;20;53;7;17;12;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;15;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23
31;10;60;58;14;21;36;15;53;7;17;12;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23;29;274
29;274;31;10;60;58;14;21;36;15;53;7;17;12;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;57;5;29;2;51;41;47;22;19;50;23
31;10;60;58;14;21;36;15;53;7;17;12;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;22;19;50;23;29;274
29;274;31;10;60;58;14;21;36;15;53;7;17;12;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;22;19;50;23
31;10;60;58;14;21;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;12;19;50;23;29;274
29;274;31;10;60;58;14;21;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;21;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;30;38;1;35;18;28;48;34;37;4;39;26;11;64;25;9;54;20;32;13;45;63;5;57;29;2;51;41;47;12;19;50;23;29;276
29;274;31;10;60;58;14;21;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;26;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;26;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;12;19;50;23;29;262
29;262;31;10;60;58;14;26;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;20;32;13;45;63;5;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;26;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;262
29;262;31;10;60;58;14;26;36;15;53;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;49;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;26;36;15;49;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;53;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;262
29;262;31;10;60;58;14;26;36;15;49;7;17;22;6;44;27;52;46;33;43;24;61;56;8;16;53;62;59;42;3;55;40;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;26;36;15;49;7;17;22;6;44;27;40;46;33;43;24;61;56;8;16;53;62;59;42;3;55;52;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;262
29;262;31;10;60;58;14;26;36;15;49;7;17;22;6;44;27;40;46;33;43;24;61;56;8;16;53;62;59;42;3;55;52;9;38;1;35;18;28;48;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;26;36;15;49;7;17;22;6;44;27;40;46;33;43;24;61;56;8;48;53;62;59;42;3;55;52;9;38;1;35;18;28;16;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;262
29;262;31;10;60;58;14;26;36;15;49;7;17;22;6;44;27;40;46;33;43;24;61;56;8;48;53;62;59;42;3;55;52;9;38;1;35;18;28;16;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;58;14;26;36;15;49;42;17;22;6;44;27;40;46;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;242
29;242;31;10;60;58;14;26;36;15;49;42;17;22;6;44;27;40;46;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;21;11;64;25;30;54;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;54;14;26;36;15;49;42;17;22;6;44;27;40;46;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;21;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;242
29;242;31;10;60;54;14;26;36;15;49;42;17;22;6;44;27;40;46;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;21;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;54;14;26;36;15;49;42;17;22;6;44;27;40;21;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;46;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23;29;246
29;246;31;10;60;54;14;26;36;15;49;42;17;22;6;44;27;40;21;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;46;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;19;50;23
31;10;60;54;14;26;36;15;49;19;17;22;6;44;27;40;21;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;46;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23;29;226
29;226;31;10;60;54;14;26;36;15;49;19;17;22;6;44;27;40;21;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;37;4;39;46;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;49;4;39;46;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23;29;226
30;226;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;43;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;49;4;39;46;11;64;25;30;58;5;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;49;4;39;46;11;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23;30;234
30;234;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;35;18;28;16;34;49;4;39;46;11;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;49;18;28;16;34;35;4;39;46;11;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23;30;234
30;234;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;49;18;28;16;34;35;4;39;46;11;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;50;23
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;49;18;28;16;34;35;4;39;46;11;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;23;50;30;234
30;234;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;49;18;28;16;34;35;4;39;46;11;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;23;50
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;49;18;28;16;11;35;4;39;46;34;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;23;50;30;250
30;250;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;59;7;3;55;52;9;38;1;49;18;28;16;11;35;4;39;46;34;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;23;50
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;18;7;3;55;52;9;38;1;49;59;28;16;11;35;4;39;46;34;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;23;50;30;258
30;258;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;18;7;3;55;52;9;38;1;49;59;28;16;11;35;4;39;46;34;64;25;30;58;43;32;13;45;63;20;57;29;2;51;41;47;12;42;23;50
31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;18;7;3;55;52;9;38;1;49;59;28;57;11;35;4;39;46;34;64;25;30;58;43;32;13;45;63;20;16;29;2;51;41;47;12;42;23;50;30;258
30;258;31;10;60;54;14;26;36;15;37;19;17;22;6;44;27;40;21;33;5;24;61;56;8;48;53;62;18;7;3;55;52;9;38;1;49;59;28;57;11;35;4;39;46;34;64;25;30;58;43;32;13;45;63;20;16;29;2;51;41;47;12;42;23;50
31;10;60;54;14;26;36;15;37;19;17;22;63;44;27;40;21;33;5;24;61;56;8;48;53;62;18;7;3;55;52;9;38;1;49;59;28;57;11;35;4;39;46;34;64;25;30;58;43;32;13;45;6;20;16;29;2;51;41;47;12;42;23;50;30;258
30;258;31;10;60;54;14;26;36;15;37;19;17;22;63;44;27;40;21;33;5;24;61;56;8;48;53;62;18;7;3;55;52;9;38;1;49;59;28;57;11;35;4;39;46;34;64;25;30;58;43;32;13;45;6;20;16;29;2;51;41;47;12;42;23;50
31;10;60;54;14;26;36;15;37;19;17;22;63;44;27;40;21;33;5;24;61;56;8;48;45;62;18;7;3;55;52;9;38;1;49;59;28;57;11;35;4;39;46;34;64;25;30;58;43;32;13;53;6;20;16;29;2;51;41;47;12;42;23;50;30;258
30;258;31;10;60;54;14;26;36;15;37;19;17;22;63;44;27;40;21;33;5;24;61;56;8;48;45;62;18;7;3;55;52;9;38;1;49;59;28;57;11;35;4;39;46;34;64;25;30;58;43;32;13;53;6;20;16;29;2;51;41;47;12;42;23;50
