"X1";"X270";"X24";"X61";"X1.1";"X43";"X44";"X37";"X35";"X59";"X27";"X64";"X63";"X60";"X17";"X23";"X25";"X32";"X22";"X46";"X12";"X56";"X28";"X14";"X3";"X16";"X54";"X2";"X11";"X45";"X8";"X47";"X58";"X42";"X49";"X53";"X29";"X10";"X40";"X57";"X15";"X52";"X50";"X7";"X20";"X18";"X19";"X31";"X36";"X5";"X21";"X38";"X30";"X33";"X51";"X62";"X9";"X41";"X6";"X39";"X13";"X55";"X26";"X34";"X4";"X48"
39;7;36;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;34;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;23;12;26;52;51;50;8;25;55;11;17;57;35;41;29;59;38;240
38;240;39;7;36;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;34;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;23;12;26;52;51;50;8;25;55;11;17;57;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;34;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;23;12;26;52;36;50;8;25;55;11;17;57;35;41;29;59;38;240
38;240;39;7;51;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;34;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;23;12;26;52;36;50;8;25;55;11;17;57;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;34;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;50;8;25;55;11;17;57;35;41;29;59;38;240
38;240;39;7;51;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;34;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;50;8;25;55;11;17;57;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;57;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;50;8;25;55;11;17;34;35;41;29;59;38;240
38;240;39;7;51;64;43;40;42;22;24;62;46;37;15;48;56;16;21;33;60;47;30;1;10;57;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;50;8;25;55;11;17;34;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;50;16;21;33;60;47;30;1;10;57;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;8;25;55;11;17;34;35;41;29;59;38;252
38;252;39;7;51;64;43;40;42;22;24;62;46;37;15;48;50;16;21;33;60;47;30;1;10;57;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;8;25;55;11;17;34;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;8;16;21;33;60;47;30;1;10;57;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;50;25;55;11;17;34;35;41;29;59;38;252
38;252;39;7;51;64;43;40;42;22;24;62;46;37;15;48;8;16;21;33;60;47;30;1;10;57;44;18;4;38;49;32;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;50;25;55;11;17;34;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;8;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;50;25;55;11;17;34;35;41;29;59;38;242
39;242;39;7;51;64;43;40;42;22;24;62;46;37;15;48;8;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;3;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;50;25;55;11;17;34;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;3;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;50;25;55;11;17;34;35;41;29;59;39;266
39;266;39;7;51;64;43;40;42;22;24;62;46;37;15;48;3;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;50;25;55;11;17;34;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;3;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;25;50;55;11;17;34;35;41;29;59;39;266
39;266;39;7;51;64;43;40;42;22;24;62;46;37;15;48;3;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;12;23;52;36;56;25;50;55;11;17;34;35;41;29;59
39;7;51;64;43;40;42;22;24;62;46;37;15;48;3;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;17;34;35;41;12;59;39;266
39;266;39;7;51;64;43;40;42;22;24;62;46;37;15;48;3;16;21;33;60;47;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;17;34;35;41;12;59
39;7;51;64;47;40;42;22;24;62;46;37;15;48;3;16;21;33;60;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;17;34;35;41;12;59;39;268
39;268;39;7;51;64;47;40;42;22;24;62;46;37;15;48;3;16;21;33;60;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;17;34;35;41;12;59
39;7;51;64;47;40;42;60;24;62;46;37;15;48;3;16;21;33;22;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;17;34;35;41;12;59;39;268
39;268;39;7;51;64;47;40;42;60;24;62;46;37;15;48;3;16;21;33;22;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;14;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;17;34;35;41;12;59
39;7;51;64;47;40;42;60;24;62;46;37;15;48;3;16;21;33;22;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;14;34;35;41;12;59;39;268
39;268;39;7;51;64;47;40;42;60;24;62;46;37;15;48;3;16;21;33;22;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;14;34;35;41;12;59
39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;22;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;14;34;35;41;12;59;39;264
39;264;39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;22;43;30;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;29;23;52;36;56;25;50;55;11;14;34;35;41;12;59
39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;22;43;29;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;59;39;264
39;264;39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;22;43;29;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;59
39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22;39;276
39;276;39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;10;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;27;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;10;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22;39;276
39;276;39;7;51;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;63;53;10;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;63;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;51;53;10;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22;39;280
39;280;39;7;63;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;49;1;54;8;28;58;2;45;6;19;13;20;5;17;51;53;10;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;13;20;5;17;51;53;10;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22;39;274
39;274;39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;13;20;5;17;51;53;10;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;13;10;5;17;51;53;20;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22;39;274
39;274;39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;13;10;5;17;51;53;20;61;31;9;26;30;23;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;13;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;22;39;282
39;282;39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;27;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;13;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;13;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;22;39;276
39;276;39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;13;57;44;18;4;38;63;1;54;8;28;58;2;45;6;19;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;13;57;44;18;4;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;22;39;276
39;276;39;7;49;48;47;40;42;60;24;62;46;37;15;64;3;16;21;33;59;43;29;32;13;57;44;18;4;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;22
39;7;49;48;47;40;42;22;24;62;46;37;15;64;3;16;21;33;59;43;29;32;13;57;44;18;4;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60;39;268
39;268;39;7;49;48;47;40;42;22;24;62;46;37;15;64;3;16;21;33;59;43;29;32;13;57;44;18;4;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;24;62;46;37;15;64;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60;39;264
39;264;39;7;49;48;47;40;42;22;24;62;46;37;15;64;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;9;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;24;62;46;37;15;9;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;64;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60;39;276
39;276;39;7;49;48;47;40;42;22;24;62;46;37;15;9;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;58;2;45;6;54;27;10;5;17;51;23;20;61;31;64;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;24;62;46;37;15;9;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;6;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60;39;276
40;276;39;7;49;48;47;40;42;22;24;62;46;37;15;9;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;6;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;56;25;50;55;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;24;62;46;37;25;9;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;6;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;56;15;50;55;11;14;34;35;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;24;62;46;37;25;9;3;16;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;6;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;56;15;50;55;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;24;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;6;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;56;15;50;16;11;14;34;35;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;24;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;6;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;56;15;50;16;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;24;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;56;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;6;15;50;16;11;14;34;35;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;24;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;56;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;6;15;50;16;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;50;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;56;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;16;11;14;34;35;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;50;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;19;8;28;10;2;45;56;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;16;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;50;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;19;11;14;34;35;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;50;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;44;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;5;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;19;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;50;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;19;11;14;34;35;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;50;62;46;37;25;9;3;55;21;33;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;19;11;14;34;35;41;12;60
39;7;49;48;47;40;42;22;50;62;35;37;25;9;3;55;21;33;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;19;11;14;34;46;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;50;62;35;37;25;9;3;55;21;33;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;64;26;30;53;52;36;6;15;24;19;11;14;34;46;41;12;60
39;7;49;48;47;40;42;22;50;62;35;37;25;9;3;55;21;33;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;64;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;50;62;35;37;25;9;3;55;21;33;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;64;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;60
39;7;49;48;47;40;42;22;50;62;35;37;25;9;3;55;21;64;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;60;40;276
40;276;39;7;49;48;47;40;42;22;50;62;35;37;25;9;3;55;21;64;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;60
39;7;49;48;47;40;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;60;40;266
40;266;39;7;49;48;47;40;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;32;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;60
39;7;49;48;47;40;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;32;40;266
40;266;39;7;49;48;47;40;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;57;5;18;29;38;63;1;16;8;28;10;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;32
39;7;49;48;10;40;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;57;5;18;29;38;63;1;16;8;28;47;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;32;40;266
40;266;39;7;49;48;10;40;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;57;5;18;29;38;63;1;16;8;28;47;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;32
39;7;49;48;10;18;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;57;5;40;29;38;63;1;16;8;28;47;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;32;40;266
40;266;39;7;49;48;10;18;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;57;5;40;29;38;63;1;16;8;28;47;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;52;36;6;30;24;19;11;14;34;46;41;12;32
39;7;49;48;10;18;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;14;34;46;41;12;32;40;266
40;266;39;7;49;48;10;18;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;45;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;14;34;46;41;12;32
39;7;49;48;10;18;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;14;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;46;41;12;32;40;266
40;266;39;7;49;48;10;18;42;22;50;62;35;3;25;9;37;55;21;64;59;43;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;14;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;46;41;12;32
39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;43;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;62;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;46;41;12;32;40;274
40;274;39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;43;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;62;56;54;27;58;44;17;51;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;46;41;12;32
39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;62;56;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;46;41;12;32;40;282
40;282;39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;1;16;8;28;47;2;62;56;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;46;41;12;32
39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;46;16;8;28;47;2;62;56;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;1;41;12;32;40;282
40;282;39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;46;16;8;28;47;2;62;56;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;36;6;30;24;19;11;45;34;1;41;12;32
39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;46;16;8;28;47;36;62;56;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;11;45;34;1;41;12;32;40;282
40;282;39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;46;16;8;28;47;36;62;56;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;11;45;34;1;41;12;32
39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;46;16;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32;40;282
41;282;39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;29;38;63;46;16;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32
39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;63;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32;41;290
41;290;39;7;49;48;10;18;42;22;50;14;35;3;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;63;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32
39;7;49;48;10;18;42;22;50;14;35;63;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32;41;290
41;290;39;7;49;48;10;18;42;22;50;14;35;63;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32
39;7;49;48;10;35;42;22;50;14;18;63;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32;41;290
41;290;39;7;49;48;10;35;42;22;50;14;18;63;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;30;24;19;56;45;34;1;41;12;32
39;7;30;48;10;35;42;22;50;14;18;63;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;49;24;19;56;45;34;1;41;12;32;41;286
41;286;39;7;30;48;10;35;42;22;50;14;18;63;25;9;37;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;58;44;17;43;23;20;61;31;33;26;15;53;57;2;6;49;24;19;56;45;34;1;41;12;32
39;7;30;48;10;35;42;22;50;14;18;63;25;9;58;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;37;44;17;43;23;20;61;31;33;26;15;53;57;2;6;49;24;19;56;45;34;1;41;12;32;41;290
41;290;39;7;30;48;10;35;42;22;50;14;18;63;25;9;58;55;21;64;59;51;4;60;13;52;5;40;16;38;3;46;29;8;28;47;36;62;11;54;27;37;44;17;43;23;20;61;31;33;26;15;53;57;2;6;49;24;19;56;45;34;1;41;12;32
