"X1";"X290";"X38";"X36";"X49";"X48";"X44";"X54";"X58";"X34";"X46";"X4";"X2";"X45";"X23";"X43";"X5";"X19";"X61";"X64";"X8";"X55";"X11";"X10";"X21";"X39";"X18";"X1.1";"X24";"X15";"X30";"X27";"X22";"X7";"X63";"X60";"X62";"X9";"X32";"X28";"X37";"X51";"X14";"X59";"X16";"X13";"X12";"X52";"X31";"X33";"X47";"X53";"X40";"X25";"X50";"X20";"X57";"X17";"X29";"X35";"X3";"X56";"X42";"X6";"X41";"X26"
53;42;43;62;28;39;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;11;47;5;48;7;30;8;23;64;22;63;52;41;19;36;60;61;45;40;34;17;16;59;56;6;24;32;31;25;13;55;58;18;27;21;46;10;39;274
39;274;53;42;43;62;28;39;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;11;47;5;48;7;30;8;23;64;22;63;52;41;19;36;60;61;45;40;34;17;16;59;56;6;24;32;31;25;13;55;58;18;27;21;46;10
53;42;43;62;28;39;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;63;47;5;48;7;30;8;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;6;24;32;31;25;13;55;58;18;27;21;46;10;39;278
39;278;53;42;43;62;28;39;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;63;47;5;48;7;30;8;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;6;24;32;31;25;13;55;58;18;27;21;46;10
53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;63;47;5;48;39;30;8;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;6;24;32;31;25;13;55;58;18;27;21;46;10;39;280
40;280;53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;63;47;5;48;39;30;8;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;6;24;32;31;25;13;55;58;18;27;21;46;10
53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;46;10;40;280
40;280;53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;2;50;20;15;4;37;9;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;46;10
53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;2;50;20;15;46;37;9;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;10;40;272
40;272;53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;2;50;20;15;46;37;9;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;10
53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;9;50;20;15;46;37;2;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;10;40;272
40;272;53;42;43;62;28;7;3;44;57;14;54;12;29;49;1;9;50;20;15;46;37;2;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;10
53;42;43;14;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;10;40;268
40;268;53;42;43;14;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;10
53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;14;40;272
40;272;53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;26;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;25;13;55;58;18;27;21;4;14
53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14;40;272
40;272;53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;52;41;19;36;60;61;45;40;34;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14
53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14;40;284
40;284;53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14
53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;39;25;35;38;33;51;63;47;5;48;2;30;6;23;64;22;11;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14;40;292
40;284;53;42;43;10;28;7;3;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;63;47;5;48;39;30;6;23;64;22;11;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14
53;42;43;10;28;7;63;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;3;47;5;48;39;30;6;23;64;22;11;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14;40;280
40;280;53;42;43;10;28;7;63;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;3;47;5;48;39;30;6;23;64;22;11;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14
53;42;43;10;28;7;63;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;3;47;5;48;11;30;6;23;64;22;39;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14;40;278
40;278;53;42;43;10;28;7;63;44;57;62;54;12;29;49;1;9;50;20;15;46;37;2;25;35;38;33;51;3;47;5;48;11;30;6;23;64;22;39;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;58;18;27;21;4;14
53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;2;25;35;38;33;51;3;47;5;48;11;30;6;23;64;22;39;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14;40;282
40;282;53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;2;25;35;38;33;51;3;47;5;48;11;30;6;23;64;22;39;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14
53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;33;25;35;38;2;51;3;47;5;48;11;30;6;23;64;22;39;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14;40;282
40;282;53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;33;25;35;38;2;51;3;47;5;48;11;30;6;23;64;22;39;34;41;19;36;60;61;45;40;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14
53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;33;25;35;38;2;51;3;47;5;48;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14;40;288
40;288;53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;33;25;35;38;2;51;3;47;5;48;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14
53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;33;48;35;38;2;51;3;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14;40;288
40;288;53;42;43;10;28;7;63;44;57;62;54;12;29;58;1;9;50;20;15;46;37;33;48;35;38;2;51;3;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14
53;42;43;10;28;7;57;44;63;62;54;12;29;58;1;9;50;20;15;46;37;33;48;35;38;2;51;3;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14;40;288
40;288;53;42;43;10;28;7;57;44;63;62;54;12;29;58;1;9;50;20;15;46;37;33;48;35;38;2;51;3;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;49;18;27;21;4;14
53;49;43;10;28;7;57;44;63;62;54;12;29;58;1;9;50;20;15;46;37;33;48;35;38;2;51;3;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;42;18;27;21;4;14;40;288
40;288;53;49;43;10;28;7;57;44;63;62;54;12;29;58;1;9;50;20;15;46;37;33;48;35;38;2;51;3;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;7;57;44;63;62;54;12;29;58;1;9;3;20;15;46;37;33;48;35;38;2;51;50;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;42;18;27;21;4;14;40;308
40;308;53;49;43;10;28;7;57;44;63;62;54;12;29;58;1;9;3;20;15;46;37;33;48;35;38;2;51;50;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;24;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;24;57;44;63;62;54;12;29;58;1;9;3;20;15;46;37;33;48;35;38;2;51;50;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;7;32;31;26;13;55;42;18;27;21;4;14;40;304
40;304;53;49;43;10;28;24;57;44;63;62;54;12;29;58;1;9;3;20;15;46;37;33;48;35;38;2;51;50;47;5;25;11;30;6;40;64;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;7;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;24;57;44;63;62;54;12;29;58;1;9;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;7;32;31;26;13;55;42;18;27;21;4;14;40;304
40;304;53;49;43;10;28;24;57;44;63;62;54;12;29;58;1;9;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;7;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;24;57;9;63;62;54;12;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;7;32;31;26;13;55;42;18;27;21;4;14;40;296
41;296;53;49;43;10;28;24;57;9;63;62;54;12;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;8;7;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;24;57;9;63;62;54;8;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;12;7;32;31;26;13;55;42;18;27;21;4;14;41;296
41;296;53;49;43;10;28;24;57;9;63;62;54;8;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;60;61;45;23;52;17;16;59;56;12;7;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;24;57;9;63;62;54;60;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;8;61;45;23;52;17;16;59;56;12;7;32;31;26;13;55;42;18;27;21;4;14;41;296
41;296;53;49;43;10;28;24;57;9;63;62;54;60;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;8;61;45;23;52;17;16;59;56;12;7;32;31;26;13;55;42;18;27;21;4;14
53;49;43;10;28;13;57;9;63;62;54;60;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;8;61;45;23;52;17;16;59;56;12;7;32;31;26;24;55;42;18;27;21;4;14;41;288
41;288;53;49;43;10;28;13;57;9;63;62;54;60;29;58;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;34;41;19;36;8;61;45;23;52;17;16;59;56;12;7;32;31;26;24;55;42;18;27;21;4;14
53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;17;16;59;56;12;7;32;31;26;24;55;42;18;27;21;4;14;41;280
41;280;53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;15;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;17;16;59;56;12;7;32;31;26;24;55;42;18;27;21;4;14
53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;17;16;59;56;12;7;15;31;26;24;55;42;18;27;21;4;14;41;284
41;284;53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;17;16;59;56;12;7;15;31;26;24;55;42;18;27;21;4;14
53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;17;16;59;56;12;7;15;31;26;24;55;42;18;27;21;14;4;41;284
41;284;53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;37;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;17;16;59;56;12;7;15;31;26;24;55;42;18;27;21;14;4
53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;7;15;31;26;24;55;42;18;27;21;14;4;41;284
41;284;53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;38;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;7;15;31;26;24;55;42;18;27;21;14;4
53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;27;21;14;4;41;284
41;284;53;49;43;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;27;21;14;4
53;49;27;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;21;14;4;41;284
41;284;53;49;27;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;21;14;4
53;49;27;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;12;39;58;41;19;36;8;61;45;23;52;37;16;59;56;22;38;15;31;26;24;55;42;18;43;21;14;4;41;296
41;284;53;49;27;10;28;13;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;21;14;4
53;49;27;10;28;21;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;4;41;276
41;276;53;49;27;10;28;21;57;9;63;62;54;60;29;34;1;44;3;20;32;46;17;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;4
53;49;27;10;28;21;57;9;63;62;54;60;29;34;1;44;3;20;17;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;4;41;256
41;256;53;49;27;10;28;21;57;9;63;62;54;60;29;34;1;44;3;20;17;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;4
53;49;27;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;17;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;21;41;276
41;276;53;49;27;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;17;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;39;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;21
53;49;27;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;17;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;21;41;288
41;288;53;49;27;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;17;58;41;19;36;8;61;45;23;52;37;16;59;56;12;38;15;31;26;24;55;42;18;43;13;14;21
53;49;27;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;17;58;41;19;36;8;15;45;23;52;37;16;59;56;12;38;61;31;26;24;55;42;18;43;13;14;21;41;284
41;284;53;49;27;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;17;58;41;19;36;8;15;45;23;52;37;16;59;56;12;38;61;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;17;27;41;19;36;8;15;45;23;52;37;16;59;56;12;38;61;31;26;24;55;42;18;43;13;14;21;41;280
41;280;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;64;2;51;50;47;5;25;11;30;6;40;7;22;17;27;41;19;36;8;15;45;23;52;37;16;59;56;12;38;61;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;7;22;17;27;41;19;36;8;15;45;23;52;64;16;59;56;12;38;61;31;26;24;55;42;18;43;13;14;21;41;280
41;280;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;39;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;7;22;17;27;41;19;36;8;15;45;23;52;64;16;59;56;12;38;61;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;61;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;7;22;17;27;41;19;36;8;15;45;23;52;64;16;59;56;12;38;39;31;26;24;55;42;18;43;13;14;21;41;288
41;288;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;61;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;7;22;17;27;41;19;36;8;15;45;23;52;64;16;59;56;12;38;39;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;61;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;19;7;8;15;45;23;52;64;16;59;56;12;38;39;31;26;24;55;42;18;43;13;14;21;41;288
41;288;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;61;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;19;7;8;15;45;23;52;64;16;59;56;12;38;39;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;56;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;19;7;8;15;45;23;52;64;16;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21;41;284
42;284;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;56;46;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;19;7;8;15;45;23;52;64;16;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;19;7;46;15;45;23;52;64;16;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21;42;290
42;290;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;3;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;19;7;46;15;45;23;52;64;16;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;19;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;16;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21;42;290
42;290;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;19;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;16;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21;42;290
42;290;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;61;12;38;39;31;26;24;55;42;18;43;13;14;21
53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;61;12;31;39;38;26;24;55;42;18;43;13;14;21;42;290
42;290;53;49;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;61;12;31;39;38;26;24;55;42;18;43;13;14;21
53;61;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;49;12;31;39;38;26;24;55;42;18;43;13;14;21;42;290
42;290;53;61;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;5;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;49;12;31;39;38;26;24;55;42;18;43;13;14;21
53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;49;12;31;39;38;26;24;55;42;18;43;13;14;21;42;282
42;282;53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;6;40;36;22;17;27;41;3;7;46;15;45;23;52;64;19;59;49;12;31;39;38;26;24;55;42;18;43;13;14;21
53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;6;40;36;22;17;27;41;59;7;46;15;45;23;52;64;19;3;49;12;31;39;38;26;24;55;42;18;43;13;14;21;42;282
42;282;53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;6;40;36;22;17;27;41;59;7;46;15;45;23;52;64;19;3;49;12;31;39;38;26;24;55;42;18;43;13;14;21
53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;17;40;36;22;6;27;41;59;7;46;15;45;23;52;64;19;3;49;12;31;39;38;26;24;55;42;18;43;13;14;21;42;282
42;282;53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;17;40;36;22;6;27;41;59;7;46;15;45;23;52;64;19;3;49;12;31;39;38;26;24;55;42;18;43;13;14;21
53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;17;40;36;22;6;27;41;59;46;7;15;45;23;52;64;19;3;49;12;31;39;38;26;24;55;42;18;43;13;14;21;42;282
42;282;53;5;58;10;28;4;57;9;63;62;54;60;29;34;1;44;16;20;56;8;32;33;48;35;37;2;51;50;47;61;25;11;30;17;40;36;22;6;27;41;59;46;7;15;45;23;52;64;19;3;49;12;31;39;38;26;24;55;42;18;43;13;14;21
