"X1";"X282";"X12";"X49";"X4";"X3";"X16";"X50";"X29";"X2";"X36";"X9";"X26";"X27";"X19";"X53";"X57";"X63";"X45";"X46";"X31";"X34";"X56";"X6";"X42";"X41";"X10";"X35";"X15";"X23";"X47";"X28";"X5";"X62";"X32";"X30";"X37";"X18";"X61";"X44";"X25";"X59";"X54";"X64";"X48";"X43";"X33";"X40";"X11";"X21";"X51";"X17";"X22";"X20";"X8";"X52";"X1.1";"X14";"X7";"X55";"X58";"X39";"X24";"X60";"X38";"X13"
54;228;5;50;57;30;20;28;15;52;64;55;8;60;27;16;3;22;49;46;51;11;29;12;2;58;47;1;61;34;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;14;38;33
5;50;57;30;20;28;15;9;64;55;8;60;27;16;3;22;49;46;51;11;29;12;2;58;47;1;61;34;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;52;43;14;38;33;54;248
54;228;5;50;57;30;20;28;15;52;64;55;8;60;27;16;3;22;49;46;51;11;29;12;2;58;47;1;61;34;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;14;38;33
5;50;57;30;20;28;15;52;64;55;8;3;27;16;60;22;49;46;51;11;29;12;2;58;47;1;61;34;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;14;38;33;54;228
54;228;5;50;57;30;20;28;15;52;64;55;8;3;27;16;60;22;49;46;51;11;29;12;2;58;47;1;61;34;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;14;38;33
5;50;57;34;20;28;15;52;64;55;8;3;27;16;60;22;49;46;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;14;38;33;54;228
54;228;5;50;57;34;20;28;15;52;64;55;8;3;27;16;60;22;49;46;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;14;38;33
5;50;57;34;20;28;15;52;64;55;8;3;27;16;60;22;49;46;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;33;38;14;54;228
54;228;5;50;57;34;20;28;15;52;64;55;8;3;27;16;60;22;49;46;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;9;43;33;38;14
5;50;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;46;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;27;43;33;38;14;54;228
54;228;5;50;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;46;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;27;43;33;38;14
5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;27;43;33;38;14;54;228
54;228;5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;19;24;32;53;18;56;48;23;25;59;39;21;45;31;37;35;4;63;7;26;17;44;36;27;43;33;38;14
5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;4;63;7;26;17;44;36;27;43;33;38;14;54;236
54;236;5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;10;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;4;63;7;26;17;44;36;27;43;33;38;14
5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;4;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;14;54;240
54;240;5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;4;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;14
5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;4;41;6;13;40;35;24;32;53;18;56;48;23;25;10;39;21;45;31;37;19;59;63;7;26;17;44;36;27;43;33;38;14;54;268
54;240;5;46;57;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;62;4;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;14
5;46;62;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;14;54;236
55;236;5;46;62;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;18;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;14
5;46;62;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;18;55;236
55;236;5;46;62;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;18
5;46;62;34;20;28;15;52;64;26;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;37;19;10;63;7;55;17;44;36;27;43;33;38;18;55;248
55;236;5;46;62;34;20;28;15;52;64;55;8;3;9;16;60;22;49;50;51;11;29;12;2;58;47;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;18
5;46;62;34;20;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;20;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;37;19;10;63;7;26;17;44;36;27;43;33;38;18
5;46;62;34;20;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;19;10;63;7;26;37;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;20;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;19;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;20;28;15;52;64;47;8;3;9;37;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;19;10;63;7;26;16;44;36;27;43;33;38;18;55;256
55;244;5;46;62;34;20;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;19;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;19;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;44;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;32;36;27;43;33;38;18;55;250
55;244;5;46;62;34;19;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;2;58;55;1;61;30;42;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;19;28;15;52;64;47;8;3;9;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;24;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;15;52;64;47;8;3;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;19;28;15;52;64;47;8;3;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;14;56;48;23;25;59;39;21;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;21;52;64;47;8;3;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;14;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;19;28;21;52;64;47;8;3;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;14;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;21;52;64;47;8;14;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18;55;244
55;244;5;46;62;34;19;28;21;52;64;47;8;14;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;27;43;33;38;18
5;46;62;34;19;28;21;52;64;47;8;27;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18;55;244
55;244;5;46;62;34;19;28;21;52;64;47;8;27;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18
5;46;62;34;19;28;21;52;64;47;38;27;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;14;43;33;8;18;55;252
55;244;5;46;62;34;19;28;21;52;64;47;8;27;24;16;60;22;49;50;51;11;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;22;49;50;51;5;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18;55;242
55;242;11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;22;49;50;51;5;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;45;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;5;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18;55;242
55;242;11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;5;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;51;52;64;47;8;27;24;16;60;45;49;50;21;5;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18;55;266
55;242;11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;5;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;40;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;5;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18;55;240
55;240;11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;57;4;41;6;13;5;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;20;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;57;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;6;10;63;7;26;37;44;36;14;43;33;38;18;55;240
55;240;11;46;62;34;19;28;21;52;64;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;57;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;15;22;31;17;6;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;21;52;15;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;57;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;17;6;10;63;7;26;37;44;36;14;43;33;38;18;55;240
55;240;11;46;62;34;19;28;21;52;15;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;57;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;17;6;10;63;7;26;37;44;36;14;43;33;38;18
11;46;62;34;19;28;21;52;15;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;17;6;10;63;7;26;37;44;36;14;43;57;38;18;55;240
56;240;11;46;62;34;19;28;21;52;15;47;8;27;24;16;60;45;49;50;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;17;6;10;63;7;26;37;44;36;14;43;57;38;18
11;46;62;34;19;28;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;17;6;10;63;7;26;50;44;36;14;43;57;38;18;56;240
56;240;11;46;62;34;19;28;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;17;6;10;63;7;26;50;44;36;14;43;57;38;18
11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;28;6;10;63;7;26;50;44;36;14;43;57;38;18;56;248
56;248;11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;53;3;56;48;23;25;59;39;64;22;31;28;6;10;63;7;26;50;44;36;14;43;57;38;18
11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;59;39;64;22;31;53;6;10;63;7;26;50;44;36;14;43;57;38;18;56;248
56;248;11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;58;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;59;39;64;22;31;53;6;10;63;7;26;50;44;36;14;43;57;38;18
11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;7;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;59;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;18;56;248
56;248;11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;40;29;12;42;7;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;59;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;18
11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;59;29;12;42;7;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;18;56;252
56;252;11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;59;29;12;42;7;55;1;61;30;2;54;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;18
11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;59;29;12;42;7;55;1;61;30;2;18;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54;56;256
56;256;11;46;62;34;19;17;21;52;15;47;8;27;24;16;60;45;49;37;51;59;29;12;42;7;55;1;61;30;2;18;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54
11;46;62;34;19;17;21;18;15;47;8;27;24;16;60;45;49;37;51;59;29;12;42;7;55;1;61;30;2;52;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54;56;276
56;276;11;46;62;34;19;17;21;18;15;47;8;27;24;16;60;45;49;37;51;59;29;12;42;7;55;1;61;30;2;52;33;4;41;20;13;5;35;9;32;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54
11;46;62;34;19;17;21;18;15;47;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;35;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54;56;276
56;276;11;46;62;34;19;17;21;18;15;47;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;35;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54
11;46;62;34;19;17;21;18;15;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54;56;272
56;272;11;46;62;34;19;17;21;18;15;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54
11;17;62;34;19;46;21;18;15;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54;56;276
56;276;11;17;62;34;19;46;21;18;15;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54
15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54;56;276
56;276;15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;1;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;57;38;54
15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;1;38;54;56;276
56;276;15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;1;38;54
15;17;62;34;19;46;21;35;11;18;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;1;38;54;56;280
56;276;15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;33;4;41;20;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;44;36;14;43;1;38;54
15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;33;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54;56;276
56;276;15;17;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;33;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54
15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;17;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54;56;276
56;276;15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;17;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54
15;33;62;34;19;46;21;18;11;35;8;27;24;51;60;45;49;37;16;59;29;12;32;7;55;57;61;30;2;52;17;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54;56;280
56;276;15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;32;7;55;57;61;30;2;52;17;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54
15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;30;2;52;17;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54;56;276
56;276;15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;30;2;52;17;4;41;44;13;5;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;58;26;50;20;36;14;43;1;38;54
15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;30;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54;56;276
56;276;15;33;62;34;19;46;21;18;11;35;8;27;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;30;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54
15;33;62;34;27;46;21;18;11;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;30;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54;56;276
56;276;15;33;62;34;27;46;21;18;11;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;30;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54
15;33;62;34;27;46;21;18;30;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;11;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54;56;272
57;272;15;33;62;34;27;46;21;18;30;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;11;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;23;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54
15;33;62;34;27;46;21;23;30;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;11;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;18;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54;57;272
57;272;15;33;62;34;27;46;21;23;30;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;11;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;18;25;40;39;64;22;31;53;6;10;63;5;26;50;20;36;14;43;1;38;54
15;33;62;34;27;46;21;23;30;35;8;19;24;16;60;45;49;37;51;59;29;12;57;7;55;32;61;11;2;52;17;4;41;44;13;58;47;9;42;28;3;56;48;18;25;40;26;64;22;31;53;6;10;63;5;39;50;20;36;14;43;1;38;54;57;272
