"X1";"X274";"X45";"X33";"X37";"X19";"X38";"X32";"X42";"X5";"X48";"X9";"X7";"X1.1";"X34";"X41";"X54";"X20";"X4";"X24";"X27";"X3";"X43";"X11";"X26";"X63";"X62";"X56";"X10";"X23";"X31";"X35";"X61";"X47";"X22";"X12";"X36";"X30";"X49";"X53";"X18";"X55";"X59";"X17";"X14";"X29";"X57";"X16";"X6";"X21";"X28";"X50";"X39";"X51";"X15";"X46";"X64";"X60";"X40";"X25";"X13";"X58";"X2";"X44";"X8";"X52"
37;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;58;34;59;61;26;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;55;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63;27;264
27;264;37;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;58;34;59;61;26;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;55;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
37;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;61;34;59;58;26;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;55;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63;27;264
28;264;37;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;61;34;59;58;26;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;55;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
37;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;61;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63;28;262
28;262;37;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;61;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
61;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63;28;262
28;262;61;20;31;28;57;16;62;7;3;19;30;29;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
61;20;31;28;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63;28;278
28;278;61;20;31;28;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
61;20;31;38;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;28;6;42;33;22;2;36;8;23;11;52;5;13;12;63;28;286
28;278;61;20;31;28;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;51;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
61;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;28;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63;28;278
28;278;61;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;47;44;60;53;39;45;14;40;21;35;49;10;28;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;13;12;63
61;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;47;12;63;28;286
28;286;61;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;17;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;47;12;63
61;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;47;12;17;28;286
28;286;61;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;22;2;36;8;23;11;52;5;47;12;17
22;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;61;2;36;8;23;11;52;5;47;12;17;28;286
28;286;22;20;31;51;57;16;62;7;3;29;30;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;61;2;36;8;23;11;52;5;47;12;17
22;20;31;51;57;16;62;7;3;29;17;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;61;2;36;8;23;11;52;5;47;12;30;28;282
28;282;22;20;31;51;57;16;62;7;3;29;17;19;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;61;2;36;8;23;11;52;5;47;12;30
22;20;31;51;57;16;62;7;3;29;17;2;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;61;19;36;8;23;11;52;5;47;12;30;28;282
28;282;22;20;31;51;57;16;62;7;3;29;17;2;56;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;61;19;36;8;23;11;52;5;47;12;30
22;20;31;51;57;16;62;7;3;29;17;2;61;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;56;19;36;8;23;11;52;5;47;12;30;28;282
28;282;22;20;31;51;57;16;62;7;3;29;17;2;61;64;27;1;4;37;34;59;58;55;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;26;50;43;32;15;38;6;42;33;56;19;36;8;23;11;52;5;47;12;30
22;20;31;51;57;16;62;7;3;29;17;2;61;64;27;1;4;37;34;59;58;26;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;55;50;43;32;15;38;6;42;33;56;19;36;8;23;11;52;5;47;12;30;28;284
28;284;22;20;31;51;57;16;62;7;3;29;17;2;61;64;27;1;4;37;34;59;58;26;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;48;24;18;55;50;43;32;15;38;6;42;33;56;19;36;8;23;11;52;5;47;12;30
22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;59;58;26;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;33;56;19;36;8;23;11;52;5;47;12;30;28;288
28;288;22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;59;58;26;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;33;56;19;36;8;23;11;52;5;47;12;30
22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;33;58;26;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;59;56;19;36;8;23;11;52;5;47;12;30;28;290
28;290;22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;33;58;26;25;54;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;59;56;19;36;8;23;11;52;5;47;12;30
22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;59;56;19;36;8;23;11;52;5;47;12;54;28;290
28;290;22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;59;56;19;36;8;23;11;52;5;47;12;54
22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;59;12;19;36;8;23;11;52;5;47;56;54;28;290
28;290;22;20;31;51;57;16;62;7;3;29;17;2;61;48;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;42;59;12;19;36;8;23;11;52;5;47;56;54
22;20;31;51;57;16;62;7;3;29;17;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;36;8;23;11;52;5;47;56;54;28;278
28;278;22;20;31;51;57;16;62;7;3;29;17;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;36;8;23;11;52;5;47;56;54
22;20;47;51;57;16;62;7;3;29;17;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;36;8;23;11;52;5;31;56;54;28;278
28;278;22;20;47;51;57;16;62;7;3;29;17;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;36;8;23;11;52;5;31;56;54
22;20;47;51;57;16;62;7;3;29;52;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;36;8;23;11;17;5;31;56;54;28;278
28;278;22;20;47;51;57;16;62;7;3;29;52;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;44;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;36;8;23;11;17;5;31;56;54
22;20;47;51;57;16;62;7;3;29;52;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;36;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;44;8;23;11;17;5;31;56;54;28;278
29;278;22;20;47;51;57;16;62;7;3;29;52;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;36;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;48;59;12;19;44;8;23;11;17;5;31;56;54
22;20;47;51;57;16;62;7;3;29;52;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;36;59;12;19;44;8;23;11;17;5;31;56;54;29;278
29;278;22;20;47;51;57;16;62;7;3;29;52;2;61;42;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;36;59;12;19;44;8;23;11;17;5;31;56;54
22;20;47;51;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;36;59;12;19;44;8;23;11;17;5;31;56;54;29;270
29;270;22;20;47;51;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;15;38;6;36;59;12;19;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;51;38;6;36;59;12;19;44;8;23;11;17;5;31;56;54;29;274
29;274;22;20;47;15;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;51;38;6;36;59;12;19;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;51;38;19;36;59;12;6;44;8;23;11;17;5;31;56;54;29;274
29;274;22;20;47;15;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;35;49;10;28;63;64;24;18;55;50;43;32;51;38;19;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;19;36;59;12;6;44;8;23;11;17;5;31;56;54;29;278
29;278;22;20;47;15;57;16;62;7;3;42;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;19;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;7;42;3;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;19;36;59;12;6;44;8;23;11;17;5;31;56;54;29;266
29;266;22;20;47;15;57;16;62;7;42;3;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;19;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;19;42;3;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;254
29;254;22;20;47;15;57;16;62;19;42;3;52;2;61;29;27;1;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;39;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;19;42;3;52;2;61;29;27;39;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;1;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;252
29;252;22;20;47;15;57;16;62;19;42;3;52;2;61;29;27;39;4;37;34;33;58;26;25;30;9;46;41;13;48;60;53;1;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;19;42;3;52;2;61;29;27;39;4;37;34;33;58;26;25;30;9;46;41;13;48;1;53;60;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;254
29;254;22;20;47;15;57;16;62;19;42;3;52;2;61;29;27;39;4;37;34;33;58;26;25;30;9;46;41;13;48;1;53;60;45;14;40;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;34;33;58;26;25;30;9;46;41;13;48;1;53;60;45;14;52;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;270
29;270;22;20;47;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;34;33;58;26;25;30;9;46;41;13;48;1;53;60;45;14;52;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;47;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;34;33;58;26;25;30;9;45;41;13;48;1;53;60;46;14;52;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;268
29;268;22;20;47;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;34;33;58;26;25;30;9;45;41;13;48;1;53;60;46;14;52;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;34;33;58;26;25;47;9;45;41;13;48;1;53;60;46;14;52;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;268
29;268;22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;34;33;58;26;25;47;9;45;41;13;48;1;53;60;46;14;52;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;52;33;58;26;25;47;9;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54;29;256
29;256;22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;52;33;58;26;25;47;9;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;23;11;17;5;31;56;54
22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;52;33;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;9;11;17;5;31;56;54;29;256
29;256;22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;52;33;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;38;7;36;59;12;6;44;8;9;11;17;5;31;56;54
22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54;29;264
29;264;22;20;30;15;57;16;62;19;42;3;40;2;61;29;27;39;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54
22;20;30;15;57;16;29;19;42;3;40;2;61;62;27;39;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54;29;268
29;268;22;20;30;15;57;16;29;19;42;3;40;2;61;62;27;39;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54
22;20;30;15;57;16;29;39;42;3;40;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54;29;276
29;276;22;20;30;15;57;16;29;39;42;3;40;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54
40;20;30;15;57;16;29;39;42;3;22;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54;29;284
29;284;40;20;30;15;57;16;29;39;42;3;22;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;56;54
40;20;30;15;57;16;56;39;42;3;22;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54;29;284
29;284;40;20;30;15;57;16;56;39;42;3;22;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;63;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54
40;20;30;15;57;16;56;39;63;3;22;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54;29;284
30;284;40;20;30;15;57;16;56;39;63;3;22;2;61;62;27;19;4;37;52;38;58;26;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54
40;20;30;15;57;16;56;39;63;3;22;2;61;62;27;19;4;37;52;26;58;38;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54;30;284
30;284;40;20;30;15;57;16;56;39;63;3;22;2;61;62;27;19;4;37;52;26;58;38;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54
40;20;30;15;57;16;56;39;38;3;22;2;61;62;27;19;4;37;52;26;58;63;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54;30;284
30;284;40;20;30;15;57;16;56;39;38;3;22;2;61;62;27;19;4;37;52;26;58;63;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;35;32;51;33;7;36;59;12;6;44;8;9;11;17;5;31;29;54
40;20;30;15;57;16;56;39;38;3;22;2;61;62;27;19;4;37;52;26;58;63;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;17;32;51;33;7;36;59;12;6;44;8;9;11;35;5;31;29;54;30;284
30;284;40;20;30;15;57;16;56;39;38;3;22;2;61;62;27;19;4;37;52;26;58;63;25;47;23;45;41;13;48;1;53;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;17;32;51;33;7;36;59;12;6;44;8;9;11;35;5;31;29;54
40;20;30;15;57;16;56;39;38;3;22;2;61;62;27;19;4;37;52;26;58;63;25;47;23;45;41;13;48;1;31;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;17;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54;30;284
30;284;40;20;30;15;57;16;56;39;38;3;22;2;61;62;27;19;4;37;52;26;58;63;25;47;23;45;41;13;48;1;31;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;17;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54
40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;52;26;58;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;17;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54;30;284
30;284;40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;52;26;58;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;17;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54
40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;17;26;58;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54;30;292
30;292;40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;17;26;58;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;43;49;10;28;42;64;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54
40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;17;26;43;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;42;64;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54;30;292
30;292;40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;17;26;43;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;42;64;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;9;11;35;5;53;29;54
40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;17;26;43;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;9;64;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;42;11;35;5;53;29;54;30;292
30;292;40;20;30;15;57;16;56;39;38;3;63;2;61;62;27;19;4;37;17;26;43;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;9;64;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;42;11;35;5;53;29;54
40;20;30;15;57;16;56;39;64;3;63;2;61;62;27;19;4;37;17;26;43;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;9;38;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;42;11;35;5;53;29;54;30;292
30;292;40;20;30;15;57;16;56;39;64;3;63;2;61;62;27;19;4;37;17;26;43;22;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;9;38;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;42;11;35;5;53;29;54
22;20;30;15;57;16;56;39;64;3;63;2;61;62;27;19;4;37;17;26;43;40;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;9;38;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;42;11;35;5;53;29;54;30;294
30;294;22;20;30;15;57;16;56;39;64;3;63;2;61;62;27;19;4;37;17;26;43;40;25;47;23;45;41;13;48;1;31;60;46;14;34;21;58;49;10;28;9;38;24;18;55;50;52;32;51;33;7;36;59;12;6;44;8;42;11;35;5;53;29;54
