"X1";"X310";"X48";"X37";"X60";"X61";"X18";"X3";"X19";"X44";"X11";"X39";"X25";"X59";"X29";"X34";"X17";"X56";"X8";"X57";"X15";"X10";"X6";"X63";"X27";"X16";"X45";"X58";"X54";"X33";"X23";"X22";"X1.1";"X4";"X35";"X42";"X30";"X26";"X28";"X31";"X41";"X20";"X53";"X55";"X5";"X14";"X38";"X47";"X50";"X52";"X43";"X24";"X13";"X2";"X12";"X64";"X49";"X32";"X62";"X46";"X51";"X9";"X21";"X40";"X36";"X7"
30;284;56;41;47;48;5;16;62;42;12;37;34;4;50;20;31;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;18;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;7;45;21;19;13;27;28;39;61;64;14;46;36;57;15;32
56;41;47;48;7;16;62;42;12;37;34;4;50;20;31;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;18;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;5;45;21;19;13;27;28;39;61;64;14;46;36;57;15;32;30;284
30;284;56;41;47;48;7;16;62;42;12;37;34;4;50;20;31;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;18;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;5;45;21;19;13;27;28;39;61;64;14;46;36;57;15;32
56;41;47;48;7;16;62;42;12;37;34;4;50;20;31;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;64;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;5;45;21;19;13;27;28;39;61;18;14;46;36;57;15;32;30;284
30;284;56;41;47;48;7;16;62;42;12;37;34;4;50;20;31;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;64;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;5;45;21;19;13;27;28;39;61;18;14;46;36;57;15;32
56;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;64;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;5;45;21;19;13;27;31;39;61;18;14;46;36;57;15;32;30;264
30;264;56;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;64;54;24;63;8;52;23;44;59;1;35;30;6;26;3;51;5;45;21;19;13;27;31;39;61;18;14;46;36;57;15;32
56;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;64;54;24;63;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;61;18;14;46;36;57;15;32;30;258
30;258;56;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;29;10;43;40;38;25;60;49;55;53;64;54;24;63;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;61;18;14;46;36;57;15;32
56;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;29;10;43;40;61;25;60;49;55;53;64;54;24;63;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;250
30;250;56;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;29;10;43;40;61;25;60;49;55;53;64;54;24;63;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;10;43;40;61;25;60;49;55;53;64;54;24;63;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;250
30;250;29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;10;43;40;61;25;60;49;55;53;64;54;24;63;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;60;49;55;53;64;54;24;10;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;250
30;250;29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;60;49;55;53;64;54;24;10;8;52;13;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;13;49;55;53;64;54;24;10;8;52;60;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;256
30;256;29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;13;49;55;53;64;54;24;10;8;52;60;44;59;1;35;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;10;8;52;60;44;59;1;24;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;260
30;260;29;41;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;10;8;52;60;44;59;1;24;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
29;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;260
30;260;29;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;9;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32;30;256
30;256;9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;6;26;3;51;5;45;21;19;23;27;31;39;38;18;14;46;36;57;15;32
9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;6;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;15;32;30;256
30;256;9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;6;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;15;32
9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32;30;256
30;256;9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;40;61;25;13;49;55;53;64;54;35;41;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32
9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;41;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32;30;252
31;252;9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;2;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;41;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32
9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32;31;268
31;268;9;10;47;48;7;16;62;42;12;37;34;4;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32
9;10;47;48;4;16;62;42;12;37;34;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32;31;268
31;268;9;10;47;48;4;16;62;42;12;37;34;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;60;44;59;1;24;30;15;26;3;51;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32
9;10;47;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;60;44;59;1;24;30;15;26;3;34;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32;31;284
31;284;9;10;47;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;60;44;59;1;24;30;15;26;3;34;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32
9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;24;30;15;26;3;34;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32;31;276
31;276;9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;24;30;15;26;3;34;23;45;21;19;5;27;31;39;38;18;14;46;36;57;6;32
9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;24;30;15;26;38;34;23;45;21;19;5;27;31;39;3;18;14;46;36;57;6;32;31;276
31;276;9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;24;30;15;26;38;34;23;45;21;19;5;27;31;39;3;18;14;46;36;57;6;32
9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;24;30;15;26;38;34;23;32;21;19;5;27;31;39;3;18;14;46;36;57;6;45;31;276
31;276;9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;24;30;15;26;38;34;23;32;21;19;5;27;31;39;3;18;14;46;36;57;6;45
9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;19;5;27;31;39;3;18;14;46;36;57;6;24;31;276
31;276;9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;19;5;27;31;39;3;18;14;46;36;57;6;24
9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;1;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;17;45;30;15;26;38;34;23;32;21;19;5;27;31;39;3;18;14;46;36;57;6;24;31;278
31;276;9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;53;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;19;5;27;31;39;3;18;14;46;36;57;6;24
9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;53;5;27;31;39;3;18;14;46;36;57;6;24;31;274
31;274;9;10;60;48;4;16;62;42;12;37;51;7;50;20;28;22;33;58;41;29;11;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;60;48;4;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;53;5;27;31;39;3;18;14;46;36;57;6;24;31;262
31;262;9;10;60;48;4;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;1;45;30;15;26;38;34;23;32;21;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;48;4;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;60;45;30;15;26;38;34;23;32;21;53;5;27;31;39;3;18;14;46;36;57;6;24;31;260
31;260;9;10;1;48;4;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;60;45;30;15;26;38;34;23;32;21;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;48;21;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;60;45;30;15;26;38;34;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24;31;260
31;260;9;10;1;48;21;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;47;44;59;60;45;30;15;26;38;34;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;48;21;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;45;44;59;60;47;30;15;26;38;34;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24;31;254
31;254;9;10;1;48;21;16;62;42;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;45;44;59;60;47;30;15;26;38;34;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;48;21;16;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;45;44;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24;31;258
31;258;9;10;1;48;21;16;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;25;13;49;55;19;64;54;40;2;8;52;45;44;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;48;21;16;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;13;49;25;19;64;54;40;2;8;52;45;44;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24;31;258
31;258;9;10;1;48;21;16;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;13;49;25;19;64;54;40;2;8;52;45;44;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;48;21;44;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;13;49;25;19;64;54;40;2;8;52;45;16;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24;31;254
31;254;9;10;1;48;21;44;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;13;49;25;19;64;54;40;2;8;52;45;16;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;13;21;44;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;48;49;25;19;64;54;40;2;8;52;45;16;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24;31;246
31;246;9;10;1;13;21;44;62;34;12;37;11;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;48;49;25;19;64;54;40;2;8;52;45;16;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;36;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;48;49;25;19;64;54;40;2;8;52;45;16;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;11;57;6;24;31;238
31;238;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;48;49;25;19;64;54;40;2;8;52;45;16;59;60;47;30;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;11;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;11;57;6;24;31;234
31;234;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;63;43;35;61;55;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;15;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;11;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;55;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;11;57;6;24;31;234
32;234;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;55;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;11;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;55;57;6;24;32;238
32;238;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;55;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;53;28;22;33;58;41;29;51;17;56;15;43;35;61;11;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;42;23;32;4;20;5;27;31;39;3;18;14;46;55;57;6;24;32;254
32;238;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;42;23;32;4;53;5;27;31;39;3;18;14;46;55;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;3;23;32;4;53;5;27;31;39;42;18;14;46;55;57;6;24;32;238
32;238;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;48;49;30;19;64;54;40;2;8;52;45;16;59;60;47;25;63;26;38;3;23;32;4;53;5;27;31;39;42;18;14;46;55;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;52;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;39;42;18;14;46;55;57;6;24;32;230
32;230;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;58;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;52;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;39;42;18;14;46;55;57;6;24
9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;52;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;14;46;55;57;6;24;32;230
32;230;9;10;1;13;21;44;62;34;12;37;36;7;50;20;28;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;52;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;14;46;55;57;6;24
9;10;1;13;21;44;55;34;12;37;36;7;50;20;28;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;52;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;14;46;62;57;6;24;32;230
32;230;9;10;1;13;21;44;55;34;12;37;36;7;50;20;28;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;52;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;14;46;62;57;6;24
52;10;1;13;21;44;55;34;12;37;36;7;50;20;28;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;14;46;62;57;6;24;32;230
32;230;52;10;1;13;21;44;55;34;12;37;36;7;50;20;28;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;14;46;62;57;6;24
52;10;1;13;21;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;28;46;62;57;6;24;32;232
32;232;52;10;1;13;21;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;51;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;28;46;62;57;6;24
52;10;1;13;21;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;28;51;62;57;6;24;32;232
32;232;52;10;1;13;21;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;38;3;23;32;4;53;5;27;31;58;42;18;28;51;62;57;6;24
52;10;1;13;21;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;32;3;23;38;4;53;5;27;31;58;42;18;28;51;62;57;6;24;32;232
32;232;52;10;1;13;21;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;47;48;63;26;32;3;23;38;4;53;5;27;31;58;42;18;28;51;62;57;6;24
52;10;1;13;47;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;27;31;58;42;18;28;51;62;57;6;24;32;232
32;232;52;10;1;13;47;44;55;34;12;37;36;7;50;20;14;22;33;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;27;31;58;42;18;28;51;62;57;6;24
52;10;1;13;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;27;31;58;42;18;28;51;62;33;6;24;32;244
32;244;52;10;1;13;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;27;31;58;42;18;28;51;62;33;6;24
52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;13;31;58;42;18;28;51;62;33;6;24;32;252
32;252;52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;17;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;13;31;58;42;18;28;51;62;33;6;24
52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;6;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;13;31;58;42;18;28;51;62;33;17;24;32;254
32;254;52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;6;56;15;43;35;61;11;25;49;30;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;13;31;58;42;18;28;51;62;33;17;24
52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;6;56;15;43;35;61;11;25;49;58;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;13;31;30;42;18;28;51;62;33;17;24;32;254
32;254;52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;6;56;15;43;35;61;11;25;49;58;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;53;5;13;31;30;42;18;28;51;62;33;17;24
52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;6;56;15;43;53;61;11;25;49;58;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;35;5;13;31;30;42;18;28;51;62;33;17;24;32;254
32;254;52;10;1;27;47;44;55;34;12;37;36;7;50;20;14;22;57;39;41;29;46;6;56;15;43;53;61;11;25;49;58;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;35;5;13;31;30;42;18;28;51;62;33;17;24
52;10;36;27;47;44;55;34;12;37;1;7;50;20;14;22;57;39;41;29;46;6;56;15;43;53;61;11;25;49;58;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;35;5;13;31;30;42;18;28;51;62;33;17;24;32;264
32;264;52;10;36;27;47;44;55;34;12;37;1;7;50;20;14;22;57;39;41;29;46;6;56;15;43;53;61;11;25;49;58;19;64;54;40;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;35;5;13;31;30;42;18;28;51;62;33;17;24
52;10;36;27;47;44;55;34;12;37;1;7;50;20;14;22;57;39;41;29;46;6;56;15;43;53;61;11;25;49;58;19;64;54;51;2;8;9;45;16;59;60;21;48;63;26;32;3;23;38;4;35;5;13;31;30;42;18;28;40;62;33;17;24;32;266
