"X1";"X288";"X2";"X57";"X11";"X54";"X62";"X40";"X19";"X46";"X36";"X34";"X41";"X7";"X3";"X15";"X27";"X31";"X28";"X35";"X24";"X39";"X23";"X38";"X17";"X51";"X1.1";"X48";"X52";"X42";"X47";"X14";"X16";"X25";"X21";"X63";"X20";"X32";"X49";"X55";"X6";"X8";"X5";"X61";"X18";"X60";"X22";"X43";"X64";"X9";"X59";"X30";"X10";"X12";"X44";"X37";"X13";"X58";"X26";"X45";"X53";"X29";"X4";"X50";"X56";"X33"
11;3;44;27;45;64;12;37;34;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;28;32;22;19;51;35;58;40;4;18;56;60;7;41;48;17;9;29;23;16;14;54;55;52;1;46;6;42;10;50;13;34;268
34;268;11;3;44;27;45;64;12;37;34;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;28;32;22;19;51;35;58;40;4;18;56;60;7;41;48;17;9;29;23;16;14;54;55;52;1;46;6;42;10;50;13
11;3;44;27;45;64;12;37;34;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;28;32;22;19;51;35;58;40;4;18;56;60;7;41;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14;34;268
34;268;11;3;44;27;45;64;12;37;34;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;28;32;22;19;51;35;58;40;4;18;56;60;7;41;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14
11;3;44;27;45;41;12;37;34;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;28;32;22;19;51;35;58;40;4;18;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14;34;280
34;280;11;3;44;27;45;41;12;37;34;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;28;32;22;19;51;35;58;40;4;18;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14
11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;34;32;22;19;51;35;58;40;4;18;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14;34;280
34;280;11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;30;57;5;59;47;43;53;2;34;32;22;19;51;35;58;40;4;18;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14
11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;5;57;30;59;47;43;53;2;34;32;22;19;51;35;58;40;4;18;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14;34;284
34;284;11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;5;57;30;59;47;43;53;2;34;32;22;19;51;35;58;40;4;18;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14
11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;5;57;30;59;47;43;18;2;34;32;22;19;51;35;58;40;4;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14;34;282
35;282;11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;5;57;30;59;47;43;18;2;34;32;22;19;51;35;58;40;4;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;1;46;6;42;10;50;14
11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;5;57;30;59;47;43;18;2;34;32;22;19;51;35;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14;35;282
35;282;11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;5;57;30;59;47;43;18;2;34;32;22;19;51;35;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14
11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;43;57;30;59;47;5;18;2;34;32;22;19;51;35;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14;35;282
35;282;11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;33;21;26;36;24;31;43;57;30;59;47;5;18;2;34;32;22;19;51;35;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14
11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;35;21;26;36;24;31;43;57;30;59;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14;35;278
35;278;11;3;44;27;45;41;12;37;28;25;38;20;61;63;62;39;8;49;15;35;21;26;36;24;31;43;57;30;59;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14
11;3;44;27;45;41;12;8;28;25;38;20;61;63;62;39;37;49;15;35;21;26;36;24;31;43;57;30;59;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14;35;278
35;278;11;3;44;27;45;41;12;8;28;25;38;20;61;63;62;39;37;49;15;35;21;26;36;24;31;43;57;30;59;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;37;49;15;35;21;26;36;24;31;43;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14;35;278
35;278;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;37;49;15;35;21;26;36;24;31;43;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;43;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14;35;286
35;286;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;43;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;56;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;50;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;43;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;50;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;294
35;294;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;43;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;50;60;7;64;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;64;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;50;60;7;43;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;294
35;294;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;64;57;30;44;47;5;18;2;34;32;22;19;51;33;58;40;1;53;50;60;7;43;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;64;57;30;44;47;5;22;2;34;32;18;19;51;33;58;40;1;53;50;60;7;43;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;292
35;292;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;64;57;30;44;47;5;22;2;34;32;18;19;51;33;58;40;1;53;50;60;7;43;48;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;64;57;30;44;47;5;22;2;34;32;18;19;51;48;58;40;1;53;50;60;7;43;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;304
35;304;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;49;15;37;21;26;36;24;31;64;57;30;44;47;5;22;2;34;32;18;19;51;48;58;40;1;53;50;60;7;43;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;64;57;30;44;47;5;22;2;34;32;18;19;51;48;58;40;49;53;50;60;7;43;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;304
35;304;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;64;57;30;44;47;5;22;2;34;32;18;19;51;48;58;40;49;53;50;60;7;43;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;64;57;30;44;47;5;43;2;34;32;18;19;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;312
35;312;11;3;59;27;45;41;12;8;28;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;64;57;30;44;47;5;43;2;34;32;18;19;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;28;57;30;44;47;5;43;2;34;32;18;19;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14;35;312
35;312;11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;28;57;30;44;47;5;43;2;34;32;18;19;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;56;14
11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;28;56;30;44;47;5;43;2;34;32;18;19;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;300
35;300;11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;31;28;56;30;44;47;5;43;2;34;32;18;19;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;56;30;44;47;5;43;2;34;32;18;31;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;296
35;296;11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;56;30;44;47;5;43;2;34;32;18;31;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;34;30;44;47;5;43;2;56;32;18;31;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;300
35;300;11;3;59;27;45;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;34;30;44;47;5;43;2;56;32;18;31;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;45;27;59;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;34;30;44;47;5;43;2;56;32;18;31;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;298
35;298;11;3;45;27;59;41;12;8;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;34;30;44;47;5;43;2;56;32;18;31;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;34;30;44;47;5;43;2;56;32;18;8;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;298
35;298;11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;28;34;30;44;47;5;43;2;56;32;18;8;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;8;34;30;44;47;5;43;2;56;32;18;28;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;298
35;298;11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;24;19;8;34;30;44;47;5;43;2;56;32;18;28;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;19;24;8;34;30;44;47;5;43;2;56;32;18;28;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14;35;298
36;298;11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;19;24;8;34;30;44;47;5;43;2;56;32;18;28;51;48;58;40;49;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;14
11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;19;24;8;34;30;44;47;5;43;2;56;32;18;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;49;36;298
36;298;11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;21;26;36;19;24;8;34;30;44;47;5;43;2;56;32;18;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;49
11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;47;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;49;36;298
36;298;11;3;45;27;59;41;12;31;64;25;38;20;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;47;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;49
11;3;45;27;59;41;12;31;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;47;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;20;36;298
36;298;11;3;45;27;59;41;12;31;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;47;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;20
11;3;45;27;59;41;12;47;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;20;36;294
36;294;11;3;45;27;59;41;12;47;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;7;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;20
11;3;45;27;59;41;12;47;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;20;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;7;36;298
36;298;11;3;45;27;59;41;12;47;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;53;50;60;20;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;7
11;3;45;27;53;41;12;47;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;59;50;60;20;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;7;36;298
36;298;11;3;45;27;53;41;12;47;64;25;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;59;50;60;20;22;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;7
11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;59;50;60;20;25;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;7;36;306
36;306;11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;28;51;48;58;40;14;59;50;60;20;25;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;7
11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;50;60;20;25;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;28;36;302
36;302;11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;50;60;20;25;33;17;9;29;23;16;13;54;55;52;4;46;6;42;10;57;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;29;23;16;13;54;55;52;50;46;6;42;10;57;28;36;298
36;298;11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;36;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;29;23;16;13;54;55;52;50;46;6;42;10;57;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;55;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;29;23;16;13;54;36;52;50;46;6;42;10;57;28;36;298
36;298;11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;18;26;55;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;29;23;16;13;54;36;52;50;46;6;42;10;57;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;18;23;16;13;54;36;52;50;46;6;42;10;57;28;36;298
36;298;11;3;45;27;53;41;12;47;64;22;38;49;61;63;62;39;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;56;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;18;23;16;13;54;36;52;50;46;6;42;10;57;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;39;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;18;23;16;13;54;36;52;50;46;6;42;10;57;28;36;286
36;286;11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;39;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;17;9;18;23;16;13;54;36;52;50;46;6;42;10;57;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;39;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;23;16;13;54;36;52;50;46;6;42;10;57;28;36;286
36;286;11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;39;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;23;16;13;54;36;52;50;46;6;42;10;57;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;23;16;13;54;36;52;50;46;6;42;10;39;28;36;286
36;286;11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;19;24;8;34;30;44;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;23;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;44;24;8;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;23;16;13;54;36;52;50;46;6;42;10;39;28;36;286
36;286;11;3;45;27;53;41;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;44;24;8;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;23;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;41;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;44;24;8;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;36;286
36;286;11;3;45;27;23;41;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;44;24;8;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;59;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;44;24;8;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;36;278
36;278;11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;57;35;1;15;37;29;26;55;44;24;8;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;8;35;1;15;37;29;26;55;44;24;57;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;36;278
36;278;11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;8;35;1;15;37;29;26;55;44;24;57;34;30;19;31;5;43;2;62;32;21;7;51;48;58;40;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;8;35;1;15;37;29;26;55;44;24;57;34;30;19;31;5;43;2;62;40;21;7;51;48;58;32;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;36;276
36;276;11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;8;35;1;15;37;29;26;55;44;24;57;34;30;19;31;5;43;2;62;40;21;7;51;48;58;32;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;26;19;31;5;43;2;62;40;21;7;51;48;58;32;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;36;274
37;274;11;3;45;27;23;59;12;47;64;22;38;49;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;26;19;31;5;43;2;62;40;21;7;51;48;58;32;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;26;19;31;5;43;2;62;40;21;7;51;48;58;49;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;37;274
37;274;11;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;26;19;31;5;43;2;62;40;21;7;51;48;58;49;14;41;4;60;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;26;19;31;5;43;2;62;40;21;7;51;48;58;49;14;60;4;41;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;37;274
37;274;11;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;26;19;31;5;43;2;62;40;21;7;51;48;58;49;14;60;4;41;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
11;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;41;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;37;274
37;274;11;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;41;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
41;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;11;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28;37;274
37;274;41;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;11;20;25;33;9;17;18;53;16;13;54;36;52;50;46;6;42;10;39;28
41;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;11;20;25;33;50;17;18;53;16;13;54;36;52;9;46;6;42;10;39;28;37;274
37;274;41;3;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;11;20;25;33;50;17;18;53;16;13;54;36;52;9;46;6;42;10;39;28
41;50;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;11;20;25;33;3;17;18;53;16;13;54;36;52;9;46;6;42;10;39;28;37;274
37;274;41;50;45;27;23;59;12;47;64;22;38;32;61;63;56;8;35;1;15;37;29;30;55;44;24;57;34;49;19;31;5;43;2;62;40;21;7;51;48;58;26;14;60;4;11;20;25;33;3;17;18;53;16;13;54;36;52;9;46;6;42;10;39;28
