"X1";"X264";"X56";"X43";"X30";"X4";"X14";"X19";"X58";"X7";"X52";"X9";"X17";"X2";"X13";"X5";"X23";"X26";"X42";"X18";"X20";"X6";"X35";"X45";"X46";"X3";"X10";"X62";"X33";"X64";"X61";"X38";"X48";"X21";"X34";"X32";"X39";"X53";"X51";"X50";"X60";"X41";"X8";"X47";"X15";"X31";"X16";"X40";"X55";"X59";"X49";"X24";"X25";"X63";"X37";"X44";"X22";"X12";"X54";"X27";"X1.1";"X11";"X28";"X36";"X29";"X57"
13;51;15;43;37;5;9;31;27;26;62;16;50;1;40;21;28;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;14;22;12;11;63;48;46;60;56;10;64;3;52;17;8;36;306
36;306;13;51;15;43;37;5;9;31;27;26;62;16;50;1;40;21;28;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;14;22;12;11;63;48;46;60;56;10;64;3;52;17;8
13;51;15;43;8;5;9;31;27;26;62;16;50;1;40;21;28;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;14;22;12;11;63;48;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;8;5;9;31;27;26;62;16;50;1;40;21;28;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;14;22;12;11;63;48;46;60;56;10;64;3;52;17;37
13;51;15;43;8;5;9;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;28;22;12;11;63;48;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;8;5;9;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;28;22;12;11;63;48;46;60;56;10;64;3;52;17;37
13;51;15;43;8;5;12;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;28;22;9;11;63;48;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;8;5;12;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;28;22;9;11;63;48;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;8;22;9;11;63;48;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;28;5;12;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;34;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;8;22;9;11;63;48;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;9;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;8;22;34;11;63;48;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;28;5;12;31;27;26;62;16;50;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;54;58;9;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;8;22;34;11;63;48;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;16;54;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;8;22;34;11;63;48;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;28;5;12;31;27;26;62;16;54;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;25;20;29;8;22;34;11;63;48;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;16;54;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;28;5;12;31;27;26;62;16;54;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;59;42;41;36;18;45;38;24;57;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;16;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;59;42;41;36;18;45;54;24;57;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37;36;306
36;306;13;51;15;43;28;5;12;31;27;26;62;16;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;59;42;41;36;18;45;54;24;57;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;59;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;16;42;41;36;18;45;54;24;57;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37;36;286
36;286;13;51;15;43;28;5;12;31;27;26;62;59;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;16;42;41;36;18;45;54;24;57;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;26;62;59;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;16;42;41;36;18;45;57;24;54;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37;36;286
36;286;13;51;15;43;28;5;12;31;27;26;62;59;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;16;42;41;36;18;45;57;24;54;33;48;20;29;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37;36;286
36;286;13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;4;2;39;44;55;32;53;61;6;47;50;58;9;35;19;7;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;39;44;55;32;53;61;6;47;50;58;9;35;19;4;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37;36;274
36;274;13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;39;44;55;32;53;61;6;47;50;58;9;35;19;4;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;25;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;39;44;55;32;53;61;6;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;47;46;60;56;10;64;3;52;17;37;36;274
36;274;13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;39;44;55;32;53;61;6;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;47;46;60;56;10;64;3;52;17;37
13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;60;44;55;32;53;61;6;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;47;46;39;56;10;64;3;52;17;37;36;274
36;274;13;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;60;44;55;32;53;61;6;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;57;24;54;33;48;20;26;8;22;34;11;63;47;46;39;56;10;64;3;52;17;37
57;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;60;44;55;32;53;61;6;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;8;22;34;11;63;47;46;39;56;10;64;3;52;17;37;36;274
37;274;57;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;60;44;55;32;53;61;6;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;8;22;34;11;63;47;46;39;56;10;64;3;52;17;37
57;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;8;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;286
37;286;57;51;15;43;28;5;12;31;27;29;62;59;38;1;40;21;14;49;7;2;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;8;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;2;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;8;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;282
37;282;57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;2;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;8;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;282
37;282;57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;16;42;41;36;18;45;13;24;54;33;48;20;26;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;42;16;41;36;18;45;13;24;54;33;48;20;26;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;298
37;298;57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;23;30;42;16;41;36;18;45;13;24;54;33;48;20;26;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;16;41;36;18;45;13;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;302
37;302;57;51;15;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;16;41;36;18;45;13;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;45;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;16;41;36;18;15;13;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;298
37;298;57;51;45;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;16;41;36;18;15;13;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;45;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;16;41;36;18;13;15;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;298
37;298;57;51;45;43;28;5;12;31;27;1;62;59;38;29;40;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;16;41;36;18;13;15;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;40;41;36;18;13;15;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37;37;286
37;286;57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;60;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;40;41;36;18;13;15;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;37
57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;37;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;40;41;36;18;13;15;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;60;37;286
37;286;57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;37;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;40;41;36;18;13;15;24;54;33;48;20;23;2;22;34;11;63;47;46;39;6;10;64;3;52;17;60
57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;37;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;40;41;36;18;13;15;10;54;33;48;20;23;2;22;34;11;63;47;46;39;6;24;64;3;52;17;60;37;274
37;274;57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;37;44;55;32;53;61;56;25;50;58;9;35;19;4;26;30;42;40;41;36;18;13;15;10;54;33;48;20;23;2;22;34;11;63;47;46;39;6;24;64;3;52;17;60
57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;41;36;18;13;15;10;54;33;48;20;23;2;22;34;11;63;47;46;39;6;24;64;3;52;17;60;37;272
37;272;57;51;45;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;7;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;41;36;18;13;15;10;54;33;48;20;23;2;22;34;11;63;47;46;39;6;24;64;3;52;17;60
57;51;7;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;41;36;18;13;15;10;54;33;48;20;23;2;22;34;11;63;47;46;39;6;24;64;3;52;17;60;37;266
37;266;57;51;7;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;41;36;18;13;15;10;54;33;48;20;23;2;22;34;11;63;47;46;39;6;24;64;3;52;17;60
57;51;7;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;41;36;18;13;15;10;54;33;3;20;23;2;22;34;11;63;47;46;39;6;24;64;48;52;17;60;37;266
37;266;57;51;7;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;41;36;18;13;15;10;54;33;3;20;23;2;22;34;11;63;47;46;39;6;24;64;48;52;17;60
57;51;7;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;11;63;47;46;39;6;24;64;48;52;17;60;37;248
37;248;57;51;7;43;28;5;12;31;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;11;63;47;46;39;6;24;64;48;52;17;60
57;51;7;43;28;5;12;11;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;37;240
37;240;57;51;7;43;28;5;12;11;27;1;62;59;38;29;16;21;14;49;45;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
57;51;7;43;28;5;12;11;27;1;62;59;38;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;37;236
37;236;57;51;7;43;28;5;12;11;27;1;62;59;38;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;4;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
4;51;7;43;28;5;12;11;27;1;62;59;38;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;37;236
37;236;4;51;7;43;28;5;12;11;27;1;62;59;38;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
4;51;7;43;28;5;12;38;27;1;62;59;11;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;37;228
37;228;4;51;7;43;28;5;12;38;27;1;62;59;11;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
4;1;7;43;28;5;12;38;27;51;62;59;11;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;37;256
37;256;4;1;7;43;28;5;12;38;27;51;62;59;11;45;16;21;14;49;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;5;12;38;27;51;62;59;11;45;16;21;14;1;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;37;256
38;256;4;49;7;43;28;5;12;38;27;51;62;59;11;45;16;21;14;1;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;1;12;38;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60;38;260
38;260;4;49;7;43;28;1;12;38;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;31;63;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;1;12;31;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;63;47;46;39;6;24;64;48;52;17;60;38;272
38;272;4;49;7;43;28;1;12;31;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;19;58;9;35;50;57;26;30;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;63;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;1;12;31;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;57;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;63;47;46;39;6;24;64;48;52;17;60;38;272
38;272;4;49;7;43;28;1;12;31;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;57;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;63;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;1;12;31;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;63;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;57;47;46;39;6;24;64;48;52;17;60;38;272
38;272;4;49;7;43;28;1;12;31;27;51;62;59;11;45;16;21;14;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;63;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;57;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;1;12;31;27;14;62;59;11;45;16;21;51;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;63;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;57;47;46;39;6;24;64;48;52;17;60;38;272
38;272;4;49;7;43;28;1;12;31;27;14;62;59;11;45;16;21;51;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;63;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;38;57;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;12;31;27;14;62;59;11;45;16;21;51;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;63;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;1;57;47;46;39;6;24;64;48;52;17;60;38;268
38;268;4;49;7;43;28;38;12;31;27;14;62;59;11;45;16;21;51;5;29;8;37;44;55;32;53;61;56;25;30;58;9;35;50;63;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;1;57;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;12;31;27;14;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;1;57;47;46;39;6;24;64;48;52;17;60;38;268
38;268;4;49;7;43;28;38;12;31;27;14;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;1;57;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;12;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;1;14;47;46;39;6;24;64;48;52;17;60;38;276
38;276;4;49;7;43;28;38;12;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;42;40;22;36;18;13;15;10;54;33;3;20;23;2;41;34;1;14;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;12;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;42;40;22;36;18;23;15;10;54;33;3;20;13;2;41;34;1;14;47;46;39;6;24;64;48;52;17;60;38;276
38;276;4;49;7;43;28;38;12;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;42;40;22;36;18;23;15;10;54;33;3;20;13;2;41;34;1;14;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;42;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;23;15;10;54;33;3;20;13;2;41;34;1;14;47;46;39;6;24;64;48;52;17;60;38;288
38;288;4;49;7;43;28;38;42;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;23;15;10;54;33;3;20;13;2;41;34;1;14;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;42;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;24;64;48;52;17;60;38;288
38;288;4;49;7;43;28;38;42;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;63;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;24;64;48;52;17;60
4;49;7;43;28;38;42;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;24;64;48;63;17;60;38;288
38;288;4;49;7;43;28;38;42;31;27;57;62;59;11;45;16;21;51;5;29;8;37;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;24;64;48;63;17;60
4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;21;51;5;29;8;37;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;64;48;63;17;60;38;288
38;288;4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;21;51;5;29;8;37;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;64;48;63;17;60
4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;21;51;5;29;8;60;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;64;48;63;17;37;38;288
38;288;4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;21;51;5;29;8;60;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;64;48;63;17;37
4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;64;51;5;29;8;60;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;21;48;63;17;37;38;288
38;288;4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;64;51;5;29;8;60;44;52;32;53;61;56;25;30;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;21;48;63;17;37
4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;64;51;5;29;8;60;30;52;32;53;61;56;25;44;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;21;48;63;17;37;38;288
38;288;4;49;7;43;28;38;42;31;24;57;62;59;11;45;16;64;51;5;29;8;60;30;52;32;53;61;56;25;44;58;9;35;50;55;26;19;12;40;22;36;18;14;15;10;54;33;3;20;13;2;41;34;1;23;47;46;39;6;27;21;48;63;17;37
