"X1";"X27344";"X3";"X11";"X20";"X22";"X1.1";"X26";"X12";"X5";"X14";"X4";"X29";"X25";"X7";"X27";"X28";"X19";"X13";"X31";"X30";"X18";"X8";"X9";"X16";"X6";"X32";"X21";"X23";"X10";"X17";"X24";"X2";"X15"
16;19;4;11;22;23;7;25;3;24;27;2;15;17;9;28;14;5;32;10;13;8;21;31;12;6;26;30;20;18;1;29;69;26548
69;26548;16;19;4;11;22;23;7;25;3;24;27;2;15;17;9;28;14;5;32;10;13;8;21;31;12;6;26;30;20;18;1;29
16;19;4;11;28;23;7;25;3;24;27;2;15;17;9;22;14;5;32;10;13;8;21;31;12;6;26;30;20;18;1;29;69;26688
69;26688;16;19;4;11;28;23;7;25;3;24;27;2;15;17;9;22;14;5;32;10;13;8;21;31;12;6;26;30;20;18;1;29
16;19;4;11;28;23;7;25;3;24;27;2;15;17;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;1;29;69;26888
69;26888;16;19;4;11;28;23;7;25;3;24;27;2;15;17;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;1;29
16;19;4;1;28;23;7;25;3;24;27;2;15;17;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;11;29;69;27808
69;26888;16;19;4;11;28;23;7;25;3;24;27;2;15;17;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;1;29
16;19;4;11;28;23;7;25;3;24;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;1;29;69;27848
69;27848;16;19;4;11;28;23;7;25;3;24;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;1;29
16;19;4;11;28;23;7;25;3;24;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;29;1;69;27848
69;27848;16;19;4;11;28;23;7;25;3;24;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;18;29;1
16;19;4;11;28;23;7;18;3;24;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1;69;27808
69;27808;16;19;4;11;28;23;7;18;3;24;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1
16;24;4;11;28;23;7;18;3;19;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1;69;27768
69;27768;16;24;4;11;28;23;7;18;3;19;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1
16;24;4;11;28;23;7;18;3;19;17;2;15;27;9;22;14;5;25;10;13;8;21;26;12;6;31;30;20;32;29;1;69;28008
69;27768;16;24;4;11;28;23;7;18;3;19;17;2;15;27;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1
16;24;4;27;28;23;7;18;3;19;17;2;15;11;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1;69;27630
70;27630;16;24;4;27;28;23;7;18;3;19;17;2;15;11;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1
16;24;18;27;28;23;7;4;3;19;17;2;15;11;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1;70;27028
70;27028;16;24;18;27;28;23;7;4;3;19;17;2;15;11;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1
16;19;18;27;28;23;7;4;3;24;17;2;15;11;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1;70;27068
70;27068;16;19;18;27;28;23;7;4;3;24;17;2;15;11;9;22;14;5;32;10;13;8;21;26;12;6;31;30;20;25;29;1
16;19;18;27;28;23;7;8;3;24;17;2;15;11;9;22;14;5;32;10;13;4;21;26;12;6;31;30;20;25;29;1;70;26968
70;26968;16;19;18;27;28;23;7;8;3;24;17;2;15;11;9;22;14;5;32;10;13;4;21;26;12;6;31;30;20;25;29;1
16;19;18;27;28;23;7;3;8;24;17;2;15;11;9;22;14;5;32;10;13;4;21;26;12;6;31;30;20;25;29;1;70;26888
70;26888;16;19;18;27;28;23;7;3;8;24;17;2;15;11;9;22;14;5;32;10;13;4;21;26;12;6;31;30;20;25;29;1
16;19;18;27;28;23;7;3;8;24;17;2;15;11;9;22;12;5;32;10;13;4;21;26;14;6;31;30;20;25;29;1;70;26408
70;26408;16;19;18;27;28;23;7;3;8;24;17;2;15;11;9;22;12;5;32;10;13;4;21;26;14;6;31;30;20;25;29;1
16;19;18;27;28;23;7;3;8;24;17;2;15;11;25;22;12;5;32;10;13;4;21;26;14;6;31;30;20;9;29;1;70;25810
70;25810;16;19;18;27;28;23;7;3;8;24;17;2;15;11;25;22;12;5;32;10;13;4;21;26;14;6;31;30;20;9;29;1
16;19;18;27;28;23;7;3;8;24;17;2;15;11;25;22;12;5;32;10;13;4;21;26;30;6;31;14;20;9;29;1;70;26086
70;26086;16;19;18;27;28;23;7;3;8;24;17;2;15;11;25;22;12;5;32;10;13;4;21;26;30;6;31;14;20;9;29;1
16;19;18;27;28;23;7;30;8;24;17;2;15;11;25;22;12;5;32;10;13;4;21;26;3;6;31;14;20;9;29;1;70;26550
70;26086;16;19;18;27;28;23;7;3;8;24;17;2;15;11;25;22;12;5;32;10;13;4;21;26;30;6;31;14;20;9;29;1
16;19;18;27;22;23;7;3;8;24;17;2;15;11;25;28;12;5;32;10;13;4;21;26;30;6;31;14;20;9;29;1;70;25906
70;25906;16;19;18;27;22;23;7;3;8;24;17;2;15;11;25;28;12;5;32;10;13;4;21;26;30;6;31;14;20;9;29;1
16;19;18;27;22;23;7;3;14;24;17;2;15;11;25;28;12;5;32;10;13;4;21;26;30;6;31;8;20;9;29;1;70;25986
70;25986;16;19;18;27;22;23;7;3;14;24;17;2;15;11;25;28;12;5;32;10;13;4;21;26;30;6;31;8;20;9;29;1
16;19;18;27;22;23;7;3;14;24;17;2;15;1;25;28;12;5;32;10;13;4;21;26;30;6;31;8;20;9;29;11;70;26146
70;26146;16;19;18;27;22;23;7;3;14;24;17;2;15;1;25;28;12;5;32;10;13;4;21;26;30;6;31;8;20;9;29;11
16;19;18;27;24;23;7;3;14;22;17;2;15;1;25;28;12;5;32;10;13;4;21;26;30;6;31;8;20;9;29;11;70;26506
70;26506;16;19;18;27;24;23;7;3;14;22;17;2;15;1;25;28;12;5;32;10;13;4;21;26;30;6;31;8;20;9;29;11
16;19;18;27;24;23;7;3;14;22;17;2;15;1;25;28;12;5;32;10;13;4;21;26;30;6;31;11;20;9;29;8;70;26266
70;26266;16;19;18;27;24;23;7;3;14;22;17;2;15;1;25;28;12;5;32;10;13;4;21;26;30;6;31;11;20;9;29;8
16;19;18;27;24;23;7;3;14;22;17;2;15;1;25;28;12;5;32;10;13;4;21;30;26;6;31;11;20;9;29;8;70;26306
70;26306;16;19;18;27;24;23;7;3;14;22;17;2;15;1;25;28;12;5;32;10;13;4;21;30;26;6;31;11;20;9;29;8
16;19;18;27;24;23;7;3;14;22;17;2;15;1;10;28;12;5;32;25;13;4;21;30;26;6;31;11;20;9;29;8;70;26596
70;26596;16;19;18;27;24;23;7;3;14;22;17;2;15;1;10;28;12;5;32;25;13;4;21;30;26;6;31;11;20;9;29;8
16;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;30;26;6;31;11;20;22;29;8;70;26458
70;26458;16;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;30;26;6;31;11;20;22;29;8
30;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;26;6;31;11;20;22;29;8;70;26558
70;26558;30;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;26;6;31;11;20;22;29;8
31;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;26;6;30;11;20;22;29;8;70;26398
70;26398;31;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;26;6;30;11;20;22;29;8
31;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;30;6;26;11;20;22;29;8;70;26398
70;26398;31;19;18;27;24;23;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;30;6;26;11;20;22;29;8
31;19;23;27;24;18;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;30;6;26;11;20;22;29;8;70;26398
71;26398;31;19;23;27;24;18;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;30;6;26;11;20;22;29;8
31;19;23;27;24;18;1;3;14;9;17;2;15;7;10;28;12;5;32;25;13;4;21;16;30;6;26;11;20;22;29;8;71;26978
71;26398;31;19;23;27;24;18;7;3;14;9;17;2;15;1;10;28;12;5;32;25;13;4;21;16;30;6;26;11;20;22;29;8
31;19;23;27;24;18;7;4;14;9;17;2;15;1;10;28;12;5;32;25;13;3;21;16;30;6;26;11;20;22;29;8;71;26138
71;26138;31;19;23;27;24;18;7;4;14;9;17;2;15;1;10;28;12;5;32;25;13;3;21;16;30;6;26;11;20;22;29;8
31;17;23;27;24;18;7;4;14;9;19;2;15;1;10;28;12;5;32;25;13;3;21;16;30;6;26;11;20;22;29;8;71;25978
71;25978;31;17;23;27;24;18;7;4;14;9;19;2;15;1;10;28;12;5;32;25;13;3;21;16;30;6;26;11;20;22;29;8
31;17;23;27;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;19;13;3;21;16;30;6;26;11;20;22;29;8;71;25858
71;25858;31;17;23;27;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;19;13;3;21;16;30;6;26;11;20;22;29;8
31;17;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;19;13;3;21;27;30;6;26;11;20;22;29;8;71;26192
71;26192;31;17;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;19;13;3;21;27;30;6;26;11;20;22;29;8
31;19;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;3;21;27;30;6;26;11;20;22;29;8;71;26152
71;26152;31;19;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;3;21;27;30;6;26;11;20;22;29;8
31;19;23;16;24;18;1;4;14;9;25;2;15;7;10;28;12;5;32;17;13;3;21;27;30;6;26;11;20;22;29;8;71;26732
71;26152;31;19;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;3;21;27;30;6;26;11;20;22;29;8
31;19;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;3;21;27;22;6;26;11;20;30;29;8;71;26072
71;26072;31;19;23;16;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;3;21;27;22;6;26;11;20;30;29;8
31;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;16;21;27;22;6;26;11;20;30;29;8;71;25992
71;25992;31;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;32;17;13;16;21;27;22;6;26;11;20;30;29;8
31;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;26;17;13;16;21;27;22;6;32;11;20;30;29;8;71;26272
71;26272;31;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;26;17;13;16;21;27;22;6;32;11;20;30;29;8
31;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;30;17;13;16;21;27;22;6;32;11;20;26;29;8;71;26232
71;26232;31;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;30;17;13;16;21;27;22;6;32;11;20;26;29;8
21;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;30;17;13;16;31;27;22;6;32;11;20;26;29;8;71;26232
71;26232;21;19;23;3;24;18;7;4;14;9;25;2;15;1;10;28;12;5;30;17;13;16;31;27;22;6;32;11;20;26;29;8
21;19;23;3;24;18;16;4;14;9;25;2;15;1;10;28;12;5;30;17;13;7;31;27;22;6;32;11;20;26;29;8;71;25952
71;25952;21;19;23;3;24;18;16;4;14;9;25;2;15;1;10;28;12;5;30;17;13;7;31;27;22;6;32;11;20;26;29;8
21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;31;27;22;6;32;11;20;26;29;8;71;25846
71;25846;21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;31;27;22;6;32;11;20;26;29;8
21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;8;27;22;6;32;11;20;26;29;31;71;25724
71;25724;21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;8;27;22;6;32;11;20;26;29;31
21;19;23;28;24;16;18;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;8;27;22;6;32;11;20;26;29;31;71;26600
71;25724;21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;8;27;22;6;32;11;20;26;29;31
21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;6;27;22;8;32;11;20;26;29;31;71;26404
71;26404;21;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;6;27;22;8;32;11;20;26;29;31
8;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;6;27;22;21;32;11;20;26;29;31;71;25240
71;25240;8;19;23;28;24;18;16;4;14;9;25;2;15;1;10;3;12;5;30;17;13;7;6;27;22;21;32;11;20;26;29;31
8;19;23;28;24;18;16;4;14;9;13;2;15;1;10;3;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31;71;25006
71;25006;8;19;23;28;24;18;16;4;14;9;13;2;15;1;10;3;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31
8;19;23;28;18;24;16;4;14;9;13;2;15;1;10;3;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31;71;25246
72;25006;8;19;23;28;24;18;16;4;14;9;13;2;15;1;10;3;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31
8;19;23;4;24;18;16;28;14;9;13;2;15;1;10;3;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31;72;25292
72;25292;8;19;23;4;24;18;16;28;14;9;13;2;15;1;10;3;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31
8;19;23;4;24;18;3;28;14;9;13;2;15;1;10;16;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31;72;25732
72;25732;8;19;23;4;24;18;3;28;14;9;13;2;15;1;10;16;12;5;30;17;25;7;6;27;22;21;32;11;20;26;29;31
8;19;23;4;24;18;3;28;14;9;13;2;15;1;10;16;12;5;30;17;25;7;6;27;22;21;20;11;32;26;29;31;72;25632
72;25632;8;19;23;4;24;18;3;28;14;9;13;2;15;1;10;16;12;5;30;17;25;7;6;27;22;21;20;11;32;26;29;31
8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;10;7;6;27;22;21;20;11;32;26;29;31;72;25500
72;25500;8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;10;7;6;27;22;21;20;11;32;26;29;31
8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;11;7;6;27;22;21;20;10;32;26;29;31;72;25240
72;25240;8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;11;7;6;27;22;21;20;10;32;26;29;31
8;19;23;4;24;29;3;28;14;9;13;2;15;1;25;16;12;5;30;17;11;7;6;27;22;21;20;10;32;26;18;31;72;25840
72;25240;8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;11;7;6;27;22;21;20;10;32;26;29;31
8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;6;30;17;11;7;5;27;22;21;20;10;32;26;29;31;72;25480
72;25240;8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;11;7;6;27;22;21;20;10;32;26;29;31
8;19;23;4;24;18;3;28;14;9;13;2;15;1;12;16;25;5;30;17;11;7;6;27;22;21;20;10;32;26;29;31;72;26034
72;25240;8;19;23;4;24;18;3;28;14;9;13;2;15;1;25;16;12;5;30;17;11;7;6;27;22;21;20;10;32;26;29;31
8;19;23;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;11;7;6;27;22;21;20;10;32;26;29;31;72;25100
72;25100;8;19;23;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;11;7;6;27;22;21;20;10;32;26;29;31
8;19;23;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;11;7;6;27;22;21;20;29;32;26;10;31;72;25376
72;25376;8;19;23;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;11;7;6;27;22;21;20;29;32;26;10;31
8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;6;27;22;21;20;29;32;26;10;31;72;25456
72;25456;8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;6;27;22;21;20;29;32;26;10;31
8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;32;27;22;21;20;29;6;26;10;31;72;26192
72;25456;8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;6;27;22;21;20;29;32;26;10;31
8;19;11;4;24;17;3;28;14;9;13;26;15;1;25;16;12;5;30;18;23;7;6;27;22;21;20;29;32;2;10;31;72;25832
72;25456;8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;6;27;22;21;20;29;32;26;10;31
8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31;72;25574
72;25574;8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31
8;19;11;4;24;17;3;28;14;9;23;2;15;1;25;16;12;5;30;18;13;7;26;27;22;21;20;29;32;6;10;31;72;25848
72;25574;8;19;11;4;24;17;3;28;14;9;13;2;15;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31
8;19;11;4;24;17;3;28;14;15;13;2;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31;72;25514
72;25514;8;19;11;4;24;17;3;28;14;15;13;2;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31
8;19;11;4;24;17;3;28;15;14;13;2;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31;72;25394
72;25394;8;19;11;4;24;17;3;28;15;14;13;2;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;10;31
8;19;11;4;24;17;3;28;15;14;13;10;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;2;31;72;24954
72;24954;8;19;11;4;24;17;3;28;15;14;13;10;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;2;31
8;19;11;4;24;17;3;28;15;14;13;10;9;1;25;16;12;5;22;18;23;7;26;27;30;21;20;29;32;6;2;31;72;25274
72;24954;8;19;11;4;24;17;3;28;15;14;13;10;9;1;25;16;12;5;30;18;23;7;26;27;22;21;20;29;32;6;2;31
8;19;11;4;24;17;3;28;15;14;13;10;9;1;25;16;7;5;30;18;23;12;26;27;22;21;20;29;32;6;2;31;72;24994
73;24994;8;19;11;4;24;17;3;28;15;14;13;10;9;1;25;16;7;5;30;18;23;12;26;27;22;21;20;29;32;6;2;31
16;19;11;4;24;17;3;28;15;14;13;10;9;1;25;8;7;5;30;18;23;12;26;27;22;21;20;29;32;6;2;31;73;24834
73;24834;16;19;11;4;24;17;3;28;15;14;13;10;9;1;25;8;7;5;30;18;23;12;26;27;22;21;20;29;32;6;2;31
16;19;11;4;24;15;3;28;17;14;13;10;9;1;25;8;7;5;30;18;23;12;26;27;22;21;20;29;32;6;2;31;73;25054
73;25054;16;19;11;4;24;15;3;28;17;14;13;10;9;1;25;8;7;5;30;18;23;12;26;27;22;21;20;29;32;6;2;31
16;19;11;4;24;15;3;28;17;14;13;26;9;1;25;8;7;5;30;18;23;12;10;27;22;21;20;29;32;6;2;31;73;25652
73;25652;16;19;11;4;24;15;3;28;17;14;13;26;9;1;25;8;7;5;30;18;23;12;10;27;22;21;20;29;32;6;2;31
16;19;11;4;26;15;3;28;17;14;13;24;9;1;25;8;7;5;30;18;23;12;10;27;22;21;20;29;32;6;2;31;73;26072
73;26072;16;19;11;4;26;15;3;28;17;14;13;24;9;1;25;8;7;5;30;18;23;12;10;27;22;21;20;29;32;6;2;31
16;19;11;4;26;15;3;28;17;14;13;18;9;1;25;8;7;5;30;24;23;12;10;27;22;21;20;29;32;6;2;31;73;26032
73;26032;16;19;11;4;26;15;3;28;17;14;13;18;9;1;25;8;7;5;30;24;23;12;10;27;22;21;20;29;32;6;2;31
16;19;11;4;26;15;3;28;17;14;13;18;9;1;25;8;7;5;30;24;23;12;10;27;22;32;20;29;21;6;2;31;73;26972
73;26032;16;19;11;4;26;15;3;28;17;14;13;18;9;1;25;8;7;5;30;24;23;12;10;27;22;21;20;29;32;6;2;31
16;19;11;4;26;15;3;28;17;14;13;18;9;1;25;8;29;5;30;24;23;12;10;27;22;21;20;7;32;6;2;31;73;27588
73;26032;16;19;11;4;26;15;3;28;17;14;13;18;9;1;25;8;7;5;30;24;23;12;10;27;22;21;20;29;32;6;2;31
16;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;7;5;30;24;18;12;10;27;22;21;20;29;32;6;2;31;73;25992
73;25992;16;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;7;5;30;24;18;12;10;27;22;21;20;29;32;6;2;31
21;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;7;5;30;24;18;12;10;27;22;16;20;29;32;6;2;31;73;26744
73;26744;21;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;7;5;30;24;18;12;10;27;22;16;20;29;32;6;2;31
21;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;7;5;30;24;18;12;10;27;31;16;20;29;32;6;2;22;73;26584
73;26584;21;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;7;5;30;24;18;12;10;27;31;16;20;29;32;6;2;22
21;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;2;5;30;24;18;12;10;27;31;16;20;29;32;6;7;22;73;27184
73;27184;21;19;11;4;26;15;3;28;17;14;13;23;9;1;25;8;2;5;30;24;18;12;10;27;31;16;20;29;32;6;7;22
21;19;11;4;3;15;26;28;17;14;13;23;9;1;25;8;2;5;30;24;18;12;10;27;31;16;20;29;32;6;7;22;73;26816
73;26816;21;19;11;4;3;15;26;28;17;14;13;23;9;1;25;8;2;5;30;24;18;12;10;27;31;16;20;29;32;6;7;22
21;19;11;22;3;15;26;28;17;14;13;23;9;1;25;8;2;5;30;24;18;12;10;27;31;16;20;29;32;6;7;4;73;26334
73;26334;21;19;11;22;3;15;26;28;17;14;13;23;9;1;25;8;2;5;30;24;18;12;10;27;31;16;20;29;32;6;7;4
21;19;11;22;3;15;26;28;17;14;13;23;9;1;25;8;2;5;29;24;18;12;10;27;31;16;20;30;32;6;7;4;73;26414
73;26414;21;19;11;22;3;15;26;28;17;14;13;23;9;1;25;8;2;5;29;24;18;12;10;27;31;16;20;30;32;6;7;4
21;19;11;22;3;15;26;28;17;14;13;23;9;1;2;8;25;5;29;24;18;12;10;27;31;16;20;30;32;6;7;4;73;26252
73;26252;21;19;11;22;3;15;26;28;17;14;13;23;9;1;2;8;25;5;29;24;18;12;10;27;31;16;20;30;32;6;7;4
21;19;11;22;3;15;26;28;17;14;13;23;9;1;2;8;25;5;29;24;18;12;10;27;31;16;30;20;32;6;7;4;73;26772
73;26772;21;19;11;22;3;15;26;28;17;14;13;23;9;1;2;8;25;5;29;24;18;12;10;27;31;16;30;20;32;6;7;4
21;19;11;22;3;15;26;27;17;14;13;23;9;1;2;8;25;5;29;24;18;12;10;28;31;16;30;20;32;6;7;4;73;26652
73;26652;21;19;11;22;3;15;26;27;17;14;13;23;9;1;2;8;25;5;29;24;18;12;10;28;31;16;30;20;32;6;7;4
21;19;11;22;3;15;26;9;17;14;13;23;27;1;2;8;25;5;29;24;18;12;10;28;31;16;30;20;32;6;7;4;73;27236
73;27236;21;19;11;22;3;15;26;9;17;14;13;23;27;1;2;8;25;5;29;24;18;12;10;28;31;16;30;20;32;6;7;4
21;19;11;22;3;15;26;9;17;14;13;23;27;18;2;8;25;5;29;24;1;12;10;28;31;16;30;20;32;6;7;4;73;27870
73;27236;21;19;11;22;3;15;26;9;17;14;13;23;27;1;2;8;25;5;29;24;18;12;10;28;31;16;30;20;32;6;7;4
21;19;11;22;3;15;26;9;17;14;13;23;27;1;2;8;25;5;29;24;16;12;10;28;31;18;30;20;32;6;7;4;73;26518
74;26518;21;19;11;22;3;15;26;9;17;14;13;23;27;1;2;8;25;5;29;24;16;12;10;28;31;18;30;20;32;6;7;4
21;19;11;22;3;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;16;12;10;28;23;18;30;20;32;6;7;4;74;26358
74;26358;21;19;11;22;3;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;16;12;10;28;23;18;30;20;32;6;7;4
21;19;11;22;3;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;16;23;10;28;12;18;30;20;32;6;7;4;74;26452
74;26452;21;19;11;22;3;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;16;23;10;28;12;18;30;20;32;6;7;4
21;19;17;22;3;15;26;9;11;14;13;31;27;1;2;8;25;5;29;24;16;23;10;28;12;18;30;20;32;6;7;4;74;26872
74;26452;21;19;11;22;3;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;16;23;10;28;12;18;30;20;32;6;7;4
21;19;11;22;16;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;3;23;10;28;12;18;30;20;32;6;7;4;74;27292
74;27292;21;19;11;22;16;15;26;9;17;14;13;31;27;1;2;8;25;5;29;24;3;23;10;28;12;18;30;20;32;6;7;4
21;19;11;22;16;15;26;9;17;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;12;18;30;20;32;6;1;4;74;27132
74;27132;21;19;11;22;16;15;26;9;17;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;12;18;30;20;32;6;1;4
21;19;11;22;16;15;26;9;32;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;12;18;30;20;17;6;1;4;74;27332
74;27332;21;19;11;22;16;15;26;9;32;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;12;18;30;20;17;6;1;4
21;19;11;22;16;15;26;9;32;14;2;31;27;7;13;8;25;5;29;24;3;23;10;28;12;18;30;20;17;6;1;4;74;27692
74;27332;21;19;11;22;16;15;26;9;32;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;12;18;30;20;17;6;1;4
21;19;11;22;16;15;26;9;32;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;20;18;30;12;17;6;1;4;74;26736
74;26736;21;19;11;22;16;15;26;9;32;14;13;31;27;7;2;8;25;5;29;24;3;23;10;28;20;18;30;12;17;6;1;4
21;19;11;22;16;15;26;9;32;14;31;13;27;7;2;8;25;5;29;24;3;23;10;28;20;18;30;12;17;6;1;4;74;26116
74;26116;21;19;11;22;16;15;26;9;32;14;31;13;27;7;2;8;25;5;29;24;3;23;10;28;20;18;30;12;17;6;1;4
21;19;11;22;16;15;26;9;32;14;31;13;3;7;2;8;25;5;29;24;27;23;10;28;20;18;30;12;17;6;1;4;74;26566
74;26566;21;19;11;22;16;15;26;9;32;14;31;13;3;7;2;8;25;5;29;24;27;23;10;28;20;18;30;12;17;6;1;4
