"X1";"X27304";"X15";"X1.1";"X5";"X19";"X17";"X20";"X6";"X21";"X25";"X14";"X16";"X31";"X26";"X3";"X24";"X22";"X10";"X18";"X23";"X30";"X2";"X8";"X32";"X7";"X27";"X28";"X4";"X12";"X29";"X13";"X11";"X9"
84;25802;16;1;2;9;7;24;31;27;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;8;13;10;4;32
16;1;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;8;13;10;4;32;84;25602
85;25602;16;1;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;8;13;10;4;32
16;10;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;8;13;1;4;32;85;24422
85;24422;16;10;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;8;13;1;4;32
16;10;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;13;8;1;4;32;85;24482
85;24482;16;10;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;13;8;1;4;32
16;10;2;9;7;27;31;24;20;28;26;18;22;21;1;14;30;17;6;23;12;3;15;5;19;29;25;13;8;11;4;32;85;24802
85;24482;16;10;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;13;8;1;4;32
16;10;2;9;7;4;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;13;8;1;27;32;85;25168
85;24482;16;10;2;9;7;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;5;19;29;25;13;8;1;4;32
16;10;2;9;5;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;7;19;29;25;13;8;1;4;32;85;24682
85;24682;16;10;2;9;5;27;31;24;20;28;26;18;22;21;11;14;30;17;6;23;12;3;15;7;19;29;25;13;8;1;4;32
16;10;2;9;5;27;31;3;20;28;26;18;22;21;11;14;30;17;6;23;12;24;15;7;19;29;25;13;8;1;4;32;85;24900
85;24900;16;10;2;9;5;27;31;3;20;28;26;18;22;21;11;14;30;17;6;23;12;24;15;7;19;29;25;13;8;1;4;32
16;10;2;9;5;27;31;3;20;28;26;18;22;21;11;14;7;17;6;23;12;24;15;30;19;29;25;13;8;1;4;32;85;25312
85;25312;16;10;2;9;5;27;31;3;20;28;26;18;22;21;11;14;7;17;6;23;12;24;15;30;19;29;25;13;8;1;4;32
16;10;2;9;5;27;31;3;20;28;26;18;22;7;11;14;21;17;6;23;12;24;15;30;19;29;25;13;8;1;4;32;85;26488
85;25312;16;10;2;9;5;27;31;3;20;28;26;18;22;21;11;14;7;17;6;23;12;24;15;30;19;29;25;13;8;1;4;32
16;10;2;9;5;27;31;1;20;28;26;18;22;21;11;14;7;17;6;23;12;24;15;30;19;29;25;13;8;3;4;32;85;25912
85;25312;16;10;2;9;5;27;31;3;20;28;26;18;22;21;11;14;7;17;6;23;12;24;15;30;19;29;25;13;8;1;4;32
16;10;2;9;23;27;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;24;15;30;19;29;25;13;8;1;4;32;85;25398
85;25398;16;10;2;9;23;27;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;24;15;30;19;29;25;13;8;1;4;32
16;10;2;9;23;29;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;24;15;30;19;27;25;13;8;1;4;32;85;25458
85;25458;16;10;2;9;23;29;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;24;15;30;19;27;25;13;8;1;4;32
16;10;2;9;23;29;31;3;20;28;15;18;22;21;11;14;7;17;6;5;12;24;26;30;19;27;25;13;8;1;4;32;85;25768
85;25458;16;10;2;9;23;29;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;24;15;30;19;27;25;13;8;1;4;32
16;10;24;9;23;29;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;2;15;30;19;27;25;13;8;1;4;32;85;25734
85;25458;16;10;2;9;23;29;31;3;20;28;26;18;22;21;11;14;7;17;6;5;12;24;15;30;19;27;25;13;8;1;4;32
16;10;2;9;23;29;31;3;20;28;26;24;22;21;11;14;7;17;6;5;12;18;15;30;19;27;25;13;8;1;4;32;85;25598
85;25598;16;10;2;9;23;29;31;3;20;28;26;24;22;21;11;14;7;17;6;5;12;18;15;30;19;27;25;13;8;1;4;32
16;10;2;9;23;29;31;3;20;28;26;24;22;21;11;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32;85;25718
85;25718;16;10;2;9;23;29;31;3;20;28;26;24;22;21;11;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32
16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32;85;25278
85;25278;16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32
16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;8;27;25;5;19;1;4;32;85;26300
85;25278;16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32
16;10;2;11;23;29;31;3;4;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;20;32;85;25324
85;25324;16;10;2;11;23;29;31;3;4;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;20;32
16;10;2;11;23;29;31;3;4;28;26;24;32;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;20;22;85;26084
85;25324;16;10;2;11;23;29;31;3;4;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;20;32
16;10;2;25;23;29;31;3;4;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;11;5;8;1;20;32;85;26258
86;25324;16;10;2;11;23;29;31;3;4;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;20;32
16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32;86;25278
86;25278;16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;13;12;18;15;30;19;27;25;5;8;1;4;32
16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32;86;24818
86;24818;16;10;2;11;23;29;31;3;20;28;26;24;22;21;9;14;7;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32
16;7;2;11;23;29;31;3;20;28;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32;86;24818
86;24818;16;7;2;11;23;29;31;3;20;28;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32
16;7;2;11;23;29;31;3;20;28;26;24;22;21;10;14;9;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32;86;25198
86;24818;16;7;2;11;23;29;31;3;20;28;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32
16;31;2;11;23;29;7;3;20;28;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32;86;24522
86;24522;16;31;2;11;23;29;7;3;20;28;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32
16;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32;86;24470
86;24470;16;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;6;8;12;18;15;30;19;27;25;5;13;1;4;32
6;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32;86;23990
86;23990;6;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32
6;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;32;15;30;19;27;25;5;13;1;4;18;86;24330
86;23990;6;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32
6;31;2;11;23;29;28;3;20;26;7;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32;86;24432
86;23990;6;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32
6;28;2;11;23;29;31;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32;86;24470
86;23990;6;31;2;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;32
6;31;32;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2;86;23884
86;23884;6;31;32;11;23;29;28;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
6;31;32;11;28;29;23;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2;86;23604
86;23604;6;31;32;11;28;29;23;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
6;31;32;11;9;29;23;3;20;7;26;24;22;21;28;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2;86;23884
86;23604;6;31;32;11;28;29;23;3;20;7;26;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
26;31;32;11;28;29;23;3;20;7;6;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2;86;23840
86;23840;26;31;32;11;28;29;23;3;20;7;6;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
26;31;32;11;28;29;23;3;20;7;6;24;22;21;9;14;10;17;16;8;12;5;15;30;19;27;25;18;13;1;4;2;86;24122
86;23840;26;31;32;11;28;29;23;3;20;7;6;24;22;21;9;14;10;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
26;31;32;11;28;29;10;3;20;7;6;24;22;21;9;14;23;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2;86;23658
86;23658;26;31;32;11;28;29;10;3;20;7;6;24;22;21;9;14;23;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
26;31;32;5;28;29;10;3;20;7;6;24;22;21;9;14;23;17;16;8;12;18;15;30;19;27;25;11;13;1;4;2;86;24478
86;23658;26;31;32;11;28;29;10;3;20;7;6;24;22;21;9;14;23;17;16;8;12;18;15;30;19;27;25;5;13;1;4;2
26;31;32;11;28;29;10;3;20;7;6;24;22;21;9;14;23;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2;86;23778
86;23778;26;31;32;11;28;29;10;3;20;7;6;24;22;21;9;14;23;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
26;31;32;11;28;29;10;3;20;7;21;24;22;6;9;14;23;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2;86;24114
86;23778;26;31;32;11;28;29;10;3;20;7;6;24;22;21;9;14;23;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
26;31;32;11;28;24;10;3;20;7;6;29;22;21;9;14;23;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2;86;23838
87;23838;26;31;32;11;28;24;10;3;20;7;6;29;22;21;9;14;23;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
23;31;32;11;28;24;10;3;20;7;6;29;22;21;9;14;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2;87;23798
87;23798;23;31;32;11;28;24;10;3;20;7;6;29;22;21;9;14;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
23;31;32;22;28;24;10;3;20;7;6;29;11;21;9;14;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2;87;24196
87;23798;23;31;32;11;28;24;10;3;20;7;6;29;22;21;9;14;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
23;31;32;11;28;24;10;3;20;7;6;29;14;21;9;22;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2;87;23262
87;23262;23;31;32;11;28;24;10;3;20;7;6;29;14;21;9;22;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
23;31;32;4;28;24;10;3;20;7;6;29;14;21;9;22;26;17;11;8;12;18;15;30;19;27;25;5;13;1;16;2;87;24322
87;23262;23;31;32;11;28;24;10;3;20;7;6;29;14;21;9;22;26;17;4;8;12;18;15;30;19;27;25;5;13;1;16;2
23;31;32;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;2;87;23382
87;23382;23;31;32;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;2
23;31;2;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;32;87;23972
87;23972;23;31;2;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;32
23;31;2;32;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;11;87;24650
87;23972;23;31;2;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;32
23;31;2;11;28;24;10;14;15;7;6;29;3;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;32;87;24172
87;23972;23;31;2;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;32
25;31;2;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;23;5;13;1;16;32;87;24692
87;23972;23;31;2;11;28;24;10;3;15;7;6;29;14;21;9;22;26;17;4;8;12;18;20;30;19;27;25;5;13;1;16;32
23;31;2;11;28;24;10;3;15;7;6;29;14;19;9;22;26;17;4;8;12;18;20;30;21;27;25;5;13;1;16;32;87;24052
87;24052;23;31;2;11;28;24;10;3;15;7;6;29;14;19;9;22;26;17;4;8;12;18;20;30;21;27;25;5;13;1;16;32
23;31;2;11;28;9;10;3;15;7;6;29;14;19;24;22;26;17;4;8;12;18;20;30;21;27;25;5;13;1;16;32;87;24580
87;24580;23;31;2;11;28;9;10;3;15;7;6;29;14;19;24;22;26;17;4;8;12;18;20;30;21;27;25;5;13;1;16;32
23;31;2;11;28;9;10;3;15;14;6;29;7;19;24;22;26;17;4;8;12;18;20;30;21;27;25;5;13;1;16;32;87;24400
87;24400;23;31;2;11;28;9;10;3;15;14;6;29;7;19;24;22;26;17;4;8;12;18;20;30;21;27;25;5;13;1;16;32
23;31;2;11;28;21;10;3;15;14;6;29;7;19;24;22;26;17;4;8;12;18;20;30;9;27;25;5;13;1;16;32;87;24070
87;24070;23;31;2;11;28;21;10;3;15;14;6;29;7;19;24;22;26;17;4;8;12;18;20;30;9;27;25;5;13;1;16;32
23;31;2;11;28;21;10;3;15;14;6;29;7;19;24;22;26;17;4;8;12;18;20;1;9;27;25;5;13;30;16;32;87;23782
87;23782;23;31;2;11;28;21;10;3;15;14;6;29;7;19;24;22;26;17;4;8;12;18;20;1;9;27;25;5;13;30;16;32
23;31;2;11;28;21;7;3;15;14;6;29;10;19;24;22;26;17;4;8;12;18;20;1;9;27;25;5;13;30;16;32;87;23662
87;23662;23;31;2;11;28;21;7;3;15;14;6;29;10;19;24;22;26;17;4;8;12;18;20;1;9;27;25;5;13;30;16;32
23;31;2;11;28;21;7;3;15;14;6;29;10;19;24;22;26;17;16;8;12;18;20;1;9;27;25;5;13;30;4;32;87;23542
87;23542;23;31;2;11;28;21;7;3;15;14;6;29;10;19;24;22;26;17;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32;87;23742
87;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;12;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;28;18;20;1;9;27;25;5;13;30;4;32;87;24478
87;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;28;21;17;3;15;14;6;29;10;7;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32;87;25956
87;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;28;6;7;3;15;14;21;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32;87;23992
88;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;1;16;8;12;18;20;19;9;27;25;5;13;30;4;32;88;24496
88;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;13;16;8;12;18;20;1;9;27;25;5;19;30;4;32;88;24006
88;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;5;20;1;9;27;25;18;13;30;4;32;88;24288
88;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;22;21;7;3;15;14;6;29;10;17;24;28;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32;88;24042
88;23742;23;31;2;11;28;21;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;21;28;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32;88;23862
88;23862;23;31;2;11;21;28;7;3;15;14;6;29;10;17;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32;88;23850
88;23850;23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;25;26;19;16;8;12;18;20;1;9;27;22;5;13;30;4;32;88;24250
88;23850;23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;26;19;16;8;12;18;20;1;9;27;25;5;13;30;4;32
23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;9;19;16;8;12;18;20;1;26;27;25;5;13;30;4;32;88;24606
88;24606;23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;9;19;16;8;12;18;20;1;26;27;25;5;13;30;4;32
23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;32;88;24666
88;24666;23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;32
23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;8;12;19;16;22;9;18;20;1;26;27;25;5;13;30;4;32;88;24862
88;24666;23;31;2;11;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;32
23;31;2;32;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;11;88;25132
88;25132;23;31;2;32;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;11
23;31;2;32;21;28;7;17;15;14;6;29;10;3;24;4;12;19;16;8;9;18;20;1;26;27;25;5;13;30;22;11;88;26220
88;25132;23;31;2;32;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;11
23;31;2;32;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;13;18;20;1;26;27;25;5;9;30;4;11;88;25212
88;25132;23;31;2;32;21;28;7;17;15;14;6;29;10;3;24;22;12;19;16;8;9;18;20;1;26;27;25;5;13;30;4;11
23;31;2;32;21;28;8;17;15;14;6;29;10;3;24;22;12;19;16;7;9;18;20;1;26;27;25;5;13;30;4;11;88;25392
88;25392;23;31;2;32;21;28;8;17;15;14;6;29;10;3;24;22;12;19;16;7;9;18;20;1;26;27;25;5;13;30;4;11
23;31;2;32;21;28;8;17;15;14;6;29;30;3;24;22;12;19;16;7;9;18;20;1;26;27;25;5;13;10;4;11;88;26724
88;25392;23;31;2;32;21;28;8;17;15;14;6;29;10;3;24;22;12;19;16;7;9;18;20;1;26;27;25;5;13;30;4;11
23;31;2;32;26;28;8;17;15;14;6;29;10;3;24;22;12;19;16;7;9;18;20;1;21;27;25;5;13;30;4;11;88;25072
88;25072;23;31;2;32;26;28;8;17;15;14;6;29;10;3;24;22;12;19;16;7;9;18;20;1;21;27;25;5;13;30;4;11
23;31;2;32;26;28;8;17;18;14;6;29;10;3;24;22;12;19;16;7;9;15;20;1;21;27;25;5;13;30;4;11;88;25676
88;25676;23;31;2;32;26;28;8;17;18;14;6;29;10;3;24;22;12;19;16;7;9;15;20;1;21;27;25;5;13;30;4;11
23;31;2;32;26;28;8;17;18;14;6;29;10;3;24;22;12;19;16;7;9;15;20;25;21;27;1;5;13;30;4;11;88;25328
88;25328;23;31;2;32;26;28;8;17;18;14;6;29;10;3;24;22;12;19;16;7;9;15;20;25;21;27;1;5;13;30;4;11
23;31;2;32;26;28;8;17;18;14;6;29;10;3;24;22;13;19;16;7;9;15;20;25;21;27;1;5;12;30;4;11;88;25808
88;25328;23;31;2;32;26;28;8;17;18;14;6;29;10;3;24;22;12;19;16;7;9;15;20;25;21;27;1;5;13;30;4;11
23;31;2;32;26;28;8;17;18;14;6;29;10;3;30;22;12;19;16;7;9;15;20;25;21;27;1;5;13;24;4;11;88;25208
89;25208;23;31;2;32;26;28;8;17;18;14;6;29;10;3;30;22;12;19;16;7;9;15;20;25;21;27;1;5;13;24;4;11
23;31;2;32;26;28;8;17;18;14;6;25;10;3;30;22;12;19;16;7;9;15;20;29;21;27;1;5;13;24;4;11;89;24888
89;24888;23;31;2;32;26;28;8;17;18;14;6;25;10;3;30;22;12;19;16;7;9;15;20;29;21;27;1;5;13;24;4;11
23;31;2;32;26;28;22;17;18;14;6;25;10;3;30;8;12;19;16;7;9;15;20;29;21;27;1;5;13;24;4;11;89;25046
89;25046;23;31;2;32;26;28;22;17;18;14;6;25;10;3;30;8;12;19;16;7;9;15;20;29;21;27;1;5;13;24;4;11
23;31;4;32;26;28;22;17;18;14;6;25;10;3;30;8;12;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11;89;24966
89;24966;23;31;4;32;26;28;22;17;18;14;6;25;10;3;30;8;12;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11
23;31;4;32;26;12;22;17;18;14;6;25;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11;89;24644
89;24644;23;31;4;32;26;12;22;17;18;14;6;25;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11
5;31;4;32;26;12;22;17;18;14;6;25;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;23;13;24;2;11;89;25928
89;24644;23;31;4;32;26;12;22;17;18;14;6;25;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11
23;31;4;32;26;12;22;17;18;14;25;6;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11;89;24632
89;24632;23;31;4;32;26;12;22;17;18;14;25;6;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11
9;31;4;32;26;12;22;17;18;14;25;6;10;3;30;8;28;19;16;7;23;15;20;29;21;27;1;5;13;24;2;11;89;25586
89;24632;23;31;4;32;26;12;22;17;18;14;25;6;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11
23;31;4;32;26;12;22;17;18;10;25;6;14;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11;89;25132
89;24632;23;31;4;32;26;12;22;17;18;14;25;6;10;3;30;8;28;19;16;7;9;15;20;29;21;27;1;5;13;24;2;11
23;31;4;32;26;12;22;27;18;14;25;6;10;3;30;8;28;19;16;7;9;15;20;29;21;17;1;5;13;24;2;11;89;24992
89;24992;23;31;4;32;26;12;22;27;18;14;25;6;10;3;30;8;28;19;16;7;9;15;20;29;21;17;1;5;13;24;2;11
23;31;4;32;26;12;22;27;18;14;25;6;10;3;8;30;28;19;16;7;9;15;20;29;21;17;1;5;13;24;2;11;89;24462
89;24462;23;31;4;32;26;12;22;27;18;14;25;6;10;3;8;30;28;19;16;7;9;15;20;29;21;17;1;5;13;24;2;11
23;31;4;21;26;12;22;27;18;14;25;6;10;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;11;89;24842
89;24842;23;31;4;21;26;12;22;27;18;14;25;6;10;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;11
23;31;4;21;16;12;22;27;18;14;25;6;10;3;8;30;28;19;26;7;9;15;20;29;32;17;1;5;13;24;2;11;89;26112
89;24842;23;31;4;21;26;12;22;27;18;14;25;6;10;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;11
23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;25;89;24758
89;24758;23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;25
10;31;4;21;26;12;22;27;18;14;11;6;23;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;25;89;25202
89;24758;23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;19;16;7;9;15;20;29;32;17;1;5;13;24;2;25
23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;19;16;7;9;15;20;29;24;17;1;5;13;32;2;25;89;24758
89;24758;23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;19;16;7;9;15;20;29;24;17;1;5;13;32;2;25
23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;1;16;7;9;15;20;29;24;17;19;5;13;32;2;25;89;25188
89;25188;23;31;4;21;26;12;22;27;18;14;11;6;10;3;8;30;28;1;16;7;9;15;20;29;24;17;19;5;13;32;2;25
23;31;4;21;24;12;22;27;18;14;11;6;10;3;8;30;28;1;16;7;9;15;20;29;26;17;19;5;13;32;2;25;89;25128
89;25128;23;31;4;21;24;12;22;27;18;14;11;6;10;3;8;30;28;1;16;7;9;15;20;29;26;17;19;5;13;32;2;25
6;31;4;21;24;12;22;27;18;14;11;23;10;3;8;30;28;1;16;7;9;15;20;29;26;17;19;5;13;32;2;25;89;25692
89;25128;23;31;4;21;24;12;22;27;18;14;11;6;10;3;8;30;28;1;16;7;9;15;20;29;26;17;19;5;13;32;2;25
23;31;4;21;24;12;22;27;18;14;3;6;10;11;8;30;28;1;16;7;9;15;20;29;26;17;19;5;13;32;2;25;89;25728
