"X1";"X298";"X17";"X56";"X9";"X40";"X53";"X20";"X41";"X60";"X6";"X3";"X22";"X54";"X44";"X38";"X16";"X28";"X26";"X62";"X1.1";"X43";"X4";"X45";"X15";"X51";"X32";"X36";"X34";"X27";"X42";"X24";"X13";"X46";"X30";"X49";"X2";"X63";"X11";"X57";"X23";"X5";"X55";"X19";"X14";"X64";"X21";"X50";"X59";"X39";"X12";"X25";"X35";"X48";"X18";"X58";"X33";"X29";"X8";"X7";"X52";"X10";"X31";"X47";"X37";"X61"
9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;6;63;46;22;23;29;10;38;17;48;8;14;41;42;2;28;35;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;15;43;25;53;60;12;59;56;18;32;34;298
34;298;9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;6;63;46;22;23;29;10;38;17;48;8;14;41;42;2;28;35;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;15;43;25;53;60;12;59;56;18;32
9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;6;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;35;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;15;43;25;53;60;12;59;56;18;32;34;298
34;298;9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;6;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;35;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;15;43;25;53;60;12;59;56;18;32
9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;35;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;6;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;15;43;25;53;60;12;59;56;18;32;34;294
34;294;9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;35;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;6;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;15;43;25;53;60;12;59;56;18;32
9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;35;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;6;43;25;53;60;12;59;56;18;32;34;294
34;294;9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;44;49;7;13;36;35;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;6;43;25;53;60;12;59;56;18;32
9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;6;43;25;53;60;12;59;56;18;32;34;290
34;290;9;40;26;24;19;16;52;39;54;37;21;5;55;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;6;43;25;53;60;12;59;56;18;32
9;40;5;24;19;16;52;39;54;37;21;26;55;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;6;43;25;53;60;12;59;56;18;32;34;290
34;290;9;40;5;24;19;16;52;39;54;37;21;26;55;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;34;51;6;43;25;53;60;12;59;56;18;32
9;40;5;24;19;16;52;39;54;37;21;26;34;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;55;51;6;43;25;53;60;12;59;56;18;32;34;290
34;290;9;40;5;24;19;16;52;39;54;37;21;26;34;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;3;20;62;33;55;51;6;43;25;53;60;12;59;56;18;32
9;40;5;24;3;16;52;39;54;37;21;26;34;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;33;55;51;6;43;25;53;60;12;59;56;18;32;34;290
34;290;9;40;5;24;3;16;52;39;54;37;21;26;34;47;50;31;35;49;7;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;33;55;51;6;43;25;53;60;12;59;56;18;32
9;40;5;24;3;16;52;39;54;37;21;26;34;47;50;31;35;49;33;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;7;55;51;6;43;25;53;60;12;59;56;18;32;34;290
34;290;9;40;5;24;3;16;52;39;54;37;21;26;34;47;50;31;35;49;33;13;36;44;63;46;22;23;29;10;38;17;8;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;7;55;51;6;43;25;53;60;12;59;56;18;32
9;40;5;24;3;16;52;39;54;37;21;26;34;47;50;31;35;49;33;13;36;44;63;46;22;23;29;10;38;17;32;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;7;55;51;6;43;25;53;60;12;59;56;18;8;34;290
34;290;9;40;5;24;3;16;52;39;54;37;21;26;34;47;50;31;35;49;33;13;36;44;63;46;22;23;29;10;38;17;32;48;14;41;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;7;55;51;6;43;25;53;60;12;59;56;18;8
9;40;5;24;3;16;52;39;54;37;21;41;34;47;50;31;35;49;33;13;36;44;63;46;22;23;29;10;38;17;32;48;14;26;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;7;55;51;6;43;25;53;60;12;59;56;18;8;34;290
35;290;9;40;5;24;3;16;52;39;54;37;21;41;34;47;50;31;35;49;33;13;36;44;63;46;22;23;29;10;38;17;32;48;14;26;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;20;62;7;55;51;6;43;25;53;60;12;59;56;18;8
9;40;5;24;3;16;52;39;54;37;21;41;34;47;50;31;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;43;25;53;60;12;59;56;18;8;35;290
35;290;9;40;5;24;3;16;52;39;54;37;21;41;34;47;50;31;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;15;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;43;25;53;60;12;59;56;18;8
9;40;5;24;3;15;52;39;54;37;21;41;34;47;50;31;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;43;25;53;60;12;59;56;18;8;35;282
35;282;9;40;5;24;3;15;52;39;54;37;21;41;34;47;50;31;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;43;25;53;60;12;59;56;18;8
9;40;5;24;3;15;52;31;54;37;21;41;34;47;50;39;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;43;25;53;60;12;59;56;18;8;35;286
35;286;9;40;5;24;3;15;52;31;54;37;21;41;34;47;50;39;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;43;25;53;60;12;59;56;18;8
9;40;5;24;3;15;52;31;54;37;43;41;34;47;50;39;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;21;25;53;60;12;59;56;18;8;35;278
35;278;9;40;5;24;3;15;52;31;54;37;43;41;34;47;50;39;35;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;21;25;53;60;12;59;56;18;8
9;40;5;24;3;15;52;31;54;37;43;41;34;47;50;39;59;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;21;25;53;60;12;35;56;18;8;35;270
35;270;9;40;5;24;3;15;52;31;54;37;43;41;34;47;50;39;59;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;58;27;11;30;45;57;4;1;19;23;62;7;55;51;6;21;25;53;60;12;35;56;18;8
9;40;5;24;3;15;52;31;54;37;43;41;34;47;50;39;59;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;1;27;11;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;35;56;18;8;35;270
35;270;9;40;5;24;3;15;52;31;54;37;43;41;34;47;50;39;59;49;33;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;1;27;11;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;35;56;18;8
9;40;5;24;3;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;1;27;11;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;35;56;18;8;35;270
35;270;9;40;5;24;3;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;1;27;11;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;35;56;18;8
9;40;5;24;3;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;1;27;35;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;11;56;18;8;35;270
35;270;9;40;5;24;3;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;26;42;2;28;16;64;61;1;27;35;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;11;56;18;8
9;40;5;24;3;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;11;56;18;8;35;270
35;270;9;40;5;24;3;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;7;55;51;6;21;25;53;60;12;11;56;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;55;51;6;21;25;53;60;12;11;56;18;8;35;270
35;270;9;40;5;24;7;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;55;51;6;21;25;53;60;12;11;56;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;55;51;6;21;25;53;11;12;60;56;18;8;35;270
35;270;9;40;5;24;7;15;33;31;54;37;43;41;34;47;50;39;59;49;52;13;36;44;63;46;22;20;29;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;55;51;6;21;25;53;11;12;60;56;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;50;39;59;29;52;13;36;44;63;46;22;20;49;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;55;51;6;21;25;53;11;12;60;56;18;8;35;282
35;282;9;40;5;24;7;15;33;31;54;37;43;41;34;47;50;39;59;29;52;13;36;44;63;46;22;20;49;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;55;51;6;21;25;53;11;12;60;56;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;13;36;44;63;46;22;20;49;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;56;18;8;35;260
35;260;9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;13;36;44;63;46;22;20;49;10;38;17;32;48;14;35;42;2;28;16;64;61;1;27;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;56;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;20;49;10;38;17;32;48;14;35;42;2;28;16;64;61;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;56;18;8;35;262
35;262;9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;20;49;10;38;17;32;48;14;35;42;2;28;16;64;61;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;56;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;20;49;10;38;17;56;48;14;35;42;2;28;16;64;61;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;8;35;262
35;262;9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;20;49;10;38;17;56;48;14;35;42;2;28;16;64;61;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;20;49;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;8;35;246
35;246;9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;20;49;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;8
9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;8;49;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;20;35;246
35;246;9;40;5;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;8;49;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;20
9;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;5;49;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;20;35;250
35;250;9;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;36;44;63;46;22;5;49;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;20
9;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;5;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;20;35;246
35;246;9;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;5;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;53;11;12;60;32;18;20
53;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;5;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;32;18;20;35;246
36;246;53;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;5;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;32;18;20
53;40;8;24;7;50;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;5;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;15;51;6;21;25;9;11;12;60;32;18;20;36;254
36;246;53;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;5;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;32;18;20
53;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;32;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20;36;246
36;246;53;40;8;24;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;32;36;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20
53;40;8;36;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20;36;238
36;238;53;40;8;36;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;2;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20
2;40;8;36;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20;36;238
36;238;2;40;8;36;7;15;33;31;54;37;43;41;34;47;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20
2;40;8;36;7;47;33;31;54;37;43;41;34;15;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20;36;242
36;242;2;40;8;36;7;47;33;31;54;37;43;41;34;15;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20
2;33;8;36;7;47;40;31;54;37;43;41;34;15;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20;36;242
36;242;2;33;8;36;7;47;40;31;54;37;43;41;34;15;55;39;59;29;52;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;20
2;33;8;36;7;47;40;31;54;37;43;41;34;15;55;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;250
36;250;2;33;8;36;7;47;40;31;54;37;43;41;34;15;55;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;42;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;47;40;31;54;37;43;41;42;15;55;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;252
36;252;2;33;8;36;7;47;40;31;54;37;43;41;42;15;55;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;47;40;31;54;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;254
36;254;2;33;8;36;7;47;40;31;54;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;26;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;47;40;26;54;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;31;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;274
36;274;2;33;8;36;7;47;40;26;54;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;31;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;47;40;26;54;37;43;41;42;55;15;39;46;29;20;27;49;44;63;59;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;31;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;282
36;274;2;33;8;36;7;47;40;26;54;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;31;30;45;57;4;58;19;23;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;47;40;26;23;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;274
36;274;2;33;8;36;7;47;40;26;23;37;43;41;42;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;28;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;47;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;274
36;274;2;33;8;36;7;47;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;63;46;22;32;24;10;38;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;63;46;22;32;47;10;38;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;60;5;18;52;36;286
36;286;2;33;8;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;63;46;22;32;47;10;38;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;60;5;18;52
2;33;8;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;38;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;63;5;18;52;36;286
36;286;2;33;8;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;38;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;63;5;18;52
2;33;38;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;63;5;18;52;36;286
36;286;2;33;38;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;31;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;63;5;18;52
2;33;38;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;31;5;18;52;36;286
36;286;2;33;38;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;54;62;3;50;51;6;21;25;9;11;12;31;5;18;52
2;33;38;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;54;52;3;50;51;6;21;25;9;11;12;31;5;18;62;36;286
36;286;2;33;38;36;7;24;40;26;23;37;43;41;28;55;15;39;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;54;52;3;50;51;6;21;25;9;11;12;31;5;18;62
2;33;38;36;7;24;40;26;23;37;43;41;28;55;39;15;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;54;52;3;50;51;6;21;25;9;11;12;31;5;18;62;36;282
36;282;2;33;38;36;7;24;40;26;23;37;43;41;28;55;39;15;59;29;20;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;54;52;3;50;51;6;21;25;9;11;12;31;5;18;62
2;33;38;36;7;24;40;26;23;37;43;41;28;55;39;15;59;29;54;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;20;52;3;50;51;6;21;25;9;11;12;31;5;18;62;36;270
37;270;2;33;38;36;7;24;40;26;23;37;43;41;28;55;39;15;59;29;54;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;58;19;20;52;3;50;51;6;21;25;9;11;12;31;5;18;62
2;33;38;36;7;24;40;26;23;37;58;41;28;55;39;15;59;29;54;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;43;19;20;52;3;50;51;6;21;25;9;11;12;31;5;18;62;37;258
37;258;2;33;38;36;7;24;40;26;23;37;58;41;28;55;39;15;59;29;54;27;49;44;60;46;22;32;47;10;8;17;56;48;14;35;34;53;61;16;64;42;1;13;63;30;45;57;4;43;19;20;52;3;50;51;6;21;25;9;11;12;31;5;18;62
