"X1";"X290";"X28";"X13";"X18";"X10";"X31";"X51";"X36";"X54";"X11";"X52";"X56";"X58";"X37";"X34";"X47";"X38";"X4";"X12";"X7";"X24";"X43";"X48";"X21";"X1.1";"X55";"X32";"X8";"X3";"X57";"X45";"X46";"X63";"X19";"X22";"X16";"X42";"X62";"X60";"X17";"X29";"X6";"X23";"X49";"X2";"X50";"X61";"X27";"X39";"X15";"X64";"X44";"X14";"X5";"X59";"X53";"X41";"X35";"X30";"X9";"X40";"X20";"X33";"X26";"X25"
37;292;10;31;21;30;40;19;12;47;50;25;36;23;64;13;4;57;34;26;38;43;62;17;3;28;59;11;7;33;2;35;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;29;22;63;58;42;51;8;18;32
10;31;21;30;40;19;12;47;50;25;36;23;64;13;4;57;34;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;29;22;63;58;42;51;8;18;32;37;292
37;292;10;31;21;30;40;19;12;47;50;25;36;23;64;13;4;57;34;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;29;22;63;58;42;51;8;18;32
10;31;21;30;40;19;12;47;50;25;36;23;64;13;4;57;34;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;29;22;63;58;42;18;8;51;32;37;292
38;292;10;31;21;30;40;19;12;47;50;25;36;23;64;13;4;57;34;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;29;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;34;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;25;22;63;58;42;18;8;51;32;38;292
38;292;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;34;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;45;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;45;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;25;22;63;58;42;18;8;51;32;38;290
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;45;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;37;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32;38;290
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;62;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;1;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32;38;290
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;6;15;34;9;22;41;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;24;45;56;25;46;63;58;42;18;8;51;32;38;292
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;6;15;34;9;46;41;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;41;15;34;9;46;6;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32;38;290
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;41;15;34;9;46;6;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;24;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;41;15;34;9;46;24;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32;38;290
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;57;37;26;38;43;1;17;35;28;59;11;7;33;2;3;41;15;34;9;46;24;53;39;55;54;61;20;49;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;49;37;26;38;43;1;17;35;28;59;11;7;33;2;3;41;15;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32;38;290
38;290;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;49;37;26;38;43;1;17;35;28;59;11;7;33;2;3;41;15;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;49;37;3;38;43;1;17;35;28;59;11;7;33;2;26;41;15;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32;38;294
38;294;10;31;21;30;40;19;12;47;50;29;36;23;64;13;4;49;37;3;38;43;1;17;35;28;59;11;7;33;2;26;41;15;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;15;4;49;37;3;38;43;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32;38;292
38;292;10;31;21;30;40;19;12;47;50;29;36;23;64;15;4;49;37;3;38;43;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;8;51;32
10;31;21;30;40;19;12;47;50;29;36;23;64;15;4;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;43;51;32;38;284
38;284;10;31;21;30;40;19;12;47;50;29;36;23;64;15;4;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;43;51;32
10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;43;51;32;38;282
38;282;10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;16;27;5;44;52;48;6;45;56;25;22;63;58;42;18;43;51;32
10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;6;27;5;44;52;48;16;45;56;25;22;63;58;42;18;43;51;32;38;282
38;282;10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;6;27;5;44;52;48;16;45;56;25;22;63;58;42;18;43;51;32
10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;6;27;5;45;52;48;16;44;56;25;22;63;58;42;18;43;51;32;38;282
38;282;10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;8;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;6;27;5;45;52;48;16;44;56;25;22;63;58;42;18;43;51;32
10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;6;27;5;45;52;48;16;8;56;25;22;63;58;42;18;43;51;32;38;292
38;292;10;31;21;30;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;20;57;60;62;14;6;27;5;45;52;48;16;8;56;25;22;63;58;42;18;43;51;32
10;31;21;20;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;30;57;60;62;14;6;27;5;45;52;48;16;8;56;25;22;63;58;42;18;43;51;32;38;284
38;284;10;31;21;20;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;11;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;30;57;60;62;14;6;27;5;45;52;48;16;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;10;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;30;57;60;62;14;6;27;5;45;52;48;16;8;56;25;22;63;58;42;18;43;51;32;38;284
38;284;11;31;21;20;40;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;10;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;30;57;60;62;14;6;27;5;45;52;48;16;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;10;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;30;57;60;62;14;6;27;5;40;52;48;16;8;56;25;22;63;58;42;18;43;51;32;38;284
38;284;11;31;21;20;45;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;1;17;35;28;59;10;7;33;2;26;41;13;34;9;46;24;53;39;55;54;61;30;57;60;62;14;6;27;5;40;52;48;16;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;26;41;13;34;9;1;24;53;39;55;54;61;30;57;60;62;14;6;27;5;40;52;48;16;8;56;25;22;63;58;42;18;43;51;32;38;284
38;284;11;31;21;20;45;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;26;41;13;34;9;1;24;53;39;55;54;61;30;57;60;62;14;6;27;5;40;52;48;16;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;26;41;13;34;9;1;24;53;39;16;54;61;30;57;60;62;14;6;27;5;40;52;48;55;8;56;25;22;63;58;42;18;43;51;32;38;284
39;284;11;31;21;20;45;19;12;47;50;4;36;23;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;26;41;13;34;9;1;24;53;39;16;54;61;30;57;60;62;14;6;27;5;40;52;48;55;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;57;47;50;4;36;23;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;26;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;56;25;22;63;58;42;18;43;51;32;39;284
39;284;11;31;21;20;45;19;57;47;50;4;36;23;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;26;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;57;47;50;4;36;26;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;23;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;56;25;22;63;58;42;18;43;51;32;39;280
39;280;11;31;21;20;45;19;57;47;50;4;36;26;64;15;29;49;37;3;38;44;46;17;35;28;59;10;7;33;2;23;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;56;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;57;47;50;4;36;26;64;15;29;56;37;3;38;44;46;17;35;28;59;10;7;33;2;23;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;49;25;22;63;58;42;18;43;51;32;39;280
39;280;11;31;21;20;45;19;57;47;50;4;36;26;64;15;29;56;37;3;38;44;46;17;35;28;59;10;7;33;2;23;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;49;25;22;63;58;42;18;43;51;32
11;31;21;20;45;19;57;47;50;4;36;26;64;15;29;56;37;3;38;44;46;17;35;28;23;10;7;33;2;59;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;49;25;22;63;58;42;18;43;51;32;39;284
39;284;11;31;21;20;45;19;57;47;50;4;36;26;64;15;29;56;37;3;38;44;46;17;35;28;23;10;7;33;2;59;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;8;49;25;22;63;58;42;18;43;51;32
11;31;21;20;45;8;57;47;50;4;36;26;64;15;29;56;37;3;38;44;46;17;35;28;23;10;7;33;2;59;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32;39;268
39;268;11;31;21;20;45;8;57;47;50;4;36;26;64;15;29;56;37;3;38;44;46;17;35;28;23;10;7;33;2;59;41;13;34;9;1;24;53;39;16;54;61;30;12;60;62;14;6;27;5;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32
11;31;21;20;45;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;59;41;13;34;9;1;24;53;39;16;54;29;30;12;60;62;14;6;27;5;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32;39;266
39;266;11;31;21;20;45;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;59;41;13;34;9;1;24;53;39;16;54;29;30;12;60;62;14;6;27;5;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32
11;31;21;20;45;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;39;41;13;34;9;1;24;53;59;16;54;29;30;12;60;62;14;6;27;5;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32;39;262
39;262;11;31;21;20;45;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;39;41;13;34;9;1;24;53;59;16;54;29;30;12;60;62;14;6;27;5;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;39;41;13;34;9;1;24;53;59;16;54;29;30;12;60;62;14;6;27;45;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32;39;262
39;262;11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;39;41;13;34;9;1;24;53;59;16;54;29;30;12;60;62;14;6;27;45;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;30;41;13;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32;39;266
39;266;11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;30;41;13;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;33;7;2;30;41;13;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32;39;278
39;266;11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;46;17;35;28;23;10;7;33;2;30;41;13;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;49;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;49;17;35;28;23;10;7;33;2;30;41;13;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;46;25;22;63;58;42;18;43;51;32;39;266
39;266;11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;38;44;49;17;35;28;23;10;7;33;2;30;41;13;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;46;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;13;44;49;17;35;28;23;10;7;33;2;30;41;38;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;46;25;22;63;58;42;18;43;51;32;39;268
39;268;11;31;21;20;5;8;57;47;50;4;36;26;64;15;61;56;37;3;13;44;49;17;35;28;23;10;7;33;2;30;41;38;34;9;1;24;53;59;16;54;29;39;12;60;62;14;6;27;45;40;52;48;55;19;46;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;28;23;10;7;33;2;30;41;38;34;9;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;19;46;25;22;63;58;42;18;43;51;32;39;268
39;268;11;31;21;20;5;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;28;23;10;7;33;2;30;41;38;34;9;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;19;46;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;34;9;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;46;25;22;63;58;42;18;43;51;32;39;268
39;268;11;31;21;20;5;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;34;9;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;46;25;22;63;58;42;18;43;51;32
11;31;21;20;5;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;46;25;22;63;58;42;18;43;51;32;39;266
39;266;11;31;21;20;5;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;46;25;22;63;58;42;18;43;51;32
11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;46;25;22;63;58;42;18;43;51;32;39;268
39;268;11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;16;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;46;25;22;63;58;42;18;43;51;32
11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;46;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32;39;280
39;280;11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;46;54;29;39;12;60;62;36;6;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32
11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;46;54;36;39;12;60;62;29;6;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32;39;268
39;268;11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;44;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;46;54;36;39;12;60;62;29;6;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32
11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;46;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32;39;264
39;264;11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;9;34;1;24;53;59;46;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32
11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;46;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32;39;264
40;264;11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;46;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32
11;31;5;20;21;8;57;47;50;4;14;26;64;15;49;56;37;3;13;6;61;17;35;19;23;10;7;33;2;30;41;38;46;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32;40;284
40;264;11;31;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;46;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32
11;46;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32;40;264
40;264;11;46;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;63;58;42;18;43;51;32
11;46;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;32;58;42;18;43;51;63;40;264
40;264;11;46;5;20;21;8;57;47;50;4;14;26;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;16;25;22;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;26;25;22;32;58;42;18;43;51;63;40;264
40;264;11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;44;27;45;40;52;48;55;28;26;25;22;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;52;27;45;40;44;48;55;28;26;25;22;32;58;42;18;43;51;63;40;264
40;264;11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;52;27;45;40;44;48;55;28;26;25;22;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63;40;264
40;264;11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;56;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;1;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;1;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63;40;262
40;262;11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;1;37;3;13;6;49;17;35;19;23;10;7;33;2;30;41;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;1;37;3;13;6;49;17;35;19;23;10;7;33;41;30;2;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63;40;262
40;262;11;46;5;20;21;8;57;47;50;4;14;16;64;15;61;1;37;3;13;6;49;17;35;19;23;10;7;33;41;30;2;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;17;14;16;64;15;61;1;37;3;13;6;49;4;35;19;23;10;7;33;41;30;2;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63;40;256
40;256;11;46;5;20;21;8;57;47;50;17;14;16;64;15;61;1;37;3;13;6;49;4;35;19;23;10;7;33;41;30;2;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63
11;46;5;20;21;8;57;47;50;17;14;16;64;15;41;1;37;3;13;6;49;4;35;19;23;10;7;33;61;30;2;38;31;34;56;24;53;59;9;54;36;39;12;60;62;29;22;27;45;40;44;48;55;28;26;25;52;32;58;42;18;43;51;63;40;264
