"X1";"X254";"X31";"X62";"X40";"X53";"X37";"X41";"X61";"X18";"X17";"X22";"X50";"X8";"X55";"X38";"X16";"X47";"X9";"X49";"X2";"X63";"X46";"X35";"X57";"X24";"X25";"X29";"X15";"X30";"X3";"X58";"X23";"X43";"X4";"X10";"X60";"X21";"X14";"X28";"X64";"X27";"X1.1";"X6";"X5";"X36";"X42";"X48";"X45";"X54";"X12";"X44";"X32";"X39";"X52";"X13";"X51";"X11";"X34";"X59";"X33";"X7";"X56";"X20";"X19";"X26"
27;288;21;35;31;26;30;37;39;64;20;33;45;48;22;50;58;8;12;54;56;43;3;47;17;53;27;60;46;52;55;6;36;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32
21;35;31;26;30;37;39;64;20;33;45;48;22;50;58;56;12;54;8;43;3;47;17;53;27;60;46;52;55;6;36;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32;27;300
27;300;21;35;31;26;30;37;39;64;20;33;45;48;22;50;58;56;12;54;8;43;3;47;17;53;27;60;46;52;55;6;36;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32
21;35;31;26;30;37;39;64;20;33;45;48;22;36;58;56;12;54;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32;27;304
27;304;21;35;31;26;30;37;39;64;20;33;45;48;22;36;58;56;12;54;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32
21;35;54;26;30;37;39;64;20;33;45;48;22;36;58;56;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32;27;300
27;300;21;35;54;26;30;37;39;64;20;33;45;48;22;36;58;56;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;1;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32
21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;56;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;58;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32;27;292
27;292;21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;56;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;58;24;62;61;40;19;63;29;18;44;5;34;10;7;15;9;11;32
21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;56;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;44;5;34;61;7;15;9;11;32;27;292
27;292;21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;56;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;49;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;44;5;34;61;7;15;9;11;32
21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;49;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;56;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;44;5;34;61;7;15;9;11;32;27;296
27;296;21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;49;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;38;56;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;44;5;34;61;7;15;9;11;32
21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;49;56;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;44;5;34;61;7;15;9;11;32;27;296
27;296;21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;49;56;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;44;5;34;61;7;15;9;11;32
21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;44;56;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32;27;296
27;296;21;35;54;26;30;37;39;64;20;33;45;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;44;56;2;4;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;45;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32;27;296
27;296;21;4;54;26;30;37;39;64;20;33;45;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;6;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;6;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;45;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32;27;292
28;292;21;4;54;26;30;37;39;64;20;33;6;48;22;36;1;38;12;31;8;43;3;47;17;53;27;60;46;52;55;45;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;58;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;8;43;3;47;17;53;27;60;46;52;55;45;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;1;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32;28;300
28;300;21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;8;43;3;47;17;53;27;60;46;52;55;45;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;1;24;62;10;40;19;63;29;18;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;55;45;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;1;24;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32;28;300
28;300;21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;55;45;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;1;24;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;1;24;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32;28;292
28;292;21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;56;2;35;57;51;14;13;23;28;25;1;24;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;24;2;35;57;51;14;13;23;28;25;1;56;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32;28;292
28;292;21;4;54;26;30;37;39;64;20;33;6;48;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;24;2;35;57;51;14;13;23;28;25;1;56;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;6;13;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;24;2;35;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32;28;292
28;292;21;4;54;26;30;37;39;64;20;33;6;13;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;24;2;35;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;35;13;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32;28;280
28;280;21;4;54;26;30;37;39;64;20;33;35;13;22;36;58;38;12;31;18;43;3;47;17;53;27;60;46;52;45;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;34;61;7;15;9;11;32
21;4;54;26;30;37;39;64;20;33;35;13;22;36;58;38;12;31;18;43;3;47;17;53;27;34;46;52;45;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;60;61;7;15;9;11;32;28;280
28;280;21;4;54;26;30;37;39;64;20;33;35;13;22;36;58;38;12;31;18;43;3;47;17;53;27;34;46;52;45;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;60;61;7;15;9;11;32
21;4;54;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;46;52;45;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;60;61;7;15;9;11;32;28;280
28;280;21;4;54;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;46;52;45;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;60;61;7;15;9;11;32
21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;46;52;54;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;60;61;7;15;9;11;32;28;282
28;282;21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;46;52;54;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;49;5;60;61;7;15;9;11;32
21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;46;5;60;61;7;15;9;11;32;28;294
28;294;21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;42;44;24;2;6;57;51;14;48;23;28;25;1;56;62;10;40;19;63;29;8;46;5;60;61;7;15;9;11;32
21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;42;44;24;2;6;57;51;14;48;46;28;25;1;56;62;10;40;19;63;29;8;23;5;60;61;7;15;9;11;32;28;290
28;290;21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;42;44;24;2;6;57;51;14;48;46;28;25;1;56;62;10;40;19;63;29;8;23;5;60;61;7;15;9;11;32
21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;42;44;24;2;6;57;1;14;48;46;28;25;51;56;62;10;40;19;63;29;8;23;5;60;61;7;15;9;11;32;28;290
28;290;21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;42;44;24;2;6;57;1;14;48;46;28;25;51;56;62;10;40;19;63;29;8;23;5;60;61;7;15;9;11;32
21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;29;8;23;5;60;61;7;15;9;11;32;28;294
28;294;21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;17;53;27;34;49;52;54;55;50;59;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;29;8;23;5;60;61;7;15;9;11;32
21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;59;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;17;8;23;5;60;61;7;15;9;11;32;28;294
28;294;21;4;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;59;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;17;8;23;5;60;61;7;15;9;11;32
4;21;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;59;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;17;8;23;5;60;61;7;15;9;11;32;28;294
28;294;4;21;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;59;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;17;8;23;5;60;61;7;15;9;11;32
4;21;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32;28;298
28;298;4;21;45;26;30;37;39;47;20;33;35;13;22;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;28;25;51;56;62;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32
4;21;45;26;30;37;39;47;20;33;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;22;25;51;56;62;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32;28;298
28;298;4;21;45;26;30;37;39;47;20;33;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;22;25;51;56;62;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32
4;21;45;26;30;37;62;47;20;33;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32;28;298
28;298;4;21;45;26;30;37;62;47;20;33;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;49;52;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32
4;21;45;26;30;37;62;47;20;33;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32;28;294
28;294;4;21;45;26;30;37;62;47;20;33;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;44;24;2;6;57;1;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32
4;21;45;26;30;37;62;47;20;1;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;44;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32;28;298
29;298;4;21;45;26;30;37;62;47;20;1;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;44;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;60;59;7;15;9;11;32
4;21;45;26;30;37;62;47;20;60;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;44;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;1;59;7;15;9;11;32;29;290
29;290;4;21;45;26;30;37;62;47;20;60;35;13;28;36;58;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;44;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;1;59;7;15;9;11;32
4;21;45;26;30;37;62;47;20;60;35;13;28;36;44;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;1;59;7;15;9;11;32;29;278
29;278;4;21;45;26;30;37;62;47;20;60;35;13;28;36;44;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;50;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;1;59;7;15;9;11;32
4;21;45;26;30;37;62;50;20;60;35;13;28;36;44;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;1;59;7;15;9;11;32;29;270
29;270;4;21;45;26;30;37;62;50;20;60;35;13;28;36;44;38;12;31;18;43;3;64;29;53;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;56;39;10;40;19;63;17;8;23;5;1;59;7;15;9;11;32
4;21;45;26;30;37;62;50;20;60;35;13;28;36;44;38;12;40;18;43;3;64;29;53;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;56;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;270
29;270;4;21;45;26;30;37;62;50;20;60;35;13;28;36;44;38;12;40;18;43;3;64;29;53;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;56;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;21;45;26;56;37;62;50;20;60;35;13;28;36;44;38;12;40;18;43;3;64;29;53;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;270
29;270;4;21;45;26;56;37;62;50;20;60;35;13;28;36;44;38;12;40;18;43;3;64;29;53;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;21;45;26;56;37;62;50;20;60;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;270
29;270;4;21;45;26;56;37;62;50;20;60;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;51;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;60;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;21;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;270
29;270;4;51;45;26;56;37;62;50;20;60;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;6;57;33;42;48;46;22;25;21;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;60;57;33;42;48;46;22;25;21;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;264
29;264;4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;60;57;33;42;48;46;22;25;21;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;60;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;264
29;264;4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;12;40;18;43;3;64;29;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;60;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;60;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;276
29;276;4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;28;27;34;52;49;54;55;47;61;41;16;14;58;24;2;60;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;54;55;47;61;41;16;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;282
29;282;4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;54;55;47;61;41;16;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;41;54;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32;29;282
29;282;4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;41;54;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;17;8;23;5;1;59;7;15;9;11;32
4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;41;8;23;5;1;59;7;15;9;11;32;29;284
29;284;4;51;45;26;56;37;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;41;8;23;5;1;59;7;15;9;11;32
37;51;45;26;56;4;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;41;8;23;5;1;59;7;15;9;11;32;29;276
29;276;37;51;45;26;56;4;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;14;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;19;63;41;8;23;5;1;59;7;15;9;11;32
37;51;45;26;56;4;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;41;8;23;5;1;59;7;15;9;11;32;29;270
29;270;37;51;45;26;56;4;62;50;20;6;35;13;53;36;44;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;41;8;23;5;1;59;7;15;9;11;32
37;51;45;26;56;4;62;50;20;6;35;13;53;36;41;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;1;59;7;15;9;11;32;29;278
29;278;37;51;45;26;56;4;62;50;20;6;35;13;53;36;41;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;1;59;7;15;9;11;32
37;50;45;26;56;4;62;51;20;6;35;13;53;36;41;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;1;59;7;15;9;11;32;29;286
29;278;37;51;45;26;56;4;62;50;20;6;35;13;53;36;41;38;29;40;18;43;3;64;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;1;59;7;15;9;11;32
37;51;45;26;56;4;62;50;20;6;35;13;53;36;41;38;29;40;18;43;3;1;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;32;29;278
29;278;37;51;45;26;56;4;62;50;20;6;35;13;53;36;41;38;29;40;18;43;3;1;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;2;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;32
37;51;45;26;56;4;62;2;20;6;35;13;53;36;41;38;29;40;18;43;3;1;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;50;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;32;29;270
29;270;37;51;45;26;56;4;62;2;20;6;35;13;53;36;41;38;29;40;18;43;3;1;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;50;28;57;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;32
37;51;45;26;56;4;62;2;20;6;35;13;53;36;41;38;29;40;18;43;3;1;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;50;28;32;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;57;29;270
30;270;37;51;45;26;56;4;62;2;20;6;35;13;53;36;41;38;29;40;18;43;3;1;12;60;27;34;52;49;16;55;47;61;17;54;19;58;24;50;28;32;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;57
37;51;45;26;56;4;62;2;20;6;27;13;53;36;41;38;29;40;18;43;3;1;12;60;35;34;52;49;16;55;47;61;17;54;19;58;24;50;28;32;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;57;30;270
30;270;37;51;45;26;56;4;62;2;20;6;27;13;53;36;41;38;29;40;18;43;3;1;12;60;35;34;52;49;16;55;47;61;17;54;19;58;24;50;28;32;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;5;64;59;7;15;9;11;57
5;51;45;26;56;4;62;2;20;6;27;13;53;36;41;38;29;40;18;43;3;1;12;60;35;34;52;49;16;55;47;61;17;54;19;58;24;50;28;32;33;21;48;46;22;25;42;30;39;10;31;14;63;44;8;23;37;64;59;7;15;9;11;57;30;270
