"X1";"X264";"X6";"X64";"X54";"X1.1";"X50";"X45";"X38";"X52";"X51";"X4";"X19";"X18";"X59";"X2";"X31";"X56";"X63";"X57";"X12";"X17";"X49";"X33";"X30";"X24";"X14";"X27";"X21";"X15";"X53";"X55";"X43";"X29";"X61";"X39";"X13";"X48";"X32";"X58";"X26";"X34";"X62";"X25";"X7";"X36";"X41";"X47";"X9";"X40";"X42";"X11";"X23";"X60";"X5";"X16";"X44";"X28";"X10";"X46";"X35";"X37";"X3";"X8";"X22";"X20"
50;63;43;26;15;23;58;52;30;57;44;61;55;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;1;42;19;45;32;4;5;38;59;7;10;21;6;48;22;34;46;62;64;14;13;35;47;51;27;49;3;36;56;36;304
36;304;50;63;43;26;15;23;58;52;30;57;44;61;55;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;1;42;19;45;32;4;5;38;59;7;10;21;6;48;22;34;46;62;64;14;13;35;47;51;27;49;3;36;56
50;63;43;26;15;23;58;52;30;57;44;61;55;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;1;42;19;45;32;4;5;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56;36;304
36;304;50;63;43;26;15;23;58;52;30;57;44;61;55;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;1;42;19;45;32;4;5;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56
50;63;43;26;15;23;58;52;30;55;44;61;57;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;1;42;19;45;32;4;5;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56;36;308
36;308;50;63;43;26;15;23;58;52;30;55;44;61;57;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;1;42;19;45;32;4;5;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56
50;63;43;26;15;23;58;52;30;55;44;61;57;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56;36;308
36;308;50;63;43;26;15;23;58;52;30;55;44;61;57;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56
50;63;43;26;15;23;57;52;30;55;44;61;58;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56;36;308
36;308;50;63;43;26;15;23;57;52;30;55;44;61;58;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;46;62;64;14;13;35;34;51;27;49;3;36;56
50;63;43;26;15;23;57;52;30;55;44;61;58;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56;36;308
36;308;50;63;43;26;15;23;57;52;30;55;44;61;58;54;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56
50;63;43;26;15;23;57;54;30;55;44;61;58;52;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56;36;308
37;308;50;63;43;26;15;23;57;54;30;55;44;61;58;52;25;28;37;16;39;24;31;33;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56
50;63;43;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56;37;306
37;306;50;63;43;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;40;11;41;9;8;5;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56
50;63;5;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;40;11;41;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56;37;302
37;302;50;63;5;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;40;11;41;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;46;27;49;3;36;56
50;63;5;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;46;11;41;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;40;27;49;3;36;56;37;302
37;302;50;63;5;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;46;11;41;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;40;27;49;3;36;56
50;63;5;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;46;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;41;27;49;3;36;56;37;294
37;294;50;63;5;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;46;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;41;27;49;3;36;56
50;63;46;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;41;27;49;3;36;56;37;296
37;296;50;63;46;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;17;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;41;27;49;3;36;56
50;63;46;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;56;37;296
37;296;50;63;46;26;15;23;57;54;30;55;44;61;58;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;56
50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;56;37;292
37;292;50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;16;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;56
50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;16;37;292
37;292;50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;21;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;16
50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;16;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;21;37;292
37;292;50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;40;9;8;43;42;19;45;32;4;1;38;59;7;10;16;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;21;37;292
37;292;50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;33;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;47;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;47;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;292
37;292;50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;47;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;11;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;47;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;288
37;288;50;63;46;26;15;23;57;58;30;55;44;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;53;41;29;5;47;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;41;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;53;44;29;5;47;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;284
37;284;50;63;46;26;15;23;57;58;30;55;41;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;53;44;29;5;47;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;41;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;44;29;53;47;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;284
37;284;50;63;46;26;15;23;57;58;30;55;41;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;44;29;53;47;7;9;8;43;42;19;45;32;4;1;38;59;40;10;16;6;48;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;41;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;44;29;53;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;288
37;288;50;63;46;26;15;23;57;58;30;55;41;61;54;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;44;29;53;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;41;61;44;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;54;29;53;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;288
37;288;50;63;46;26;15;23;57;58;30;55;41;61;44;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;54;29;53;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;41;61;53;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21;37;288
37;288;50;63;46;26;15;23;57;58;30;55;41;61;53;52;25;11;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;13;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;55;41;61;53;52;25;13;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;11;35;34;17;27;49;3;36;21;37;288
37;288;50;63;46;26;15;23;57;58;30;55;41;61;53;52;25;13;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;4;1;38;59;40;10;16;6;8;22;33;51;62;64;14;11;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;4;41;61;53;52;25;13;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;40;10;16;6;8;22;33;51;62;64;14;11;35;34;17;27;49;3;36;21;37;288
37;288;50;63;46;26;15;23;57;58;30;4;41;61;53;52;25;13;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;40;10;16;6;8;22;33;51;62;64;14;11;35;34;17;27;49;3;36;21
50;63;46;26;15;23;57;58;30;4;41;61;53;52;25;13;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;40;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;37;288
38;288;50;63;46;26;15;23;57;58;30;4;41;61;53;52;25;13;37;56;39;24;31;28;2;18;20;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;40;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;4;41;61;53;52;25;13;37;56;39;24;31;28;2;18;30;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;40;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;288
38;288;50;63;46;26;15;23;57;58;20;4;41;61;53;52;25;13;37;56;39;24;31;28;2;18;30;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;40;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;13;37;56;39;24;31;28;2;18;30;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;4;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;292
38;292;50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;13;37;56;39;24;31;28;2;18;30;12;60;5;54;29;44;47;7;9;48;43;42;19;45;32;55;1;38;59;4;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;12;60;5;54;29;44;47;7;9;48;43;42;19;13;32;55;1;38;59;4;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;298
38;298;50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;12;60;5;54;29;44;47;7;9;48;43;42;19;13;32;55;1;38;59;4;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;12;60;54;5;29;44;47;7;9;48;43;42;19;13;32;55;1;38;59;4;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;302
38;302;50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;12;60;54;5;29;44;47;7;9;48;43;42;19;13;32;55;1;38;59;4;10;16;6;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;12;60;54;5;29;44;47;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;300
38;300;50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;12;60;54;5;29;44;47;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;60;54;5;29;44;12;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;302
38;302;50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;60;54;5;29;44;12;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;12;54;5;29;44;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;286
38;286;50;63;46;26;15;23;57;58;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;12;54;5;29;44;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;44;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;12;54;5;29;58;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33;38;282
38;282;50;63;46;26;15;23;57;44;20;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;12;54;5;29;58;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;35;34;17;27;49;3;36;33
50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;12;54;5;29;58;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;20;34;17;27;49;3;36;33;38;282
38;282;50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;47;12;54;5;29;58;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;62;64;14;11;20;34;17;27;49;3;36;33
50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;62;12;54;5;29;58;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;27;49;3;36;33;38;282
38;282;50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;62;12;54;5;29;58;60;7;9;6;43;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;27;49;3;36;33
50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;27;49;3;36;33;38;286
38;286;50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;24;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;27;49;3;36;33
50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;49;3;36;33;38;288
38;288;50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;39;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;49;3;36;33
50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;49;3;39;33;38;280
38;280;50;63;46;26;15;23;57;44;35;40;41;61;53;52;25;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;49;3;39;33
53;63;46;26;15;23;57;44;35;40;41;61;50;52;25;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;49;3;39;33;38;280
38;280;53;63;46;26;15;23;57;44;35;40;41;61;50;52;25;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;49;3;39;33
53;63;46;26;15;23;57;44;35;40;41;61;50;52;25;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;33;3;39;49;38;280
38;280;53;63;46;26;15;23;57;44;35;40;41;61;50;52;25;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;51;47;64;14;11;20;34;17;24;33;3;39;49
53;63;46;26;15;23;57;44;35;40;41;61;50;52;51;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;34;17;24;33;3;39;49;38;258
38;258;53;63;46;26;15;23;57;44;35;40;41;61;50;52;51;45;37;56;36;27;31;28;2;18;30;62;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;34;17;24;33;3;39;49
53;63;46;26;15;23;57;44;35;40;41;61;50;52;51;45;37;56;36;27;31;28;2;18;30;34;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49;38;258
38;258;53;63;46;26;15;23;57;44;35;40;41;61;50;52;51;45;37;56;36;27;31;28;2;18;30;34;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49
53;63;35;26;15;23;57;44;46;40;41;61;50;52;51;45;37;56;36;27;31;28;2;18;30;34;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49;38;262
38;262;53;63;35;26;15;23;57;44;46;40;41;61;50;52;51;45;37;56;36;27;31;28;2;18;30;34;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49
53;63;52;26;15;23;57;44;46;40;41;61;50;35;51;45;37;56;36;27;31;28;2;18;30;34;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49;38;258
38;258;53;63;52;26;15;23;57;44;46;40;41;61;50;35;51;45;37;56;36;27;31;28;2;18;30;34;12;54;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49
53;63;52;26;15;23;57;44;46;40;41;61;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49;38;254
39;254;53;63;52;26;15;23;57;44;46;40;41;61;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49
53;61;52;26;15;23;57;44;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49;39;254
39;254;53;61;52;26;15;23;57;44;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;42;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;20;62;17;24;33;3;39;49
53;61;52;26;15;23;57;44;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;20;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;42;62;17;24;33;3;39;49;39;262
39;262;53;61;52;26;15;23;57;44;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;20;19;13;32;55;1;38;59;4;10;16;48;8;22;21;25;47;64;14;11;42;62;17;24;33;3;39;49
53;61;52;26;15;23;57;44;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;20;19;13;32;55;1;8;59;4;10;16;48;38;22;21;25;47;64;14;11;42;62;17;24;33;3;39;49;39;262
39;262;53;61;52;26;15;23;57;44;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;20;19;13;32;55;1;8;59;4;10;16;48;38;22;21;25;47;64;14;11;42;62;17;24;33;3;39;49
53;61;52;26;15;23;57;25;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;20;19;13;32;55;1;8;59;4;10;16;48;38;22;21;44;47;64;14;11;42;62;17;24;33;3;39;49;39;278
39;278;53;61;52;26;15;23;57;25;46;40;41;63;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;6;60;20;19;13;32;55;1;8;59;4;10;16;48;38;22;21;44;47;64;14;11;42;62;17;24;33;3;39;49
53;61;52;26;15;23;57;25;46;40;41;6;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;63;60;20;19;13;32;55;1;8;59;4;10;16;48;38;22;21;44;47;64;14;11;42;62;17;24;33;3;39;49;39;280
39;280;53;61;52;26;15;23;57;25;46;40;41;6;50;35;51;45;37;56;36;27;31;54;2;18;30;34;12;28;5;29;58;43;7;9;63;60;20;19;13;32;55;1;8;59;4;10;16;48;38;22;21;44;47;64;14;11;42;62;17;24;33;3;39;49
