"X1";"X302";"X14";"X18";"X37";"X53";"X30";"X50";"X9";"X24";"X29";"X58";"X49";"X5";"X57";"X7";"X12";"X62";"X8";"X41";"X43";"X13";"X34";"X44";"X35";"X48";"X32";"X39";"X21";"X4";"X20";"X52";"X40";"X11";"X19";"X2";"X38";"X61";"X42";"X6";"X60";"X51";"X17";"X59";"X31";"X26";"X45";"X1.1";"X3";"X47";"X15";"X27";"X22";"X56";"X63";"X46";"X33";"X23";"X28";"X36";"X64";"X55";"X16";"X54";"X10";"X25"
43;9;64;59;20;27;55;39;52;25;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;58;48;1;32;41;12;42;29;51;2;35;7;23;26;50;28;11;15;19;53;21;30;36;17;49;8;38;56;61;3;16;47;31;35;286
35;286;43;9;64;59;20;27;55;39;52;25;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;58;48;1;32;41;12;42;29;51;2;35;7;23;26;50;28;11;15;19;53;21;30;36;17;49;8;38;56;61;3;16;47;31
43;9;64;59;20;27;55;39;52;25;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;58;48;1;32;30;12;42;29;51;2;35;7;23;26;50;28;11;15;19;53;21;41;36;17;49;8;38;56;61;3;16;47;31;35;286
35;286;43;9;64;59;20;27;55;39;52;25;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;58;48;1;32;30;12;42;29;51;2;35;7;23;26;50;28;11;15;19;53;21;41;36;17;49;8;38;56;61;3;16;47;31
43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;25;48;1;32;30;12;42;29;51;2;35;7;23;26;50;28;11;15;19;53;21;41;36;17;49;8;38;56;61;3;16;47;31;35;282
35;282;43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;25;48;1;32;30;12;42;29;51;2;35;7;23;26;50;28;11;15;19;53;21;41;36;17;49;8;38;56;61;3;16;47;31
43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;21;41;36;17;49;8;38;56;61;3;16;47;31;35;300
35;300;43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;60;22;57;4;45;5;13;14;40;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;21;41;36;17;49;8;38;56;61;3;16;47;31
43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;3;22;57;4;45;5;13;14;40;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;21;41;36;17;49;8;38;56;61;60;16;47;31;35;312
35;312;43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;3;22;57;4;45;5;13;14;40;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;21;41;36;17;49;8;38;56;61;60;16;47;31
43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;3;22;57;4;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;21;41;36;17;49;8;38;56;61;60;16;47;31;35;296
35;296;43;9;64;59;20;27;55;39;52;58;44;24;10;6;18;37;62;63;33;3;22;57;4;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;21;41;36;17;49;8;38;56;61;60;16;47;31
43;9;64;59;20;27;55;39;52;58;44;24;21;6;18;37;62;63;33;3;22;57;4;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;10;41;36;17;49;8;38;56;61;60;16;47;31;35;296
35;296;43;9;64;59;20;27;55;39;52;58;44;24;21;6;18;37;62;63;33;3;22;57;4;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;10;41;36;17;49;8;38;56;61;60;16;47;31
43;9;64;59;20;27;55;39;52;58;44;24;21;6;18;37;62;63;33;3;22;57;4;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;35;296
35;296;43;9;64;59;20;27;55;39;52;58;44;24;21;6;18;37;62;63;33;3;22;57;4;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;39;52;58;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;35;296
36;296;43;9;64;59;4;27;55;39;52;58;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;40;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;58;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;39;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;280
36;280;43;9;64;59;4;27;55;40;52;58;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;39;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;26;50;28;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;58;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;39;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;280
36;280;43;9;64;59;4;27;55;40;52;58;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;39;14;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;39;58;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;288
36;288;43;9;64;59;4;27;55;40;52;14;44;24;21;6;18;37;62;63;33;3;22;57;20;45;5;13;39;58;54;46;34;25;48;1;32;30;12;42;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;57;20;45;5;13;39;58;54;46;34;25;48;1;32;21;12;42;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;288
36;288;43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;57;20;45;5;13;39;58;54;46;34;25;48;1;32;21;12;42;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;57;20;45;42;13;39;58;54;46;34;25;48;1;32;21;12;5;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;288
36;288;43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;57;20;45;42;13;39;58;54;46;34;25;48;1;32;21;12;5;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;63;37;62;18;33;3;22;57;20;45;42;13;39;58;54;46;34;25;48;1;32;21;12;5;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;302
36;288;43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;57;20;45;42;13;39;58;54;46;34;25;48;1;32;21;12;5;19;51;2;35;7;23;28;50;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;50;20;45;42;13;39;58;54;46;34;25;48;1;32;21;12;5;19;51;2;35;7;23;28;57;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;292
36;292;43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;50;20;45;42;13;39;58;54;46;34;25;48;1;32;21;12;5;19;51;2;35;7;23;28;57;26;11;15;29;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;50;20;45;42;13;39;58;54;46;34;25;48;1;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;47;31;36;292
36;292;43;9;64;59;4;27;55;40;52;14;44;24;30;6;18;37;62;63;33;3;22;50;20;45;42;13;39;58;54;46;34;25;48;1;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;47;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;47;37;62;63;33;3;22;50;20;45;42;13;39;58;54;46;34;25;48;1;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;18;31;36;292
36;292;43;9;64;59;4;27;55;40;52;14;44;24;30;6;47;37;62;63;33;3;22;50;20;45;42;13;39;58;54;46;34;25;48;1;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;18;31
43;9;64;59;4;27;55;40;52;14;44;24;30;6;47;37;62;63;33;3;22;50;20;45;42;13;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;18;31;36;304
36;304;43;9;64;59;4;27;55;40;52;14;44;24;30;6;47;37;62;63;33;3;22;50;20;45;42;13;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;18;31
43;9;64;59;4;27;55;40;52;14;44;24;30;13;47;37;62;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;18;31;36;296
36;296;43;9;64;59;4;27;55;40;52;14;44;24;30;13;47;37;62;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;41;36;17;49;8;38;56;61;60;10;18;31
43;9;64;59;4;27;55;40;52;14;44;24;30;13;47;37;41;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;62;36;17;49;8;38;56;61;60;10;18;31;36;284
36;284;43;9;64;59;4;27;55;40;52;14;44;24;30;13;47;37;41;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;62;36;17;49;8;38;56;61;60;10;18;31
43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;37;41;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;62;36;17;49;8;38;13;61;60;10;18;31;36;292
36;292;43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;37;41;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;19;51;2;35;7;23;28;57;26;11;15;21;53;16;62;36;17;49;8;38;13;61;60;10;18;31
43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;37;41;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;23;28;57;26;11;15;21;53;16;62;36;17;49;8;38;13;61;60;10;18;19;36;292
36;292;43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;37;41;63;33;3;22;50;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;23;28;57;26;11;15;21;53;16;62;36;17;49;8;38;13;61;60;10;18;19
43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;37;41;63;33;3;22;23;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;11;15;21;53;16;62;36;17;49;8;38;13;61;60;10;18;19;36;284
36;284;43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;37;41;63;33;3;22;23;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;11;15;21;53;16;62;36;17;49;8;38;13;61;60;10;18;19
43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;11;15;21;53;16;62;37;17;49;8;38;13;61;60;10;18;19;36;284
36;284;43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;20;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;11;15;21;53;16;62;37;17;49;8;38;13;61;60;10;18;19
43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;20;15;21;53;16;62;37;17;49;8;38;13;61;60;10;18;19;36;284
36;284;43;9;64;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;20;15;21;53;16;62;37;17;49;8;38;13;61;60;10;18;19
43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;38;13;61;60;10;18;19;36;278
36;278;43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;51;2;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;38;13;61;60;10;18;19
43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;38;13;61;60;10;18;19;36;278
36;278;43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;38;13;61;60;10;18;19
43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;19;36;278
37;278;43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;63;33;3;22;23;11;45;42;6;39;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;19
43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;39;33;3;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;19;37;270
37;270;43;9;53;59;4;27;55;40;52;14;44;24;30;56;47;36;41;39;33;3;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;19
43;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;3;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;19;37;270
37;270;43;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;3;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;19
43;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;3;37;264
37;264;43;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;28;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;3
28;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;3;37;264
37;264;28;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;23;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;13;61;60;38;18;3
28;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3;37;270
37;270;28;9;53;59;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;46;32;29;12;5;31;2;51;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3
28;9;53;46;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;59;32;29;12;5;31;2;51;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3;37;278
37;278;28;9;53;46;4;27;55;40;52;24;44;14;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;59;32;29;12;5;31;2;51;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3
28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;59;32;29;12;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3;37;278
37;278;28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;59;32;29;12;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3
28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;59;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3;37;270
37;270;28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;59;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3
28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;42;6;63;58;54;1;34;25;48;59;32;29;12;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3;37;278
37;270;28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;59;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;8;10;23;61;60;38;18;3
28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;8;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;59;10;23;61;60;38;18;3;37;270
37;270;28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;8;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;62;37;17;49;59;10;23;61;60;38;18;3
28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;8;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;10;23;61;60;38;18;62;37;270
37;270;28;9;53;46;4;27;55;40;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;8;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;10;23;61;60;38;18;62
28;9;53;46;4;40;55;27;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;8;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;10;23;61;60;38;18;62;37;270
37;270;28;9;53;46;4;40;55;27;52;24;44;51;30;56;47;36;41;39;33;19;22;13;11;45;12;6;63;58;54;1;34;25;48;8;32;29;42;5;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;10;23;61;60;38;18;62
28;9;53;46;4;40;55;27;52;24;44;51;30;56;47;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;10;23;61;60;38;18;62;37;270
37;270;28;9;53;46;4;40;55;27;52;24;44;51;30;56;47;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;10;23;61;60;38;18;62
28;9;53;46;4;40;55;27;52;24;44;51;30;56;10;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;47;23;61;60;38;18;62;37;274
37;274;28;9;53;46;4;40;55;27;52;24;44;51;30;56;10;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;15;21;64;16;3;37;17;49;59;47;23;61;60;38;18;62
28;9;53;46;4;40;55;15;52;24;44;51;30;56;10;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;21;64;16;3;37;17;49;59;47;23;61;60;38;18;62;37;278
37;278;28;9;53;46;4;40;55;15;52;24;44;51;30;56;10;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;21;64;16;3;37;17;49;59;47;23;61;60;38;18;62
28;9;53;46;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;56;64;16;3;37;17;49;59;47;23;61;60;38;18;62;37;278
37;278;28;9;53;46;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;58;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;56;64;16;3;37;17;49;59;47;23;61;60;38;18;62
28;9;53;46;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;56;64;16;3;58;17;49;59;47;23;61;60;38;18;62;37;278
37;278;28;9;53;46;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;56;64;16;3;58;17;49;59;47;23;61;60;38;18;62
28;9;53;46;4;40;55;15;52;24;44;51;30;21;10;36;49;39;33;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;56;64;16;3;58;17;41;59;47;23;61;60;38;18;62;37;282
37;278;28;9;53;46;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;56;64;16;3;58;17;49;59;47;23;61;60;38;18;62
28;9;53;56;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;46;64;16;3;58;17;49;59;47;23;61;60;38;18;62;37;266
37;266;28;9;53;56;4;40;55;15;52;24;44;51;30;21;10;36;41;39;33;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;46;64;16;3;58;17;49;59;47;23;61;60;38;18;62
28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;46;64;16;3;58;17;49;59;47;23;61;60;38;18;62;37;266
38;266;28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;50;43;57;26;20;27;46;64;16;3;58;17;49;59;47;23;61;60;38;18;62
28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;16;43;57;26;20;27;46;64;50;3;58;17;49;59;47;23;61;60;38;18;62;38;266
38;266;28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;54;1;34;25;48;8;32;29;42;11;31;2;14;35;7;16;43;57;26;20;27;46;64;50;3;58;17;49;59;47;23;61;60;38;18;62
28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;50;1;34;25;48;8;32;29;42;11;31;2;14;35;7;16;43;57;26;20;27;46;64;54;3;58;17;49;59;47;23;61;60;38;18;62;38;266
38;266;28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;50;1;34;25;48;8;32;29;42;11;31;2;14;35;7;16;43;57;26;20;27;46;64;54;3;58;17;49;59;47;23;61;60;38;18;62
28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;50;1;34;25;48;58;32;29;42;11;31;2;14;35;7;16;43;57;26;20;27;46;64;54;3;8;17;49;59;47;23;61;60;38;18;62;38;266
38;266;28;9;53;56;4;40;55;33;52;24;44;51;30;21;10;36;41;39;15;19;22;13;5;45;12;6;63;37;50;1;34;25;48;58;32;29;42;11;31;2;14;35;7;16;43;57;26;20;27;46;64;54;3;8;17;49;59;47;23;61;60;38;18;62
