"X1";"X256";"X21";"X39";"X58";"X8";"X31";"X61";"X6";"X25";"X15";"X24";"X29";"X56";"X60";"X42";"X32";"X51";"X9";"X11";"X63";"X19";"X35";"X64";"X62";"X3";"X7";"X54";"X30";"X52";"X17";"X45";"X5";"X10";"X27";"X44";"X33";"X49";"X53";"X1.1";"X14";"X40";"X26";"X2";"X36";"X48";"X57";"X28";"X43";"X50";"X18";"X47";"X16";"X23";"X55";"X13";"X34";"X38";"X46";"X4";"X41";"X37";"X20";"X12";"X22";"X59"
32;246;4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;6;41;13;24;19;40;18;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;12;17;51;30;11;57
4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;24;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;12;17;51;30;11;57;32;246
32;246;4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;24;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;12;17;51;30;11;57
4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;24;19;40;6;23;48;43;52;34;10;1;63;36;16;7;32;44;22;27;39;25;8;38;37;15;53;26;64;29;20;49;12;17;51;30;11;57;32;258
32;246;4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;24;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;12;17;51;30;11;57
4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;24;17;51;30;11;57;32;254
32;254;4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;24;17;51;30;11;57
4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;51;14;5;56;28;18;41;13;12;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;24;17;21;30;11;57;32;264
32;254;4;59;58;62;45;9;47;55;33;46;60;3;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;6;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;24;17;51;30;11;57
4;59;58;62;45;9;47;55;33;46;60;6;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;24;17;51;30;11;57;32;254
32;254;4;59;58;62;45;9;47;55;33;46;60;6;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;15;53;26;64;29;20;49;24;17;51;30;11;57
4;59;58;15;45;9;47;55;33;46;60;6;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57;32;258
32;258;4;59;58;15;45;9;47;55;33;46;60;6;31;42;50;61;54;35;2;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57
2;59;58;15;45;9;47;55;33;46;60;6;31;42;50;61;54;35;4;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57;32;262
32;262;2;59;58;15;45;9;47;55;33;46;60;6;31;42;50;61;54;35;4;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57
2;59;58;15;45;9;47;55;33;46;4;6;31;42;50;61;54;35;60;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57;32;262
33;262;2;59;58;15;45;9;47;55;33;46;4;6;31;42;50;61;54;35;60;21;14;5;56;28;18;41;13;12;19;40;3;23;48;27;52;34;10;1;63;36;16;7;32;44;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57
2;59;58;15;45;9;47;55;33;46;4;6;31;42;50;61;54;35;60;21;14;5;56;28;18;41;13;12;19;40;3;44;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57;33;288
33;288;2;59;58;15;45;9;47;55;33;46;4;6;31;42;50;61;54;35;60;21;14;5;56;28;18;41;13;12;19;40;3;44;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57
2;59;58;15;45;9;44;55;33;46;4;6;31;42;50;61;54;35;60;21;14;5;56;28;18;41;13;12;19;40;3;47;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57;33;292
33;292;2;59;58;15;45;9;44;55;33;46;4;6;31;42;50;61;54;35;60;21;14;5;56;28;18;41;13;12;19;40;3;47;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57
2;59;58;15;45;9;44;55;33;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;47;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57;33;280
33;280;2;59;58;15;45;9;44;55;33;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;47;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;57
2;59;58;15;45;9;44;55;33;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;47;33;282
33;282;2;59;58;15;45;9;44;55;33;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;47
2;59;33;15;45;9;44;55;58;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;47;33;280
33;280;2;59;33;15;45;9;44;55;58;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;53;26;64;29;20;49;24;17;51;30;11;47
2;59;33;53;45;9;44;55;58;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;15;26;64;29;20;49;24;17;51;30;11;47;33;276
33;276;2;59;33;53;45;9;44;55;58;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;15;26;64;29;20;49;24;17;51;30;11;47
2;59;33;53;45;9;44;55;58;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47;33;276
33;276;2;59;33;53;45;9;44;55;58;46;4;6;31;42;50;13;54;35;60;21;14;5;56;28;18;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47
2;59;33;53;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47;33;276
33;276;2;59;33;53;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;12;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;23;22;43;39;25;8;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47
2;59;33;53;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;23;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;8;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47;33;252
33;252;2;59;33;53;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;23;19;40;3;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;8;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47
2;59;33;53;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;23;19;40;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47;33;252
33;252;2;59;33;53;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;23;19;40;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47
2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47;33;252
33;252;2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;60;21;14;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47
2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;14;21;60;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47;33;252
33;252;2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;14;21;60;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;62;15;26;64;29;20;17;24;49;51;30;11;47
2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;14;21;60;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;26;64;29;20;17;24;62;51;30;11;47;33;252
33;252;2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;14;21;60;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;26;64;29;20;17;24;62;51;30;11;47
2;59;33;40;45;9;44;55;58;46;4;18;31;21;50;13;54;35;14;42;60;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;26;64;29;20;17;24;62;51;30;11;47;33;266
33;252;2;59;33;40;45;9;44;55;58;46;4;18;31;42;50;13;54;35;14;21;60;5;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;26;64;29;20;17;24;62;51;30;11;47
2;59;33;40;45;9;44;55;58;46;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;26;64;29;20;17;24;62;51;30;11;47;33;272
33;272;2;59;33;40;45;9;44;55;58;46;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;26;64;29;20;17;24;62;51;30;11;47
2;59;33;40;45;9;44;55;58;26;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;46;64;29;20;17;24;62;51;30;11;47;33;276
33;276;2;59;33;40;45;9;44;55;58;26;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;52;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;46;64;29;20;17;24;62;51;30;11;47
2;59;33;40;45;9;44;55;58;26;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;46;64;29;20;17;24;62;51;52;11;47;33;276
33;276;2;59;33;40;45;9;44;55;58;26;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;12;22;43;39;25;3;38;37;49;15;46;64;29;20;17;24;62;51;52;11;47
2;59;33;40;45;9;44;55;58;26;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47;33;276
33;276;2;59;33;40;45;9;44;55;58;26;4;18;31;5;50;13;54;35;14;21;60;42;56;28;6;41;61;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;55;58;26;28;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;61;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47;33;276
33;276;2;59;33;40;45;9;44;55;58;26;28;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;61;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;55;61;26;28;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47;33;292
34;292;2;59;33;40;45;9;44;55;61;26;28;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;27;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;55;61;27;28;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47;34;300
34;300;2;59;33;40;45;9;44;55;61;27;28;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;22;43;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;55;61;27;43;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;22;28;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47;34;300
34;300;2;59;33;40;45;9;44;55;61;27;43;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;22;28;39;25;3;38;37;49;15;46;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;55;61;27;43;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;22;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47;34;300
34;300;2;59;33;40;45;9;44;55;61;27;43;18;31;5;50;13;54;35;14;21;60;42;56;4;6;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;22;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;55;61;27;43;18;31;5;50;13;54;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;6;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47;34;300
34;300;2;59;33;40;45;9;44;55;61;27;43;18;31;5;50;13;54;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;6;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;54;61;27;43;18;31;5;50;13;55;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;6;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47;34;300
34;300;2;59;33;40;45;9;44;54;61;27;43;18;31;5;50;13;55;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;34;10;1;63;36;16;7;32;17;6;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;34;10;1;18;36;16;7;32;17;6;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47;34;294
34;294;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;34;10;1;18;36;16;7;32;17;6;28;39;25;3;38;37;49;46;15;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;49;10;1;18;36;16;7;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;47;34;294
34;294;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;41;58;23;19;53;8;57;48;26;30;49;10;1;18;36;16;7;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;49;58;23;19;53;8;57;48;26;30;41;10;1;18;36;16;7;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;47;34;294
34;294;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;49;58;23;19;53;8;57;48;26;30;41;10;1;18;36;16;7;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;47
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;49;58;23;19;53;8;57;48;26;30;41;10;1;18;36;16;47;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;7;34;294
34;294;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;56;4;22;49;58;23;19;53;8;57;48;26;30;41;10;1;18;36;16;47;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;7
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;1;18;36;16;47;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;7;34;294
34;294;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;1;18;36;16;47;32;17;6;28;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;7
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;1;18;36;16;47;28;17;6;32;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;7;34;298
34;298;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;1;18;36;16;47;28;17;6;32;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;11;7
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;1;18;36;16;47;28;17;6;32;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;7;11;34;298
34;298;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;1;18;36;16;47;28;17;6;32;39;25;3;38;37;34;46;15;64;29;20;12;24;62;51;52;7;11
2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;6;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11;34;298
34;298;2;59;33;40;45;9;44;54;61;27;43;63;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;6;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11
2;59;33;40;45;9;44;54;61;27;43;6;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11;34;298
34;298;2;59;33;40;45;9;44;54;61;27;43;6;31;5;50;13;55;35;14;21;60;42;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11
2;59;33;40;45;9;44;54;61;27;43;6;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11;34;280
34;280;2;59;33;40;45;9;44;54;61;27;43;6;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;19;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11
2;59;33;40;45;9;19;54;61;27;43;6;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11;34;280
34;280;2;59;33;40;45;9;19;54;61;27;43;6;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;62;51;52;7;11
2;59;33;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;6;51;52;7;11;34;280
34;280;2;59;33;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;56;30;41;10;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;6;51;52;7;11
2;59;33;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;56;30;10;41;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;6;51;52;7;11;34;284
34;284;2;59;33;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;56;30;10;41;64;18;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;6;51;52;7;11
2;59;33;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;18;30;10;41;64;56;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;6;51;52;7;11;34;290
34;290;2;59;33;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;18;30;10;41;64;56;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;1;29;20;12;24;6;51;52;7;11
2;59;1;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;18;30;10;41;64;56;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11;34;292
35;292;2;59;1;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;57;48;18;30;10;41;64;56;36;16;47;28;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11
2;59;1;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;28;48;18;30;10;41;64;56;36;16;47;57;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11;35;290
35;290;2;59;1;40;45;9;19;54;61;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;28;48;18;30;10;41;64;56;36;16;47;57;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11
2;59;1;40;45;9;19;54;64;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;28;48;18;30;10;41;61;56;36;16;47;57;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11;35;290
35;290;2;59;1;40;45;9;19;54;64;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;28;48;18;30;10;41;61;56;36;16;47;57;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11
2;59;1;40;30;9;19;54;64;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;28;48;18;45;10;41;61;56;36;16;47;57;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11;35;288
35;288;2;59;1;40;30;9;19;54;64;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;23;44;53;8;28;48;18;45;10;41;61;56;36;16;47;57;17;63;32;39;25;3;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11
2;59;1;40;30;9;19;54;64;27;43;62;31;5;50;13;42;35;14;21;60;55;26;4;22;49;58;3;44;53;8;28;48;18;45;10;41;61;56;36;16;47;57;17;63;32;39;25;23;38;37;34;46;15;33;29;20;12;24;6;51;52;7;11;35;292
