"X1";"X258";"X24";"X25";"X21";"X10";"X26";"X64";"X34";"X6";"X16";"X11";"X55";"X18";"X13";"X50";"X32";"X12";"X30";"X19";"X40";"X57";"X35";"X61";"X45";"X43";"X3";"X15";"X56";"X60";"X58";"X37";"X5";"X59";"X41";"X28";"X49";"X2";"X38";"X22";"X48";"X33";"X29";"X53";"X54";"X14";"X4";"X42";"X46";"X20";"X1.1";"X39";"X23";"X47";"X51";"X52";"X63";"X8";"X44";"X9";"X62";"X7";"X36";"X31";"X17";"X27"
26;234;42;44;37;47;46;22;7;58;11;5;18;27;26;61;24;51;21;48;50;39;45;16;52;38;12;53;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;56;40;30;13;28;8;23;14;55;2;3;15;20;43;1;54;59;49;31;17;6
42;44;37;47;46;22;7;58;11;5;18;27;26;61;24;51;21;48;50;39;45;16;52;38;12;53;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;56;40;30;13;28;8;23;14;55;2;3;15;20;43;1;54;6;49;31;17;59;26;234
26;234;42;44;37;47;46;22;7;58;11;5;18;27;26;61;24;51;21;48;50;39;45;16;52;38;12;53;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;56;40;30;13;28;8;23;14;55;2;3;15;20;43;1;54;6;49;31;17;59
42;44;37;47;46;22;7;58;11;5;18;27;26;53;24;51;21;48;50;39;45;16;52;38;12;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;56;40;30;13;28;8;23;14;55;2;3;15;20;43;1;54;6;49;31;17;59;26;226
26;226;42;44;37;47;46;22;7;58;11;5;18;27;26;53;24;51;21;48;50;39;45;16;52;38;12;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;56;40;30;13;28;8;23;14;55;2;3;15;20;43;1;54;6;49;31;17;59
42;44;37;47;46;22;7;58;11;5;18;27;26;53;24;51;21;48;50;39;45;16;52;38;12;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;1;54;6;49;31;17;59;26;258
26;258;42;44;37;47;46;22;7;58;11;5;18;27;26;53;24;51;21;48;50;39;45;16;52;38;12;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;1;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;39;45;16;52;38;12;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;7;54;6;49;31;17;59;26;258
26;258;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;39;45;16;52;38;12;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;7;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;45;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;7;54;6;49;31;17;59;26;270
26;270;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;45;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;25;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;7;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;25;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;7;54;6;49;31;17;59;26;264
26;264;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;25;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;15;20;56;7;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;25;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;20;15;56;7;54;6;49;31;17;59;26;264
26;264;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;25;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;41;43;40;30;13;28;8;23;14;55;2;3;20;15;56;7;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;41;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;3;20;15;56;7;54;6;49;31;17;59;26;264
26;264;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;12;41;16;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;3;20;15;56;7;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;3;20;15;56;7;54;6;49;31;17;59;26;260
26;260;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;3;20;15;56;7;54;6;49;31;17;59
42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59;26;260
26;260;42;44;37;47;46;22;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59
42;22;37;47;46;44;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59;26;288
26;288;42;22;37;47;46;44;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59
22;42;37;47;46;44;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59;26;288
27;288;22;42;37;47;46;44;1;58;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;4;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59
22;42;37;47;46;44;1;4;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;58;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59;27;292
27;292;22;42;37;47;46;44;1;4;11;5;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;58;32;19;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59
22;42;37;47;46;44;1;4;11;19;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;58;32;5;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59;27;292
27;292;22;42;37;47;46;44;1;4;11;19;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;58;32;5;10;9;45;36;35;62;25;43;40;30;13;28;8;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59
22;8;37;47;46;44;1;4;11;19;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;58;32;5;10;9;45;36;35;62;25;43;40;30;13;28;42;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59;27;292
27;292;22;8;37;47;46;44;1;4;11;19;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;63;29;60;64;33;34;57;58;32;5;10;9;45;36;35;62;25;43;40;30;13;28;42;23;14;55;2;7;20;15;56;3;54;6;49;31;17;59
22;8;37;47;46;44;1;4;11;19;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;58;32;5;10;9;45;36;35;62;25;43;40;30;13;28;42;23;14;55;2;7;20;63;56;3;54;6;49;31;17;59;27;288
27;288;22;8;37;47;46;44;1;4;11;19;18;27;26;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;58;32;5;10;9;45;36;35;62;25;43;40;30;13;28;42;23;14;55;2;7;20;63;56;3;54;6;49;31;17;59
22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;28;42;23;14;55;2;7;20;63;56;3;54;6;49;31;17;59;27;288
27;288;22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;28;42;23;14;55;2;7;20;63;56;3;54;6;49;31;17;59
22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;28;63;23;14;55;2;7;20;42;56;3;54;6;49;31;17;59;27;288
27;288;22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;28;63;23;14;55;2;7;20;42;56;3;54;6;49;31;17;59
22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;59;63;23;14;55;2;7;20;42;56;3;54;6;49;31;17;28;27;288
27;288;22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;60;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;59;63;23;14;55;2;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;59;63;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28;27;288
27;288;22;8;37;47;46;44;1;4;11;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;59;63;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;4;63;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;59;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28;27;288
27;288;22;8;37;47;46;44;1;4;63;19;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;10;9;45;36;35;62;25;43;40;30;13;59;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;19;9;45;36;35;62;25;43;40;30;13;59;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28;27;284
27;284;22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;19;9;45;36;35;62;25;43;40;30;13;59;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;19;9;45;59;35;62;25;43;40;30;13;36;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28;27;284
27;284;22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;26;32;5;19;9;45;59;35;62;25;43;40;30;13;36;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;45;32;5;19;9;26;59;35;62;25;43;40;30;13;36;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28;27;296
27;296;22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;45;32;5;19;9;26;59;35;62;25;43;40;30;13;36;11;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;45;32;5;19;9;26;59;35;62;25;43;40;11;13;36;30;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28;27;296
27;296;22;8;37;47;46;44;1;4;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;45;32;5;19;9;26;59;35;62;25;43;40;11;13;36;30;23;14;55;60;7;20;42;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;42;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;45;32;5;19;9;26;59;35;62;25;43;40;11;13;36;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28;27;304
27;304;22;8;37;47;46;44;1;42;63;10;18;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;57;45;32;5;19;9;26;59;35;62;25;43;40;11;13;36;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;42;63;10;57;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;59;35;62;25;43;40;11;13;36;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28;27;302
27;302;22;8;37;47;46;44;1;42;63;10;57;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;59;35;62;25;43;40;11;13;36;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;59;35;62;25;43;40;11;13;57;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28;27;302
27;302;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;38;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;59;35;62;25;43;40;11;13;57;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;38;35;62;25;43;40;11;13;57;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28;27;302
27;302;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;38;35;62;25;43;40;11;13;57;30;23;14;55;60;7;20;4;56;3;54;6;49;31;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;38;35;62;25;43;40;11;13;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28;27;302
27;302;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;39;61;15;29;2;64;33;34;18;45;32;5;19;9;26;38;35;62;25;43;40;11;13;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;39;61;15;29;2;64;13;34;18;45;32;5;19;9;26;38;35;62;25;43;40;11;33;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28;27;302
27;302;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;39;61;15;29;2;64;13;34;18;45;32;5;19;9;26;38;35;62;25;43;40;11;33;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;62;61;15;29;2;64;13;34;18;45;32;5;19;9;26;38;35;39;25;43;40;11;33;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28;27;302
28;302;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;62;61;15;29;2;64;13;34;18;45;32;5;19;9;26;38;35;39;25;43;40;11;33;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;62;61;15;29;2;64;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28;28;296
28;296;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;12;52;59;62;61;15;29;2;64;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;60;7;20;4;56;3;54;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;54;52;59;62;61;15;29;2;64;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;60;7;20;4;56;3;12;6;49;14;17;28;28;286
28;286;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;54;52;59;62;61;15;29;2;64;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;60;7;20;4;56;3;12;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;54;52;59;62;61;15;29;2;64;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;12;7;20;4;56;3;60;6;49;14;17;28;28;286
28;286;22;8;37;47;46;44;1;42;63;10;36;27;58;53;24;51;21;48;50;16;41;54;52;59;62;61;15;29;2;64;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;12;7;20;4;56;3;60;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;64;51;21;48;50;16;41;54;52;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;12;7;20;4;56;3;60;6;49;14;17;28;28;290
28;290;22;8;37;47;46;44;1;42;63;10;36;27;58;53;64;51;21;48;50;16;41;54;52;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;12;7;20;4;56;3;60;6;49;14;17;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;41;54;52;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;12;7;20;4;56;3;60;6;49;14;64;28;28;272
28;272;22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;41;54;52;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;30;23;31;55;12;7;20;4;56;3;60;6;49;14;64;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;41;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;55;12;7;20;4;56;3;60;6;49;14;64;28;28;272
28;272;22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;41;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;55;12;7;20;4;56;3;60;6;49;14;64;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;41;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;20;12;7;55;4;56;3;60;6;49;14;64;28;28;272
28;272;22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;41;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;20;12;7;55;4;56;3;60;6;49;14;64;28
22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;14;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;20;12;7;55;4;56;3;60;6;49;41;64;28;28;272
28;272;22;8;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;14;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;20;12;7;55;4;56;3;60;6;49;41;64;28
22;60;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;14;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;20;12;7;55;4;56;3;8;6;49;41;64;28;28;272
28;272;22;60;37;47;46;44;1;42;63;10;36;27;58;53;17;51;21;48;50;16;14;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;31;20;12;7;55;4;56;3;8;6;49;41;64;28
22;60;37;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;51;20;12;7;55;4;56;3;8;6;49;41;64;28;28;272
28;272;22;60;37;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;2;24;13;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;51;20;12;7;55;4;56;3;8;6;49;41;64;28
22;13;37;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;2;24;60;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;51;20;12;7;55;4;56;3;8;6;49;41;64;28;28;272
28;272;22;13;37;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;2;24;60;34;43;45;32;5;19;9;26;38;35;39;25;18;40;11;33;57;52;23;51;20;12;7;55;4;56;3;8;6;49;41;64;28
22;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;2;24;60;34;43;45;32;5;19;9;26;38;35;39;25;18;40;37;33;57;52;23;51;20;12;7;55;4;56;3;8;6;49;41;64;28;28;268
28;268;22;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;2;24;60;34;43;45;32;5;19;9;26;38;35;39;25;18;40;37;33;57;52;23;51;20;12;7;55;4;56;3;8;6;49;41;64;28
22;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;24;60;34;43;45;32;5;19;9;26;38;35;39;25;18;40;37;33;57;52;23;51;20;12;2;55;4;56;3;8;6;49;41;64;28;28;268
28;268;22;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;24;60;34;43;45;32;5;19;9;26;38;35;39;25;18;40;37;33;57;52;23;51;20;12;2;55;4;56;3;8;6;49;41;64;28
22;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;23;51;20;12;2;55;4;56;3;8;6;49;41;64;28;28;264
28;264;22;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;23;51;20;12;2;55;4;56;3;8;6;49;41;64;28
23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;22;51;20;12;2;55;4;56;3;8;6;49;41;64;28;28;264
28;264;23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;22;51;20;12;2;55;4;56;3;8;6;49;41;64;28
23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;22;51;20;12;2;55;4;8;3;56;6;49;41;64;28;28;264
28;264;23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;22;51;20;12;2;55;4;8;3;56;6;49;41;64;28
23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;22;51;20;28;2;55;4;8;3;56;6;49;41;64;12;28;264
28;264;23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;48;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;37;33;57;52;22;51;20;28;2;55;4;8;3;56;6;49;41;64;12
23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;37;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;48;33;57;52;22;51;20;28;2;55;4;8;3;56;6;49;41;64;12;28;276
28;276;23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;37;50;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;48;33;57;52;22;51;20;28;2;55;4;8;3;56;6;49;41;64;12
23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;37;51;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;48;33;57;52;22;50;20;28;2;55;4;8;3;56;6;49;41;64;12;28;284
28;284;23;13;11;47;46;44;1;42;63;10;36;27;58;53;17;31;21;37;51;16;14;54;30;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;48;33;57;52;22;50;20;28;2;55;4;8;3;56;6;49;41;64;12
23;13;11;47;46;44;1;42;63;10;36;27;30;53;17;31;21;37;51;16;14;54;58;59;62;61;15;29;7;5;60;34;43;45;32;24;19;9;26;38;35;39;25;18;40;48;33;57;52;22;50;20;28;2;55;4;8;3;56;6;49;41;64;12;28;284
