"X1";"X27040";"X10";"X11";"X15";"X1.1";"X19";"X13";"X22";"X6";"X23";"X14";"X7";"X25";"X9";"X20";"X8";"X24";"X31";"X29";"X27";"X18";"X4";"X17";"X28";"X2";"X30";"X26";"X32";"X5";"X3";"X12";"X21";"X16"
22;8;12;9;32;20;27;3;21;25;16;18;19;11;15;28;17;7;4;24;2;30;14;26;5;1;29;31;10;23;13;6;65;27276
65;27276;22;8;12;9;32;20;27;3;21;25;16;18;19;11;15;28;17;7;4;24;2;30;14;26;5;1;29;31;10;23;13;6
22;8;12;9;32;20;27;3;21;25;16;18;19;11;15;28;17;7;4;24;1;30;14;26;5;2;29;31;10;23;13;6;65;27176
65;27176;22;8;12;9;32;20;27;3;21;25;16;18;19;11;15;28;17;7;4;24;1;30;14;26;5;2;29;31;10;23;13;6
22;8;12;9;32;24;27;3;21;25;16;18;19;11;15;28;17;7;4;20;1;30;14;26;5;2;29;31;10;23;13;6;65;27156
65;27156;22;8;12;9;32;24;27;3;21;25;16;18;19;11;15;28;17;7;4;20;1;30;14;26;5;2;29;31;10;23;13;6
22;8;12;9;32;24;27;3;21;25;16;18;19;11;15;28;17;7;31;20;1;30;14;26;5;2;29;4;10;23;13;6;65;27604
65;27156;22;8;12;9;32;24;27;3;21;25;16;18;19;11;15;28;17;7;4;20;1;30;14;26;5;2;29;31;10;23;13;6
22;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;4;20;1;30;14;26;5;2;29;31;10;23;13;16;65;26316
65;26316;22;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;4;20;1;30;14;26;5;2;29;31;10;23;13;16
22;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;4;20;14;30;1;26;5;2;29;31;10;23;13;16;65;26156
65;26156;22;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;4;20;14;30;1;26;5;2;29;31;10;23;13;16
22;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;23;20;14;30;1;26;5;2;29;31;10;4;13;16;65;25984
65;25984;22;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;23;20;14;30;1;26;5;2;29;31;10;4;13;16
10;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;23;20;14;30;1;26;5;2;29;31;22;4;13;16;65;26354
66;26354;10;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;23;20;14;30;1;26;5;2;29;31;22;4;13;16
23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;30;1;26;5;2;29;31;22;4;13;16;66;26090
66;26090;23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;30;1;26;5;2;29;31;22;4;13;16
23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;30;1;26;5;2;29;31;16;4;13;22;66;26512
66;26512;23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;30;1;26;5;2;29;31;16;4;13;22
23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;4;13;22;66;26630
66;26630;23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;4;13;22
23;8;12;9;32;24;27;3;21;25;6;29;19;11;15;28;17;7;10;20;14;5;1;26;30;2;18;31;16;4;13;22;66;27230
66;26630;23;8;12;9;32;24;27;3;21;25;6;18;19;11;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;4;13;22
23;8;11;9;32;24;27;3;21;25;6;18;19;12;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;4;13;22;66;26690
66;26690;23;8;11;9;32;24;27;3;21;25;6;18;19;12;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;4;13;22
23;8;11;9;32;24;27;3;21;25;6;18;4;12;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22;66;27666
66;27666;23;8;11;9;32;24;27;3;21;25;6;18;4;12;15;28;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22
28;8;11;9;32;24;27;3;21;25;6;18;4;12;15;23;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22;66;27746
66;27746;28;8;11;9;32;24;27;3;21;25;6;18;4;12;15;23;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22
28;32;11;9;8;24;27;3;21;25;6;18;4;12;15;23;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22;66;27746
66;27746;28;32;11;9;8;24;27;3;21;25;6;18;4;12;15;23;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22
28;32;15;9;8;24;27;3;21;25;6;18;4;12;11;23;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22;66;28026
66;28026;28;32;15;9;8;24;27;3;21;25;6;18;4;12;11;23;17;7;10;20;14;5;1;26;30;2;29;31;16;19;13;22
28;32;15;9;8;24;27;3;21;25;6;14;4;12;11;23;17;7;10;20;18;5;1;26;30;2;29;31;16;19;13;22;66;28428
66;28428;28;32;15;9;8;24;27;3;21;25;6;14;4;12;11;23;17;7;10;20;18;5;1;26;30;2;29;31;16;19;13;22
28;32;15;9;8;23;27;3;21;25;6;14;4;12;11;24;17;7;10;20;18;5;1;26;30;2;29;31;16;19;13;22;66;28448
66;28448;28;32;15;9;8;23;27;3;21;25;6;14;4;12;11;24;17;7;10;20;18;5;1;26;30;2;29;31;16;19;13;22
28;32;15;9;8;23;27;3;21;30;6;14;4;12;11;24;17;7;10;20;18;5;1;26;25;2;29;31;16;19;13;22;66;28368
66;28368;28;32;15;9;8;23;27;3;21;30;6;14;4;12;11;24;17;7;10;20;18;5;1;26;25;2;29;31;16;19;13;22
28;32;15;9;8;10;27;3;21;30;6;14;4;12;11;24;17;7;23;20;18;5;1;26;25;2;29;31;16;19;13;22;66;28310
66;28310;28;32;15;9;8;10;27;3;21;30;6;14;4;12;11;24;17;7;23;20;18;5;1;26;25;2;29;31;16;19;13;22
28;32;15;9;8;10;27;3;21;30;6;14;4;23;11;24;17;7;12;20;18;5;1;26;25;2;29;31;16;19;13;22;66;28370
66;28370;28;32;15;9;8;10;27;3;21;30;6;14;4;23;11;24;17;7;12;20;18;5;1;26;25;2;29;31;16;19;13;22
28;32;15;9;8;10;27;3;21;30;6;14;4;7;11;24;17;23;12;20;18;5;1;26;25;2;29;31;16;19;13;22;66;27772
66;27772;28;32;15;9;8;10;27;3;21;30;6;14;4;7;11;24;17;23;12;20;18;5;1;26;25;2;29;31;16;19;13;22
28;32;15;9;8;30;27;3;21;10;6;14;4;7;11;24;17;23;12;20;18;5;1;26;25;2;29;31;16;19;13;22;66;28592
66;27772;28;32;15;9;8;10;27;3;21;30;6;14;4;7;11;24;17;23;12;20;18;5;1;26;25;2;29;31;16;19;13;22
28;32;15;9;8;10;21;3;27;30;6;14;4;7;11;24;17;23;12;20;18;5;1;26;25;2;29;31;16;19;13;22;66;27892
66;27892;28;32;15;9;8;10;21;3;27;30;6;14;4;7;11;24;17;23;12;20;18;5;1;26;25;2;29;31;16;19;13;22
28;32;15;9;8;10;21;3;27;30;6;14;4;26;11;24;17;23;12;20;18;5;1;7;25;2;29;31;16;19;13;22;66;28332
66;28332;28;32;15;9;8;10;21;3;27;30;6;14;4;26;11;24;17;23;12;20;18;5;1;7;25;2;29;31;16;19;13;22
28;32;15;9;8;21;10;3;27;30;6;14;4;26;11;24;17;23;12;20;18;5;1;7;25;2;29;31;16;19;13;22;66;28724
66;28332;28;32;15;9;8;10;21;3;27;30;6;14;4;26;11;24;17;23;12;20;18;5;1;7;25;2;29;31;16;19;13;22
28;32;15;9;8;10;21;7;27;30;6;14;4;26;11;24;17;23;12;20;18;5;1;3;25;2;29;31;16;19;13;22;66;28372
67;28372;28;32;15;9;8;10;21;7;27;30;6;14;4;26;11;24;17;23;12;20;18;5;1;3;25;2;29;31;16;19;13;22
28;32;15;9;8;10;21;7;27;2;6;14;4;26;11;24;17;23;12;20;18;5;1;3;25;30;29;31;16;19;13;22;67;28174
67;28174;28;32;15;9;8;10;21;7;27;2;6;14;4;26;11;24;17;23;12;20;18;5;1;3;25;30;29;31;16;19;13;22
28;32;15;9;8;10;31;7;27;2;6;14;4;26;11;24;17;23;12;20;18;5;1;3;25;30;29;21;16;19;13;22;67;28374
67;28374;28;32;15;9;8;10;31;7;27;2;6;14;4;26;11;24;17;23;12;20;18;5;1;3;25;30;29;21;16;19;13;22
28;32;15;9;8;10;31;7;27;2;6;14;4;16;11;24;17;23;12;20;18;5;1;3;25;30;29;21;26;19;13;22;67;28264
67;28264;28;32;15;9;8;10;31;7;27;2;6;14;4;16;11;24;17;23;12;20;18;5;1;3;25;30;29;21;26;19;13;22
28;32;15;9;8;10;31;7;27;2;6;14;4;1;11;24;17;23;12;20;18;5;16;3;25;30;29;21;26;19;13;22;67;28264
67;28264;28;32;15;9;8;10;31;7;27;2;6;14;4;1;11;24;17;23;12;20;18;5;16;3;25;30;29;21;26;19;13;22
28;8;15;9;32;10;31;7;27;2;6;14;4;1;11;24;17;23;12;20;18;5;16;3;25;30;29;21;26;19;13;22;67;28264
67;28264;28;8;15;9;32;10;31;7;27;2;6;14;4;1;11;24;17;23;12;20;18;5;16;3;25;30;29;21;26;19;13;22
28;8;15;9;32;10;31;7;27;2;6;14;4;20;11;24;17;23;12;1;18;5;16;3;25;30;29;21;26;19;13;22;67;28412
67;28412;28;8;15;9;32;10;31;7;27;2;6;14;4;20;11;24;17;23;12;1;18;5;16;3;25;30;29;21;26;19;13;22
5;8;15;9;32;10;31;7;27;2;6;14;4;20;11;24;17;23;12;1;18;28;16;3;25;30;29;21;26;19;13;22;67;28454
67;28412;28;8;15;9;32;10;31;7;27;2;6;14;4;20;11;24;17;23;12;1;18;5;16;3;25;30;29;21;26;19;13;22
28;8;15;9;32;10;31;11;27;2;6;14;4;20;7;24;17;23;12;1;18;5;16;3;25;30;29;21;26;19;13;22;67;28552
67;28552;28;8;15;9;32;10;31;11;27;2;6;14;4;20;7;24;17;23;12;1;18;5;16;3;25;30;29;21;26;19;13;22
28;8;15;9;32;16;31;11;27;2;6;14;4;20;7;24;17;23;12;1;18;5;10;3;25;30;29;21;26;19;13;22;67;28672
67;28672;28;8;15;9;32;16;31;11;27;2;6;14;4;20;7;24;17;23;12;1;18;5;10;3;25;30;29;21;26;19;13;22
28;8;15;9;32;16;31;11;27;2;6;14;4;20;7;24;17;23;12;1;18;5;19;3;25;30;29;21;26;10;13;22;67;29042
67;29042;28;8;15;9;32;16;31;11;27;2;6;14;4;20;7;24;17;23;12;1;18;5;19;3;25;30;29;21;26;10;13;22
28;14;15;9;32;16;31;11;27;2;6;8;4;20;7;24;17;23;12;1;18;5;19;3;25;30;29;21;26;10;13;22;67;28642
67;28642;28;14;15;9;32;16;31;11;27;2;6;8;4;20;7;24;17;23;12;1;18;5;19;3;25;30;29;21;26;10;13;22
28;14;15;9;32;16;31;11;27;2;6;8;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;13;22;67;28026
67;28026;28;14;15;9;32;16;31;11;27;2;6;8;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;13;22
28;14;15;6;32;16;31;11;27;2;9;8;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;13;22;67;28106
67;28106;28;14;15;6;32;16;31;11;27;2;9;8;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;13;22
28;11;15;6;32;16;31;14;27;2;9;8;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;13;22;67;28066
67;28066;28;11;15;6;32;16;31;14;27;2;9;8;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;13;22
28;11;15;6;32;16;31;14;27;2;9;13;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;8;22;67;28426
67;28426;28;11;15;6;32;16;31;14;27;2;9;13;4;20;7;24;17;23;12;29;18;5;19;3;25;30;1;21;26;10;8;22
28;11;12;6;32;16;31;14;27;2;9;13;4;20;7;24;17;23;15;29;18;5;19;3;25;30;1;21;26;10;8;22;67;28506
67;28506;28;11;12;6;32;16;31;14;27;2;9;13;4;20;7;24;17;23;15;29;18;5;19;3;25;30;1;21;26;10;8;22
28;11;12;6;32;16;31;14;27;2;9;13;4;7;20;24;17;23;15;29;18;5;19;3;25;30;1;21;26;10;8;22;67;29096
67;28506;28;11;12;6;32;16;31;14;27;2;9;13;4;20;7;24;17;23;15;29;18;5;19;3;25;30;1;21;26;10;8;22
28;11;12;10;32;16;31;14;27;2;9;13;4;20;7;24;17;23;15;29;18;5;19;3;25;30;1;21;26;6;8;22;67;28446
67;28446;28;11;12;10;32;16;31;14;27;2;9;13;4;20;7;24;17;23;15;29;18;5;19;3;25;30;1;21;26;6;8;22
28;11;12;10;32;16;31;14;27;2;9;13;4;20;3;24;17;23;15;29;18;5;19;7;25;30;1;21;26;6;8;22;67;28586
67;28586;28;11;12;10;32;16;31;14;27;2;9;13;4;20;3;24;17;23;15;29;18;5;19;7;25;30;1;21;26;6;8;22
28;11;12;15;32;16;31;14;27;2;9;13;4;20;3;24;17;23;10;29;18;5;19;7;25;30;1;21;26;6;8;22;67;28546
68;28546;28;11;12;15;32;16;31;14;27;2;9;13;4;20;3;24;17;23;10;29;18;5;19;7;25;30;1;21;26;6;8;22
28;11;12;15;32;13;31;14;27;2;9;16;4;20;3;24;17;23;10;29;18;5;19;7;25;30;1;21;26;6;8;22;68;28446
68;28446;28;11;12;15;32;13;31;14;27;2;9;16;4;20;3;24;17;23;10;29;18;5;19;7;25;30;1;21;26;6;8;22
28;11;12;15;32;13;31;6;27;2;9;16;4;20;3;24;17;23;10;29;18;5;19;7;25;30;1;21;26;14;8;22;68;28446
68;28446;28;11;12;15;32;13;31;6;27;2;9;16;4;20;3;24;17;23;10;29;18;5;19;7;25;30;1;21;26;14;8;22
28;11;12;15;32;13;31;6;27;2;9;16;4;20;3;24;17;23;10;29;18;5;19;7;25;8;1;21;26;14;30;22;68;28446
68;28446;28;11;12;15;32;13;31;6;27;2;9;16;4;20;3;24;17;23;10;29;18;5;19;7;25;8;1;21;26;14;30;22
28;11;23;15;32;13;31;6;27;2;9;16;4;20;3;24;17;12;10;29;18;5;19;7;25;8;1;21;26;14;30;22;68;28842
68;28842;28;11;23;15;32;13;31;6;27;2;9;16;4;20;3;24;17;12;10;29;18;5;19;7;25;8;1;21;26;14;30;22
28;11;23;15;32;30;31;6;27;2;9;16;4;20;3;24;17;12;10;29;18;5;19;7;25;8;1;21;26;14;13;22;68;28496
68;28496;28;11;23;15;32;30;31;6;27;2;9;16;4;20;3;24;17;12;10;29;18;5;19;7;25;8;1;21;26;14;13;22
28;11;23;15;32;30;31;6;27;2;9;16;4;20;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22;68;26842
68;26842;28;11;23;15;32;30;31;6;27;2;9;16;4;20;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22
28;11;23;15;32;30;31;6;27;2;9;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22;68;26474
68;26474;28;11;23;15;32;30;31;6;27;2;9;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22
9;11;23;15;32;30;31;6;27;2;28;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22;68;26062
68;26062;9;11;23;15;32;30;31;6;27;2;28;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22
9;11;23;15;32;30;31;6;27;2;28;16;20;4;3;24;26;17;10;29;18;5;19;7;25;8;1;21;12;14;13;22;68;26444
68;26062;9;11;23;15;32;30;31;6;27;2;28;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22
9;11;23;15;32;28;31;6;27;2;30;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22;68;26202
68;26202;9;11;23;15;32;28;31;6;27;2;30;16;20;4;3;24;12;17;10;29;18;5;19;7;25;8;1;21;26;14;13;22
9;11;23;15;32;28;31;6;27;2;25;16;20;4;3;24;12;17;10;29;18;5;19;7;30;8;1;21;26;14;13;22;68;26482
68;26482;9;11;23;15;32;28;31;6;27;2;25;16;20;4;3;24;12;17;10;29;18;5;19;7;30;8;1;21;26;14;13;22
9;6;23;15;32;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;5;19;7;30;8;1;21;26;14;13;22;68;26522
68;26522;9;6;23;15;32;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;5;19;7;30;8;1;21;26;14;13;22
9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;5;19;7;30;8;1;21;26;14;13;22;68;26522
68;26522;9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;5;19;7;30;8;1;21;26;14;13;22
9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;14;19;7;30;8;1;21;26;5;13;22;68;26302
68;26302;9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;14;19;7;30;8;1;21;26;5;13;22
9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;14;19;30;7;8;1;21;26;5;13;22;68;25706
68;25706;9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;14;19;30;7;8;1;21;26;5;13;22
9;6;23;32;15;18;31;11;27;2;25;16;20;4;3;24;12;17;10;29;28;14;19;30;7;8;1;21;26;5;13;22;68;26186
68;25706;9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;14;19;30;7;8;1;21;26;5;13;22
9;6;23;32;15;28;31;11;7;2;25;16;20;4;3;24;12;17;10;29;18;14;19;30;27;8;1;21;26;5;13;22;68;26156
68;25706;9;6;23;32;15;28;31;11;27;2;25;16;20;4;3;24;12;17;10;29;18;14;19;30;7;8;1;21;26;5;13;22
9;6;23;32;15;28;31;10;27;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;8;1;21;26;5;13;22;68;25866
68;25866;9;6;23;32;15;28;31;10;27;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;8;1;21;26;5;13;22
9;6;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;8;1;21;26;5;13;22;68;26116
68;26116;9;6;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;8;1;21;26;5;13;22
9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22;68;26076
69;26076;9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22
9;8;4;32;15;28;31;27;10;2;25;16;20;23;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22;69;26314
69;26076;9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22
9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;1;12;17;11;29;18;14;19;30;7;6;24;21;26;5;13;22;69;27584
69;26076;9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22
9;8;23;32;15;28;31;27;10;2;25;16;20;4;12;24;3;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22;69;26336
69;26076;9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22
9;8;4;32;15;28;31;27;10;2;25;16;20;23;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22;69;26314
69;26076;9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;14;19;30;7;6;1;21;26;5;13;22
9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;30;19;14;7;6;1;21;26;5;13;22;69;26122
69;26122;9;8;23;32;15;28;31;27;10;2;25;16;20;4;3;24;12;17;11;29;18;30;19;14;7;6;1;21;26;5;13;22
9;8;23;32;15;28;31;27;10;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;6;1;21;26;5;13;22;69;25802
69;25802;9;8;23;32;15;28;31;27;10;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;6;1;21;26;5;13;22
9;8;10;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;6;1;21;26;5;13;22;69;25474
69;25474;9;8;10;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;6;1;21;26;5;13;22
9;13;10;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;6;1;21;26;5;8;22;69;25774
69;25774;9;13;10;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;6;1;21;26;5;8;22
9;13;6;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;10;1;21;26;5;8;22;69;26154
69;26154;9;13;6;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;10;1;21;26;5;8;22
9;13;6;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;7;30;25;14;18;10;1;21;26;5;8;22;69;26536
69;26154;9;13;6;32;15;28;31;27;23;2;19;16;20;4;3;24;12;17;11;29;18;30;25;14;7;10;1;21;26;5;8;22
9;13;6;32;15;28;31;27;23;2;19;16;20;4;1;24;12;17;11;29;18;30;25;14;7;10;3;21;26;5;8;22;69;26554
69;26554;9;13;6;32;15;28;31;27;23;2;19;16;20;4;1;24;12;17;11;29;18;30;25;14;7;10;3;21;26;5;8;22
9;13;6;1;15;28;31;27;23;2;19;16;20;4;32;24;12;17;11;29;18;30;25;14;7;10;3;21;26;5;8;22;69;27298
69;26554;9;13;6;32;15;28;31;27;23;2;19;16;20;4;1;24;12;17;11;29;18;30;25;14;7;10;3;21;26;5;8;22
9;13;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;17;11;29;18;30;25;14;7;10;3;21;26;5;8;22;69;26930
69;26930;9;13;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;17;11;29;18;30;25;14;7;10;3;21;26;5;8;22
9;17;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;13;11;29;18;30;25;14;7;10;3;21;26;5;8;22;69;27534
69;27534;9;17;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;13;11;29;18;30;25;14;7;10;3;21;26;5;8;22
9;17;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;5;11;29;18;30;25;14;7;10;3;21;26;13;8;22;69;27094
69;27094;9;17;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;5;11;29;18;30;25;14;7;10;3;21;26;13;8;22
9;17;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;5;11;14;18;30;25;29;7;10;3;21;26;13;8;22;69;27446
69;27446;9;17;6;32;15;28;31;27;23;2;19;16;20;24;1;4;12;5;11;14;18;30;25;29;7;10;3;21;26;13;8;22
9;17;6;32;13;28;31;27;23;2;19;16;20;24;1;4;12;5;11;14;18;30;25;29;7;10;3;21;26;15;8;22;69;27806
69;27806;9;17;6;32;13;28;31;27;23;2;19;16;20;24;1;4;12;5;11;14;18;30;25;29;7;10;3;21;26;15;8;22
9;17;6;32;13;28;31;27;23;2;19;16;20;24;1;4;12;5;11;14;18;30;25;29;7;10;21;3;26;15;8;22;69;27378
69;27378;9;17;6;32;13;28;31;27;23;2;19;16;20;24;1;4;12;5;11;14;18;30;25;29;7;10;21;3;26;15;8;22
9;17;6;32;13;28;31;27;23;2;25;16;20;24;1;4;12;5;11;14;18;30;19;29;7;10;21;3;26;15;8;22;69;27578
69;27578;9;17;6;32;13;28;31;27;23;2;25;16;20;24;1;4;12;5;11;14;18;30;19;29;7;10;21;3;26;15;8;22
9;17;6;32;13;28;31;27;22;2;25;16;20;24;1;4;12;5;11;14;18;30;19;29;7;10;21;3;26;15;8;23;69;27718
70;27718;9;17;6;32;13;28;31;27;22;2;25;16;20;24;1;4;12;5;11;14;18;30;19;29;7;10;21;3;26;15;8;23
9;17;20;32;13;28;31;27;22;2;25;16;6;24;1;4;12;5;11;14;18;30;19;29;7;10;21;3;26;15;8;23;70;28392
70;27718;9;17;6;32;13;28;31;27;22;2;25;16;20;24;1;4;12;5;11;14;18;30;19;29;7;10;21;3;26;15;8;23
9;17;6;32;13;28;31;27;22;2;25;18;20;24;1;4;12;5;11;14;16;30;19;29;7;10;21;3;26;15;8;23;70;27596
70;27596;9;17;6;32;13;28;31;27;22;2;25;18;20;24;1;4;12;5;11;14;16;30;19;29;7;10;21;3;26;15;8;23
9;17;6;32;5;28;31;27;22;2;25;18;20;24;1;4;12;13;11;14;16;30;19;29;7;10;21;3;26;15;8;23;70;27996
70;27596;9;17;6;32;13;28;31;27;22;2;25;18;20;24;1;4;12;5;11;14;16;30;19;29;7;10;21;3;26;15;8;23
9;17;6;32;13;28;31;27;22;2;25;18;20;24;1;4;8;5;11;14;16;30;19;29;7;10;21;3;26;15;12;23;70;27676
70;27676;9;17;6;32;13;28;31;27;22;2;25;18;20;24;1;4;8;5;11;14;16;30;19;29;7;10;21;3;26;15;12;23
9;17;6;32;13;28;31;8;22;2;25;18;20;24;1;4;27;5;11;14;16;30;19;29;7;10;21;3;26;15;12;23;70;27572
70;27572;9;17;6;32;13;28;31;8;22;2;25;18;20;24;1;4;27;5;11;14;16;30;19;29;7;10;21;3;26;15;12;23
9;17;1;32;13;28;31;8;22;2;25;18;20;24;6;4;27;5;11;14;16;30;19;29;7;10;21;3;26;15;12;23;70;27732
70;27732;9;17;1;32;13;28;31;8;22;2;25;18;20;24;6;4;27;5;11;14;16;30;19;29;7;10;21;3;26;15;12;23
9;17;1;32;13;28;31;8;22;2;25;18;20;24;23;4;27;5;11;14;16;30;19;29;7;10;21;3;26;15;12;6;70;27706
70;27706;9;17;1;32;13;28;31;8;22;2;25;18;20;24;23;4;27;5;11;14;16;30;19;29;7;10;21;3;26;15;12;6
9;17;1;32;13;28;31;8;22;7;25;18;20;24;23;4;27;5;11;14;16;30;19;29;2;10;21;3;26;15;12;6;70;27586
70;27586;9;17;1;32;13;28;31;8;22;7;25;18;20;24;23;4;27;5;11;14;16;30;19;29;2;10;21;3;26;15;12;6
9;17;1;32;13;28;31;8;22;7;25;18;20;24;23;4;27;5;11;14;16;30;19;29;2;10;12;3;26;15;21;6;70;27722
70;27722;9;17;1;32;13;28;31;8;22;7;25;18;20;24;23;4;27;5;11;14;16;30;19;29;2;10;12;3;26;15;21;6
9;17;1;32;13;28;31;8;22;7;25;18;20;24;23;4;27;5;11;6;16;30;19;29;2;10;12;3;26;15;21;14;70;27602
70;27602;9;17;1;32;13;28;31;8;22;7;25;18;20;24;23;4;27;5;11;6;16;30;19;29;2;10;12;3;26;15;21;14
9;17;1;32;26;28;31;8;22;7;25;18;20;24;23;4;27;5;11;6;16;30;19;29;2;10;12;3;13;15;21;14;70;26714
70;26714;9;17;1;32;26;28;31;8;22;7;25;18;20;24;23;4;27;5;11;6;16;30;19;29;2;10;12;3;13;15;21;14
9;17;1;32;26;28;31;8;22;7;25;18;20;24;2;4;27;5;11;6;16;30;19;29;23;10;12;3;13;15;21;14;70;27248
70;26714;9;17;1;32;26;28;31;8;22;7;25;18;20;24;23;4;27;5;11;6;16;30;19;29;2;10;12;3;13;15;21;14
