"X1";"X278";"X48";"X43";"X2";"X45";"X41";"X46";"X17";"X61";"X10";"X20";"X58";"X38";"X11";"X31";"X37";"X15";"X1.1";"X51";"X32";"X49";"X24";"X23";"X39";"X22";"X28";"X13";"X35";"X50";"X9";"X26";"X40";"X25";"X21";"X30";"X14";"X27";"X57";"X54";"X19";"X62";"X18";"X8";"X7";"X60";"X3";"X34";"X33";"X52";"X16";"X44";"X64";"X4";"X36";"X47";"X59";"X42";"X6";"X29";"X56";"X12";"X53";"X5";"X63";"X55"
29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;59;15;2;25;54;50;52;18;1;41;38;27;24;4;16;23;53;55;13;47;3;42;17;10;39;7;45;33;30;57;44;60;11;56;31;6;12;26;35;28;40;9;19;22;5;51;39;278
39;270;29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;59;15;2;25;54;50;52;18;1;41;38;27;24;4;16;23;53;55;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;51
29;21;48;62;49;58;46;63;20;64;17;32;37;8;43;34;14;36;59;15;2;25;54;50;52;18;1;41;38;27;24;4;16;23;53;55;13;47;3;42;61;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;51;39;290
39;270;29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;59;15;2;25;54;50;52;18;1;41;38;27;24;4;16;23;53;55;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;51
29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;41;15;2;25;54;50;52;18;1;59;38;27;24;4;16;23;53;55;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;51;39;270
39;270;29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;41;15;2;25;54;50;52;18;1;59;38;27;24;4;16;23;53;55;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;51
29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;41;15;2;25;54;50;52;18;1;59;38;27;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;55;39;270
39;270;29;21;48;62;49;58;46;63;20;64;61;32;37;8;43;34;14;36;41;15;2;25;54;50;52;18;1;59;38;27;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;22;5;55
29;21;48;62;49;22;46;63;20;64;61;32;37;8;43;34;14;36;41;15;2;25;54;50;52;18;1;59;38;27;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55;39;270
39;270;29;21;48;62;49;22;46;63;20;64;61;32;37;8;43;34;14;36;41;15;2;25;54;50;52;18;1;59;38;27;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55
29;21;48;62;49;22;46;63;20;64;61;32;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;15;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55;39;270
39;270;29;21;48;62;49;22;46;63;20;64;61;32;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;15;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55
29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55;39;270
39;270;29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;16;23;53;51;13;47;3;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55
29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55;39;286
39;286;29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;42;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;40;9;19;58;5;55
29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;42;9;19;58;5;55;39;286
39;286;29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;35;28;42;9;19;58;5;55
29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;286
39;286;29;21;48;62;49;22;46;63;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;57;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
29;21;48;62;49;22;46;57;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;298
39;298;29;21;48;62;49;22;46;57;20;64;61;15;37;8;43;34;14;36;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
36;21;48;62;49;22;46;57;20;64;61;15;37;8;43;34;14;29;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;298
39;298;36;21;48;62;49;22;46;57;20;64;61;15;37;8;43;34;14;29;41;27;2;25;54;50;52;18;1;59;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
36;21;59;62;49;22;46;57;20;64;61;15;37;8;43;34;14;29;41;27;2;25;54;50;52;18;1;48;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;296
39;296;36;21;59;62;49;22;46;57;20;64;61;15;37;8;43;34;14;29;41;27;2;25;54;50;52;18;1;48;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
36;21;59;62;49;22;46;57;20;64;61;15;37;8;43;34;18;29;41;27;2;25;54;50;52;14;1;48;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;308
39;308;36;21;59;62;49;22;46;57;20;64;61;15;37;8;43;34;18;29;41;27;2;25;54;50;52;14;1;48;38;32;24;4;3;23;53;51;13;47;16;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
36;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;29;41;27;2;25;54;50;52;14;1;48;38;32;24;4;3;23;53;51;13;47;64;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;324
39;324;36;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;29;41;27;2;25;54;50;52;14;1;48;38;32;24;4;3;23;53;51;13;47;64;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
36;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;54;50;52;14;1;48;38;32;24;4;3;29;53;51;13;47;64;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;39;324
40;324;36;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;54;50;52;14;1;48;38;32;24;4;3;29;53;51;13;47;64;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
24;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;54;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;40;324
40;324;24;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;54;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;17;10;39;7;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
7;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;54;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;17;10;39;24;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;40;324
40;324;7;21;59;62;49;22;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;54;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;17;10;39;24;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
7;21;59;62;49;54;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;17;10;39;24;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55;40;324
40;324;7;21;59;62;49;54;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;17;10;39;24;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;58;5;55
7;21;59;62;49;54;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;58;10;39;24;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;17;5;55;40;324
40;324;7;21;59;62;49;54;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;40;58;10;39;24;45;56;30;63;44;60;11;33;31;6;12;26;19;28;42;9;35;17;5;55
7;21;59;62;49;54;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;28;42;9;35;17;5;55;40;324
40;324;7;21;59;62;49;54;46;57;20;16;61;15;37;8;43;34;18;23;41;27;2;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;28;42;9;35;17;5;55
7;21;59;62;49;54;46;2;20;16;61;15;37;8;43;34;18;23;41;27;57;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;28;42;9;35;17;5;55;40;320
40;320;7;21;59;62;49;54;46;2;20;16;61;15;37;8;43;34;18;23;41;27;57;25;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;28;42;9;35;17;5;55
7;21;59;62;49;54;46;2;20;16;61;15;37;8;43;34;18;23;41;27;57;28;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;25;42;9;35;17;5;55;40;316
40;316;7;21;59;62;49;54;46;2;20;16;61;15;37;8;43;34;18;23;41;27;57;28;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;47;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;25;42;9;35;17;5;55
7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;25;42;9;35;17;5;55;40;320
40;320;7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;30;63;44;60;11;33;31;40;12;26;19;25;42;9;35;17;5;55
7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;9;63;44;60;11;33;31;40;12;26;19;25;42;30;35;17;5;55;40;320
40;320;7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;50;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;9;63;44;60;11;33;31;40;12;26;19;25;42;30;35;17;5;55
7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;9;63;44;60;11;33;31;50;12;26;19;25;42;30;35;17;5;55;40;320
40;320;7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;9;63;44;60;11;33;31;50;12;26;19;25;42;30;35;17;5;55
7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;30;35;17;5;55;40;320
40;320;7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;6;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;30;35;17;5;55
7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55;40;320
40;320;7;21;59;62;49;54;46;2;20;47;61;15;37;8;43;34;18;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55
7;21;59;62;18;54;46;2;20;47;61;15;37;8;43;34;49;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55;40;316
40;316;7;21;59;62;18;54;46;2;20;47;61;15;37;8;43;34;49;23;41;27;57;28;22;40;52;14;1;48;38;32;36;4;3;29;53;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55
7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;28;22;40;52;14;8;48;38;32;36;4;3;29;53;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55;40;296
40;296;7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;28;22;40;52;14;8;48;38;32;36;4;3;29;53;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55
7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;14;8;48;38;32;36;4;3;29;28;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55;40;292
40;292;7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;14;8;48;38;32;36;4;3;29;28;51;13;16;64;30;58;10;39;24;45;56;9;63;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55
7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;14;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55;40;292
40;292;7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;14;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;60;11;33;19;50;12;26;31;25;42;6;35;17;5;55
7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;60;11;33;19;50;14;26;31;25;42;6;35;17;5;55;40;292
40;292;7;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;60;11;33;19;50;14;26;31;25;42;6;35;17;5;55
60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55;40;292
40;292;60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55
60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;19;27;57;53;22;40;52;12;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;7;11;33;41;50;14;26;31;25;42;6;35;17;5;55;40;296
40;292;60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;8;48;38;32;36;4;3;29;28;63;13;16;64;30;58;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55
60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55;40;284
41;284;60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;41;27;57;53;22;40;52;12;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55
60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;22;27;57;53;41;40;52;12;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55;41;284
41;284;60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;22;27;57;53;41;40;52;12;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;55
60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;22;27;57;53;41;40;52;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;12;41;284
41;284;60;21;59;62;18;54;46;2;20;47;61;15;37;1;43;34;49;23;22;27;57;53;41;40;52;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;12
60;21;59;62;18;54;46;2;20;47;52;15;37;1;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;12;41;284
41;284;60;21;59;62;18;54;46;2;20;47;52;15;37;1;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;45;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;12
60;21;59;62;18;54;46;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;1;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;12;41;280
41;280;60;21;59;62;18;54;46;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;1;56;9;51;44;7;11;33;19;50;14;26;31;25;42;6;35;17;5;12
60;21;59;62;18;54;46;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;1;56;9;51;44;7;11;33;19;14;50;26;31;25;42;6;35;17;5;12;41;280
41;280;60;21;59;62;18;54;46;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;8;10;39;24;1;56;9;51;44;7;11;33;19;14;50;26;31;25;42;6;35;17;5;12
60;21;59;62;18;54;46;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;31;10;39;24;1;56;9;51;44;7;11;33;19;14;50;26;8;25;42;6;35;17;5;12;41;280
41;280;60;21;59;62;18;54;46;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;31;10;39;24;1;56;9;51;44;7;11;33;19;14;50;26;8;25;42;6;35;17;5;12
60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;31;10;39;24;1;56;9;46;44;7;11;33;19;14;50;26;8;25;42;6;35;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;31;10;39;24;1;56;9;46;44;7;11;33;19;14;50;26;8;25;42;6;35;17;5;12
60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;31;10;39;24;35;56;9;46;44;7;11;33;19;14;50;26;8;25;42;6;1;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;34;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;30;31;10;39;24;35;56;9;46;44;7;11;33;19;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;34;31;10;39;24;35;56;9;46;44;7;11;33;19;14;50;26;8;25;42;6;1;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;34;31;10;39;24;35;56;9;46;44;7;11;33;19;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;19;31;10;39;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;15;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;48;38;32;36;4;3;29;28;63;13;16;64;19;31;10;39;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;15;38;32;36;4;3;29;28;63;13;16;64;19;31;10;39;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;15;38;32;36;4;3;29;28;63;13;16;64;19;31;10;39;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;34;38;32;36;4;3;29;28;63;13;16;64;19;31;10;39;24;35;56;9;46;44;7;11;33;15;14;50;26;8;25;42;6;1;17;5;12;41;284
41;280;60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;15;38;32;36;4;3;29;28;63;13;16;64;19;31;10;39;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;15;38;32;36;4;3;39;28;63;13;16;64;19;31;10;29;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;15;38;32;36;4;3;39;28;63;13;16;64;19;31;10;29;24;35;56;9;46;44;7;11;33;34;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;11;38;32;36;4;3;39;28;63;13;16;64;19;31;10;29;24;35;56;9;46;44;7;15;33;34;14;50;26;8;25;42;6;1;17;5;12;41;280
41;280;60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;11;38;32;36;4;3;39;28;63;13;16;64;19;31;10;29;24;35;56;9;46;44;7;15;33;34;14;50;26;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;11;38;32;36;4;3;39;28;63;26;16;64;19;31;10;29;24;35;56;9;46;44;7;15;33;34;14;50;13;8;25;42;6;1;17;5;12;41;276
41;276;60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;27;57;53;41;40;61;55;58;11;38;32;36;4;3;39;28;63;26;16;64;19;31;10;29;24;35;56;9;46;44;7;15;33;34;14;50;13;8;25;42;6;1;17;5;12
60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;41;57;53;27;40;61;55;58;11;38;32;36;4;3;39;28;63;26;16;64;19;31;10;29;24;35;56;9;46;44;7;15;33;34;14;50;13;8;25;42;6;1;17;5;12;41;270
41;270;60;21;59;62;18;54;51;2;20;47;52;48;37;45;43;30;49;23;22;41;57;53;27;40;61;55;58;11;38;32;36;4;3;39;28;63;26;16;64;19;31;10;29;24;35;56;9;46;44;7;15;33;34;14;50;13;8;25;42;6;1;17;5;12
