"X1";"X304";"X47";"X9";"X51";"X42";"X54";"X35";"X28";"X5";"X43";"X16";"X60";"X24";"X55";"X63";"X12";"X62";"X46";"X37";"X13";"X1.1";"X20";"X38";"X7";"X44";"X34";"X53";"X4";"X11";"X61";"X52";"X32";"X41";"X50";"X58";"X8";"X30";"X33";"X48";"X45";"X64";"X49";"X57";"X18";"X29";"X10";"X17";"X27";"X6";"X2";"X40";"X15";"X56";"X39";"X21";"X3";"X36";"X59";"X23";"X19";"X25";"X22";"X31";"X26";"X14"
23;46;38;62;32;14;2;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;37;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;10;7;42;33;54;56;61;17;6;20;5;31;13;50;33;286
33;286;23;46;38;62;32;14;2;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;37;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;10;7;42;33;54;56;61;17;6;20;5;31;13;50
23;46;38;62;32;14;2;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;37;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;7;10;42;33;54;56;61;17;6;20;5;31;13;50;33;286
33;286;23;46;38;62;32;14;2;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;37;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;7;10;42;33;54;56;61;17;6;20;5;31;13;50
23;46;38;62;32;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;37;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;7;10;42;33;54;56;61;17;6;20;5;2;13;50;33;286
33;286;23;46;38;62;32;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;37;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;7;10;42;33;54;56;61;17;6;20;5;2;13;50
23;46;38;62;37;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;7;10;42;33;54;56;61;17;6;20;5;2;13;50;33;276
33;276;23;46;38;62;37;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;43;15;4;49;24;16;44;40;41;12;57;7;10;42;33;54;56;61;17;6;20;5;2;13;50
23;46;38;62;37;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;54;15;4;49;24;16;44;40;41;12;57;7;10;42;33;43;56;61;17;6;20;5;2;13;50;33;276
33;276;23;46;38;62;37;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;54;15;4;49;24;16;44;40;41;12;57;7;10;42;33;43;56;61;17;6;20;5;2;13;50
23;46;38;62;37;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;54;15;4;49;24;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50;33;276
33;276;23;46;38;62;37;14;31;63;35;9;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;54;15;4;49;24;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50
23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;54;15;4;49;24;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50;33;264
33;264;23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;52;64;22;45;54;15;4;49;24;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50
23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;24;64;22;45;54;15;4;49;52;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50;33;264
33;264;23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;58;39;36;18;48;30;51;3;32;26;28;24;64;22;45;54;15;4;49;52;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50
23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;45;39;36;18;48;30;51;3;32;26;28;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50;33;258
33;258;23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;45;39;36;18;48;30;51;3;32;26;28;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50
23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;45;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50;33;262
33;262;23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;45;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;10;42;33;43;56;61;17;2;20;5;6;13;50
23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;45;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;43;56;61;17;2;20;5;6;10;50;33;262
33;262;23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;45;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;43;56;61;17;2;20;5;6;10;50
23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;45;56;61;17;2;20;5;6;10;50;33;262
33;262;23;46;38;62;9;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;45;56;61;17;2;20;5;6;10;50
9;46;38;62;23;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;45;56;61;17;2;20;5;6;10;50;33;262
33;262;9;46;38;62;23;14;31;63;35;37;53;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;58;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;45;56;61;17;2;20;5;6;10;50
9;46;38;62;23;14;31;63;35;37;58;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;53;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;45;56;61;17;2;20;5;6;10;50;33;268
33;268;9;46;38;62;23;14;31;63;35;37;58;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;53;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;45;56;61;17;2;20;5;6;10;50
9;46;38;62;23;45;31;63;35;37;58;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;53;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;14;56;61;17;2;20;5;6;10;50;33;252
33;252;9;46;38;62;23;45;31;63;35;37;58;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;64;22;53;54;15;4;49;52;16;44;40;41;12;57;7;13;42;33;14;56;61;17;2;20;5;6;10;50
9;46;38;62;23;45;31;63;35;37;58;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;7;13;42;33;14;56;61;17;2;20;5;6;10;50;33;248
33;248;9;46;38;62;23;45;31;63;35;37;58;27;25;29;59;60;19;1;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;7;13;42;33;14;56;61;17;2;20;5;6;10;50
9;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;7;13;42;33;14;56;61;17;2;20;5;6;10;50;33;250
34;250;9;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;7;13;42;33;14;56;61;17;2;20;5;6;10;50
7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;20;5;6;10;50;34;250
34;250;7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;43;39;36;28;48;30;51;3;32;26;18;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;20;5;6;10;50
7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;43;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;20;5;6;10;50;34;252
34;252;7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;43;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;20;5;6;10;50
7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;20;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;43;5;6;10;50;34;248
34;248;7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;60;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;20;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;43;5;6;10;50
7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;10;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;20;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50;34;248
34;248;7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;10;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;20;24;57;22;53;54;15;4;49;52;16;44;40;41;12;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50
7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;10;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50;34;248
34;248;7;46;1;62;23;45;31;63;35;37;58;27;25;29;59;10;19;38;47;55;34;21;11;8;18;39;36;28;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50
7;46;1;62;23;45;31;39;35;37;58;27;25;29;59;10;19;38;47;55;34;21;11;8;18;63;36;28;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50;34;260
34;260;7;46;1;62;23;45;31;39;35;37;58;27;25;29;59;10;19;38;47;55;34;21;11;8;18;63;36;28;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50
7;46;1;62;23;45;31;39;35;37;58;27;25;29;59;10;19;38;47;55;34;21;28;8;18;63;36;11;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50;34;260
34;260;7;46;1;62;23;45;31;39;35;37;58;27;25;29;59;10;19;38;47;55;34;21;28;8;18;63;36;11;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50
7;46;1;62;23;45;31;39;35;37;58;27;25;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50;34;272
34;272;7;46;1;62;23;45;31;39;35;37;58;27;25;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;57;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50
7;46;1;62;23;45;31;39;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;25;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50;34;284
34;284;7;46;1;62;23;45;31;39;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;25;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;33;14;56;61;17;2;43;5;6;60;50
7;46;1;62;23;45;31;39;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;25;14;56;61;17;2;43;5;6;60;50;34;276
34;276;7;46;1;62;23;45;31;39;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;25;14;56;61;17;2;43;5;6;60;50
61;46;1;62;23;45;31;39;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;25;14;56;7;17;2;43;5;6;60;50;34;276
34;276;61;46;1;62;23;45;31;39;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;25;14;56;7;17;2;43;5;6;60;50
61;46;1;62;23;45;31;25;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;60;50;34;280
34;280;61;46;1;62;23;45;31;25;35;37;58;27;57;29;59;10;19;38;47;55;34;21;28;8;18;63;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;60;50
61;46;1;62;23;45;31;25;35;37;58;27;63;29;59;10;19;38;47;55;34;21;28;8;18;57;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;60;50;34;280
34;280;61;46;1;62;23;45;31;25;35;37;58;27;63;29;59;10;19;38;47;55;34;21;28;8;18;57;11;36;48;30;51;3;32;26;12;24;33;22;53;54;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;60;50
61;46;1;62;23;45;31;25;35;37;58;27;63;29;59;10;19;38;47;55;34;21;28;8;18;57;11;36;48;30;51;3;32;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;54;50;34;280
34;280;61;46;1;62;23;45;31;25;35;37;58;27;63;29;59;10;19;38;47;55;34;21;28;8;18;57;11;36;48;30;51;3;32;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;54;50
61;46;1;62;23;45;31;25;35;37;58;27;63;29;59;10;19;38;47;54;34;21;28;8;18;57;11;36;48;30;51;3;32;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50;34;280
34;280;61;46;1;62;23;45;31;25;35;37;58;27;63;29;59;10;19;38;47;54;34;21;28;8;18;57;11;36;48;30;51;3;32;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50
61;46;1;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;36;48;30;51;3;29;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50;34;296
34;296;61;46;1;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;36;48;30;51;3;29;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50
61;46;1;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50;34;300
34;300;61;46;1;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;52;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50
61;46;52;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;1;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50;34;296
34;296;61;46;52;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;1;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50
61;46;52;62;23;45;31;10;35;37;58;27;63;32;59;25;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;1;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50;34;300
34;296;61;46;52;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;1;16;44;40;41;20;64;9;13;42;39;14;56;7;17;2;43;5;6;55;50
61;46;52;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50;34;296
35;296;61;46;52;62;23;45;31;25;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;12;24;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50
61;46;52;62;23;45;31;12;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;25;24;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50;35;294
35;294;61;46;52;62;23;45;31;12;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;57;11;30;48;36;51;3;29;26;25;24;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50
61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;23;11;30;48;36;51;3;29;26;25;24;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50;35;294
35;294;61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;10;19;38;47;54;34;21;28;8;18;23;11;30;48;36;51;3;29;26;25;24;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50
61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;28;8;18;23;11;30;48;36;51;3;29;26;25;10;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50;35;294
35;294;61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;28;8;18;23;11;30;48;36;51;3;29;26;25;10;33;22;53;60;15;4;49;1;16;44;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50
61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;44;8;18;23;11;30;48;36;51;3;29;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50;35;302
35;302;61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;44;8;18;23;11;30;48;36;51;3;29;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;13;42;39;14;56;7;17;64;43;5;6;55;50
61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;44;8;18;23;11;30;48;36;51;3;29;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50;35;302
35;302;61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;44;8;18;23;11;30;48;36;51;3;29;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50
61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50;35;310
35;310;61;46;52;62;57;45;31;12;35;37;58;27;63;32;59;24;19;38;47;54;34;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50
61;46;52;62;57;45;31;12;34;37;58;27;63;32;59;24;19;38;47;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50;35;310
35;310;61;46;52;62;57;45;31;12;34;37;58;27;63;32;59;24;19;38;47;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;41;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;32;59;24;19;38;47;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50;35;310
35;310;61;46;52;62;57;45;31;12;34;37;58;41;63;32;59;24;19;38;47;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;13;43;5;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;32;59;24;19;38;5;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;13;43;47;6;55;50;35;314
35;314;61;46;52;62;57;45;31;12;34;37;58;41;63;32;59;24;19;38;5;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;13;43;47;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;32;43;47;6;55;50;35;298
35;298;61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;54;35;21;44;29;18;23;11;30;48;36;51;3;8;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;32;43;47;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;11;30;48;36;51;3;54;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;32;43;47;6;55;50;35;298
35;298;61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;11;30;48;36;51;3;54;26;25;10;33;22;53;60;15;4;49;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;32;43;47;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;11;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;32;43;47;6;55;50;35;290
35;290;61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;11;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;39;14;56;7;17;32;43;47;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;39;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;11;14;56;7;17;32;43;47;6;55;50;35;270
35;270;61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;39;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;11;14;56;7;17;32;43;47;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;32;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;11;14;56;7;17;39;43;47;6;55;50;35;282
35;270;61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;24;19;38;5;8;35;21;44;29;18;23;39;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;11;14;56;7;17;32;43;47;6;55;50
61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;55;19;38;5;8;35;21;44;29;18;23;39;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;11;14;56;7;17;32;43;47;6;24;50;35;270
35;270;61;46;52;62;57;45;31;12;34;37;58;41;63;13;59;55;19;38;5;8;35;21;44;29;18;23;39;49;48;36;51;3;54;26;25;10;33;22;53;60;15;4;30;1;16;28;40;27;20;2;9;64;42;11;14;56;7;17;32;43;47;6;24;50
