"X1";"X26024";"X11";"X6";"X32";"X26";"X25";"X20";"X2";"X13";"X4";"X21";"X27";"X31";"X9";"X5";"X29";"X3";"X7";"X14";"X15";"X24";"X18";"X8";"X1.1";"X23";"X10";"X30";"X28";"X12";"X19";"X17";"X22";"X16"
81;25082;12;5;21;25;31;3;6;18;13;19;14;11;8;32;17;9;10;15;26;27;2;1;28;30;16;23;20;7;29;24;22;4
12;5;21;25;31;3;6;9;13;19;14;11;8;32;17;18;10;15;26;27;2;1;28;30;16;23;20;7;29;24;22;4;81;25558
81;25082;12;5;21;25;31;3;6;18;13;19;14;11;8;32;17;9;10;15;26;27;2;1;28;30;16;23;20;7;29;24;22;4
12;5;21;25;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;7;29;24;22;4;81;25082
81;25082;12;5;21;25;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;7;29;24;22;4
12;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;29;24;22;4;81;24980
81;24980;12;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;29;24;22;4
12;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;24;29;4;81;24640
81;24640;12;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;24;29;4
24;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;12;29;4;81;25496
81;24640;12;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;24;29;4
12;5;21;7;31;3;6;18;11;19;14;9;8;32;17;13;10;15;26;27;2;1;28;30;16;23;20;25;22;24;29;4;81;24900
81;24640;12;5;21;7;31;3;6;18;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;24;29;4
12;5;21;7;31;3;6;29;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;24;18;4;81;24800
82;24800;12;5;21;7;31;3;6;29;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;23;20;25;22;24;18;4
12;5;21;7;31;3;23;29;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;6;20;25;22;24;18;4;82;25370
82;25370;12;5;21;7;31;3;23;29;13;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;6;20;25;22;24;18;4
12;5;21;7;31;3;23;29;6;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;13;20;25;22;24;18;4;82;25310
82;25310;12;5;21;7;31;3;23;29;6;19;14;9;8;32;17;11;10;15;26;27;2;1;28;30;16;13;20;25;22;24;18;4
12;5;21;7;31;3;23;29;6;19;14;9;8;32;17;11;10;28;26;27;2;1;15;30;16;13;20;25;22;24;18;4;82;25350
82;25350;12;5;21;7;31;3;23;29;6;19;14;9;8;32;17;11;10;28;26;27;2;1;15;30;16;13;20;25;22;24;18;4
12;5;21;7;31;3;23;29;6;19;14;9;8;32;17;11;10;28;26;27;2;1;15;30;16;4;20;25;22;24;18;13;82;24990
82;24990;12;5;21;7;31;3;23;29;6;19;14;9;8;32;17;11;10;28;26;27;2;1;15;30;16;4;20;25;22;24;18;13
12;5;21;7;26;3;23;29;6;19;14;9;8;32;17;11;10;28;31;27;2;1;15;30;16;4;20;25;22;24;18;13;82;24550
82;24550;12;5;21;7;26;3;23;29;6;19;14;9;8;32;17;11;10;28;31;27;2;1;15;30;16;4;20;25;22;24;18;13
12;5;21;7;26;3;23;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;15;30;16;4;20;25;22;24;18;13;82;25070
82;25070;12;5;21;7;26;3;23;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;15;30;16;4;20;25;22;24;18;13
12;5;21;15;26;3;23;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;7;30;16;4;20;25;22;24;18;13;82;25230
82;25230;12;5;21;15;26;3;23;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;7;30;16;4;20;25;22;24;18;13
12;5;21;15;26;3;23;28;6;19;24;9;8;32;17;11;10;29;31;27;2;1;7;30;16;4;20;25;22;14;18;13;82;25886
82;25230;12;5;21;15;26;3;23;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;7;30;16;4;20;25;22;24;18;13
12;5;21;15;26;3;13;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;7;30;16;4;20;25;22;24;18;23;82;25740
82;25230;12;5;21;15;26;3;23;28;6;19;14;9;8;32;17;11;10;29;31;27;2;1;7;30;16;4;20;25;22;24;18;13
12;5;21;15;26;3;23;28;6;19;14;9;8;32;17;11;22;29;31;27;2;1;7;30;16;4;20;25;10;24;18;13;82;25940
82;25940;12;5;21;15;26;3;23;28;6;19;14;9;8;32;17;11;22;29;31;27;2;1;7;30;16;4;20;25;10;24;18;13
12;5;21;15;26;3;31;28;6;19;14;9;8;32;17;11;22;29;23;27;2;1;7;30;16;4;20;25;10;24;18;13;82;26540
82;26540;12;5;21;15;26;3;31;28;6;19;14;9;8;32;17;11;22;29;23;27;2;1;7;30;16;4;20;25;10;24;18;13
12;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;25;10;24;18;13;82;26980
82;26980;12;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;25;10;24;18;13
12;5;21;15;26;3;31;28;6;19;14;9;8;4;32;11;22;29;23;27;2;1;7;30;16;17;20;25;10;24;18;13;82;27300
82;26980;12;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;25;10;24;18;13
25;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13;82;26892
82;26892;25;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13
25;5;21;15;26;3;2;28;6;19;14;9;8;17;32;11;22;29;23;27;31;1;7;30;16;4;20;12;10;24;18;13;82;27236
82;26892;25;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13
25;5;21;15;26;30;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;3;16;4;20;12;10;24;18;13;82;27046
82;26892;25;5;21;15;26;3;31;28;6;19;14;9;8;17;32;11;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13
25;5;21;15;26;3;31;28;11;19;14;9;8;17;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13;82;26692
82;26692;25;5;21;15;26;3;31;28;11;19;14;9;8;17;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13
25;5;21;15;26;3;31;28;11;19;14;9;8;17;32;16;22;29;23;27;2;1;7;30;6;4;20;12;10;24;18;13;82;27572
82;26692;25;5;21;15;26;3;31;28;11;19;14;9;8;17;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13
25;5;21;15;26;3;29;28;11;19;14;9;8;17;32;6;22;31;23;27;2;1;7;30;16;4;20;12;10;24;18;13;82;27092
82;26692;25;5;21;15;26;3;31;28;11;19;14;9;8;17;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;18;13
25;5;21;15;26;3;31;28;11;18;14;9;8;17;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;19;13;82;26832
83;26832;25;5;21;15;26;3;31;28;11;18;14;9;8;17;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;19;13
25;5;21;15;26;3;31;28;11;18;14;9;8;19;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;17;13;83;26752
83;26752;25;5;21;15;26;3;31;28;11;18;14;9;8;19;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;17;13
25;5;21;15;26;3;31;28;11;18;14;9;20;19;32;6;22;29;23;27;2;1;7;30;16;4;8;12;10;24;17;13;83;27664
83;26752;25;5;21;15;26;3;31;28;11;18;14;9;8;19;32;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;17;13
25;5;21;15;26;3;31;28;32;18;14;9;8;19;11;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;17;13;83;26068
83;26068;25;5;21;15;26;3;31;28;32;18;14;9;8;19;11;6;22;29;23;27;2;1;7;30;16;4;20;12;10;24;17;13
25;5;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;27;2;1;18;30;16;4;20;12;10;24;17;13;83;26156
83;26156;25;5;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;27;2;1;18;30;16;4;20;12;10;24;17;13
25;27;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;5;2;1;18;30;16;4;20;12;10;24;17;13;83;26686
83;26156;25;5;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;27;2;1;18;30;16;4;20;12;10;24;17;13
25;5;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;27;2;18;1;30;16;4;20;12;10;24;17;13;83;25800
83;25800;25;5;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;27;2;18;1;30;16;4;20;12;10;24;17;13
25;5;21;15;26;3;31;28;22;7;14;9;8;19;11;6;32;29;23;27;2;18;1;30;16;4;20;12;10;24;17;13;83;26520
83;25800;25;5;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;29;23;27;2;18;1;30;16;4;20;12;10;24;17;13
25;29;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;24;17;13;83;25560
83;25560;25;29;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;24;17;13
25;29;21;15;26;3;31;28;32;7;14;13;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;24;17;9;83;25800
83;25560;25;29;21;15;26;3;31;28;32;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;24;17;13
25;29;21;15;26;3;31;32;28;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;24;17;13;83;25540
83;25540;25;29;21;15;26;3;31;32;28;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;24;17;13
25;29;21;15;26;3;31;32;24;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13;83;25640
83;25640;25;29;21;15;26;3;31;32;24;7;14;9;8;19;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
25;29;21;15;26;3;31;32;24;7;14;19;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13;83;25540
83;25540;25;29;21;15;26;3;31;32;24;7;14;19;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
25;29;21;15;26;3;19;32;24;7;14;31;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13;83;25920
83;25920;25;29;21;15;26;3;19;32;24;7;14;31;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
25;29;21;15;26;3;19;32;24;7;14;31;8;9;11;12;22;5;23;27;2;18;1;30;16;4;20;6;10;28;17;13;83;26480
83;25920;25;29;21;15;26;3;19;32;24;7;14;31;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
29;25;21;15;26;3;19;32;24;7;14;31;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13;83;25860
83;25860;29;25;21;15;26;3;19;32;24;7;14;31;8;9;11;6;22;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;6;15;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13;83;26046
83;26046;29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;6;15;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
29;9;21;22;26;3;19;32;24;7;14;31;8;25;11;6;15;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13;83;26644
83;26046;29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;6;15;5;23;27;2;18;1;30;16;4;20;12;10;28;17;13
29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;6;2;18;1;30;16;4;20;12;10;28;17;13;83;26150
83;26150;29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;6;2;18;1;30;16;4;20;12;10;28;17;13
29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;12;2;18;1;30;16;4;20;6;10;28;17;13;83;26510
83;26150;29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;6;2;18;1;30;16;4;20;12;10;28;17;13
29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;6;2;18;1;30;16;4;28;12;10;20;17;13;83;25990
84;25990;29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;6;2;18;1;30;16;4;28;12;10;20;17;13
29;25;21;22;26;3;19;32;24;7;14;31;6;9;11;27;15;5;23;8;2;18;1;30;16;4;28;12;10;20;17;13;84;26230
84;25990;29;25;21;22;26;3;19;32;24;7;14;31;8;9;11;27;15;5;23;6;2;18;1;30;16;4;28;12;10;20;17;13
29;25;21;22;26;3;19;32;24;15;14;31;8;9;11;27;7;5;23;6;2;18;1;30;16;4;28;12;10;20;17;13;84;25750
84;25750;29;25;21;22;26;3;19;32;24;15;14;31;8;9;11;27;7;5;23;6;2;18;1;30;16;4;28;12;10;20;17;13
29;25;21;22;26;3;19;2;24;15;14;31;8;9;11;27;7;5;23;6;32;18;1;30;16;4;28;12;10;20;17;13;84;26596
84;25750;29;25;21;22;26;3;19;32;24;15;14;31;8;9;11;27;7;5;23;6;2;18;1;30;16;4;28;12;10;20;17;13
29;25;21;22;26;3;19;32;24;15;14;31;28;9;11;27;7;5;23;6;2;18;1;30;16;4;8;12;10;20;17;13;84;25630
84;25630;29;25;21;22;26;3;19;32;24;15;14;31;28;9;11;27;7;5;23;6;2;18;1;30;16;4;8;12;10;20;17;13
29;25;21;22;26;3;19;32;24;15;14;31;28;9;11;27;7;20;23;6;2;18;1;30;16;4;8;12;10;5;17;13;84;26124
84;25630;29;25;21;22;26;3;19;32;24;15;14;31;28;9;11;27;7;5;23;6;2;18;1;30;16;4;8;12;10;20;17;13
29;25;21;22;26;3;19;32;24;15;14;31;5;9;11;27;7;28;23;6;2;18;1;30;16;4;8;12;10;20;17;13;84;26004
84;25630;29;25;21;22;26;3;19;32;24;15;14;31;28;9;11;27;7;5;23;6;2;18;1;30;16;4;8;12;10;20;17;13
29;25;21;22;26;3;19;32;24;15;17;31;28;9;11;27;7;5;23;6;2;18;1;30;16;4;8;12;10;20;14;13;84;25042
84;25042;29;25;21;22;26;3;19;32;24;15;17;31;28;9;11;27;7;5;23;6;2;18;1;30;16;4;8;12;10;20;14;13
29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;1;30;16;9;8;12;10;20;14;13;84;24482
84;24482;29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;1;30;16;9;8;12;10;20;14;13
29;25;21;22;26;3;2;32;24;15;17;31;28;4;11;27;7;5;23;6;19;18;1;30;16;9;8;12;10;20;14;13;84;25642
84;24482;29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;1;30;16;9;8;12;10;20;14;13
29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;16;30;1;9;8;12;10;20;14;13;84;24362
84;24362;29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;16;30;1;9;8;12;10;20;14;13
29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;16;30;13;9;8;12;10;20;14;1;84;24202
84;24202;29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;16;30;13;9;8;12;10;20;14;1
29;25;21;22;27;3;19;32;24;15;17;31;28;4;11;26;7;5;23;6;2;18;16;30;13;9;8;12;10;20;14;1;84;24302
84;24202;29;25;21;22;26;3;19;32;24;15;17;31;28;4;11;27;7;5;23;6;2;18;16;30;13;9;8;12;10;20;14;1
29;25;21;22;26;3;19;32;24;15;17;31;28;4;6;27;7;5;23;11;2;18;16;30;13;9;8;12;10;20;14;1;84;24002
84;24002;29;25;21;22;26;3;19;32;24;15;17;31;28;4;6;27;7;5;23;11;2;18;16;30;13;9;8;12;10;20;14;1
29;25;21;22;26;14;19;32;24;15;17;31;28;4;6;27;7;5;23;11;2;18;16;30;13;9;8;12;10;20;3;1;84;23682
84;23682;29;25;21;22;26;14;19;32;24;15;17;31;28;4;6;27;7;5;23;11;2;18;16;30;13;9;8;12;10;20;3;1
29;25;21;22;26;14;19;32;24;15;17;31;28;4;6;27;7;5;18;11;2;23;16;30;13;9;8;12;10;20;3;1;84;23442
84;23442;29;25;21;22;26;14;19;32;24;15;17;31;28;4;6;27;7;5;18;11;2;23;16;30;13;9;8;12;10;20;3;1
29;25;21;22;26;14;19;32;24;15;17;31;23;4;6;27;7;5;18;11;2;28;16;30;13;9;8;12;10;20;3;1;84;23562
84;23562;29;25;21;22;26;14;19;32;24;15;17;31;23;4;6;27;7;5;18;11;2;28;16;30;13;9;8;12;10;20;3;1
29;25;21;22;26;14;19;32;24;15;17;31;23;4;6;27;7;5;18;11;2;28;30;16;13;9;8;12;10;20;3;1;84;23464
84;23464;29;25;21;22;26;14;19;32;24;15;17;31;23;4;6;27;7;5;18;11;2;28;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;19;32;24;15;17;31;23;4;6;27;7;5;14;11;2;28;30;16;13;9;8;12;10;20;3;1;84;23178
84;23178;29;25;21;22;26;18;19;32;24;15;17;31;23;4;6;27;7;5;14;11;2;28;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;19;32;12;15;17;31;23;4;6;27;7;5;14;11;2;28;30;16;13;9;8;24;10;20;3;1;84;23756
84;23178;29;25;21;22;26;18;19;32;24;15;17;31;23;4;6;27;7;5;14;11;2;28;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;19;32;24;15;17;31;23;4;6;27;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1;84;22648
85;22648;29;25;21;22;26;18;19;32;24;15;17;31;23;4;6;27;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
29;25;21;23;26;18;19;32;24;15;17;31;22;4;6;27;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1;85;23188
85;22648;29;25;21;22;26;18;19;32;24;15;17;31;23;4;6;27;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1;85;22728
85;22728;29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;14;5;28;11;2;7;30;16;13;9;8;12;10;20;3;1;85;23920
85;22728;29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;13;32;24;15;27;31;23;4;6;17;28;5;14;11;2;7;30;16;19;9;8;12;10;20;3;1;85;24750
85;22728;29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;28;5;14;11;2;16;30;7;13;9;8;12;10;20;3;1;85;23228
85;22728;29;25;21;22;26;18;19;32;24;15;27;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
27;25;21;22;26;18;19;32;24;15;29;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1;85;22728
85;22728;27;25;21;22;26;18;19;32;24;15;29;31;23;4;6;17;28;5;14;11;2;7;30;16;13;9;8;12;10;20;3;1
27;25;21;22;26;18;19;32;24;15;29;31;23;4;6;17;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1;85;22928
85;22928;27;25;21;22;26;18;19;32;24;15;29;31;23;4;6;17;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1
27;25;21;22;26;18;19;32;24;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1;85;23328
85;23328;27;25;21;22;26;18;19;32;24;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1
27;25;21;22;26;18;19;32;24;15;1;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;29;85;24152
85;23328;27;25;21;22;26;18;19;32;24;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1
27;25;21;22;26;18;19;32;24;15;29;31;17;4;6;30;28;5;14;11;2;12;23;16;13;9;8;7;10;20;3;1;85;23628
85;23328;27;25;21;22;26;18;19;32;24;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1
27;25;21;22;26;18;2;32;24;15;29;31;17;4;6;23;28;5;14;11;19;12;30;16;13;9;8;7;10;20;3;1;85;24436
85;23328;27;25;21;22;26;18;19;32;24;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;20;3;1
27;25;21;22;26;18;19;32;20;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;24;3;1;85;23308
85;23308;27;25;21;22;26;18;19;32;20;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;24;3;1
27;14;21;22;26;18;19;32;20;15;29;31;17;4;6;23;28;5;25;11;2;12;30;16;13;9;8;7;10;24;3;1;85;24090
85;23308;27;25;21;22;26;18;19;32;20;15;29;31;17;4;6;23;28;5;14;11;2;12;30;16;13;9;8;7;10;24;3;1
27;25;21;22;26;18;19;32;20;15;29;31;17;4;6;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1;85;22888
85;22888;27;25;21;22;26;18;19;32;20;15;29;31;17;4;6;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1
27;25;21;22;26;18;19;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1;85;23410
85;23410;27;25;21;22;26;18;19;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1
27;25;21;22;26;18;19;10;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;32;24;3;1;85;24648
85;23410;27;25;21;22;26;18;19;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1
27;25;21;22;26;18;8;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;19;7;10;24;3;1;85;24392
85;23410;27;25;21;22;26;18;19;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1
3;25;21;22;26;18;19;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;27;1;85;24494
85;23410;27;25;21;22;26;18;19;32;20;15;6;31;17;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1
27;25;21;22;17;18;19;32;20;15;6;31;26;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1;85;23750
85;23750;27;25;21;22;17;18;19;32;20;15;6;31;26;4;29;23;28;16;14;11;2;12;30;5;13;9;8;7;10;24;3;1
27;25;21;22;17;18;19;32;20;15;5;31;26;4;29;23;28;16;14;11;2;12;30;6;13;9;8;7;10;24;3;1;85;24070
86;24070;27;25;21;22;17;18;19;32;20;15;5;31;26;4;29;23;28;16;14;11;2;12;30;6;13;9;8;7;10;24;3;1
27;25;21;22;17;18;24;32;20;15;5;31;26;4;29;23;28;16;14;11;2;12;30;6;13;9;8;7;10;19;3;1;86;24070
86;24070;27;25;21;22;17;18;24;32;20;15;5;31;26;4;29;23;28;16;14;11;2;12;30;6;13;9;8;7;10;19;3;1
27;25;21;22;17;18;24;32;20;15;5;31;26;4;11;23;28;16;14;29;2;12;30;6;13;9;8;7;10;19;3;1;86;23824
86;23824;27;25;21;22;17;18;24;32;20;15;5;31;26;4;11;23;28;16;14;29;2;12;30;6;13;9;8;7;10;19;3;1
27;25;21;23;17;18;24;32;20;15;5;31;26;4;11;22;28;16;14;29;2;12;30;6;13;9;8;7;10;19;3;1;86;23844
86;23844;27;25;21;23;17;18;24;32;20;15;5;31;26;4;11;22;28;16;14;29;2;12;30;6;13;9;8;7;10;19;3;1
27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;14;29;2;5;30;6;13;9;8;7;10;19;3;1;86;24044
86;24044;27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;14;29;2;5;30;6;13;9;8;7;10;19;3;1
27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;14;29;2;5;30;10;13;9;8;7;6;19;3;1;86;24144
86;24144;27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;14;29;2;5;30;10;13;9;8;7;6;19;3;1
27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;7;29;2;5;30;10;13;9;8;14;6;19;3;1;86;23984
86;23984;27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;7;29;2;5;30;10;13;9;8;14;6;19;3;1
27;25;21;23;17;18;24;32;3;15;12;31;26;4;11;22;28;16;7;29;2;5;30;10;13;9;8;14;6;19;20;1;86;24626
86;23984;27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;16;7;29;2;5;30;10;13;9;8;14;6;19;3;1
27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;19;7;29;2;5;30;10;13;9;8;14;6;16;3;1;86;24186
86;24186;27;25;21;23;17;18;24;32;20;15;12;31;26;4;11;22;28;19;7;29;2;5;30;10;13;9;8;14;6;16;3;1
27;25;21;23;17;18;24;32;20;15;12;31;11;4;26;22;28;19;7;29;2;5;30;10;13;9;8;14;6;16;3;1;86;23720
86;23720;27;25;21;23;17;18;24;32;20;15;12;31;11;4;26;22;28;19;7;29;2;5;30;10;13;9;8;14;6;16;3;1
27;25;21;23;17;18;24;32;20;15;12;31;11;4;30;22;28;19;7;29;2;5;26;10;13;9;8;14;6;16;3;1;86;23840
86;23840;27;25;21;23;17;18;24;32;20;15;12;31;11;4;30;22;28;19;7;29;2;5;26;10;13;9;8;14;6;16;3;1
27;25;21;22;17;18;24;32;20;15;12;31;11;4;30;23;28;19;7;29;2;5;26;10;13;9;8;14;6;16;3;1;86;23500
86;23500;27;25;21;22;17;18;24;32;20;15;12;31;11;4;30;23;28;19;7;29;2;5;26;10;13;9;8;14;6;16;3;1
27;13;21;22;17;18;24;32;20;15;12;31;11;4;30;23;28;19;7;29;2;5;26;10;25;9;8;14;6;16;3;1;86;24858
86;23500;27;25;21;22;17;18;24;32;20;15;12;31;11;4;30;23;28;19;7;29;2;5;26;10;13;9;8;14;6;16;3;1
27;25;21;22;17;18;24;32;20;15;12;31;11;19;30;23;28;4;7;29;2;5;26;10;13;9;8;14;6;16;3;1;86;23446
