"X1";"X256";"X30";"X35";"X6";"X51";"X48";"X39";"X57";"X27";"X49";"X24";"X13";"X64";"X20";"X12";"X19";"X41";"X14";"X55";"X7";"X33";"X63";"X29";"X17";"X5";"X28";"X25";"X42";"X43";"X23";"X59";"X36";"X9";"X8";"X44";"X61";"X56";"X11";"X53";"X16";"X54";"X45";"X62";"X32";"X4";"X52";"X37";"X22";"X38";"X46";"X2";"X1.1";"X58";"X60";"X26";"X40";"X10";"X50";"X34";"X47";"X15";"X3";"X21";"X31";"X18"
13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;29;50;44;25;18;56;19;58;59;5;10;46;26;40;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;35;32;28;34;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;274
34;274;13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;29;50;44;25;18;56;19;58;59;5;10;46;26;40;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;35;32;28;34;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;40;52;43;51;31;60;42;47;39;27;29;50;44;25;18;56;19;58;59;5;10;46;26;49;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;35;32;28;34;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;286
34;274;13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;29;50;44;25;18;56;19;58;59;5;10;46;26;40;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;35;32;28;34;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;29;50;44;25;18;56;19;58;59;5;10;46;26;34;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;35;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;274
34;274;13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;29;50;44;25;18;56;19;58;59;5;10;46;26;34;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;35;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;35;50;44;25;18;56;19;58;59;5;10;46;26;34;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;278
34;278;13;1;57;7;48;49;52;43;51;31;60;42;47;39;27;35;50;44;25;18;56;19;58;59;5;10;46;26;34;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;35;50;51;25;18;56;19;58;59;5;10;46;26;34;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;278
34;278;13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;35;50;51;25;18;56;19;58;59;5;10;46;26;34;17;38;8;62;4;12;54;14;36;64;21;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;35;50;51;25;18;56;19;58;59;5;4;46;26;34;17;38;8;62;10;12;54;14;36;64;21;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;278
34;278;13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;35;50;51;25;18;56;19;58;59;5;4;46;26;34;17;38;8;62;10;12;54;14;36;64;21;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;21;50;51;25;18;56;19;58;59;5;4;46;26;34;17;38;8;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;278
34;278;13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;21;50;51;25;18;56;19;58;59;5;4;46;26;34;17;38;8;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;21;50;51;25;18;56;19;58;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;280
34;280;13;1;57;7;48;49;52;43;44;31;60;42;47;39;27;21;50;51;25;18;56;19;58;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;21;50;51;25;18;56;19;58;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;276
34;276;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;21;50;51;25;18;56;19;58;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;53;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;21;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;58;61;23;15;2;55;20;24;6;16;30;9;41;3;45;34;276
34;276;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;21;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;58;61;23;15;2;55;20;24;6;16;30;9;41;3;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;58;61;23;15;2;55;20;24;6;16;30;9;41;21;45;34;276
34;276;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;35;22;37;11;33;63;29;32;28;40;58;61;23;15;2;55;20;24;6;16;30;9;41;21;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;58;22;37;11;33;63;29;32;28;40;35;61;23;15;2;55;20;24;6;16;30;9;41;21;45;34;276
34;276;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;58;22;37;11;33;63;29;32;28;40;35;61;23;15;2;55;20;24;6;16;30;9;41;21;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;58;22;37;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;34;276
34;276;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;51;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;58;22;37;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;37;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;34;276
34;276;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;37;25;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;36;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;25;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;34;288
34;288;13;1;57;7;48;49;52;43;44;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;17;38;46;62;10;12;54;14;25;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;7;48;49;52;43;17;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;54;14;25;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;34;292
34;292;13;1;57;7;48;49;52;43;17;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;54;14;25;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;7;48;49;52;46;17;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;43;62;10;12;54;14;25;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;34;302
34;292;13;1;57;7;48;49;52;43;17;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;54;14;25;64;58;22;51;11;33;63;29;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;7;48;49;52;43;17;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;63;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;34;288
35;288;13;1;57;7;48;49;52;43;17;31;39;42;47;60;27;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;63;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;7;48;49;52;43;17;31;39;42;47;60;63;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;35;280
35;280;13;1;57;7;48;49;52;43;17;31;39;42;47;60;63;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;17;48;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;35;276
35;276;13;1;57;17;48;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;56;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
13;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;35;276
35;276;13;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;14;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;13;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45;35;272
35;272;14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;46;62;10;12;29;13;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;16;30;9;41;21;45
14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;46;30;9;41;21;45;35;272
35;272;14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;58;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;20;24;40;46;30;9;41;21;45
14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;58;24;40;46;30;9;41;21;45;35;272
35;272;14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;15;2;55;58;24;40;46;30;9;41;21;45
14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;55;2;15;58;24;40;46;30;9;41;21;45;35;272
35;272;14;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;48;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;55;2;15;58;24;40;46;30;9;41;21;45
48;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;55;2;15;58;24;40;46;30;9;41;21;45;35;272
35;272;48;1;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;55;2;15;58;24;40;46;30;9;41;21;45
48;24;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;55;2;15;58;1;40;46;30;9;41;21;45;35;272
35;272;48;24;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;61;23;55;2;15;58;1;40;46;30;9;41;21;45
48;24;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;15;23;55;2;61;58;1;40;46;30;9;41;21;45;35;272
35;272;48;24;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;13;25;64;20;22;51;11;33;27;54;32;28;6;35;15;23;55;2;61;58;1;40;46;30;9;41;21;45
48;24;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;61;58;1;40;46;30;9;41;21;45;35;272
35;272;48;24;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;8;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;61;58;1;40;46;30;9;41;21;45
48;8;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;61;58;1;40;46;30;9;41;21;45;35;264
35;264;48;8;57;17;56;49;52;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;61;58;1;40;46;30;9;41;21;45
48;8;57;17;56;49;61;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;21;45;35;264
35;264;48;8;57;17;56;49;61;43;7;31;39;42;47;60;63;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;21;45
48;8;57;17;56;49;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;63;45;35;274
35;274;48;8;57;17;56;49;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;22;51;11;33;27;54;32;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;49;51;11;33;27;54;32;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;63;45;35;282
35;282;48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;25;64;20;49;51;11;33;27;54;32;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;63;45;35;282
35;282;48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;24;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;35;15;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;35;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;15;23;55;2;52;58;1;40;46;30;9;41;63;45;35;298
35;298;48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;35;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;15;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;35;33;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;26;27;54;25;28;13;24;15;23;55;2;52;58;1;40;46;30;9;41;63;45;35;306
35;298;48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;37;36;18;14;19;53;59;5;4;35;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;15;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;15;36;18;14;19;53;59;5;4;35;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;37;23;55;2;52;58;1;40;46;30;9;41;63;45;35;298
35;298;48;8;57;17;56;22;61;43;7;31;39;42;47;60;21;3;50;15;36;18;14;19;53;59;5;4;35;26;34;44;38;16;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;37;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;39;42;47;16;21;3;50;15;36;18;14;19;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;37;23;55;2;52;58;1;40;46;30;9;41;63;45;35;296
36;296;48;8;57;17;56;22;61;43;7;31;39;42;47;16;21;3;50;15;36;18;14;19;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;37;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;18;14;19;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;37;23;55;2;52;58;1;40;46;30;9;41;63;45;36;296
36;296;48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;18;14;19;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;28;13;24;37;23;55;2;52;58;1;40;46;30;9;41;63;45
48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;18;14;19;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;9;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45;36;296
36;296;48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;18;14;19;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;9;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;19;14;18;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;9;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45;36;288
36;288;48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;19;14;18;53;59;5;4;35;26;34;44;38;60;62;10;12;29;6;32;64;20;49;51;11;33;27;54;25;9;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;19;14;18;53;59;5;4;35;26;34;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45;36;284
36;284;48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;19;14;18;53;59;5;4;35;26;34;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;19;14;18;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45;36;284
36;284;48;8;57;17;56;22;61;43;7;31;50;42;47;16;21;3;39;15;36;19;14;18;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;36;22;61;43;7;31;50;42;47;16;21;3;39;15;56;19;14;18;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45;36;276
36;276;48;8;57;17;36;22;61;43;7;31;50;42;47;16;21;3;39;15;56;19;14;18;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;24;37;23;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;36;22;61;43;7;31;50;42;47;16;21;3;39;15;56;19;14;24;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;18;37;23;55;2;52;58;1;40;46;30;28;41;63;45;36;272
36;272;48;8;57;17;36;22;61;43;7;31;50;42;47;16;21;3;39;15;56;19;14;24;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;49;51;11;33;27;54;25;62;13;18;37;23;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;36;22;61;43;7;31;50;42;47;16;21;3;39;15;56;19;14;24;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;46;30;28;41;63;45;36;272
36;272;48;8;57;17;36;22;61;43;7;31;50;42;47;16;21;3;39;15;56;19;14;24;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;36;22;61;43;7;31;50;42;56;16;21;3;39;15;47;19;14;24;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;46;30;28;41;63;45;36;280
36;280;48;8;57;17;36;22;61;43;7;31;50;42;56;16;21;3;39;15;47;19;14;24;53;59;34;4;35;26;5;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;36;22;61;43;7;35;50;42;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;5;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;46;30;28;41;63;45;36;260
36;260;48;8;57;17;36;22;61;43;7;35;50;42;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;5;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;46;30;28;41;63;45
48;8;57;17;36;22;61;43;7;35;50;42;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;41;63;45;36;260
36;260;48;8;57;17;36;22;61;43;7;35;50;42;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;20;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;41;63;45
48;8;57;17;36;22;61;43;7;35;50;20;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;42;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;41;63;45;36;260
36;260;48;8;57;17;36;22;61;43;7;35;50;20;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;42;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;41;63;45
48;8;57;17;36;43;61;22;7;35;50;20;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;42;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;41;63;45;36;260
36;260;48;8;57;17;36;43;61;22;7;35;50;20;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;42;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;41;63;45
48;8;57;17;36;41;61;22;7;35;50;20;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;42;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;43;63;45;36;256
36;256;48;8;57;17;36;41;61;22;7;35;50;20;56;16;21;3;39;15;47;19;14;24;53;59;34;4;31;26;46;44;38;60;9;10;12;29;6;32;64;42;23;51;11;33;27;54;25;62;13;18;37;49;55;2;52;58;1;40;5;30;28;43;63;45
