"X1";"X25944";"X20";"X6";"X27";"X19";"X3";"X13";"X18";"X28";"X4";"X31";"X30";"X24";"X26";"X29";"X2";"X5";"X23";"X32";"X8";"X1.1";"X15";"X17";"X9";"X14";"X21";"X11";"X16";"X22";"X10";"X12";"X25";"X7"
65;25584;23;14;19;9;24;27;26;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;15;3;12;21;5;16;28;20
23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;15;3;12;21;26;16;28;20;65;25784
65;25784;23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;15;3;12;21;26;16;28;20
23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;25;17;2;31;22;13;10;1;8;15;3;12;21;26;16;28;20;65;26402
65;25784;23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;15;3;12;21;26;16;28;20
23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20;65;26348
65;26348;23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;27;5;32;7;30;6;29;18;11;22;1;17;2;31;4;13;10;25;8;21;3;12;15;26;16;28;20;65;27166
65;26348;23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;16;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;27;28;20;65;27154
65;26348;23;14;19;9;24;27;5;32;7;30;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20;65;25828
65;25828;23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;27;5;4;7;32;6;29;18;11;30;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20;65;26370
65;25828;23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;17;2;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;10;25;8;21;3;12;15;26;16;28;20;65;26114
65;26114;23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;15;25;8;21;3;12;10;26;16;28;20;65;26474
65;26114;23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;9;24;27;5;30;28;32;6;29;18;11;4;1;2;17;31;22;13;10;25;8;21;3;12;15;26;16;7;20;65;26748
65;26114;23;14;19;9;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;10;25;8;21;3;12;15;26;16;28;20
23;14;19;10;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;9;25;8;21;3;12;15;26;16;28;20;65;26034
65;26034;23;14;19;10;24;27;5;30;7;32;6;29;18;11;4;1;2;17;31;22;13;9;25;8;21;3;12;15;26;16;28;20
23;14;19;10;22;27;5;30;7;32;6;29;18;11;4;1;2;17;31;24;13;9;25;8;21;3;12;15;26;16;28;20;65;25874
66;25874;23;14;19;10;22;27;5;30;7;32;6;29;18;11;4;1;2;17;31;24;13;9;25;8;21;3;12;15;26;16;28;20
23;14;19;10;25;27;5;30;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;3;12;15;26;16;28;20;66;26474
66;26474;23;14;19;10;25;27;5;30;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;3;12;15;26;16;28;20
23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;3;12;30;26;16;28;20;66;26242
66;26242;23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;3;12;30;26;16;28;20
23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;30;12;3;26;16;28;20;66;26730
66;26730;23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;30;12;3;26;16;28;20
23;14;19;10;25;27;5;15;13;32;6;29;18;11;4;1;2;17;31;24;7;9;22;8;21;30;12;3;26;16;28;20;66;26930
66;26730;23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;31;24;13;9;22;8;21;30;12;3;26;16;28;20
23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;28;24;13;9;22;8;21;30;12;3;26;16;31;20;66;26730
66;26730;23;14;19;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;28;24;13;9;22;8;21;30;12;3;26;16;31;20
23;14;28;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;22;8;21;30;12;3;26;16;31;20;66;26870
66;26870;23;14;28;10;25;27;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;22;8;21;30;12;3;26;16;31;20
23;14;27;10;25;28;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;22;8;21;30;12;3;26;16;31;20;66;26870
66;26870;23;14;27;10;25;28;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;22;8;21;30;12;3;26;16;31;20
23;14;27;10;25;28;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;31;8;21;30;12;3;26;16;22;20;66;26890
66;26890;23;14;27;10;25;28;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;31;8;21;30;12;3;26;16;22;20
23;14;27;22;25;28;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;31;8;21;30;12;3;26;16;10;20;66;27152
66;27152;23;14;27;22;25;28;5;15;7;32;6;29;18;11;4;1;2;17;19;24;13;9;31;8;21;30;12;3;26;16;10;20
11;14;27;22;25;28;5;15;7;32;6;29;18;23;4;1;2;17;19;24;13;9;31;8;21;30;12;3;26;16;10;20;66;26336
66;26336;11;14;27;22;25;28;5;15;7;32;6;29;18;23;4;1;2;17;19;24;13;9;31;8;21;30;12;3;26;16;10;20
11;14;27;3;25;28;5;15;7;32;6;29;18;23;4;1;2;17;19;24;13;9;31;8;21;30;12;22;26;16;10;20;66;26114
66;26114;11;14;27;3;25;28;5;15;7;32;6;29;18;23;4;1;2;17;19;24;13;9;31;8;21;30;12;22;26;16;10;20
11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;19;23;13;9;31;8;21;30;12;22;26;16;10;20;66;25914
66;25914;11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;19;23;13;9;31;8;21;30;12;22;26;16;10;20
11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;19;23;13;9;31;8;21;30;22;12;26;16;10;20;66;25726
66;25726;11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;19;23;13;9;31;8;21;30;22;12;26;16;10;20
11;14;27;3;25;1;5;15;7;32;6;29;18;24;4;28;2;17;19;23;13;9;31;8;21;30;22;12;26;16;10;20;66;26508
66;25726;11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;19;23;13;9;31;8;21;30;22;12;26;16;10;20
11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;9;23;13;19;31;8;21;30;22;12;26;16;10;20;66;25916
66;25916;11;14;27;3;25;28;5;15;7;32;6;29;18;24;4;1;2;17;9;23;13;19;31;8;21;30;22;12;26;16;10;20
11;14;27;3;25;28;5;15;7;32;6;29;13;24;4;1;2;17;9;23;18;19;31;8;21;30;22;12;26;16;10;20;66;25998
66;25998;11;14;27;3;25;28;5;15;7;32;6;29;13;24;4;1;2;17;9;23;18;19;31;8;21;30;22;12;26;16;10;20
11;14;27;3;25;28;5;15;7;32;6;29;13;24;19;1;2;17;9;23;18;4;31;8;21;30;22;12;26;16;10;20;66;26158
66;26158;11;14;27;3;25;28;5;15;7;32;6;29;13;24;19;1;2;17;9;23;18;4;31;8;21;30;22;12;26;16;10;20
11;14;27;3;25;28;5;15;7;16;6;29;13;24;19;1;2;17;9;23;18;4;31;8;21;30;22;12;26;32;10;20;66;25652
66;25652;11;14;27;3;25;28;5;15;7;16;6;29;13;24;19;1;2;17;9;23;18;4;31;8;21;30;22;12;26;32;10;20
11;14;27;3;25;28;5;15;7;16;6;29;13;24;19;1;2;17;9;23;18;4;10;8;21;30;22;12;26;32;31;20;66;25642
66;25642;11;14;27;3;25;28;5;15;7;16;6;29;13;24;19;1;2;17;9;23;18;4;10;8;21;30;22;12;26;32;31;20
11;14;27;3;25;28;5;15;7;16;6;29;13;24;8;1;2;17;9;23;18;4;10;19;21;30;22;12;26;32;31;20;66;25308
67;25308;11;14;27;3;25;28;5;15;7;16;6;29;13;24;8;1;2;17;9;23;18;4;10;19;21;30;22;12;26;32;31;20
11;14;27;3;25;28;5;15;7;16;6;29;13;24;23;1;2;17;9;8;18;4;10;19;21;30;22;12;26;32;31;20;67;25430
67;25430;11;14;27;3;25;28;5;15;7;16;6;29;13;24;23;1;2;17;9;8;18;4;10;19;21;30;22;12;26;32;31;20
11;14;27;3;25;28;5;15;7;13;6;29;16;24;23;1;2;17;9;8;18;4;10;19;21;30;22;12;26;32;31;20;67;25570
67;25570;11;14;27;3;25;28;5;15;7;13;6;29;16;24;23;1;2;17;9;8;18;4;10;19;21;30;22;12;26;32;31;20
7;14;27;3;25;28;5;15;11;13;6;29;16;24;23;1;2;17;9;8;18;4;10;19;21;30;22;12;26;32;31;20;67;25630
67;25630;7;14;27;3;25;28;5;15;11;13;6;29;16;24;23;1;2;17;9;8;18;4;10;19;21;30;22;12;26;32;31;20
7;14;27;3;25;28;5;15;11;8;6;29;16;24;23;1;2;17;9;13;18;4;10;19;21;30;22;12;26;32;31;20;67;25450
67;25450;7;14;27;3;25;28;5;15;11;8;6;29;16;24;23;1;2;17;9;13;18;4;10;19;21;30;22;12;26;32;31;20
7;14;27;3;25;28;5;29;11;8;6;15;16;24;23;1;2;17;9;13;18;4;10;19;21;30;22;12;26;32;31;20;67;24874
67;24874;7;14;27;3;25;28;5;29;11;8;6;15;16;24;23;1;2;17;9;13;18;4;10;19;21;30;22;12;26;32;31;20
7;14;27;3;25;28;5;29;11;8;6;1;16;24;23;15;2;17;9;13;18;4;10;19;21;30;22;12;26;32;31;20;67;24994
67;24994;7;14;27;3;25;28;5;29;11;8;6;1;16;24;23;15;2;17;9;13;18;4;10;19;21;30;22;12;26;32;31;20
7;14;27;3;25;28;5;29;11;8;6;1;16;24;23;15;2;17;9;32;18;4;10;19;21;30;22;12;26;13;31;20;67;25298
67;25298;7;14;27;3;25;28;5;29;11;8;6;1;16;24;23;15;2;17;9;32;18;4;10;19;21;30;22;12;26;13;31;20
7;14;27;3;25;28;5;29;11;8;6;1;16;24;23;15;2;17;9;32;18;4;10;13;21;30;22;12;26;19;31;20;67;25590
67;25590;7;14;27;3;25;28;5;29;11;8;6;1;16;24;23;15;2;17;9;32;18;4;10;13;21;30;22;12;26;19;31;20
7;14;27;3;25;28;5;29;11;16;6;1;8;24;23;15;2;17;9;32;18;4;10;13;21;30;22;12;26;19;31;20;67;25150
67;25150;7;14;27;3;25;28;5;29;11;16;6;1;8;24;23;15;2;17;9;32;18;4;10;13;21;30;22;12;26;19;31;20
7;14;27;3;25;12;5;29;11;16;6;1;8;24;23;15;2;17;9;32;18;4;10;13;21;30;22;28;26;19;31;20;67;25104
67;25104;7;14;27;3;25;12;5;29;11;16;6;1;8;24;23;15;2;17;9;32;18;4;10;13;21;30;22;28;26;19;31;20
7;14;27;3;25;12;5;29;11;16;6;1;8;24;23;15;2;17;9;32;18;4;10;13;21;30;20;28;26;19;31;22;67;25184
67;25184;7;14;27;3;25;12;5;29;11;16;6;1;8;24;23;15;2;17;9;32;18;4;10;13;21;30;20;28;26;19;31;22
7;14;27;3;25;12;5;29;11;16;6;1;8;24;23;28;2;17;9;32;18;4;10;13;21;30;20;15;26;19;31;22;67;25752
67;25752;7;14;27;3;25;12;5;29;11;16;6;1;8;24;23;28;2;17;9;32;18;4;10;13;21;30;20;15;26;19;31;22
7;14;27;3;25;12;5;29;11;16;6;1;20;24;23;28;2;17;9;32;18;4;10;13;21;30;8;15;26;19;31;22;67;27020
67;27020;7;14;27;3;25;12;5;29;11;16;6;1;20;24;23;28;2;17;9;32;18;4;10;13;21;30;8;15;26;19;31;22
7;14;27;3;25;12;5;29;11;16;6;1;20;24;4;28;2;17;9;32;18;23;10;13;21;30;8;15;26;19;31;22;67;27124
67;27124;7;14;27;3;25;12;5;29;11;16;6;1;20;24;4;28;2;17;9;32;18;23;10;13;21;30;8;15;26;19;31;22
7;14;27;3;25;12;5;29;11;16;6;1;20;24;4;28;2;17;9;32;18;23;15;13;21;30;8;10;26;19;31;22;67;27604
67;27604;7;14;27;3;25;12;5;29;11;16;6;1;20;24;4;28;2;17;9;32;18;23;15;13;21;30;8;10;26;19;31;22
7;11;27;3;25;12;5;29;14;16;6;1;20;24;4;28;2;17;9;32;18;23;15;13;21;30;8;10;26;19;31;22;67;27644
67;27644;7;11;27;3;25;12;5;29;14;16;6;1;20;24;4;28;2;17;9;32;18;23;15;13;21;30;8;10;26;19;31;22
7;11;14;3;25;12;5;29;27;16;6;1;20;24;4;28;2;17;9;32;18;23;15;13;21;30;8;10;26;19;31;22;67;27448
67;27448;7;11;14;3;25;12;5;29;27;16;6;1;20;24;4;28;2;17;9;32;18;23;15;13;21;30;8;10;26;19;31;22
7;11;14;3;25;12;5;29;27;16;6;1;20;24;4;28;2;17;9;32;18;8;15;13;21;30;23;10;26;19;31;22;67;26938
67;26938;7;11;14;3;25;12;5;29;27;16;6;1;20;24;4;28;2;17;9;32;18;8;15;13;21;30;23;10;26;19;31;22
7;11;14;18;25;12;5;29;27;16;6;1;20;24;4;28;2;17;9;32;3;8;15;13;21;30;23;10;26;19;31;22;67;27478
67;26938;7;11;14;3;25;12;5;29;27;16;6;1;20;24;4;28;2;17;9;32;18;8;15;13;21;30;23;10;26;19;31;22
7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;8;15;13;21;30;23;10;26;19;31;20;67;26178
68;26178;7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;8;15;13;21;30;23;10;26;19;31;20
7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20;68;26418
68;26418;7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20
7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;20;32;18;15;8;13;21;30;23;10;26;19;31;9;68;26446
68;26418;7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20
24;11;14;3;25;12;5;29;27;16;6;1;22;7;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20;68;27354
68;26418;7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20
7;17;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;11;9;32;18;15;8;13;21;30;23;10;26;19;31;20;68;27550
68;26418;7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20
24;11;14;3;25;12;5;29;27;16;6;1;22;7;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20;68;27354
68;26418;7;11;14;3;25;12;5;29;27;16;6;1;22;24;4;28;2;17;9;32;18;15;8;13;21;30;23;10;26;19;31;20
7;11;14;3;25;12;5;29;27;16;6;32;22;24;4;28;2;17;9;1;18;15;8;13;21;30;23;10;26;19;31;20;68;26386
68;26386;7;11;14;3;25;12;5;29;27;16;6;32;22;24;4;28;2;17;9;1;18;15;8;13;21;30;23;10;26;19;31;20
7;11;14;3;25;12;5;29;27;16;6;32;22;24;4;28;2;17;9;1;18;15;8;13;21;30;23;10;19;26;31;20;68;26286
68;26286;7;11;14;3;25;12;5;29;27;16;6;32;22;24;4;28;2;17;9;1;18;15;8;13;21;30;23;10;19;26;31;20
7;11;14;3;25;12;5;29;27;16;6;32;22;26;4;28;2;17;9;1;18;15;8;13;21;30;23;10;19;24;31;20;68;26166
68;26166;7;11;14;3;25;12;5;29;27;16;6;32;22;26;4;28;2;17;9;1;18;15;8;13;21;30;23;10;19;24;31;20
7;11;14;3;25;12;5;29;27;16;6;32;22;26;4;10;2;17;9;1;18;15;8;13;21;30;23;28;19;24;31;20;68;24918
68;24918;7;11;14;3;25;12;5;29;27;16;6;32;22;26;4;10;2;17;9;1;18;15;8;13;21;30;23;28;19;24;31;20
7;11;14;3;25;12;5;29;27;16;6;23;22;26;4;10;2;17;9;1;18;15;8;13;21;30;32;28;19;24;31;20;68;24598
68;24598;7;11;14;3;25;12;5;29;27;16;6;23;22;26;4;10;2;17;9;1;18;15;8;13;21;30;32;28;19;24;31;20
7;11;14;3;9;12;5;29;27;16;6;23;22;26;4;10;2;17;25;1;18;15;8;13;21;30;32;28;19;24;31;20;68;23448
68;23448;7;11;14;3;9;12;5;29;27;16;6;23;22;26;4;10;2;17;25;1;18;15;8;13;21;30;32;28;19;24;31;20
7;11;14;3;9;12;5;29;27;16;6;23;22;26;4;10;30;17;25;1;18;15;8;13;21;2;32;28;19;24;31;20;68;23296
68;23296;7;11;14;3;9;12;5;29;27;16;6;23;22;26;4;10;30;17;25;1;18;15;8;13;21;2;32;28;19;24;31;20
7;11;27;3;9;12;5;29;14;16;6;23;22;26;4;10;30;17;25;1;18;15;8;13;21;2;32;28;19;24;31;20;68;23712
68;23712;7;11;27;3;9;12;5;29;14;16;6;23;22;26;4;10;30;17;25;1;18;15;8;13;21;2;32;28;19;24;31;20
7;11;27;3;9;12;5;29;14;16;6;23;22;26;4;10;30;17;25;1;18;15;8;20;21;2;32;28;19;24;31;13;68;23300
68;23300;7;11;27;3;9;12;5;29;14;16;6;23;22;26;4;10;30;17;25;1;18;15;8;20;21;2;32;28;19;24;31;13
7;11;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;1;18;15;8;20;21;2;32;28;19;24;31;13;68;23540
68;23540;7;11;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;1;18;15;8;20;21;2;32;28;19;24;31;13
7;11;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;31;18;15;8;20;21;2;32;28;19;24;1;13;68;23564
68;23564;7;11;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;31;18;15;8;20;21;2;32;28;19;24;1;13
7;11;27;9;3;12;5;29;14;16;6;23;22;13;4;10;30;17;25;31;18;15;8;20;21;2;32;28;19;24;1;26;68;24028
68;23564;7;11;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;31;18;15;8;20;21;2;32;28;19;24;1;13
7;2;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;31;18;15;8;20;21;11;32;28;19;24;1;13;68;23824
68;23824;7;2;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;25;31;18;15;8;20;21;11;32;28;19;24;1;13
7;2;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;24;1;25;68;23956
68;23956;7;2;27;9;3;12;5;29;14;16;6;23;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;24;1;25
7;2;27;9;3;12;23;29;14;16;6;5;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;24;1;25;68;24030
69;24030;7;2;27;9;3;12;23;29;14;16;6;5;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;24;1;25
7;2;27;9;3;12;23;29;14;24;6;5;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25;69;23496
69;23496;7;2;27;9;3;12;23;29;14;24;6;5;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25
7;2;27;9;3;12;23;29;14;24;6;5;22;26;4;10;30;17;13;31;18;15;8;16;21;11;32;28;19;20;1;25;69;24212
69;23496;7;2;27;9;3;12;23;29;14;24;6;5;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25
7;2;27;9;3;12;23;4;14;24;6;5;22;26;29;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25;69;23950
69;23496;7;2;27;9;3;12;23;29;14;24;6;5;22;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25
7;2;22;9;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25;69;23656
69;23656;7;2;22;9;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;31;18;15;8;20;21;11;32;28;19;16;1;25
7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;31;18;15;9;20;21;11;32;28;19;16;1;25;69;23536
69;23536;7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;31;18;15;9;20;21;11;32;28;19;16;1;25
7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;9;18;15;31;20;21;11;32;28;19;16;1;25;69;23722
69;23722;7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;9;18;15;31;20;21;11;32;28;19;16;1;25
7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;9;18;15;21;20;31;11;32;28;19;16;1;25;69;23562
69;23562;7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;9;18;15;21;20;31;11;32;28;19;16;1;25
7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;9;18;21;15;20;31;11;32;28;19;16;1;25;69;23942
69;23942;7;2;22;8;3;12;23;29;14;24;6;5;27;26;4;10;30;17;13;9;18;21;15;20;31;11;32;28;19;16;1;25
7;2;22;8;3;12;23;29;14;24;6;5;27;26;15;10;30;17;13;9;18;21;4;20;31;11;32;28;19;16;1;25;69;23662
69;23662;7;2;22;8;3;12;23;29;14;24;6;5;27;26;15;10;30;17;13;9;18;21;4;20;31;11;32;28;19;16;1;25
7;2;22;8;3;12;23;29;14;24;6;5;27;26;15;10;30;17;21;9;18;13;4;20;31;11;32;28;19;16;1;25;69;23636
69;23636;7;2;22;8;3;12;23;29;14;24;6;5;27;26;15;10;30;17;21;9;18;13;4;20;31;11;32;28;19;16;1;25
7;10;22;8;3;12;23;29;14;24;6;5;27;26;15;2;30;17;21;9;18;13;4;20;31;11;32;28;19;16;1;25;69;23796
69;23796;7;10;22;8;3;12;23;29;14;24;6;5;27;26;15;2;30;17;21;9;18;13;4;20;31;11;32;28;19;16;1;25
7;10;22;8;3;28;23;29;14;24;6;5;27;26;15;2;30;17;21;9;18;13;4;20;31;11;32;12;19;16;1;25;69;24854
69;24854;7;10;22;8;3;28;23;29;14;24;6;5;27;26;15;2;30;17;21;9;18;13;4;20;31;11;32;12;19;16;1;25
7;10;22;8;3;28;23;29;14;24;6;5;27;26;15;2;18;17;21;9;30;13;4;20;31;11;32;12;19;16;1;25;69;25034
69;25034;7;10;22;8;3;28;23;29;14;24;6;5;27;26;15;2;18;17;21;9;30;13;4;20;31;11;32;12;19;16;1;25
7;10;22;8;3;28;23;29;14;24;6;5;27;26;15;21;18;17;2;9;30;13;4;20;31;11;32;12;19;16;1;25;69;25218
69;25218;7;10;22;8;3;28;23;29;14;24;6;5;27;26;15;21;18;17;2;9;30;13;4;20;31;11;32;12;19;16;1;25
7;10;22;8;3;28;23;2;14;24;6;5;27;26;15;21;18;17;29;9;30;13;4;20;31;11;32;12;19;16;1;25;69;24754
69;24754;7;10;22;8;3;28;23;2;14;24;6;5;27;26;15;21;18;17;29;9;30;13;4;20;31;11;32;12;19;16;1;25
7;10;22;8;3;28;23;2;14;24;6;5;27;26;15;21;18;17;29;9;11;13;4;20;31;30;32;12;19;16;1;25;69;24720
69;24720;7;10;22;8;3;28;23;2;14;24;6;5;27;26;15;21;18;17;29;9;11;13;4;20;31;30;32;12;19;16;1;25
7;10;22;8;3;28;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;12;19;16;1;25;69;24702
69;24702;7;10;22;8;3;28;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;12;19;16;1;25
7;10;22;8;3;25;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;12;19;16;1;28;69;24282
69;24282;7;10;22;8;3;25;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;12;19;16;1;28
7;10;22;8;3;25;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;19;12;16;1;28;69;24324
69;24324;7;10;22;8;3;25;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;19;12;16;1;28
7;10;22;8;28;25;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;19;12;16;1;3;69;24722
70;24722;7;10;22;8;28;25;23;2;27;24;6;5;14;26;15;21;18;17;29;9;11;13;4;20;31;30;32;19;12;16;1;3
7;10;22;8;28;25;23;2;27;24;6;5;14;13;15;21;18;17;29;9;11;26;4;20;31;30;32;19;12;16;1;3;70;24284
70;24284;7;10;22;8;28;25;23;2;27;24;6;5;14;13;15;21;18;17;29;9;11;26;4;20;31;30;32;19;12;16;1;3
18;10;22;8;28;25;23;2;27;24;6;5;14;13;15;21;7;17;29;9;11;26;4;20;31;30;32;19;12;16;1;3;70;24364
70;24364;18;10;22;8;28;25;23;2;27;24;6;5;14;13;15;21;7;17;29;9;11;26;4;20;31;30;32;19;12;16;1;3
18;10;22;8;28;25;23;2;27;24;6;5;14;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;12;16;1;3;70;24484
70;24484;18;10;22;8;28;25;23;2;27;24;6;5;14;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;12;16;1;3
18;10;6;8;28;25;23;2;27;24;22;5;14;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;12;16;1;3;70;24530
70;24530;18;10;6;8;28;25;23;2;27;24;22;5;14;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;12;16;1;3
18;10;6;8;28;25;23;2;27;24;22;5;12;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;14;16;1;3;70;24790
70;24790;18;10;6;8;28;25;23;2;27;24;22;5;12;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;14;16;1;3
18;10;6;8;28;25;23;2;21;24;22;5;12;13;15;27;7;17;29;20;11;26;4;9;31;30;32;19;14;16;1;3;70;24850
70;24790;18;10;6;8;28;25;23;2;27;24;22;5;12;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;14;16;1;3
32;10;6;8;28;25;23;2;27;24;22;5;12;13;15;21;7;17;29;20;11;26;4;9;31;30;18;19;14;16;1;3;70;25190
70;24790;18;10;6;8;28;25;23;2;27;24;22;5;12;13;15;21;7;17;29;20;11;26;4;9;31;30;32;19;14;16;1;3
18;10;6;8;28;25;23;2;27;24;22;5;12;32;15;21;7;17;29;20;11;26;4;9;31;30;13;19;14;16;1;3;70;24630
