"X1";"X27586";"X11";"X7";"X10";"X22";"X31";"X9";"X1.1";"X19";"X2";"X5";"X4";"X23";"X18";"X32";"X14";"X30";"X24";"X17";"X27";"X29";"X15";"X13";"X8";"X26";"X16";"X25";"X28";"X12";"X3";"X21";"X20";"X6"
61;28176;24;17;13;6;7;32;4;8;11;29;15;19;9;22;2;18;14;25;21;1;10;16;26;27;30;5;3;20;23;31;12;28
24;17;13;6;7;32;4;8;11;29;15;19;9;22;2;18;14;25;21;1;10;16;26;27;12;5;3;20;23;31;30;28;61;28256
61;28176;24;17;13;6;7;32;4;8;11;29;15;19;9;22;2;18;14;25;21;1;10;16;26;27;30;5;3;20;23;31;12;28
24;17;13;6;7;32;4;8;11;29;5;19;9;22;2;18;14;25;21;1;10;16;26;27;30;15;3;20;23;31;12;28;61;28136
61;28136;24;17;13;6;7;32;4;8;11;29;5;19;9;22;2;18;14;25;21;1;10;16;26;27;30;15;3;20;23;31;12;28
24;17;13;6;7;32;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;16;26;11;30;15;3;20;23;31;12;28;61;28734
61;28734;24;17;13;6;7;32;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;16;26;11;30;15;3;20;23;31;12;28
24;17;13;6;30;32;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;16;26;11;7;15;3;20;23;31;12;28;61;29528
62;29528;24;17;13;6;30;32;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;16;26;11;7;15;3;20;23;31;12;28
24;17;13;6;20;32;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;16;26;11;7;15;3;30;23;31;12;28;62;29108
62;29108;24;17;13;6;20;32;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;16;26;11;7;15;3;30;23;31;12;28
24;17;13;6;20;16;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;32;26;11;7;15;3;30;23;31;12;28;62;28740
62;28740;24;17;13;6;20;16;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;32;26;11;7;15;3;30;23;31;12;28
24;17;13;6;20;16;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;32;12;11;7;15;3;30;23;31;26;28;62;29090
62;29090;24;17;13;6;20;16;4;8;27;29;5;19;9;22;2;18;14;25;21;1;10;32;12;11;7;15;3;30;23;31;26;28
24;17;13;6;20;16;4;8;27;29;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28;62;28970
62;28970;24;17;13;6;20;16;4;8;27;29;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28
24;17;6;13;20;16;4;8;27;29;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28;62;29290
62;29290;24;17;6;13;20;16;4;8;27;29;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28
24;29;6;13;20;16;4;8;27;17;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28;62;29770
62;29770;24;29;6;13;20;16;4;8;27;17;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28
20;29;6;13;24;16;4;8;27;17;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28;62;29870
62;29870;20;29;6;13;24;16;4;8;27;17;5;19;9;22;2;18;1;25;21;14;10;32;12;11;7;15;3;30;23;31;26;28
20;29;6;13;24;16;4;8;27;17;5;19;9;22;2;18;1;25;26;14;10;32;12;11;7;15;3;30;23;31;21;28;62;29870
62;29870;20;29;6;13;24;16;4;8;27;17;5;19;9;22;2;18;1;25;26;14;10;32;12;11;7;15;3;30;23;31;21;28
20;29;6;13;24;5;4;8;27;17;16;19;9;22;2;18;1;25;26;14;10;32;12;11;7;15;3;30;23;31;21;28;62;30050
62;30050;20;29;6;13;24;5;4;8;27;17;16;19;9;22;2;18;1;25;26;14;10;32;12;11;7;15;3;30;23;31;21;28
20;29;6;13;24;5;4;8;27;17;16;19;9;22;2;18;1;25;26;14;10;3;12;11;7;15;32;30;23;31;21;28;62;29208
62;29208;20;29;6;13;24;5;4;8;27;17;16;19;9;22;2;18;1;25;26;14;10;3;12;11;7;15;32;30;23;31;21;28
20;29;6;13;24;5;4;8;27;26;16;19;9;22;2;18;1;25;17;14;10;3;12;11;7;15;32;30;23;31;21;28;62;29028
62;29028;20;29;6;13;24;5;4;8;27;26;16;19;9;22;2;18;1;25;17;14;10;3;12;11;7;15;32;30;23;31;21;28
20;29;6;13;24;5;4;8;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;21;28;62;28968
62;28968;20;29;6;13;24;5;4;8;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;21;28
21;29;6;13;24;5;4;8;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;20;28;62;28808
62;28808;21;29;6;13;24;5;4;8;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;20;28
21;8;6;13;24;5;4;29;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;20;28;62;28150
62;28150;21;8;6;13;24;5;4;29;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;20;28
21;8;29;13;24;5;4;6;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;20;28;62;28464
62;28464;21;8;29;13;24;5;4;6;27;26;16;19;9;22;2;18;1;31;17;14;10;3;12;11;7;15;32;30;23;25;20;28
21;8;29;13;24;5;4;6;27;26;16;19;9;22;2;18;1;31;17;10;14;3;12;11;7;15;32;30;23;25;20;28;62;28404
62;28404;21;8;29;13;24;5;4;6;27;26;16;19;9;22;2;18;1;31;17;10;14;3;12;11;7;15;32;30;23;25;20;28
21;8;29;13;24;5;4;6;2;26;16;19;9;22;27;18;1;31;17;10;14;3;12;11;7;15;32;30;23;25;20;28;62;27884
62;27884;21;8;29;13;24;5;4;6;2;26;16;19;9;22;27;18;1;31;17;10;14;3;12;11;7;15;32;30;23;25;20;28
21;8;29;13;24;5;4;6;2;26;16;19;9;22;27;18;1;31;32;10;14;3;12;11;7;15;17;30;23;25;20;28;62;28204
62;28204;21;8;29;13;24;5;4;6;2;26;16;19;9;22;27;18;1;31;32;10;14;3;12;11;7;15;17;30;23;25;20;28
21;8;29;13;24;5;4;6;2;1;16;19;9;22;27;18;26;31;32;10;14;3;12;11;7;15;17;30;23;25;20;28;62;28226
62;28226;21;8;29;13;24;5;4;6;2;1;16;19;9;22;27;18;26;31;32;10;14;3;12;11;7;15;17;30;23;25;20;28
21;8;29;13;24;5;4;6;2;1;16;19;9;22;14;18;26;31;32;10;27;3;12;11;7;15;17;30;23;25;20;28;62;27798
63;27798;21;8;29;13;24;5;4;6;2;1;16;19;9;22;14;18;26;31;32;10;27;3;12;11;7;15;17;30;23;25;20;28
21;24;29;13;8;5;4;6;2;1;16;19;9;22;14;18;26;31;32;10;27;3;12;11;7;15;17;30;23;25;20;28;63;27798
63;27798;21;24;29;13;8;5;4;6;2;1;16;19;9;22;14;18;26;31;32;10;27;3;12;11;7;15;17;30;23;25;20;28
21;24;29;13;8;5;4;6;2;28;16;19;9;22;14;18;26;31;32;10;27;3;12;11;7;15;17;30;23;25;20;1;63;27624
63;27624;21;24;29;13;8;5;4;6;2;28;16;19;9;22;14;18;26;31;32;10;27;3;12;11;7;15;17;30;23;25;20;1
21;24;29;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;27;3;28;11;7;15;17;30;23;25;20;1;63;27348
63;27348;21;24;29;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;27;3;28;11;7;15;17;30;23;25;20;1
21;24;29;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;27;3;28;11;7;15;17;23;30;25;20;1;63;27608
63;27608;21;24;29;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;27;3;28;11;7;15;17;23;30;25;20;1
21;24;29;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;30;25;20;1;63;27428
63;27428;21;24;29;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;30;25;20;1
21;24;1;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;30;25;20;29;63;27258
63;27258;21;24;1;13;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;30;25;20;29
21;24;13;1;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;30;25;20;29;63;27258
63;27258;21;24;13;1;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;30;25;20;29
21;24;30;1;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;13;25;20;29;63;27586
63;27586;21;24;30;1;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;28;11;7;15;17;27;13;25;20;29
21;24;30;28;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;1;11;7;15;17;27;13;25;20;29;63;27382
63;27382;21;24;30;28;8;5;4;6;2;12;16;19;9;22;14;18;26;31;32;10;23;3;1;11;7;15;17;27;13;25;20;29
21;24;30;28;8;5;4;6;2;12;16;19;15;22;14;18;26;31;32;10;23;3;1;11;7;9;17;27;13;25;20;29;63;27262
63;27262;21;24;30;28;8;5;4;6;2;12;16;19;15;22;14;18;26;31;32;10;23;3;1;11;7;9;17;27;13;25;20;29
21;24;30;28;8;5;4;6;2;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;31;9;17;27;13;25;20;29;63;27420
63;27420;21;24;30;28;8;5;4;6;2;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;31;9;17;27;13;25;20;29
21;31;30;28;8;5;4;6;2;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;24;9;17;27;13;25;20;29;63;27720
63;27720;21;31;30;28;8;5;4;6;2;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;24;9;17;27;13;25;20;29
21;31;30;28;8;5;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;2;9;17;27;13;25;20;29;63;27630
63;27630;21;31;30;28;8;5;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;2;9;17;27;13;25;20;29
21;31;30;28;8;5;4;6;24;12;16;19;13;22;14;18;26;7;32;10;23;3;1;11;2;9;17;27;15;25;20;29;63;28190
63;27630;21;31;30;28;8;5;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;2;9;17;27;13;25;20;29
20;31;30;28;8;5;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;2;9;17;27;13;25;21;29;63;27710
63;27710;20;31;30;28;8;5;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;3;1;11;2;9;17;27;13;25;21;29
20;31;30;28;8;3;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;5;1;11;2;9;17;27;13;25;21;29;63;28030
63;28030;20;31;30;28;8;3;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;5;1;11;2;9;17;27;13;25;21;29
20;31;30;1;8;3;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;5;28;11;2;9;17;27;13;25;21;29;63;27994
63;27994;20;31;30;1;8;3;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;5;28;11;2;9;17;27;13;25;21;29
20;31;30;1;8;21;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;5;28;11;2;9;17;27;13;25;3;29;63;27888
63;27888;20;31;30;1;8;21;4;6;24;12;16;19;15;22;14;18;26;7;32;10;23;5;28;11;2;9;17;27;13;25;3;29
20;31;30;1;8;21;4;6;24;12;16;19;15;22;14;18;26;7;32;10;3;5;28;11;2;9;17;27;13;25;23;29;63;27654
63;27654;20;31;30;1;8;21;4;6;24;12;16;19;15;22;14;18;26;7;32;10;3;5;28;11;2;9;17;27;13;25;23;29
20;31;30;1;8;21;4;6;24;19;16;12;15;22;14;18;26;7;32;10;3;5;28;11;2;9;17;27;13;25;23;29;63;27468
64;27468;20;31;30;1;8;21;4;6;24;19;16;12;15;22;14;18;26;7;32;10;3;5;28;11;2;9;17;27;13;25;23;29
20;31;10;1;8;21;4;6;24;19;16;12;15;22;14;18;26;7;32;30;3;5;28;11;2;9;17;27;13;25;23;29;64;27518
64;27518;20;31;10;1;8;21;4;6;24;19;16;12;15;22;14;18;26;7;32;30;3;5;28;11;2;9;17;27;13;25;23;29
20;31;10;7;8;21;4;6;24;19;16;12;15;22;14;18;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29;64;26518
64;26518;20;31;10;7;8;21;4;6;24;19;16;12;15;22;14;18;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29
20;31;10;7;8;21;22;6;24;19;16;12;15;4;14;18;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29;64;26124
64;26124;20;31;10;7;8;21;22;6;24;19;16;12;15;4;14;18;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29
20;31;4;7;8;21;22;6;24;19;16;12;15;10;14;18;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29;64;26524
64;26124;20;31;10;7;8;21;22;6;24;19;16;12;15;4;14;18;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29
20;31;10;7;8;21;22;18;24;19;16;12;15;4;14;6;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29;64;25292
64;25292;20;31;10;7;8;21;22;18;24;19;16;12;15;4;14;6;26;1;32;30;3;5;28;11;2;9;17;27;13;25;23;29
20;31;10;7;8;21;22;18;24;19;16;12;5;4;14;6;26;1;32;30;3;15;28;11;2;9;17;27;13;25;23;29;64;25572
64;25572;20;31;10;7;8;21;22;18;24;19;16;12;5;4;14;6;26;1;32;30;3;15;28;11;2;9;17;27;13;25;23;29
20;31;10;7;8;21;22;18;24;19;16;12;2;4;14;6;26;1;32;30;3;15;28;11;5;9;17;27;13;25;23;29;64;25212
64;25212;20;31;10;7;8;21;22;18;24;19;16;12;2;4;14;6;26;1;32;30;3;15;28;11;5;9;17;27;13;25;23;29
20;31;10;7;8;21;5;18;24;19;16;12;2;4;14;6;26;1;32;30;3;15;28;11;22;9;17;27;13;25;23;29;64;26526
64;26526;20;31;10;7;8;21;5;18;24;19;16;12;2;4;14;6;26;1;32;30;3;15;28;11;22;9;17;27;13;25;23;29
20;31;10;7;8;21;5;18;24;19;16;12;2;4;14;15;26;1;32;30;3;6;28;11;22;9;17;27;13;25;23;29;64;27026
64;27026;20;31;10;7;8;21;5;18;24;19;16;12;2;4;14;15;26;1;32;30;3;6;28;11;22;9;17;27;13;25;23;29
20;31;10;7;8;21;5;18;24;19;16;12;2;11;14;15;26;1;32;30;3;6;28;4;22;9;17;27;13;25;23;29;64;27346
64;27346;20;31;10;7;8;21;5;18;24;19;16;12;2;11;14;15;26;1;32;30;3;6;28;4;22;9;17;27;13;25;23;29
20;31;10;7;8;13;5;18;24;19;16;12;2;11;14;15;26;1;32;30;3;6;28;4;22;9;17;27;21;25;23;29;64;26542
64;26542;20;31;10;7;8;13;5;18;24;19;16;12;2;11;14;15;26;1;32;30;3;6;28;4;22;9;17;27;21;25;23;29
20;31;10;7;8;13;5;18;24;19;16;12;2;11;14;21;26;1;32;30;3;6;28;4;22;9;17;27;15;25;23;29;64;26580
64;26580;20;31;10;7;8;13;5;18;24;19;16;12;2;11;14;21;26;1;32;30;3;6;28;4;22;9;17;27;15;25;23;29
20;31;10;7;8;13;5;4;24;19;16;12;2;11;14;21;26;1;32;30;3;6;28;18;22;9;17;27;15;25;23;29;64;27096
64;27096;20;31;10;7;8;13;5;4;24;19;16;12;2;11;14;21;26;1;32;30;3;6;28;18;22;9;17;27;15;25;23;29
20;31;10;7;8;19;5;4;24;13;16;12;2;11;14;21;26;1;32;30;3;6;28;18;22;9;17;27;15;25;23;29;64;27412
64;27412;20;31;10;7;8;19;5;4;24;13;16;12;2;11;14;21;26;1;32;30;3;6;28;18;22;9;17;27;15;25;23;29
20;31;10;7;8;19;5;4;24;13;16;12;2;11;14;21;26;1;32;30;3;6;29;18;22;9;17;27;15;25;23;28;64;27812
64;27812;20;31;10;7;8;19;5;4;24;13;16;12;2;11;14;21;26;1;32;30;3;6;29;18;22;9;17;27;15;25;23;28
20;31;18;7;8;19;5;4;24;13;16;12;2;11;14;21;26;1;32;30;3;6;29;10;22;9;17;27;15;25;23;28;64;28086
64;28086;20;31;18;7;8;19;5;4;24;13;16;12;2;11;14;21;26;1;32;30;3;6;29;10;22;9;17;27;15;25;23;28
20;31;18;7;8;19;5;2;24;13;16;12;4;11;14;21;26;1;32;30;3;6;29;10;22;9;17;27;15;25;23;28;64;27886
64;27886;20;31;18;7;8;19;5;2;24;13;16;12;4;11;14;21;26;1;32;30;3;6;29;10;22;9;17;27;15;25;23;28
20;31;18;7;8;19;5;2;24;13;16;12;4;11;14;21;26;9;32;30;3;6;29;10;22;1;17;27;15;25;23;28;64;28126
64;28126;20;31;18;7;8;19;5;2;24;13;16;12;4;11;14;21;26;9;32;30;3;6;29;10;22;1;17;27;15;25;23;28
20;31;18;7;8;19;30;2;24;13;16;12;4;11;14;21;26;9;32;5;3;6;29;10;22;1;17;27;15;25;23;28;64;28640
64;28640;20;31;18;7;8;19;30;2;24;13;16;12;4;11;14;21;26;9;32;5;3;6;29;10;22;1;17;27;15;25;23;28
20;31;18;7;8;19;30;2;24;13;16;12;11;4;14;21;26;9;32;5;3;6;29;10;22;1;17;27;15;25;23;28;64;27960
65;27960;20;31;18;7;8;19;30;2;24;13;16;12;11;4;14;21;26;9;32;5;3;6;29;10;22;1;17;27;15;25;23;28
20;31;18;7;8;19;30;2;24;13;16;12;11;28;14;21;26;9;32;5;3;6;29;10;22;1;17;27;15;25;23;4;65;28312
65;28312;20;31;18;7;8;19;30;2;24;13;16;12;11;28;14;21;26;9;32;5;3;6;29;10;22;1;17;27;15;25;23;4
20;31;18;7;8;19;30;2;24;13;16;12;11;28;14;21;26;9;32;5;3;6;29;10;22;1;17;27;25;15;23;4;65;28458
65;28458;20;31;18;7;8;19;30;2;24;13;16;12;11;28;14;21;26;9;32;5;3;6;29;10;22;1;17;27;25;15;23;4
20;31;18;28;8;19;30;2;24;13;16;12;11;7;14;21;26;9;32;5;3;6;29;10;22;1;17;27;25;15;23;4;65;28312
65;28312;20;31;18;28;8;19;30;2;24;13;16;12;11;7;14;21;26;9;32;5;3;6;29;10;22;1;17;27;25;15;23;4
20;31;18;28;8;19;30;2;24;13;16;12;11;7;14;21;26;9;32;5;1;6;29;10;22;3;17;27;25;15;23;4;65;27592
65;27592;20;31;18;28;8;19;30;2;24;13;16;12;11;7;14;21;26;9;32;5;1;6;29;10;22;3;17;27;25;15;23;4
20;31;18;28;8;19;27;2;24;13;16;12;11;7;14;21;26;9;32;5;1;6;29;10;22;3;17;30;25;15;23;4;65;26992
65;26992;20;31;18;28;8;19;27;2;24;13;16;12;11;7;14;21;26;9;32;5;1;6;29;10;22;3;17;30;25;15;23;4
20;31;18;28;8;19;27;2;24;13;16;12;11;7;14;21;26;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4;65;27308
65;27308;20;31;18;28;8;19;27;2;24;13;16;12;11;7;14;21;26;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4
20;31;18;28;8;19;27;2;11;13;16;12;24;7;14;21;26;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4;65;27990
65;27990;20;31;18;28;8;19;27;2;11;13;16;12;24;7;14;21;26;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4
20;31;18;28;8;26;27;2;11;13;16;12;24;7;14;21;19;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4;65;27890
65;27890;20;31;18;28;8;26;27;2;11;13;16;12;24;7;14;21;19;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4
20;12;18;28;8;26;27;2;11;13;16;31;24;7;14;21;19;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4;65;27700
65;27700;20;12;18;28;8;26;27;2;11;13;16;31;24;7;14;21;19;9;15;5;1;6;29;10;22;3;17;30;25;32;23;4
20;12;18;28;8;26;27;2;29;13;16;31;24;7;14;21;19;9;15;5;1;6;11;10;22;3;17;30;25;32;23;4;65;27852
65;27852;20;12;18;28;8;26;27;2;29;13;16;31;24;7;14;21;19;9;15;5;1;6;11;10;22;3;17;30;25;32;23;4
20;12;18;28;8;26;27;2;29;13;11;31;24;7;14;21;19;9;15;5;1;6;16;10;22;3;17;30;25;32;23;4;65;27492
65;27492;20;12;18;28;8;26;27;2;29;13;11;31;24;7;14;21;19;9;15;5;1;6;16;10;22;3;17;30;25;32;23;4
20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;9;15;5;1;6;16;10;22;3;17;30;25;32;23;4;65;26710
65;26710;20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;9;15;5;1;6;16;10;22;3;17;30;25;32;23;4
20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;9;32;5;1;6;16;10;22;3;17;30;25;15;23;4;65;26394
65;26394;20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;9;32;5;1;6;16;10;22;3;17;30;25;15;23;4
20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4;65;26292
65;26292;20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4
20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;3;17;32;5;1;6;16;10;22;19;9;30;25;15;23;4;65;26568
65;26292;20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4
20;12;18;28;8;26;11;2;29;5;27;31;24;7;14;21;19;17;32;13;1;6;16;10;22;3;9;30;25;15;23;4;65;26852
65;26292;20;12;18;28;8;26;11;2;29;13;27;31;24;7;14;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4
20;14;18;28;8;26;11;2;29;13;27;31;24;7;12;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4;65;26452
65;26452;20;14;18;28;8;26;11;2;29;13;27;31;24;7;12;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4
20;14;18;27;8;26;11;2;29;13;28;31;24;7;12;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4;65;26392
65;26392;20;14;18;27;8;26;11;2;29;13;28;31;24;7;12;21;19;17;32;5;1;6;16;10;22;3;9;30;25;15;23;4
20;14;18;27;8;26;11;2;29;13;28;31;24;5;12;21;19;17;32;7;1;6;16;10;22;3;9;30;25;15;23;4;65;26312
65;26312;20;14;18;27;8;26;11;2;29;13;28;31;24;5;12;21;19;17;32;7;1;6;16;10;22;3;9;30;25;15;23;4
20;14;18;27;8;26;11;2;29;13;28;31;24;5;4;21;19;17;32;7;1;6;16;10;22;3;9;30;25;15;23;12;65;26472
66;26472;20;14;18;27;8;26;11;2;29;13;28;31;24;5;4;21;19;17;32;7;1;6;16;10;22;3;9;30;25;15;23;12
24;14;18;27;8;26;11;2;29;13;28;31;20;5;4;21;19;17;32;7;1;6;16;10;22;3;9;30;25;15;23;12;66;26672
66;26672;24;14;18;27;8;26;11;2;29;13;28;31;20;5;4;21;19;17;32;7;1;6;16;10;22;3;9;30;25;15;23;12
24;14;15;27;8;26;11;2;29;13;28;31;20;5;4;21;19;17;32;7;1;6;16;10;22;3;9;30;25;18;23;12;66;26862
66;26862;24;14;15;27;8;26;11;2;29;13;28;31;20;5;4;21;19;17;32;7;1;6;16;10;22;3;9;30;25;18;23;12
24;14;15;27;8;26;11;2;29;13;28;31;20;5;4;17;19;21;32;7;1;6;16;10;22;3;9;30;25;18;23;12;66;27042
66;27042;24;14;15;27;8;26;11;2;29;13;28;31;20;5;4;17;19;21;32;7;1;6;16;10;22;3;9;30;25;18;23;12
24;14;15;27;5;26;11;2;29;13;28;31;20;8;4;17;19;21;32;7;1;6;16;10;22;3;9;30;25;18;23;12;66;27302
66;27302;24;14;15;27;5;26;11;2;29;13;28;31;20;8;4;17;19;21;32;7;1;6;16;10;22;3;9;30;25;18;23;12
24;14;15;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;32;7;1;6;16;10;22;3;9;30;25;18;23;12;66;27578
66;27578;24;14;15;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;32;7;1;6;16;10;22;3;9;30;25;18;23;12
24;14;15;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;9;7;1;6;16;10;22;3;32;30;25;18;23;12;66;27646
66;27646;24;14;15;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;9;7;1;6;16;10;22;3;32;30;25;18;23;12
24;14;15;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;12;7;1;6;16;10;22;3;32;30;25;18;23;9;66;27766
66;27766;24;14;15;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;12;7;1;6;16;10;22;3;32;30;25;18;23;9
24;14;6;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;12;7;1;15;16;10;22;3;32;30;25;18;23;9;66;27566
66;27566;24;14;6;27;5;26;11;2;13;29;28;31;20;8;4;17;19;21;12;7;1;15;16;10;22;3;32;30;25;18;23;9
24;14;6;27;5;26;19;2;13;29;28;31;20;8;4;17;11;21;12;7;1;15;16;10;22;3;32;30;25;18;23;9;66;27980
66;27980;24;14;6;27;5;26;19;2;13;29;28;31;20;8;4;17;11;21;12;7;1;15;16;10;22;3;32;30;25;18;23;9
24;14;6;27;5;26;19;2;13;29;28;31;23;8;4;17;11;21;12;7;1;15;16;10;22;3;32;30;25;18;20;9;66;27300
66;27300;24;14;6;27;5;26;19;2;13;29;28;31;23;8;4;17;11;21;12;7;1;15;16;10;22;3;32;30;25;18;20;9
24;14;6;27;5;26;19;2;13;29;28;31;23;8;4;17;11;21;12;20;1;15;16;10;22;3;32;30;25;18;7;9;66;27888
66;27300;24;14;6;27;5;26;19;2;13;29;28;31;23;8;4;17;11;21;12;7;1;15;16;10;22;3;32;30;25;18;20;9
24;14;6;27;5;26;19;2;13;30;28;31;23;8;4;17;11;21;12;7;1;15;16;10;22;3;32;29;25;18;20;9;66;27320
66;27320;24;14;6;27;5;26;19;2;13;30;28;31;23;8;4;17;11;21;12;7;1;15;16;10;22;3;32;29;25;18;20;9
24;14;6;27;5;26;19;2;13;30;28;31;23;8;4;17;11;21;29;7;1;15;16;10;22;3;32;12;25;18;20;9;66;27264
66;27264;24;14;6;27;5;26;19;2;13;30;28;31;23;8;4;17;11;21;29;7;1;15;16;10;22;3;32;12;25;18;20;9
24;14;6;27;5;26;19;2;13;30;28;31;23;8;4;17;11;21;29;7;1;15;16;10;22;3;9;12;25;18;20;32;66;27128
66;27128;24;14;6;27;5;26;19;2;13;30;28;31;23;8;4;17;11;21;29;7;1;15;16;10;22;3;9;12;25;18;20;32
24;14;6;27;5;26;19;2;13;30;7;31;23;8;4;17;11;21;29;28;1;15;16;10;22;3;9;12;25;18;20;32;66;27152
66;27152;24;14;6;27;5;26;19;2;13;30;7;31;23;8;4;17;11;21;29;28;1;15;16;10;22;3;9;12;25;18;20;32
24;14;19;27;5;26;6;2;13;30;7;31;23;8;4;17;11;21;29;28;1;15;16;10;22;3;9;12;25;18;20;32;66;26660
