"X1";"X26418";"X14";"X2";"X25";"X18";"X27";"X31";"X3";"X12";"X4";"X30";"X9";"X23";"X11";"X21";"X20";"X13";"X29";"X26";"X6";"X16";"X8";"X32";"X22";"X5";"X28";"X24";"X17";"X7";"X10";"X1.1";"X19";"X15"
23;15;5;30;8;26;9;1;22;12;27;24;7;29;2;3;28;32;4;11;19;6;16;13;20;25;21;18;10;17;14;31;60;26354
60;26354;23;15;5;30;8;26;9;1;22;12;27;24;7;29;2;3;28;32;4;11;19;6;16;13;20;25;21;18;10;17;14;31
23;15;5;30;16;26;9;1;22;12;27;24;7;29;2;3;28;32;4;11;19;6;8;13;20;25;21;18;10;17;14;31;60;26474
60;26474;23;15;5;30;16;26;9;1;22;12;27;24;7;29;2;3;28;32;4;11;19;6;8;13;20;25;21;18;10;17;14;31
23;15;5;30;16;26;9;1;22;12;27;24;7;29;2;3;28;32;4;11;19;6;8;13;20;10;21;18;25;17;14;31;60;27272
61;26474;23;15;5;30;16;26;9;1;22;12;27;24;7;29;2;3;28;32;4;11;19;6;8;13;20;25;21;18;10;17;14;31
27;15;5;30;16;26;9;1;22;12;23;24;7;29;2;3;28;32;4;11;19;6;8;13;20;25;21;18;10;17;14;31;61;26434
61;26434;27;15;5;30;16;26;9;1;22;12;23;24;7;29;2;3;28;32;4;11;19;6;8;13;20;25;21;18;10;17;14;31
27;15;5;32;16;26;9;1;22;12;23;24;7;29;2;3;28;30;4;11;19;6;8;13;20;25;21;18;10;17;14;31;61;26514
61;26514;27;15;5;32;16;26;9;1;22;12;23;24;7;29;2;3;28;30;4;11;19;6;8;13;20;25;21;18;10;17;14;31
27;15;5;32;16;26;9;1;22;12;23;24;7;29;30;3;28;2;4;11;19;6;8;13;20;25;21;18;10;17;14;31;61;26654
61;26654;27;15;5;32;16;26;9;1;22;12;23;24;7;29;30;3;28;2;4;11;19;6;8;13;20;25;21;18;10;17;14;31
27;15;5;32;16;23;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;20;25;21;18;10;17;14;31;61;26854
61;26854;27;15;5;32;16;23;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;20;25;21;18;10;17;14;31
27;15;5;32;16;23;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;31;25;21;18;10;17;14;20;61;26614
61;26614;27;15;5;32;16;23;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;31;25;21;18;10;17;14;20
27;15;5;25;16;23;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;31;32;21;18;10;17;14;20;61;26694
61;26694;27;15;5;25;16;23;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;31;32;21;18;10;17;14;20
27;15;5;25;16;14;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;31;32;21;18;10;17;23;20;61;27000
61;27000;27;15;5;25;16;14;9;1;22;12;26;24;7;29;30;3;28;2;4;11;19;6;8;13;31;32;21;18;10;17;23;20
27;15;5;25;16;14;9;19;22;12;26;24;7;29;30;3;28;2;4;11;1;6;8;13;31;32;21;18;10;17;23;20;61;26238
61;26238;27;15;5;25;16;14;9;19;22;12;26;24;7;29;30;3;28;2;4;11;1;6;8;13;31;32;21;18;10;17;23;20
27;15;5;25;16;14;9;20;22;12;26;24;7;29;30;3;28;2;4;11;1;6;8;13;31;32;21;18;10;17;23;19;61;26438
61;26438;27;15;5;25;16;14;9;20;22;12;26;24;7;29;30;3;28;2;4;11;1;6;8;13;31;32;21;18;10;17;23;19
27;15;5;25;16;14;9;20;22;23;26;24;7;29;30;3;28;2;4;11;1;6;8;13;31;32;21;18;10;17;12;19;61;26284
61;26284;27;15;5;25;16;14;9;20;22;23;26;24;7;29;30;3;28;2;4;11;1;6;8;13;31;32;21;18;10;17;12;19
27;15;5;25;16;14;9;20;22;23;26;24;3;29;30;7;28;2;4;11;1;6;8;13;31;32;21;18;10;17;12;19;61;26124
61;26124;27;15;5;25;16;14;9;20;22;23;26;24;3;29;30;7;28;2;4;11;1;6;8;13;31;32;21;18;10;17;12;19
27;15;5;25;16;32;9;20;22;23;26;24;3;29;30;7;28;2;4;11;1;6;8;13;31;14;21;18;10;17;12;19;61;26242
61;26242;27;15;5;25;16;32;9;20;22;23;26;24;3;29;30;7;28;2;4;11;1;6;8;13;31;14;21;18;10;17;12;19
27;15;5;25;16;32;9;20;22;23;26;24;3;29;30;7;28;10;4;11;1;6;8;13;31;14;21;18;2;17;12;19;61;25802
61;25802;27;15;5;25;16;32;9;20;22;23;26;24;3;29;30;7;28;10;4;11;1;6;8;13;31;14;21;18;2;17;12;19
27;15;5;25;16;32;9;20;22;23;26;3;24;29;30;7;28;10;4;11;1;6;8;13;31;14;21;18;2;17;12;19;61;25898
61;25898;27;15;5;25;16;32;9;20;22;23;26;3;24;29;30;7;28;10;4;11;1;6;8;13;31;14;21;18;2;17;12;19
27;15;5;25;16;32;9;20;22;23;26;3;24;29;30;7;28;10;4;11;1;6;14;13;31;8;21;18;2;17;12;19;61;26978
61;25898;27;15;5;25;16;32;9;20;22;23;26;3;24;29;30;7;28;10;4;11;1;6;8;13;31;14;21;18;2;17;12;19
27;15;5;25;16;32;9;20;22;23;26;3;24;29;30;7;28;10;4;19;1;6;8;13;31;14;21;18;2;17;12;11;61;26138
61;26138;27;15;5;25;16;32;9;20;22;23;26;3;24;29;30;7;28;10;4;19;1;6;8;13;31;14;21;18;2;17;12;11
27;15;5;25;10;32;9;20;22;23;26;3;24;29;30;7;28;16;4;19;1;6;8;13;31;14;21;18;2;17;12;11;61;25858
61;25858;27;15;5;25;10;32;9;20;22;23;26;3;24;29;30;7;28;16;4;19;1;6;8;13;31;14;21;18;2;17;12;11
27;15;14;25;10;32;9;20;22;23;26;3;24;29;30;7;28;16;4;19;1;6;8;13;31;5;21;18;2;17;12;11;61;26478
61;26478;27;15;14;25;10;32;9;20;22;23;26;3;24;29;30;7;28;16;4;19;1;6;8;13;31;5;21;18;2;17;12;11
27;15;14;25;10;32;9;20;22;5;26;3;24;29;30;7;28;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11;61;25360
61;25360;27;15;14;25;10;32;9;20;22;5;26;3;24;29;30;7;28;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11
27;15;14;25;10;32;9;20;30;5;26;3;24;29;22;7;28;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11;61;25680
62;25680;27;15;14;25;10;32;9;20;30;5;26;3;24;29;22;7;28;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11
27;15;14;25;10;32;9;20;30;5;26;3;24;29;22;7;19;16;4;28;1;6;8;13;31;23;21;18;2;17;12;11;62;26040
62;25680;27;15;14;25;10;32;9;20;30;5;26;3;24;29;22;7;28;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11
27;15;14;25;10;32;9;20;30;5;26;3;28;29;22;7;24;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11;62;25960
62;25960;27;15;14;25;10;32;9;20;30;5;26;3;28;29;22;7;24;16;4;19;1;6;8;13;31;23;21;18;2;17;12;11
27;15;14;25;10;32;9;20;30;5;26;3;28;29;22;7;24;16;4;19;1;6;8;21;31;23;13;18;2;17;12;11;62;25748
62;25748;27;15;14;25;10;32;9;20;30;5;26;3;28;29;22;7;24;16;4;19;1;6;8;21;31;23;13;18;2;17;12;11
27;15;14;25;10;32;9;20;30;18;26;3;28;29;22;7;24;16;4;19;1;6;8;21;31;23;13;5;2;17;12;11;62;26374
62;25748;27;15;14;25;10;32;9;20;30;5;26;3;28;29;22;7;24;16;4;19;1;6;8;21;31;23;13;18;2;17;12;11
27;15;14;25;10;32;9;20;30;5;3;26;28;29;22;7;24;16;4;19;1;6;8;21;31;23;13;18;2;17;12;11;62;25976
62;25976;27;15;14;25;10;32;9;20;30;5;3;26;28;29;22;7;24;16;4;19;1;6;8;21;31;23;13;18;2;17;12;11
27;15;14;25;10;32;9;20;31;5;3;26;28;29;22;7;24;16;4;19;1;6;8;21;30;23;13;18;2;17;12;11;62;25916
62;25916;27;15;14;25;10;32;9;20;31;5;3;26;28;29;22;7;24;16;4;19;1;6;8;21;30;23;13;18;2;17;12;11
27;15;14;25;10;32;9;20;31;5;3;26;29;28;22;7;24;16;4;19;1;6;8;21;30;23;13;18;2;17;12;11;62;26116
62;26116;27;15;14;25;10;32;9;20;31;5;3;26;29;28;22;7;24;16;4;19;1;6;8;21;30;23;13;18;2;17;12;11
27;15;14;25;10;32;9;20;31;5;3;26;29;28;22;7;24;16;2;19;1;6;8;21;30;23;13;18;4;17;12;11;62;26276
62;26276;27;15;14;25;10;32;9;20;31;5;3;26;29;28;22;7;24;16;2;19;1;6;8;21;30;23;13;18;4;17;12;11
27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;2;19;1;6;8;21;30;23;13;18;4;17;12;11;62;26802
62;26802;27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;2;19;1;6;8;21;30;23;13;18;4;17;12;11
27;15;14;25;10;32;29;20;31;5;3;26;9;28;13;7;24;16;2;19;1;6;8;21;30;23;22;18;4;17;12;11;62;27584
62;26802;27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;2;19;1;6;8;21;30;23;13;18;4;17;12;11
27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;21;19;1;6;8;2;30;23;13;18;4;17;12;11;62;26762
62;26762;27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;21;19;1;6;8;2;30;23;13;18;4;17;12;11
27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;21;19;1;30;8;2;6;23;13;18;4;17;12;11;62;26596
62;26596;27;15;14;25;10;32;29;20;31;5;3;26;9;28;22;7;24;16;21;19;1;30;8;2;6;23;13;18;4;17;12;11
27;15;14;25;10;32;29;3;31;5;20;26;9;28;22;7;24;16;21;19;1;30;8;2;6;23;13;18;4;17;12;11;62;26808
62;26808;27;15;14;25;10;32;29;3;31;5;20;26;9;28;22;7;24;16;21;19;1;30;8;2;6;23;13;18;4;17;12;11
27;15;14;25;10;32;29;3;16;5;20;26;9;28;22;7;24;31;21;19;1;30;8;2;6;23;13;18;4;17;12;11;62;27152
62;27152;27;15;14;25;10;32;29;3;16;5;20;26;9;28;22;7;24;31;21;19;1;30;8;2;6;23;13;18;4;17;12;11
27;15;14;25;10;32;29;3;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;5;23;13;18;4;17;12;11;62;27252
62;27252;27;15;14;25;10;32;29;3;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;5;23;13;18;4;17;12;11
27;15;14;25;10;32;29;11;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;5;23;13;18;4;17;12;3;62;26852
62;26852;27;15;14;25;10;32;29;11;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;5;23;13;18;4;17;12;3
5;15;14;25;10;32;29;11;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;27;23;13;18;4;17;12;3;62;27532
62;27532;5;15;14;25;10;32;29;11;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;27;23;13;18;4;17;12;3
5;15;14;25;10;32;18;11;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;27;23;13;29;4;17;12;3;62;27292
62;27292;5;15;14;25;10;32;18;11;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;27;23;13;29;4;17;12;3
5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;11;23;13;29;4;17;12;3;62;27292
62;27292;5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;11;23;13;29;4;17;12;3
5;15;14;25;10;32;18;27;16;6;20;26;9;28;17;7;24;31;21;19;1;30;8;2;11;23;13;29;4;22;12;3;62;27732
63;27292;5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;7;24;31;21;19;1;30;8;2;11;23;13;29;4;17;12;3
5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;2;24;31;21;19;1;30;8;7;11;23;13;29;4;17;12;3;63;27812
63;27812;5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;2;24;31;21;19;1;30;8;7;11;23;13;29;4;17;12;3
5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;2;24;31;21;3;1;30;8;7;11;23;13;29;4;17;12;19;63;27536
63;27536;5;15;14;25;10;32;18;27;16;6;20;26;9;28;22;2;24;31;21;3;1;30;8;7;11;23;13;29;4;17;12;19
5;15;16;25;10;32;18;27;14;6;20;26;9;28;22;2;24;31;21;3;1;30;8;7;11;23;13;29;4;17;12;19;63;27296
63;27296;5;15;16;25;10;32;18;27;14;6;20;26;9;28;22;2;24;31;21;3;1;30;8;7;11;23;13;29;4;17;12;19
5;15;16;25;10;32;18;27;14;6;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19;63;27076
63;27076;5;15;16;25;10;32;18;27;14;6;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19
5;15;27;25;10;32;18;16;14;6;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19;63;26794
63;26794;5;15;27;25;10;32;18;16;14;6;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19
5;15;27;16;10;32;18;25;14;6;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19;63;27100
63;27100;5;15;27;16;10;32;18;25;14;6;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19
5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19;63;26384
63;26384;5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19
5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;24;31;21;3;12;30;8;7;23;11;13;29;4;17;1;19;63;26568
63;26384;5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;24;31;21;3;12;30;8;7;11;23;13;29;4;17;1;19
5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;24;31;21;3;12;30;1;7;11;23;13;29;4;17;8;19;63;26864
63;26864;5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;24;31;21;3;12;30;1;7;11;23;13;29;4;17;8;19
5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;12;31;21;3;24;30;1;7;11;23;13;29;4;17;8;19;63;26558
63;26558;5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;12;31;21;3;24;30;1;7;11;23;13;29;4;17;8;19
5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;12;31;21;3;24;30;1;7;11;23;13;29;4;8;17;19;63;26582
63;26582;5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;12;31;21;3;24;30;1;7;11;23;13;29;4;8;17;19
5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19;63;26542
63;26542;5;15;27;16;10;6;18;25;14;32;20;26;9;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19
5;15;27;16;10;6;18;25;14;26;20;32;9;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19;63;26922
63;26922;5;15;27;16;10;6;18;25;14;26;20;32;9;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19
5;15;9;16;10;6;18;25;14;26;20;32;27;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19;63;26260
63;26260;5;15;9;16;10;6;18;25;14;26;20;32;27;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19
21;15;9;16;10;6;18;25;14;26;20;32;27;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;5;19;63;26628
63;26260;5;15;9;16;10;6;18;25;14;26;20;32;27;28;22;2;12;31;17;3;24;30;1;7;11;23;13;29;4;8;21;19
5;15;9;16;10;6;18;25;13;26;20;32;27;28;22;2;12;31;17;3;24;30;1;7;11;23;14;29;4;8;21;19;63;26440
63;26440;5;15;9;16;10;6;18;25;13;26;20;32;27;28;22;2;12;31;17;3;24;30;1;7;11;23;14;29;4;8;21;19
5;15;9;16;10;6;18;25;13;26;20;32;27;28;22;2;12;24;17;3;31;30;1;7;11;23;14;29;4;8;21;19;63;26800
63;26800;5;15;9;16;10;6;18;25;13;26;20;32;27;28;22;2;12;24;17;3;31;30;1;7;11;23;14;29;4;8;21;19
5;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;12;24;17;3;31;30;1;7;20;23;14;29;4;8;21;19;63;25552
63;25552;5;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;12;24;17;3;31;30;1;7;20;23;14;29;4;8;21;19
5;15;9;12;10;6;18;25;13;26;11;32;27;28;22;2;16;24;17;3;31;30;1;7;20;23;14;29;4;8;21;19;63;25612
63;25612;5;15;9;12;10;6;18;25;13;26;11;32;27;28;22;2;16;24;17;3;31;30;1;7;20;23;14;29;4;8;21;19
7;15;9;12;10;6;18;25;13;26;11;32;27;28;22;2;16;24;17;3;31;30;1;5;20;23;14;29;4;8;21;19;63;25492
64;25492;7;15;9;12;10;6;18;25;13;26;11;32;27;28;22;2;16;24;17;3;31;30;1;5;20;23;14;29;4;8;21;19
7;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;12;24;17;3;31;30;1;5;20;23;14;29;4;8;21;19;64;25432
64;25432;7;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;12;24;17;3;31;30;1;5;20;23;14;29;4;8;21;19
7;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;3;31;30;12;5;20;23;14;29;4;8;21;19;64;25412
64;25412;7;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;3;31;30;12;5;20;23;14;29;4;8;21;19
7;15;9;16;10;6;18;24;13;26;11;32;27;28;22;2;1;25;17;3;31;30;12;5;20;23;14;29;4;8;21;19;64;25532
64;25412;7;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;3;31;30;12;5;20;23;14;29;4;8;21;19
3;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19;64;25572
64;25572;3;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19
3;15;9;16;10;6;1;25;13;26;11;32;27;28;22;2;18;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19;64;25874
64;25572;3;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19
3;15;9;16;10;31;18;25;13;26;11;32;27;28;22;2;1;24;17;7;6;30;12;5;20;23;14;29;4;8;21;19;64;26060
64;25572;3;15;9;16;10;6;18;25;13;26;11;32;27;28;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19
3;15;18;16;10;6;9;25;13;26;11;32;27;28;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19;64;24876
64;24876;3;15;18;16;10;6;9;25;13;26;11;32;27;28;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19
3;15;18;16;10;6;9;28;13;26;11;32;27;25;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19;64;25436
64;25436;3;15;18;16;10;6;9;28;13;26;11;32;27;25;22;2;1;24;17;7;31;30;12;5;20;23;14;29;4;8;21;19
3;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;24;17;7;31;30;12;5;20;23;14;29;18;8;21;19;64;25428
64;25428;3;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;24;17;7;31;30;12;5;20;23;14;29;18;8;21;19
3;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;7;31;30;12;24;20;23;14;29;18;8;21;19;64;25106
64;25106;3;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;7;31;30;12;24;20;23;14;29;18;8;21;19
3;15;4;16;10;6;9;28;13;26;11;32;27;25;22;5;1;2;17;7;31;30;12;24;20;23;14;29;18;8;21;19;64;25266
64;25106;3;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;7;31;30;12;24;20;23;14;29;18;8;21;19
7;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;3;31;30;12;24;20;23;14;29;18;8;21;19;64;24986
64;24986;7;15;4;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;3;31;30;12;24;20;23;14;29;18;8;21;19
7;15;30;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;3;31;4;12;24;20;23;14;29;18;8;21;19;64;25770
64;25770;7;15;30;16;10;6;9;28;13;26;11;32;27;25;22;2;1;5;17;3;31;4;12;24;20;23;14;29;18;8;21;19
7;15;30;16;10;6;9;28;13;26;11;32;27;25;22;2;1;19;17;3;31;4;12;24;20;23;14;29;18;8;21;5;64;25784
64;25784;7;15;30;16;10;6;9;28;13;26;11;32;27;25;22;2;1;19;17;3;31;4;12;24;20;23;14;29;18;8;21;5
7;15;30;16;10;6;9;28;13;27;11;32;26;25;22;2;1;19;17;3;31;4;12;24;20;23;14;29;18;8;21;5;64;25684
64;25684;7;15;30;16;10;6;9;28;13;27;11;32;26;25;22;2;1;19;17;3;31;4;12;24;20;23;14;29;18;8;21;5
17;15;30;16;10;6;9;28;13;27;11;32;26;25;22;2;1;19;7;3;31;4;12;24;20;23;14;29;18;8;21;5;64;27432
64;27432;17;15;30;16;10;6;9;28;13;27;11;32;26;25;22;2;1;19;7;3;31;4;12;24;20;23;14;29;18;8;21;5
17;15;30;16;10;6;9;12;13;27;11;32;26;25;22;2;1;19;7;3;31;4;28;24;20;23;14;29;18;8;21;5;64;26466
64;26466;17;15;30;16;10;6;9;12;13;27;11;32;26;25;22;2;1;19;7;3;31;4;28;24;20;23;14;29;18;8;21;5
17;15;30;2;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;28;24;20;23;14;29;18;8;21;5;64;26446
64;26446;17;15;30;2;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;28;24;20;23;14;29;18;8;21;5
17;15;30;2;22;6;9;12;13;27;11;32;26;25;10;16;1;19;7;3;31;4;28;24;20;23;14;29;18;8;21;5;64;26934
64;26446;17;15;30;2;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;28;24;20;23;14;29;18;8;21;5
17;15;30;2;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;24;28;20;23;14;29;18;8;21;5;64;26586
65;26586;17;15;30;2;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;24;28;20;23;14;29;18;8;21;5
17;15;30;14;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;24;28;20;23;2;29;18;8;21;5;65;26366
65;26366;17;15;30;14;10;6;9;12;13;27;11;32;26;25;22;16;1;19;7;3;31;4;24;28;20;23;2;29;18;8;21;5
17;15;30;14;10;6;9;12;13;27;11;4;26;25;22;16;1;19;7;3;31;32;24;28;20;23;2;29;18;8;21;5;65;26220
65;26220;17;15;30;14;10;6;9;12;13;27;11;4;26;25;22;16;1;19;7;3;31;32;24;28;20;23;2;29;18;8;21;5
17;15;30;14;10;6;9;12;13;27;11;4;8;25;22;16;1;19;7;3;31;32;24;28;20;23;2;29;18;26;21;5;65;26324
65;26324;17;15;30;14;10;6;9;12;13;27;11;4;8;25;22;16;1;19;7;3;31;32;24;28;20;23;2;29;18;26;21;5
17;15;30;14;10;6;9;12;13;1;11;4;8;25;22;16;27;19;7;3;31;32;24;28;20;23;2;29;18;26;21;5;65;25970
65;25970;17;15;30;14;10;6;9;12;13;1;11;4;8;25;22;16;27;19;7;3;31;32;24;28;20;23;2;29;18;26;21;5
17;15;30;14;10;6;9;12;13;1;11;4;28;25;22;16;27;19;7;3;31;32;24;8;20;23;2;29;18;26;21;5;65;25910
65;25910;17;15;30;14;10;6;9;12;13;1;11;4;28;25;22;16;27;19;7;3;31;32;24;8;20;23;2;29;18;26;21;5
17;15;30;14;10;27;9;12;13;1;11;4;28;25;22;16;6;19;7;3;31;32;24;8;20;23;2;29;18;26;21;5;65;25868
65;25868;17;15;30;14;10;27;9;12;13;1;11;4;28;25;22;16;6;19;7;3;31;32;24;8;20;23;2;29;18;26;21;5
17;15;30;14;10;5;9;12;13;1;11;4;28;25;22;16;6;19;7;3;31;32;24;8;20;23;2;29;18;26;21;27;65;26338
65;26338;17;15;30;14;10;5;9;12;13;1;11;4;28;25;22;16;6;19;7;3;31;32;24;8;20;23;2;29;18;26;21;27
17;15;30;14;10;5;9;12;13;1;11;4;28;25;22;16;6;19;7;3;31;32;24;8;29;23;2;20;18;26;21;27;65;26658
65;26658;17;15;30;14;10;5;9;12;13;1;11;4;28;25;22;16;6;19;7;3;31;32;24;8;29;23;2;20;18;26;21;27
17;15;30;14;10;5;9;12;13;1;11;4;28;25;22;16;6;20;7;3;31;32;24;8;29;23;2;19;18;26;21;27;65;26878
65;26878;17;15;30;14;10;5;9;12;13;1;11;4;28;25;22;16;6;20;7;3;31;32;24;8;29;23;2;19;18;26;21;27
17;15;30;14;10;5;9;12;13;1;11;4;23;25;22;16;6;20;7;3;31;32;24;8;29;28;2;19;18;26;21;27;65;27038
65;27038;17;15;30;14;10;5;9;12;13;1;11;4;23;25;22;16;6;20;7;3;31;32;24;8;29;28;2;19;18;26;21;27
17;15;30;14;10;5;9;12;13;1;11;4;26;25;22;16;6;20;7;3;31;32;24;8;29;28;2;19;18;23;21;27;65;26958
65;26958;17;15;30;14;10;5;9;12;13;1;11;4;26;25;22;16;6;20;7;3;31;32;24;8;29;28;2;19;18;23;21;27
17;15;30;14;10;5;24;12;13;1;11;4;26;25;22;16;6;20;7;3;31;32;9;8;29;28;2;19;18;23;21;27;65;28410
65;28410;17;15;30;14;10;5;24;12;13;1;11;4;26;25;22;16;6;20;7;3;31;32;9;8;29;28;2;19;18;23;21;27
17;15;30;14;10;5;24;12;13;1;11;4;26;25;22;16;20;6;7;3;31;32;9;8;29;28;2;19;18;23;21;27;65;29760
65;28410;17;15;30;14;10;5;24;12;13;1;11;4;26;25;22;16;6;20;7;3;31;32;9;8;29;28;2;19;18;23;21;27
17;15;30;14;10;5;24;12;13;1;11;4;26;25;22;16;6;20;7;3;31;23;9;8;29;28;2;19;18;32;21;27;65;27870
65;27870;17;15;30;14;10;5;24;12;13;1;11;4;26;25;22;16;6;20;7;3;31;23;9;8;29;28;2;19;18;32;21;27
17;15;30;14;10;5;24;12;11;1;13;4;26;25;22;16;6;20;7;3;31;23;9;8;29;28;2;19;18;32;21;27;65;28010
65;28010;17;15;30;14;10;5;24;12;11;1;13;4;26;25;22;16;6;20;7;3;31;23;9;8;29;28;2;19;18;32;21;27
17;15;30;14;10;5;24;12;11;1;13;4;26;25;22;16;6;20;7;3;31;23;9;8;29;2;28;19;18;32;21;27;65;28142
65;28142;17;15;30;14;10;5;24;12;11;1;13;4;26;25;22;16;6;20;7;3;31;23;9;8;29;2;28;19;18;32;21;27
17;15;30;14;10;5;3;12;11;1;13;4;26;25;22;16;6;20;7;24;31;23;9;8;29;2;28;19;18;32;21;27;65;27664
65;27664;17;15;30;14;10;5;3;12;11;1;13;4;26;25;22;16;6;20;7;24;31;23;9;8;29;2;28;19;18;32;21;27
