"X1";"X260";"X54";"X31";"X27";"X63";"X61";"X14";"X26";"X5";"X30";"X19";"X33";"X10";"X34";"X13";"X41";"X64";"X11";"X49";"X12";"X37";"X1.1";"X18";"X62";"X8";"X23";"X16";"X40";"X32";"X58";"X51";"X4";"X50";"X48";"X36";"X24";"X28";"X42";"X46";"X3";"X21";"X25";"X45";"X17";"X53";"X22";"X29";"X56";"X57";"X55";"X15";"X52";"X47";"X2";"X39";"X35";"X7";"X38";"X43";"X59";"X60";"X20";"X9";"X44";"X6"
40;60;16;8;46;55;32;52;44;27;28;26;34;11;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;49;20;17;18;3;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9;30;260
30;260;40;60;16;8;46;55;32;52;44;27;28;26;34;11;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;49;20;17;18;3;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9
40;60;16;8;46;55;17;52;44;27;28;26;34;11;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;49;20;32;18;3;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9;30;260
30;260;40;60;16;8;46;55;17;52;44;27;28;26;34;11;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;49;20;32;18;3;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9
40;60;16;8;46;55;17;52;44;27;28;26;3;11;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;49;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9;30;268
30;268;40;60;16;8;46;55;17;52;44;27;28;26;3;11;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;49;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9
40;60;16;8;46;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9;30;256
30;256;40;60;16;8;46;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;7;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9
40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;46;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9;30;256
30;256;40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;46;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9
40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;46;19;25;23;14;35;50;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9;30;268
30;256;40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;46;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;34;29;54;31;22;37;48;4;33;56;42;24;1;43;15;53;6;2;9
40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;46;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;43;29;54;31;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9;30;248
30;248;40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;14;35;46;10;45;58;36;57;12;59;5;51;30;63;61;21;47;39;38;64;41;11;20;32;18;43;29;54;31;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9
40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;46;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;31;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9;30;248
30;248;40;60;16;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;46;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;31;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9
16;60;40;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;46;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;31;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9;30;248
30;248;16;60;40;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;46;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;31;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9
16;60;40;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;46;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9;30;248
30;248;16;60;40;8;7;55;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;46;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9
16;60;40;8;7;46;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9;30;256
30;256;16;60;40;8;7;46;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;37;48;4;33;56;42;24;1;34;15;53;6;2;9
16;60;40;8;7;46;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9;30;256
31;256;16;60;40;8;7;46;17;52;44;27;28;26;3;49;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9
16;49;40;8;7;46;17;52;44;27;28;26;3;60;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9;31;236
31;236;16;49;40;8;7;46;17;52;44;27;28;26;3;60;62;13;50;19;25;23;63;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9
16;49;40;8;7;46;17;52;44;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9;31;244
31;244;16;49;40;8;7;46;17;52;44;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;43;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9
16;49;40;43;7;46;17;52;44;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;8;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9;31;256
31;256;16;49;40;43;7;46;17;52;44;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;18;8;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;37;9
16;49;40;43;7;46;17;52;44;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;9;31;256
31;256;16;49;40;43;7;46;17;52;44;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;5;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;9
16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;9;31;256
31;256;16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;57;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;29;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;9
16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;29;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;9;31;264
31;264;16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;58;36;29;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;9
16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;9;36;29;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;264
31;264;16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;19;25;23;60;35;31;10;45;9;36;29;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;23;25;19;60;35;31;10;45;9;36;29;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;258
31;258;16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;23;25;19;60;35;31;10;45;9;36;29;12;59;44;51;30;14;61;21;47;39;38;64;41;11;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;23;25;19;60;35;31;10;45;9;36;29;12;59;44;51;30;14;11;21;47;39;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;262
31;262;16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;23;25;19;60;35;31;10;45;9;36;29;12;59;44;51;30;14;11;21;47;39;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;59;44;51;30;14;11;21;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;262
31;262;16;49;40;43;7;46;17;52;5;27;28;26;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;59;44;51;30;14;11;21;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;59;44;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;262
31;262;16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;59;44;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;39;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;46;36;29;12;59;44;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;266
31;262;16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;59;44;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;262
31;262;16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;36;25;19;60;35;31;10;45;39;23;29;12;44;59;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;270
31;262;16;49;40;43;7;46;17;52;5;27;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;9;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;9;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;278
31;278;16;49;40;43;7;46;17;52;5;9;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;38;7;46;17;52;5;9;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;27;43;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58;31;286
31;278;16;49;40;43;7;46;17;52;5;9;28;21;3;63;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;58
16;49;40;43;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;63;31;270
31;270;16;49;40;43;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;51;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;63
16;49;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;63;31;270
31;270;16;49;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;29;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;63
16;49;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;63;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29;31;262
31;262;16;49;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;63;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;37;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29
16;37;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;63;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29;31;262
32;262;16;37;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;39;36;63;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29
16;39;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;37;36;63;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29;32;262
32;262;16;39;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;37;36;63;12;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29
16;39;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29;32;258
32;258;16;39;40;51;7;46;17;52;5;9;28;21;3;58;62;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;42;24;1;34;15;53;6;18;29
16;39;40;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;62;24;1;34;15;53;6;18;29;32;258
32;258;16;39;40;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;38;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;62;24;1;34;15;53;6;18;29
16;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;40;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;62;24;1;34;15;53;6;18;29;32;254
32;254;16;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;40;64;41;61;20;32;49;8;57;54;55;22;2;48;4;33;56;62;24;1;34;15;53;6;18;29
16;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;53;6;18;29;32;254
32;254;16;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;53;6;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;53;16;18;29;32;254
32;254;6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;45;37;36;12;63;44;59;43;30;14;11;26;47;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;53;16;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;59;43;30;14;11;26;45;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;53;16;18;29;32;250
32;250;6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;59;43;30;14;11;26;45;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;53;16;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;59;43;30;14;11;26;45;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;250
32;250;6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;59;43;30;14;11;26;45;27;40;64;41;61;20;32;49;8;57;54;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;59;54;30;14;11;26;45;27;40;64;41;61;20;32;49;8;57;43;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;256
32;256;6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;59;54;30;14;11;26;45;27;40;64;41;61;20;32;49;8;57;43;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;27;54;30;14;11;26;45;59;40;64;41;61;20;32;49;8;57;43;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;256
32;256;6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;35;31;10;47;37;36;12;63;44;27;54;30;14;11;26;45;59;40;64;41;61;20;32;49;8;57;43;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;43;31;10;47;37;36;12;63;44;27;54;30;14;11;26;45;59;40;64;41;61;20;32;49;8;57;35;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;254
32;254;6;39;38;51;7;46;17;52;5;9;28;21;3;58;42;13;50;23;25;19;60;43;31;10;47;37;36;12;63;44;27;54;30;14;11;26;45;59;40;64;41;61;20;32;49;8;57;35;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;43;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;41;61;20;32;49;8;57;35;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;270
32;270;6;39;38;51;7;46;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;43;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;41;61;20;32;49;8;57;35;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;41;61;20;43;49;8;57;35;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;266
32;266;6;39;38;51;7;46;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;41;61;20;43;49;8;57;35;55;24;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;46;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;53;18;29;32;266
32;266;6;39;38;51;7;46;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;53;18;29
6;39;38;51;7;53;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;46;18;29;32;274
32;274;6;39;38;51;7;53;17;52;5;9;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;46;18;29
6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;46;18;29;32;282
32;282;6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;45;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;46;18;29
6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;46;45;29;32;270
32;270;6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;8;57;35;55;41;2;48;4;33;56;62;22;1;34;15;16;46;45;29
6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;8;57;35;55;16;2;48;4;33;56;62;22;1;34;15;41;46;45;29;32;270
32;270;6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;10;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;8;57;35;55;16;2;48;4;33;56;62;22;1;34;15;41;46;45;29
6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;16;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;8;57;35;55;10;2;48;4;33;56;62;22;1;34;15;41;46;45;29;32;270
32;270;6;39;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;16;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;8;57;35;55;10;2;48;4;33;56;62;22;1;34;15;41;46;45;29
6;8;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;16;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;39;57;35;55;10;2;48;4;33;56;62;22;1;34;15;41;46;45;29;32;270
33;270;6;8;38;51;9;53;17;52;5;7;28;21;3;27;42;13;50;23;25;19;60;32;31;16;47;37;36;12;63;44;58;54;30;14;11;26;18;59;40;64;24;61;20;43;49;39;57;35;55;10;2;48;4;33;56;62;22;1;34;15;41;46;45;29
