"X1";"X26142";"X2";"X20";"X26";"X28";"X4";"X31";"X7";"X15";"X19";"X24";"X8";"X13";"X11";"X5";"X17";"X16";"X22";"X10";"X21";"X12";"X3";"X27";"X18";"X29";"X25";"X30";"X32";"X14";"X1.1";"X6";"X9";"X23"
61;25802;7;4;27;14;31;10;6;1;11;16;9;12;15;29;23;20;2;21;8;5;32;24;3;17;19;18;26;30;22;28;25;13
14;4;27;7;31;10;6;1;11;16;9;12;15;29;23;20;2;21;8;5;32;24;3;17;19;18;26;30;22;28;25;13;61;25622
61;25622;14;4;27;7;31;10;6;1;11;16;9;12;15;29;23;20;2;21;8;5;32;24;3;17;19;18;26;30;22;28;25;13
3;4;27;7;31;10;6;1;11;16;9;12;15;29;23;20;2;21;8;5;32;24;14;17;19;18;26;30;22;28;25;13;61;24942
61;24942;3;4;27;7;31;10;6;1;11;16;9;12;15;29;23;20;2;21;8;5;32;24;14;17;19;18;26;30;22;28;25;13
3;4;27;7;31;10;6;1;11;18;9;12;15;29;23;20;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13;61;25936
61;25936;3;4;27;7;31;10;6;1;11;18;9;12;15;29;23;20;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13
3;4;27;7;31;10;6;1;11;18;9;12;23;29;15;20;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13;61;26166
61;26166;3;4;27;7;31;10;6;1;11;18;9;12;23;29;15;20;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13
3;4;27;7;31;10;1;6;11;18;9;12;23;29;15;20;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13;61;26646
61;26646;3;4;27;7;31;10;1;6;11;18;9;12;23;29;15;20;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13
3;4;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13;61;26526
61;26526;3;4;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;5;32;24;14;17;19;16;26;30;22;28;25;13
3;5;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;4;32;24;14;17;19;16;26;30;22;28;25;13;61;26686
61;26686;3;5;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;4;32;24;14;17;19;16;26;30;22;28;25;13
3;5;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;4;32;24;13;17;19;16;26;30;22;28;25;14;61;26986
61;26686;3;5;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;4;32;24;14;17;19;16;26;30;22;28;25;13
3;5;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;17;32;24;14;4;19;16;26;30;22;28;25;13;61;27026
61;27026;3;5;27;7;31;10;1;6;11;20;9;12;23;29;15;18;2;21;8;17;32;24;14;4;19;16;26;30;22;28;25;13
3;5;27;7;31;10;16;6;11;20;9;12;23;29;15;18;2;21;8;17;32;24;14;4;19;1;26;30;22;28;25;13;61;27066
61;27066;3;5;27;7;31;10;16;6;11;20;9;12;23;29;15;18;2;21;8;17;32;24;14;4;19;1;26;30;22;28;25;13
3;5;27;7;14;10;16;6;11;20;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;30;22;28;25;13;61;25986
61;25986;3;5;27;7;14;10;16;6;11;20;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;30;22;28;25;13
3;5;20;7;14;10;16;6;11;27;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;30;22;28;25;13;61;26026
61;26026;3;5;20;7;14;10;16;6;11;27;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;30;22;28;25;13
3;5;20;7;14;10;30;6;11;27;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;16;22;28;25;13;61;26024
61;26024;3;5;20;7;14;10;30;6;11;27;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;16;22;28;25;13
3;5;20;7;14;10;30;6;11;27;9;12;23;29;15;18;2;13;8;17;32;24;31;4;19;1;26;16;22;28;25;21;61;26626
61;26024;3;5;20;7;14;10;30;6;11;27;9;12;23;29;15;18;2;21;8;17;32;24;31;4;19;1;26;16;22;28;25;13
3;5;20;7;14;10;30;6;11;27;9;12;23;29;15;18;2;21;8;17;31;24;32;4;19;1;26;16;22;28;25;13;61;25864
61;25864;3;5;20;7;14;10;30;6;11;27;9;12;23;29;15;18;2;21;8;17;31;24;32;4;19;1;26;16;22;28;25;13
3;5;30;7;14;10;20;6;11;27;9;12;23;29;15;18;2;21;8;17;31;24;32;4;19;1;26;16;22;28;25;13;61;26304
62;26304;3;5;30;7;14;10;20;6;11;27;9;12;23;29;15;18;2;21;8;17;31;24;32;4;19;1;26;16;22;28;25;13
3;5;30;7;14;10;20;2;11;27;9;12;23;29;15;18;6;21;8;17;31;24;32;4;19;1;26;16;22;28;25;13;62;25904
62;25904;3;5;30;7;14;10;20;2;11;27;9;12;23;29;15;18;6;21;8;17;31;24;32;4;19;1;26;16;22;28;25;13
3;5;30;7;14;10;20;2;11;27;9;12;23;29;15;18;6;21;8;17;31;32;24;4;19;1;26;16;22;28;25;13;62;25904
62;25904;3;5;30;7;14;10;20;2;11;27;9;12;23;29;15;18;6;21;8;17;31;32;24;4;19;1;26;16;22;28;25;13
3;5;30;7;14;10;20;2;11;27;9;8;23;29;15;18;6;21;12;17;31;32;24;4;19;1;26;16;22;28;25;13;62;25904
62;25904;3;5;30;7;14;10;20;2;11;27;9;8;23;29;15;18;6;21;12;17;31;32;24;4;19;1;26;16;22;28;25;13
3;5;30;7;14;10;20;2;11;27;9;8;23;29;15;18;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13;62;25732
62;25732;3;5;30;7;14;10;20;2;11;27;9;8;23;29;15;18;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13
3;5;30;7;14;17;20;2;11;27;9;8;23;29;15;18;6;21;12;10;31;32;24;19;4;1;26;16;22;28;25;13;62;26154
62;25732;3;5;30;7;14;10;20;2;11;27;9;8;23;29;15;18;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13
3;5;30;7;14;10;20;18;11;27;9;8;23;29;15;2;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13;62;25088
62;25088;3;5;30;7;14;10;20;18;11;27;9;8;23;29;15;2;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13
3;5;30;7;14;10;20;18;11;27;9;19;23;29;15;2;6;21;12;17;31;32;24;8;4;1;26;16;22;28;25;13;62;25088
62;25088;3;5;30;7;14;10;20;18;11;27;9;19;23;29;15;2;6;21;12;17;31;32;24;8;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;11;27;9;19;23;30;15;2;6;21;12;17;31;32;24;8;4;1;26;16;22;28;25;13;62;25428
62;25428;3;5;29;7;14;10;20;18;11;27;9;19;23;30;15;2;6;21;12;17;31;32;24;8;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;11;27;9;8;23;30;15;2;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13;62;25428
62;25428;3;5;29;7;14;10;20;18;11;27;9;8;23;30;15;2;6;21;12;17;31;32;24;19;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;11;17;9;8;23;30;15;2;6;21;12;27;31;32;24;19;4;1;26;16;22;28;25;13;62;25508
62;25508;3;5;29;7;14;10;20;18;11;17;9;8;23;30;15;2;6;21;12;27;31;32;24;19;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;23;17;9;8;11;30;15;2;6;21;12;27;31;32;24;19;4;1;26;16;22;28;25;13;62;25150
62;25150;3;5;29;7;14;10;20;18;23;17;9;8;11;30;15;2;6;21;12;27;31;32;24;19;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;23;17;9;8;11;30;15;2;13;21;12;27;31;32;24;19;4;1;26;16;22;28;25;6;62;26150
62;25150;3;5;29;7;14;10;20;18;23;17;9;8;11;30;15;2;6;21;12;27;31;32;24;19;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;23;17;9;8;11;30;15;2;6;21;24;27;31;32;12;19;4;1;26;16;22;28;25;13;62;25124
62;25124;3;5;29;7;14;10;20;18;23;17;9;8;11;30;15;2;6;21;24;27;31;32;12;19;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;11;19;4;1;26;16;22;28;25;13;62;25104
62;25104;3;5;29;7;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;11;19;4;1;26;16;22;28;25;13
3;5;29;7;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;11;19;26;1;4;16;22;28;25;13;62;25448
62;25448;3;5;29;7;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;11;19;26;1;4;16;22;28;25;13
3;5;29;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;1;4;16;22;28;25;13;62;25448
62;25448;3;5;29;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;1;4;16;22;28;25;13
3;29;5;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;1;4;16;22;28;25;13;62;25292
62;25292;3;29;5;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;1;4;16;22;28;25;13
3;29;5;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;13;4;16;22;28;25;1;62;24732
62;24732;3;29;5;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;13;4;16;22;28;25;1
1;29;5;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;13;4;16;22;28;25;3;62;24972
62;24972;1;29;5;11;14;10;20;18;23;17;9;8;12;30;15;2;6;21;24;27;31;32;7;19;26;13;4;16;22;28;25;3
1;29;5;11;14;27;20;18;23;17;9;8;12;30;15;2;6;21;24;10;31;32;7;19;26;13;4;16;22;28;25;3;62;26130
63;26130;1;29;5;11;14;27;20;18;23;17;9;8;12;30;15;2;6;21;24;10;31;32;7;19;26;13;4;16;22;28;25;3
1;29;5;11;14;27;20;18;31;17;9;8;12;30;15;2;6;21;24;10;23;32;7;19;26;13;4;16;22;28;25;3;63;26170
63;26170;1;29;5;11;14;27;20;18;31;17;9;8;12;30;15;2;6;21;24;10;23;32;7;19;26;13;4;16;22;28;25;3
1;29;5;11;14;27;20;18;7;17;9;8;12;30;15;2;6;21;24;10;23;32;31;19;26;13;4;16;22;28;25;3;63;25498
63;25498;1;29;5;11;14;27;20;18;7;17;9;8;12;30;15;2;6;21;24;10;23;32;31;19;26;13;4;16;22;28;25;3
1;29;5;11;14;27;20;15;7;17;9;8;12;30;18;2;6;21;24;10;23;32;31;19;26;13;4;16;22;28;25;3;63;26584
63;25498;1;29;5;11;14;27;20;18;7;17;9;8;12;30;15;2;6;21;24;10;23;32;31;19;26;13;4;16;22;28;25;3
1;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;24;10;23;32;31;19;26;13;4;16;22;28;25;3;63;25476
63;25476;1;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;24;10;23;32;31;19;26;13;4;16;22;28;25;3
1;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;13;4;16;22;28;25;3;63;25476
63;25476;1;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;13;4;16;22;28;25;3
1;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;16;4;13;22;28;25;3;63;25996
63;25476;1;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;13;4;16;22;28;25;3
4;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;13;1;16;22;28;25;3;63;25396
63;25396;4;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;13;1;16;22;28;25;3
4;29;5;11;14;12;20;18;7;17;9;22;27;30;15;2;6;21;19;10;23;32;31;24;26;13;1;16;8;28;25;3;63;25846
63;25396;4;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;19;10;23;32;31;24;26;13;1;16;22;28;25;3
4;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;22;10;23;32;31;24;26;13;1;16;19;28;25;3;63;25516
63;25516;4;29;5;11;14;12;20;18;7;17;9;8;27;30;15;2;6;21;22;10;23;32;31;24;26;13;1;16;19;28;25;3
4;29;5;11;9;12;20;18;7;17;14;8;27;30;15;2;6;21;22;10;23;32;31;24;26;13;1;16;19;28;25;3;63;25636
63;25636;4;29;5;11;9;12;20;18;7;17;14;8;27;30;15;2;6;21;22;10;23;32;31;24;26;13;1;16;19;28;25;3
4;29;5;11;9;12;20;31;7;17;14;8;27;30;15;2;6;21;22;10;23;32;18;24;26;13;1;16;19;28;25;3;63;25956
63;25956;4;29;5;11;9;12;20;31;7;17;14;8;27;30;15;2;6;21;22;10;23;32;18;24;26;13;1;16;19;28;25;3
2;29;5;11;9;12;20;31;7;17;14;8;27;30;15;4;6;21;22;10;23;32;18;24;26;13;1;16;19;28;25;3;63;26116
63;26116;2;29;5;11;9;12;20;31;7;17;14;8;27;30;15;4;6;21;22;10;23;32;18;24;26;13;1;16;19;28;25;3
2;29;24;11;9;12;20;31;7;17;14;8;27;30;15;4;6;21;22;10;23;32;18;5;26;13;1;16;19;28;25;3;63;27074
63;27074;2;29;24;11;9;12;20;31;7;17;14;8;27;30;15;4;6;21;22;10;23;32;18;5;26;13;1;16;19;28;25;3
2;29;24;11;16;12;20;31;7;17;14;8;27;30;15;4;6;21;22;10;23;32;18;5;26;13;1;9;19;28;25;3;63;26714
63;26714;2;29;24;11;16;12;20;31;7;17;14;8;27;30;15;4;6;21;22;10;23;32;18;5;26;13;1;9;19;28;25;3
2;29;24;11;16;30;20;31;7;17;14;8;27;12;15;4;6;21;22;10;23;32;18;5;26;13;1;9;19;28;25;3;63;27820
63;27820;2;29;24;11;16;30;20;31;7;17;14;8;27;12;15;4;6;21;22;10;23;32;18;5;26;13;1;9;19;28;25;3
2;29;24;11;16;30;20;31;7;17;14;8;27;12;15;4;6;32;22;10;23;21;18;5;26;13;1;9;19;28;25;3;63;28460
63;28460;2;29;24;11;16;30;20;31;7;17;14;8;27;12;15;4;6;32;22;10;23;21;18;5;26;13;1;9;19;28;25;3
2;29;24;11;16;30;20;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;26;13;1;9;19;28;25;3;63;29100
63;29100;2;29;24;11;16;30;20;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;26;13;1;9;19;28;25;3
2;29;24;11;16;30;9;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;26;13;1;20;19;28;25;3;63;28066
63;28066;2;29;24;11;16;30;9;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;26;13;1;20;19;28;25;3
2;29;24;11;16;30;26;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;9;13;1;20;19;28;25;3;63;27400
63;27400;2;29;24;11;16;30;26;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;9;13;1;20;19;28;25;3
2;29;20;11;16;30;26;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;9;13;1;24;19;28;25;3;63;27780
64;27780;2;29;20;11;16;30;26;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;9;13;1;24;19;28;25;3
2;29;28;11;16;30;26;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3;64;27540
64;27540;2;29;28;11;16;30;26;31;15;17;14;8;27;12;7;4;6;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3
2;29;28;11;16;30;26;31;15;17;14;8;27;6;7;4;12;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3;64;27460
64;27460;2;29;28;11;16;30;26;31;15;17;14;8;27;6;7;4;12;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3
2;29;28;11;16;30;26;31;15;5;14;8;27;6;7;4;12;32;22;10;23;21;18;17;9;13;1;24;19;20;25;3;64;27682
64;27460;2;29;28;11;16;30;26;31;15;17;14;8;27;6;7;4;12;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3
2;15;28;11;16;30;26;31;29;17;14;8;27;6;7;4;12;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3;64;26800
64;26800;2;15;28;11;16;30;26;31;29;17;14;8;27;6;7;4;12;32;22;10;23;21;18;5;9;13;1;24;19;20;25;3
2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;32;22;10;23;21;18;5;9;27;1;24;19;20;25;3;64;26820
64;26820;2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;32;22;10;23;21;18;5;9;27;1;24;19;20;25;3
2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;1;22;10;23;21;18;5;9;27;32;24;19;20;25;3;64;26590
64;26590;2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;1;22;10;23;21;18;5;9;27;32;24;19;20;25;3
2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;1;21;10;23;22;18;5;9;27;32;24;19;20;25;3;64;26210
64;26210;2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;1;21;10;23;22;18;5;9;27;32;24;19;20;25;3
2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;1;21;10;27;22;18;5;9;23;32;24;19;20;25;3;64;26190
64;26190;2;15;28;11;16;30;26;31;29;17;14;8;13;6;7;4;12;1;21;10;27;22;18;5;9;23;32;24;19;20;25;3
2;15;28;11;16;30;26;31;21;17;14;8;13;6;7;4;12;1;29;10;27;22;18;5;9;23;32;24;19;20;25;3;64;26150
64;26150;2;15;28;11;16;30;26;31;21;17;14;8;13;6;7;4;12;1;29;10;27;22;18;5;9;23;32;24;19;20;25;3
2;15;25;11;16;30;26;31;21;17;14;8;13;6;7;4;12;1;29;10;27;22;18;5;9;23;32;24;19;20;28;3;64;26650
64;26150;2;15;28;11;16;30;26;31;21;17;14;8;13;6;7;4;12;1;29;10;27;22;18;5;9;23;32;24;19;20;25;3
2;15;28;11;16;30;26;31;21;17;14;8;13;6;7;4;12;1;29;10;27;22;19;5;9;23;32;24;18;20;25;3;64;25990
64;25990;2;15;28;11;16;30;26;31;21;17;14;8;13;6;7;4;12;1;29;10;27;22;19;5;9;23;32;24;18;20;25;3
2;15;28;11;16;30;26;31;21;17;14;8;13;23;7;4;12;1;29;10;27;22;19;5;9;6;32;24;18;20;25;3;64;25758
64;25758;2;15;28;11;16;30;26;31;21;17;14;8;13;23;7;4;12;1;29;10;27;22;19;5;9;6;32;24;18;20;25;3
2;15;28;11;16;30;26;31;21;17;14;8;13;23;4;7;12;1;29;10;27;22;19;5;9;6;32;24;18;20;25;3;64;25278
64;25278;2;15;28;11;16;30;26;31;21;17;14;8;13;23;4;7;12;1;29;10;27;22;19;5;9;6;32;24;18;20;25;3
2;15;28;11;16;30;26;31;21;17;14;8;13;1;4;7;12;23;29;10;27;22;19;5;9;6;32;24;18;20;25;3;64;24692
64;24692;2;15;28;11;16;30;26;31;21;17;14;8;13;1;4;7;12;23;29;10;27;22;19;5;9;6;32;24;18;20;25;3
2;15;28;11;16;30;26;31;21;17;14;9;13;1;4;7;12;23;29;10;27;22;19;5;8;6;32;24;18;20;25;3;64;24492
64;24492;2;15;28;11;16;30;26;31;21;17;14;9;13;1;4;7;12;23;29;10;27;22;19;5;8;6;32;24;18;20;25;3
2;15;28;11;16;30;26;31;21;17;14;9;13;1;4;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3;64;24212
64;24212;2;15;28;11;16;30;26;31;21;17;14;9;13;1;4;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;15;28;11;16;30;26;1;21;17;14;9;13;31;4;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3;64;24152
64;24152;2;15;28;11;16;30;26;1;21;17;14;9;13;31;4;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;15;28;11;16;30;4;1;21;17;14;9;13;31;26;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3;64;24640
64;24640;2;15;28;11;16;30;4;1;21;17;14;9;13;31;26;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;15;28;11;16;30;4;1;21;17;14;9;13;31;26;6;12;23;7;10;27;22;19;5;8;29;32;24;18;20;25;3;64;26024
64;24640;2;15;28;11;16;30;4;1;21;17;14;9;13;31;26;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;18;28;11;16;30;4;1;21;17;14;9;13;31;26;6;12;23;29;10;27;22;19;5;8;7;32;24;15;20;25;3;64;25640
65;24640;2;15;28;11;16;30;4;1;21;17;14;9;13;31;26;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;15;28;11;16;26;4;1;21;17;14;9;13;31;30;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3;65;24480
65;24480;2;15;28;11;16;26;4;1;21;17;14;9;13;31;30;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;30;28;11;16;26;4;1;21;17;14;9;13;31;15;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3;65;25056
65;25056;2;30;28;11;16;26;4;1;21;17;14;9;13;31;15;6;12;23;29;10;27;22;19;5;8;7;32;24;18;20;25;3
2;30;28;11;16;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;27;22;19;5;4;7;32;24;18;20;25;3;65;24756
65;24756;2;30;28;11;16;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;27;22;19;5;4;7;32;24;18;20;25;3
2;30;28;11;16;26;8;1;21;17;23;9;13;31;15;6;12;14;29;10;27;22;19;5;4;7;32;24;18;20;25;3;65;25626
65;24756;2;30;28;11;16;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;27;22;19;5;4;7;32;24;18;20;25;3
2;27;28;11;16;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;30;22;19;5;4;7;32;24;18;20;25;3;65;24516
65;24516;2;27;28;11;16;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;30;22;19;5;4;7;32;24;18;20;25;3
2;27;28;11;32;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;30;22;19;5;4;7;16;24;18;20;25;3;65;25390
65;25390;2;27;28;11;32;26;8;1;21;17;14;9;13;31;15;6;12;23;29;10;30;22;19;5;4;7;16;24;18;20;25;3
2;13;28;11;32;26;8;1;21;17;14;9;27;31;15;6;12;23;29;10;30;22;19;5;4;7;16;24;18;20;25;3;65;25224
65;25224;2;13;28;11;32;26;8;1;21;17;14;9;27;31;15;6;12;23;29;10;30;22;19;5;4;7;16;24;18;20;25;3
2;13;28;11;32;26;8;1;21;17;14;9;27;31;15;6;5;23;29;10;30;22;19;12;4;7;16;24;18;20;25;3;65;25144
65;25144;2;13;28;11;32;26;8;1;21;17;14;9;27;31;15;6;5;23;29;10;30;22;19;12;4;7;16;24;18;20;25;3
2;13;28;11;32;26;8;1;21;17;14;9;27;31;15;6;25;23;29;10;30;22;19;12;4;7;16;24;18;20;5;3;65;25432
65;25432;2;13;28;11;32;26;8;1;21;17;14;9;27;31;15;6;25;23;29;10;30;22;19;12;4;7;16;24;18;20;5;3
2;13;28;11;32;26;8;19;21;17;14;9;27;31;15;6;25;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3;65;26214
65;26214;2;13;28;11;32;26;8;19;21;17;14;9;27;31;15;6;25;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3
2;13;11;28;32;26;8;19;21;17;14;9;27;31;15;6;25;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3;65;26358
65;26358;2;13;11;28;32;26;8;19;21;17;14;9;27;31;15;6;25;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3
2;13;11;28;32;26;8;19;21;17;14;25;27;31;15;6;9;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3;65;26266
65;26266;2;13;11;28;32;26;8;19;21;17;14;25;27;31;15;6;9;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3
2;13;11;28;32;30;8;19;21;17;14;25;27;31;15;6;9;23;29;10;26;22;1;12;4;7;16;24;18;20;5;3;65;26306
65;26266;2;13;11;28;32;26;8;19;21;17;14;25;27;31;15;6;9;23;29;10;30;22;1;12;4;7;16;24;18;20;5;3
2;13;11;28;23;26;8;19;21;17;14;25;27;31;15;6;9;32;29;10;30;22;1;12;4;7;16;24;18;20;5;3;65;25626
65;25626;2;13;11;28;23;26;8;19;21;17;14;25;27;31;15;6;9;32;29;10;30;22;1;12;4;7;16;24;18;20;5;3
2;30;11;28;23;26;8;19;21;17;14;25;27;31;15;6;9;32;29;10;13;22;1;12;4;7;16;24;18;20;5;3;65;25978
65;25978;2;30;11;28;23;26;8;19;21;17;14;25;27;31;15;6;9;32;29;10;13;22;1;12;4;7;16;24;18;20;5;3
2;30;11;28;23;27;8;19;21;17;14;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;16;24;18;20;5;3;65;25918
65;25918;2;30;11;28;23;27;8;19;21;17;14;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;16;24;18;20;5;3
2;30;11;28;23;27;8;19;21;17;14;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;18;24;16;20;5;3;65;25636
65;25636;2;30;11;28;23;27;8;19;21;17;14;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;18;24;16;20;5;3
2;30;20;28;23;27;8;19;21;17;14;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;18;24;16;11;5;3;65;26914
65;25636;2;30;11;28;23;27;8;19;21;17;14;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;18;24;16;20;5;3
2;30;11;28;23;27;8;19;21;17;16;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;18;24;14;20;5;3;65;25916
65;25916;2;30;11;28;23;27;8;19;21;17;16;25;26;31;15;6;9;32;29;10;13;22;1;12;4;7;18;24;14;20;5;3
2;30;11;28;23;27;8;19;21;17;16;25;26;7;15;6;9;32;29;10;13;22;1;12;4;31;18;24;14;20;5;3;65;26564
66;26564;2;30;11;28;23;27;8;19;21;17;16;25;26;7;15;6;9;32;29;10;13;22;1;12;4;31;18;24;14;20;5;3
2;30;11;28;23;27;8;19;21;17;16;25;26;7;4;6;9;32;29;10;13;22;1;12;15;31;18;24;14;20;5;3;66;26684
66;26684;2;30;11;28;23;27;8;19;21;17;16;25;26;7;4;6;9;32;29;10;13;22;1;12;15;31;18;24;14;20;5;3
2;30;11;28;23;27;8;19;13;17;16;25;26;7;4;6;9;32;29;10;21;22;1;12;15;31;18;24;14;20;5;3;66;26924
66;26924;2;30;11;28;23;27;8;19;13;17;16;25;26;7;4;6;9;32;29;10;21;22;1;12;15;31;18;24;14;20;5;3
2;30;11;28;23;27;8;19;13;17;16;25;26;7;4;6;9;3;29;10;21;22;1;12;15;31;18;24;14;20;5;32;66;26518
66;26518;2;30;11;28;23;27;8;19;13;17;16;25;26;7;4;6;9;3;29;10;21;22;1;12;15;31;18;24;14;20;5;32
2;30;11;28;23;27;8;19;13;17;16;25;26;7;4;6;9;3;29;10;24;22;1;12;15;31;18;21;14;20;5;32;66;26178
