"X1";"X270";"X33";"X41";"X9";"X38";"X58";"X50";"X22";"X27";"X29";"X54";"X2";"X15";"X11";"X37";"X48";"X30";"X23";"X14";"X6";"X7";"X61";"X49";"X8";"X17";"X28";"X3";"X36";"X55";"X62";"X57";"X24";"X47";"X64";"X25";"X51";"X19";"X52";"X45";"X44";"X63";"X42";"X39";"X21";"X1.1";"X16";"X31";"X13";"X56";"X59";"X60";"X10";"X4";"X5";"X20";"X32";"X18";"X35";"X53";"X26";"X46";"X34";"X43";"X40";"X12"
51;266;6;58;13;59;23;41;48;17;4;28;43;35;63;44;34;42;56;36;14;61;25;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;53;29;55;32;5;3;49;39;50;52;16;51;20;11;33;31
6;58;13;59;23;41;48;17;4;28;43;35;63;44;34;42;56;36;14;61;25;27;37;64;45;1;51;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;53;29;55;32;5;3;49;39;50;52;16;18;20;11;33;31;51;282
51;266;6;58;13;59;23;41;48;17;4;28;43;35;63;44;34;42;56;36;14;61;25;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;53;29;55;32;5;3;49;39;50;52;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;35;63;44;34;42;56;36;14;61;25;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;53;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;266
51;266;6;58;13;59;23;41;48;17;52;28;43;35;63;44;34;42;56;36;14;61;25;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;53;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;35;63;44;34;42;56;36;14;61;53;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;266
51;266;6;58;13;59;23;41;48;17;52;28;43;35;63;44;34;42;56;36;14;61;53;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;38;10;30;8;60;2;62;47;26;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;14;61;53;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;10;30;8;60;2;62;47;26;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;266
51;266;6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;14;61;53;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;10;30;8;60;2;62;47;26;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;14;61;53;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;26;30;8;60;2;62;47;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;256
51;256;6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;14;61;53;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;26;30;8;60;2;62;47;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;14;61;26;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;53;30;8;60;2;62;47;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;268
51;268;6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;14;61;26;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;53;30;8;60;2;62;47;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;272
51;272;6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;18;24;21;40;15;57;12;22;46;7;9;35;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;18;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31;51;274
52;274;6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;18;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;50;4;16;51;20;11;33;31
6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;18;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31;52;274
52;274;6;58;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;18;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;58;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31;52;270
52;270;6;18;13;59;23;41;48;17;52;28;43;38;63;44;34;42;56;36;47;61;26;27;37;64;45;1;58;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;41;48;17;52;28;43;64;63;44;34;42;56;36;47;61;26;27;37;38;45;1;58;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31;52;270
52;270;6;18;13;59;23;41;48;17;52;28;43;64;63;44;34;42;56;36;47;61;26;27;37;38;45;1;58;24;21;40;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;56;36;47;61;26;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31;52;286
52;286;6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;56;36;47;61;26;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;5;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;56;36;47;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;26;3;49;39;4;50;16;51;20;11;33;31;52;286
52;286;6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;56;36;47;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;54;19;25;29;55;32;26;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;56;36;47;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;55;19;25;29;54;32;26;3;49;39;4;50;16;51;20;11;33;31;52;286
52;286;6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;56;36;47;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;55;19;25;29;54;32;26;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;26;36;47;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;55;19;25;29;54;32;56;3;49;39;4;50;16;51;20;11;33;31;52;274
52;274;6;18;13;59;23;40;48;17;52;28;43;64;63;44;34;42;26;36;47;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;55;19;25;29;54;32;56;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;28;47;64;63;44;34;42;26;36;43;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;55;19;25;29;54;32;56;3;49;39;4;50;16;51;20;11;33;31;52;274
52;274;6;18;13;59;23;40;48;17;52;28;47;64;63;44;34;42;26;36;43;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;53;30;8;60;2;62;14;10;55;19;25;29;54;32;56;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;28;47;64;63;44;34;42;26;36;43;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;20;11;33;31;52;268
52;268;6;18;13;59;23;40;48;17;52;28;47;64;63;44;34;42;26;36;43;61;5;27;37;38;45;1;58;24;21;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;45;47;64;63;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;21;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;20;11;33;31;52;260
52;260;6;18;13;59;23;40;48;17;52;45;47;64;63;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;21;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;20;11;33;31
6;18;13;59;23;40;48;17;52;45;47;64;63;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;21;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;11;20;33;31;52;260
52;260;6;18;13;59;23;40;48;17;52;45;47;64;63;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;21;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;11;20;33;31
6;18;13;59;23;40;48;17;52;45;47;64;63;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;33;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;11;20;21;31;52;260
52;260;6;18;13;59;23;40;48;17;52;45;47;64;63;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;33;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;53;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;13;59;23;40;48;17;52;45;47;64;53;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;33;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;260
52;260;6;18;13;59;23;40;48;17;52;45;47;64;53;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;33;41;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;13;59;23;40;48;17;52;45;47;64;41;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;33;53;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;256
52;256;6;18;13;59;23;40;48;17;52;45;47;64;41;44;34;42;26;36;43;61;5;27;37;38;28;1;58;24;33;53;15;57;35;22;46;7;9;12;54;30;8;60;2;62;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;13;59;23;40;48;17;52;45;47;64;41;44;34;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;15;57;35;22;46;7;9;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;240
52;240;6;18;13;59;23;40;48;17;52;45;47;64;41;44;34;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;15;57;35;22;46;7;9;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;13;59;23;40;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;15;34;35;22;46;7;9;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;236
52;236;6;18;13;59;23;40;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;15;34;35;22;46;7;9;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;13;59;23;40;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;9;34;35;22;46;7;15;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;248
52;248;6;18;13;59;23;40;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;9;34;35;22;46;7;15;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;9;34;35;22;46;7;15;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;228
52;228;6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;37;38;28;1;62;24;33;53;9;34;35;22;46;7;15;12;54;30;8;60;2;58;14;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;14;38;28;1;62;24;33;53;9;34;35;22;46;7;15;12;54;30;8;60;2;58;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;228
52;228;6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;5;27;14;38;28;1;62;24;33;53;9;34;35;22;46;7;15;12;54;30;8;60;2;58;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;2;58;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31;52;226
53;226;6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;2;58;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;11;20;21;31
6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;58;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;2;20;21;31;53;226
53;226;6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;42;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;58;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;2;20;21;31
6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;2;20;21;31;53;218
53;218;6;18;40;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;3;49;39;4;50;16;51;2;20;21;31
6;18;16;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;3;49;39;4;50;40;51;2;20;21;31;53;222
53;222;6;18;16;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;3;49;39;4;50;40;51;2;20;21;31
6;18;16;59;23;13;48;17;52;45;47;64;41;8;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;44;60;11;42;37;10;55;19;25;29;63;32;56;3;49;39;4;50;40;51;2;20;21;31;53;250
53;222;6;18;16;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;3;49;39;4;50;40;51;2;20;21;31
6;18;16;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31;53;222
53;222;6;18;16;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;53;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31
6;18;53;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31;53;220
53;220;6;18;53;59;23;13;48;17;52;45;47;64;41;44;57;58;26;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31
6;18;53;59;23;13;58;17;52;45;47;64;41;44;57;48;26;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31;53;220
53;220;6;18;53;59;23;13;58;17;52;45;47;64;41;44;57;48;26;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31
6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31;53;220
53;220;6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;5;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;2;20;21;31
6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;5;20;21;31;53;220
53;220;6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;62;24;33;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;5;20;21;31
6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;5;20;21;31;53;236
53;236;6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;5;20;21;31
6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;33;24;62;16;9;34;35;10;2;7;15;12;54;30;8;60;11;42;37;22;55;19;25;29;63;32;56;40;49;39;4;50;3;51;5;20;21;31;53;264
53;236;6;18;53;59;23;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;63;32;56;40;49;39;4;50;3;51;5;20;21;31
6;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;5;20;21;31;53;236
53;236;6;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;38;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;30;8;60;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;5;20;21;31
6;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;30;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;38;8;60;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;5;20;21;31;53;236
53;236;6;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;30;28;1;33;24;62;16;9;34;35;22;2;7;15;12;54;38;8;60;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;5;20;21;31
6;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;30;28;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;5;20;21;31;53;236
53;236;6;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;30;28;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;5;20;21;31
5;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;30;28;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;6;20;21;31;53;236
53;236;5;18;53;59;63;13;58;26;52;45;47;64;41;44;57;48;17;36;43;61;46;27;14;30;28;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;6;20;21;31
5;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;17;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;6;20;21;31;53;236
53;236;5;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;17;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;50;3;51;6;20;21;31
50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;17;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;3;51;6;20;21;31;53;236
53;236;50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;17;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;3;51;6;20;21;31
50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;3;51;17;20;21;31;53;232
53;232;50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;24;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;3;51;17;20;21;31
50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;3;24;17;20;21;31;53;232
53;232;50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;3;24;17;20;21;31
50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;31;24;17;20;21;3;53;232
54;232;50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;54;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;4;5;31;24;17;20;21;3
50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;54;5;31;24;17;20;21;3;54;232
54;232;50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;54;5;31;24;17;20;21;3
50;18;53;59;63;13;58;28;52;45;47;64;26;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;54;5;31;24;17;20;21;3;54;236
54;232;50;18;53;59;63;13;58;26;52;45;47;64;28;44;57;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;7;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;54;5;31;24;17;20;21;3
50;18;53;59;63;13;58;26;52;45;47;64;28;44;7;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;57;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;54;5;31;24;17;20;21;3;54;238
54;238;50;18;53;59;63;13;58;26;52;45;47;64;28;44;7;48;6;36;43;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;57;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;56;40;49;39;54;5;31;24;17;20;21;3
50;18;53;59;63;13;58;26;52;45;47;64;28;44;7;48;6;36;56;61;46;27;14;30;41;1;33;60;62;16;9;34;35;22;2;57;15;12;4;38;8;51;11;42;37;10;55;19;25;29;23;32;43;40;49;39;54;5;31;24;17;20;21;3;54;262
