"X1";"X290";"X17";"X56";"X22";"X16";"X49";"X48";"X57";"X6";"X43";"X19";"X63";"X64";"X54";"X41";"X9";"X11";"X52";"X12";"X55";"X53";"X60";"X46";"X62";"X36";"X47";"X21";"X4";"X14";"X51";"X27";"X32";"X29";"X44";"X38";"X13";"X33";"X18";"X34";"X20";"X31";"X2";"X1.1";"X5";"X39";"X7";"X24";"X8";"X25";"X10";"X40";"X59";"X50";"X23";"X45";"X35";"X15";"X28";"X30";"X58";"X37";"X26";"X61";"X42";"X3"
33;248;52;9;16;25;21;63;33;48;43;18;36;6;42;8;4;45;51;40;38;55;34;24;64;29;26;30;44;28;2;54;3;60;50;47;12;56;7;15;39;37;13;57;5;20;49;23;10;11;14;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27
52;9;16;25;21;63;33;48;43;18;36;6;42;8;4;45;51;40;38;55;34;24;64;29;26;14;44;28;2;54;3;60;50;47;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27;33;248
33;248;52;9;16;25;21;63;33;48;43;18;36;6;42;8;4;45;51;40;38;55;34;24;64;29;26;14;44;28;2;54;3;60;50;47;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27
52;9;16;25;21;63;33;4;43;18;36;6;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;54;3;60;50;47;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27;33;250
33;250;52;9;16;25;21;63;33;4;43;18;36;6;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;54;3;60;50;47;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27
52;9;16;25;21;63;33;4;43;18;36;6;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27;33;246
33;246;52;9;16;25;21;63;33;4;43;18;36;6;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27
52;9;16;25;21;63;33;4;43;18;6;36;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27;33;250
33;250;52;9;16;25;21;63;33;4;43;18;6;36;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;31;22;58;53;27
52;9;16;25;21;63;33;4;43;18;6;36;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;53;22;58;31;27;33;250
33;250;52;9;16;25;21;63;33;4;43;18;6;36;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;61;17;62;32;53;22;58;31;27
52;9;16;25;21;63;33;4;43;18;6;61;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;36;17;62;32;53;22;58;31;27;33;250
33;250;52;9;16;25;21;63;33;4;43;18;6;61;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;28;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;36;17;62;32;53;22;58;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;61;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;36;17;62;32;53;22;58;31;27;33;250
33;250;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;45;51;40;38;55;34;24;64;29;26;14;44;61;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;46;36;17;62;32;53;22;58;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;64;29;26;14;44;61;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;45;36;17;62;32;53;22;58;31;27;33;250
33;250;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;64;29;26;14;44;61;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;45;36;17;62;32;53;22;58;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;64;61;26;14;44;29;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;45;36;17;62;32;53;22;58;31;27;33;254
33;254;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;64;61;26;14;44;29;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;41;45;36;17;62;32;53;22;58;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;41;61;26;14;44;29;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;64;45;36;17;62;32;53;22;58;31;27;33;254
33;254;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;41;61;26;14;44;29;2;47;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;64;45;36;17;62;32;53;22;58;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;41;61;26;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;64;45;36;17;62;32;53;22;47;31;27;33;258
33;258;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;41;61;26;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;64;45;36;17;62;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;41;61;62;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;64;45;36;17;26;32;53;22;47;31;27;33;258
33;258;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;40;38;55;34;24;41;61;62;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;11;30;35;59;1;19;64;45;36;17;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;55;34;24;41;61;62;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;1;19;64;45;36;17;26;32;53;22;47;31;27;33;258
33;258;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;55;34;24;41;61;62;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;1;19;64;45;36;17;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;55;34;24;41;61;62;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;36;19;64;45;1;17;26;32;53;22;47;31;27;33;258
33;258;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;55;34;24;41;61;62;14;44;29;2;58;3;60;50;54;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;36;19;64;45;1;17;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;54;34;24;41;61;62;14;44;29;2;58;3;60;50;55;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;36;19;64;45;1;17;26;32;53;22;47;31;27;33;254
34;254;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;54;34;24;41;61;62;14;44;29;2;58;3;60;50;55;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;36;19;64;45;1;17;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;54;34;24;41;61;62;14;44;29;2;58;3;60;17;55;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27;34;254
34;254;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;51;11;38;54;34;24;41;61;62;14;44;29;2;58;3;60;17;55;12;56;7;15;39;37;13;57;5;20;49;23;10;40;30;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;24;41;61;62;14;44;29;2;58;3;60;17;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;30;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27;34;262
34;262;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;24;41;61;62;14;44;29;2;58;3;60;17;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;30;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;30;41;61;62;14;44;29;2;58;3;60;17;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27;34;266
34;266;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;30;41;61;62;14;44;29;2;58;3;60;17;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;60;41;61;62;14;44;29;2;58;3;30;17;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27;34;262
34;262;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;60;41;61;62;14;44;29;2;58;3;30;17;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;47;31;27
52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;60;41;61;62;14;44;29;2;58;3;30;47;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27;34;260
34;260;52;9;16;25;21;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;60;41;61;62;14;44;29;2;58;3;30;47;55;12;56;7;15;39;37;13;57;5;20;51;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27
52;9;16;25;51;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;60;41;61;62;14;44;29;2;58;3;30;47;55;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27;34;260
34;260;52;9;16;25;51;63;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;60;41;61;62;14;44;29;2;58;3;30;47;55;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27
52;9;16;25;51;60;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;63;41;61;62;14;44;29;2;58;3;30;47;55;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27;34;256
34;256;52;9;16;25;51;60;33;4;43;18;6;28;42;8;48;46;49;11;38;54;34;63;41;61;62;14;44;29;2;58;3;30;47;55;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27
52;9;16;25;51;60;33;4;43;18;6;28;42;8;55;46;49;11;38;54;34;63;41;61;62;14;44;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27;34;250
34;250;52;9;16;25;51;60;33;4;43;18;6;28;42;8;55;46;49;11;38;54;34;63;41;61;62;14;44;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27
52;9;16;44;51;60;33;4;43;18;6;28;42;8;55;46;49;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27;34;266
34;266;52;9;16;44;51;60;33;4;43;18;6;28;42;8;55;46;49;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;45;1;50;26;32;53;22;17;31;27
52;9;16;44;51;45;33;4;43;18;6;28;42;8;55;46;49;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;60;1;50;26;32;53;22;17;31;27;34;270
34;270;52;9;16;44;51;45;33;4;43;18;6;28;42;8;55;46;49;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;64;60;1;50;26;32;53;22;17;31;27
52;9;16;44;51;45;33;4;43;18;6;28;42;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27;34;270
34;270;52;9;16;44;51;45;33;4;43;18;6;28;42;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;56;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27
52;9;56;44;51;45;33;4;43;18;6;28;42;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27;34;268
34;268;52;9;56;44;51;45;33;4;43;18;6;28;42;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;3;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;10;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27
52;9;56;44;51;45;33;4;43;18;6;28;42;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;3;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27;34;268
34;268;52;9;56;44;51;45;33;4;43;18;6;28;42;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;3;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27
52;9;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27;34;268
34;268;52;9;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;34;63;41;61;62;14;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27
52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;41;61;62;14;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27;34;268
34;268;52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;41;61;62;14;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;59;36;19;49;60;1;50;26;32;53;22;17;31;27
52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;41;61;62;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;60;1;50;26;32;53;22;17;31;27;34;268
34;268;52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;41;61;62;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;60;1;50;26;32;53;22;17;31;27
52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;41;61;62;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;53;22;60;31;27;34;268
34;268;52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;41;61;62;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;53;22;60;31;27
52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;62;61;41;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;53;22;60;31;27;34;268
34;268;52;34;56;44;51;45;33;4;43;18;6;28;3;8;55;46;64;11;38;54;9;63;62;61;41;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;53;22;60;31;27
52;34;56;44;51;45;33;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;53;22;60;31;27;34;272
34;272;52;34;56;44;51;45;33;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;12;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;53;22;60;31;27
52;34;56;44;51;45;33;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;53;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;34;272
35;272;52;34;56;44;51;45;33;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;53;16;7;15;39;37;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;44;51;45;33;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;270
35;270;52;34;56;44;51;45;33;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;33;51;45;44;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;266
35;266;52;34;56;33;51;45;44;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;40;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;51;45;44;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;266
35;266;52;34;56;40;51;45;44;4;43;18;54;28;3;8;55;46;64;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;64;45;44;4;43;18;54;28;3;8;55;46;51;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;262
35;262;52;34;56;40;64;45;44;4;43;18;54;28;3;8;55;46;51;11;38;6;9;63;62;61;41;59;25;29;2;58;10;30;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;64;45;44;4;43;18;54;28;3;8;55;46;30;11;38;6;9;63;62;61;41;59;25;29;2;58;10;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;272
35;272;52;34;56;40;64;45;44;4;43;18;54;28;3;8;55;46;30;11;38;6;9;63;62;61;41;59;25;29;2;58;10;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;64;45;44;4;43;18;54;28;30;8;55;46;3;11;38;6;9;63;62;61;41;59;25;29;2;58;10;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;264
35;264;52;34;56;40;64;45;44;4;43;18;54;28;30;8;55;46;3;11;38;6;9;63;62;61;41;59;25;29;2;58;10;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;64;45;44;4;43;18;54;28;30;8;55;46;3;11;38;6;9;63;59;61;41;62;25;29;2;58;10;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;264
35;264;52;34;56;40;64;45;44;4;43;18;54;28;30;8;55;46;3;11;38;6;9;63;59;61;41;62;25;29;2;58;10;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;11;38;6;9;63;59;61;41;62;25;29;2;58;4;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27;35;284
35;284;52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;11;38;6;9;63;59;61;41;62;25;29;2;58;4;51;47;48;37;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;22;60;31;27
52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;11;38;6;9;63;59;61;41;62;25;29;2;58;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;37;60;31;27;35;290
35;290;52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;11;38;6;9;63;59;61;41;62;25;29;2;58;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;37;60;31;27
52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;58;38;6;9;63;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;37;60;31;27;35;294
35;294;52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;58;38;6;9;63;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;19;49;17;1;50;26;32;12;37;60;31;27
52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;58;38;6;9;19;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;63;49;17;1;50;26;32;12;37;60;31;27;35;292
35;292;52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;58;38;6;9;19;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;35;14;36;63;49;17;1;50;26;32;12;37;60;31;27
52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;58;38;6;9;19;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;14;36;63;49;35;1;50;26;32;12;37;60;31;27;35;292
35;292;52;34;56;40;64;45;44;10;43;18;54;28;30;8;55;46;3;58;38;6;9;19;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;14;36;63;49;35;1;50;26;32;12;37;60;31;27
52;34;56;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;9;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;14;36;63;49;35;1;50;26;32;12;37;60;31;27;35;288
35;288;52;34;56;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;9;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;14;36;63;49;35;1;50;26;32;12;37;60;31;27
52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;9;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;56;36;63;49;35;1;50;26;32;12;37;60;31;27;35;284
35;284;52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;9;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;56;36;63;49;35;1;50;26;32;12;37;60;31;27
52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;1;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;56;36;63;49;35;9;50;26;32;12;37;60;31;27;35;284
35;284;52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;1;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;13;57;5;20;21;23;42;33;24;17;56;36;63;49;35;9;50;26;32;12;37;60;31;27
52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;1;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;20;57;5;13;21;23;42;33;24;17;56;36;63;49;35;9;50;26;32;12;37;60;31;27;35;288
35;288;52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;6;1;55;59;61;41;62;25;29;2;11;4;51;47;48;22;16;7;15;39;53;20;57;5;13;21;23;42;33;24;17;56;36;63;49;35;9;50;26;32;12;37;60;31;27
52;34;14;40;64;45;44;10;43;18;54;28;30;8;19;46;3;58;38;48;1;55;59;61;41;62;25;29;2;11;4;51;47;6;22;16;7;15;39;53;20;57;5;13;21;23;42;33;24;17;56;36;63;49;35;9;50;26;32;12;37;60;31;27;35;294
