"X1";"X5834049";"X2";"X12";"X14";"X4";"X23";"X19";"X11";"X21";"X18";"X17";"X10";"X20";"X15";"X9";"X7";"X26";"X3";"X25";"X1.1";"X24";"X8";"X22";"X13";"X16";"X5";"X6"
15;10;11;7;8;13;17;24;23;16;1;5;9;21;2;18;14;20;19;25;3;26;4;22;6;12;151;5537475
151;5468575;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;20;19;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;14;2;18;21;20;19;25;16;26;4;22;6;12;151;5532913
151;5468575;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;20;19;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;151;5468355
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;25;3;1;5;9;21;2;18;14;19;20;23;16;26;4;22;6;12;151;5482154
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;21;11;7;8;13;17;24;23;3;1;5;9;10;2;18;14;19;20;25;16;26;4;22;6;12;151;5497611
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;1;23;3;24;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;151;5533027
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;26;16;4;22;6;12;151;5471176
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
24;10;11;7;8;13;17;15;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;151;5483319
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;4;3;1;5;9;21;2;18;14;19;20;25;16;26;23;22;6;12;151;5488918
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;19;14;20;25;16;26;4;22;6;12;151;5474667
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;4;5;9;21;2;18;14;19;20;25;16;26;1;22;6;12;151;5538914
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
13;10;11;7;8;15;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;151;5530097
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;19;23;3;1;5;9;21;2;18;14;24;20;25;16;26;4;22;6;12;151;5490117
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;22;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;13;6;12;151;5496944
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;25;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;7;16;26;4;22;6;12;151;5479607
151;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;16;19;20;25;14;26;4;22;6;12;151;5741679
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;3;8;13;17;24;23;7;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5522413
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
1;10;11;7;8;13;17;24;23;3;15;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5479996
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;22;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;10;6;12;152;5475663
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;20;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;10;25;16;26;4;22;6;12;152;5556817
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;19;21;2;18;14;9;20;25;16;26;4;22;6;12;152;5473410
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;6;21;2;18;14;19;20;25;16;26;4;22;9;12;152;5582129
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;6;26;4;22;16;12;152;5488170
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;20;24;23;3;1;5;9;21;2;18;14;19;17;25;16;26;4;22;6;12;152;5528810
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;12;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;11;152;5519202
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;22;9;21;2;18;14;19;20;25;16;26;4;5;6;12;152;5713571
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
24;10;11;7;8;13;17;15;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5483319
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;6;4;22;26;12;152;5483210
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;17;7;8;13;11;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5473561
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;5;17;24;23;3;1;13;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5771944
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;23;3;6;5;9;21;2;18;14;19;20;25;16;26;4;22;1;12;152;5549001
152;5468355;15;10;11;7;8;13;17;24;23;3;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;24;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5468415
152;5468415;15;10;11;7;8;13;17;24;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;13;11;7;8;10;17;24;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12;152;5500522
152;5468415;15;10;11;7;8;13;17;24;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
6;10;11;7;8;13;17;24;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;15;12;152;5504237
152;5468415;15;10;11;7;8;13;17;24;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;6;12
15;10;11;7;8;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12;152;5466990
152;5466990;15;10;11;7;8;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12
15;13;11;7;8;10;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12;152;5499268
153;5466990;15;10;11;7;8;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12
15;10;11;7;8;2;17;6;3;23;1;5;9;21;13;18;14;19;20;25;16;26;4;22;24;12;153;5489521
153;5466990;15;10;11;7;8;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12
15;10;11;7;22;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;8;24;12;153;5474513
153;5466990;15;10;11;7;8;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12
15;10;11;7;8;13;17;6;3;23;1;5;12;21;2;18;14;19;20;25;16;26;4;22;24;9;153;5571751
153;5466990;15;10;11;7;8;13;17;6;3;23;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;12
15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23;153;5463731
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;12;1;5;9;21;14;18;2;19;20;25;16;26;4;22;24;23;153;5643682
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;12;1;5;19;21;2;18;14;9;20;25;16;26;4;22;24;23;153;5467116
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;21;3;12;1;5;9;6;2;18;14;19;20;25;16;26;4;22;24;23;153;5484407
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;12;1;25;9;21;2;18;14;19;20;5;16;26;4;22;24;23;153;5677255
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;12;1;22;9;21;2;18;14;19;20;25;16;26;4;5;24;23;153;5708947
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
14;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;15;19;20;25;16;26;4;22;24;23;153;5641123
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;24;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;8;23;153;5535449
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;25;20;19;16;26;4;22;24;23;153;5550107
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;20;19;14;25;16;26;4;22;24;23;153;5470193
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
1;10;11;7;8;13;17;6;3;12;15;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23;153;5475372
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;4;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;7;22;24;23;153;5469610
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
14;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;15;19;20;25;16;26;4;22;24;23;153;5641123
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;1;17;6;3;12;13;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23;153;5540980
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;8;7;11;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23;153;5466667
153;5463731;15;10;11;7;8;13;17;6;3;12;1;5;9;21;2;18;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23;153;5461460
153;5461460;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23
15;10;23;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;11;153;5480861
154;5461460;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;22;14;19;20;25;16;26;4;12;24;23;154;5516316
154;5461460;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23
22;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;15;24;23;154;5475338
154;5461460;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;21;18;1;5;9;3;2;12;14;19;20;25;16;26;4;22;24;23;154;5513509
154;5461460;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23
15;10;11;16;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;7;26;4;22;24;23;154;5491398
154;5461460;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;25;16;26;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23;154;5461294
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;23;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;3;154;5468214
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;5;9;21;20;12;14;19;2;26;16;25;4;22;24;23;154;5504181
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;22;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;8;24;23;154;5468817
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;13;8;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23;154;5530137
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;18;8;13;17;6;3;7;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23;154;5581455
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;5;9;21;19;12;14;2;20;26;16;25;4;22;24;23;154;5499043
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;19;13;17;6;3;18;1;5;9;21;2;12;14;8;20;26;16;25;4;22;24;23;154;5506014
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;20;13;17;6;3;18;1;5;9;21;2;12;14;19;8;26;16;25;4;22;24;23;154;5560113
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;4;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;10;22;24;23;154;5507374
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;9;17;6;3;18;1;5;13;21;2;12;14;19;20;26;16;25;4;22;24;23;154;5565243
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;23;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;7;154;5476804
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;2;5;9;21;1;12;14;19;20;26;16;25;4;22;24;23;154;5499665
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;26;17;6;3;18;1;5;9;21;2;12;14;19;20;13;16;25;4;22;24;23;154;5507881
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;21;9;5;2;12;14;19;20;26;16;25;4;22;24;23;154;5549422
154;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;9;5;21;2;12;14;19;20;26;16;25;4;22;24;23;154;5463739
155;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;13;8;7;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23;155;5489787
155;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;6;7;8;13;17;11;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23;155;5470651
155;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;16;1;5;9;21;2;12;14;19;20;26;18;25;4;22;24;23;155;5636997
155;5461294;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;12;14;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;14;12;19;20;26;16;25;4;22;24;23;155;5458655
155;5458655;15;10;11;7;8;13;17;6;3;18;1;5;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23;155;5465095
155;5465095;15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;5;8;13;17;6;3;18;7;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23;155;5654579
155;5465095;15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;7;8;24;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;13;23;155;5466726
155;5465095;15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;18;3;6;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23;155;5473355
155;5465095;15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;3;8;13;17;6;7;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23;155;5520183
155;5465095;15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;7;26;13;17;6;3;18;5;1;9;21;2;14;12;19;20;8;16;25;4;22;24;23;155;5483227
155;5465095;15;10;11;7;8;13;17;6;3;18;5;1;9;21;2;14;12;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23;155;5464194
155;5464194;15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23;155;5463729
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;23;26;16;25;4;22;24;20;155;5531966
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;19;1;9;21;8;14;18;5;20;26;16;25;4;22;24;23;155;5526810
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;6;13;17;2;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23;155;5468002
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;26;3;12;5;1;9;21;8;14;18;19;20;6;16;25;4;22;24;23;155;5480403
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;5;1;9;4;8;14;18;19;20;26;16;25;21;22;24;23;155;5503163
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;5;6;3;12;17;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23;155;5757366
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;5;20;9;21;8;14;18;19;1;26;16;25;4;22;24;23;155;5480870
155;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;1;12;5;3;9;21;8;14;18;19;20;26;16;25;4;22;24;23;155;5546347
156;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
2;10;11;7;15;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23;156;5501828
156;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;4;5;1;9;21;8;14;18;19;20;26;16;25;12;22;24;23;156;5535087
156;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;23;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;3;156;5470753
156;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;5;1;14;21;8;9;18;19;20;26;16;25;4;22;24;23;156;5567263
156;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;2;13;17;6;3;12;5;1;9;8;21;14;18;19;20;26;16;25;4;22;24;23;156;5479992
156;5463729;15;10;11;7;2;13;17;6;3;12;5;1;9;21;8;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23;156;5464194
156;5464194;15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23
23;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;15;156;5505516
156;5464194;15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;20;6;3;12;5;1;9;21;2;14;18;19;17;26;16;25;4;22;24;23;156;5516020
156;5464194;15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;12;5;1;9;21;20;14;18;19;2;26;16;25;4;22;24;23;156;5508836
156;5464194;15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;26;12;5;1;9;21;2;14;18;19;20;3;16;25;4;22;24;23;156;5529923
156;5464194;15;10;11;7;8;13;17;6;3;12;5;1;9;21;2;14;18;19;20;26;16;25;4;22;24;23
15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23;156;5466367
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;23;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;11;156;5483883
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;13;17;4;3;12;5;1;9;21;6;14;18;19;20;26;16;25;2;22;24;23;156;5491128
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;13;8;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23;156;5537258
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;1;17;6;3;12;5;13;9;21;4;14;18;19;20;26;16;25;2;22;24;23;156;5532203
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;1;7;8;13;17;6;3;12;5;11;9;21;4;14;18;19;20;26;16;25;2;22;24;23;156;5485697
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;13;17;6;1;12;5;3;9;21;4;14;18;19;20;26;16;25;2;22;24;23;156;5547004
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;13;17;6;20;12;5;1;9;21;4;14;18;19;3;26;16;25;2;22;24;23;156;5494279
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
10;15;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23;156;5467496
156;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;13;17;6;3;12;5;1;9;21;23;14;18;19;20;26;16;25;2;22;24;4;156;5501124
157;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;13;25;6;3;12;5;1;9;21;4;14;18;19;20;26;16;17;2;22;24;23;157;5466816
157;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;1;11;7;8;13;17;6;3;12;5;10;9;21;4;14;18;19;20;26;16;25;2;22;24;23;157;5496872
157;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;1;13;17;6;3;12;5;8;9;21;4;14;18;19;20;26;16;25;2;22;24;23;157;5487495
157;5466367;15;10;11;7;8;13;17;6;3;12;5;1;9;21;4;14;18;19;20;26;16;25;2;22;24;23
15;10;11;7;8;13;17;6;3;12;5;22;9;21;4;14;18;19;20;26;16;25;2;1;24;23;157;5537610
