"X1";"X288";"X31";"X12";"X61";"X4";"X54";"X16";"X39";"X36";"X7";"X10";"X21";"X48";"X15";"X63";"X60";"X37";"X47";"X26";"X27";"X50";"X18";"X32";"X44";"X62";"X5";"X6";"X9";"X34";"X43";"X25";"X56";"X13";"X51";"X19";"X24";"X57";"X49";"X52";"X46";"X41";"X20";"X17";"X40";"X58";"X23";"X53";"X33";"X1.1";"X35";"X64";"X42";"X45";"X55";"X22";"X2";"X38";"X28";"X11";"X8";"X3";"X59";"X29";"X14";"X30"
23;3;37;12;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;57;51;50;40;34;64;55;29;6;26;16;13;49;15;47;10;44;30;2;19;52;58;41;33;14;46;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;29;288
29;288;23;3;37;12;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;57;51;50;40;34;64;55;29;6;26;16;13;49;15;47;10;44;30;2;19;52;58;41;33;14;46;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
23;3;37;12;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;57;51;50;40;34;64;55;29;6;26;49;13;16;15;47;10;44;30;2;19;52;58;41;33;14;46;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;29;288
29;288;23;3;37;12;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;57;51;50;40;34;64;55;29;6;26;49;13;16;15;47;10;44;30;2;19;52;58;41;33;14;46;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
23;3;37;57;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;12;51;50;40;34;64;55;29;6;26;49;13;16;15;47;10;44;30;2;19;52;58;41;33;14;46;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;29;296
29;296;23;3;37;57;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;12;51;50;40;34;64;55;29;6;26;49;13;16;15;47;10;44;30;2;19;52;58;41;33;14;46;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
23;3;37;57;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;12;51;50;40;34;64;55;29;6;26;49;13;16;46;47;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;29;292
30;292;23;3;37;57;54;63;9;62;28;48;36;1;32;21;61;5;27;35;8;11;56;42;39;12;51;50;40;34;64;55;29;6;26;49;13;16;46;47;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
23;3;37;57;54;63;9;62;28;48;21;1;32;36;61;5;27;35;8;11;56;42;39;12;51;50;40;34;64;55;29;6;26;49;13;16;46;47;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;30;292
30;292;23;3;37;57;54;63;9;62;28;48;21;1;32;36;61;5;27;35;8;11;56;42;39;12;51;50;40;34;64;55;29;6;26;49;13;16;46;47;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
23;3;37;57;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;47;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;30;292
30;292;23;3;37;57;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;47;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
47;3;37;57;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;23;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18;30;292
30;292;47;3;37;57;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;23;10;44;30;2;19;52;58;41;33;14;15;4;59;24;25;43;38;53;60;22;17;20;7;45;31;18
47;3;25;57;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;23;10;44;30;2;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;22;17;20;7;45;31;18;30;296
30;296;47;3;25;57;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;23;10;44;30;2;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;22;17;20;7;45;31;18
47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;23;10;44;30;2;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;57;17;20;7;45;31;18;30;300
30;300;47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;40;34;64;55;29;6;26;49;13;16;46;23;10;44;30;2;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;57;17;20;7;45;31;18
47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;2;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;57;17;20;7;45;31;18;30;296
30;296;47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;51;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;2;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;57;17;20;7;45;31;18
47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;2;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;57;17;20;7;45;31;18;30;296
30;296;47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;2;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;37;43;38;53;60;57;17;20;7;45;31;18
47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;43;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;37;2;38;53;60;57;17;20;7;45;31;18;30;296
30;296;47;3;25;22;54;63;9;62;28;48;21;1;39;36;61;5;27;35;8;11;56;42;32;12;43;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;37;2;38;53;60;57;17;20;7;45;31;18
47;3;25;22;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;37;2;38;53;60;57;17;20;7;45;31;18;30;296
30;296;47;3;25;22;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;37;2;38;53;60;57;17;20;7;45;31;18
47;3;25;22;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;60;57;17;20;7;45;37;18;30;296
30;296;47;3;25;22;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;6;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;60;57;17;20;7;45;37;18
47;3;25;6;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;22;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;60;57;17;20;7;45;37;18;30;298
30;298;47;3;25;6;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;22;26;49;13;16;46;23;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;60;57;17;20;7;45;37;18
47;3;25;6;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;22;26;49;13;16;46;60;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;23;57;17;20;7;45;37;18;30;298
30;298;47;3;25;6;54;63;9;62;28;32;21;1;39;36;61;5;27;35;8;11;56;42;48;12;43;50;10;34;64;55;29;22;26;49;13;16;46;60;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;23;57;17;20;7;45;37;18
47;3;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;21;42;48;12;43;50;10;34;64;55;29;22;26;49;13;16;46;60;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;23;57;17;20;7;45;37;18;30;282
30;282;47;3;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;21;42;48;12;43;50;10;34;64;55;29;22;26;49;13;16;46;60;40;44;30;51;19;52;58;41;33;14;15;4;59;24;31;2;38;53;23;57;17;20;7;45;37;18
47;3;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;21;42;48;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;58;41;33;14;49;4;59;24;31;2;38;53;23;57;17;20;7;45;37;18;30;282
30;282;47;3;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;21;42;48;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;58;41;33;14;49;4;59;24;31;2;38;53;23;57;17;20;7;45;37;18
47;3;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;21;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;58;41;33;14;49;4;59;24;31;2;38;53;23;57;17;20;48;45;37;18;30;282
30;282;47;3;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;21;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;58;41;33;14;49;4;59;24;31;2;38;53;23;57;17;20;48;45;37;18
47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;58;41;33;14;49;4;59;24;31;2;38;53;23;57;17;20;48;45;37;18;30;282
30;282;47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;58;41;33;14;49;4;59;24;31;2;38;53;23;57;17;20;48;45;37;18
47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;20;41;33;14;49;4;59;24;31;2;38;53;23;57;17;58;48;45;37;18;30;282
30;282;47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;20;41;33;14;49;4;59;24;31;2;38;53;23;57;17;58;48;45;37;18
47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;20;17;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18;30;286
30;286;47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;55;29;22;26;15;13;16;46;60;40;44;30;51;19;52;20;17;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18
47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;17;29;22;26;15;13;16;46;60;40;44;30;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18;30;254
30;254;47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;17;29;22;26;15;13;16;46;60;40;44;30;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18
47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;17;29;22;26;15;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18;30;254
31;254;47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;11;3;42;7;12;43;50;10;34;64;17;29;22;26;15;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18
47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;50;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18;31;252
31;252;47;21;25;6;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;50;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;18
47;21;25;18;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;50;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;6;31;256
31;256;47;21;25;18;54;63;9;62;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;50;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;57;41;58;48;45;37;6
47;21;25;18;54;63;9;57;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;50;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;62;41;58;48;45;37;6;31;268
31;268;47;21;25;18;54;63;9;57;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;50;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;49;4;59;24;31;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;54;63;9;57;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;50;4;59;24;31;2;38;53;23;62;41;58;48;45;37;6;31;268
31;268;47;21;25;18;54;63;9;57;28;32;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;50;4;59;24;31;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;54;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;32;4;59;24;31;2;38;53;23;62;41;58;48;45;37;6;31;272
31;272;47;21;25;18;54;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;10;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;32;4;59;24;31;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;54;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;32;4;10;24;31;2;38;53;23;62;41;58;48;45;37;6;31;272
31;272;47;21;25;18;54;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;19;52;20;55;33;14;32;4;10;24;31;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;19;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;54;52;20;55;33;14;32;4;10;24;31;2;38;53;23;62;41;58;48;45;37;6;31;272
31;272;47;21;25;18;19;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;46;30;40;44;60;51;54;52;20;55;33;14;32;4;10;24;31;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;19;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;24;46;2;38;53;23;62;41;58;48;45;37;6;31;264
31;264;47;21;25;18;19;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;24;46;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;19;63;9;57;28;50;24;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;56;46;2;38;53;23;62;41;58;48;45;37;6;31;272
31;264;47;21;25;18;19;63;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;24;46;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;63;46;2;38;53;23;62;41;58;48;45;37;6;31;268
31;268;47;21;25;18;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;15;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;63;46;2;38;53;23;62;41;58;48;45;37;6
47;21;25;18;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;256
31;256;47;21;25;18;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;42;7;12;43;49;59;34;64;17;29;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;18;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;264
31;264;47;21;25;18;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;14;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;18;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;272
31;272;47;21;25;14;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;20;55;33;18;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;272
31;272;47;21;25;14;19;24;9;57;28;50;56;1;39;36;61;5;27;35;8;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;5;27;35;61;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;266
31;266;47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;5;27;35;61;53;3;29;7;12;43;49;59;34;64;17;42;22;26;11;13;16;31;30;40;44;60;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;34;64;17;5;22;26;11;13;16;31;30;40;44;60;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;266
31;266;47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;34;64;17;5;22;26;11;13;16;31;30;40;44;60;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;26;11;13;16;31;30;40;44;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;270
31;270;47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;26;11;13;16;31;30;40;44;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;26;16;31;30;40;44;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;270
31;270;47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;26;16;31;30;40;44;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;31;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6;31;272
31;272;47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;31;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;41;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;48;45;37;6;31;284
32;284;47;21;25;14;19;24;9;57;28;50;56;1;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;48;45;37;6
47;21;25;14;19;24;9;57;28;50;56;48;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;1;45;37;6;32;284
32;284;47;21;25;14;19;24;9;57;28;50;56;48;39;36;8;42;27;35;61;53;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;1;45;37;6
47;21;25;14;53;24;9;57;28;50;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;1;45;37;6;32;286
32;286;47;21;25;14;53;24;9;57;28;50;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;1;45;37;6
47;21;25;14;53;24;50;57;28;9;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;1;45;37;6;32;302
32;302;47;21;25;14;53;24;50;57;28;9;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;32;4;10;63;46;2;38;15;23;62;31;58;1;45;37;6
47;21;25;14;53;24;50;57;28;9;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6;32;302
32;302;47;21;25;14;53;24;50;57;28;9;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;44;16;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6
47;21;25;14;53;44;50;57;28;9;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;24;16;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6;32;294
32;294;47;21;25;14;53;44;50;57;28;9;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;24;16;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6
47;21;25;14;53;44;50;57;28;16;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;24;9;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6;32;290
32;290;47;21;25;14;53;44;50;57;28;16;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;59;60;64;17;5;22;13;11;24;9;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6
47;21;25;14;53;44;50;57;28;16;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;13;60;64;17;5;22;59;11;24;9;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6;32;294
32;294;47;21;25;14;53;44;50;57;28;16;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;13;60;64;17;5;22;59;11;24;9;41;30;40;26;34;51;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6
47;21;25;14;53;44;50;51;28;16;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;13;60;64;17;5;22;59;11;24;9;41;30;40;26;34;57;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6;32;282
32;282;47;21;25;14;53;44;50;51;28;16;56;48;39;36;8;42;27;35;61;19;3;29;7;12;43;49;13;60;64;17;5;22;59;11;24;9;41;30;40;26;34;57;54;52;18;55;33;20;23;4;10;63;46;2;38;15;32;62;31;58;1;45;37;6
