"X1";"X294";"X50";"X62";"X49";"X55";"X20";"X32";"X53";"X41";"X1.1";"X48";"X54";"X57";"X40";"X27";"X63";"X51";"X2";"X34";"X23";"X43";"X33";"X19";"X26";"X29";"X61";"X22";"X44";"X58";"X64";"X14";"X30";"X16";"X18";"X31";"X56";"X21";"X37";"X10";"X6";"X17";"X15";"X28";"X60";"X11";"X8";"X46";"X5";"X24";"X13";"X42";"X47";"X45";"X35";"X39";"X25";"X59";"X12";"X7";"X52";"X9";"X4";"X3";"X36";"X38"
28;274;20;35;34;1;47;42;30;14;40;56;2;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;55;64;37;46;54;22;16;29;36;57;8;50;15;38;44;45;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;12;51;6;53;24
20;35;34;1;47;42;30;14;40;56;2;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;55;64;37;46;54;22;16;29;36;57;8;50;12;38;44;45;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24;28;286
28;286;20;35;34;1;47;42;30;14;40;56;2;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;55;64;37;46;54;22;16;29;36;57;8;50;12;38;44;45;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24
20;35;34;1;47;42;30;14;40;56;2;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;45;64;37;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24;28;278
28;278;20;35;34;1;47;42;30;14;40;56;2;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;45;64;37;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24
20;35;34;1;47;42;30;14;40;56;37;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;45;64;2;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24;28;294
28;294;20;35;34;1;47;42;30;14;40;56;37;11;39;28;52;61;18;48;26;62;27;3;5;4;9;59;45;64;2;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24
20;35;34;1;47;42;30;14;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24;28;294
28;294;20;35;34;1;47;42;30;14;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;19;60;31;23;7;21;15;51;6;53;24
20;35;34;1;47;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;14;60;31;23;7;21;15;51;6;53;24;28;294
29;294;20;35;34;1;47;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;57;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;14;60;31;23;7;21;15;51;6;53;24
20;57;34;1;47;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;35;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;14;60;31;23;7;21;15;51;6;53;24;29;294
29;294;20;57;34;1;47;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;35;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;14;60;31;23;7;21;15;51;6;53;24
20;60;34;1;47;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;35;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24;29;294
29;294;20;60;34;1;47;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;35;8;50;12;38;44;55;17;63;58;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24
20;60;34;1;58;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;35;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24;29;294
29;294;20;60;34;1;58;42;30;19;40;56;37;11;39;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;35;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24
20;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24;29;294
29;294;20;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;62;27;3;2;4;9;59;45;64;5;46;54;22;16;29;36;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24
20;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;62;27;3;2;4;9;59;45;54;5;46;64;22;16;29;36;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24;29;290
29;290;20;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;62;27;3;2;4;9;59;45;54;5;46;64;22;16;29;36;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;6;53;24
20;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;62;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24;29;288
29;288;20;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;62;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24
62;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24;29;292
29;292;62;60;34;1;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24
62;60;1;34;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24;29;292
29;292;62;60;1;34;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24
62;60;1;34;58;42;30;19;40;29;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;56;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24;29;304
29;292;62;60;1;34;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;23;7;21;15;51;36;53;24
62;60;1;34;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;53;7;21;15;51;36;23;24;29;292
29;292;62;60;1;34;58;42;30;19;40;56;37;11;35;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;10;14;57;31;53;7;21;15;51;36;23;24
62;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;35;14;57;31;53;7;21;15;51;36;23;24;29;292
29;292;62;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;26;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;35;14;57;31;53;7;21;15;51;36;23;24
62;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;35;14;57;31;53;7;21;15;51;36;26;24;29;292
29;292;62;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;50;12;38;44;55;17;63;47;41;33;13;49;25;32;43;35;14;57;31;53;7;21;15;51;36;26;24
62;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;57;12;38;44;55;17;63;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;26;24;29;292
29;292;62;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;57;12;38;44;55;17;63;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;26;24
63;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;26;24;29;292
29;292;63;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;9;59;45;54;5;46;64;22;16;29;6;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;26;24
63;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;26;59;45;54;5;46;64;22;16;29;6;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24;29;292
29;292;63;60;1;34;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;26;59;45;54;5;46;64;22;16;29;6;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;26;59;45;54;34;46;64;22;16;29;6;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24;29;296
29;296;63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;26;59;45;54;34;46;64;22;16;29;6;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;26;59;45;54;34;46;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24;29;298
29;298;63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;20;27;3;2;4;26;59;45;54;34;46;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;46;27;3;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24;29;288
29;288;63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;46;27;3;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;13;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24;29;290
29;290;63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;49;25;32;43;35;14;50;31;53;7;21;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;49;25;32;21;35;14;50;31;53;7;43;15;51;36;9;24;29;290
30;290;63;60;1;5;58;42;30;19;40;56;37;11;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;49;25;32;21;35;14;50;31;53;7;43;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;11;25;32;21;35;14;50;31;53;7;43;15;51;36;9;24;30;290
30;290;63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;34;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;11;25;32;21;35;14;50;31;53;7;43;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;34;25;32;21;35;14;50;31;53;7;43;15;51;36;9;24;30;290
30;290;63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;57;12;38;44;55;17;62;47;41;33;3;34;25;32;21;35;14;50;31;53;7;43;15;51;36;9;24
63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;57;36;38;44;55;17;62;47;41;33;3;34;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24;30;290
30;290;63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;57;36;38;44;55;17;62;47;41;33;3;34;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24
63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;34;36;38;44;55;17;62;47;41;33;3;57;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24;30;290
30;290;63;60;1;5;58;42;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;34;36;38;44;55;17;62;47;41;33;3;57;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24
63;60;1;5;58;33;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24;30;286
30;286;63;60;1;5;58;33;30;19;40;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;6;29;39;8;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24
63;60;1;5;58;33;30;19;6;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;40;29;39;8;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24;30;286
30;286;63;60;1;5;58;33;30;19;6;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;59;45;54;11;20;64;22;16;40;29;39;8;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;35;14;50;31;53;7;43;15;51;12;9;24
63;60;1;5;58;33;30;19;6;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;8;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;59;14;50;31;53;7;43;15;51;12;9;24;30;286
30;286;63;60;1;5;58;33;30;19;6;56;37;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;8;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;59;14;50;31;53;7;43;15;51;12;9;24
63;60;1;5;58;33;30;19;6;56;8;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;59;14;50;31;53;7;43;15;51;12;9;24;30;286
30;286;63;60;1;5;58;33;30;19;6;56;8;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;38;44;55;17;62;47;41;42;3;57;25;32;21;59;14;50;31;53;7;43;15;51;12;9;24
63;60;1;5;58;33;30;19;6;56;8;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;38;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;53;7;43;3;51;12;9;24;30;286
30;286;63;60;1;5;58;33;30;19;6;56;8;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;38;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;53;7;43;3;51;12;9;24
63;60;1;5;58;33;30;19;6;56;8;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;53;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24;30;286
30;286;63;60;1;5;58;33;30;19;6;56;8;49;10;28;52;61;18;48;23;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;53;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;53;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24;30;290
30;290;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;46;27;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;53;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;53;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24;30;292
30;292;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;34;36;53;44;55;17;62;47;41;42;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;42;36;53;44;55;17;62;47;41;34;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24;30;292
30;292;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;42;36;53;44;55;17;62;47;41;34;15;57;25;32;21;59;14;50;31;38;7;43;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;7;43;3;51;12;9;24;30;292
30;292;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;37;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;7;43;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;37;43;3;51;12;9;24;30;292
30;292;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;64;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;37;43;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;37;64;3;51;12;9;24;30;292
30;292;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;2;4;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;37;64;3;51;12;9;24
63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;4;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;37;64;3;51;12;9;2;30;292
30;292;63;60;1;23;58;33;30;19;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;4;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;50;31;38;37;64;3;51;12;9;2
63;60;1;23;58;33;30;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;4;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2;30;288
30;288;63;60;1;23;58;33;30;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;4;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2
63;60;1;23;58;33;4;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2;30;288
30;288;63;60;1;23;58;33;4;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;16;40;29;39;7;42;36;21;44;55;17;62;47;41;34;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2
63;60;1;23;58;33;4;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;34;40;29;39;7;42;36;21;44;55;17;62;47;41;16;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2;30;292
31;292;63;60;1;23;58;33;4;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;34;40;29;39;7;42;36;21;44;55;17;62;47;41;16;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2
63;60;1;23;58;33;4;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;16;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2;31;254
31;254;63;60;1;23;58;33;4;50;6;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;16;15;57;25;32;53;59;14;19;31;38;37;64;3;51;12;9;2
63;60;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;16;15;57;25;32;53;59;14;19;6;38;37;64;3;51;12;9;2;31;254
31;254;63;60;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;11;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;16;15;57;25;32;53;59;14;19;6;38;37;64;3;51;12;9;2
63;60;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;16;15;57;25;32;53;59;14;19;6;38;37;11;3;51;12;9;2;31;254
31;254;63;60;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;16;15;57;25;32;53;59;14;19;6;38;37;11;3;51;12;9;2
63;16;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;37;11;3;51;12;9;2;31;254
31;254;63;16;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;37;11;3;51;12;9;2
63;16;1;23;58;33;4;50;31;56;8;49;10;28;52;61;44;48;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;18;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;37;11;3;51;12;9;2;31;258
31;254;63;16;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;48;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;37;11;3;51;12;9;2
63;16;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;51;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;37;11;3;48;12;9;2;31;254
31;254;63;16;1;23;58;33;4;50;31;56;8;49;10;28;52;61;18;51;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;37;11;3;48;12;9;2
63;16;1;23;58;33;4;50;31;56;8;49;10;37;52;61;18;51;5;27;46;13;24;30;26;35;45;54;64;20;43;22;34;40;29;39;7;42;41;21;44;55;17;62;47;36;60;15;57;25;32;53;59;14;19;6;38;28;11;3;48;12;9;2;31;242
