"X1";"X28320";"X21";"X5";"X12";"X13";"X14";"X17";"X25";"X28";"X32";"X7";"X27";"X4";"X20";"X11";"X22";"X31";"X19";"X3";"X23";"X18";"X1.1";"X6";"X26";"X10";"X9";"X16";"X30";"X2";"X29";"X24";"X8";"X15"
10;22;29;25;5;14;12;8;7;13;9;16;32;20;4;26;11;19;21;30;17;6;1;15;18;2;24;31;23;27;28;3;95;25216
95;24126;10;22;29;25;5;14;12;8;7;13;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3
10;22;29;25;5;14;12;8;7;13;9;16;32;20;27;26;11;19;21;30;6;17;1;15;18;2;24;31;23;4;28;3;95;24338
95;24126;10;22;29;25;5;14;12;8;7;13;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3
7;22;29;25;5;14;12;8;10;13;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3;95;24446
96;24446;7;22;29;25;5;14;12;8;10;13;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3
13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3;96;24406
96;24406;13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3
13;22;29;25;5;14;12;11;10;7;9;16;32;20;27;26;8;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3;96;24926
96;24406;13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3
13;32;29;25;5;14;12;8;10;7;9;16;22;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3;96;25126
96;24406;13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;4;28;3
13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4;96;24326
96;24326;13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;22;31;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;29;23;3;28;4;96;24806
96;24326;13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;22;29;25;5;14;12;8;10;7;28;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;9;4;96;24762
96;24326;13;22;29;25;5;14;12;8;10;7;9;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;22;29;25;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4;96;24266
96;24266;13;22;29;25;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;22;29;25;5;14;9;8;10;7;12;16;32;4;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;20;96;24450
96;24266;13;22;29;25;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;22;25;29;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4;96;24426
96;24426;13;22;25;29;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;22;25;29;5;14;9;8;10;7;12;16;32;20;27;26;11;3;21;30;17;6;1;15;18;2;24;31;23;19;28;4;96;24840
96;24426;13;22;25;29;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
13;23;25;29;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;22;3;28;4;96;24546
96;24426;13;22;25;29;5;14;9;8;10;7;12;16;32;20;27;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
27;22;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4;96;24576
96;24576;27;22;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
27;22;25;29;28;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;5;4;96;25178
96;24576;27;22;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
27;22;25;29;23;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;2;24;31;5;3;28;4;96;24704
96;24576;27;22;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;2;24;31;23;3;28;4
27;2;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;22;24;31;23;3;28;4;96;24306
96;24306;27;2;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;22;24;31;23;3;28;4
27;2;25;29;5;14;9;8;10;7;12;16;32;20;13;18;11;19;21;30;17;6;1;15;26;22;24;31;23;3;28;4;96;25226
96;24306;27;2;25;29;5;14;9;8;10;7;12;16;32;20;13;26;11;19;21;30;17;6;1;15;18;22;24;31;23;3;28;4
27;2;25;29;5;14;9;8;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;31;23;3;28;4;96;24306
96;24306;27;2;25;29;5;14;9;8;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;31;23;3;28;4
27;2;25;29;5;14;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;8;23;3;28;4;96;24118
96;24118;27;2;25;29;5;14;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;8;23;3;28;4
27;3;25;29;5;14;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;8;23;2;28;4;96;24378
96;24118;27;2;25;29;5;14;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;8;23;3;28;4
27;2;25;29;5;1;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;14;15;18;22;24;8;23;3;28;4;96;24798
97;24118;27;2;25;29;5;14;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;8;23;3;28;4
27;2;25;29;5;14;9;31;10;7;12;16;32;20;13;28;30;19;21;11;17;6;1;15;18;22;24;8;23;3;26;4;97;24918
97;24118;27;2;25;29;5;14;9;31;10;7;12;16;32;20;13;26;30;19;21;11;17;6;1;15;18;22;24;8;23;3;28;4
27;2;25;29;5;14;9;31;10;7;6;16;32;20;13;26;30;19;21;11;17;12;1;15;18;22;24;8;23;3;28;4;97;24258
97;24258;27;2;25;29;5;14;9;31;10;7;6;16;32;20;13;26;30;19;21;11;17;12;1;15;18;22;24;8;23;3;28;4
27;2;25;29;5;14;9;31;10;7;6;16;32;20;13;26;30;19;21;11;17;12;1;15;18;22;24;8;3;23;28;4;97;23784
97;23784;27;2;25;29;5;14;9;31;10;7;6;16;32;20;13;26;30;19;21;11;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4;97;23984
97;23984;27;2;25;29;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;14;9;19;10;7;6;11;32;20;13;26;30;31;21;16;17;12;1;15;18;22;24;8;3;23;28;4;97;24764
97;23984;27;2;25;29;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;3;17;12;1;15;18;22;24;8;16;23;28;4;97;24664
97;23984;27;2;25;29;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;28;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;29;4;97;24504
97;23984;27;2;25;29;5;14;9;31;10;7;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;7;9;31;10;14;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4;97;24464
97;24464;27;2;25;29;5;7;9;31;10;14;6;11;32;20;13;26;30;19;21;16;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;7;9;31;16;14;6;11;32;20;13;26;30;19;21;10;17;12;1;15;18;22;24;8;3;23;28;4;97;24084
97;24084;27;2;25;29;5;7;9;31;16;14;6;11;32;20;13;26;30;19;21;10;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;7;9;10;16;14;6;11;32;20;13;26;30;19;21;31;17;12;1;15;18;22;24;8;3;23;28;4;97;24028
97;24028;27;2;25;29;5;7;9;10;16;14;6;11;32;20;13;26;30;19;21;31;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;7;9;10;16;14;8;11;32;20;13;26;30;19;21;31;17;12;1;15;18;22;24;6;3;23;28;4;97;24508
97;24028;27;2;25;29;5;7;9;10;16;14;6;11;32;20;13;26;30;19;21;31;17;12;1;15;18;22;24;8;3;23;28;4
27;2;25;29;5;7;9;10;16;4;6;11;32;20;13;26;30;19;21;31;17;12;1;15;18;22;24;8;3;23;28;14;97;23928
97;23928;27;2;25;29;5;7;9;10;16;4;6;11;32;20;13;26;30;19;21;31;17;12;1;15;18;22;24;8;3;23;28;14
27;2;25;29;5;7;15;10;16;4;6;11;32;20;13;26;30;19;21;31;17;12;1;9;18;22;24;8;3;23;28;14;97;23748
97;23748;27;2;25;29;5;7;15;10;16;4;6;11;32;20;13;26;30;19;21;31;17;12;1;9;18;22;24;8;3;23;28;14
27;2;25;29;5;7;20;10;16;4;6;11;32;15;13;26;30;19;21;31;17;12;1;9;18;22;24;8;3;23;28;14;97;25014
97;23748;27;2;25;29;5;7;15;10;16;4;6;11;32;20;13;26;30;19;21;31;17;12;1;9;18;22;24;8;3;23;28;14
27;2;25;29;5;7;15;10;16;4;6;11;32;20;13;26;12;19;21;31;17;30;1;9;18;22;24;8;3;23;28;14;97;24198
97;23748;27;2;25;29;5;7;15;10;16;4;6;11;32;20;13;26;30;19;21;31;17;12;1;9;18;22;24;8;3;23;28;14
27;2;25;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14;97;23738
97;23738;27;2;25;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;2;25;29;5;7;15;3;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;10;23;28;14;97;24078
97;23738;27;2;25;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;25;2;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14;97;23802
97;23802;27;25;2;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;25;2;29;5;7;15;10;16;4;17;11;32;20;12;26;30;19;21;31;6;13;1;9;18;22;24;8;3;23;28;14;97;24122
97;23802;27;25;2;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;25;2;29;5;7;19;10;16;4;17;11;32;20;13;26;30;15;21;31;6;12;1;9;18;22;24;8;3;23;28;14;97;25486
98;23802;27;25;2;29;5;7;15;10;16;4;17;11;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;25;2;29;5;7;15;10;16;4;11;17;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14;98;23742
98;23742;27;25;2;29;5;7;15;10;16;4;11;17;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;25;2;29;5;7;15;10;16;4;11;17;32;12;13;26;30;19;21;31;6;20;1;9;18;22;24;8;3;23;28;14;98;24792
98;23742;27;25;2;29;5;7;15;10;16;4;11;17;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;3;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;17;23;28;14;98;23188
98;23188;27;25;2;29;5;7;15;10;16;4;11;3;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;8;3;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;11;17;23;28;14;98;23908
98;23188;27;25;2;29;5;7;15;10;16;4;11;3;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;13;11;3;32;20;4;26;30;19;21;31;6;12;1;9;18;22;24;8;17;23;28;14;98;23868
98;23188;27;25;2;29;5;7;15;10;16;4;11;3;32;20;13;26;30;19;21;31;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14;98;23118
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;13;16;4;11;3;32;20;31;26;30;19;21;10;6;12;1;9;18;22;24;8;17;23;28;14;98;23238
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;11;4;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14;98;24138
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;15;2;29;5;7;25;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14;98;23926
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;24;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;15;8;17;23;28;14;98;24376
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;23;17;8;28;14;98;23410
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;20;2;29;5;7;15;10;16;4;11;3;32;25;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14;98;24658
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;26;31;20;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14;98;24638
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;21;15;10;16;4;11;3;32;20;31;26;30;19;7;13;6;12;1;9;18;22;24;8;17;23;28;14;98;23244
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;22;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;2;24;8;17;23;28;14;98;24128
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
24;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;27;8;17;23;28;14;98;23918
98;23118;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;6;12;1;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;1;12;6;9;18;22;24;8;17;23;28;14;98;23358
98;23358;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;1;12;6;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;6;30;19;21;13;1;12;26;9;18;22;24;8;17;23;28;14;98;23824
98;23358;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;1;12;6;9;18;22;24;8;17;23;28;14
23;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;1;12;6;9;18;22;24;8;17;27;28;14;98;23678
98;23358;27;25;2;29;5;7;15;10;16;4;11;3;32;20;31;26;30;19;21;13;1;12;6;9;18;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14;98;23518
99;23518;27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;28;23;14;99;23678
99;23518;27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;18;10;16;4;11;3;32;20;15;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14;99;24698
99;23518;27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;22;32;20;18;26;30;19;21;13;1;12;6;9;31;3;24;8;17;23;28;14;99;24594
99;23518;27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;1;32;20;18;26;30;19;21;13;3;12;6;9;31;22;24;8;17;23;28;14;99;23878
99;23518;27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;6;4;11;3;32;20;18;26;30;19;21;13;1;12;16;9;31;22;24;8;17;23;28;14;99;24598
99;23518;27;25;2;29;5;7;15;10;16;4;11;3;32;20;18;26;30;19;21;13;1;12;6;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14;99;24244
99;24244;27;25;2;29;5;7;15;10;16;4;11;3;32;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;3;11;4;32;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14;99;24464
99;24244;27;25;2;29;5;7;15;10;16;4;11;3;32;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14
27;25;2;29;5;7;15;10;16;4;11;3;32;6;18;26;30;19;21;13;1;9;20;12;31;22;24;8;17;23;28;14;99;24464
99;24244;27;25;2;29;5;7;15;10;16;4;11;3;32;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14
27;25;2;29;32;7;15;10;16;4;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14;99;24258
99;24258;27;25;2;29;32;7;15;10;16;4;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14
27;29;2;25;32;7;15;10;16;4;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14;99;24218
99;24218;27;29;2;25;32;7;15;10;16;4;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14
27;29;2;25;8;7;15;10;16;4;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;32;17;23;28;14;99;24900
99;24218;27;29;2;25;32;7;15;10;16;4;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;28;14
27;29;2;25;32;7;15;10;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;4;14;99;24420
99;24420;27;29;2;25;32;7;15;10;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;4;14
27;29;2;25;32;7;15;10;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;23;17;8;4;14;99;24552
99;24420;27;29;2;25;32;7;15;10;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;4;14
27;29;2;25;32;10;15;7;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;4;14;99;24420
99;24420;27;29;2;25;32;10;15;7;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;23;4;14
27;29;2;25;23;10;15;7;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;32;4;14;99;24000
99;24000;27;29;2;25;23;10;15;7;16;28;11;3;5;6;18;26;30;19;21;13;1;12;20;9;31;22;24;8;17;32;4;14
27;29;2;25;23;10;15;7;16;28;11;3;5;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;4;14;99;23960
99;23960;27;29;2;25;23;10;15;7;16;28;11;3;5;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;4;14
27;29;2;25;23;10;15;7;16;28;1;3;5;6;18;26;30;32;21;13;11;12;20;9;31;22;24;8;17;19;4;14;99;24560
99;23960;27;29;2;25;23;10;15;7;16;28;11;3;5;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;4;14
27;29;2;25;23;10;15;7;16;28;11;3;5;6;19;26;30;32;21;13;1;12;20;9;31;22;24;8;17;18;4;14;99;24060
99;23960;27;29;2;25;23;10;15;7;16;28;11;3;5;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;4;14
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14;99;24000
99;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;15;7;19;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;16;5;14;99;24694
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;26;23;10;15;7;16;28;11;3;4;6;18;25;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14;100;24220
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;15;7;16;28;19;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;11;5;14;100;24584
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;24;1;12;20;9;31;22;13;8;17;19;5;14;100;24328
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;26;30;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14;100;24000
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;30;7;16;28;11;3;4;6;18;15;26;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14;100;24554
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;8;22;24;31;17;19;5;14;100;24452
100;24000;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;24;8;17;19;5;14
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;14;8;17;19;5;24;100;24184
100;24184;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;14;8;17;19;5;24
27;29;2;25;28;10;15;7;16;23;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;14;8;17;19;5;24;100;24584
100;24184;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;31;22;14;8;17;19;5;24
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;5;22;14;8;17;19;31;24;100;24288
100;24288;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;5;22;14;8;17;19;31;24
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;19;32;21;13;1;12;20;9;5;22;14;8;17;26;31;24;100;24848
100;24288;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;5;22;14;8;17;19;31;24
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;5;22;31;8;17;19;14;24;100;24024
100;24024;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;5;22;31;8;17;19;14;24
27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;8;5;22;31;9;17;19;14;24;100;24904
100;24024;27;29;2;25;23;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;5;22;31;8;17;19;14;24
27;29;2;25;5;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;23;22;31;8;17;19;14;24;100;24046
100;24046;27;29;2;25;5;10;15;7;16;28;11;3;4;6;18;30;26;32;21;13;1;12;20;9;23;22;31;8;17;19;14;24
27;6;2;25;5;10;15;7;16;28;11;3;4;29;18;30;26;32;21;13;1;12;20;9;23;22;31;8;17;19;14;24;100;23424
100;23424;27;6;2;25;5;10;15;7;16;28;11;3;4;29;18;30;26;32;21;13;1;12;20;9;23;22;31;8;17;19;14;24
27;6;2;25;5;10;15;7;16;28;3;11;4;29;18;30;26;32;21;13;1;12;20;9;23;22;31;8;17;19;14;24;100;23744
100;23424;27;6;2;25;5;10;15;7;16;28;11;3;4;29;18;30;26;32;21;13;1;12;20;9;23;22;31;8;17;19;14;24
27;6;2;25;5;10;15;7;16;28;11;3;4;29;9;30;26;32;21;13;1;12;20;18;23;22;31;8;17;19;14;24;100;22882
100;22882;27;6;2;25;5;10;15;7;16;28;11;3;4;29;9;30;26;32;21;13;1;12;20;18;23;22;31;8;17;19;14;24
27;6;2;25;5;10;15;21;16;28;11;3;4;29;9;30;26;32;7;13;1;12;20;18;23;22;31;8;17;19;14;24;100;23410
100;23410;27;6;2;25;5;10;15;21;16;28;11;3;4;29;9;30;26;32;7;13;1;12;20;18;23;22;31;8;17;19;14;24
