"X1";"X274";"X38";"X21";"X48";"X30";"X22";"X8";"X35";"X46";"X63";"X14";"X57";"X58";"X18";"X62";"X59";"X24";"X52";"X49";"X32";"X5";"X31";"X50";"X34";"X9";"X11";"X55";"X16";"X1.1";"X53";"X26";"X3";"X23";"X33";"X37";"X6";"X44";"X41";"X64";"X40";"X20";"X45";"X61";"X7";"X4";"X12";"X15";"X19";"X13";"X43";"X17";"X54";"X28";"X10";"X2";"X56";"X36";"X47";"X27";"X51";"X60";"X25";"X42";"X29";"X39"
45;26;15;40;20;19;4;49;54;48;47;22;37;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;39;52;23;8;6;18;17;35;25;42;31;34;38;33;50;55;37;272
37;272;45;26;15;40;20;19;4;49;54;48;47;22;37;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;39;52;23;8;6;18;17;35;25;42;31;34;38;33;50;55
15;26;45;40;20;19;4;49;54;48;47;22;37;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;39;52;23;8;6;18;17;35;25;42;31;34;38;33;50;55;37;276
37;276;15;26;45;40;20;19;4;49;54;48;47;22;37;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;39;52;23;8;6;18;17;35;25;42;31;34;38;33;50;55
15;26;45;40;20;19;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;39;37;23;8;6;18;17;35;25;42;31;34;38;33;50;55;37;276
37;276;15;26;45;40;20;19;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;39;37;23;8;6;18;17;35;25;42;31;34;38;33;50;55
15;26;45;40;20;19;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;55;37;23;8;6;18;17;35;25;42;31;34;38;33;50;39;37;276
37;276;15;26;45;40;20;19;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;44;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;55;37;23;8;6;18;17;35;25;42;31;34;38;33;50;39
15;26;45;40;20;19;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;55;37;23;8;6;18;17;35;25;42;44;34;38;33;50;39;37;276
37;276;15;26;45;40;20;19;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;55;37;23;8;6;18;17;35;25;42;44;34;38;33;50;39
15;26;45;40;19;20;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;55;37;23;8;6;18;17;35;25;42;44;34;38;33;50;39;37;284
37;284;15;26;45;40;19;20;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;43;7;27;24;41;9;21;57;62;56;55;37;23;8;6;18;17;35;25;42;44;34;38;33;50;39
15;26;45;40;19;20;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;34;38;33;50;39;37;290
37;290;15;26;45;40;19;20;4;49;54;48;47;22;52;53;1;61;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;34;38;33;50;39
15;26;45;40;19;20;4;49;54;48;47;22;52;53;1;34;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;61;38;33;50;39;37;290
37;290;15;26;45;40;19;20;4;49;54;48;47;22;52;53;1;34;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;61;38;33;50;39
15;26;45;40;19;20;4;49;61;48;47;22;52;53;1;34;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;54;38;33;50;39;37;290
37;290;15;26;45;40;19;20;4;49;61;48;47;22;52;53;1;34;3;36;2;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;54;38;33;50;39
15;26;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;54;38;33;50;39;37;294
38;294;15;26;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;9;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;54;38;33;50;39
15;26;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;33;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39;38;290
38;290;15;26;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;41;33;21;57;62;56;43;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39
15;26;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;43;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39;38;290
38;290;15;26;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;43;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39
15;43;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;26;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39;38;290
38;290;15;43;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;64;10;58;51;31;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;26;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39
15;43;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;26;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39;38;290
38;290;15;43;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;28;60;46;13;11;30;32;63;55;7;27;24;26;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;38;9;50;39
15;43;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;28;60;46;13;11;38;32;63;55;7;27;24;26;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;30;9;50;39;38;290
38;290;15;43;45;40;19;20;4;49;61;2;47;22;52;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;28;60;46;13;11;38;32;63;55;7;27;24;26;33;21;57;62;56;41;37;23;8;6;18;17;35;25;42;44;54;30;9;50;39
15;43;45;40;19;20;4;49;61;2;47;22;23;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;28;60;46;13;11;38;32;63;55;7;27;24;26;33;21;57;62;56;41;37;52;8;6;18;17;35;25;42;44;54;30;9;50;39;38;290
38;290;15;43;45;40;19;20;4;49;61;2;47;22;23;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;28;60;46;13;11;38;32;63;55;7;27;24;26;33;21;57;62;56;41;37;52;8;6;18;17;35;25;42;44;54;30;9;50;39
15;43;45;40;19;20;4;49;61;2;47;22;23;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;7;27;24;26;33;28;57;62;56;41;37;52;8;6;18;17;35;25;42;44;54;30;9;50;39;38;290
38;290;15;43;45;40;19;20;4;49;61;2;47;22;23;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;7;27;24;26;33;28;57;62;56;41;37;52;8;6;18;17;35;25;42;44;54;30;9;50;39
15;43;45;40;19;20;4;49;61;2;47;22;23;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;57;62;56;41;37;52;8;6;18;17;35;25;7;44;54;30;9;50;39;38;290
38;290;15;43;45;40;19;20;4;49;61;2;47;22;23;53;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;57;62;56;41;37;52;8;6;18;17;35;25;7;44;54;30;9;50;39
15;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;57;62;56;41;37;52;8;6;18;17;35;25;7;44;54;30;9;50;39;38;294
38;294;15;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;48;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;57;62;56;41;37;52;8;6;18;17;35;25;7;44;54;30;9;50;39
15;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;57;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;52;8;6;18;17;35;25;7;44;54;30;9;50;39;38;294
38;294;15;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;57;12;31;10;58;51;64;5;59;29;14;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;52;8;6;18;17;35;25;7;44;54;30;9;50;39
15;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;57;12;31;10;58;51;64;5;59;29;52;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39;38;294
38;294;15;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;57;12;31;10;58;51;64;5;59;29;52;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39
59;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;57;12;31;10;58;51;64;5;15;29;52;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39;38;298
38;298;59;43;45;40;19;20;4;49;53;2;47;22;23;61;1;34;3;36;57;12;31;10;58;51;64;5;15;29;52;16;21;60;46;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39
59;43;45;40;19;20;4;49;53;2;47;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;52;16;21;60;61;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39;38;294
38;294;59;43;45;40;19;20;4;49;53;2;47;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;52;16;21;60;61;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39
59;43;45;40;52;20;4;49;53;2;47;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39;38;294
38;294;59;43;45;40;52;20;4;49;53;2;47;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;26;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;44;54;30;9;50;39
59;43;45;40;52;20;4;49;53;2;47;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;26;54;30;9;50;39;38;294
38;294;59;43;45;40;52;20;4;49;53;2;47;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;48;62;56;41;37;14;8;6;18;17;35;25;7;26;54;30;9;50;39
59;43;45;40;52;20;4;49;53;2;48;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;17;35;25;7;26;54;30;9;50;39;38;294
38;294;59;43;45;40;52;20;4;49;53;2;48;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;17;35;25;7;26;54;30;9;50;39
59;43;45;40;52;20;4;49;17;2;48;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;53;35;25;7;26;54;30;9;50;39;38;294
38;294;59;43;45;40;52;20;4;49;17;2;48;22;23;46;1;34;3;36;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;53;35;25;7;26;54;30;9;50;39
59;43;45;40;52;20;4;49;17;2;48;22;23;46;1;36;3;34;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;53;35;25;7;26;54;30;9;50;39;38;294
38;294;59;43;45;40;52;20;4;49;17;2;48;22;23;46;1;36;3;34;57;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;53;35;25;7;26;54;30;9;50;39
59;43;45;40;52;20;4;49;17;2;48;22;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;53;35;25;7;57;54;30;9;50;39;38;294
38;294;59;43;45;40;52;20;4;49;17;2;48;22;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;8;6;18;53;35;25;7;57;54;30;9;50;39
59;43;45;40;52;20;4;49;17;2;48;8;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;9;50;39;38;294
39;294;59;43;45;40;52;20;4;49;17;2;48;8;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;38;32;63;55;42;27;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;9;50;39
59;43;45;40;52;20;4;49;17;2;48;8;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;27;32;63;55;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;9;50;39;39;294
39;294;59;43;45;40;52;20;4;49;17;2;48;8;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;27;32;63;55;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;9;50;39
59;43;45;40;52;20;4;49;17;2;48;8;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39;39;288
39;288;59;43;45;40;52;20;4;49;17;2;48;8;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39
59;43;45;40;52;20;4;8;17;2;48;49;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39;39;276
39;276;59;43;45;40;52;20;4;8;17;2;48;49;23;46;1;36;3;34;26;12;31;10;58;51;64;5;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;8;17;2;48;49;23;46;1;36;3;34;26;12;31;10;58;51;64;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39;39;276
39;276;59;43;5;40;52;20;4;8;17;2;48;49;23;46;1;36;3;34;26;12;31;10;58;51;64;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;17;2;48;49;23;46;1;36;3;8;26;12;31;10;58;51;64;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39;39;276
39;276;59;43;5;40;52;20;4;34;17;2;48;49;23;46;1;36;3;8;26;12;31;10;58;51;64;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;33;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;17;2;48;49;23;46;1;36;3;8;26;12;31;10;58;51;33;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39;39;280
39;280;59;43;5;40;52;20;4;34;17;2;48;49;23;46;1;36;3;8;26;12;31;10;58;51;33;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;22;6;18;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;17;2;48;49;23;46;1;36;3;8;26;12;31;10;58;51;33;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39;39;280
39;280;59;43;5;40;52;20;4;34;17;2;48;49;23;46;1;36;3;8;26;12;31;10;58;51;33;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;17;2;48;49;23;46;8;36;3;1;26;12;31;10;58;51;33;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39;39;262
39;262;59;43;5;40;52;20;4;34;17;2;48;49;23;46;8;36;3;1;26;12;31;10;58;51;33;45;15;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;31;10;58;51;33;45;17;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39;39;266
39;266;59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;31;10;58;51;33;45;17;29;19;16;21;60;61;13;11;27;32;63;9;42;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;16;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39;39;266
39;266;59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;16;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;56;41;37;14;18;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;56;41;16;14;18;6;22;53;35;25;7;57;54;30;55;50;39;39;262
39;262;59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;56;41;16;14;18;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;53;35;25;7;57;54;30;55;50;39;39;262
39;262;59;43;5;40;52;20;4;34;15;2;48;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;48;15;2;34;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;53;35;25;7;57;54;30;55;50;39;39;262
39;262;59;43;5;40;52;20;4;48;15;2;34;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;53;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;2;35;25;7;57;54;30;55;50;39;39;282
39;282;59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;36;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;13;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;2;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;13;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;36;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;2;35;25;7;57;54;30;55;50;39;39;282
39;282;59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;13;3;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;36;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;2;35;25;7;57;54;30;55;50;39
59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;13;30;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;36;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;2;35;25;7;57;54;3;55;50;39;39;262
39;262;59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;13;30;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;36;11;27;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;2;35;25;7;57;54;3;55;50;39
59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;13;30;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;50;39;39;262
39;262;59;43;5;40;52;20;4;48;15;53;34;49;23;46;8;13;30;1;26;12;42;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;50;39
59;43;5;40;52;20;4;48;15;53;34;49;23;42;8;13;30;1;26;12;46;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;50;39;39;270
39;270;59;43;5;40;52;20;4;48;15;53;34;49;23;42;8;13;30;1;26;12;46;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;44;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;50;39
59;43;5;40;52;20;4;48;15;53;34;49;23;42;8;13;30;1;26;12;46;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;44;39;39;270
39;270;59;43;5;40;52;20;4;48;15;53;34;49;23;42;8;13;30;1;26;12;46;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;44;39
59;43;5;40;23;20;4;48;15;53;34;49;52;42;8;13;30;1;26;12;46;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;44;39;39;270
40;270;59;43;5;40;23;20;4;48;15;53;34;49;52;42;8;13;30;1;26;12;46;10;58;51;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;54;3;55;44;39
59;43;5;40;23;20;4;48;15;53;34;49;52;42;8;13;30;1;26;12;46;10;58;54;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;51;3;55;44;39;40;270
40;270;59;43;5;40;23;20;4;48;15;53;34;49;52;42;8;13;30;1;26;12;46;10;58;54;33;45;17;29;19;37;21;60;61;36;11;2;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;51;3;55;44;39
59;43;5;40;23;20;4;48;15;53;34;49;52;42;8;13;30;2;26;12;46;10;58;54;33;45;17;29;19;37;21;60;61;36;11;1;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;51;3;55;44;39;40;270
40;270;59;43;5;40;23;20;4;48;15;53;34;49;52;42;8;13;30;2;26;12;46;10;58;54;33;45;17;29;19;37;21;60;61;36;11;1;32;63;9;31;38;24;50;64;28;47;62;18;41;16;14;56;6;22;27;35;25;7;57;51;3;55;44;39
