"X1";"X298";"X44";"X3";"X53";"X46";"X13";"X24";"X62";"X20";"X37";"X49";"X40";"X16";"X63";"X45";"X10";"X34";"X39";"X48";"X30";"X57";"X58";"X28";"X6";"X43";"X59";"X15";"X9";"X7";"X51";"X25";"X5";"X42";"X21";"X32";"X50";"X55";"X19";"X33";"X8";"X11";"X36";"X61";"X54";"X17";"X23";"X52";"X22";"X47";"X14";"X2";"X4";"X29";"X18";"X60";"X31";"X41";"X27";"X1.1";"X38";"X64";"X26";"X35";"X12";"X56"
28;264;38;36;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;26;47;16;63;43;14;51;10;52;48;39;7;58;42;12;49;27;64;50;8;17;23;32;19;61;20;44;56;6;25;13;4;37;57;2;28;59
38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;26;47;16;63;43;14;51;10;52;48;39;7;58;42;12;49;27;36;50;8;17;23;32;19;61;20;44;56;6;25;13;4;37;57;2;28;59;28;264
28;264;38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;26;47;16;63;43;14;51;10;52;48;39;7;58;42;12;49;27;36;50;8;17;23;32;19;61;20;44;56;6;25;13;4;37;57;2;28;59
38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;43;14;51;10;52;48;39;7;58;42;12;49;27;36;50;8;17;23;32;19;61;20;44;56;6;25;13;4;37;57;26;28;59;28;264
28;264;38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;43;14;51;10;52;48;39;7;58;42;12;49;27;36;50;8;17;23;32;19;61;20;44;56;6;25;13;4;37;57;26;28;59
38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;43;14;51;10;61;48;39;7;58;42;12;49;27;36;50;8;17;23;32;19;52;20;44;56;6;25;13;4;37;57;26;28;59;28;264
28;264;38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;43;14;51;10;61;48;39;7;58;42;12;49;27;36;50;8;17;23;32;19;52;20;44;56;6;25;13;4;37;57;26;28;59
38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;43;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;6;8;13;4;37;57;26;28;59;28;264
28;264;38;64;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;43;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;6;8;13;4;37;57;26;28;59
38;43;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;6;8;13;4;37;57;26;28;59;28;266
28;266;38;43;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;6;8;13;4;37;57;26;28;59
38;43;15;31;33;5;29;9;1;45;40;30;62;53;63;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;46;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;6;8;13;4;37;57;26;28;59;28;276
28;266;38;43;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;11;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;6;8;13;4;37;57;26;28;59
38;43;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;6;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;11;8;13;4;37;57;26;28;59;28;266
28;266;38;43;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;6;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;11;8;13;4;37;57;26;28;59
38;43;15;31;33;5;29;9;1;45;17;30;62;53;46;41;34;18;54;60;3;24;35;55;22;6;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;40;23;32;19;52;20;44;56;11;8;13;4;37;57;26;28;59;28;270
28;266;38;43;15;31;33;5;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;6;21;2;47;16;63;64;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;11;8;13;4;37;57;26;28;59
38;43;15;31;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;6;21;2;47;16;63;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;11;8;13;4;37;57;26;28;59;28;256
28;256;38;43;15;31;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;6;21;2;47;16;63;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;19;52;20;44;56;11;8;13;4;37;57;26;28;59
38;43;15;31;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;63;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;6;52;20;44;56;11;8;13;4;37;57;26;28;59;28;256
28;256;38;43;15;31;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;63;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;32;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;31;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;63;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59;28;256
28;256;32;43;15;31;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;63;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59;28;252
28;252;32;43;15;63;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;31;5;14;51;10;61;26;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;48;28;59;28;260
28;252;32;43;15;63;33;64;29;9;1;45;40;30;62;53;46;41;34;18;54;60;3;24;35;55;22;19;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;40;30;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59;28;276
28;276;32;43;15;63;33;64;29;9;1;45;40;30;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;36;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;36;30;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;40;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59;28;276
28;276;32;43;15;63;33;64;29;9;1;45;36;30;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;51;10;61;48;39;7;58;42;12;49;27;40;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;48;39;7;58;42;12;49;27;40;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59;28;276
29;276;32;43;15;63;33;64;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;48;39;7;58;42;12;49;27;40;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;58;42;12;49;27;40;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59;29;306
29;306;32;43;15;63;33;64;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;58;42;12;49;27;40;50;25;17;23;38;6;52;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;64;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;23;38;6;58;20;44;56;11;8;13;4;37;57;26;28;59;29;306
29;306;32;43;15;63;33;64;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;23;38;6;58;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;63;33;38;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;23;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59;29;294
29;294;32;43;15;63;33;38;29;9;1;45;36;51;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;23;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;51;33;38;29;9;1;45;36;63;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;23;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59;29;298
29;298;32;43;15;51;33;38;29;9;1;45;36;63;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;5;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;23;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;51;33;38;29;9;1;45;36;63;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;23;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59;29;302
29;302;32;43;15;51;33;38;29;9;1;45;36;63;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;23;14;30;10;61;7;39;48;52;42;12;49;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;23;14;30;10;61;38;39;48;52;42;12;49;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59;29;302
29;302;32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;60;3;24;35;55;22;53;21;2;47;16;31;23;14;30;10;61;38;39;48;52;42;12;49;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;42;12;49;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59;29;296
29;296;32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;42;12;49;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;28;59
32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;42;12;28;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;49;59;29;296
29;296;32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;42;12;28;27;40;50;25;17;5;64;6;58;20;44;56;11;8;13;4;37;57;26;49;59
32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;42;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;44;59;29;296
29;296;32;43;15;51;33;7;29;9;1;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;42;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;44;59
32;43;15;51;33;7;29;9;42;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;44;59;29;296
29;296;32;43;15;51;33;7;29;9;42;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;47;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;44;59
32;43;15;51;33;7;29;9;42;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;296
29;296;32;43;15;51;33;7;29;9;42;45;36;63;62;19;46;41;34;18;54;31;3;24;35;55;22;53;21;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;43;15;51;33;7;29;9;42;45;54;63;62;19;46;41;34;18;36;31;3;24;35;55;22;53;21;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;296
29;296;32;43;15;51;33;7;29;9;42;45;54;63;62;19;46;41;34;18;36;31;3;24;35;55;22;53;21;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;34;15;51;33;7;29;9;42;45;54;63;62;19;46;41;43;18;36;31;3;24;35;55;22;53;21;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;304
29;304;32;34;15;51;33;7;29;9;42;45;54;63;62;19;46;41;43;18;36;31;3;24;35;55;22;53;21;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;34;15;51;33;7;29;9;42;21;54;63;62;19;46;41;43;18;36;31;3;24;35;55;22;53;45;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;288
29;288;32;34;15;51;33;7;29;9;42;21;54;63;62;19;46;41;43;18;36;31;3;24;35;55;22;53;45;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;34;15;51;33;7;29;9;42;21;54;53;62;19;46;41;43;18;36;31;3;24;35;55;22;63;45;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;288
29;288;32;34;15;51;33;7;29;9;42;21;54;53;62;19;46;41;43;18;36;31;3;24;35;55;22;63;45;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;34;15;51;33;7;29;9;42;21;54;53;62;19;46;41;43;3;36;31;18;24;35;55;22;63;45;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;288
29;288;32;34;15;51;33;7;29;9;42;21;54;53;62;19;46;41;43;3;36;31;18;24;35;55;22;63;45;2;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;34;15;51;33;7;29;9;42;2;54;53;62;19;46;41;43;3;36;31;18;24;35;55;22;63;45;21;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;284
29;284;32;34;15;51;33;7;29;9;42;2;54;53;62;19;46;41;43;3;36;31;18;24;35;55;22;63;45;21;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;34;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;63;45;21;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;284
29;284;32;34;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;63;45;21;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;34;45;21;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59;29;284
29;284;32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;34;45;21;44;16;60;23;14;30;10;61;38;39;48;52;1;12;28;27;40;50;25;17;5;64;6;58;20;49;56;11;8;13;4;37;57;26;47;59
32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;34;45;21;44;16;60;23;14;30;10;61;38;39;58;52;1;12;28;27;40;50;25;17;5;64;6;48;20;49;56;11;8;13;4;37;57;26;47;59;29;290
30;290;32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;34;45;21;44;16;60;23;14;30;10;61;38;39;58;52;1;12;28;27;40;50;25;17;5;64;6;48;20;49;56;11;8;13;4;37;57;26;47;59
32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;12;28;27;40;50;25;17;5;64;6;48;20;49;56;11;8;13;4;37;57;26;47;59;30;290
30;290;32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;12;28;27;40;50;25;17;5;64;6;48;20;49;56;11;8;13;4;37;57;26;47;59
32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;28;12;27;40;50;25;17;5;64;6;48;20;49;56;11;8;13;4;37;57;26;47;59;30;290
30;290;32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;28;12;27;40;50;25;17;5;64;6;48;20;49;56;11;8;13;4;37;57;26;47;59
32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;59;30;290
30;290;32;63;15;51;33;7;29;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;59
32;63;15;51;33;7;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29;30;290
30;290;32;63;15;51;33;7;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;22;61;45;21;44;16;60;23;14;30;10;34;38;39;58;52;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29
32;63;15;51;33;7;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;52;61;45;21;44;16;60;23;14;30;10;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29;30;290
30;290;32;63;15;51;33;7;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;35;55;52;61;45;21;44;16;60;23;14;30;10;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29
32;63;15;51;33;7;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;14;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29;30;298
30;298;32;63;15;51;33;7;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;14;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;14;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29;30;286
30;286;32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;14;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;11;8;13;4;37;57;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;14;8;13;4;37;57;26;47;29;30;280
30;280;32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;20;17;56;14;8;13;4;37;57;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;8;17;56;14;20;13;4;37;57;26;47;29;30;280
30;280;32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;8;17;56;14;20;13;4;37;57;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;8;17;57;14;20;13;4;37;56;26;47;29;30;280
30;280;32;63;15;7;33;51;59;9;42;2;43;53;62;19;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;64;6;48;8;17;57;14;20;13;4;37;56;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;47;29;30;272
30;272;32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;3;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;34;38;39;58;22;1;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;3;38;39;58;22;1;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;47;29;30;272
30;272;32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;3;38;39;58;22;1;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;47;29
32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;3;38;39;58;22;47;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29;30;272
30;272;32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;35;3;38;39;58;22;47;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29
32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;22;3;38;39;58;35;47;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29;30;278
30;278;32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;18;24;10;55;52;61;45;21;44;16;60;23;11;30;22;3;38;39;58;35;47;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29
32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;47;24;10;55;52;61;45;21;44;16;60;23;11;30;22;3;38;39;58;35;18;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29;30;278
30;278;32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;47;24;10;55;52;61;45;21;44;16;60;23;11;30;22;3;38;39;58;35;18;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29
32;63;15;7;33;51;59;9;42;2;43;53;62;64;46;41;54;34;36;31;47;24;10;55;52;61;45;21;30;16;60;23;11;44;22;3;38;39;58;35;18;28;12;27;40;50;25;49;5;19;6;48;8;17;57;14;20;13;4;37;56;26;1;29;30;278
