"X1";"X28028";"X13";"X30";"X14";"X3";"X20";"X29";"X7";"X17";"X27";"X23";"X28";"X26";"X11";"X5";"X9";"X21";"X4";"X22";"X1.1";"X16";"X15";"X32";"X12";"X24";"X19";"X6";"X18";"X8";"X25";"X31";"X10";"X2"
92;23372;23;27;25;8;22;31;11;21;3;28;7;15;6;2;18;32;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;31;11;21;3;2;7;15;6;28;18;32;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30;92;24074
93;23372;23;27;25;8;22;31;11;21;3;28;7;15;6;2;18;32;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;4;25;8;22;31;11;21;3;28;7;15;6;2;18;32;26;1;14;12;9;5;13;24;19;17;27;10;16;29;20;30;93;24990
93;23372;23;27;25;8;22;31;11;21;3;28;7;15;6;2;18;32;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;11;21;3;28;7;15;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30;93;23112
93;23112;23;27;25;8;22;32;11;21;3;28;7;15;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;11;21;3;28;7;15;6;2;18;31;26;1;14;12;20;5;13;24;19;17;4;10;16;29;9;30;93;23866
93;23112;23;27;25;8;22;32;11;21;3;28;7;15;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;12;11;21;3;28;7;15;6;2;18;31;26;1;14;32;9;5;13;24;19;17;4;10;16;29;20;30;93;23690
93;23112;23;27;25;8;22;32;11;21;3;28;7;15;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30;93;23232
93;23232;23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;16;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;11;29;20;30;93;24152
93;23232;23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;20;26;1;14;12;9;5;13;24;19;17;4;10;16;29;31;30;93;23672
93;23232;23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;4;26;1;14;12;9;5;13;24;19;17;31;10;16;29;20;30;93;24384
93;23232;23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;25;8;22;32;11;21;3;28;15;7;6;2;14;31;26;1;18;12;9;5;13;24;19;17;4;10;16;29;20;30;93;23694
93;23232;23;27;25;8;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
23;27;8;25;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30;93;23112
93;23112;23;27;8;25;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
27;23;8;25;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30;93;23132
93;23132;27;23;8;25;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;4;10;16;29;20;30
27;23;8;25;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;30;10;16;29;20;4;93;23396
93;23396;27;23;8;25;22;32;11;21;3;28;15;7;6;2;18;31;26;1;14;12;9;5;13;24;19;17;30;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;5;13;24;19;17;30;10;16;29;20;4;93;23216
93;23216;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;5;13;24;19;17;30;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;19;1;14;12;9;5;13;24;26;17;30;10;16;29;20;4;93;23696
93;23216;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;5;13;24;19;17;30;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;19;17;5;10;16;29;20;4;93;22594
93;22594;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;19;17;5;10;16;29;20;4
27;23;16;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;19;17;5;10;8;29;20;4;93;22794
93;22594;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;19;17;5;10;16;29;20;4
27;23;8;25;31;32;5;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;19;17;11;10;16;29;20;4;93;23374
93;22594;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;19;17;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;93;22354
93;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;4;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;31;93;23552
93;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;14;21;3;28;15;7;6;2;18;22;26;1;11;12;9;30;13;24;17;19;5;10;16;29;20;4;93;22914
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;17;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;3;19;5;10;16;29;20;4;94;22916
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;4;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;28;94;22392
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;3;11;21;32;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22838
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;4;24;17;19;5;10;16;29;20;13;94;22474
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;2;15;7;6;28;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22936
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;17;9;30;13;24;12;19;5;10;16;29;20;4;94;23458
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;22;18;2;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;23598
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;26;21;3;28;15;7;6;2;18;22;11;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22708
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;14;1;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22994
94;22354;27;23;8;25;31;32;11;21;3;28;15;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22574
94;22574;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;16;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;32;29;20;4;94;23494
94;22574;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;15;21;3;28;9;7;6;2;18;22;26;1;14;12;11;30;13;24;17;19;5;10;16;29;20;4;94;22854
94;22574;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;25;31;32;15;21;3;28;11;7;6;2;26;22;18;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22694
94;22574;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
29;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;27;20;4;94;23454
94;22574;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4;94;22814
94;22814;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;1;14;12;9;30;13;24;17;19;5;10;16;29;20;4
27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1;94;23274
94;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;2;26;22;25;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1;94;23574
94;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;2;14;22;26;4;25;12;9;30;13;24;17;19;5;10;16;29;20;1;94;23804
94;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;29;5;10;16;19;20;1;94;24274
94;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;1;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;31;94;24652
95;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;17;12;9;30;13;24;14;19;5;10;16;29;20;1;95;23950
95;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;24;25;22;26;4;14;12;9;30;13;2;17;19;5;10;16;29;20;1;95;23870
95;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;29;10;16;5;20;1;95;23642
95;23274;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;5;10;16;29;20;1
27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1;95;23174
95;23174;27;23;8;18;31;32;15;21;3;28;11;7;6;2;25;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1;95;22934
95;22934;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;19;9;30;13;24;17;12;16;10;5;29;20;1;95;24002
95;22934;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;21;3;28;11;7;6;18;2;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1;95;23716
95;22934;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;30;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;32;13;24;17;19;16;10;5;29;20;1;95;22974
95;22934;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;2;3;28;11;7;6;21;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1;95;23662
95;22934;27;23;8;25;31;32;15;21;3;28;11;7;6;2;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;21;3;28;11;7;2;6;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1;95;23494
95;23494;27;23;8;25;31;32;15;21;3;28;11;7;2;6;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;16;15;21;3;28;11;7;2;6;18;22;26;4;14;12;9;30;13;24;17;19;32;10;5;29;20;1;95;24184
95;23494;27;23;8;25;31;32;15;21;3;28;11;7;2;6;18;22;26;4;14;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;21;14;28;11;7;2;6;18;22;26;4;3;12;9;30;13;24;17;19;16;10;5;29;20;1;95;23374
95;23374;27;23;8;25;31;32;15;21;14;28;11;7;2;6;18;22;26;4;3;12;9;30;13;24;17;19;16;10;5;29;20;1
27;23;8;25;31;32;15;21;14;28;11;7;2;6;18;22;26;4;3;12;9;30;20;24;17;19;16;10;5;29;13;1;95;23752
95;23752;27;23;8;25;31;32;15;21;14;28;11;7;2;6;18;22;26;4;3;12;9;30;20;24;17;19;16;10;5;29;13;1
27;23;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;30;20;24;17;19;16;10;5;29;28;1;95;23562
95;23562;27;23;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;30;20;24;17;19;16;10;5;29;28;1
27;23;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;29;20;24;17;19;16;10;5;30;28;1;95;23862
95;23562;27;23;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;30;20;24;17;19;16;10;5;29;28;1
27;23;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;20;24;17;19;30;10;5;29;28;1;95;24284
95;24284;27;23;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;20;24;17;19;30;10;5;29;28;1
27;20;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;24;17;19;30;10;5;29;28;1;95;24684
95;24684;27;20;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;24;17;19;30;10;5;29;28;1
27;20;8;25;31;32;15;21;14;13;11;7;29;6;18;22;26;4;3;12;9;16;23;24;17;19;30;10;5;2;28;1;95;25508
95;24684;27;20;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;24;17;19;30;10;5;29;28;1
27;20;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;28;17;19;30;10;5;29;24;1;95;24764
95;24764;27;20;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;28;17;19;30;10;5;29;24;1
27;20;19;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;28;17;8;30;10;5;29;24;1;95;25578
96;24764;27;20;8;25;31;32;15;21;14;13;11;7;2;6;18;22;26;4;3;12;9;16;23;28;17;19;30;10;5;29;24;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;22;26;25;3;12;9;16;23;28;17;19;30;10;5;29;24;1;96;24416
96;24416;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;22;26;25;3;12;9;16;23;28;17;19;30;10;5;29;24;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;22;26;25;3;12;9;24;23;28;17;19;30;10;5;29;16;1;96;24050
96;24050;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;22;26;25;3;12;9;24;23;28;17;19;30;10;5;29;16;1
27;20;8;4;31;32;29;21;14;13;11;7;2;6;18;22;26;25;3;12;9;24;23;28;17;19;30;10;5;15;16;1;96;24676
96;24050;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;22;26;25;3;12;9;24;23;28;17;19;30;10;5;29;16;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1;96;23970
96;23970;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;29;23;28;17;22;30;10;5;24;16;1;96;24550
96;23970;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;29;19;26;25;3;12;9;24;23;28;17;22;30;10;5;18;16;1;96;24490
96;23970;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1
27;20;8;4;18;32;15;21;14;13;11;7;2;6;31;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1;96;24370
96;23970;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;17;28;23;22;30;10;5;29;16;1;96;24110
96;23970;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1
27;20;8;4;31;32;15;21;14;13;9;7;2;6;18;19;26;25;3;12;11;24;23;28;17;22;30;10;5;29;16;1;96;24570
96;23970;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;23;28;17;22;30;10;5;29;16;1
27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1;96;24390
96;24390;27;20;8;4;31;32;15;21;14;13;11;7;2;6;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
27;20;8;4;31;32;15;11;14;13;21;7;2;6;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1;96;24218
96;24218;27;20;8;4;31;32;15;11;14;13;21;7;2;6;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1;96;24518
96;24518;27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
27;20;8;4;31;21;6;11;14;13;32;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1;96;24978
96;24518;27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;16;3;12;9;24;30;28;17;22;23;10;5;29;25;1;96;25224
96;24518;27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;29;17;22;23;10;5;28;16;1;96;24598
96;24518;27;20;8;4;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
4;20;8;27;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1;96;24536
96;24536;4;20;8;27;31;32;6;11;14;13;21;7;2;15;18;19;26;25;3;12;9;24;30;28;17;22;23;10;5;29;16;1
4;20;8;27;31;32;6;11;14;13;21;7;2;15;30;19;26;25;3;12;9;24;18;28;17;22;23;10;5;29;16;1;96;24376
96;24376;4;20;8;27;31;32;6;11;14;13;21;7;2;15;30;19;26;25;3;12;9;24;18;28;17;22;23;10;5;29;16;1
4;20;8;27;31;32;6;11;14;13;21;7;2;15;30;1;26;25;3;12;9;24;18;28;17;22;23;10;5;29;16;19;96;25464
96;24376;4;20;8;27;31;32;6;11;14;13;21;7;2;15;30;19;26;25;3;12;9;24;18;28;17;22;23;10;5;29;16;1
4;20;8;27;31;32;6;11;14;13;21;7;18;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1;96;24606
96;24606;4;20;8;27;31;32;6;11;14;13;21;7;18;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1
4;20;8;27;31;32;26;11;14;13;21;7;18;15;30;19;6;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1;96;25088
97;24606;4;20;8;27;31;32;6;11;14;13;21;7;18;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1
4;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1;97;23812
97;23812;4;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1
4;20;18;27;31;32;6;11;14;13;5;7;8;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;21;29;16;1;97;24502
97;23812;4;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1
4;20;15;27;31;32;6;11;14;13;21;7;8;18;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1;97;24170
97;23812;4;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1
24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1;97;23574
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
24;20;18;27;31;32;6;7;14;13;21;11;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1;97;23734
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
24;5;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;20;29;16;1;97;24426
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
4;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;24;2;28;17;22;23;10;5;29;16;1;97;23812
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
24;7;18;27;31;32;6;11;14;13;21;20;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1;97;23600
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
24;20;18;29;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;27;16;1;97;24514
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;4;26;25;3;12;9;19;2;28;17;22;23;10;5;29;16;1;97;24140
97;23574;24;20;18;27;31;32;6;11;14;13;21;7;8;15;30;19;26;25;3;12;9;4;2;28;17;22;23;10;5;29;16;1
24;20;18;27;31;32;6;11;14;13;21;3;8;15;30;19;26;25;7;12;9;4;2;28;17;22;23;10;5;29;16;1;97;23694
97;23694;24;20;18;27;31;32;6;11;14;13;21;3;8;15;30;19;26;25;7;12;9;4;2;28;17;22;23;10;5;29;16;1
24;20;18;27;31;32;6;11;14;13;21;3;8;17;30;19;26;25;7;12;9;4;2;28;15;22;23;10;5;29;16;1;97;23890
97;23694;24;20;18;27;31;32;6;11;14;13;21;3;8;15;30;19;26;25;7;12;9;4;2;28;17;22;23;10;5;29;16;1
24;20;18;27;31;32;28;11;14;13;21;3;8;15;30;19;26;25;7;12;9;4;2;6;17;22;23;10;5;29;16;1;97;23728
97;23728;24;20;18;27;31;32;28;11;14;13;21;3;8;15;30;19;26;25;7;12;9;4;2;6;17;22;23;10;5;29;16;1
24;20;18;27;31;32;28;11;14;13;21;3;8;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;5;25;16;1;97;23868
97;23868;24;20;18;27;31;32;28;11;14;13;21;3;8;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;5;25;16;1
24;20;18;27;31;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;8;25;16;1;97;24128
97;24128;24;20;18;27;31;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;8;25;16;1
24;20;18;27;31;32;28;11;14;13;21;3;5;15;4;19;26;29;7;12;9;30;2;6;17;22;23;10;8;25;16;1;97;24404
97;24128;24;20;18;27;31;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;8;25;16;1
24;20;18;27;17;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;31;22;23;10;8;25;16;1;97;24588
97;24128;24;20;18;27;31;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;8;25;16;1
24;20;18;27;31;32;28;11;12;13;21;3;5;15;30;19;26;29;7;14;9;4;2;6;17;22;23;10;8;25;16;1;97;24308
97;24128;24;20;18;27;31;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;8;25;16;1
16;20;18;27;31;32;28;11;14;13;21;3;5;15;30;19;26;29;7;12;9;4;2;6;17;22;23;10;8;25;24;1;97;25068
