"X1";"X27316";"X11";"X12";"X13";"X29";"X18";"X21";"X16";"X17";"X5";"X1.1";"X7";"X8";"X15";"X30";"X22";"X2";"X6";"X9";"X26";"X27";"X28";"X3";"X20";"X4";"X14";"X31";"X19";"X25";"X10";"X32";"X23";"X24"
62;26282;32;11;10;4;1;9;6;29;20;5;22;3;21;28;2;16;14;26;19;27;25;8;30;17;13;15;24;18;31;23;12;7
32;11;10;4;1;9;6;29;20;5;22;3;24;28;2;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7;62;25762
62;25762;32;11;10;4;1;9;6;29;20;5;22;3;24;28;2;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7
32;11;10;4;1;9;6;29;25;5;22;3;24;28;2;16;14;26;19;27;20;8;30;17;13;15;21;18;31;23;12;7;62;26362
62;25762;32;11;10;4;1;9;6;29;20;5;22;3;24;28;2;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7
32;11;10;4;1;9;29;6;20;5;22;3;24;28;2;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7;62;25996
62;25762;32;11;10;4;1;9;6;29;20;5;22;3;24;28;2;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7
32;11;10;4;1;9;6;29;20;2;22;3;24;28;5;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7;62;25762
62;25762;32;11;10;4;1;9;6;29;20;2;22;3;24;28;5;16;14;26;19;27;25;8;30;17;13;15;21;18;31;23;12;7
32;11;10;4;1;9;13;29;20;2;22;3;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;23;12;7;62;26582
62;26582;32;11;10;4;1;9;13;29;20;2;22;3;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;23;12;7
32;11;10;4;1;9;13;29;20;2;22;3;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;12;23;7;62;26398
62;26398;32;11;10;4;1;9;13;29;20;2;22;3;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;12;23;7
32;11;10;4;1;9;13;29;20;2;22;12;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;3;23;7;62;26158
62;26158;32;11;10;4;1;9;13;29;20;2;22;12;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;3;23;7
32;11;10;4;3;9;13;29;20;2;22;12;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;1;23;7;62;26038
62;26038;32;11;10;4;3;9;13;29;20;2;22;12;24;28;5;16;14;26;19;27;25;8;30;17;6;15;21;18;31;1;23;7
32;11;10;4;3;9;13;29;20;2;22;12;24;28;5;16;14;26;19;23;25;8;30;17;6;15;21;18;31;1;27;7;62;26238
62;26238;32;11;10;4;3;9;13;29;20;2;22;12;24;28;5;16;14;26;19;23;25;8;30;17;6;15;21;18;31;1;27;7
32;11;10;4;3;6;13;29;20;2;22;12;24;28;5;16;14;26;19;23;25;8;30;17;9;15;21;18;31;1;27;7;62;25878
63;25878;32;11;10;4;3;6;13;29;20;2;22;12;24;28;5;16;14;26;19;23;25;8;30;17;9;15;21;18;31;1;27;7
32;11;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;8;30;17;9;15;21;18;31;1;27;7;63;26018
63;26018;32;11;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;8;30;17;9;15;21;18;31;1;27;7
32;11;10;4;31;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;8;30;17;9;15;21;18;3;1;27;7;63;26690
63;26018;32;11;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;8;30;17;9;15;21;18;31;1;27;7
32;9;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;8;30;17;11;15;21;18;31;1;27;7;63;26218
63;26218;32;9;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;8;30;17;11;15;21;18;31;1;27;7
8;9;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;1;27;7;63;26132
63;26132;8;9;10;4;3;6;13;29;20;2;22;12;24;28;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;1;27;7
8;9;10;4;3;6;13;29;20;2;22;7;24;28;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;1;27;12;63;25932
63;25932;8;9;10;4;3;6;13;29;20;2;22;7;24;28;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;1;27;12
8;9;10;4;3;6;13;29;20;2;22;28;24;7;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;1;27;12;63;26356
63;26356;8;9;10;4;3;6;13;29;20;2;22;28;24;7;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;1;27;12
8;9;10;1;3;6;13;29;20;2;22;28;24;7;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;4;27;12;63;26096
63;26096;8;9;10;1;3;6;13;29;20;2;22;28;24;7;16;5;14;26;19;23;25;32;30;17;11;15;21;18;31;4;27;12
8;9;10;1;3;6;13;29;20;2;22;28;24;7;16;5;14;26;19;23;11;32;30;17;25;15;21;18;31;4;27;12;63;26142
63;26142;8;9;10;1;3;6;13;29;20;2;22;28;24;7;16;5;14;26;19;23;11;32;30;17;25;15;21;18;31;4;27;12
8;9;10;1;3;6;13;29;20;2;30;28;24;7;16;5;14;26;19;23;11;32;22;17;25;15;21;18;31;4;27;12;63;26342
63;26342;8;9;10;1;3;6;13;29;20;2;30;28;24;7;16;5;14;26;19;23;11;32;22;17;25;15;21;18;31;4;27;12
8;9;10;1;3;24;13;29;20;2;30;28;6;7;16;5;14;26;19;23;11;32;22;17;25;15;21;18;31;4;27;12;63;27044
63;27044;8;9;10;1;3;24;13;29;20;2;30;28;6;7;16;5;14;26;19;23;11;32;22;17;25;15;21;18;31;4;27;12
8;9;10;1;32;24;13;29;20;2;30;28;6;7;16;5;14;26;19;23;11;3;22;17;25;15;21;18;31;4;27;12;63;27080
63;27080;8;9;10;1;32;24;13;29;20;2;30;28;6;7;16;5;14;26;19;23;11;3;22;17;25;15;21;18;31;4;27;12
8;9;19;1;32;24;13;29;20;2;30;28;6;7;16;5;14;26;10;23;11;3;22;17;25;15;21;18;31;4;27;12;63;27834
63;27834;8;9;19;1;32;24;13;29;20;2;30;28;6;7;16;5;14;26;10;23;11;3;22;17;25;15;21;18;31;4;27;12
8;9;19;1;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;23;11;3;22;17;25;15;21;18;31;4;27;12;63;27200
63;27200;8;9;19;1;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;23;11;3;22;17;25;15;21;18;31;4;27;12
8;9;19;23;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;1;11;3;22;17;25;15;21;18;31;4;27;12;63;27590
63;27590;8;9;19;23;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;1;11;3;22;17;25;15;21;18;31;4;27;12
8;9;19;23;32;10;13;30;20;2;29;28;6;7;16;5;14;26;24;1;11;3;22;17;25;15;21;18;31;4;27;12;63;27950
63;27590;8;9;19;23;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;1;11;3;22;17;25;15;21;18;31;4;27;12
8;9;19;23;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;1;11;3;21;17;25;15;22;18;31;4;27;12;63;27810
63;27810;8;9;19;23;32;10;13;29;20;2;30;28;6;7;16;5;14;26;24;1;11;3;21;17;25;15;22;18;31;4;27;12
8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;5;14;26;24;1;11;3;21;2;25;15;22;18;31;4;27;12;63;27940
63;27940;8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;5;14;26;24;1;11;3;21;2;25;15;22;18;31;4;27;12
8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12;63;28364
63;28364;8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12
8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;4;24;26;14;1;11;3;21;2;25;15;22;18;31;5;27;12;63;28644
63;28364;8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12
8;9;19;23;32;10;13;29;20;16;30;28;6;7;17;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12;63;28844
64;28364;8;9;19;23;32;10;13;29;20;17;30;28;6;7;16;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12
16;9;19;23;32;10;13;29;20;17;30;28;6;7;8;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12;64;28364
64;28364;16;9;19;23;32;10;13;29;20;17;30;28;6;7;8;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12
16;9;19;23;32;21;13;29;20;17;30;28;6;7;8;5;24;26;14;1;11;3;10;2;25;15;22;18;31;4;27;12;64;28652
64;28364;16;9;19;23;32;10;13;29;20;17;30;28;6;7;8;5;24;26;14;1;11;3;21;2;25;15;22;18;31;4;27;12
16;9;19;23;32;10;13;29;20;17;30;28;18;7;8;5;24;26;14;1;11;3;21;2;25;15;22;6;31;4;27;12;64;28816
64;28816;16;9;19;23;32;10;13;29;20;17;30;28;18;7;8;5;24;26;14;1;11;3;21;2;25;15;22;6;31;4;27;12
16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;25;15;22;6;31;4;27;12;64;28556
64;28556;16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;25;15;22;6;31;4;27;12
16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;4;15;22;6;31;25;27;12;64;28636
64;28636;16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;4;15;22;6;31;25;27;12
16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;4;15;22;6;12;25;27;31;64;28302
64;28302;16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;4;15;22;6;12;25;27;31
16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;4;15;12;6;22;25;27;31;64;28360
64;28360;16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;24;26;14;1;11;3;21;2;4;15;12;6;22;25;27;31
16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;11;26;14;1;24;3;21;2;4;15;12;6;22;25;27;31;64;28206
64;28206;16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;11;26;14;1;24;3;21;2;4;15;12;6;22;25;27;31
16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31;64;28152
64;28152;16;7;19;23;32;10;13;29;20;17;30;28;18;9;8;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31
16;7;19;23;32;10;13;29;20;17;30;8;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31;64;28534
64;28534;16;7;19;23;32;10;13;29;20;17;30;8;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31
16;8;19;23;32;10;13;29;20;17;30;7;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31;64;28634
64;28634;16;8;19;23;32;10;13;29;20;17;30;7;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31
16;8;19;23;32;10;13;29;20;17;30;7;18;9;28;5;11;26;14;21;24;3;1;15;4;2;12;6;22;25;27;31;64;29154
64;28634;16;8;19;23;32;10;13;29;20;17;30;7;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31
16;8;19;23;32;10;13;29;20;17;30;7;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;25;22;27;31;64;28954
64;28634;16;8;19;23;32;10;13;29;20;17;30;7;18;9;28;5;11;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31
16;8;19;23;11;10;13;29;20;17;30;7;18;9;28;5;32;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31;64;28340
64;28340;16;8;19;23;11;10;13;29;20;17;30;7;18;9;28;5;32;26;14;21;24;3;1;2;4;15;12;6;22;25;27;31
16;8;19;23;11;10;13;29;20;17;30;7;18;1;28;5;32;26;14;21;24;3;9;2;4;15;12;6;22;25;27;31;64;28460
64;28460;16;8;19;23;11;10;13;29;20;17;30;7;18;1;28;5;32;26;14;21;24;3;9;2;4;15;12;6;22;25;27;31
16;8;19;23;11;10;13;29;20;17;30;7;18;1;28;5;32;6;14;21;24;3;9;2;4;15;12;26;22;25;27;31;64;27450
64;27450;16;8;19;23;11;10;13;29;20;17;30;7;18;1;28;5;32;6;14;21;24;3;9;2;4;15;12;26;22;25;27;31
16;8;19;23;11;10;13;29;20;17;30;7;18;1;28;6;32;5;14;21;24;3;9;2;4;15;12;26;22;25;27;31;64;27030
64;27030;16;8;19;23;11;10;13;29;20;17;30;7;18;1;28;6;32;5;14;21;24;3;9;2;4;15;12;26;22;25;27;31
16;8;19;23;11;10;14;29;20;17;30;7;18;1;28;6;32;5;13;21;24;3;9;2;4;15;12;26;22;25;27;31;64;26650
64;26650;16;8;19;23;11;10;14;29;20;17;30;7;18;1;28;6;32;5;13;21;24;3;9;2;4;15;12;26;22;25;27;31
16;8;19;23;11;10;14;29;20;17;30;7;18;1;28;6;32;5;13;21;12;3;9;2;4;15;24;26;22;25;27;31;64;26688
64;26688;16;8;19;23;11;10;14;29;20;17;30;7;18;1;28;6;32;5;13;21;12;3;9;2;4;15;24;26;22;25;27;31
16;8;9;23;11;10;14;29;20;17;30;7;18;1;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31;64;26240
65;26240;16;8;9;23;11;10;14;29;20;17;30;7;18;1;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31
16;8;9;23;11;10;14;1;20;17;30;7;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31;65;26484
65;26484;16;8;9;23;11;10;14;1;20;17;30;7;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31
16;8;9;23;11;10;7;1;20;17;30;14;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31;65;25864
65;25864;16;8;9;23;11;10;7;1;20;17;30;14;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31
16;11;9;23;8;10;7;1;20;17;30;14;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31;65;25864
65;25864;16;11;9;23;8;10;7;1;20;17;30;14;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31
16;11;14;23;8;10;7;1;20;17;30;9;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31;65;25704
65;25704;16;11;14;23;8;10;7;1;20;17;30;9;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;22;25;27;31
16;11;14;23;8;10;7;1;22;17;30;9;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;20;25;27;31;65;25584
65;25584;16;11;14;23;8;10;7;1;22;17;30;9;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;20;25;27;31
11;16;14;23;8;10;7;1;22;17;30;9;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;20;25;27;31;65;25464
65;25464;11;16;14;23;8;10;7;1;22;17;30;9;18;29;28;6;32;5;13;21;12;3;19;2;4;15;24;26;20;25;27;31
11;12;14;23;8;10;7;1;22;17;30;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31;65;25464
65;25464;11;12;14;23;8;10;7;1;22;17;30;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31
11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31;65;25710
65;25710;11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31
11;12;14;23;30;10;7;1;22;17;8;9;18;28;29;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31;65;26110
65;25710;11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31
11;12;14;23;30;10;13;1;22;17;8;9;18;29;28;6;32;5;7;21;16;3;19;2;4;15;24;26;20;25;27;31;65;26590
65;25710;11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31
27;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;11;31;65;26262
65;25710;11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;26;20;25;27;31
11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;20;26;27;31;65;25670
65;25670;11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;20;26;27;31
11;24;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;12;25;20;26;27;31;65;26092
65;25670;11;12;14;23;30;10;7;1;22;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;20;26;27;31
11;12;14;23;30;10;7;1;20;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;22;26;27;31;65;25910
65;25910;11;12;14;23;30;10;7;1;20;17;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;22;26;27;31
17;12;14;23;30;10;7;1;20;11;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;22;26;27;31;65;27348
65;27348;17;12;14;23;30;10;7;1;20;11;8;9;18;29;28;6;32;5;13;21;16;3;19;2;4;15;24;25;22;26;27;31
17;12;14;23;30;10;7;1;20;11;8;9;18;2;28;6;32;5;13;21;16;3;19;29;4;15;24;25;22;26;27;31;65;27112
65;27112;17;12;14;23;30;10;7;1;20;11;8;9;18;2;28;6;32;5;13;21;16;3;19;29;4;15;24;25;22;26;27;31
17;2;14;23;30;10;7;1;20;11;8;9;18;12;28;6;32;5;13;21;16;3;19;29;4;15;24;25;22;26;27;31;65;27552
65;27112;17;12;14;23;30;10;7;1;20;11;8;9;18;2;28;6;32;5;13;21;16;3;19;29;4;15;24;25;22;26;27;31
17;12;14;23;30;10;7;1;20;11;8;9;31;2;28;6;32;5;13;21;16;3;19;29;4;15;24;25;22;26;27;18;65;27552
65;27552;17;12;14;23;30;10;7;1;20;11;8;9;31;2;28;6;32;5;13;21;16;3;19;29;4;15;24;25;22;26;27;18
17;12;14;23;30;10;7;1;20;11;8;9;31;15;28;6;32;5;13;21;16;3;19;29;4;2;24;25;22;26;27;18;65;27432
65;27432;17;12;14;23;30;10;7;1;20;11;8;9;31;15;28;6;32;5;13;21;16;3;19;29;4;2;24;25;22;26;27;18
17;12;14;23;30;10;7;1;20;11;8;9;31;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18;65;27432
66;27432;17;12;14;23;30;10;7;1;20;11;8;9;31;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18
7;12;14;23;30;10;17;1;20;11;8;9;31;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18;66;27650
66;27650;7;12;14;23;30;10;17;1;20;11;8;9;31;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18
7;12;14;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18;66;28134
66;28134;7;12;14;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18
7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18;66;28014
66;28014;7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;13;21;16;3;19;29;4;2;27;25;22;26;24;18
7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;13;21;16;3;19;26;4;2;27;25;22;29;24;18;66;27774
66;27774;7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;13;21;16;3;19;26;4;2;27;25;22;29;24;18
7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;4;21;16;3;19;26;13;2;27;25;22;29;24;18;66;27774
66;27774;7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;4;21;16;3;19;26;13;2;27;25;22;29;24;18
7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;4;21;16;3;19;26;18;2;27;25;22;29;24;13;66;27638
66;27638;7;14;12;23;30;10;17;1;20;11;8;31;9;15;28;6;32;5;4;21;16;3;19;26;18;2;27;25;22;29;24;13
7;14;12;23;30;10;17;1;20;11;8;31;9;15;16;6;32;5;4;21;28;3;19;26;18;2;27;25;22;29;24;13;66;27150
66;27150;7;14;12;23;30;10;17;1;20;11;8;31;9;15;16;6;32;5;4;21;28;3;19;26;18;2;27;25;22;29;24;13
7;14;12;23;30;10;17;1;20;11;8;31;9;15;16;6;32;5;4;21;22;3;19;26;18;2;27;25;28;29;24;13;66;26990
66;26990;7;14;12;23;30;10;17;1;20;11;8;31;9;15;16;6;32;5;4;21;22;3;19;26;18;2;27;25;28;29;24;13
7;14;12;23;30;10;17;8;20;11;1;31;9;15;16;6;32;5;4;21;22;3;19;26;18;2;27;25;28;29;24;13;66;27230
66;27230;7;14;12;23;30;10;17;8;20;11;1;31;9;15;16;6;32;5;4;21;22;3;19;26;18;2;27;25;28;29;24;13
7;32;12;23;30;10;17;8;20;11;1;31;9;15;16;6;14;5;4;21;22;3;19;26;18;2;27;25;28;29;24;13;66;26764
66;26764;7;32;12;23;30;10;17;8;20;11;1;31;9;15;16;6;14;5;4;21;22;3;19;26;18;2;27;25;28;29;24;13
7;32;12;23;30;10;17;8;20;11;1;18;9;15;16;6;14;5;4;21;22;3;19;26;31;2;27;25;28;29;24;13;66;26924
66;26924;7;32;12;23;30;10;17;8;20;11;1;18;9;15;16;6;14;5;4;21;22;3;19;26;31;2;27;25;28;29;24;13
7;32;12;23;30;10;17;8;20;11;1;9;18;15;16;6;14;5;4;21;22;3;19;26;31;2;27;25;28;29;24;13;66;26624
66;26624;7;32;12;23;30;10;17;8;20;11;1;9;18;15;16;6;14;5;4;21;22;3;19;26;31;2;27;25;28;29;24;13
7;32;12;23;30;10;17;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;19;26;31;2;27;25;28;29;24;13;66;26558
66;26558;7;32;12;23;30;10;17;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;19;26;31;2;27;25;28;29;24;13
7;32;12;23;30;10;29;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;19;26;31;2;27;25;28;17;24;13;66;26858
66;26858;7;32;12;23;30;10;29;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;19;26;31;2;27;25;28;17;24;13
7;32;19;23;30;10;29;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;12;26;31;2;27;25;28;17;24;13;66;27102
66;27102;7;32;19;23;30;10;29;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;12;26;31;2;27;25;28;17;24;13
7;32;19;23;2;10;29;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;12;26;31;30;27;25;28;17;24;13;66;27128
66;27128;7;32;19;23;2;10;29;22;20;11;1;9;18;15;16;6;14;5;4;21;8;3;12;26;31;30;27;25;28;17;24;13
7;32;19;23;2;10;29;22;20;11;1;9;18;15;16;6;14;5;28;21;8;3;12;26;31;30;27;25;4;17;24;13;66;27402
66;27402;7;32;19;23;2;10;29;22;20;11;1;9;18;15;16;6;14;5;28;21;8;3;12;26;31;30;27;25;4;17;24;13
7;32;19;26;2;10;29;22;20;11;1;9;18;15;16;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;24;13;66;27002
66;27002;7;32;19;26;2;10;29;22;20;11;1;9;18;15;16;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;24;13
7;32;19;26;2;10;29;22;20;11;1;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;24;13;66;26902
66;26902;7;32;19;26;2;10;29;22;20;11;1;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;24;13
7;32;19;26;2;10;29;22;20;11;24;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;1;13;66;27206
67;27206;7;32;19;26;2;10;29;22;20;11;24;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;1;13
7;32;19;13;2;10;29;22;20;11;24;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;1;26;67;27616
67;27206;7;32;19;26;2;10;29;22;20;11;24;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;1;13
7;32;2;26;19;10;29;22;20;11;24;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;1;13;67;26878
67;26878;7;32;2;26;19;10;29;22;20;11;24;9;18;16;15;6;14;5;28;21;8;3;12;23;31;30;27;25;4;17;1;13
7;32;2;26;19;10;29;22;20;11;24;9;30;16;15;6;14;5;28;21;8;3;12;23;31;18;27;25;4;17;1;13;67;26758
67;26758;7;32;2;26;19;10;29;22;20;11;24;9;30;16;15;6;14;5;28;21;8;3;12;23;31;18;27;25;4;17;1;13
11;32;2;26;19;10;29;22;20;7;24;9;30;16;15;6;14;5;28;21;8;3;12;23;31;18;27;25;4;17;1;13;67;27098
67;26758;7;32;2;26;19;10;29;22;20;11;24;9;30;16;15;6;14;5;28;21;8;3;12;23;31;18;27;25;4;17;1;13
7;32;2;26;15;10;29;22;20;11;24;9;30;16;19;6;14;5;28;21;8;3;12;23;31;18;27;25;4;17;1;13;67;26586
67;26586;7;32;2;26;15;10;29;22;20;11;24;9;30;16;19;6;14;5;28;21;8;3;12;23;31;18;27;25;4;17;1;13
7;32;2;26;15;10;29;22;20;11;24;9;28;16;19;6;14;5;30;21;8;3;12;23;31;18;27;25;4;17;1;13;67;26666
67;26666;7;32;2;26;15;10;29;22;20;11;24;9;28;16;19;6;14;5;30;21;8;3;12;23;31;18;27;25;4;17;1;13
7;32;2;26;15;10;29;22;20;11;24;9;28;16;19;6;14;5;30;21;8;13;12;23;31;18;27;25;4;17;1;3;67;27006
67;27006;7;32;2;26;15;10;29;22;20;11;24;9;28;16;19;6;14;5;30;21;8;13;12;23;31;18;27;25;4;17;1;3
7;32;2;23;15;10;29;22;20;11;24;9;28;16;19;6;14;5;30;21;8;13;12;26;31;18;27;25;4;17;1;3;67;27246
67;27006;7;32;2;26;15;10;29;22;20;11;24;9;28;16;19;6;14;5;30;21;8;13;12;23;31;18;27;25;4;17;1;3
7;32;2;26;15;10;29;22;20;27;24;9;28;16;19;6;14;5;30;21;8;13;12;23;31;18;11;25;4;17;1;3;67;26592
67;26592;7;32;2;26;15;10;29;22;20;27;24;9;28;16;19;6;14;5;30;21;8;13;12;23;31;18;11;25;4;17;1;3
7;32;2;26;15;10;29;22;20;27;24;14;28;16;19;6;9;5;30;21;8;13;12;23;31;18;11;25;4;17;1;3;67;26672
