"X1";"X304";"X47";"X9";"X32";"X28";"X10";"X64";"X17";"X11";"X23";"X26";"X4";"X33";"X59";"X29";"X49";"X12";"X34";"X48";"X44";"X45";"X3";"X2";"X22";"X61";"X16";"X37";"X15";"X8";"X14";"X53";"X50";"X6";"X60";"X39";"X24";"X30";"X58";"X13";"X54";"X63";"X20";"X19";"X18";"X55";"X42";"X38";"X43";"X46";"X25";"X27";"X21";"X62";"X57";"X36";"X40";"X5";"X41";"X51";"X7";"X52";"X35";"X56";"X31";"X1.1"
26;23;60;43;25;13;45;6;22;61;63;14;57;40;51;32;55;8;10;41;34;15;35;18;4;47;46;64;29;21;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;36;12;58;50;16;44;24;38;3;20;17;29;294
29;294;26;23;60;43;25;13;45;6;22;61;63;14;57;40;51;32;55;8;10;41;34;15;35;18;4;47;46;64;29;21;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;36;12;58;50;16;44;24;38;3;20;17
26;23;60;43;25;13;45;6;22;61;63;14;57;40;51;32;55;8;10;41;34;15;35;18;4;47;46;64;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;36;12;58;50;16;21;24;38;3;20;17;29;282
29;282;26;23;60;43;25;13;45;6;22;61;63;14;57;40;51;32;55;8;10;41;34;15;35;18;4;47;46;64;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;36;12;58;50;16;21;24;38;3;20;17
26;23;36;43;25;13;45;6;22;61;63;14;57;40;51;32;55;8;10;41;34;15;35;18;4;47;46;64;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17;29;282
29;282;26;23;36;43;25;13;45;6;22;61;63;14;57;40;51;32;55;8;10;41;34;15;35;18;4;47;46;64;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17
26;23;36;43;25;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;4;47;8;64;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17;29;282
29;282;26;23;36;43;25;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;4;47;8;64;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17
26;23;36;64;25;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;4;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17;29;290
29;290;26;23;36;64;25;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;4;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;37;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17
26;23;36;64;37;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;4;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17;29;294
29;294;26;23;36;64;37;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;4;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;30;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17
26;23;36;64;37;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17;29;294
30;294;26;23;36;64;37;13;45;6;22;61;63;14;57;40;51;32;55;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17
26;57;36;64;37;13;45;6;22;61;63;14;23;40;51;32;55;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17;30;294
30;294;26;57;36;64;37;13;45;6;22;61;63;14;23;40;51;32;55;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;17
26;57;36;64;37;13;45;6;22;61;63;14;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55;30;290
30;290;26;57;36;64;37;13;45;6;22;61;63;14;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55;30;290
30;290;26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;29;44;54;56;33;9;39;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55;30;294
30;294;26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;28;19;27;53;59;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55;30;286
30;286;26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;46;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;52;62;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;62;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;52;46;60;12;58;50;16;21;24;38;3;20;55;30;286
30;286;26;57;36;64;14;13;45;6;22;61;63;37;23;40;51;32;17;62;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;52;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;23;40;52;32;17;62;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55;30;292
30;292;26;57;36;64;14;13;45;6;22;61;63;37;23;40;52;32;17;62;10;41;34;15;35;18;30;47;8;43;39;44;54;56;33;9;29;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;23;40;52;32;17;62;10;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55;30;280
30;280;26;57;36;64;14;13;45;6;22;61;63;37;23;40;52;32;17;62;10;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;27;53;28;5;2;25;42;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;13;45;6;22;61;63;37;5;40;52;32;17;62;10;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;27;53;28;23;2;25;42;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55;30;280
30;280;26;57;36;64;14;13;45;6;22;61;63;37;5;40;52;32;17;62;10;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;27;53;28;23;2;25;42;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;10;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;27;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55;30;276
30;276;26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;10;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;27;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;10;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55;30;262
30;262;26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;15;35;18;30;47;8;43;39;44;54;56;33;9;41;7;59;19;10;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;9;35;18;30;47;8;43;39;44;54;56;33;15;41;7;59;19;10;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55;30;266
30;266;26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;9;35;18;30;47;8;43;39;44;54;56;33;15;41;7;59;19;10;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;55
26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;9;35;18;30;47;8;43;39;44;54;56;33;15;41;55;59;19;10;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7;30;266
30;266;26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;9;35;18;30;47;8;43;39;44;54;56;33;15;41;55;59;19;10;53;28;23;2;25;13;49;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7
26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;9;35;18;30;47;8;43;39;44;49;56;33;15;41;55;59;19;10;53;28;23;2;25;13;54;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7;30;274
30;274;26;57;36;64;14;42;45;6;22;61;63;37;5;40;52;32;17;62;27;29;34;9;35;18;30;47;8;43;39;44;49;56;33;15;41;55;59;19;10;53;28;23;2;25;13;54;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7
26;57;36;64;14;42;45;6;22;61;63;37;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;19;10;53;28;23;2;25;13;54;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7;30;262
30;262;26;57;36;64;14;42;45;6;22;61;63;37;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;19;10;53;28;23;2;25;13;54;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7
26;57;54;64;14;42;45;6;22;61;63;37;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;19;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7;30;268
30;268;26;57;54;64;14;42;45;6;22;61;63;37;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;19;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7
26;57;54;64;14;19;45;6;22;61;63;37;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7;30;252
30;252;26;57;54;64;14;19;45;6;22;61;63;37;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;12;58;50;16;21;24;38;3;20;7
26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;12;37;50;16;21;24;38;3;20;7;30;252
30;252;26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;12;37;50;16;21;24;38;3;20;7
26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;7;30;252
30;252;26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;32;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;48;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;7
26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;48;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;7;30;252
31;252;26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;48;17;62;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;7
26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;48;17;7;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;62;31;252
31;252;26;57;54;64;14;19;45;6;22;61;63;58;5;35;52;48;17;7;27;29;34;9;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;62
26;57;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;62;31;252
31;252;26;57;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;59;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;38;3;20;62
26;57;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62;31;276
31;276;26;57;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62;31;276
31;276;57;26;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;28;23;2;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62;31;276
31;276;57;26;54;64;14;19;45;6;22;61;63;58;9;35;52;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;58;9;35;64;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62;31;296
31;296;57;26;54;52;14;19;45;6;22;61;63;58;9;35;64;48;17;7;27;29;34;5;40;18;30;47;8;43;39;44;49;56;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;58;9;35;64;48;17;44;27;29;34;5;40;18;30;47;8;43;39;7;49;56;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62;31;300
31;300;57;26;54;52;14;19;45;6;22;61;63;58;9;35;64;48;17;44;27;29;34;5;40;18;30;47;8;43;39;7;49;56;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;56;9;35;64;48;17;44;27;29;34;5;40;18;30;47;8;43;39;7;49;58;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62;31;298
31;298;57;26;54;52;14;19;45;6;22;61;63;56;9;35;64;48;17;44;27;29;34;5;40;18;30;47;8;43;39;7;49;58;33;15;41;55;38;42;10;53;2;23;28;25;13;36;32;4;1;11;31;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;56;9;35;64;48;17;44;27;29;34;5;40;18;30;47;8;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;1;11;53;51;46;60;37;12;50;16;21;24;59;3;20;62;31;298
31;298;57;26;54;52;14;19;45;6;22;61;63;56;9;35;64;48;17;44;27;29;34;5;40;18;30;47;8;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;1;11;53;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;47;8;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;1;11;53;51;46;60;37;12;50;16;21;24;59;3;20;62;31;298
31;298;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;47;8;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;1;11;53;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;47;1;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;8;11;53;51;46;60;37;12;50;16;21;24;59;3;20;62;31;290
31;290;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;47;1;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;8;11;53;51;46;60;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;8;11;53;51;46;47;37;12;50;16;21;24;59;3;20;62;31;290
31;290;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;39;7;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;8;11;53;51;46;47;37;12;50;16;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;39;16;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;8;11;53;51;46;47;37;12;50;7;21;24;59;3;20;62;31;290
31;290;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;39;16;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;4;8;11;53;51;46;47;37;12;50;7;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;39;16;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;47;37;12;50;7;21;24;59;3;20;62;31;290
31;290;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;39;16;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;47;37;12;50;7;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;47;16;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;39;37;12;50;7;21;24;59;3;20;62;31;290
31;290;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;47;16;49;58;33;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;39;37;12;50;7;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;39;37;12;50;7;21;24;59;3;20;62;31;292
31;292;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;39;37;12;50;7;21;24;59;3;20;62
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;39;37;12;50;7;21;24;62;3;20;59;31;292
31;292;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;56;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;25;13;36;32;46;8;11;53;51;4;39;37;12;50;7;21;24;62;3;20;59
57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;25;13;36;56;46;8;11;53;51;4;39;37;12;50;7;21;24;62;3;20;59;31;292
31;292;57;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;25;13;36;56;46;8;11;53;51;4;39;37;12;50;7;21;24;62;3;20;59
25;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;36;56;46;8;11;53;51;4;39;37;12;50;7;21;24;62;3;20;59;31;288
31;288;25;26;54;52;14;19;45;6;22;61;63;44;9;35;64;48;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;36;56;46;8;11;53;51;4;39;37;12;50;7;21;24;62;3;20;59
25;26;54;52;14;19;45;6;7;61;63;44;9;35;64;48;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;36;56;46;8;11;53;51;4;39;37;12;50;22;21;24;62;3;20;59;31;288
32;288;25;26;54;52;14;19;45;6;7;61;63;44;9;35;64;48;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;36;56;46;8;11;53;51;4;39;37;12;50;22;21;24;62;3;20;59
25;26;54;52;14;19;45;6;7;61;63;44;9;35;64;36;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;48;56;46;8;11;53;51;4;39;37;12;50;22;21;24;62;3;20;59;32;288
32;288;25;26;54;52;14;19;45;6;7;61;63;44;9;35;64;36;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;48;56;46;8;11;53;51;4;39;37;12;50;22;21;24;62;3;20;59
25;26;54;52;14;19;45;6;7;61;63;44;9;35;64;36;17;32;27;29;34;5;40;18;30;60;1;43;33;10;49;58;47;15;41;55;38;42;16;31;2;23;28;57;13;48;56;46;8;11;53;51;4;39;37;12;50;22;21;24;62;3;20;59;32;300
32;288;25;26;54;52;14;19;45;6;7;61;63;44;9;35;64;36;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;48;56;46;8;11;53;51;4;39;37;12;50;22;21;24;62;3;20;59
25;26;54;52;14;19;45;6;7;61;63;44;50;35;64;36;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;48;56;46;8;11;53;51;4;39;37;12;9;22;21;24;62;3;20;59;32;288
32;288;25;26;54;52;14;19;45;6;7;61;63;44;50;35;64;36;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;13;48;56;46;8;11;53;51;4;39;37;12;9;22;21;24;62;3;20;59
25;26;54;52;14;19;45;6;7;61;63;44;50;35;64;13;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;36;48;56;46;8;11;53;51;4;39;37;12;9;22;21;24;62;3;20;59;32;288
32;288;25;26;54;52;14;19;45;6;7;61;63;44;50;35;64;13;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;2;23;28;57;36;48;56;46;8;11;53;51;4;39;37;12;9;22;21;24;62;3;20;59
25;26;54;52;14;19;45;6;7;61;63;44;50;35;64;13;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;4;23;28;57;36;48;56;46;8;11;53;51;2;39;37;12;9;22;21;24;62;3;20;59;32;288
32;288;25;26;54;52;14;19;45;6;7;61;63;44;50;35;64;13;17;32;27;29;34;5;40;18;30;60;1;43;33;16;49;58;47;15;41;55;38;42;10;31;4;23;28;57;36;48;56;46;8;11;53;51;2;39;37;12;9;22;21;24;62;3;20;59
