"X1";"X26580";"X11";"X14";"X32";"X28";"X30";"X3";"X25";"X15";"X27";"X19";"X1.1";"X20";"X26";"X4";"X24";"X12";"X23";"X18";"X13";"X8";"X17";"X6";"X29";"X5";"X2";"X7";"X22";"X21";"X16";"X9";"X31";"X10"
3;27;9;16;20;18;31;6;10;5;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13;83;26656
83;26040;3;5;9;16;20;18;31;6;10;27;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13
3;5;9;27;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13;83;25988
83;25988;3;5;9;27;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13
27;5;9;3;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13;83;25846
83;25846;27;5;9;3;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13
27;5;9;3;20;18;31;6;10;16;14;8;30;21;32;15;1;25;7;12;11;17;24;22;28;26;29;4;23;2;19;13;83;26912
83;25846;27;5;9;3;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;2;19;13
27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13;83;25946
83;25946;27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;18;31;6;10;16;21;8;30;14;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13;83;26326
83;25946;27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;18;31;6;10;16;14;8;30;21;24;15;1;25;7;12;11;17;4;22;28;26;29;32;23;3;19;13;83;26146
83;25946;27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;31;18;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13;83;26426
83;25946;27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;12;11;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;11;12;17;24;22;28;26;29;32;23;3;19;13;83;25806
83;25806;27;5;9;2;20;18;31;6;10;16;14;8;30;21;4;15;1;25;7;11;12;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13;83;25128
84;25128;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;6;10;16;14;8;30;21;26;15;1;25;18;11;12;17;24;22;28;4;29;32;23;3;19;13;84;25814
84;25128;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;32;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;6;23;3;19;13;84;25872
84;25128;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;28;1;25;18;11;12;17;24;22;15;26;29;32;23;3;19;13;84;26076
84;25128;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13
27;26;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;5;29;32;23;3;19;13;84;25278
84;25128;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;25;6;10;16;14;8;30;21;4;15;1;31;18;11;12;17;24;22;28;26;29;32;23;3;19;13;84;25648
84;25128;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;1;25;18;11;12;17;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;28;26;29;32;23;3;19;13;84;25174
84;25174;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;6;10;16;14;8;30;11;4;15;17;25;18;21;12;1;24;22;28;26;29;32;23;3;19;13;84;26046
84;25174;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;2;20;7;31;28;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;6;26;29;32;23;3;19;13;84;25434
84;25174;27;5;9;2;20;7;31;6;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;20;7;31;2;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;28;26;29;32;23;3;19;13;84;25114
84;25114;27;5;9;6;20;7;31;2;10;16;14;8;30;21;4;15;17;25;18;11;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;20;7;31;2;10;16;14;8;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13;84;25538
84;25538;27;5;9;6;20;7;31;2;10;16;14;8;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13;84;25564
84;25564;27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;8;7;24;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;31;22;28;26;29;32;23;3;19;13;84;25964
84;25564;27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;32;29;23;3;19;13;84;26084
84;25564;27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
27;25;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;5;11;18;12;1;24;22;28;26;29;32;23;3;19;13;84;26592
84;25564;27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
1;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;27;24;22;28;26;29;32;23;3;19;13;84;25822
84;25564;27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;8;7;31;24;10;16;14;20;30;21;4;15;17;25;11;18;12;1;2;22;28;26;29;32;23;3;19;13;84;25674
84;25564;27;5;9;6;8;7;31;2;10;16;14;20;30;21;4;15;17;25;11;18;12;1;24;22;28;26;29;32;23;3;19;13
27;5;9;6;8;7;31;2;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;20;29;32;23;3;19;13;84;25524
84;25524;27;5;9;6;8;7;31;2;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;20;29;32;23;3;19;13
27;5;9;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;2;29;32;23;3;19;13;84;24840
84;24840;27;5;9;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;2;29;32;23;3;19;13
27;5;9;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;29;24;22;28;2;1;32;23;3;19;13;84;25326
84;24840;27;5;9;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;2;29;32;23;3;19;13
27;5;9;6;8;31;7;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;2;29;32;23;3;19;13;84;25160
85;24840;27;5;9;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;2;29;32;23;3;19;13
27;5;22;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;9;28;2;29;32;23;3;19;13;85;25210
85;24840;27;5;9;6;8;7;31;20;10;16;14;26;30;21;4;15;17;25;11;18;12;1;24;22;28;2;29;32;23;3;19;13
27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;10;11;18;12;1;24;22;28;2;29;32;23;3;19;13;85;24792
85;24792;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;10;11;18;12;1;24;22;28;2;29;32;23;3;19;13
27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;12;1;24;22;28;2;10;32;23;3;19;13;85;24986
85;24986;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;12;1;24;22;28;2;10;32;23;3;19;13
27;5;16;6;8;7;31;20;25;9;14;26;30;21;4;15;17;29;11;18;12;1;24;22;28;2;10;32;23;3;19;13;85;25986
85;24986;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;12;1;24;22;28;2;10;32;23;3;19;13
27;5;9;6;8;7;31;20;25;3;14;26;30;21;4;15;17;29;11;18;12;1;24;22;28;2;10;32;23;16;19;13;85;25666
85;24986;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;12;1;24;22;28;2;10;32;23;3;19;13
27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;19;1;24;22;28;2;10;32;23;3;12;13;85;24604
85;24604;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;19;1;24;22;28;2;10;32;23;3;12;13
27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;19;1;24;22;13;2;10;32;23;3;12;28;85;24444
85;24444;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;19;1;24;22;13;2;10;32;23;3;12;28
27;23;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;19;1;24;22;13;2;10;32;5;3;12;28;85;25192
85;24444;27;5;9;6;8;7;31;20;25;16;14;26;30;21;4;15;17;29;11;18;19;1;24;22;13;2;10;32;23;3;12;28
27;5;9;6;8;7;31;20;25;16;22;26;30;21;4;15;17;29;11;18;19;1;24;14;13;2;10;32;23;3;12;28;85;24352
85;24352;27;5;9;6;8;7;31;20;25;16;22;26;30;21;4;15;17;29;11;18;19;1;24;14;13;2;10;32;23;3;12;28
27;32;9;6;8;7;31;20;25;16;22;26;30;21;4;15;17;29;11;18;19;1;24;14;13;2;10;5;23;3;12;28;85;25578
85;24352;27;5;9;6;8;7;31;20;25;16;22;26;30;21;4;15;17;29;11;18;19;1;24;14;13;2;10;32;23;3;12;28
27;5;9;6;8;7;31;20;25;16;22;26;30;21;4;15;17;29;11;18;19;1;24;14;3;2;10;32;23;13;12;28;85;24672
85;24352;27;5;9;6;8;7;31;20;25;16;22;26;30;21;4;15;17;29;11;18;19;1;24;14;13;2;10;32;23;3;12;28
27;5;9;6;8;7;31;20;25;16;22;26;30;15;4;21;17;29;11;18;19;1;24;14;13;2;10;32;23;3;12;28;85;23632
85;23632;27;5;9;6;8;7;31;20;25;16;22;26;30;15;4;21;17;29;11;18;19;1;24;14;13;2;10;32;23;3;12;28
27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;11;18;19;1;24;14;13;2;10;32;23;3;20;28;85;24184
85;24184;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;11;18;19;1;24;14;13;2;10;32;23;3;20;28
27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;23;3;20;28;85;23984
85;23984;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;23;3;20;28
31;5;9;6;8;7;27;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;23;3;20;28;85;24164
85;23984;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;23;3;20;28
27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;28;3;20;23;85;24344
85;23984;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;23;3;20;28
27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;23;14;13;11;10;32;24;3;20;28;85;24064
85;23984;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;18;19;1;24;14;13;11;10;32;23;3;20;28
27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;3;20;28;85;24050
85;24050;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;3;20;28
27;5;9;6;8;7;31;15;25;16;22;26;30;12;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;3;20;28;85;24290
85;24050;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;3;20;28
27;5;9;15;8;7;31;12;25;16;22;26;30;6;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;3;20;28;85;24990
86;24050;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;3;20;28
27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;20;3;28;86;24314
86;24314;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;20;3;28
27;5;9;29;8;7;31;12;25;16;22;26;30;15;4;21;17;6;2;1;19;18;24;14;13;11;10;32;23;20;3;28;86;24906
86;24314;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;20;3;28
27;5;31;6;8;7;9;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;20;3;28;86;24498
86;24314;27;5;9;6;8;7;31;12;25;16;22;26;30;15;4;21;17;29;2;1;19;18;24;14;13;11;10;32;23;20;3;28
27;5;9;6;8;7;31;12;25;16;22;26;30;13;4;21;17;29;2;1;19;18;24;14;15;11;10;32;23;20;3;28;86;24194
86;24194;27;5;9;6;8;7;31;12;25;16;22;26;30;13;4;21;17;29;2;1;19;18;24;14;15;11;10;32;23;20;3;28
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;29;2;1;19;18;24;14;15;11;10;32;23;20;3;12;86;23826
86;23826;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;29;2;1;19;18;24;14;15;11;10;32;23;20;3;12
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;3;29;86;23732
86;23732;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;23;32;10;20;3;29;86;24030
86;23732;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;3;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;30;29;86;25304
86;23732;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;32;1;19;18;24;14;15;11;10;2;23;20;3;29;86;24028
86;23732;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;3;29
27;5;19;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;9;18;24;14;15;11;10;32;23;20;3;29;86;24404
86;23732;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;17;12;2;1;19;18;24;14;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;14;12;2;1;19;18;24;17;15;11;10;32;23;20;3;29;86;23596
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;14;12;2;1;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;2;31;28;25;16;22;26;30;13;4;21;14;12;7;1;19;18;24;17;15;11;10;32;23;20;3;29;86;23636
86;23636;27;5;9;6;8;2;31;28;25;16;22;26;30;13;4;21;14;12;7;1;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;2;31;28;25;16;22;26;30;13;4;21;1;12;7;14;19;18;24;17;15;11;10;32;23;20;3;29;86;23596
86;23596;27;5;9;6;8;2;31;28;25;16;22;26;30;13;4;21;1;12;7;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29;86;23596
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;29;32;23;20;3;10;86;23940
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;32;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;6;23;20;3;29;86;25082
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;14;31;28;25;16;22;26;30;13;4;21;1;12;2;7;19;18;24;17;15;11;10;32;23;20;3;29;86;23976
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;13;16;22;26;30;25;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29;86;24094
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;11;18;24;17;15;19;10;32;23;20;3;29;86;24930
86;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;15;18;24;17;19;11;10;32;23;20;3;29;86;24054
87;23596;27;5;9;6;8;7;31;28;25;16;22;26;30;13;4;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;4;25;16;22;26;30;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29;87;24274
87;24274;27;5;9;6;8;7;31;4;25;16;22;26;30;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;30;31;4;25;16;22;26;7;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29;87;25836
87;24274;27;5;9;6;8;7;31;4;25;16;22;26;30;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;25;7;31;4;8;16;22;26;30;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29;87;25026
87;24274;27;5;9;6;8;7;31;4;25;16;22;26;30;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;14;8;7;31;4;25;16;22;26;30;13;28;21;1;12;2;6;19;18;24;17;15;11;10;32;23;20;3;29;87;24634
87;24274;27;5;9;6;8;7;31;4;25;16;22;26;30;13;28;21;1;12;2;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;4;25;16;22;26;30;13;2;21;1;12;28;14;19;18;24;17;15;11;10;32;23;20;3;29;87;23516
87;23516;27;5;9;6;8;7;31;4;25;16;22;26;30;13;2;21;1;12;28;14;19;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;4;25;16;22;19;30;13;2;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;3;29;87;23656
87;23656;27;5;9;6;8;7;31;4;25;16;22;19;30;13;2;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;3;29
16;5;9;6;8;7;31;4;25;27;22;19;30;13;2;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;3;29;87;24430
87;23656;27;5;9;6;8;7;31;4;25;16;22;19;30;13;2;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;4;13;16;22;19;30;25;2;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;3;29;87;24154
87;23656;27;5;9;6;8;7;31;4;25;16;22;19;30;13;2;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;3;29
27;5;9;6;8;7;31;4;25;16;22;19;30;13;3;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29;87;23716
87;23716;27;5;9;6;8;7;31;4;25;16;22;19;30;13;3;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
27;5;9;31;8;7;6;4;25;16;22;19;30;13;3;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29;87;24496
87;24496;27;5;9;31;8;7;6;4;25;16;22;19;30;13;3;21;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
27;5;9;31;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29;87;24446
87;24446;27;5;9;31;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
27;5;26;31;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;9;18;24;17;15;11;10;32;23;20;2;29;87;24762
87;24446;27;5;9;31;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29;87;24466
87;24466;31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;28;1;12;3;14;26;18;24;17;15;11;10;32;23;20;2;29;87;25046
87;24466;31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
31;5;9;27;8;7;6;4;25;3;22;19;30;13;21;16;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29;87;25346
87;24466;31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;28;1;12;3;14;26;18;24;17;15;11;10;32;23;20;2;29;87;25046
87;24466;31;5;9;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;20;2;29
31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;9;2;29;87;24440
87;24440;31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;9;2;29
31;25;20;27;8;7;6;4;5;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;9;2;29;87;24944
87;24440;31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;9;2;29
31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;12;1;3;28;14;26;18;24;17;15;11;10;32;23;9;2;29;87;24940
87;24440;31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;9;2;29
31;5;20;27;8;10;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;7;32;23;9;2;29;87;24760
88;24440;31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;26;18;24;17;15;11;10;32;23;9;2;29
31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;24;18;26;17;15;11;10;32;23;9;2;29;88;24600
88;24600;31;5;20;27;8;7;6;4;25;16;22;19;30;13;21;3;1;12;28;14;24;18;26;17;15;11;10;32;23;9;2;29
31;5;20;27;8;7;6;4;25;12;22;19;30;13;21;3;1;16;28;14;24;18;26;17;15;11;10;32;23;9;2;29;88;24720
88;24720;31;5;20;27;8;7;6;4;25;12;22;19;30;13;21;3;1;16;28;14;24;18;26;17;15;11;10;32;23;9;2;29
5;31;20;27;8;7;6;4;25;12;22;19;30;13;21;3;1;16;28;14;24;18;26;17;15;11;10;32;23;9;2;29;88;24990
88;24720;31;5;20;27;8;7;6;4;25;12;22;19;30;13;21;3;1;16;28;14;24;18;26;17;15;11;10;32;23;9;2;29
3;5;20;27;8;7;6;4;25;12;22;19;30;13;21;31;1;16;28;14;24;18;26;17;15;11;10;32;23;9;2;29;88;24824
88;24824;3;5;20;27;8;7;6;4;25;12;22;19;30;13;21;31;1;16;28;14;24;18;26;17;15;11;10;32;23;9;2;29
3;5;20;27;8;7;6;4;25;12;22;19;30;13;21;31;1;16;9;14;24;18;26;17;15;11;10;32;23;28;2;29;88;25060
88;25060;3;5;20;27;8;7;6;4;25;12;22;19;30;13;21;31;1;16;9;14;24;18;26;17;15;11;10;32;23;28;2;29
3;5;20;27;8;7;31;4;25;12;22;19;30;13;21;6;1;16;9;14;24;18;26;17;15;11;10;32;23;28;2;29;88;24650
88;24650;3;5;20;27;8;7;31;4;25;12;22;19;30;13;21;6;1;16;9;14;24;18;26;17;15;11;10;32;23;28;2;29
3;5;20;27;8;7;31;4;25;12;22;14;30;13;21;6;1;16;9;19;24;18;26;17;15;11;10;32;23;28;2;29;88;24490
88;24490;3;5;20;27;8;7;31;4;25;12;22;14;30;13;21;6;1;16;9;19;24;18;26;17;15;11;10;32;23;28;2;29
12;5;20;27;8;7;31;4;25;3;22;14;30;13;21;6;1;16;9;19;24;18;26;17;15;11;10;32;23;28;2;29;88;25190
88;24490;3;5;20;27;8;7;31;4;25;12;22;14;30;13;21;6;1;16;9;19;24;18;26;17;15;11;10;32;23;28;2;29
3;5;20;27;8;7;31;4;25;12;22;14;30;13;21;24;1;16;9;19;6;18;26;17;15;11;10;32;23;28;2;29;88;25432
88;24490;3;5;20;27;8;7;31;4;25;12;22;14;30;13;21;6;1;16;9;19;24;18;26;17;15;11;10;32;23;28;2;29
3;5;20;27;8;7;31;4;25;12;22;14;30;32;21;6;1;16;9;19;24;18;26;17;15;11;10;13;23;28;2;29;88;24514
88;24514;3;5;20;27;8;7;31;4;25;12;22;14;30;32;21;6;1;16;9;19;24;18;26;17;15;11;10;13;23;28;2;29
